,Prota,Tringale,Confusion Baby Boy,Antipoison,Yabba Dabba Dude,Northern Ridge,Trustyourinstinct,Nick The Cardshark
15-12-2022 11:49:07.503910,"(7.5, 13.0, 10.7)","(4.2, 6.0, 5.633333333333334)","(18.0, 150.0, 59.333333333333336)","(12.0, 23.0, 19.333333333333332)","(15.0, 32.0, 19.333333333333332)","(9.0, 16.0, 14.0)","(2.6, 3.3, 3.2239999999999998)","(5.5, 11.5, 9.8)"
15-12-2022 11:49:08.855938,"(7.5, 13.0, 10.7)","(4.2, 6.0, 5.511111111111111)","(18.0, 150.0, 59.333333333333336)","(12.0, 23.0, 19.333333333333332)","(15.0, 32.0, 19.333333333333332)","(9.0, 16.0, 14.0)","(2.6, 3.3, 3.2239999999999998)","(5.5, 11.5, 9.8)"
15-12-2022 11:49:10.371778,"(7.5, 13.0, 10.08)","(4.2, 6.0, 5.511111111111111)","(18.0, 150.0, 123.6)","(12.0, 23.0, 21.5)","(15.0, 32.0, 27.875)","(9.0, 16.0, 14.8)","(2.6, 3.3, 3.2239999999999998)","(5.5, 11.5, 9.8)"
15-12-2022 11:49:11.747605,"(7.5, 10.5, 10.08)","(4.2, 6.0, 5.511111111111111)","(18.0, 150.0, 123.6)","(12.0, 23.0, 21.5)","(15.0, 32.0, 27.875)","(9.0, 16.0, 14.8)","(2.6, 3.3, 3.2239999999999998)","(5.5, 11.5, 9.8)"
15-12-2022 11:49:13.172047,"(7.5, 10.5, 10.08)","(4.2, 6.0, 5.4)","(18.0, 150.0, 123.6)","(12.0, 23.0, 21.5)","(15.0, 32.0, 27.875)","(9.0, 16.0, 14.8)","(2.6, 3.3, 3.2239999999999998)","(5.5, 11.5, 9.8)"
15-12-2022 11:49:14.339389,"(7.5, 10.5, 10.08)","(4.2, 5.9, 5.4)","(18.0, 150.0, 123.6)","(12.0, 23.0, 21.5)","(15.0, 32.0, 27.875)","(9.0, 16.0, 14.285714285714285)","(2.6, 3.3, 3.2239999999999998)","(5.5, 11.5, 9.8)"
15-12-2022 11:49:15.464542,"(7.5, 10.5, 10.08)","(4.2, 5.9, 5.4)","(18.0, 150.0, 123.6)","(12.0, 23.0, 21.5)","(15.0, 32.0, 27.875)","(9.0, 16.0, 14.285714285714285)","(2.6, 3.3, 3.2239999999999998)","(5.5, 11.5, 9.8)"
15-12-2022 11:49:16.616912,"(7.5, 10.5, 10.08)","(4.2, 6.2, 5.490909090909091)","(18.0, 150.0, 123.6)","(12.0, 23.0, 21.5)","(15.0, 32.0, 27.875)","(9.0, 16.0, 14.285714285714285)","(2.6, 3.3, 3.2239999999999998)","(5.5, 11.5, 9.8)"
15-12-2022 11:49:17.883663,"(7.5, 10.5, 10.08)","(4.2, 6.2, 5.490909090909091)","(18.0, 150.0, 123.6)","(12.0, 23.0, 21.5)","(15.0, 32.0, 27.875)","(9.0, 16.0, 14.285714285714285)","(2.6, 3.3, 3.2239999999999998)","(5.5, 11.5, 9.8)"
15-12-2022 11:49:19.039163,"(7.5, 10.5, 10.08)","(4.2, 6.2, 5.490909090909091)","(18.0, 150.0, 123.6)","(12.0, 23.0, 21.615384615384613)","(15.0, 32.0, 27.875)","(9.0, 16.0, 14.285714285714285)","(2.6, 3.3, 3.2239999999999998)","(5.5, 11.5, 9.8)"
15-12-2022 11:49:20.192882,"(7.5, 10.5, 10.08)","(4.2, 6.2, 5.490909090909091)","(19.0, 150.0, 123.6)","(12.0, 23.0, 18.25)","(15.0, 32.0, 27.1)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.3, 3.2239999999999998)","(5.5, 11.5, 9.666666666666666)"
15-12-2022 11:49:21.247257,"(7.5, 10.5, 10.08)","(4.2, 6.2, 5.490909090909091)","(19.0, 150.0, 123.6)","(12.0, 22.0, 18.25)","(15.0, 30.0, 20.333333333333332)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.3, 3.2239999999999998)","(5.5, 11.0, 9.666666666666666)"
15-12-2022 11:49:22.365711,"(7.5, 12.5, 11.68)","(4.2, 6.2, 5.490909090909091)","(19.0, 150.0, 95.80000000000001)","(12.0, 22.0, 18.25)","(15.0, 30.0, 20.333333333333332)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.3, 3.2239999999999998)","(5.5, 11.0, 9.666666666666666)"
15-12-2022 11:49:23.437731,"(7.5, 12.5, 11.68)","(4.2, 6.2, 5.490909090909091)","(19.0, 150.0, 95.80000000000001)","(12.0, 22.0, 18.25)","(15.0, 30.0, 20.333333333333332)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.3, 3.085)","(5.5, 11.0, 9.733333333333334)"
15-12-2022 11:49:24.550358,"(7.5, 12.5, 11.68)","(4.2, 6.2, 5.490909090909091)","(19.0, 150.0, 95.80000000000001)","(12.0, 22.0, 18.25)","(15.0, 30.0, 20.333333333333332)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.25, 3.085)","(5.5, 11.0, 9.733333333333334)"
15-12-2022 11:49:25.695881,"(7.5, 12.5, 11.68)","(4.2, 6.2, 5.490909090909091)","(19.0, 150.0, 95.80000000000001)","(12.0, 22.0, 15.666666666666666)","(15.0, 30.0, 18.666666666666668)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.25, 3.0245454545454544)","(5.5, 11.0, 9.733333333333334)"
15-12-2022 11:49:26.805050,"(7.5, 12.5, 11.68)","(4.2, 6.2, 5.490909090909091)","(19.0, 150.0, 59.666666666666664)","(12.0, 22.0, 15.666666666666666)","(15.0, 30.0, 18.666666666666668)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.25, 3.0245454545454544)","(5.5, 11.0, 9.733333333333334)"
15-12-2022 11:49:28.026208,"(7.5, 12.5, 11.68)","(4.2, 6.2, 5.490909090909091)","(19.0, 150.0, 59.666666666666664)","(12.0, 22.0, 15.666666666666666)","(15.0, 30.0, 22.0)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.25, 3.0245454545454544)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:29.153248,"(7.5, 12.5, 11.68)","(4.2, 6.2, 5.490909090909091)","(19.0, 150.0, 82.25)","(12.0, 22.0, 15.666666666666666)","(15.0, 29.0, 21.5)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.25, 3.0245454545454544)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:30.420239,"(7.5, 13.0, 9.933333333333334)","(4.2, 6.0, 5.5)","(19.0, 150.0, 82.25)","(12.0, 20.0, 16.7)","(15.0, 29.0, 21.5)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.25, 3.0245454545454544)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:31.595089,"(7.5, 13.0, 9.933333333333334)","(4.2, 6.0, 5.5)","(19.0, 150.0, 82.25)","(12.0, 20.0, 16.7)","(15.0, 29.0, 21.5)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.25, 3.0245454545454544)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:32.671445,"(7.5, 13.0, 9.933333333333334)","(4.2, 6.0, 5.5)","(19.0, 150.0, 82.25)","(12.0, 20.0, 16.7)","(15.0, 29.0, 21.5)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.25, 3.0245454545454544)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:33.739967,"(7.5, 13.0, 9.933333333333334)","(4.2, 6.0, 5.5)","(19.0, 150.0, 82.25)","(12.0, 20.0, 16.7)","(15.0, 29.0, 21.5)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.25, 3.0245454545454544)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:34.894487,"(7.5, 13.0, 9.933333333333334)","(4.2, 6.0, 5.5)","(19.0, 150.0, 82.25)","(12.0, 20.0, 16.7)","(15.0, 29.0, 21.5)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.25, 3.0245454545454544)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:36.053847,"(7.5, 13.0, 9.933333333333334)","(4.2, 6.0, 5.5)","(19.0, 150.0, 82.25)","(12.0, 20.0, 15.875)","(15.0, 29.0, 23.833333333333336)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.25, 3.0245454545454544)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:37.140129,"(7.5, 12.5, 11.68)","(4.2, 6.0, 5.5)","(19.0, 150.0, 82.25)","(12.0, 20.0, 14.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.25, 3.125)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:38.179524,"(7.5, 12.5, 11.68)","(4.2, 6.0, 5.5)","(19.0, 150.0, 82.25)","(12.0, 20.0, 14.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.2, 3.125)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:39.268201,"(7.5, 12.5, 11.68)","(4.2, 6.0, 5.5)","(19.0, 150.0, 82.25)","(12.0, 20.0, 14.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.2, 3.125)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:40.269353,"(7.5, 12.5, 11.68)","(4.2, 6.0, 5.5)","(19.0, 150.0, 82.25)","(12.0, 20.0, 14.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.2, 3.125)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:41.374875,"(7.5, 12.5, 11.68)","(4.2, 6.0, 5.5)","(19.0, 150.0, 82.25)","(12.0, 20.0, 14.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.2, 3.125)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:42.491993,"(7.5, 12.0, 10.8)","(4.2, 6.0, 5.5)","(19.0, 150.0, 82.25)","(12.0, 20.0, 14.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.2, 3.08)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:43.535881,"(7.5, 12.0, 10.8)","(4.2, 6.0, 5.5)","(19.0, 150.0, 82.25)","(12.0, 20.0, 14.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.2, 3.08)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:44.540867,"(7.5, 12.0, 10.8)","(4.2, 6.0, 5.5)","(19.0, 150.0, 82.25)","(12.0, 20.0, 14.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.2, 3.08)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:45.566405,"(7.5, 12.0, 10.8)","(4.2, 6.0, 5.5)","(19.0, 150.0, 82.25)","(12.0, 20.0, 14.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.2, 3.08)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:46.617407,"(7.5, 12.0, 10.8)","(4.2, 6.0, 5.5)","(19.0, 150.0, 82.25)","(12.0, 20.0, 14.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.2, 3.125)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:47.712417,"(7.5, 12.0, 10.8)","(4.2, 6.0, 5.5)","(19.0, 150.0, 53.214285714285715)","(12.0, 20.0, 14.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.2, 3.125)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:48.764507,"(7.5, 12.0, 10.8)","(4.2, 6.0, 5.5)","(19.0, 150.0, 53.214285714285715)","(12.0, 20.0, 14.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 16.0, 14.285714285714285)","(2.5, 3.2, 3.125)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:49.784669,"(7.5, 12.0, 10.8)","(4.2, 6.0, 5.5)","(19.0, 150.0, 53.214285714285715)","(12.0, 20.0, 13.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 16.0, 13.8)","(2.5, 3.2, 3.06)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:50.856845,"(7.5, 12.0, 10.8)","(4.2, 6.2, 5.4)","(19.0, 150.0, 53.214285714285715)","(12.0, 16.0, 13.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 16.0, 19.8)","(2.5, 3.2, 3.06)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:51.849262,"(7.5, 13.0, 11.466666666666667)","(4.2, 6.0, 5.816666666666666)","(19.0, 150.0, 53.214285714285715)","(12.0, 16.0, 13.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 22.0, 18.333333333333332)","(2.5, 3.2, 3.06)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:52.941994,"(7.5, 13.0, 11.466666666666667)","(4.2, 6.0, 5.78)","(19.0, 150.0, 53.214285714285715)","(12.0, 16.0, 13.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 22.0, 18.333333333333332)","(2.5, 3.2, 3.06)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:54.004134,"(7.5, 13.0, 11.466666666666667)","(4.2, 6.0, 5.78)","(19.0, 150.0, 53.214285714285715)","(12.0, 16.0, 13.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 22.0, 18.333333333333332)","(2.5, 3.2, 3.06)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:55.060792,"(7.5, 13.0, 11.466666666666667)","(4.2, 6.0, 5.78)","(19.0, 150.0, 53.214285714285715)","(12.0, 16.0, 13.375)","(15.0, 29.0, 23.833333333333336)","(10.0, 22.0, 18.333333333333332)","(2.5, 3.2, 3.06)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:56.180523,"(7.5, 70.0, 43.6)","(4.2, 6.0, 5.78)","(19.0, 150.0, 53.214285714285715)","(12.0, 16.0, 12.9375)","(15.0, 29.0, 23.833333333333336)","(10.0, 22.0, 18.333333333333332)","(2.5, 3.2, 3.06)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:57.198757,"(7.5, 440.0, 255.02857142857144)","(4.2, 6.0, 5.388888888888889)","(19.0, 150.0, 53.214285714285715)","(12.0, 16.0, 12.9375)","(15.0, 29.0, 23.833333333333336)","(10.0, 22.0, 18.333333333333332)","(2.5, 3.2, 3.06)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:58.191460,"(7.5, 440.0, 255.02857142857144)","(4.2, 6.0, 5.388888888888889)","(19.0, 150.0, 53.214285714285715)","(12.0, 16.0, 12.9375)","(15.0, 29.0, 23.833333333333336)","(10.0, 22.0, 18.333333333333332)","(2.5, 3.2, 3.06)","(5.5, 11.0, 9.8)"
15-12-2022 11:49:59.185841,"(7.5, 270.0, 182.8)","(4.2, 6.0, 5.388888888888889)","(19.0, 150.0, 53.214285714285715)","(12.0, 16.0, 12.9375)","(15.0, 29.0, 23.833333333333336)","(10.0, 22.0, 18.333333333333332)","(2.5, 3.2, 3.06)","(5.5, 11.0, 9.8)"
15-12-2022 11:50:00.148119,"(7.5, 270.0, 182.8)","(4.2, 7.0, 5.833333333333334)","(19.0, 150.0, 53.214285714285715)","(12.0, 16.0, 12.9375)","(15.0, 29.0, 23.833333333333336)","(10.0, 22.0, 18.333333333333332)","(2.5, 3.2, 3.06)","(5.5, 11.0, 10.133333333333333)"
15-12-2022 11:50:01.165088,"(7.5, 270.0, 182.8)","(4.2, 6.6, 5.655555555555556)","(19.0, 150.0, 53.214285714285715)","(12.0, 16.0, 12.9375)","(15.0, 29.0, 23.833333333333336)","(10.0, 22.0, 18.333333333333332)","(2.5, 3.2, 3.06)","(5.5, 11.5, 10.133333333333333)"
15-12-2022 11:50:02.277864,"(7.5, 270.0, 182.8)","(4.2, 6.6, 5.655555555555556)","(19.0, 150.0, 53.214285714285715)","(12.0, 16.0, 12.9375)","(15.0, 29.0, 23.833333333333336)","(10.0, 22.0, 16.25)","(2.5, 3.2, 3.06)","(5.5, 11.5, 16.46666666666667)"
15-12-2022 11:50:03.366069,"(7.5, 260.0, 188.11428571428573)","(4.2, 6.6, 5.891666666666667)","(19.0, 150.0, 53.214285714285715)","(12.0, 16.0, 11.1875)","(15.0, 29.0, 23.0)","(10.0, 21.0, 16.25)","(2.5, 3.2, 3.06)","(5.5, 21.0, 13.444444444444445)"
15-12-2022 11:50:04.465445,"(7.5, 260.0, 176.53333333333333)","(4.2, 6.6, 5.891666666666667)","(19.0, 150.0, 82.5)","(12.0, 16.0, 11.1875)","(15.0, 29.0, 23.0)","(10.0, 21.0, 16.25)","(2.5, 3.2, 3.06)","(5.5, 21.0, 15.8)"
15-12-2022 11:50:05.539111,"(7.5, 260.0, 176.53333333333333)","(4.2, 6.6, 5.891666666666667)","(19.0, 150.0, 82.5)","(12.0, 16.0, 11.1875)","(15.0, 29.0, 23.0)","(10.0, 21.0, 16.25)","(2.5, 3.2, 3.06)","(5.5, 20.0, 15.8)"
15-12-2022 11:50:06.627034,"(7.5, 260.0, 176.53333333333333)","(4.2, 6.6, 5.891666666666667)","(19.0, 150.0, 37.91666666666667)","(12.0, 16.0, 11.1875)","(15.0, 29.0, 23.0)","(10.0, 21.0, 18.142857142857142)","(2.5, 3.2, 3.06)","(5.5, 20.0, 18.346666666666664)"
15-12-2022 11:50:07.633634,"(7.5, 260.0, 176.53333333333333)","(4.2, 6.6, 5.8)","(19.0, 150.0, 37.91666666666667)","(12.0, 16.0, 11.1875)","(15.0, 29.0, 23.0)","(10.0, 21.0, 18.142857142857142)","(2.5, 3.2, 3.06)","(5.5, 20.0, 15.120000000000001)"
15-12-2022 11:50:08.684401,"(7.5, 260.0, 120.88888888888889)","(4.2, 6.6, 5.8)","(19.0, 150.0, 37.91666666666667)","(12.0, 16.0, 11.1875)","(15.0, 29.0, 23.0)","(10.0, 21.0, 18.142857142857142)","(2.5, 3.2, 3.06)","(5.5, 20.0, 15.120000000000001)"
15-12-2022 11:50:09.696175,"(7.5, 260.0, 120.88888888888889)","(4.2, 6.6, 5.8)","(19.0, 150.0, 37.91666666666667)","(12.0, 16.0, 11.1875)","(15.0, 29.0, 23.0)","(10.0, 21.0, 18.142857142857142)","(2.5, 3.2, 3.06)","(5.5, 20.0, 15.120000000000001)"
15-12-2022 11:50:10.708518,"(7.5, 260.0, 120.88888888888889)","(4.2, 6.6, 5.8)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.1875)","(15.0, 29.0, 23.0)","(10.0, 21.0, 18.142857142857142)","(2.5, 3.2, 3.06)","(5.5, 20.0, 15.933333333333334)"
15-12-2022 11:50:11.731120,"(7.5, 260.0, 120.88888888888889)","(4.2, 6.6, 5.8)","(19.0, 150.0, 65.625)","(12.0, 16.0, 11.1875)","(15.0, 29.0, 23.0)","(10.0, 21.0, 18.142857142857142)","(2.5, 3.2, 3.153846153846154)","(5.5, 20.0, 14.899999999999999)"
15-12-2022 11:50:12.715511,"(7.5, 260.0, 109.75999999999999)","(4.2, 6.6, 5.8)","(19.0, 150.0, 65.625)","(12.0, 16.0, 11.1875)","(15.0, 29.0, 23.0)","(10.0, 21.0, 18.142857142857142)","(2.5, 3.2, 3.1142857142857143)","(5.5, 19.5, 14.899999999999999)"
15-12-2022 11:50:13.726878,"(7.5, 260.0, 109.75999999999999)","(4.2, 6.6, 5.8)","(19.0, 150.0, 65.625)","(12.0, 16.0, 11.1875)","(15.0, 29.0, 23.0)","(10.0, 21.0, 18.142857142857142)","(2.5, 3.2, 3.12)","(5.5, 19.5, 14.600000000000001)"
15-12-2022 11:50:14.817838,"(7.5, 260.0, 109.75999999999999)","(4.2, 6.6, 5.8)","(19.0, 150.0, 65.625)","(12.0, 16.0, 11.1875)","(15.0, 29.0, 23.0)","(10.0, 21.0, 18.142857142857142)","(2.5, 3.2, 3.12)","(5.5, 19.0, 14.600000000000001)"
15-12-2022 11:50:15.896690,"(7.5, 260.0, 109.75999999999999)","(4.2, 6.4, 5.631818181818182)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.1875)","(15.0, 29.0, 23.0)","(10.0, 21.0, 18.142857142857142)","(2.5, 3.2, 3.12)","(5.5, 19.0, 14.600000000000001)"
15-12-2022 11:50:16.988689,"(7.5, 260.0, 109.75999999999999)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 21.0, 16.3125)","(2.5, 3.2, 3.0707692307692307)","(5.5, 19.0, 10.12)"
15-12-2022 11:50:18.118868,"(7.5, 32.0, 22.96)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 19.5, 15.5)","(2.5, 3.2, 3.12)","(5.5, 13.0, 9.0)"
15-12-2022 11:50:19.173045,"(7.5, 32.0, 22.96)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 15.5)","(2.5, 3.2, 3.12)","(5.5, 9.8, 9.0)"
15-12-2022 11:50:20.228774,"(7.5, 32.0, 22.96)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 15.5)","(2.5, 3.2, 3.12)","(5.5, 9.8, 9.0)"
15-12-2022 11:50:21.265078,"(7.5, 32.0, 22.96)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 15.5)","(2.5, 3.2, 3.12)","(5.5, 9.8, 9.0)"
15-12-2022 11:50:22.350071,"(7.5, 32.0, 22.96)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 14.25)","(2.5, 3.2, 3.12)","(5.5, 9.8, 9.0)"
15-12-2022 11:50:23.453790,"(7.5, 32.0, 22.96)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 16.416666666666664)","(2.5, 3.2, 3.0447058823529414)","(5.5, 9.8, 7.488888888888889)"
15-12-2022 11:50:24.548003,"(7.5, 32.0, 24.2)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 16.416666666666664)","(2.5, 3.2, 3.0447058823529414)","(5.5, 9.8, 7.488888888888889)"
15-12-2022 11:50:25.552030,"(7.5, 32.0, 24.2)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 16.416666666666664)","(2.5, 3.2, 3.0447058823529414)","(5.5, 9.8, 7.488888888888889)"
15-12-2022 11:50:26.635861,"(7.5, 32.0, 24.2)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 16.416666666666664)","(2.5, 3.2, 3.0447058823529414)","(5.5, 9.8, 7.488888888888889)"
15-12-2022 11:50:27.644481,"(7.5, 32.0, 24.2)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 16.416666666666664)","(2.5, 3.2, 3.0447058823529414)","(5.5, 9.8, 7.488888888888889)"
15-12-2022 11:50:28.704323,"(7.5, 32.0, 24.2)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 16.416666666666664)","(2.5, 3.2, 3.0447058823529414)","(5.5, 9.8, 8.4)"
15-12-2022 11:50:29.721719,"(7.5, 32.0, 24.2)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 16.416666666666664)","(2.5, 3.2, 2.9327272727272726)","(5.5, 9.6, 8.4)"
15-12-2022 11:50:30.770562,"(7.5, 32.0, 24.2)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 16.416666666666664)","(2.5, 2.96, 2.9327272727272726)","(5.5, 9.6, 8.4)"
15-12-2022 11:50:31.814906,"(7.5, 32.0, 24.2)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 16.416666666666664)","(2.5, 2.96, 2.934)","(5.5, 9.6, 7.933333333333334)"
15-12-2022 11:50:32.871775,"(7.5, 32.0, 24.2)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 16.416666666666664)","(2.5, 2.96, 2.934)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 11:50:33.950143,"(7.5, 32.0, 24.2)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 16.416666666666664)","(2.5, 2.96, 2.934)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 11:50:35.086324,"(7.5, 32.0, 24.2)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 16.416666666666664)","(2.5, 2.96, 2.8836363636363633)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 11:50:36.187305,"(7.5, 32.0, 24.2)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 15.5)","(2.5, 2.92, 2.8836363636363633)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 11:50:37.229089,"(7.5, 32.0, 24.2)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 16.416666666666664)","(2.5, 2.92, 2.902608695652174)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 11:50:38.268598,"(7.5, 32.0, 24.2)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 16.416666666666664)","(2.5, 2.92, 2.902608695652174)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 11:50:39.272625,"(7.5, 32.0, 24.2)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 16.416666666666664)","(2.5, 2.92, 3.06)","(5.5, 9.4, 7.933333333333334)"
15-12-2022 11:50:40.273392,"(7.5, 32.0, 22.72)","(4.2, 6.2, 5.807142857142857)","(19.0, 150.0, 37.5)","(12.0, 16.0, 11.875)","(15.0, 29.0, 23.0)","(10.0, 17.5, 15.642857142857142)","(2.5, 3.15, 2.86)","(5.5, 9.4, 8.771428571428572)"
15-12-2022 11:50:41.292638,"(7.5, 32.0, 25.428571428571427)","(4.2, 8.6, 6.711111111111111)","(19.0, 150.0, 37.5)","(12.0, 16.0, 13.25)","(15.0, 29.0, 23.0)","(10.0, 17.5, 15.642857142857142)","(2.5, 3.1, 2.8925)","(5.5, 9.4, 8.771428571428572)"
