,Prota,Tringale,Confusion Baby Boy,Antipoison,Yabba Dabba Dude,Northern Ridge,Trustyourinstinct,Nick The Cardshark
15-12-2022 11:51:09.420903,"(7.5, 29.0, 20.377777777777776)","(4.2, 8.2, 7.855555555555554)","(19.0, 140.0, 77.5)","(12.0, 15.5, 13.7)","(15.0, 29.0, 21.0)","(10.0, 16.5, 13.166666666666666)","(2.5, 3.05, 2.952857142857143)","(5.5, 9.4, 8.15)"
15-12-2022 11:51:10.631041,"(7.5, 29.0, 20.377777777777776)","(4.2, 8.2, 7.855555555555554)","(19.0, 140.0, 77.5)","(12.0, 15.5, 13.7)","(15.0, 29.0, 21.0)","(10.0, 16.5, 13.166666666666666)","(2.5, 3.05, 2.952857142857143)","(5.5, 9.8, 8.15)"
15-12-2022 11:51:11.763045,"(7.5, 29.0, 13.48)","(4.2, 8.2, 6.6499999999999995)","(19.0, 140.0, 77.5)","(12.0, 15.5, 13.7)","(15.0, 29.0, 21.0)","(10.0, 16.5, 13.166666666666666)","(2.5, 3.05, 2.952857142857143)","(5.5, 9.8, 8.15)"
15-12-2022 11:51:12.845085,"(7.5, 29.0, 12.833333333333332)","(4.2, 8.2, 6.6499999999999995)","(19.0, 140.0, 77.5)","(12.0, 15.5, 13.7)","(15.0, 29.0, 21.0)","(10.0, 16.5, 13.166666666666666)","(2.5, 3.05, 2.952857142857143)","(5.5, 9.8, 8.6)"
15-12-2022 11:51:14.031513,"(7.5, 29.0, 12.833333333333332)","(4.2, 8.2, 5.338461538461538)","(19.0, 140.0, 77.5)","(12.0, 15.5, 13.7)","(15.0, 29.0, 21.0)","(10.0, 16.5, 13.166666666666666)","(2.5, 3.05, 2.952857142857143)","(5.5, 9.6, 8.6)"
15-12-2022 11:51:15.160398,"(7.5, 29.0, 12.833333333333332)","(4.2, 7.6, 6.766666666666667)","(19.0, 140.0, 77.5)","(12.0, 15.5, 13.7)","(15.0, 29.0, 21.0)","(10.0, 16.5, 13.166666666666666)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 8.6)"
15-12-2022 11:51:16.293539,"(7.5, 29.0, 12.833333333333332)","(4.2, 7.8, 6.7615384615384615)","(19.0, 140.0, 77.5)","(12.0, 15.5, 13.7)","(15.0, 29.0, 22.6)","(10.0, 16.5, 13.166666666666666)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 8.6)"
15-12-2022 11:51:17.478050,"(7.5, 28.0, 22.74285714285714)","(4.2, 7.4, 6.772727272727273)","(19.0, 140.0, 56.666666666666664)","(12.0, 15.5, 13.25)","(15.0, 29.0, 21.25)","(10.0, 16.5, 13.75)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 8.4)"
15-12-2022 11:51:18.522989,"(7.5, 27.0, 21.266666666666666)","(4.2, 7.0, 6.1)","(19.0, 140.0, 56.666666666666664)","(12.0, 15.5, 12.928571428571429)","(15.0, 29.0, 21.25)","(10.0, 16.0, 13.75)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 8.266666666666666)"
15-12-2022 11:51:19.546295,"(7.5, 27.0, 14.100000000000001)","(4.2, 7.0, 6.8)","(19.0, 140.0, 56.666666666666664)","(12.0, 15.5, 12.928571428571429)","(15.0, 29.0, 21.25)","(10.0, 16.0, 13.75)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 8.266666666666666)"
15-12-2022 11:51:20.653412,"(7.5, 26.0, 16.55)","(4.2, 7.0, 6.8)","(19.0, 140.0, 56.666666666666664)","(12.0, 15.5, 12.928571428571429)","(15.0, 29.0, 21.25)","(10.0, 16.0, 13.75)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 8.266666666666666)"
15-12-2022 11:51:21.709867,"(7.5, 25.0, 19.3)","(4.2, 7.0, 6.8)","(19.0, 140.0, 56.666666666666664)","(12.0, 15.5, 11.9)","(15.0, 29.0, 21.25)","(10.0, 16.0, 15.1)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 8.228571428571428)"
15-12-2022 11:51:22.849790,"(7.5, 25.0, 20.65714285714286)","(4.2, 7.0, 6.1)","(19.0, 140.0, 77.5)","(12.0, 15.5, 11.9)","(15.0, 29.0, 21.25)","(10.0, 16.0, 15.1)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 9.05)"
15-12-2022 11:51:23.949473,"(7.5, 25.0, 20.65714285714286)","(4.2, 7.0, 6.1)","(19.0, 140.0, 77.5)","(12.0, 15.5, 11.9)","(15.0, 29.0, 21.25)","(10.0, 16.0, 15.1)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 9.05)"
15-12-2022 11:51:25.177196,"(7.5, 25.0, 17.4)","(4.2, 7.0, 5.5600000000000005)","(19.0, 140.0, 77.5)","(12.0, 15.5, 12.5)","(15.0, 29.0, 21.25)","(10.0, 16.0, 15.1)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 9.285714285714285)"
15-12-2022 11:51:26.261209,"(7.5, 25.0, 17.4)","(4.2, 7.0, 5.65)","(19.0, 140.0, 77.5)","(12.0, 15.5, 12.5)","(15.0, 29.0, 21.25)","(10.0, 16.0, 15.1)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 9.285714285714285)"
15-12-2022 11:51:27.399027,"(7.5, 25.0, 17.4)","(4.2, 7.0, 5.65)","(19.0, 140.0, 77.5)","(12.0, 15.5, 12.5)","(15.0, 29.0, 21.25)","(10.0, 16.0, 15.1)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 9.285714285714285)"
15-12-2022 11:51:28.489402,"(7.5, 25.0, 17.4)","(4.2, 7.4, 5.75)","(19.0, 140.0, 77.5)","(12.0, 16.0, 12.666666666666666)","(15.0, 29.0, 21.25)","(10.0, 16.0, 15.1)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 9.285714285714285)"
15-12-2022 11:51:29.537627,"(7.5, 25.0, 17.4)","(4.2, 7.0, 6.1)","(19.0, 140.0, 77.5)","(12.0, 16.0, 14.0)","(15.0, 29.0, 21.25)","(10.0, 16.0, 14.875)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 9.285714285714285)"
15-12-2022 11:51:30.627510,"(7.5, 25.0, 17.4)","(4.2, 7.0, 6.1)","(19.0, 140.0, 77.5)","(12.0, 16.0, 14.0)","(15.0, 29.0, 21.25)","(10.0, 16.0, 14.875)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 9.285714285714285)"
15-12-2022 11:51:31.741670,"(7.5, 25.0, 17.4)","(4.2, 7.0, 6.1)","(19.0, 140.0, 77.5)","(12.0, 16.0, 14.0)","(15.0, 29.0, 21.25)","(10.0, 16.0, 14.875)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 9.285714285714285)"
15-12-2022 11:51:32.824199,"(7.5, 25.0, 17.4)","(4.2, 7.0, 6.1)","(19.0, 140.0, 77.5)","(12.0, 16.0, 14.0)","(15.0, 29.0, 21.0)","(10.0, 16.0, 12.928571428571429)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 7.6)"
15-12-2022 11:51:33.995615,"(7.5, 25.0, 21.1)","(4.2, 7.2, 6.25)","(19.0, 150.0, 37.5)","(12.0, 16.0, 14.0)","(15.0, 29.0, 24.285714285714285)","(10.0, 16.5, 13.75)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.6, 7.866666666666666)"
15-12-2022 11:51:35.122992,"(7.5, 25.0, 20.6)","(4.2, 7.0, 6.2875)","(19.0, 150.0, 37.5)","(12.0, 16.0, 14.0)","(15.0, 29.0, 26.0)","(10.0, 16.0, 13.5)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:36.253245,"(7.5, 25.0, 20.6)","(4.2, 7.0, 6.2875)","(19.0, 150.0, 37.5)","(12.0, 16.0, 14.0)","(15.0, 29.0, 26.0)","(10.0, 15.5, 13.5)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:37.322367,"(7.5, 25.0, 20.6)","(4.2, 7.0, 6.2875)","(19.0, 150.0, 37.5)","(12.0, 16.0, 14.0)","(15.0, 29.0, 26.0)","(10.0, 15.5, 13.5)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:38.436274,"(7.5, 25.0, 20.6)","(4.2, 7.0, 6.2875)","(19.0, 150.0, 37.5)","(12.0, 16.0, 14.0)","(15.0, 29.0, 26.0)","(10.0, 15.5, 13.5)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:39.472690,"(7.5, 25.0, 20.6)","(4.2, 7.4, 6.742857142857143)","(19.0, 150.0, 37.5)","(12.0, 16.0, 14.0)","(15.0, 29.0, 26.0)","(10.0, 15.5, 13.5)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:40.543812,"(7.5, 25.0, 20.6)","(4.2, 7.4, 6.742857142857143)","(19.0, 150.0, 37.5)","(12.0, 16.0, 14.0)","(15.0, 29.0, 26.0)","(10.0, 15.5, 13.5)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:41.636413,"(7.5, 25.0, 20.6)","(4.2, 7.4, 6.742857142857143)","(19.0, 150.0, 37.5)","(12.0, 16.0, 14.0)","(15.0, 29.0, 26.0)","(10.0, 15.5, 13.5)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:42.834442,"(7.5, 25.0, 20.6)","(4.2, 7.4, 6.981818181818182)","(19.0, 150.0, 37.5)","(12.0, 16.0, 14.0)","(15.0, 29.0, 26.0)","(10.0, 15.5, 12.166666666666666)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:43.983211,"(7.5, 25.0, 22.433333333333334)","(4.2, 7.4, 6.981818181818182)","(19.0, 150.0, 37.5)","(12.0, 16.0, 14.0)","(15.0, 29.0, 26.0)","(10.0, 15.5, 13.5)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:45.157850,"(7.5, 25.0, 17.4)","(4.2, 7.4, 6.5200000000000005)","(19.0, 150.0, 37.5)","(12.0, 16.0, 14.0)","(15.0, 29.0, 26.0)","(10.0, 15.5, 13.8125)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:46.297348,"(7.5, 25.0, 20.6)","(4.2, 7.4, 6.5200000000000005)","(19.0, 150.0, 37.5)","(12.0, 16.0, 14.0)","(15.0, 29.0, 26.0)","(10.0, 15.5, 13.8125)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:47.522105,"(7.5, 25.0, 21.577777777777776)","(4.2, 7.4, 6.5200000000000005)","(19.0, 150.0, 37.5)","(12.0, 16.0, 13.75)","(15.0, 29.0, 26.0)","(10.0, 15.5, 13.8125)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:48.658296,"(7.5, 25.0, 21.577777777777776)","(4.2, 7.4, 6.5200000000000005)","(19.0, 150.0, 37.5)","(12.0, 16.0, 13.75)","(15.0, 29.0, 26.0)","(10.0, 15.5, 13.8125)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:49.859517,"(7.5, 25.0, 21.92)","(4.2, 7.4, 6.963636363636364)","(19.0, 150.0, 37.5)","(12.0, 16.0, 13.75)","(15.0, 29.0, 26.0)","(10.0, 15.5, 13.8125)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:51.022293,"(7.5, 25.0, 21.2)","(4.2, 7.4, 6.963636363636364)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.75)","(15.0, 29.0, 26.0)","(10.0, 15.5, 13.8125)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:52.125150,"(7.5, 25.0, 21.2)","(4.2, 7.4, 6.963636363636364)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.75)","(15.0, 29.0, 21.0)","(10.0, 15.5, 13.8125)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 8.2)"
15-12-2022 11:51:53.245817,"(7.5, 24.0, 18.4)","(4.2, 7.4, 6.963636363636364)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.75)","(15.0, 29.0, 21.0)","(10.0, 15.5, 13.8125)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.7)"
15-12-2022 11:51:54.388805,"(7.5, 24.0, 18.4)","(4.2, 7.4, 6.963636363636364)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.75)","(15.0, 29.0, 21.0)","(10.0, 15.5, 13.8125)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:55.795282,"(7.5, 24.0, 18.4)","(4.2, 7.4, 6.963636363636364)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.75)","(15.0, 29.0, 21.0)","(10.0, 15.5, 13.8125)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:57.053824,"(7.5, 24.0, 18.4)","(4.2, 7.4, 6.633333333333334)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.75)","(15.0, 29.0, 21.0)","(10.0, 15.5, 13.8125)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:58.374543,"(7.5, 24.0, 18.4)","(4.2, 7.4, 6.633333333333334)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.75)","(15.0, 29.0, 21.0)","(10.0, 15.5, 13.8125)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:51:59.819122,"(7.5, 24.0, 19.885714285714286)","(4.2, 7.4, 6.633333333333334)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.75)","(15.0, 29.0, 21.0)","(10.0, 15.5, 13.8125)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:52:01.195156,"(7.5, 24.0, 21.119999999999997)","(4.2, 7.4, 6.633333333333334)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.75)","(15.0, 29.0, 21.0)","(10.0, 15.5, 13.8125)","(2.5, 3.05, 2.9139999999999997)","(5.5, 9.2, 7.866666666666666)"
15-12-2022 11:52:02.667698,"(7.5, 24.0, 21.325)","(4.2, 7.4, 6.6454545454545455)","(19.0, 150.0, 53.214285714285715)","(12.0, 14.5, 13.75)","(15.0, 29.0, 21.0)","(10.0, 15.5, 12.928571428571429)","(2.5, 3.05, 2.928)","(5.5, 9.2, 8.866666666666667)"
15-12-2022 11:52:03.893328,"(7.5, 23.0, 21.3)","(4.2, 6.8, 6.6454545454545455)","(19.0, 150.0, 53.214285714285715)","(12.0, 14.5, 13.75)","(15.0, 29.0, 21.0)","(10.0, 15.5, 13.0)","(2.5, 3.0, 2.8941176470588235)","(5.5, 9.0, 8.272727272727273)"
15-12-2022 11:52:05.221738,"(7.5, 22.0, 13.272727272727273)","(4.2, 6.6, 5.8826086956521735)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.75)","(15.0, 29.0, 18.666666666666668)","(10.0, 15.0, 12.75)","(2.5, 3.0, 2.8000000000000003)","(5.5, 9.0, 8.2)"
15-12-2022 11:52:06.353800,"(7.5, 21.0, 13.3)","(4.2, 6.6, 5.5)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.75)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 12.75)","(2.5, 3.0, 2.8000000000000003)","(5.5, 9.0, 8.2)"
15-12-2022 11:52:07.535762,"(7.5, 21.0, 13.3)","(4.2, 6.6, 5.982352941176471)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.5)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 12.75)","(2.5, 3.0, 2.8400000000000003)","(5.5, 9.0, 8.2)"
15-12-2022 11:52:08.761846,"(7.5, 21.0, 13.3)","(4.2, 6.6, 5.982352941176471)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.5)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 12.75)","(2.5, 3.0, 2.7600000000000002)","(5.5, 9.0, 8.2)"
15-12-2022 11:52:09.990991,"(7.5, 21.0, 13.3)","(4.2, 6.2, 6.1)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.5)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 12.75)","(2.5, 3.0, 2.7600000000000002)","(5.5, 9.0, 8.2)"
15-12-2022 11:52:11.229634,"(7.5, 21.0, 13.02)","(4.2, 6.2, 6.1)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.5)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 12.633333333333333)","(2.5, 3.0, 2.8313513513513513)","(5.5, 9.0, 8.1)"
15-12-2022 11:52:12.443150,"(7.5, 21.0, 14.861538461538462)","(4.2, 6.2, 6.1)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.5)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 12.633333333333333)","(2.5, 3.0, 2.8313513513513513)","(5.5, 9.0, 8.100000000000001)"
15-12-2022 11:52:13.589329,"(7.5, 21.0, 12.28888888888889)","(4.2, 6.2, 5.833333333333333)","(19.0, 150.0, 37.5)","(12.0, 14.5, 14.166666666666666)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 12.75)","(2.5, 3.0, 2.741538461538462)","(5.5, 8.8, 8.545454545454547)"
15-12-2022 11:52:14.769245,"(7.5, 21.0, 14.107692307692307)","(4.2, 6.0, 5.918181818181818)","(19.0, 150.0, 37.5)","(12.0, 14.5, 14.166666666666666)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 12.75)","(2.5, 3.0, 2.741538461538462)","(5.5, 8.8, 8.545454545454547)"
15-12-2022 11:52:15.894682,"(7.5, 21.0, 15.4)","(4.2, 5.9, 5.827272727272728)","(19.0, 150.0, 37.5)","(12.0, 14.5, 14.227272727272727)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 12.59090909090909)","(2.5, 3.0, 2.7942857142857145)","(5.5, 8.8, 8.4)"
15-12-2022 11:52:17.003293,"(7.5, 21.0, 13.0)","(4.2, 5.9, 5.7250000000000005)","(19.0, 150.0, 37.5)","(12.0, 14.5, 14.227272727272727)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 12.75)","(2.5, 2.98, 2.736666666666667)","(5.5, 8.8, 8.4)"
15-12-2022 11:52:18.125323,"(7.5, 21.0, 13.0)","(4.2, 5.9, 5.421052631578948)","(19.0, 150.0, 37.5)","(12.0, 14.5, 14.227272727272727)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 12.9375)","(2.5, 2.92, 2.736666666666667)","(5.5, 8.8, 8.4)"
15-12-2022 11:52:19.302927,"(7.5, 21.0, 13.0)","(4.2, 5.9, 5.421052631578948)","(19.0, 150.0, 37.5)","(12.0, 14.5, 14.227272727272727)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 12.9375)","(2.5, 2.92, 2.736666666666667)","(5.5, 8.8, 8.4)"
15-12-2022 11:52:20.423276,"(7.5, 21.0, 13.0)","(4.2, 5.9, 5.421052631578948)","(19.0, 150.0, 37.5)","(12.0, 14.5, 14.227272727272727)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 12.9375)","(2.5, 2.92, 2.736666666666667)","(5.5, 8.8, 8.4)"
15-12-2022 11:52:21.559278,"(7.5, 21.0, 13.0)","(4.2, 5.7, 5.575)","(19.0, 150.0, 37.5)","(12.0, 14.5, 14.227272727272727)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 12.9375)","(2.5, 2.92, 2.736666666666667)","(5.5, 8.8, 8.4)"
15-12-2022 11:52:22.757336,"(7.5, 21.0, 13.0)","(4.2, 5.7, 5.575)","(19.0, 150.0, 37.5)","(12.0, 14.5, 14.1875)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 12.9375)","(2.5, 2.92, 2.736666666666667)","(5.5, 8.8, 8.4)"
15-12-2022 11:52:23.887850,"(7.5, 21.0, 13.0)","(4.2, 5.7, 5.3875)","(19.0, 150.0, 37.5)","(12.0, 14.5, 14.1875)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.714285714285714)","(2.5, 2.92, 2.7825)","(5.5, 8.8, 8.266666666666666)"
15-12-2022 11:52:25.119438,"(7.5, 21.0, 13.0)","(4.2, 5.7, 5.3500000000000005)","(19.0, 150.0, 37.5)","(12.0, 14.5, 14.272727272727273)","(15.0, 29.0, 18.666666666666668)","(10.0, 15.0, 13.5)","(2.5, 2.92, 2.7825)","(5.5, 8.6, 8.266666666666666)"
15-12-2022 11:52:26.303444,"(7.5, 21.0, 13.0)","(4.2, 5.7, 5.3500000000000005)","(19.0, 150.0, 37.5)","(12.0, 14.5, 14.272727272727273)","(15.0, 29.0, 18.666666666666668)","(10.0, 15.0, 13.5)","(2.5, 2.92, 2.7825)","(5.5, 8.6, 8.266666666666666)"
15-12-2022 11:52:27.478796,"(7.5, 21.0, 13.0)","(4.2, 5.6, 5.466666666666667)","(19.0, 150.0, 37.5)","(12.0, 14.5, 14.272727272727273)","(15.0, 29.0, 18.666666666666668)","(10.0, 15.0, 13.5)","(2.5, 2.92, 2.7825)","(5.5, 8.6, 8.266666666666666)"
15-12-2022 11:52:28.653560,"(7.5, 21.0, 13.0)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 14.5, 14.272727272727273)","(15.0, 29.0, 18.666666666666668)","(10.0, 15.0, 13.5)","(2.5, 2.92, 2.7825)","(5.5, 8.6, 8.266666666666666)"
15-12-2022 11:52:29.776373,"(7.5, 20.0, 16.0)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.833333333333334)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.7825)","(5.5, 8.6, 8.266666666666666)"
15-12-2022 11:52:30.823183,"(7.5, 19.5, 14.384615384615383)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.833333333333334)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.856)","(5.5, 8.6, 8.266666666666666)"
15-12-2022 11:52:31.908591,"(7.5, 19.5, 14.384615384615383)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 14.5, 13.9)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.856)","(5.5, 8.6, 8.266666666666666)"
15-12-2022 11:52:32.952000,"(7.5, 19.5, 14.384615384615383)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 16.0, 13.9)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.862857142857143)","(5.5, 8.6, 8.266666666666666)"
15-12-2022 11:52:34.062224,"(7.5, 19.5, 14.384615384615383)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 16.0, 13.9)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.862857142857143)","(5.5, 8.6, 8.266666666666666)"
15-12-2022 11:52:35.165152,"(7.5, 19.5, 14.384615384615383)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 16.0, 13.9)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.862857142857143)","(5.5, 8.6, 8.399999999999999)"
15-12-2022 11:52:36.309175,"(7.5, 19.5, 12.85)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 16.0, 13.9)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.862857142857143)","(5.5, 9.2, 8.399999999999999)"
15-12-2022 11:52:37.476899,"(7.5, 19.5, 12.85)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 16.0, 13.9)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.828108108108108)","(5.5, 9.2, 8.399999999999999)"
15-12-2022 11:52:38.667800,"(7.5, 19.5, 12.85)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 16.0, 13.9)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.828108108108108)","(5.5, 9.2, 8.399999999999999)"
15-12-2022 11:52:39.821322,"(7.5, 19.5, 12.59090909090909)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 16.0, 13.9)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.828108108108108)","(5.5, 9.2, 8.399999999999999)"
15-12-2022 11:52:41.036455,"(7.5, 19.5, 12.59090909090909)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 16.0, 13.9)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.828108108108108)","(5.5, 9.2, 8.399999999999999)"
15-12-2022 11:52:42.233203,"(7.5, 19.5, 12.59090909090909)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 16.0, 13.9)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.828108108108108)","(5.5, 9.2, 8.066666666666666)"
15-12-2022 11:52:43.457676,"(7.5, 19.5, 12.59090909090909)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 16.0, 14.95)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.774054054054054)","(5.5, 9.2, 8.066666666666666)"
15-12-2022 11:52:44.596839,"(7.5, 19.5, 15.029411764705882)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 16.0, 15.192307692307692)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.8235714285714284)","(5.5, 9.2, 8.066666666666666)"
15-12-2022 11:52:45.715315,"(7.5, 19.0, 17.363636363636363)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 16.0, 15.192307692307692)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.8235714285714284)","(5.5, 9.0, 8.4)"
15-12-2022 11:52:46.802662,"(7.5, 19.0, 17.363636363636363)","(4.2, 5.5, 5.4)","(19.0, 150.0, 37.5)","(12.0, 16.0, 15.192307692307692)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.82)","(5.5, 8.8, 8.4)"
15-12-2022 11:52:47.906502,"(7.5, 19.0, 17.363636363636363)","(4.2, 5.5, 5.418181818181818)","(19.0, 150.0, 37.5)","(12.0, 16.0, 15.192307692307692)","(15.0, 29.0, 18.666666666666668)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.82)","(5.5, 8.8, 8.4)"
