,In Jubalation,Thunderinreadyrick,Bright Dawn,Spectaculo,Spirit Of Windsor,Siente El Amor,Executive Prize,Remys Gunsmoke
08-01-2023 10:37:01.905188,"(11.0, 14.5, 14.318181818181818)","(3.8, 4.9, 4.766666666666667)","(4.0, 4.8, 4.552941176470588)","(15.0, 28.0, 26.857142857142858)","(5.5, 7.0, 6.8133333333333335)","(17.0, 29.0, 28.333333333333332)","(26.0, 90.0, 84.64285714285714)","(3.5, 3.75, 3.7285714285714286)"
08-01-2023 10:37:02.862293,"(11.0, 14.5, 14.318181818181818)","(3.8, 4.9, 4.766666666666667)","(4.0, 4.8, 4.552941176470588)","(15.0, 28.0, 26.857142857142858)","(5.5, 7.0, 6.844444444444445)","(17.0, 29.0, 28.4)","(26.0, 90.0, 84.64285714285714)","(3.5, 3.75, 3.718421052631579)"
08-01-2023 10:37:03.803296,"(11.0, 14.5, 14.318181818181818)","(3.8, 4.9, 4.763414634146342)","(4.0, 4.8, 4.552941176470588)","(15.0, 28.0, 26.857142857142858)","(5.5, 7.0, 6.745454545454545)","(17.0, 29.0, 28.4)","(26.0, 90.0, 84.64285714285714)","(3.5, 3.75, 3.7189655172413794)"
08-01-2023 10:37:04.752383,"(11.0, 14.5, 14.318181818181818)","(3.8, 4.9, 4.763414634146342)","(4.0, 4.8, 4.554545454545455)","(15.0, 28.0, 26.857142857142858)","(5.5, 7.0, 6.684210526315789)","(17.0, 29.0, 28.454545454545453)","(26.0, 90.0, 84.64285714285714)","(3.5, 3.75, 3.6868421052631577)"
08-01-2023 10:37:05.703836,"(11.0, 14.5, 14.333333333333334)","(3.8, 4.9, 4.756410256410256)","(4.0, 4.7, 4.62)","(15.0, 28.0, 26.857142857142858)","(5.5, 7.0, 6.739130434782608)","(17.0, 29.0, 28.454545454545453)","(26.0, 90.0, 83.18181818181819)","(3.5, 3.75, 3.7157142857142857)"
08-01-2023 10:37:06.644168,"(11.0, 14.5, 14.357142857142858)","(3.8, 4.9, 4.76)","(4.0, 4.7, 4.596774193548387)","(15.0, 28.0, 27.0)","(5.5, 7.0, 6.777777777777778)","(17.0, 29.0, 28.454545454545453)","(26.0, 90.0, 84.64285714285714)","(3.5, 3.75, 3.7417808219178084)"
08-01-2023 10:37:07.589354,"(11.0, 14.5, 14.3)","(3.8, 4.9, 4.778260869565218)","(4.0, 4.7, 4.666666666666667)","(15.0, 28.0, 27.0)","(5.5, 7.0, 6.714285714285714)","(17.0, 29.0, 28.454545454545453)","(26.0, 90.0, 84.64285714285714)","(3.5, 3.75, 3.739830508474576)"
08-01-2023 10:37:08.537233,"(11.0, 14.5, 14.3)","(3.8, 4.9, 4.778260869565218)","(4.0, 4.7, 4.53)","(15.0, 28.0, 27.0)","(5.5, 7.0, 6.714285714285714)","(17.0, 29.0, 28.454545454545453)","(26.0, 90.0, 84.64285714285714)","(3.5, 3.75, 3.7441747572815536)"
08-01-2023 10:37:09.492870,"(11.0, 14.5, 14.3)","(3.8, 4.9, 4.800000000000001)","(4.0, 4.7, 4.53)","(15.0, 28.0, 27.0)","(5.5, 7.0, 6.714285714285714)","(17.0, 29.0, 28.454545454545453)","(26.0, 90.0, 84.64285714285714)","(3.5, 3.75, 3.741304347826087)"
08-01-2023 10:37:10.434994,"(11.0, 14.5, 14.3)","(3.8, 4.9, 4.800000000000001)","(4.0, 4.7, 4.53)","(16.0, 28.0, 27.0)","(5.5, 7.0, 6.714285714285714)","(19.0, 29.0, 28.454545454545453)","(31.0, 90.0, 84.64285714285714)","(3.3, 3.75, 3.741304347826087)"
08-01-2023 10:37:11.382373,"(11.0, 14.5, 14.3)","(3.8, 4.9, 4.800000000000001)","(4.0, 4.7, 4.53)","(16.0, 28.0, 27.0)","(5.5, 7.0, 6.739130434782608)","(19.0, 29.0, 28.571428571428573)","(31.0, 90.0, 84.64285714285714)","(3.3, 3.75, 3.7306451612903224)"
08-01-2023 10:37:12.328994,"(11.0, 14.5, 14.3)","(3.8, 4.9, 4.800000000000001)","(4.0, 4.6, 4.521428571428571)","(16.0, 28.0, 27.0)","(5.5, 7.0, 6.739130434782608)","(19.0, 29.0, 28.571428571428573)","(31.0, 90.0, 84.64285714285714)","(3.3, 3.75, 3.6954545454545453)"
08-01-2023 10:37:13.275277,"(11.0, 14.5, 14.3)","(3.8, 4.9, 4.763414634146342)","(3.9, 4.6, 4.521428571428571)","(16.0, 28.0, 27.0)","(5.5, 7.0, 6.8133333333333335)","(19.0, 29.0, 28.571428571428573)","(31.0, 90.0, 84.64285714285714)","(3.3, 3.75, 3.71)"
08-01-2023 10:37:14.236275,"(11.0, 14.5, 14.3)","(3.8, 4.9, 4.78)","(3.9, 4.6, 4.521428571428571)","(16.0, 28.0, 27.0)","(5.5, 7.0, 6.859999999999999)","(19.0, 29.0, 29.25)","(31.0, 90.0, 84.64285714285714)","(3.3, 3.75, 3.725)"
08-01-2023 10:37:15.183382,"(11.0, 14.5, 14.318181818181818)","(3.8, 4.9, 4.78)","(3.9, 4.6, 4.58)","(16.0, 28.0, 27.454545454545453)","(5.5, 7.0, 6.859999999999999)","(19.0, 30.0, 29.25)","(31.0, 90.0, 84.64285714285714)","(3.3, 3.75, 3.737755102040816)"
08-01-2023 10:37:16.134175,"(11.0, 14.5, 14.318181818181818)","(3.8, 4.9, 4.78)","(3.9, 4.6, 4.526666666666666)","(16.0, 28.0, 27.454545454545453)","(5.5, 7.0, 6.892307692307692)","(19.0, 30.0, 29.25)","(31.0, 90.0, 71.25)","(3.3, 3.75, 3.710493827160494)"
08-01-2023 10:37:17.075354,"(11.0, 14.5, 14.318181818181818)","(3.8, 4.9, 4.78)","(3.9, 4.5, 4.424074074074074)","(16.0, 28.0, 27.454545454545453)","(5.5, 7.0, 6.892307692307692)","(19.0, 30.0, 29.25)","(31.0, 90.0, 86.73913043478261)","(3.3, 3.75, 3.6982758620689653)"
08-01-2023 10:37:18.028667,"(11.0, 14.5, 14.318181818181818)","(3.8, 4.9, 4.78)","(3.9, 4.5, 4.403125)","(16.0, 28.0, 27.454545454545453)","(5.5, 7.0, 6.75)","(19.0, 30.0, 29.11111111111111)","(31.0, 90.0, 86.73913043478261)","(3.3, 3.75, 3.6982758620689653)"
08-01-2023 10:37:18.983249,"(11.0, 14.5, 14.318181818181818)","(3.8, 4.9, 4.773684210526316)","(3.9, 4.5, 4.385185185185185)","(16.0, 28.0, 27.454545454545453)","(5.5, 7.0, 6.666666666666666)","(19.0, 30.0, 29.11111111111111)","(31.0, 90.0, 86.73913043478261)","(3.3, 3.75, 3.637121212121212)"
08-01-2023 10:37:19.931208,"(11.0, 14.5, 14.318181818181818)","(3.8, 4.9, 4.82)","(3.9, 4.5, 4.410144927536232)","(16.0, 28.0, 27.454545454545453)","(5.5, 7.0, 6.739130434782608)","(19.0, 30.0, 29.11111111111111)","(31.0, 90.0, 86.73913043478261)","(3.3, 3.65, 3.7266990291262134)"
08-01-2023 10:37:20.878622,"(11.0, 14.5, 14.318181818181818)","(3.8, 4.9, 4.800000000000001)","(3.9, 4.5, 4.385185185185185)","(16.0, 28.0, 27.454545454545453)","(5.5, 7.0, 6.666666666666666)","(19.0, 30.0, 29.11111111111111)","(31.0, 90.0, 86.73913043478261)","(3.3, 3.75, 3.6948275862068964)"
08-01-2023 10:37:21.844666,"(11.0, 14.5, 14.346153846153847)","(3.8, 4.9, 4.81764705882353)","(3.9, 4.5, 4.3966666666666665)","(16.0, 28.0, 27.333333333333332)","(5.5, 7.0, 6.727272727272727)","(19.0, 30.0, 29.2)","(31.0, 90.0, 86.73913043478261)","(3.3, 3.75, 3.7152173913043476)"
08-01-2023 10:37:22.786851,"(11.0, 14.5, 14.346153846153847)","(3.8, 4.9, 4.81764705882353)","(3.9, 4.5, 4.3966666666666665)","(16.0, 28.0, 27.333333333333332)","(5.5, 7.0, 6.727272727272727)","(19.0, 30.0, 29.2)","(31.0, 90.0, 86.73913043478261)","(3.3, 3.75, 3.716666666666667)"
08-01-2023 10:37:23.731559,"(11.0, 14.5, 14.346153846153847)","(3.8, 4.9, 4.790909090909091)","(3.9, 4.5, 4.3966666666666665)","(16.0, 28.0, 27.333333333333332)","(5.5, 7.0, 6.727272727272727)","(19.0, 30.0, 29.2)","(31.0, 90.0, 86.73913043478261)","(3.3, 3.75, 3.716666666666667)"
08-01-2023 10:37:24.698304,"(11.0, 14.5, 14.346153846153847)","(3.8, 4.9, 4.790909090909091)","(3.9, 4.5, 4.3966666666666665)","(16.0, 28.0, 26.5)","(5.5, 7.0, 6.727272727272727)","(19.0, 30.0, 29.2)","(31.0, 90.0, 78.33333333333333)","(3.3, 3.75, 3.6983870967741934)"
08-01-2023 10:37:25.634638,"(11.0, 14.5, 14.346153846153847)","(3.8, 4.9, 4.81764705882353)","(3.9, 4.5, 4.411428571428571)","(16.0, 28.0, 26.666666666666668)","(5.5, 7.0, 6.727272727272727)","(19.0, 30.0, 29.2)","(31.0, 95.0, 78.33333333333333)","(3.3, 3.75, 3.6983870967741934)"
08-01-2023 10:37:26.581791,"(11.0, 14.5, 14.346153846153847)","(3.8, 4.9, 4.81764705882353)","(3.9, 4.5, 4.411428571428571)","(16.0, 28.0, 26.666666666666668)","(5.5, 7.0, 6.727272727272727)","(19.0, 30.0, 29.2)","(31.0, 95.0, 78.33333333333333)","(3.3, 3.75, 3.7152173913043476)"
08-01-2023 10:37:27.529679,"(11.0, 14.5, 14.346153846153847)","(3.8, 4.9, 4.81764705882353)","(3.9, 4.5, 4.3759999999999994)","(16.0, 28.0, 26.666666666666668)","(5.5, 7.0, 6.8)","(19.0, 30.0, 31.5)","(31.0, 95.0, 78.33333333333333)","(3.3, 3.75, 3.7357142857142858)"
08-01-2023 10:37:28.478789,"(11.0, 15.0, 14.5)","(3.8, 4.9, 4.780952380952381)","(3.9, 4.4, 4.345)","(16.0, 28.0, 27.333333333333332)","(5.5, 7.0, 6.8)","(19.0, 32.0, 31.5)","(31.0, 95.0, 78.33333333333333)","(3.3, 3.75, 3.7233333333333336)"
08-01-2023 10:37:29.422484,"(11.0, 15.0, 14.6)","(3.8, 4.9, 4.795833333333333)","(3.9, 4.4, 4.357692307692308)","(16.0, 28.0, 27.428571428571427)","(5.5, 7.0, 6.859999999999999)","(19.0, 32.0, 31.4)","(31.0, 95.0, 78.33333333333333)","(3.3, 3.75, 3.7233333333333336)"
08-01-2023 10:37:30.374530,"(11.0, 15.0, 14.6)","(3.8, 4.9, 4.795833333333333)","(3.9, 4.4, 4.355555555555556)","(16.0, 28.0, 27.428571428571427)","(5.5, 7.0, 6.859999999999999)","(19.0, 32.0, 31.4)","(31.0, 95.0, 78.33333333333333)","(3.3, 3.75, 3.7425925925925925)"
08-01-2023 10:37:31.330789,"(11.0, 15.5, 14.9)","(3.8, 4.9, 4.795833333333333)","(3.9, 4.4, 4.363076923076924)","(16.0, 28.0, 25.46153846153846)","(5.5, 7.0, 6.9)","(19.0, 32.0, 31.4)","(31.0, 95.0, 78.33333333333333)","(3.3, 3.75, 3.7225806451612904)"
08-01-2023 10:37:32.272661,"(11.0, 15.5, 15.03448275862069)","(3.8, 4.9, 4.795833333333333)","(3.9, 4.4, 4.3578947368421055)","(16.0, 28.0, 25.25)","(5.5, 7.0, 6.9)","(19.0, 32.0, 31.4)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7058823529411766)"
08-01-2023 10:37:33.231550,"(11.0, 15.5, 15.03448275862069)","(3.8, 4.9, 4.795833333333333)","(3.9, 4.4, 4.342857142857143)","(16.0, 27.0, 26.0)","(5.5, 7.2, 6.866666666666666)","(19.0, 32.0, 31.4)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7058823529411766)"
08-01-2023 10:37:34.177552,"(11.0, 15.5, 15.03448275862069)","(3.8, 4.9, 4.795833333333333)","(3.9, 4.4, 4.342857142857143)","(16.0, 27.0, 26.0)","(5.5, 7.2, 6.866666666666666)","(19.0, 32.0, 31.4)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7058823529411766)"
08-01-2023 10:37:35.119652,"(11.0, 15.5, 15.03448275862069)","(3.8, 4.9, 4.815151515151515)","(3.9, 4.4, 4.342857142857143)","(16.0, 27.0, 26.0)","(5.5, 7.0, 6.699999999999999)","(19.0, 32.0, 31.4)","(31.0, 95.0, 80.71428571428572)","(3.3, 3.8, 3.7058823529411766)"
08-01-2023 10:37:36.059177,"(11.0, 15.5, 15.03448275862069)","(3.8, 4.9, 4.783720930232558)","(3.9, 4.4, 4.342857142857143)","(16.0, 27.0, 26.0)","(5.5, 7.0, 6.699999999999999)","(19.0, 32.0, 31.842105263157894)","(31.0, 95.0, 80.71428571428572)","(3.3, 3.8, 3.7058823529411766)"
08-01-2023 10:37:37.001358,"(11.0, 15.5, 15.03448275862069)","(3.8, 4.9, 4.783720930232558)","(3.9, 4.4, 4.342857142857143)","(16.0, 27.0, 26.0)","(5.5, 7.0, 6.699999999999999)","(19.0, 32.0, 31.842105263157894)","(31.0, 95.0, 80.71428571428572)","(3.3, 3.8, 3.7824675324675323)"
08-01-2023 10:37:37.955725,"(11.0, 15.5, 15.05)","(3.8, 4.9, 4.783720930232558)","(3.9, 4.4, 4.329411764705882)","(16.0, 27.0, 26.0)","(5.5, 7.0, 6.699999999999999)","(19.0, 32.0, 33.2)","(31.0, 95.0, 80.71428571428572)","(3.3, 3.8, 3.7878787878787876)"
08-01-2023 10:37:38.905187,"(11.0, 15.5, 15.078125)","(3.8, 4.9, 4.783720930232558)","(3.9, 4.4, 4.329411764705882)","(16.0, 27.0, 25.666666666666668)","(5.5, 7.0, 6.699999999999999)","(19.0, 34.0, 33.2)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.788235294117647)"
08-01-2023 10:37:39.846605,"(11.0, 15.5, 15.078125)","(3.8, 4.9, 4.783720930232558)","(3.9, 4.4, 4.329411764705882)","(16.0, 27.0, 26.285714285714285)","(5.5, 7.0, 6.699999999999999)","(19.0, 34.0, 33.2)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7666666666666666)"
08-01-2023 10:37:40.794621,"(11.0, 15.5, 15.078125)","(3.8, 4.9, 4.783720930232558)","(3.9, 4.5, 4.389655172413793)","(16.0, 27.0, 26.285714285714285)","(5.5, 7.0, 6.699999999999999)","(19.0, 34.0, 33.2)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7842105263157895)"
08-01-2023 10:37:41.746576,"(11.0, 15.5, 15.078125)","(3.8, 4.9, 4.783720930232558)","(3.9, 4.5, 4.372)","(16.0, 27.0, 26.285714285714285)","(5.5, 7.0, 6.699999999999999)","(19.0, 34.0, 33.2)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7842105263157895)"
08-01-2023 10:37:42.689039,"(11.0, 15.5, 15.078125)","(3.8, 4.9, 4.8125)","(3.9, 4.5, 4.372)","(16.0, 27.0, 26.285714285714285)","(5.5, 7.0, 6.699999999999999)","(19.0, 34.0, 33.2)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.766470588235294)"
08-01-2023 10:37:43.632686,"(11.0, 16.5, 16.453125)","(3.8, 4.9, 4.783720930232558)","(3.9, 4.5, 4.372)","(16.0, 26.0, 24.4)","(5.5, 7.0, 6.699999999999999)","(19.0, 34.0, 33.2)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7472222222222222)"
08-01-2023 10:37:44.576593,"(11.0, 16.5, 16.453125)","(3.8, 4.9, 4.783720930232558)","(3.9, 4.5, 4.372)","(16.0, 26.0, 24.4)","(5.5, 7.0, 6.699999999999999)","(19.0, 34.0, 33.2)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7472222222222222)"
08-01-2023 10:37:45.516178,"(11.0, 16.5, 16.453125)","(3.8, 4.9, 4.783720930232558)","(3.9, 4.5, 4.372)","(16.0, 26.0, 24.4)","(5.5, 7.0, 6.699999999999999)","(19.0, 34.0, 33.2)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7435897435897436)"
08-01-2023 10:37:46.465900,"(11.0, 16.5, 16.453125)","(3.8, 4.9, 4.783720930232558)","(3.9, 4.5, 4.372)","(16.0, 26.0, 24.4)","(5.5, 7.0, 6.699999999999999)","(19.0, 34.0, 33.2)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7425)"
08-01-2023 10:37:47.413385,"(11.0, 16.5, 16.285714285714285)","(3.8, 4.9, 4.8125)","(3.9, 4.5, 4.372)","(16.0, 26.0, 23.5)","(5.5, 7.0, 6.709677419354839)","(19.0, 34.0, 33.2)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7477272727272726)"
08-01-2023 10:37:48.360893,"(11.0, 16.5, 16.3125)","(3.8, 4.9, 4.783720930232558)","(3.9, 4.5, 4.372)","(16.0, 26.0, 23.5)","(5.5, 7.0, 6.666666666666667)","(19.0, 34.0, 33.333333333333336)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7477272727272726)"
08-01-2023 10:37:49.314294,"(11.0, 16.5, 16.3125)","(3.8, 4.9, 4.783720930232558)","(3.9, 4.5, 4.372)","(16.0, 26.0, 23.5)","(5.5, 6.8, 6.5777777777777775)","(19.0, 34.0, 33.333333333333336)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7549019607843137)"
08-01-2023 10:37:50.252331,"(11.0, 16.5, 16.3125)","(3.8, 4.9, 4.783720930232558)","(3.9, 4.5, 4.372)","(16.0, 26.0, 23.5)","(5.5, 6.8, 6.5777777777777775)","(19.0, 34.0, 33.5)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7549019607843137)"
08-01-2023 10:37:51.200407,"(11.0, 16.5, 16.3125)","(3.8, 4.9, 4.801960784313726)","(3.9, 4.5, 4.372)","(16.0, 26.0, 23.5)","(5.5, 6.8, 6.488888888888889)","(19.0, 34.0, 33.333333333333336)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7549019607843137)"
08-01-2023 10:37:52.151530,"(11.0, 16.5, 16.3125)","(3.8, 4.9, 4.801960784313726)","(3.9, 4.5, 4.372)","(16.0, 26.0, 23.5)","(5.5, 6.6, 6.4071428571428575)","(19.0, 34.0, 33.333333333333336)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7549019607843137)"
08-01-2023 10:37:53.089343,"(11.0, 16.5, 16.3125)","(3.8, 4.9, 4.801960784313726)","(3.9, 4.5, 4.372)","(16.0, 26.0, 23.5)","(5.5, 6.6, 6.405714285714286)","(19.0, 34.0, 33.333333333333336)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7549019607843137)"
08-01-2023 10:37:54.039185,"(11.0, 16.5, 16.25)","(3.8, 4.9, 4.801960784313726)","(3.9, 4.5, 4.372)","(16.0, 26.0, 23.5)","(5.5, 6.6, 6.405714285714286)","(19.0, 34.0, 33.333333333333336)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.717857142857143)"
08-01-2023 10:37:54.998463,"(11.0, 16.5, 16.25)","(3.8, 4.9, 4.801960784313726)","(3.9, 4.5, 4.372)","(16.0, 26.0, 23.5)","(5.5, 6.6, 6.405714285714286)","(19.0, 34.0, 33.333333333333336)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.717857142857143)"
08-01-2023 10:37:55.943704,"(11.0, 16.5, 16.25)","(3.8, 4.9, 4.801960784313726)","(3.9, 4.5, 4.372)","(16.0, 26.0, 23.5)","(5.5, 6.6, 6.405714285714286)","(19.0, 34.0, 33.733333333333334)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7416666666666667)"
08-01-2023 10:37:56.889930,"(11.0, 16.5, 16.25)","(3.8, 4.9, 4.847169811320755)","(3.9, 4.5, 4.372)","(16.0, 26.0, 23.5)","(5.5, 6.6, 6.405714285714286)","(19.0, 34.0, 30.666666666666668)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.75, 3.7703124999999997)"
08-01-2023 10:37:57.839508,"(11.0, 16.5, 16.291666666666668)","(3.8, 4.9, 4.847169811320755)","(3.9, 4.5, 4.372)","(16.0, 26.0, 23.5)","(5.5, 6.6, 6.297297297297297)","(19.0, 34.0, 31.333333333333332)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.7703124999999997)"
08-01-2023 10:37:58.785908,"(11.0, 16.5, 16.291666666666668)","(3.8, 4.9, 4.847169811320755)","(3.9, 4.5, 4.372)","(16.0, 26.0, 23.5)","(5.5, 6.6, 6.290909090909091)","(19.0, 34.0, 31.6)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.761111111111111)"
08-01-2023 10:37:59.727865,"(11.0, 16.5, 16.291666666666668)","(3.8, 4.9, 4.821875)","(3.9, 4.5, 4.386666666666667)","(16.0, 26.0, 23.5)","(5.5, 6.4, 6.314285714285715)","(19.0, 34.0, 31.6)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.761111111111111)"
08-01-2023 10:38:00.681305,"(11.0, 17.0, 16.833333333333332)","(3.8, 4.9, 4.821875)","(3.9, 4.5, 4.386666666666667)","(16.0, 26.0, 23.272727272727273)","(5.5, 6.4, 6.314285714285715)","(19.0, 34.0, 33.2)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.72)"
08-01-2023 10:38:01.623086,"(11.0, 17.0, 16.833333333333332)","(3.8, 4.9, 4.821875)","(3.9, 4.5, 4.374074074074074)","(16.0, 26.0, 23.272727272727273)","(5.5, 6.4, 6.314285714285715)","(19.0, 34.0, 33.75)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.72)"
08-01-2023 10:38:02.567384,"(11.0, 17.0, 16.833333333333332)","(3.8, 4.9, 4.821875)","(3.9, 4.5, 4.374074074074074)","(16.0, 26.0, 23.272727272727273)","(5.5, 6.4, 6.314285714285715)","(19.0, 36.0, 34.285714285714285)","(31.0, 95.0, 85.9090909090909)","(3.3, 3.8, 3.761111111111111)"
08-01-2023 10:38:03.532182,"(11.0, 17.0, 16.833333333333332)","(3.8, 4.9, 4.821875)","(3.9, 4.5, 4.374074074074074)","(16.0, 26.0, 23.272727272727273)","(5.5, 6.4, 6.314285714285715)","(19.0, 36.0, 34.285714285714285)","(31.0, 95.0, 85.0)","(3.3, 3.8, 3.7419540229885055)"
08-01-2023 10:38:04.468215,"(11.0, 17.0, 16.833333333333332)","(3.8, 4.9, 4.845098039215687)","(3.9, 4.5, 4.38421052631579)","(16.0, 26.0, 23.333333333333332)","(5.5, 6.4, 6.365714285714286)","(19.0, 36.0, 34.285714285714285)","(31.0, 95.0, 85.0)","(3.3, 3.75, 3.7419540229885055)"
08-01-2023 10:38:05.405029,"(11.0, 17.0, 16.833333333333332)","(3.8, 4.9, 4.845098039215687)","(3.9, 4.5, 4.4467741935483875)","(16.0, 26.0, 22.666666666666668)","(5.5, 6.4, 6.365714285714286)","(19.0, 36.0, 34.285714285714285)","(31.0, 95.0, 85.0)","(3.3, 3.75, 3.7419540229885055)"
08-01-2023 10:38:06.350925,"(11.0, 17.0, 16.833333333333332)","(3.8, 4.9, 4.839130434782609)","(3.9, 4.5, 4.33)","(16.0, 24.0, 22.2)","(5.5, 6.4, 6.25)","(19.0, 36.0, 34.285714285714285)","(31.0, 95.0, 80.71428571428572)","(3.3, 3.75, 3.7419540229885055)"
08-01-2023 10:38:07.296384,"(11.0, 17.0, 16.833333333333332)","(3.8, 4.9, 4.839130434782609)","(3.9, 4.5, 4.33)","(16.0, 24.0, 22.18181818181818)","(5.5, 6.4, 6.25)","(19.0, 36.0, 34.5)","(31.0, 95.0, 80.71428571428572)","(3.3, 3.75, 3.723076923076923)"
08-01-2023 10:38:08.257398,"(11.0, 17.0, 16.857142857142858)","(3.8, 4.9, 4.85)","(3.9, 4.5, 4.369230769230769)","(16.0, 24.0, 22.333333333333332)","(5.5, 6.4, 6.318181818181818)","(19.0, 36.0, 34.5)","(31.0, 95.0, 80.71428571428572)","(3.3, 3.75, 3.7452380952380953)"
08-01-2023 10:38:09.208137,"(11.0, 17.0, 16.857142857142858)","(3.8, 4.9, 4.85)","(3.9, 4.5, 4.369230769230769)","(16.0, 24.0, 22.333333333333332)","(5.5, 6.4, 6.318181818181818)","(19.0, 36.0, 34.5)","(31.0, 95.0, 80.71428571428572)","(3.3, 3.75, 3.7452380952380953)"
08-01-2023 10:38:10.146645,"(11.0, 17.0, 16.857142857142858)","(3.8, 4.9, 4.85)","(3.9, 4.5, 4.42)","(16.0, 24.0, 21.22222222222222)","(5.5, 6.4, 6.318181818181818)","(19.0, 36.0, 34.5)","(31.0, 95.0, 80.71428571428572)","(3.3, 3.75, 3.7452380952380953)"
08-01-2023 10:38:11.090911,"(11.0, 17.0, 16.857142857142858)","(3.8, 4.9, 4.85)","(3.9, 4.5, 4.42)","(16.0, 24.0, 21.22222222222222)","(5.5, 6.4, 6.318181818181818)","(19.0, 36.0, 34.5)","(31.0, 95.0, 80.71428571428572)","(3.3, 3.75, 3.7452380952380953)"
08-01-2023 10:38:12.043779,"(11.0, 17.0, 16.857142857142858)","(3.8, 4.9, 4.85)","(3.9, 4.5, 4.42)","(16.0, 24.0, 21.22222222222222)","(5.5, 6.4, 6.318181818181818)","(19.0, 36.0, 34.5)","(31.0, 95.0, 80.71428571428572)","(3.3, 3.75, 3.7452380952380953)"
08-01-2023 10:38:12.982639,"(11.0, 17.0, 16.857142857142858)","(3.8, 4.9, 4.85)","(3.9, 4.5, 4.42)","(16.0, 24.0, 21.22222222222222)","(5.5, 6.4, 6.318181818181818)","(19.0, 36.0, 34.666666666666664)","(31.0, 95.0, 80.71428571428572)","(3.3, 3.75, 3.7452380952380953)"
08-01-2023 10:38:13.931634,"(12.0, 17.0, 16.857142857142858)","(3.8, 4.9, 4.85)","(3.8, 4.5, 4.42)","(15.0, 24.0, 21.22222222222222)","(5.5, 6.4, 6.318181818181818)","(20.0, 36.0, 34.666666666666664)","(31.0, 95.0, 80.71428571428572)","(3.3, 3.75, 3.7452380952380953)"
08-01-2023 10:38:14.889574,"(12.0, 17.0, 16.857142857142858)","(3.8, 4.9, 4.85)","(3.8, 4.5, 4.433333333333334)","(15.0, 23.0, 19.8)","(5.5, 6.4, 6.318181818181818)","(20.0, 36.0, 34.666666666666664)","(31.0, 95.0, 67.5)","(3.3, 3.75, 3.7452380952380953)"
08-01-2023 10:38:15.843323,"(12.0, 17.0, 16.857142857142858)","(3.8, 4.9, 4.83)","(3.8, 4.5, 4.433333333333334)","(15.0, 23.0, 20.333333333333332)","(5.5, 6.4, 6.318181818181818)","(20.0, 36.0, 34.666666666666664)","(31.0, 75.0, 73.66666666666666)","(3.3, 3.75, 3.745)"
08-01-2023 10:38:16.790017,"(12.0, 18.0, 17.333333333333332)","(3.8, 4.9, 4.824242424242424)","(3.8, 4.5, 4.42)","(15.0, 23.0, 19.8)","(5.5, 6.6, 6.434782608695652)","(20.0, 36.0, 34.666666666666664)","(31.0, 75.0, 73.66666666666666)","(3.3, 3.75, 3.745)"
08-01-2023 10:38:17.740583,"(12.0, 18.0, 17.333333333333332)","(3.8, 4.9, 4.819354838709677)","(3.8, 4.5, 4.42)","(15.0, 23.0, 19.8)","(5.5, 6.6, 6.426086956521739)","(20.0, 36.0, 34.666666666666664)","(31.0, 75.0, 70.0)","(3.3, 3.75, 3.745)"
08-01-2023 10:38:18.669692,"(12.0, 18.0, 17.333333333333332)","(3.8, 4.9, 4.8122807017543865)","(3.8, 4.5, 4.42)","(15.0, 23.0, 19.8)","(5.5, 6.6, 6.426086956521739)","(20.0, 36.0, 34.666666666666664)","(31.0, 75.0, 70.0)","(3.3, 3.75, 3.745)"
