,Dazzling Cruiser,Hot Sky,Victa Indi,Ragin Skywalker,Springvale Chip
09-01-2023 17:53:10.887001,"(5.0, 12.5, 5.833333333333333)","(2.2, 3.1, 2.42)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 26.375)"
09-01-2023 17:53:11.708134,"(5.0, 12.5, 5.833333333333333)","(2.2, 3.1, 2.372727272727273)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 23.833333333333336)"
09-01-2023 17:53:12.543842,"(5.0, 12.5, 5.833333333333333)","(2.2, 3.1, 2.372727272727273)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 26.214285714285715)"
09-01-2023 17:53:13.368864,"(5.0, 12.5, 5.833333333333333)","(2.2, 3.1, 2.1755555555555555)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 26.214285714285715)"
09-01-2023 17:53:14.205057,"(5.0, 12.5, 5.833333333333333)","(2.2, 3.1, 2.1755555555555555)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 26.214285714285715)"
09-01-2023 17:53:13.225050,"(5.0, 12.5, 5.833333333333333)","(2.2, 3.1, 2.1755555555555555)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 26.214285714285715)"
09-01-2023 17:53:14.072550,"(5.0, 12.5, 5.833333333333333)","(2.2, 3.1, 2.1755555555555555)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 26.214285714285715)"
09-01-2023 17:53:14.948276,"(5.0, 12.5, 5.833333333333333)","(2.2, 3.1, 2.1755555555555555)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 25.0)"
09-01-2023 17:53:15.846319,"(5.0, 12.5, 5.833333333333333)","(2.2, 3.1, 2.1755555555555555)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:16.640313,"(5.0, 12.5, 5.833333333333333)","(2.2, 3.1, 2.1755555555555555)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:17.501351,"(5.0, 12.5, 5.833333333333333)","(2.2, 3.1, 2.1755555555555555)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:18.351638,"(5.0, 12.5, 5.833333333333333)","(2.2, 3.1, 2.1755555555555555)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:19.140095,"(5.0, 12.5, 5.833333333333333)","(2.2, 3.1, 2.1755555555555555)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:19.933861,"(5.0, 12.5, 5.833333333333333)","(2.2, 3.1, 2.1755555555555555)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:20.795869,"(5.0, 12.5, 5.833333333333333)","(2.2, 3.1, 2.1755555555555555)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:21.605182,"(5.0, 12.5, 5.833333333333333)","(2.2, 3.1, 2.1755555555555555)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:22.455084,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.1755555555555555)","(5.5, 14.0, 8.4)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:23.325269,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.8316129032258064)","(5.5, 14.0, 9.986666666666668)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:24.217324,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.3581818181818184)","(5.5, 14.0, 9.986666666666668)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:25.131735,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.862285714285714)","(5.5, 14.0, 9.986666666666668)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:26.001008,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.862285714285714)","(5.5, 14.0, 9.986666666666668)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:26.821404,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.372727272727273)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:27.663819,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.372727272727273)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:28.477914,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.4466666666666668)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:29.310006,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.4466666666666668)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.1, 3.344)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:30.124668,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.401818181818182)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.5, 3.0613333333333332)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:30.958355,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.401818181818182)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.5, 3.0613333333333332)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:31.819312,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.8280000000000003)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.5, 3.0613333333333332)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:32.698850,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.372727272727273)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.5, 3.4436363636363634)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:33.565841,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.6)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.4, 3.4072727272727272)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:34.429970,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.6)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.4, 3.4072727272727272)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:35.261151,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.6)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.4, 3.4072727272727272)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:36.110252,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.6)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.4, 3.4072727272727272)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:36.953043,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.6)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.4, 3.4072727272727272)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:37.733133,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.6)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.4, 3.4072727272727272)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:38.555521,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.6)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.4, 3.4072727272727272)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:39.445380,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.6)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.4, 3.4072727272727272)","(13.0, 28.0, 24.166666666666668)"
09-01-2023 17:53:40.328981,"(5.0, 8.8, 5.271428571428571)","(2.2, 3.1, 2.881818181818182)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.4, 3.4072727272727272)","(13.0, 28.0, 19.5)"
09-01-2023 17:53:41.250297,"(5.0, 7.8, 5.466666666666667)","(2.2, 3.1, 2.46)","(5.5, 12.0, 7.233333333333333)","(3.0, 4.4, 3.4072727272727272)","(13.0, 30.0, 19.5)"
09-01-2023 17:53:42.139751,"(5.0, 7.8, 5.466666666666667)","(2.2, 3.1, 2.46)","(5.5, 12.0, 7.233333333333333)","(3.0, 4.4, 3.4072727272727272)","(13.0, 30.0, 19.5)"
09-01-2023 17:53:43.018407,"(5.0, 7.8, 5.466666666666667)","(2.2, 3.1, 2.46)","(5.5, 12.0, 7.233333333333333)","(3.0, 4.4, 3.4072727272727272)","(13.0, 30.0, 19.5)"
09-01-2023 17:53:43.819022,"(5.0, 7.8, 5.466666666666667)","(2.2, 3.1, 2.353333333333333)","(5.5, 12.0, 7.233333333333333)","(3.0, 4.4, 3.4072727272727272)","(13.0, 30.0, 19.5)"
09-01-2023 17:53:44.610908,"(5.0, 7.8, 5.466666666666667)","(2.2, 3.1, 2.353333333333333)","(5.5, 12.0, 7.233333333333333)","(3.0, 4.4, 3.4072727272727272)","(13.0, 30.0, 19.5)"
09-01-2023 17:53:45.464137,"(5.0, 7.8, 5.466666666666667)","(2.2, 3.1, 2.353333333333333)","(5.5, 12.0, 7.233333333333333)","(3.0, 4.4, 3.4072727272727272)","(13.0, 30.0, 19.5)"
09-01-2023 17:53:46.402745,"(5.0, 7.8, 5.466666666666667)","(2.2, 3.1, 2.583076923076923)","(5.5, 12.0, 7.233333333333333)","(3.0, 4.4, 3.4072727272727272)","(13.0, 30.0, 20.357142857142858)"
09-01-2023 17:53:47.331216,"(5.0, 7.8, 5.466666666666667)","(2.2, 3.1, 2.583076923076923)","(5.5, 12.0, 7.233333333333333)","(3.0, 4.4, 3.4072727272727272)","(13.0, 30.0, 20.357142857142858)"
09-01-2023 17:53:48.228958,"(5.0, 7.8, 5.466666666666667)","(2.2, 3.1, 2.583076923076923)","(5.5, 12.0, 7.233333333333333)","(3.0, 4.4, 3.4072727272727272)","(13.0, 30.0, 20.357142857142858)"
09-01-2023 17:53:49.130809,"(5.0, 7.8, 5.466666666666667)","(2.2, 3.1, 2.583076923076923)","(5.5, 12.0, 7.233333333333333)","(3.0, 4.4, 3.4072727272727272)","(13.0, 30.0, 20.357142857142858)"
09-01-2023 17:53:50.046454,"(5.0, 7.8, 5.466666666666667)","(2.2, 3.1, 2.5533333333333332)","(5.5, 12.0, 7.233333333333333)","(3.0, 4.4, 3.4072727272727272)","(13.0, 30.0, 20.357142857142858)"
09-01-2023 17:53:50.948259,"(5.0, 7.8, 5.466666666666667)","(2.2, 3.1, 2.518181818181818)","(5.5, 12.0, 7.233333333333333)","(3.0, 4.4, 3.4072727272727272)","(13.0, 30.0, 20.357142857142858)"
09-01-2023 17:53:51.843260,"(5.0, 7.2, 5.366666666666667)","(2.2, 3.1, 2.518181818181818)","(5.5, 14.0, 8.59090909090909)","(3.0, 4.4, 3.7583333333333333)","(13.0, 30.0, 20.357142857142858)"
09-01-2023 17:53:52.769216,"(5.0, 7.2, 5.366666666666667)","(2.2, 3.05, 2.4179999999999997)","(5.5, 14.0, 10.733333333333334)","(3.0, 4.4, 3.746153846153846)","(13.0, 30.0, 20.357142857142858)"
09-01-2023 17:53:53.705365,"(5.0, 7.2, 5.366666666666667)","(2.2, 3.05, 2.4179999999999997)","(5.5, 13.5, 10.5)","(3.0, 4.3, 3.746153846153846)","(13.0, 30.0, 20.357142857142858)"
09-01-2023 17:53:54.610361,"(5.0, 7.2, 5.366666666666667)","(2.2, 3.05, 2.698888888888889)","(5.5, 13.5, 10.5)","(3.0, 4.3, 3.746153846153846)","(13.0, 30.0, 20.357142857142858)"
09-01-2023 17:53:55.483976,"(5.0, 7.2, 5.366666666666667)","(2.2, 3.05, 2.698888888888889)","(5.5, 13.5, 10.5)","(3.0, 4.3, 3.746153846153846)","(13.0, 30.0, 20.357142857142858)"
09-01-2023 17:53:56.483551,"(5.0, 7.2, 5.366666666666667)","(2.2, 3.05, 2.698888888888889)","(5.5, 13.0, 9.914285714285715)","(3.0, 4.3, 3.0272727272727273)","(13.0, 30.0, 20.357142857142858)"
09-01-2023 17:53:57.325758,"(5.0, 9.0, 5.8)","(2.2, 3.05, 2.7866666666666666)","(5.5, 13.0, 10.84)","(3.0, 4.3, 3.0272727272727273)","(13.0, 30.0, 20.357142857142858)"
09-01-2023 17:53:58.181952,"(5.0, 9.0, 5.8)","(2.2, 3.05, 2.7866666666666666)","(5.5, 13.0, 10.0)","(3.0, 4.2, 3.3333333333333335)","(13.0, 29.0, 19.0)"
09-01-2023 17:53:59.020908,"(5.0, 8.8, 5.95)","(2.2, 3.05, 2.621428571428571)","(5.5, 13.0, 10.0)","(3.0, 4.3, 3.3666666666666667)","(13.0, 30.0, 19.2)"
09-01-2023 17:53:59.897869,"(5.0, 8.8, 5.95)","(2.2, 3.05, 2.621428571428571)","(5.5, 13.0, 10.0)","(3.0, 4.3, 3.3666666666666667)","(13.0, 30.0, 19.2)"
09-01-2023 17:54:00.832738,"(5.0, 8.8, 5.95)","(2.2, 3.05, 2.621428571428571)","(5.5, 13.0, 10.0)","(3.0, 4.3, 3.3666666666666667)","(13.0, 30.0, 19.2)"
09-01-2023 17:54:01.809440,"(5.0, 8.8, 5.95)","(2.2, 3.05, 2.4179999999999997)","(5.5, 13.0, 10.0)","(3.0, 4.3, 3.3666666666666667)","(13.0, 30.0, 19.2)"
09-01-2023 17:54:02.750121,"(5.0, 8.8, 5.95)","(2.2, 3.05, 2.4179999999999997)","(5.5, 13.0, 10.0)","(3.0, 4.3, 3.3666666666666667)","(13.0, 30.0, 19.2)"
09-01-2023 17:54:03.655131,"(5.0, 8.8, 5.95)","(2.2, 3.05, 2.655)","(5.5, 13.0, 10.0)","(3.0, 4.3, 3.3666666666666667)","(13.0, 30.0, 19.2)"
09-01-2023 17:54:04.523966,"(5.0, 8.8, 5.95)","(2.2, 3.05, 2.655)","(5.5, 13.0, 10.0)","(3.0, 4.3, 3.3666666666666667)","(13.0, 30.0, 19.2)"
09-01-2023 17:54:05.478368,"(5.0, 8.8, 5.95)","(2.2, 3.05, 2.61)","(5.5, 13.0, 10.0)","(3.0, 4.3, 3.3666666666666667)","(13.0, 30.0, 19.2)"
09-01-2023 17:54:06.367389,"(5.0, 8.8, 5.95)","(2.2, 3.05, 2.61)","(5.5, 13.0, 10.0)","(3.0, 4.3, 3.3666666666666667)","(13.0, 30.0, 19.2)"
09-01-2023 17:54:07.264166,"(5.0, 9.4, 6.1)","(2.2, 3.05, 2.6328571428571426)","(5.5, 13.0, 8.452631578947368)","(3.0, 4.3, 3.3666666666666667)","(13.0, 30.0, 19.2)"
09-01-2023 17:54:08.079053,"(5.0, 9.4, 6.1)","(2.2, 3.05, 2.6328571428571426)","(5.5, 11.5, 8.29375)","(3.0, 4.3, 3.424)","(13.0, 30.0, 19.2)"
09-01-2023 17:54:09.031253,"(5.0, 9.4, 6.1)","(2.2, 3.05, 2.6328571428571426)","(5.5, 11.0, 9.844444444444445)","(3.0, 4.1, 3.9349999999999996)","(13.0, 30.0, 19.2)"
09-01-2023 17:54:09.909406,"(5.0, 9.4, 6.1)","(2.2, 3.05, 2.675)","(5.5, 11.0, 9.844444444444445)","(3.0, 4.3, 3.9349999999999996)","(13.0, 30.0, 19.2)"
09-01-2023 17:54:10.847271,"(5.0, 9.4, 6.1)","(2.2, 3.05, 2.6328571428571426)","(5.5, 11.0, 9.844444444444445)","(3.0, 4.2, 3.8600000000000003)","(13.0, 30.0, 19.2)"
09-01-2023 17:54:11.826946,"(5.0, 9.4, 6.1)","(2.2, 3.05, 2.6328571428571426)","(5.5, 11.0, 9.844444444444445)","(3.0, 4.2, 3.9349999999999996)","(13.0, 30.0, 19.2)"
09-01-2023 17:54:12.757161,"(5.0, 9.4, 8.540000000000001)","(2.2, 3.05, 2.742)","(5.5, 11.0, 9.844444444444445)","(3.0, 4.3, 3.9349999999999996)","(13.0, 30.0, 20.18181818181818)"
09-01-2023 17:54:13.579120,"(5.0, 9.2, 7.994117647058823)","(2.2, 3.05, 2.675)","(5.5, 11.0, 9.844444444444445)","(3.0, 4.3, 4.142222222222222)","(13.0, 30.0, 20.18181818181818)"
09-01-2023 17:54:14.597986,"(5.0, 9.2, 6.3428571428571425)","(2.2, 3.05, 2.6328571428571426)","(5.5, 11.0, 9.844444444444445)","(3.0, 4.3, 2.953333333333333)","(13.0, 30.0, 20.18181818181818)"
09-01-2023 17:54:15.740106,"(5.0, 9.2, 6.3428571428571425)","(2.2, 3.05, 2.742)","(5.5, 11.0, 9.844444444444445)","(3.0, 4.2, 3.2026666666666666)","(13.0, 30.0, 20.18181818181818)"
09-01-2023 17:54:16.719571,"(5.0, 9.2, 6.3428571428571425)","(2.2, 3.05, 2.742)","(5.5, 11.0, 9.844444444444445)","(3.0, 4.2, 3.381111111111111)","(13.0, 30.0, 25.0)"
09-01-2023 17:54:17.665197,"(5.0, 9.2, 7.738461538461538)","(2.2, 3.05, 2.6328571428571426)","(5.5, 11.0, 9.88888888888889)","(3.0, 4.2, 3.381111111111111)","(13.0, 26.0, 25.0)"
09-01-2023 17:54:18.813167,"(5.0, 9.2, 6.628571428571428)","(2.2, 3.05, 2.4659999999999997)","(5.5, 11.0, 9.142857142857142)","(3.0, 4.2, 3.4799999999999995)","(13.0, 26.0, 25.0)"
09-01-2023 17:54:19.686949,"(5.0, 9.2, 6.557142857142857)","(2.2, 3.05, 2.4179999999999997)","(5.5, 11.5, 9.142857142857142)","(3.0, 4.1, 3.4799999999999995)","(13.0, 26.0, 25.0)"
09-01-2023 17:54:20.699054,"(5.0, 8.2, 6.04)","(2.2, 3.05, 2.4179999999999997)","(5.5, 11.5, 7.830769230769231)","(3.0, 4.0, 3.128235294117647)","(13.0, 26.0, 25.0)"
09-01-2023 17:54:21.632564,"(5.0, 8.2, 6.04)","(2.2, 3.05, 2.4179999999999997)","(5.5, 11.5, 7.830769230769231)","(3.0, 4.0, 3.128235294117647)","(13.0, 26.0, 25.0)"
09-01-2023 17:54:22.653377,"(5.0, 8.2, 6.04)","(2.2, 3.05, 2.698888888888889)","(5.5, 11.5, 9.127272727272727)","(3.0, 4.0, 3.128235294117647)","(13.0, 26.0, 25.0)"
09-01-2023 17:54:23.838471,"(5.0, 8.2, 6.04)","(2.2, 3.05, 2.698888888888889)","(5.5, 13.0, 8.705263157894738)","(3.0, 4.0, 3.128235294117647)","(13.0, 26.0, 25.0)"
09-01-2023 17:54:24.693964,"(5.0, 8.2, 6.04)","(2.2, 3.05, 2.698888888888889)","(5.5, 13.0, 8.705263157894738)","(3.0, 4.0, 3.128235294117647)","(13.0, 26.0, 25.0)"
09-01-2023 17:54:25.617910,"(5.0, 8.2, 6.04)","(2.2, 3.05, 2.621428571428571)","(5.5, 13.0, 8.957894736842105)","(3.0, 4.0, 3.128235294117647)","(13.0, 26.0, 25.0)"
09-01-2023 17:54:26.477920,"(5.0, 8.2, 6.04)","(2.2, 3.05, 2.621428571428571)","(5.5, 13.0, 8.04)","(3.0, 4.0, 3.128235294117647)","(13.0, 26.0, 24.2)"
09-01-2023 17:54:27.322270,"(5.0, 8.2, 6.04)","(2.2, 3.05, 2.621428571428571)","(5.5, 13.0, 8.05)","(3.0, 4.0, 3.128235294117647)","(13.0, 26.0, 24.2)"
09-01-2023 17:54:28.302714,"(5.0, 8.2, 6.04)","(2.2, 3.05, 2.61)","(5.5, 13.0, 8.707692307692307)","(3.0, 4.0, 3.259)","(13.0, 26.0, 24.2)"
09-01-2023 17:54:29.431782,"(5.0, 8.2, 5.355555555555555)","(2.2, 3.05, 2.621428571428571)","(5.5, 13.0, 8.707692307692307)","(3.0, 4.0, 3.259)","(13.0, 26.0, 24.2)"
09-01-2023 17:54:30.335969,"(5.0, 8.0, 6.55)","(2.2, 3.05, 2.61)","(5.5, 13.0, 8.707692307692307)","(3.0, 4.0, 3.259)","(13.0, 26.0, 21.333333333333332)"
09-01-2023 17:54:31.137348,"(5.0, 9.6, 7.35)","(2.2, 3.05, 2.644285714285714)","(5.5, 13.0, 8.707692307692307)","(3.0, 4.0, 3.128235294117647)","(13.0, 30.0, 21.333333333333332)"
09-01-2023 17:54:31.998890,"(5.0, 9.6, 7.35)","(2.2, 3.05, 2.644285714285714)","(5.5, 13.0, 8.707692307692307)","(3.0, 3.95, 3.4050000000000002)","(13.0, 30.0, 27.4)"
09-01-2023 17:54:32.908030,"(5.0, 9.4, 6.82)","(2.2, 3.05, 2.644285714285714)","(5.5, 13.0, 8.707692307692307)","(3.0, 3.9, 3.1373333333333333)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:33.846891,"(5.0, 9.4, 6.82)","(2.2, 3.05, 2.4179999999999997)","(5.5, 12.5, 8.872727272727273)","(3.0, 3.9, 3.1373333333333333)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:34.851449,"(5.0, 9.4, 6.82)","(2.2, 3.05, 2.4179999999999997)","(5.5, 12.5, 8.872727272727273)","(3.0, 3.9, 3.1373333333333333)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:35.734737,"(5.0, 9.4, 6.82)","(2.2, 3.05, 2.698888888888889)","(5.5, 12.5, 8.872727272727273)","(3.0, 3.9, 3.1373333333333333)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:36.563069,"(5.0, 9.4, 6.82)","(2.2, 3.05, 2.698888888888889)","(5.5, 11.5, 8.68)","(3.0, 3.9, 3.1373333333333333)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:37.520432,"(5.0, 9.4, 6.82)","(2.2, 3.05, 2.698888888888889)","(5.5, 11.5, 8.68)","(3.0, 3.9, 3.1373333333333333)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:38.493247,"(5.0, 9.4, 6.82)","(2.2, 3.05, 2.665)","(5.5, 11.5, 8.68)","(3.0, 3.9, 3.1373333333333333)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:39.439051,"(5.0, 9.4, 6.82)","(2.2, 3.05, 2.621428571428571)","(5.5, 11.5, 8.68)","(3.0, 3.9, 3.1373333333333333)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:40.405792,"(5.0, 9.4, 6.82)","(2.2, 3.05, 2.621428571428571)","(5.5, 11.5, 8.68)","(3.0, 3.9, 3.1373333333333333)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:41.245027,"(5.0, 9.4, 6.82)","(2.2, 3.05, 2.4179999999999997)","(5.5, 11.5, 8.68)","(3.0, 3.9, 3.1373333333333333)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:42.175570,"(5.0, 9.4, 6.82)","(2.2, 3.05, 2.7866666666666666)","(5.5, 11.5, 9.35)","(3.0, 3.9, 3.1373333333333333)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:43.147740,"(5.0, 9.4, 6.82)","(2.2, 3.05, 2.7866666666666666)","(5.5, 11.5, 9.571428571428571)","(3.0, 3.9, 3.1373333333333333)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:44.073327,"(5.0, 9.4, 6.82)","(2.2, 3.05, 2.7866666666666666)","(5.5, 11.5, 9.571428571428571)","(3.0, 3.9, 3.1373333333333333)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:45.075623,"(5.0, 9.4, 6.82)","(2.2, 3.05, 2.7866666666666666)","(5.5, 11.5, 9.571428571428571)","(3.0, 3.9, 3.1373333333333333)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:45.996539,"(5.0, 9.4, 6.82)","(2.2, 3.05, 2.621428571428571)","(5.5, 11.5, 9.571428571428571)","(3.0, 3.9, 3.38)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:46.907319,"(5.0, 9.4, 6.82)","(2.2, 3.05, 2.621428571428571)","(5.5, 11.5, 9.571428571428571)","(3.0, 3.85, 3.355)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:47.766480,"(5.0, 9.2, 5.6466666666666665)","(2.2, 3.05, 2.4179999999999997)","(5.5, 11.5, 9.571428571428571)","(3.0, 3.85, 3.355)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:48.689509,"(5.0, 9.0, 6.074999999999999)","(2.2, 3.05, 2.4179999999999997)","(5.5, 11.5, 9.571428571428571)","(3.0, 3.8, 3.0949999999999998)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:49.565151,"(5.0, 9.0, 6.074999999999999)","(2.2, 3.05, 2.4179999999999997)","(5.5, 11.5, 9.571428571428571)","(3.0, 3.8, 3.0949999999999998)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:50.500185,"(5.0, 9.0, 6.074999999999999)","(2.2, 3.05, 2.4179999999999997)","(5.5, 11.5, 9.571428571428571)","(3.0, 3.8, 3.0949999999999998)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:51.371535,"(5.0, 9.0, 6.074999999999999)","(2.2, 3.05, 2.698888888888889)","(5.5, 11.5, 9.571428571428571)","(3.0, 3.8, 3.0949999999999998)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:52.284312,"(5.0, 9.0, 6.074999999999999)","(2.2, 3.05, 2.698888888888889)","(5.5, 11.5, 9.571428571428571)","(3.0, 3.8, 3.0949999999999998)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:53.263978,"(5.0, 9.0, 6.074999999999999)","(2.2, 3.05, 2.698888888888889)","(5.5, 11.5, 9.23846153846154)","(3.0, 3.8, 3.0949999999999998)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:54.138639,"(5.0, 9.0, 6.074999999999999)","(2.2, 3.05, 2.698888888888889)","(5.5, 11.5, 9.23846153846154)","(3.0, 3.8, 3.0949999999999998)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:55.229859,"(5.0, 9.0, 6.074999999999999)","(2.2, 3.05, 2.665)","(5.5, 11.5, 8.827272727272728)","(3.0, 3.8, 3.0949999999999998)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:56.189377,"(5.0, 9.0, 6.074999999999999)","(2.2, 3.05, 2.621428571428571)","(5.5, 11.5, 8.827272727272728)","(3.0, 3.8, 3.0949999999999998)","(13.0, 29.0, 26.6)"
09-01-2023 17:54:57.160886,"(5.0, 9.0, 6.074999999999999)","(2.2, 3.05, 2.621428571428571)","(5.5, 11.5, 8.96875)","(3.0, 3.8, 3.0949999999999998)","(13.0, 29.0, 20.428571428571427)"
09-01-2023 17:54:58.031101,"(5.0, 9.0, 6.074999999999999)","(2.2, 3.05, 2.61)","(5.5, 11.5, 8.384615384615385)","(3.0, 3.8, 3.0949999999999998)","(13.0, 29.0, 20.428571428571427)"
09-01-2023 17:54:58.896711,"(5.0, 9.0, 6.074999999999999)","(2.2, 3.05, 2.777272727272727)","(5.5, 11.5, 8.125)","(3.0, 3.8, 3.0949999999999998)","(13.0, 29.0, 20.428571428571427)"
09-01-2023 17:54:59.820985,"(5.0, 9.0, 6.074999999999999)","(2.2, 3.05, 2.6328571428571426)","(5.5, 11.5, 8.384615384615385)","(3.0, 3.8, 3.0949999999999998)","(13.0, 29.0, 20.428571428571427)"
