,Cuckoo Coconuts,Blazing Arizona,Aerobic Rouge,Starlight Nelly,Our Matriarch,Blazin Caza,Neon Alley,Cheers Vicki
14-12-2022 11:55:56.237619,"(10.0, 29.0, 16.066666666666666)","(91.0, 650.0, 555.8333333333334)","(31.0, 90.0, 44.53333333333333)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 3.0428571428571427)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:55:57.317155,"(10.0, 29.0, 16.066666666666666)","(91.0, 650.0, 555.8333333333334)","(31.0, 90.0, 44.53333333333333)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 3.0428571428571427)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:55:58.685332,"(10.0, 29.0, 16.066666666666666)","(91.0, 650.0, 555.8333333333334)","(31.0, 90.0, 44.53333333333333)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 3.0428571428571427)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:00.107924,"(10.0, 29.0, 16.066666666666666)","(91.0, 650.0, 555.8333333333334)","(31.0, 90.0, 44.53333333333333)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 3.0428571428571427)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:01.344299,"(10.0, 29.0, 16.066666666666666)","(91.0, 650.0, 555.8333333333334)","(31.0, 90.0, 44.53333333333333)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 3.096875)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:02.324591,"(10.0, 29.0, 16.066666666666666)","(91.0, 650.0, 555.8333333333334)","(31.0, 90.0, 44.53333333333333)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 3.096875)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:03.402883,"(10.0, 29.0, 15.42)","(91.0, 650.0, 555.8333333333334)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 3.0428571428571427)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:04.376441,"(10.0, 29.0, 15.42)","(91.0, 650.0, 580.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 3.0428571428571427)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:05.403221,"(10.0, 29.0, 15.42)","(91.0, 650.0, 580.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 3.0428571428571427)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:06.421641,"(10.0, 29.0, 15.42)","(91.0, 650.0, 580.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 3.0428571428571427)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:07.504568,"(10.0, 29.0, 15.42)","(91.0, 650.0, 510.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.15, 3.0999999999999996)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:08.528303,"(10.0, 29.0, 15.42)","(91.0, 650.0, 510.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.15, 3.0999999999999996)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:09.612741,"(10.0, 29.0, 15.42)","(91.0, 650.0, 510.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.15, 3.0999999999999996)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:10.822799,"(10.0, 29.0, 15.42)","(91.0, 650.0, 510.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.15, 3.05625)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:12.476714,"(10.0, 29.0, 15.42)","(91.0, 650.0, 510.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.15, 3.096875)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:13.629783,"(10.0, 29.0, 15.42)","(91.0, 650.0, 510.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 3.096875)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:14.815749,"(10.0, 29.0, 15.42)","(91.0, 650.0, 510.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 3.0428571428571427)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:15.902725,"(10.0, 29.0, 15.42)","(91.0, 650.0, 510.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 3.0428571428571427)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:17.018424,"(10.0, 29.0, 15.42)","(91.0, 650.0, 510.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 3.096875)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:18.066047,"(10.0, 29.0, 15.42)","(91.0, 650.0, 510.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 3.096875)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:19.124841,"(10.0, 29.0, 15.42)","(91.0, 650.0, 510.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 3.096875)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:20.314007,"(10.0, 29.0, 15.42)","(91.0, 650.0, 510.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.2, 2.9839622641509433)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:21.322382,"(10.0, 29.0, 15.42)","(91.0, 650.0, 510.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.05, 2.9839622641509433)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:22.422926,"(10.0, 29.0, 15.42)","(91.0, 650.0, 510.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.05, 2.911111111111111)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:23.520071,"(10.0, 29.0, 21.53333333333333)","(91.0, 650.0, 510.0)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.05, 2.911111111111111)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:24.580139,"(10.0, 29.0, 21.53333333333333)","(91.0, 650.0, 587.7777777777778)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.15, 3.025)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:25.634103,"(10.0, 29.0, 21.53333333333333)","(91.0, 650.0, 587.7777777777778)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 187.0)","(2.8, 4.4, 3.7625)","(2.35, 3.15, 3.025)","(71.0, 580.0, 534.5454545454545)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:26.797506,"(10.0, 29.0, 21.53333333333333)","(91.0, 650.0, 587.7777777777778)","(31.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.8, 4.4, 3.711904761904762)","(2.35, 3.15, 3.03)","(71.0, 580.0, 548.75)","(3.1, 4.6, 3.8499999999999996)"
14-12-2022 11:56:27.964308,"(9.0, 29.0, 21.53333333333333)","(81.0, 650.0, 587.7777777777778)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.15, 2.9876470588235295)","(71.0, 580.0, 550.5882352941176)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:29.177055,"(9.0, 29.0, 21.53333333333333)","(81.0, 650.0, 587.7777777777778)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.15, 3.0185714285714287)","(71.0, 580.0, 550.5882352941176)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:30.312878,"(9.0, 29.0, 21.53333333333333)","(81.0, 650.0, 581.25)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.15, 3.0185714285714287)","(71.0, 580.0, 550.5882352941176)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:31.370750,"(9.0, 29.0, 21.53333333333333)","(81.0, 650.0, 581.25)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.15, 3.0185714285714287)","(71.0, 580.0, 550.5882352941176)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:32.480939,"(9.0, 29.0, 21.53333333333333)","(81.0, 650.0, 600.0)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.15, 2.9775)","(71.0, 580.0, 550.5882352941176)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:33.684698,"(9.0, 29.0, 21.53333333333333)","(81.0, 650.0, 600.0)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.15, 2.9775)","(71.0, 580.0, 550.5882352941176)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:34.848908,"(9.0, 29.0, 21.53333333333333)","(81.0, 650.0, 600.0)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.15, 3.03)","(71.0, 580.0, 550.5882352941176)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:36.008440,"(9.0, 29.0, 23.156521739130433)","(81.0, 650.0, 600.0)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.15, 3.03)","(71.0, 580.0, 550.5882352941176)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:37.168608,"(9.0, 29.0, 23.156521739130433)","(81.0, 650.0, 600.0)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.15, 3.03)","(71.0, 580.0, 550.5882352941176)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:38.657142,"(9.0, 29.0, 23.156521739130433)","(81.0, 650.0, 615.625)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.15, 2.9924999999999997)","(71.0, 580.0, 535.0)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:39.916120,"(9.0, 29.0, 23.156521739130433)","(81.0, 650.0, 615.625)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.15, 2.9924999999999997)","(71.0, 580.0, 535.0)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:41.116632,"(9.0, 29.0, 23.156521739130433)","(81.0, 650.0, 615.625)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.15, 2.993333333333333)","(71.0, 580.0, 535.0)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:42.283925,"(9.0, 29.0, 23.156521739130433)","(81.0, 650.0, 615.625)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.993333333333333)","(71.0, 580.0, 535.0)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:43.371219,"(9.0, 29.0, 23.156521739130433)","(81.0, 650.0, 615.625)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 3.006666666666667)","(71.0, 580.0, 535.0)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:44.569722,"(9.0, 29.0, 23.156521739130433)","(81.0, 99998, 9380.3125)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.982105263157895)","(71.0, 680.0, 788.8461538461538)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:45.642641,"(9.0, 29.0, 23.156521739130433)","(81.0, 99998, 9380.3125)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.972)","(71.0, 1000.0, 788.8461538461538)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:46.944562,"(9.0, 29.0, 23.156521739130433)","(81.0, 99998, 9380.3125)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.9986206896551724)","(71.0, 1000.0, 788.8461538461538)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:48.047027,"(9.0, 29.0, 23.156521739130433)","(81.0, 99998, 9380.3125)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.986923076923077)","(71.0, 1000.0, 788.8461538461538)","(3.1, 4.6, 3.988888888888889)"
14-12-2022 11:56:49.247211,"(9.0, 29.0, 23.156521739130433)","(81.0, 99998, 9380.3125)","(26.0, 90.0, 41.285714285714285)","(41.0, 330.0, 242.0)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.986923076923077)","(71.0, 1000.0, 656.875)","(3.1, 4.6, 4.396153846153846)"
14-12-2022 11:56:50.398482,"(9.0, 29.0, 17.916666666666664)","(81.0, 990.0, 770.0)","(26.0, 90.0, 42.07142857142857)","(41.0, 330.0, 203.77777777777777)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.8899999999999997)","(71.0, 1000.0, 497.5)","(3.1, 4.5, 3.875)"
14-12-2022 11:56:51.523083,"(9.0, 29.0, 18.5)","(81.0, 590.0, 531.25)","(26.0, 90.0, 48.75)","(41.0, 330.0, 203.77777777777777)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.9384615384615382)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.75)"
14-12-2022 11:56:52.744397,"(9.0, 29.0, 18.5)","(81.0, 590.0, 531.25)","(26.0, 90.0, 48.75)","(41.0, 330.0, 203.77777777777777)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.9384615384615382)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.75)"
14-12-2022 11:56:53.910419,"(9.0, 29.0, 21.588235294117645)","(81.0, 590.0, 531.25)","(26.0, 90.0, 48.75)","(41.0, 330.0, 203.77777777777777)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.9714285714285715)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.75)"
14-12-2022 11:56:55.072116,"(9.0, 29.0, 21.588235294117645)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 48.75)","(41.0, 330.0, 203.77777777777777)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.92)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.875)"
14-12-2022 11:56:56.206807,"(9.0, 29.0, 19.083333333333336)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 203.77777777777777)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.9714285714285715)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.6937499999999996)"
14-12-2022 11:56:57.366713,"(9.0, 29.0, 17.45)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 248.85714285714283)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.9714285714285715)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.6937499999999996)"
14-12-2022 11:56:58.484534,"(9.0, 29.0, 17.45)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 248.85714285714283)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.9714285714285715)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.8162162162162163)"
14-12-2022 11:56:59.591281,"(9.0, 29.0, 17.45)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 248.85714285714283)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.9714285714285715)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.6937499999999996)"
14-12-2022 11:57:00.664131,"(9.0, 29.0, 17.45)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 248.85714285714283)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.902)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.875)"
14-12-2022 11:57:01.758597,"(9.0, 29.0, 15.777777777777779)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 248.85714285714283)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.9714285714285715)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.6937499999999996)"
14-12-2022 11:57:02.861398,"(9.0, 29.0, 17.45)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 248.85714285714283)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.9714285714285715)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.6937499999999996)"
14-12-2022 11:57:03.986958,"(9.0, 29.0, 17.45)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 248.85714285714283)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.9714285714285715)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.6937499999999996)"
14-12-2022 11:57:05.149887,"(9.0, 29.0, 17.45)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 248.85714285714283)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.902)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.8459999999999996)"
14-12-2022 11:57:06.287587,"(9.0, 29.0, 17.45)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 248.85714285714283)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.902)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.8459999999999996)"
14-12-2022 11:57:07.418599,"(9.0, 29.0, 21.3)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 248.85714285714283)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.902)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.8459999999999996)"
14-12-2022 11:57:08.514337,"(9.0, 29.0, 21.3)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 248.85714285714283)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.902)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.8459999999999996)"
14-12-2022 11:57:09.604748,"(9.0, 29.0, 21.3)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 248.85714285714283)","(2.9, 4.4, 3.711904761904762)","(2.45, 3.1, 2.9714285714285715)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.6937499999999996)"
14-12-2022 11:57:10.788958,"(9.0, 29.0, 21.3)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 248.85714285714283)","(2.9, 4.4, 3.711904761904762)","(2.4, 3.1, 2.9714285714285715)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.6937499999999996)"
14-12-2022 11:57:11.921269,"(9.0, 29.0, 21.3)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 248.85714285714283)","(2.9, 4.4, 3.711904761904762)","(2.4, 3.1, 2.9714285714285715)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.6937499999999996)"
14-12-2022 11:57:12.996695,"(9.0, 29.0, 21.3)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 248.85714285714283)","(2.9, 4.4, 3.711904761904762)","(2.4, 3.1, 2.902)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.8459999999999996)"
14-12-2022 11:57:14.054465,"(9.0, 29.0, 23.225)","(81.0, 590.0, 553.8461538461538)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 248.85714285714283)","(2.9, 4.4, 3.711904761904762)","(2.4, 3.1, 2.902)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.8459999999999996)"
14-12-2022 11:57:15.193159,"(9.0, 29.0, 23.225)","(81.0, 590.0, 525.7142857142858)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.4, 3.711904761904762)","(2.4, 3.1, 2.902)","(71.0, 580.0, 497.5)","(3.1, 4.6, 3.8459999999999996)"
14-12-2022 11:57:16.296081,"(9.0, 29.0, 23.225)","(81.0, 590.0, 528.5714285714286)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.3, 3.7807692307692307)","(2.4, 3.1, 2.9526315789473685)","(71.0, 580.0, 497.5)","(3.1, 4.5, 4.1625)"
14-12-2022 11:57:17.471843,"(9.0, 29.0, 23.225)","(81.0, 590.0, 528.5714285714286)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.2, 3.7666666666666666)","(2.4, 3.1, 2.9526315789473685)","(71.0, 580.0, 535.0)","(3.1, 4.5, 4.242857142857143)"
14-12-2022 11:57:18.566162,"(9.0, 29.0, 23.225)","(81.0, 590.0, 528.5714285714286)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.2, 3.7666666666666666)","(2.4, 3.1, 2.9526315789473685)","(71.0, 580.0, 535.0)","(3.1, 4.5, 3.9716666666666667)"
14-12-2022 11:57:19.666548,"(9.0, 29.0, 23.225)","(81.0, 590.0, 528.5714285714286)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.2, 3.7666666666666666)","(2.4, 3.1, 2.8946666666666667)","(71.0, 580.0, 535.0)","(3.1, 4.6, 3.9716666666666667)"
14-12-2022 11:57:20.787155,"(9.0, 29.0, 23.225)","(81.0, 590.0, 528.5714285714286)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.2, 3.7499999999999996)","(2.4, 3.1, 2.9526315789473685)","(71.0, 580.0, 535.0)","(3.1, 4.6, 4.242857142857143)"
14-12-2022 11:57:21.909349,"(9.0, 32.0, 25.174999999999997)","(81.0, 590.0, 528.5714285714286)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.1, 3.7499999999999996)","(2.4, 3.1, 2.9526315789473685)","(71.0, 580.0, 535.0)","(3.1, 4.5, 4.2125)"
14-12-2022 11:57:23.042931,"(9.0, 32.0, 21.42857142857143)","(81.0, 590.0, 528.5714285714286)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.1, 3.7499999999999996)","(2.4, 3.1, 2.9526315789473685)","(71.0, 580.0, 535.0)","(3.1, 4.4, 4.2125)"
14-12-2022 11:57:24.107421,"(9.0, 32.0, 21.42857142857143)","(81.0, 590.0, 528.5714285714286)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.1, 3.775)","(2.4, 3.1, 2.9526315789473685)","(71.0, 580.0, 535.0)","(3.1, 4.4, 4.2125)"
14-12-2022 11:57:25.156173,"(9.0, 32.0, 24.952380952380953)","(81.0, 590.0, 528.5714285714286)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.1, 2.8946666666666667)","(71.0, 580.0, 535.0)","(3.1, 4.4, 4.3578947368421055)"
14-12-2022 11:57:26.239935,"(9.0, 32.0, 24.952380952380953)","(81.0, 590.0, 528.5714285714286)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.1, 2.9526315789473685)","(71.0, 580.0, 535.0)","(3.1, 4.5, 4.2125)"
14-12-2022 11:57:27.302380,"(9.0, 32.0, 24.952380952380953)","(81.0, 590.0, 528.5714285714286)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.1, 2.9526315789473685)","(71.0, 580.0, 535.0)","(3.1, 4.4, 4.1274999999999995)"
14-12-2022 11:57:28.350521,"(9.0, 32.0, 22.666666666666668)","(81.0, 590.0, 528.5714285714286)","(26.0, 90.0, 54.55555555555556)","(41.0, 330.0, 270.2105263157895)","(2.9, 4.0, 3.7136363636363634)","(2.4, 3.1, 2.9526315789473685)","(71.0, 580.0, 788.8461538461538)","(3.1, 4.3, 4.1274999999999995)"
