,Cuckoo Coconuts,Blazing Arizona,Aerobic Rouge,Starlight Nelly,Our Matriarch,Blazin Caza,Neon Alley,Cheers Vicki
14-12-2022 11:58:56.679309,"(15.0, 32.0, 31.285714285714285)","(101.0, 610.0, 545.7142857142858)","(26.0, 50.0, 33.2)","(41.0, 270.0, 134.11764705882354)","(2.9, 3.95, 3.7833333333333337)","(2.35, 2.74, 2.708888888888889)","(81.0, 550.0, 527.7777777777778)","(2.9, 3.5, 3.263157894736842)"
14-12-2022 11:58:57.822463,"(15.0, 32.0, 31.333333333333332)","(101.0, 610.0, 545.7142857142858)","(26.0, 50.0, 33.2)","(41.0, 270.0, 210.0)","(2.9, 3.95, 3.7833333333333337)","(2.35, 2.74, 2.71)","(81.0, 550.0, 527.7777777777778)","(2.9, 3.5, 3.32)"
14-12-2022 11:58:58.945322,"(15.0, 32.0, 31.333333333333332)","(101.0, 610.0, 545.7142857142858)","(26.0, 50.0, 33.2)","(41.0, 260.0, 210.0)","(2.9, 3.95, 3.7833333333333337)","(2.35, 2.74, 2.71)","(81.0, 550.0, 527.7777777777778)","(2.9, 3.5, 3.32)"
14-12-2022 11:59:00.019002,"(15.0, 32.0, 31.333333333333332)","(101.0, 610.0, 545.7142857142858)","(26.0, 50.0, 33.2)","(41.0, 250.0, 147.69230769230768)","(2.9, 3.95, 3.81875)","(2.35, 2.74, 2.71)","(81.0, 550.0, 527.7777777777778)","(2.9, 3.5, 3.3366666666666664)"
14-12-2022 11:59:01.102263,"(15.0, 32.0, 30.857142857142858)","(101.0, 610.0, 545.7142857142858)","(26.0, 50.0, 39.0)","(41.0, 250.0, 109.28571428571428)","(2.9, 3.95, 3.792105263157895)","(2.35, 2.74, 2.708888888888889)","(81.0, 550.0, 312.0)","(2.9, 3.5, 3.3285714285714287)"
14-12-2022 11:59:02.213203,"(15.0, 32.0, 31.272727272727273)","(101.0, 600.0, 456.6666666666667)","(26.0, 50.0, 42.0)","(41.0, 220.0, 109.28571428571428)","(2.9, 3.95, 3.792105263157895)","(2.35, 2.74, 2.708888888888889)","(81.0, 540.0, 312.0)","(2.9, 3.5, 3.3838709677419354)"
14-12-2022 11:59:03.257004,"(15.0, 32.0, 31.142857142857142)","(101.0, 600.0, 456.6666666666667)","(26.0, 46.0, 40.0)","(41.0, 220.0, 109.28571428571428)","(2.9, 3.95, 3.792105263157895)","(2.35, 2.74, 2.708888888888889)","(81.0, 540.0, 312.0)","(2.9, 3.5, 3.3979166666666667)"
14-12-2022 11:59:04.334449,"(15.0, 32.0, 31.142857142857142)","(101.0, 600.0, 456.6666666666667)","(26.0, 46.0, 40.0)","(41.0, 220.0, 174.41176470588235)","(2.9, 3.95, 3.792105263157895)","(2.35, 2.74, 2.708888888888889)","(81.0, 540.0, 312.0)","(2.9, 3.45, 3.415909090909091)"
14-12-2022 11:59:05.702696,"(15.0, 32.0, 31.142857142857142)","(101.0, 600.0, 456.6666666666667)","(26.0, 46.0, 38.0)","(41.0, 220.0, 184.77272727272728)","(2.9, 3.95, 3.792105263157895)","(2.35, 2.74, 2.692)","(81.0, 540.0, 312.0)","(2.9, 3.45, 3.415909090909091)"
14-12-2022 11:59:06.860735,"(15.0, 32.0, 31.142857142857142)","(101.0, 600.0, 456.6666666666667)","(26.0, 46.0, 38.0)","(41.0, 220.0, 184.77272727272728)","(2.9, 3.95, 3.792105263157895)","(2.35, 2.7, 2.7074074074074077)","(81.0, 540.0, 248.57142857142856)","(2.9, 3.45, 3.4375)"
14-12-2022 11:59:07.975989,"(16.0, 36.0, 35.0)","(101.0, 600.0, 456.6666666666667)","(26.0, 46.0, 38.0)","(41.0, 220.0, 95.0)","(2.9, 3.95, 3.792105263157895)","(2.35, 2.74, 2.6975000000000002)","(81.0, 540.0, 248.57142857142856)","(2.9, 3.5, 3.4375)"
14-12-2022 11:59:09.334276,"(16.0, 36.0, 35.0)","(101.0, 600.0, 522.0)","(26.0, 46.0, 38.0)","(41.0, 220.0, 76.08695652173913)","(2.9, 3.95, 3.792105263157895)","(2.35, 2.7, 2.6975000000000002)","(81.0, 540.0, 268.0)","(2.9, 3.5, 3.4770833333333333)"
14-12-2022 11:59:10.526609,"(16.0, 36.0, 35.0)","(101.0, 610.0, 522.0)","(26.0, 46.0, 38.0)","(41.0, 210.0, 78.125)","(2.9, 3.95, 3.792105263157895)","(2.35, 2.7, 2.6975000000000002)","(81.0, 540.0, 268.0)","(2.9, 3.55, 3.446296296296296)"
14-12-2022 11:59:11.532231,"(16.0, 36.0, 35.45454545454545)","(101.0, 610.0, 522.0)","(26.0, 46.0, 38.0)","(41.0, 200.0, 78.125)","(2.9, 3.95, 3.792105263157895)","(2.35, 2.7, 2.692)","(81.0, 540.0, 286.6666666666667)","(2.9, 3.55, 3.3955882352941176)"
14-12-2022 11:59:12.764443,"(16.0, 36.0, 35.0)","(101.0, 900.0, 462.0)","(26.0, 46.0, 38.0)","(41.0, 200.0, 107.14285714285714)","(2.9, 3.95, 3.792105263157895)","(2.35, 2.7, 2.692)","(81.0, 540.0, 286.6666666666667)","(2.9, 3.55, 3.502272727272727)"
14-12-2022 11:59:13.875485,"(16.0, 36.0, 35.45454545454545)","(101.0, 900.0, 587.1428571428571)","(26.0, 44.0, 39.0)","(41.0, 200.0, 125.38461538461539)","(2.9, 3.95, 3.792105263157895)","(2.3, 2.7, 2.692)","(81.0, 540.0, 286.6666666666667)","(2.9, 3.55, 3.502272727272727)"
14-12-2022 11:59:14.940816,"(16.0, 36.0, 35.45454545454545)","(101.0, 900.0, 587.1428571428571)","(26.0, 44.0, 39.0)","(41.0, 190.0, 154.70588235294116)","(2.9, 3.95, 3.792105263157895)","(2.3, 2.7, 2.69375)","(81.0, 540.0, 335.0)","(2.9, 3.55, 3.4676470588235295)"
14-12-2022 11:59:16.051716,"(16.0, 38.0, 35.333333333333336)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.333333333333336)","(41.0, 180.0, 117.14285714285714)","(2.9, 3.95, 3.792105263157895)","(2.3, 2.7, 2.6929411764705886)","(81.0, 470.0, 335.0)","(2.9, 3.55, 3.4676470588235295)"
14-12-2022 11:59:17.167079,"(16.0, 38.0, 35.333333333333336)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.333333333333336)","(41.0, 180.0, 173.88888888888889)","(2.9, 3.95, 3.792105263157895)","(2.3, 2.7, 2.6929411764705886)","(81.0, 470.0, 335.0)","(2.9, 3.55, 3.53125)"
14-12-2022 11:59:18.215636,"(16.0, 38.0, 35.333333333333336)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.333333333333336)","(41.0, 170.0, 151.0)","(2.9, 3.95, 3.792105263157895)","(2.3, 2.7, 2.6900000000000004)","(81.0, 470.0, 335.0)","(2.9, 3.55, 3.4102941176470587)"
14-12-2022 11:59:19.244771,"(16.0, 38.0, 35.333333333333336)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.333333333333336)","(41.0, 170.0, 151.0)","(2.9, 3.95, 3.792105263157895)","(2.3, 2.7, 2.6900000000000004)","(81.0, 470.0, 335.0)","(2.9, 3.55, 3.3434782608695652)"
14-12-2022 11:59:20.363309,"(16.0, 38.0, 35.333333333333336)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.333333333333336)","(41.0, 170.0, 104.23076923076923)","(2.9, 3.95, 3.75)","(2.3, 2.7, 2.670666666666667)","(81.0, 470.0, 392.5)","(2.9, 3.55, 3.3526315789473684)"
14-12-2022 11:59:21.419286,"(16.0, 38.0, 35.64705882352941)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.333333333333336)","(41.0, 170.0, 104.23076923076923)","(2.9, 3.95, 3.75)","(2.3, 2.7, 2.670666666666667)","(81.0, 470.0, 392.5)","(2.9, 3.55, 3.3526315789473684)"
14-12-2022 11:59:22.446253,"(16.0, 38.0, 35.0)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.333333333333336)","(41.0, 170.0, 104.23076923076923)","(2.9, 3.95, 3.75)","(2.3, 2.7, 2.6862500000000002)","(81.0, 470.0, 392.5)","(2.9, 3.55, 3.344444444444444)"
14-12-2022 11:59:23.538194,"(16.0, 38.0, 35.333333333333336)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.333333333333336)","(41.0, 170.0, 122.5)","(2.9, 3.95, 3.73125)","(2.3, 2.7, 2.7476923076923074)","(81.0, 470.0, 335.0)","(2.9, 3.4, 3.322222222222222)"
14-12-2022 11:59:24.588289,"(16.0, 38.0, 36.0)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.333333333333336)","(41.0, 170.0, 122.5)","(2.9, 3.95, 3.81)","(2.3, 2.76, 2.73)","(81.0, 470.0, 335.0)","(2.9, 3.35, 3.2794117647058822)"
14-12-2022 11:59:25.675561,"(16.0, 38.0, 37.6)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.333333333333336)","(41.0, 170.0, 122.5)","(2.9, 3.95, 3.8153846153846156)","(2.3, 2.78, 2.737142857142857)","(81.0, 470.0, 320.0)","(2.9, 3.35, 3.2794117647058822)"
14-12-2022 11:59:26.838543,"(16.0, 38.0, 37.6)","(101.0, 510.0, 587.1428571428571)","(26.0, 44.0, 37.75)","(41.0, 170.0, 132.82608695652175)","(2.9, 3.95, 3.7625)","(2.3, 2.78, 2.73)","(81.0, 470.0, 244.0)","(2.9, 3.35, 3.276315789473684)"
14-12-2022 11:59:27.928891,"(16.0, 38.0, 37.6)","(101.0, 900.0, 587.1428571428571)","(26.0, 44.0, 37.75)","(41.0, 170.0, 132.82608695652175)","(2.9, 3.95, 3.7625)","(2.3, 2.76, 2.73)","(81.0, 540.0, 320.0)","(2.9, 3.35, 3.276315789473684)"
14-12-2022 11:59:29.032717,"(16.0, 38.0, 37.6)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.75)","(41.0, 170.0, 132.82608695652175)","(2.9, 3.95, 3.7625)","(2.3, 2.76, 2.73)","(81.0, 470.0, 366.66666666666663)","(2.9, 3.35, 3.280769230769231)"
14-12-2022 11:59:30.560609,"(16.0, 38.0, 37.333333333333336)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.75)","(41.0, 170.0, 132.82608695652175)","(2.9, 3.95, 3.8195652173913044)","(2.3, 2.76, 2.73)","(81.0, 470.0, 366.66666666666663)","(2.9, 3.35, 3.2576923076923077)"
14-12-2022 11:59:31.825471,"(15.0, 38.0, 37.0)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.75)","(41.0, 170.0, 132.0)","(2.9, 3.95, 3.722727272727273)","(2.3, 2.76, 2.73)","(81.0, 470.0, 392.5)","(2.9, 3.35, 3.2222222222222223)"
14-12-2022 11:59:32.998448,"(15.0, 40.0, 37.5)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.75)","(41.0, 170.0, 122.36842105263158)","(2.9, 3.95, 3.722727272727273)","(2.3, 2.76, 2.73)","(81.0, 470.0, 392.5)","(2.9, 3.25, 3.2222222222222223)"
14-12-2022 11:59:34.450372,"(15.0, 40.0, 37.714285714285715)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.75)","(41.0, 150.0, 122.36842105263158)","(2.9, 3.95, 3.722727272727273)","(2.3, 2.76, 2.73)","(81.0, 470.0, 392.5)","(2.9, 3.25, 3.2222222222222223)"
14-12-2022 11:59:35.664886,"(15.0, 40.0, 37.714285714285715)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.75)","(41.0, 150.0, 122.36842105263158)","(2.9, 3.95, 3.88125)","(2.3, 2.76, 2.7)","(81.0, 470.0, 392.5)","(2.9, 3.25, 3.2398550724637682)"
14-12-2022 11:59:36.905375,"(15.0, 42.0, 41.333333333333336)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.75)","(41.0, 150.0, 122.36842105263158)","(2.9, 4.1, 3.8857142857142857)","(2.3, 2.74, 2.6900000000000004)","(81.0, 470.0, 392.5)","(2.9, 3.25, 3.325)"
14-12-2022 11:59:38.191538,"(15.0, 44.0, 38.666666666666664)","(101.0, 510.0, 442.0)","(26.0, 44.0, 37.75)","(41.0, 150.0, 122.36842105263158)","(3.0, 4.1, 3.8857142857142857)","(2.3, 2.74, 2.6500000000000004)","(81.0, 470.0, 366.66666666666663)","(2.9, 3.35, 3.3157894736842106)"
14-12-2022 11:59:39.572685,"(18.0, 44.0, 38.0)","(101.0, 510.0, 340.0)","(26.0, 44.0, 37.75)","(51.0, 150.0, 121.17647058823529)","(3.0, 4.1, 3.9055555555555554)","(2.3, 2.7, 2.6350000000000002)","(81.0, 470.0, 286.6666666666667)","(2.9, 3.35, 3.3777777777777778)"
14-12-2022 11:59:40.819179,"(18.0, 44.0, 39.2)","(101.0, 500.0, 335.0)","(26.0, 44.0, 37.75)","(51.0, 150.0, 121.17647058823529)","(3.0, 4.1, 3.9055555555555554)","(2.3, 2.68, 2.6885714285714286)","(81.0, 540.0, 244.0)","(2.9, 3.4, 3.24)"
14-12-2022 11:59:42.121366,"(18.0, 44.0, 39.2)","(101.0, 500.0, 335.0)","(26.0, 44.0, 37.75)","(51.0, 150.0, 126.66666666666667)","(3.0, 4.1, 3.989473684210526)","(2.3, 2.7, 2.68)","(81.0, 540.0, 325.0)","(2.9, 3.3, 3.24)"
14-12-2022 11:59:43.303571,"(18.0, 44.0, 39.5)","(101.0, 500.0, 335.0)","(26.0, 44.0, 37.75)","(51.0, 150.0, 126.66666666666667)","(3.0, 4.1, 3.989473684210526)","(2.3, 2.7, 2.68)","(81.0, 480.0, 325.0)","(2.9, 3.3, 3.24)"
14-12-2022 11:59:44.537352,"(18.0, 44.0, 39.5)","(101.0, 500.0, 335.0)","(26.0, 44.0, 37.75)","(51.0, 150.0, 126.66666666666667)","(3.0, 4.1, 3.989473684210526)","(2.3, 2.7, 2.68)","(81.0, 480.0, 325.0)","(2.9, 3.3, 3.24)"
14-12-2022 11:59:45.788813,"(18.0, 44.0, 39.5)","(101.0, 500.0, 335.0)","(26.0, 44.0, 38.0)","(51.0, 150.0, 138.52941176470588)","(3.0, 4.1, 4.15625)","(2.3, 2.7, 2.66)","(81.0, 480.0, 330.0)","(2.9, 3.3, 3.15)"
14-12-2022 11:59:47.042603,"(18.0, 44.0, 40.25)","(101.0, 500.0, 383.6363636363636)","(26.0, 70.0, 56.631578947368425)","(51.0, 150.0, 135.0)","(3.0, 4.2, 4.15)","(2.3, 2.68, 2.66)","(81.0, 480.0, 445.55555555555554)","(2.9, 3.2, 3.1533333333333333)"
14-12-2022 11:59:48.226547,"(18.0, 44.0, 40.25)","(101.0, 500.0, 383.6363636363636)","(26.0, 60.0, 56.631578947368425)","(51.0, 150.0, 135.0)","(3.0, 4.2, 4.15)","(2.3, 2.68, 2.66)","(81.0, 480.0, 445.55555555555554)","(2.9, 3.2, 3.1533333333333333)"
14-12-2022 11:59:49.413963,"(18.0, 44.0, 40.25)","(101.0, 500.0, 383.6363636363636)","(26.0, 60.0, 56.631578947368425)","(51.0, 150.0, 135.0)","(3.0, 4.2, 4.15)","(2.3, 2.68, 2.66)","(81.0, 480.0, 445.55555555555554)","(2.9, 3.2, 3.1533333333333333)"
14-12-2022 11:59:50.624089,"(18.0, 44.0, 40.25)","(101.0, 500.0, 408.57142857142856)","(26.0, 60.0, 58.22222222222222)","(51.0, 150.0, 140.0)","(3.0, 4.2, 3.8333333333333335)","(2.3, 2.68, 2.624)","(81.0, 480.0, 370.0)","(2.9, 3.2, 3.184615384615385)"
14-12-2022 11:59:51.826265,"(18.0, 44.0, 40.25)","(101.0, 500.0, 383.6363636363636)","(26.0, 60.0, 58.22222222222222)","(51.0, 150.0, 144.28571428571428)","(3.0, 4.1, 3.8)","(2.3, 2.72, 2.68)","(81.0, 480.0, 370.0)","(2.9, 3.2, 3.1750000000000003)"
14-12-2022 11:59:53.023719,"(18.0, 44.0, 41.142857142857146)","(101.0, 500.0, 383.6363636363636)","(26.0, 60.0, 58.22222222222222)","(51.0, 150.0, 142.94117647058823)","(3.0, 4.1, 3.8)","(2.3, 2.7, 2.68)","(81.0, 480.0, 370.0)","(2.9, 3.2, 3.175)"
14-12-2022 11:59:54.224533,"(21.0, 44.0, 41.27272727272727)","(101.0, 500.0, 383.6363636363636)","(31.0, 60.0, 57.0)","(51.0, 150.0, 142.94117647058823)","(3.2, 4.2, 4.075)","(2.3, 2.58, 2.561081081081081)","(101.0, 480.0, 422.0)","(2.8, 3.25, 3.2416666666666667)"
14-12-2022 11:59:55.442839,"(21.0, 44.0, 40.470588235294116)","(101.0, 490.0, 324.6666666666667)","(31.0, 60.0, 57.0)","(51.0, 150.0, 142.94117647058823)","(3.2, 4.2, 4.075)","(2.3, 2.58, 2.560952380952381)","(101.0, 480.0, 422.0)","(2.8, 3.25, 3.2416666666666667)"
14-12-2022 11:59:56.599702,"(21.0, 44.0, 40.470588235294116)","(101.0, 490.0, 324.6666666666667)","(31.0, 60.0, 57.33333333333333)","(51.0, 150.0, 141.8181818181818)","(3.2, 4.2, 4.025)","(2.3, 2.58, 2.6191208791208793)","(101.0, 480.0, 422.0)","(2.8, 3.25, 3.1952380952380954)"
14-12-2022 11:59:57.777179,"(21.0, 44.0, 40.470588235294116)","(101.0, 490.0, 324.6666666666667)","(31.0, 60.0, 57.33333333333333)","(51.0, 150.0, 140.5263157894737)","(3.2, 4.2, 4.173529411764706)","(2.3, 2.62, 2.637241379310345)","(101.0, 480.0, 350.0)","(2.8, 3.2, 3.1900000000000004)"
14-12-2022 11:59:58.894528,"(21.0, 44.0, 40.25)","(101.0, 490.0, 324.6666666666667)","(31.0, 60.0, 57.33333333333333)","(51.0, 150.0, 124.28571428571428)","(3.2, 4.2, 4.0)","(2.3, 2.66, 2.624)","(101.0, 480.0, 350.0)","(2.8, 3.2, 3.1675)"
14-12-2022 11:59:59.963169,"(21.0, 44.0, 40.25)","(101.0, 490.0, 324.6666666666667)","(31.0, 60.0, 57.33333333333333)","(51.0, 150.0, 124.28571428571428)","(3.2, 4.2, 4.0)","(2.3, 2.64, 2.624)","(101.0, 480.0, 350.0)","(2.8, 3.25, 3.1675)"
14-12-2022 12:00:01.033478,"(21.0, 44.0, 40.25)","(101.0, 490.0, 324.6666666666667)","(31.0, 60.0, 57.33333333333333)","(51.0, 150.0, 123.10344827586206)","(3.2, 4.2, 4.175)","(2.3, 2.64, 2.656949152542373)","(101.0, 480.0, 350.0)","(2.8, 3.25, 3.154)"
14-12-2022 12:00:02.163067,"(21.0, 44.0, 40.25)","(101.0, 490.0, 324.6666666666667)","(31.0, 60.0, 57.33333333333333)","(51.0, 150.0, 123.10344827586206)","(3.2, 4.2, 3.8705882352941177)","(2.3, 2.66, 2.650082644628099)","(101.0, 480.0, 428.0)","(2.8, 3.25, 3.1900000000000004)"
14-12-2022 12:00:03.308158,"(21.0, 44.0, 41.65217391304348)","(101.0, 490.0, 324.6666666666667)","(31.0, 60.0, 57.5)","(51.0, 150.0, 122.5)","(3.2, 4.2, 3.9295454545454547)","(2.3, 2.66, 2.654193548387097)","(101.0, 480.0, 430.0)","(2.8, 3.2, 3.1125000000000003)"
14-12-2022 12:00:04.394834,"(21.0, 44.0, 41.65217391304348)","(101.0, 490.0, 324.6666666666667)","(31.0, 60.0, 57.5)","(51.0, 150.0, 122.5)","(3.2, 4.2, 3.9295454545454547)","(2.3, 2.66, 2.606)","(101.0, 480.0, 323.3333333333333)","(2.8, 3.2, 3.1357142857142857)"
14-12-2022 12:00:05.588780,"(21.0, 44.0, 41.65217391304348)","(101.0, 490.0, 330.0)","(31.0, 60.0, 58.333333333333336)","(51.0, 150.0, 124.61538461538461)","(3.2, 4.2, 4.0653061224489795)","(2.3, 2.62, 2.61741935483871)","(101.0, 510.0, 306.3636363636364)","(2.8, 3.2, 3.140625)"
14-12-2022 12:00:06.736984,"(21.0, 44.0, 41.65217391304348)","(101.0, 490.0, 330.0)","(31.0, 60.0, 58.333333333333336)","(51.0, 150.0, 124.61538461538461)","(3.2, 4.2, 4.131428571428572)","(2.3, 2.62, 2.599183673469388)","(101.0, 510.0, 425.0)","(2.8, 3.2, 3.1095238095238096)"
14-12-2022 12:00:07.896515,"(21.0, 44.0, 40.625)","(101.0, 490.0, 330.0)","(31.0, 60.0, 58.333333333333336)","(51.0, 140.0, 114.6875)","(3.2, 4.1, 4.061290322580645)","(2.3, 2.6, 2.6185840707964605)","(101.0, 490.0, 425.0)","(2.8, 3.2, 3.1459016393442623)"
14-12-2022 12:00:08.958544,"(21.0, 44.0, 41.42857142857143)","(101.0, 490.0, 330.0)","(31.0, 60.0, 58.333333333333336)","(51.0, 140.0, 114.6875)","(3.2, 4.1, 4.061290322580645)","(2.3, 2.66, 2.6185840707964605)","(101.0, 490.0, 425.0)","(2.8, 3.2, 3.141764705882353)"
14-12-2022 12:00:10.152430,"(21.0, 44.0, 42.2)","(101.0, 490.0, 330.0)","(31.0, 70.0, 66.25)","(51.0, 140.0, 120.0)","(3.2, 4.1, 4.01)","(2.3, 2.62, 2.5639024390243903)","(101.0, 490.0, 438.0)","(2.8, 3.2, 3.1142857142857143)"
14-12-2022 12:00:11.386030,"(21.0, 44.0, 42.22222222222222)","(101.0, 490.0, 307.1428571428571)","(31.0, 70.0, 63.68421052631579)","(51.0, 140.0, 120.0)","(3.2, 4.3, 4.01)","(2.3, 2.64, 2.5871641791044775)","(101.0, 490.0, 438.0)","(2.8, 3.2, 3.0818181818181816)"
14-12-2022 12:00:12.563249,"(21.0, 44.0, 42.22222222222222)","(101.0, 490.0, 307.1428571428571)","(31.0, 70.0, 63.0)","(51.0, 140.0, 116.66666666666667)","(3.2, 4.2, 4.15)","(2.3, 2.64, 2.5871641791044775)","(101.0, 490.0, 438.0)","(2.8, 3.2, 3.0818181818181816)"
14-12-2022 12:00:13.736962,"(21.0, 44.0, 42.22222222222222)","(101.0, 490.0, 307.1428571428571)","(31.0, 70.0, 63.0)","(51.0, 140.0, 116.66666666666667)","(3.2, 4.2, 4.15)","(2.3, 2.64, 2.5871641791044775)","(101.0, 490.0, 438.0)","(2.8, 3.2, 3.1625)"
14-12-2022 12:00:14.923805,"(21.0, 44.0, 42.22222222222222)","(101.0, 490.0, 307.1428571428571)","(31.0, 70.0, 63.0)","(51.0, 140.0, 116.66666666666667)","(3.2, 4.3, 4.05625)","(2.3, 2.64, 2.6513432835820896)","(101.0, 490.0, 403.33333333333337)","(2.8, 3.2, 3.1500000000000004)"
14-12-2022 12:00:16.071970,"(21.0, 44.0, 42.22222222222222)","(101.0, 490.0, 307.1428571428571)","(31.0, 70.0, 60.0)","(51.0, 140.0, 116.66666666666667)","(3.2, 4.3, 4.080898876404494)","(2.3, 2.66, 2.6341666666666668)","(101.0, 490.0, 425.0)","(2.8, 3.2, 3.126086956521739)"
14-12-2022 12:00:17.268150,"(21.0, 44.0, 42.22222222222222)","(101.0, 490.0, 307.1428571428571)","(31.0, 70.0, 60.0)","(51.0, 140.0, 130.58823529411765)","(3.2, 4.3, 4.017910447761194)","(2.3, 2.64, 2.6228571428571428)","(101.0, 490.0, 425.0)","(2.8, 3.15, 3.071518987341772)"
14-12-2022 12:00:18.431669,"(21.0, 44.0, 42.72727272727273)","(101.0, 490.0, 307.1428571428571)","(31.0, 70.0, 54.44444444444444)","(51.0, 140.0, 130.58823529411765)","(3.2, 4.3, 4.017910447761194)","(2.3, 2.64, 2.6228571428571428)","(101.0, 490.0, 425.0)","(2.8, 3.15, 3.071518987341772)"
14-12-2022 12:00:19.599908,"(21.0, 46.0, 44.285714285714285)","(101.0, 490.0, 307.1428571428571)","(31.0, 70.0, 54.44444444444444)","(51.0, 140.0, 128.57142857142858)","(3.2, 4.3, 4.129032258064516)","(2.3, 2.64, 2.6271428571428572)","(101.0, 490.0, 425.0)","(2.8, 3.1, 3.0478260869565217)"
14-12-2022 12:00:20.805363,"(21.0, 46.0, 36.421052631578945)","(101.0, 490.0, 387.14285714285717)","(31.0, 70.0, 54.44444444444444)","(51.0, 140.0, 117.5)","(3.2, 4.3, 4.280952380952381)","(2.3, 2.64, 2.636734693877551)","(101.0, 490.0, 403.33333333333337)","(2.8, 3.1, 3.062121212121212)"
14-12-2022 12:00:22.003540,"(21.0, 40.0, 36.41025641025641)","(101.0, 490.0, 396.6666666666667)","(31.0, 70.0, 55.0)","(51.0, 140.0, 117.5)","(3.2, 4.3, 4.076190476190476)","(2.25, 2.64, 2.6425806451612903)","(101.0, 490.0, 425.0)","(2.8, 3.1, 3.057142857142857)"
14-12-2022 12:00:23.303294,"(21.0, 34.0, 32.75)","(101.0, 490.0, 227.5)","(31.0, 70.0, 59.09090909090909)","(51.0, 140.0, 130.0)","(3.2, 4.1, 4.005857740585774)","(2.25, 2.68, 2.6844444444444444)","(101.0, 490.0, 440.0)","(2.8, 3.1, 3.046666666666667)"
14-12-2022 12:00:24.517356,"(21.0, 34.0, 32.827586206896555)","(101.0, 490.0, 443.04347826086956)","(31.0, 70.0, 59.09090909090909)","(51.0, 140.0, 130.0)","(3.2, 4.2, 4.006542056074767)","(2.25, 2.7, 2.6844444444444444)","(101.0, 490.0, 440.0)","(2.7, 3.1, 3.041818181818182)"
14-12-2022 12:00:25.740225,"(21.0, 34.0, 32.583333333333336)","(101.0, 490.0, 443.04347826086956)","(31.0, 70.0, 59.0)","(51.0, 140.0, 135.0)","(3.2, 4.2, 4.0777777777777775)","(2.25, 2.7, 2.6900000000000004)","(101.0, 490.0, 440.0)","(2.7, 3.1, 3.0460000000000003)"
14-12-2022 12:00:26.934193,"(21.0, 34.0, 33.714285714285715)","(101.0, 490.0, 443.04347826086956)","(31.0, 70.0, 59.0)","(51.0, 140.0, 123.75)","(3.2, 4.2, 4.048780487804878)","(2.25, 2.7, 2.6900000000000004)","(101.0, 490.0, 440.0)","(2.7, 3.1, 3.0460000000000003)"
14-12-2022 12:00:28.178789,"(21.0, 34.0, 33.5)","(101.0, 490.0, 437.5)","(31.0, 70.0, 59.0)","(51.0, 140.0, 123.75)","(3.2, 4.2, 4.006944444444445)","(2.25, 2.7, 2.6806896551724138)","(101.0, 490.0, 440.0)","(2.7, 3.1, 3.01)"
14-12-2022 12:00:29.469694,"(21.0, 38.0, 34.857142857142854)","(101.0, 490.0, 437.5)","(31.0, 70.0, 59.0)","(51.0, 140.0, 117.14285714285714)","(3.2, 4.3, 4.200714285714286)","(2.25, 2.7, 2.6881081081081084)","(101.0, 490.0, 365.0)","(2.7, 3.05, 3.008035714285714)"
14-12-2022 12:00:30.821917,"(21.0, 38.0, 35.0)","(101.0, 490.0, 437.5)","(31.0, 70.0, 61.2)","(51.0, 140.0, 117.14285714285714)","(3.2, 4.3, 4.203100775193799)","(2.25, 2.7, 2.6957142857142857)","(101.0, 490.0, 320.0)","(2.7, 3.05, 3.0054794520547947)"
14-12-2022 12:00:32.063080,"(21.0, 36.0, 35.55555555555556)","(101.0, 480.0, 348.0)","(31.0, 70.0, 56.666666666666664)","(51.0, 120.0, 110.0)","(3.2, 4.3, 4.110126582278481)","(2.25, 2.72, 2.695555555555556)","(101.0, 480.0, 380.0)","(2.7, 3.05, 2.973170731707317)"
14-12-2022 12:00:33.289851,"(21.0, 34.0, 33.42857142857143)","(101.0, 480.0, 397.5)","(31.0, 70.0, 63.84615384615385)","(51.0, 120.0, 103.33333333333333)","(3.2, 4.3, 4.193220338983051)","(2.25, 2.72, 2.7)","(101.0, 480.0, 380.0)","(2.7, 3.05, 2.994838709677419)"
14-12-2022 12:00:34.532268,"(21.0, 34.0, 33.42857142857143)","(101.0, 480.0, 397.5)","(31.0, 70.0, 63.84615384615385)","(51.0, 120.0, 101.81818181818181)","(3.2, 4.2, 4.178260869565217)","(2.25, 2.72, 2.7042622950819672)","(101.0, 480.0, 408.57142857142856)","(2.7, 3.05, 2.9985714285714287)"
