,Belriah,Definitely Maybe,Overriding,Galactic Angel,Harmony Halo,Painite
07-01-2023 13:49:25.324889,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:26.250667,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:27.141604,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:28.022411,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:28.887398,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.595)","(4.4, 6.8, 6.133333333333333)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:29.863115,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.905263157894737)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:30.798962,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.905263157894737)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:31.728382,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.905263157894737)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:32.644183,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.905263157894737)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:33.532643,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:34.427995,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:35.366286,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:36.253464,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:37.178636,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.646774193548387)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:38.148964,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.6478461538461537)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:39.067546,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:39.967568,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 6.133333333333333)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:40.863664,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.905263157894737)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:41.759675,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.905263157894737)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:42.627983,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.905263157894737)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:43.499342,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:44.550812,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:45.501061,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:46.432420,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:47.330378,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:48.199384,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:49.150744,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:50.085874,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:50.981746,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:51.871510,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:52.869010,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 6.207407407407407)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:53.796521,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 6.133333333333333)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:54.778325,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.905263157894737)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:55.654106,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.905263157894737)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:56.498981,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.905263157894737)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:57.458489,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:58.423206,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:49:59.283351,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:00.221142,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:01.127758,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.1)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:02.038644,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:03.041391,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:03.889700,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:04.801406,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:05.741273,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:06.614716,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:07.543065,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 6.133333333333333)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:08.414206,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.5875)","(4.4, 6.8, 5.905263157894737)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:09.366319,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.6005263157894738)","(4.4, 6.8, 5.905263157894737)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:10.289200,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.582)","(4.4, 6.8, 5.905263157894737)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:11.134859,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:12.070026,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:13.034274,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:13.979386,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.569230769230769)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:14.888005,"(9.0, 18.0, 13.863636363636363)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.8, 5.428571428571429)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:15.736928,"(9.0, 17.5, 14.75)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 5.949999999999999)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:16.620871,"(9.0, 17.5, 14.75)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 5.949999999999999)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:17.609089,"(9.0, 17.5, 14.75)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 5.949999999999999)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:18.582770,"(9.0, 17.5, 14.75)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 5.949999999999999)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:19.550490,"(9.0, 17.0, 14.5)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 5.949999999999999)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:20.488210,"(9.0, 17.0, 14.5)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 5.949999999999999)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:21.367919,"(9.0, 17.0, 14.5)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 5.949999999999999)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:22.271368,"(9.0, 17.0, 14.5)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 6.12)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:23.167152,"(9.0, 17.0, 14.5)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 6.12)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:24.052174,"(9.0, 17.0, 14.5)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 6.12)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:24.985870,"(9.0, 17.0, 14.5)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 6.12)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:25.966733,"(9.0, 17.0, 14.5)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 6.12)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:26.881924,"(9.0, 17.0, 14.5)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 6.12)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:27.772176,"(9.0, 17.0, 14.5)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 6.12)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:28.642901,"(9.0, 17.0, 14.5)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 6.12)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:29.506758,"(9.0, 17.0, 14.5)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 6.12)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:30.393680,"(9.0, 17.0, 14.5)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 6.12)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:31.283387,"(9.0, 17.0, 14.5)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 6.12)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:32.219311,"(9.0, 17.0, 14.5)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 6.12)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:33.147493,"(9.0, 17.0, 14.5)","(7.5, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 6.12)","(21.0, 30.0, 26.666666666666668)","(20.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:34.074588,"(9.0, 17.0, 14.5)","(8.0, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 6.12)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:34.996837,"(9.0, 17.0, 14.5)","(8.0, 16.5, 14.785714285714285)","(1.5, 1.67, 1.595)","(4.4, 6.6, 6.12)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:35.900929,"(9.0, 12.5, 12.094999999999999)","(8.0, 13.5, 11.653846153846153)","(1.5, 1.67, 1.622)","(4.4, 6.6, 6.16)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:36.771416,"(9.0, 12.5, 12.094999999999999)","(8.0, 13.5, 11.653846153846153)","(1.5, 1.67, 1.622)","(4.4, 6.6, 6.16)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:37.725247,"(9.0, 12.5, 12.094999999999999)","(8.0, 13.5, 11.653846153846153)","(1.5, 1.67, 1.622)","(4.4, 6.6, 6.16)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:38.586589,"(9.0, 12.5, 12.094999999999999)","(8.0, 13.5, 10.833333333333334)","(1.5, 1.67, 1.622)","(4.4, 6.6, 6.16)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:39.465637,"(9.0, 12.5, 12.094999999999999)","(8.0, 13.5, 10.833333333333334)","(1.5, 1.67, 1.622)","(4.4, 6.6, 6.16)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:40.404990,"(9.0, 12.5, 12.094999999999999)","(8.0, 13.5, 10.833333333333334)","(1.5, 1.67, 1.6282608695652174)","(4.4, 6.6, 6.16)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:41.313122,"(9.0, 12.5, 12.094999999999999)","(8.0, 13.5, 10.833333333333334)","(1.5, 1.67, 1.6282608695652174)","(4.4, 6.6, 6.16)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:42.217270,"(9.0, 12.5, 12.094999999999999)","(8.0, 13.5, 10.833333333333334)","(1.5, 1.67, 1.6282608695652174)","(4.4, 6.6, 6.16)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:43.120403,"(9.0, 12.5, 12.094999999999999)","(8.0, 18.0, 13.0)","(1.5, 1.67, 1.606)","(4.4, 6.6, 5.949999999999999)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:43.967800,"(9.0, 12.5, 12.094999999999999)","(8.0, 17.5, 12.833333333333334)","(1.5, 1.67, 1.606)","(4.4, 6.6, 6.576119402985074)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:44.895657,"(9.0, 12.5, 12.094999999999999)","(8.0, 17.0, 12.666666666666666)","(1.5, 1.67, 1.606)","(4.4, 6.6, 6.3999999999999995)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:45.903887,"(9.0, 12.5, 12.094999999999999)","(8.0, 17.0, 15.142857142857142)","(1.5, 1.67, 1.606)","(4.4, 6.6, 6.133333333333333)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:46.850181,"(9.0, 12.5, 12.094999999999999)","(8.0, 17.0, 15.142857142857142)","(1.5, 1.67, 1.606)","(4.4, 6.6, 6.133333333333333)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:47.829182,"(9.0, 12.5, 12.094999999999999)","(8.0, 17.0, 15.142857142857142)","(1.5, 1.67, 1.606)","(4.4, 6.6, 6.133333333333333)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:48.713618,"(9.0, 12.5, 12.094999999999999)","(8.0, 17.0, 15.142857142857142)","(1.5, 1.67, 1.606)","(4.4, 6.6, 6.133333333333333)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:49.663686,"(9.0, 12.5, 12.094999999999999)","(8.0, 17.0, 15.142857142857142)","(1.5, 1.67, 1.606)","(4.4, 6.6, 6.133333333333333)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:50.530426,"(9.0, 12.5, 12.094999999999999)","(8.0, 17.0, 15.142857142857142)","(1.5, 1.67, 1.606)","(4.4, 6.6, 6.133333333333333)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:51.416609,"(9.0, 12.5, 12.094999999999999)","(8.0, 17.0, 15.142857142857142)","(1.5, 1.67, 1.606)","(4.4, 6.6, 6.133333333333333)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:52.390054,"(9.0, 12.5, 12.094999999999999)","(8.0, 17.0, 15.142857142857142)","(1.5, 1.67, 1.606)","(4.4, 6.6, 6.133333333333333)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:53.402744,"(9.0, 12.5, 12.094999999999999)","(8.0, 17.0, 15.142857142857142)","(1.5, 1.67, 1.606)","(4.4, 6.6, 6.133333333333333)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:54.297033,"(9.0, 12.5, 12.094999999999999)","(8.0, 17.0, 15.142857142857142)","(1.5, 1.67, 1.606)","(4.4, 6.6, 6.133333333333333)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:55.239161,"(9.0, 12.5, 12.094999999999999)","(8.0, 17.0, 15.142857142857142)","(1.5, 1.67, 1.606)","(4.4, 6.6, 6.133333333333333)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:56.151284,"(9.0, 12.0, 11.0)","(8.0, 17.0, 14.0)","(1.5, 1.67, 1.606)","(4.4, 6.6, 5.949999999999999)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:57.061853,"(9.0, 12.0, 11.0)","(8.0, 17.0, 14.0)","(1.5, 1.67, 1.606)","(4.4, 6.6, 5.949999999999999)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:58.002183,"(9.0, 12.0, 11.0)","(8.0, 17.0, 14.0)","(1.5, 1.67, 1.606)","(4.4, 6.6, 5.949999999999999)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:58.956161,"(9.0, 12.0, 11.0)","(8.0, 17.0, 14.0)","(1.5, 1.67, 1.606)","(4.4, 6.6, 5.949999999999999)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:50:59.870362,"(9.0, 12.0, 11.0)","(8.0, 17.0, 14.0)","(1.5, 1.67, 1.604)","(4.4, 6.6, 5.949999999999999)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:51:00.897372,"(9.0, 12.0, 11.0)","(8.0, 17.0, 14.0)","(1.5, 1.67, 1.595)","(4.4, 6.6, 5.949999999999999)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
07-01-2023 13:51:01.887507,"(9.0, 12.0, 11.0)","(8.0, 17.0, 14.0)","(1.5, 1.67, 1.595)","(4.4, 6.6, 6.08)","(21.0, 30.0, 26.666666666666668)","(21.0, 30.0, 25.76923076923077)"
