,Gary Said,Pennys Lad,Fade,Spanish Style,Pang,Seedless,Once You Go,Bravo One
08-01-2023 11:49:06.830741,"(2.7, 4.7, 4.316)","(5.5, 10.0, 6.550000000000001)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 470.0, 401.66666666666663)","(10.0, 22.0, 17.208333333333336)","(31.0, 100.0, 41.09090909090909)","(71.0, 590.0, 538.0)"
08-01-2023 11:49:07.834352,"(2.7, 4.7, 4.316)","(5.5, 10.0, 6.550000000000001)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 470.0, 401.66666666666663)","(10.0, 22.0, 17.208333333333336)","(31.0, 100.0, 41.09090909090909)","(71.0, 590.0, 538.0)"
08-01-2023 11:49:08.812374,"(2.7, 4.7, 4.316)","(5.5, 10.0, 6.550000000000001)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 470.0, 401.66666666666663)","(10.0, 22.0, 17.208333333333336)","(31.0, 100.0, 41.09090909090909)","(71.0, 590.0, 538.0)"
08-01-2023 11:49:09.787982,"(2.7, 4.7, 4.316)","(5.5, 10.0, 6.550000000000001)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 470.0, 417.5)","(10.0, 22.0, 17.208333333333336)","(31.0, 100.0, 41.09090909090909)","(71.0, 590.0, 448.0)"
08-01-2023 11:49:10.771052,"(2.7, 4.7, 4.316)","(5.5, 10.0, 6.550000000000001)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 470.0, 417.5)","(10.0, 22.0, 17.208333333333336)","(31.0, 100.0, 41.09090909090909)","(71.0, 490.0, 448.0)"
08-01-2023 11:49:11.728342,"(2.7, 4.7, 4.316)","(5.5, 10.0, 6.550000000000001)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 470.0, 417.5)","(10.0, 22.0, 17.208333333333336)","(31.0, 100.0, 41.09090909090909)","(71.0, 490.0, 448.0)"
08-01-2023 11:49:12.768821,"(2.7, 4.7, 4.316)","(5.5, 10.0, 6.550000000000001)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 470.0, 417.5)","(10.0, 22.0, 17.208333333333336)","(31.0, 100.0, 41.09090909090909)","(71.0, 490.0, 448.0)"
08-01-2023 11:49:13.743421,"(2.7, 4.7, 4.316)","(5.5, 10.0, 6.550000000000001)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 470.0, 417.5)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 490.0, 448.0)"
08-01-2023 11:49:14.729101,"(2.7, 4.7, 4.316)","(5.5, 10.0, 6.550000000000001)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 470.0, 417.5)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 490.0, 448.0)"
08-01-2023 11:49:15.740989,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.75)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 470.0, 417.5)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 490.0, 448.0)"
08-01-2023 11:49:16.737755,"(2.7, 4.7, 4.316)","(5.5, 10.0, 8.028571428571428)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 470.0, 417.5)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 490.0, 448.0)"
08-01-2023 11:49:17.728654,"(2.7, 4.7, 4.316)","(5.5, 10.0, 8.028571428571428)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 470.0, 417.5)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 490.0, 448.0)"
08-01-2023 11:49:18.741826,"(2.7, 4.7, 4.316)","(5.5, 10.0, 8.028571428571428)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 470.0, 487.14285714285717)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 490.0, 448.0)"
08-01-2023 11:49:19.741734,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.359999999999999)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 496.25)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 490.0, 448.0)"
08-01-2023 11:49:20.692514,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.359999999999999)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 496.25)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 490.0, 448.0)"
08-01-2023 11:49:21.660952,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.359999999999999)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 496.25)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 490.0, 448.0)"
08-01-2023 11:49:22.599999,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.359999999999999)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 496.25)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 490.0, 448.0)"
08-01-2023 11:49:23.566675,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.359999999999999)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 496.25)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 490.0, 448.0)"
08-01-2023 11:49:24.544098,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.359999999999999)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 490.0, 529.0)"
08-01-2023 11:49:25.535021,"(2.7, 4.7, 4.316)","(5.5, 10.0, 8.2375)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:26.526899,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:27.524071,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:28.506310,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:29.469626,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:30.429748,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:31.362518,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:32.327504,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:33.271637,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:34.271898,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:35.221525,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:36.213863,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:37.173302,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:38.148029,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:39.107975,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:40.047022,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:40.983121,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:41.948395,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:42.938544,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:43.924901,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:44.903549,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 31.333333333333336)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:45.855410,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.3125)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:46.837978,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.3125)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:47.768860,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.3125)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:48.720177,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.3125)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:49.645680,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.3125)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:50.607637,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.3125)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:51.562972,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.3125)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:52.554994,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.3125)","(1.85, 2.44, 1.984)","(61.0, 560.0, 459.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 41.09090909090909)","(71.0, 580.0, 529.0)"
08-01-2023 11:49:53.536567,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.3125)","(1.85, 2.44, 1.984)","(61.0, 560.0, 467.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 580.0, 503.33333333333337)"
08-01-2023 11:49:54.548229,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 1.984)","(61.0, 570.0, 467.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:49:55.502023,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 1.984)","(61.0, 570.0, 467.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:49:56.462481,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 1.984)","(61.0, 570.0, 467.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:49:57.516590,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 1.984)","(61.0, 570.0, 467.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:49:58.748830,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 1.984)","(61.0, 570.0, 467.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:49:59.769155,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 1.984)","(61.0, 570.0, 467.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:00.801635,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 1.984)","(61.0, 570.0, 467.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:01.855062,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 1.984)","(61.0, 570.0, 467.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:02.827214,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 1.984)","(61.0, 570.0, 467.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:03.784906,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 1.984)","(61.0, 570.0, 467.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:04.727407,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.24)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 1.984)","(61.0, 570.0, 467.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:05.804898,"(2.7, 4.7, 4.316)","(5.5, 10.0, 8.620000000000001)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 1.984)","(61.0, 570.0, 467.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:06.907302,"(2.7, 4.7, 4.316)","(5.5, 10.0, 8.620000000000001)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 1.984)","(61.0, 570.0, 467.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:07.894652,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.75)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 1.984)","(61.0, 570.0, 467.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:08.906656,"(2.7, 4.7, 4.316)","(5.5, 10.0, 7.359999999999999)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 1.984)","(61.0, 570.0, 467.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:09.927239,"(2.7, 4.7, 4.541666666666667)","(5.5, 10.0, 8.9)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 2.0941176470588236)","(61.0, 570.0, 485.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:10.910297,"(2.7, 4.7, 4.541666666666667)","(5.5, 10.0, 8.9)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 2.0941176470588236)","(61.0, 570.0, 485.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:11.883032,"(2.7, 4.7, 4.541666666666667)","(5.5, 10.0, 7.48)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 2.0941176470588236)","(61.0, 570.0, 485.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:12.852738,"(2.7, 4.7, 4.541666666666667)","(5.5, 10.0, 7.48)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 2.0941176470588236)","(61.0, 570.0, 485.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:13.817155,"(2.7, 4.7, 4.541666666666667)","(5.5, 10.0, 7.48)","(15.0, 50.0, 30.555555555555557)","(1.85, 2.44, 2.0941176470588236)","(61.0, 570.0, 485.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:14.755577,"(2.7, 4.7, 4.541666666666667)","(5.5, 10.0, 7.48)","(15.0, 50.0, 21.25)","(1.85, 2.44, 2.0941176470588236)","(61.0, 570.0, 485.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:15.716088,"(2.7, 4.7, 4.541666666666667)","(5.5, 10.0, 7.48)","(15.0, 50.0, 21.25)","(1.85, 2.44, 2.0941176470588236)","(61.0, 570.0, 485.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:16.670192,"(2.7, 4.7, 4.541666666666667)","(5.5, 10.0, 7.48)","(15.0, 50.0, 21.25)","(1.85, 2.44, 2.0941176470588236)","(61.0, 570.0, 485.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(71.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:17.644770,"(2.7, 4.7, 4.541666666666667)","(5.5, 10.0, 7.48)","(15.0, 50.0, 21.25)","(1.85, 2.44, 2.0941176470588236)","(71.0, 570.0, 485.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(81.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:18.627038,"(2.7, 4.7, 4.324)","(5.5, 10.0, 8.74)","(15.0, 50.0, 21.25)","(1.85, 2.44, 2.0941176470588236)","(71.0, 570.0, 485.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(81.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:19.591375,"(2.7, 4.7, 4.324)","(5.5, 10.0, 7.95)","(15.0, 50.0, 21.25)","(1.85, 2.44, 2.0941176470588236)","(71.0, 570.0, 506.25)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(81.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:20.579591,"(2.7, 4.7, 4.324)","(5.5, 10.0, 7.95)","(15.0, 50.0, 21.25)","(1.85, 2.44, 2.0941176470588236)","(71.0, 570.0, 505.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(81.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:21.691679,"(2.7, 4.7, 4.324)","(5.5, 10.0, 7.95)","(15.0, 50.0, 21.25)","(1.85, 2.44, 2.0941176470588236)","(71.0, 570.0, 495.7142857142858)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(81.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:22.697617,"(2.7, 4.7, 4.324)","(5.5, 10.0, 7.48)","(15.0, 50.0, 21.25)","(1.85, 2.44, 2.0941176470588236)","(71.0, 570.0, 505.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(81.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:23.654023,"(2.7, 4.7, 4.324)","(5.5, 10.0, 7.48)","(15.0, 50.0, 21.25)","(1.85, 2.44, 2.0941176470588236)","(71.0, 570.0, 505.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(81.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:24.601640,"(2.7, 4.7, 4.324)","(5.5, 10.0, 8.74)","(15.0, 50.0, 21.25)","(1.85, 2.44, 2.0941176470588236)","(71.0, 570.0, 505.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(81.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:25.554436,"(2.7, 4.7, 4.324)","(5.5, 10.0, 7.95)","(15.0, 50.0, 21.25)","(1.85, 2.44, 2.0941176470588236)","(71.0, 570.0, 505.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(81.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:26.535651,"(2.7, 4.7, 4.324)","(5.5, 10.0, 7.95)","(15.0, 50.0, 21.25)","(1.85, 2.44, 2.0941176470588236)","(71.0, 570.0, 505.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(81.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:27.521518,"(2.7, 4.7, 4.324)","(5.5, 10.0, 7.95)","(15.0, 50.0, 21.25)","(1.85, 2.44, 2.0941176470588236)","(71.0, 570.0, 505.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(81.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:28.493595,"(2.7, 4.7, 4.324)","(5.5, 10.0, 8.566666666666666)","(15.0, 50.0, 21.25)","(1.85, 2.44, 2.0941176470588236)","(71.0, 570.0, 505.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(81.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:29.465237,"(2.7, 4.7, 4.324)","(5.5, 10.0, 8.2)","(15.0, 50.0, 21.25)","(1.85, 2.44, 2.0941176470588236)","(71.0, 570.0, 505.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(81.0, 590.0, 503.33333333333337)"
08-01-2023 11:50:30.449486,"(2.7, 4.7, 4.324)","(5.5, 10.0, 7.95)","(15.0, 48.0, 20.916666666666668)","(1.85, 2.44, 2.0941176470588236)","(71.0, 570.0, 505.0)","(10.0, 22.0, 12.833333333333334)","(31.0, 100.0, 48.57142857142857)","(81.0, 590.0, 503.33333333333337)"
