,Rapid Renegade,Layla,Clansman Douglas,Vixen Jenny,Express Way,Commissar,Just Like Lucy,Love Race
11-01-2023 12:09:29.351632,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:30.412100,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:31.403532,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:32.422385,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:33.470382,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:34.452978,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:35.440518,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:36.456379,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:37.476423,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:38.469767,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:39.482237,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:40.580343,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:41.615911,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:42.623732,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:43.795973,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:44.905044,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:45.946436,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:46.986327,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:48.038879,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:49.025373,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:50.073468,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:51.122071,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:52.139426,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:53.178014,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:54.227736,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:55.311229,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:56.349686,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:57.348224,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:58.385210,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:09:59.474415,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:00.532314,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:01.578616,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:02.664691,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:03.701707,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:04.743205,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:05.798057,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:06.845916,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:07.932570,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:08.991882,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:09.964210,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:10.971639,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:11.937344,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:12.952429,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:13.932345,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:14.990512,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:15.990487,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:17.007286,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:18.011165,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:19.081728,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:20.119745,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:21.162559,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:22.185849,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:23.276194,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:24.412886,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:25.516880,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:26.647366,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:27.746715,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:28.834594,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:29.922396,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:30.948273,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:32.063842,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:33.214171,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:34.342984,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:35.420126,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:36.543841,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:37.682762,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:38.814905,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:39.901527,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:40.951814,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:42.007962,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:43.018376,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:44.011271,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:45.049802,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:46.135609,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:47.235906,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:48.362489,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:49.465798,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:50.578881,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:51.697003,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:52.797299,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:53.957563,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:55.063818,"(7.5, 20.0, 19.258823529411764)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
11-01-2023 12:10:56.109854,"(7.5, 19.5, 18.788235294117648)","(5.5, 8.2, 7.628571428571428)","(10.0, 32.0, 30.133333333333333)","(6.0, 9.6, 8.778947368421052)","(7.0, 12.5, 11.35625)","(5.0, 7.2, 6.7)","(5.5, 11.5, 9.61)","(4.4, 7.0, 5.218181818181819)"
