,Hendy,Canya Bellatrix,Fleet Feet Pete,Tuta Rose,Dont Tell Helen,Master Blake
04-01-2023 14:58:11.463774,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.772727272727273)"
04-01-2023 14:58:12.427049,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.772727272727273)"
04-01-2023 14:58:13.369145,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.772727272727273)"
04-01-2023 14:58:14.429838,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.772727272727273)"
04-01-2023 14:58:15.509163,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.772727272727273)"
04-01-2023 14:58:16.514813,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.772727272727273)"
04-01-2023 14:58:17.422801,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.772727272727273)"
04-01-2023 14:58:18.350640,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.772727272727273)"
04-01-2023 14:58:19.436503,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.772727272727273)"
04-01-2023 14:58:20.477991,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.772727272727273)"
04-01-2023 14:58:21.490720,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.772727272727273)"
04-01-2023 14:58:22.370713,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.772727272727273)"
04-01-2023 14:58:23.263064,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.0)"
04-01-2023 14:58:24.246607,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.0)"
04-01-2023 14:58:25.383038,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 22.0)"
04-01-2023 14:58:26.551894,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 22.0)"
04-01-2023 14:58:27.589731,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.318181818181817)"
04-01-2023 14:58:28.566130,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.318181818181817)"
04-01-2023 14:58:29.570773,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.318181818181817)"
04-01-2023 14:58:30.553074,"(2.25, 3.8, 2.652941176470588)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.318181818181817)"
04-01-2023 14:58:31.622200,"(2.25, 3.7, 2.922222222222222)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.318181818181817)"
04-01-2023 14:58:32.711854,"(2.25, 3.7, 2.922222222222222)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.318181818181817)"
04-01-2023 14:58:33.699217,"(2.25, 3.6, 3.1666666666666665)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.318181818181817)"
04-01-2023 14:58:34.713901,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.318181818181817)"
04-01-2023 14:58:35.740563,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.318181818181817)"
04-01-2023 14:58:36.731034,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.318181818181817)"
04-01-2023 14:58:37.883765,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 29.11111111111111)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.318181818181817)"
04-01-2023 14:58:38.907779,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 29.11111111111111)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.318181818181817)"
04-01-2023 14:58:39.957469,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.318181818181817)"
04-01-2023 14:58:40.960065,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.318181818181817)"
04-01-2023 14:58:41.992054,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.318181818181817)"
04-01-2023 14:58:42.977028,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.318181818181817)"
04-01-2023 14:58:43.991753,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 22.5)"
04-01-2023 14:58:44.973108,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 24.416666666666668)"
04-01-2023 14:58:46.054641,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 24.416666666666668)"
04-01-2023 14:58:47.198704,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.772727272727273)"
04-01-2023 14:58:48.305892,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 34.0, 23.75)"
04-01-2023 14:58:49.353206,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:58:50.345534,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:58:51.373711,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:58:52.360053,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:58:53.351579,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:58:54.321054,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:58:55.397175,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:58:56.430905,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:58:57.446330,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:58:58.440593,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:58:59.361340,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:59:00.348146,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:59:01.347249,"(2.25, 3.6, 2.8777777777777778)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:59:02.315908,"(2.25, 3.5, 2.833333333333333)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:59:03.380898,"(2.25, 3.5, 2.833333333333333)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:59:04.424919,"(2.25, 3.45, 2.683333333333333)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:59:05.469821,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:59:06.442176,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.75)"
04-01-2023 14:59:07.377225,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 22.909090909090907)"
04-01-2023 14:59:08.357493,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 22.909090909090907)"
04-01-2023 14:59:09.594627,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 22.090909090909093)"
04-01-2023 14:59:10.570716,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 29.11111111111111)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 22.090909090909093)"
04-01-2023 14:59:11.590120,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 29.11111111111111)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 19.333333333333332)"
04-01-2023 14:59:12.825873,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 19.333333333333332)"
04-01-2023 14:59:14.036121,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 19.333333333333332)"
04-01-2023 14:59:15.342841,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 19.333333333333332)"
04-01-2023 14:59:16.544016,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 19.333333333333332)"
04-01-2023 14:59:17.685500,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 19.333333333333332)"
04-01-2023 14:59:18.768284,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.5)"
04-01-2023 14:59:19.932432,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.5)"
04-01-2023 14:59:21.161055,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.5)"
04-01-2023 14:59:22.263486,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.5)"
04-01-2023 14:59:23.319105,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.5)"
04-01-2023 14:59:24.405298,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.5)"
04-01-2023 14:59:25.244627,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.5)"
04-01-2023 14:59:26.285101,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.5)"
04-01-2023 14:59:27.323435,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.5)"
04-01-2023 14:59:28.380570,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.5)"
04-01-2023 14:59:29.509586,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.5)"
04-01-2023 14:59:30.523849,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.5)"
04-01-2023 14:59:31.487391,"(2.25, 3.4, 2.7888888888888888)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.5)"
04-01-2023 14:59:32.569775,"(2.25, 3.4, 3.033333333333333)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.5)"
04-01-2023 14:59:33.670378,"(2.25, 3.3, 2.7444444444444445)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.5)"
04-01-2023 14:59:34.874104,"(2.25, 3.3, 2.7444444444444445)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 23.5)"
04-01-2023 14:59:36.055969,"(2.25, 3.25, 2.6166666666666667)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 22.636363636363633)"
04-01-2023 14:59:37.363151,"(2.25, 3.2, 2.7)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 25.5)"
04-01-2023 14:59:38.625485,"(2.25, 3.2, 2.7)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:39.836007,"(2.25, 3.2, 2.7)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:41.132847,"(2.25, 3.2, 2.7)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:42.208125,"(2.25, 3.2, 2.7)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.283333333333333)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:43.478381,"(2.25, 3.2, 2.7)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.522222222222222)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:44.495801,"(2.25, 3.2, 2.7)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.522222222222222)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:45.449433,"(2.25, 3.2, 2.7)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.522222222222222)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:46.520427,"(2.25, 3.2, 2.7)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.522222222222222)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:47.566474,"(2.25, 3.2, 2.7)","(14.0, 48.0, 29.666666666666664)","(4.0, 6.0, 5.522222222222222)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:48.557334,"(2.25, 3.2, 2.7)","(14.0, 48.0, 29.11111111111111)","(4.0, 6.0, 5.522222222222222)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:49.628445,"(2.25, 3.2, 2.7)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.522222222222222)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:50.635765,"(2.25, 3.2, 2.7)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.522222222222222)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:51.591838,"(2.25, 3.2, 2.7)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.522222222222222)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:52.564405,"(2.25, 3.2, 2.7)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.522222222222222)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:53.534317,"(2.25, 3.2, 2.7)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.522222222222222)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:54.597282,"(2.25, 3.2, 2.7)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.609090909090909)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:55.708023,"(2.25, 3.2, 2.7)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.609090909090909)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:56.698264,"(2.25, 3.2, 2.7)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.609090909090909)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 20.0)"
04-01-2023 14:59:57.667495,"(2.25, 3.2, 2.7)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.609090909090909)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 21.9)"
04-01-2023 14:59:58.642685,"(2.25, 3.2, 2.7)","(14.0, 48.0, 27.0625)","(4.0, 6.0, 5.609090909090909)","(61.0, 490.0, 248.9090909090909)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 21.9)"
