,Hendy,Canya Bellatrix,Fleet Feet Pete,Tuta Rose,Dont Tell Helen,Master Blake
04-01-2023 15:02:31.847810,"(2.25, 3.7, 2.922222222222222)","(15.0, 48.0, 26.0)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.5428571428571427)","(12.0, 36.0, 26.076923076923077)"
04-01-2023 15:02:32.909007,"(2.25, 3.7, 2.922222222222222)","(15.0, 55.0, 32.22222222222222)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.076923076923077)"
04-01-2023 15:02:33.960162,"(2.25, 3.7, 2.922222222222222)","(15.0, 55.0, 29.6875)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.076923076923077)"
04-01-2023 15:02:34.916529,"(2.25, 3.7, 2.922222222222222)","(15.0, 55.0, 29.6875)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 23.4)"
04-01-2023 15:02:35.854243,"(2.25, 3.7, 2.922222222222222)","(15.0, 55.0, 29.6875)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 23.4)"
04-01-2023 15:02:36.824052,"(2.25, 3.7, 2.922222222222222)","(15.0, 55.0, 29.6875)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 23.4)"
04-01-2023 15:02:37.744998,"(2.25, 3.7, 2.922222222222222)","(15.0, 55.0, 29.6875)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 22.333333333333332)"
04-01-2023 15:02:38.714296,"(2.25, 3.7, 2.922222222222222)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:39.623408,"(2.25, 3.7, 2.922222222222222)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:40.482401,"(2.25, 3.7, 2.922222222222222)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:41.470082,"(2.25, 3.7, 2.922222222222222)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:42.487212,"(2.25, 3.7, 2.922222222222222)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:43.508406,"(2.25, 3.7, 2.922222222222222)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:44.558063,"(2.25, 3.7, 2.922222222222222)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:45.499345,"(2.25, 3.7, 2.922222222222222)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:46.382014,"(2.25, 3.65, 2.6857142857142855)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:47.368246,"(2.25, 3.6, 2.8777777777777778)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:48.320233,"(2.25, 3.6, 2.8777777777777778)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:49.237214,"(2.25, 3.55, 2.6333333333333333)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:50.207064,"(2.25, 3.5, 2.833333333333333)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:51.143963,"(2.25, 3.5, 2.833333333333333)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:52.080307,"(2.25, 3.5, 2.833333333333333)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:53.018060,"(2.25, 3.5, 2.833333333333333)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:53.895579,"(2.25, 3.5, 2.833333333333333)","(15.0, 55.0, 28.333333333333336)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:54.830621,"(2.25, 3.5, 2.833333333333333)","(15.0, 55.0, 28.333333333333336)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:55.742738,"(2.25, 3.5, 2.833333333333333)","(15.0, 55.0, 30.714285714285715)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:56.772957,"(2.25, 3.5, 2.833333333333333)","(15.0, 55.0, 27.666666666666664)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:57.754010,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:58.774348,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 26.53846153846154)"
04-01-2023 15:02:59.750346,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 22.666666666666668)"
04-01-2023 15:03:00.652544,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 22.666666666666668)"
04-01-2023 15:03:01.611657,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 5.609090909090909)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 21.454545454545453)"
04-01-2023 15:03:02.624443,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.988235294117647)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 21.454545454545453)"
04-01-2023 15:03:03.654817,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.988235294117647)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:04.679459,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.988235294117647)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:05.515772,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.988235294117647)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:06.470473,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.8533333333333335)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:07.426003,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:08.349257,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:09.327982,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:10.230046,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:11.168842,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:12.248450,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:13.229799,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.551162790697674)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:14.158039,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.7305882352941175)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:15.071704,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.7305882352941175)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:15.978528,"(2.25, 3.5, 3.1)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.7305882352941175)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:16.977601,"(2.25, 3.45, 2.6285714285714286)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:17.954280,"(2.25, 3.4, 3.033333333333333)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:18.908043,"(2.25, 3.4, 2.7888888888888888)","(15.0, 55.0, 25.545454545454547)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 25.6)"
04-01-2023 15:03:19.813840,"(2.25, 3.35, 2.65)","(15.0, 55.0, 28.333333333333336)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 27.875)"
04-01-2023 15:03:20.765149,"(2.25, 3.3, 2.9666666666666663)","(15.0, 55.0, 28.333333333333336)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 27.875)"
04-01-2023 15:03:21.682838,"(2.25, 3.3, 2.9666666666666663)","(15.0, 55.0, 28.333333333333336)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 27.875)"
04-01-2023 15:03:22.648422,"(2.25, 3.3, 2.9666666666666663)","(15.0, 55.0, 28.333333333333336)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 27.875)"
04-01-2023 15:03:23.621852,"(2.25, 3.3, 2.7444444444444445)","(15.0, 55.0, 28.333333333333336)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 27.875)"
04-01-2023 15:03:24.561637,"(2.25, 3.3, 2.7444444444444445)","(15.0, 55.0, 31.285714285714285)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 27.875)"
04-01-2023 15:03:25.550468,"(2.25, 3.3, 2.7444444444444445)","(15.0, 55.0, 25.18181818181818)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 29.90625)"
04-01-2023 15:03:26.519283,"(2.25, 3.3, 2.7444444444444445)","(15.0, 55.0, 25.18181818181818)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 29.90625)"
04-01-2023 15:03:27.472693,"(2.25, 3.3, 2.7444444444444445)","(15.0, 55.0, 25.18181818181818)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 29.90625)"
04-01-2023 15:03:28.512328,"(2.25, 3.3, 2.7444444444444445)","(15.0, 55.0, 25.18181818181818)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 29.90625)"
04-01-2023 15:03:29.516897,"(2.25, 3.3, 2.5)","(15.0, 55.0, 25.18181818181818)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 29.90625)"
04-01-2023 15:03:30.382660,"(2.25, 3.3, 2.5)","(15.0, 55.0, 25.18181818181818)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 29.90625)"
04-01-2023 15:03:31.301194,"(2.25, 3.3, 2.5)","(15.0, 55.0, 25.18181818181818)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 29.90625)"
04-01-2023 15:03:32.305207,"(2.25, 3.3, 2.5)","(15.0, 55.0, 25.18181818181818)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 29.90625)"
04-01-2023 15:03:33.280727,"(2.25, 3.3, 2.5)","(15.0, 55.0, 31.57142857142857)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 29.90625)"
04-01-2023 15:03:34.221687,"(2.25, 3.3, 2.5)","(15.0, 55.0, 31.57142857142857)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 29.90625)"
04-01-2023 15:03:35.126128,"(2.25, 3.3, 2.5)","(15.0, 55.0, 31.57142857142857)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 29.90625)"
04-01-2023 15:03:36.087550,"(2.25, 3.3, 2.5)","(15.0, 55.0, 31.57142857142857)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 29.90625)"
04-01-2023 15:03:37.131037,"(2.25, 3.3, 2.5)","(15.0, 55.0, 31.57142857142857)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:38.106275,"(2.25, 3.3, 2.5)","(15.0, 55.0, 31.57142857142857)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:39.023408,"(2.25, 3.3, 2.5)","(15.0, 55.0, 31.57142857142857)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4935483870967743)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:39.983152,"(2.25, 3.3, 2.5)","(15.0, 55.0, 31.57142857142857)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.7615384615384615)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:40.903138,"(2.25, 3.3, 2.5)","(15.0, 55.0, 31.57142857142857)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.7615384615384615)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:41.848674,"(2.25, 3.3, 2.5)","(15.0, 55.0, 31.57142857142857)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.7615384615384615)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:42.853446,"(2.25, 3.3, 2.5)","(15.0, 55.0, 31.57142857142857)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.435483870967742)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:43.753928,"(2.25, 3.3, 2.5)","(15.0, 55.0, 31.57142857142857)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.435483870967742)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:44.675860,"(2.25, 3.3, 2.5)","(15.0, 55.0, 31.57142857142857)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.435483870967742)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:45.629632,"(2.25, 3.3, 2.5)","(15.0, 55.0, 31.57142857142857)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.719178082191781)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:46.543466,"(2.25, 3.3, 2.5)","(15.0, 55.0, 31.57142857142857)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.719178082191781)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:47.506118,"(2.25, 3.2, 2.6266666666666665)","(15.0, 55.0, 31.57142857142857)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.719178082191781)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:48.442653,"(2.25, 3.2, 2.4833333333333334)","(15.0, 55.0, 28.0)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.719178082191781)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:49.386823,"(2.25, 3.2, 2.4833333333333334)","(15.0, 55.0, 31.857142857142858)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.719178082191781)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:50.345316,"(2.25, 3.1, 2.5933333333333333)","(15.0, 55.0, 31.857142857142858)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.719178082191781)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:51.283955,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 31.857142857142858)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.719178082191781)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:52.299522,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.719178082191781)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:53.270677,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.4741935483870967)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:54.180206,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.532258064516129)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:55.128760,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.532258064516129)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:56.148355,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 294.8571428571429)","(2.45, 2.9, 2.532258064516129)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:57.144056,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 480.0, 336.0)","(2.45, 2.9, 2.532258064516129)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:58.170092,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 470.0, 289.1428571428571)","(2.45, 2.9, 2.532258064516129)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:03:59.146459,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 470.0, 289.1428571428571)","(2.45, 2.9, 2.532258064516129)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:04:00.036309,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 470.0, 289.1428571428571)","(2.45, 2.9, 2.532258064516129)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:04:00.990773,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 470.0, 289.1428571428571)","(2.45, 2.9, 2.532258064516129)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:04:01.963912,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 470.0, 289.1428571428571)","(2.45, 2.9, 2.532258064516129)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:04:02.892752,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 470.0, 289.1428571428571)","(2.45, 2.9, 2.532258064516129)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:04:03.805257,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 470.0, 289.1428571428571)","(2.45, 2.9, 2.532258064516129)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:04:04.681139,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 470.0, 289.1428571428571)","(2.45, 2.9, 2.532258064516129)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:04:05.628572,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 470.0, 289.1428571428571)","(2.45, 2.9, 2.532258064516129)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:04:06.658474,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 470.0, 289.1428571428571)","(2.45, 2.9, 2.532258064516129)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:04:07.689297,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 470.0, 289.1428571428571)","(2.45, 2.9, 2.532258064516129)","(12.0, 36.0, 27.789473684210527)"
04-01-2023 15:04:08.643550,"(2.25, 3.05, 2.5766666666666667)","(15.0, 55.0, 25.909090909090907)","(4.0, 6.0, 4.566666666666666)","(61.0, 470.0, 289.1428571428571)","(2.45, 2.9, 2.532258064516129)","(12.0, 36.0, 27.789473684210527)"
