,Singin Jules,Toxic Impurities,Mine Master,Go Goose Go,Bruisin Bull,Casino Rose,Psychotic Babe,Flying Foo Foo
04-01-2023 11:41:55.352898,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:41:56.584929,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:41:57.736493,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:41:58.867763,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:41:59.997417,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:01.209477,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:02.320623,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:03.390928,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:04.490132,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:05.662193,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:06.747293,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:07.856608,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:08.928426,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:09.952412,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:10.991795,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:11.999289,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:13.027846,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:14.069965,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:15.117913,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:16.174680,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 12.5, 11.695454545454545)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:17.222673,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:18.310092,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:19.421048,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:20.514958,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:21.636000,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:22.720307,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:23.827325,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:24.882592,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:25.935662,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:26.923651,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:27.950165,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:28.957141,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:30.002169,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:31.027070,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.90909090909091)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:32.091600,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 17.05)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.90909090909091)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:33.157628,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 17.05)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.90909090909091)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:34.274650,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 17.05)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.90909090909091)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:35.422336,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 17.05)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.90909090909091)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:36.515448,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 17.05)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.90909090909091)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:37.573638,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 17.05)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.90909090909091)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:38.751742,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 17.05)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.90909090909091)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:39.867630,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 17.05)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.90909090909091)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:40.973530,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 17.05)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:42.032798,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:43.070390,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:44.124110,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:45.221381,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:46.304447,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:47.360230,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:48.485305,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:49.612837,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:50.722074,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:51.886761,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:52.942638,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:54.107141,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:55.238274,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:56.343665,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:57.477350,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:58.559761,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:42:59.623187,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:00.662656,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:01.727731,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:02.733221,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:03.801401,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:04.876586,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 16.95)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 55.22727272727273)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:06.034684,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 17.966666666666665)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:07.170695,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:08.260244,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:09.493047,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:10.643358,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:11.758548,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:12.857932,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:13.974004,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:15.105438,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:16.156015,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:17.238750,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:18.278561,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:19.394072,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:20.427961,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
04-01-2023 11:43:21.533008,"(4.8, 8.0, 7.54054054054054)","(8.5, 20.0, 18.0)","(7.0, 13.0, 12.39047619047619)","(7.0, 14.0, 13.263157894736842)","(21.0, 85.0, 61.78571428571429)","(19.0, 70.0, 53.59375)","(2.15, 3.35, 2.1864444444444446)","(7.0, 15.0, 14.432432432432432)"
