,Lees Bonus,Who Split Tens,Handsome Alert,Over Thinking,Omar Dutton,Once Again,Skinny Wit,All Lies Ahead
08-01-2023 17:19:45.489398,"(51.0, 440.0, 171.76470588235293)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 3.1020000000000003)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 83.19999999999999)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.5, 4.275)"
08-01-2023 17:19:46.606851,"(51.0, 440.0, 171.76470588235293)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 3.1020000000000003)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 83.19999999999999)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.5, 4.275)"
08-01-2023 17:19:47.701874,"(51.0, 440.0, 171.76470588235293)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 3.1020000000000003)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 83.19999999999999)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.5, 4.275)"
08-01-2023 17:19:48.835588,"(51.0, 440.0, 171.76470588235293)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 3.1020000000000003)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 83.19999999999999)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.5, 4.275)"
08-01-2023 17:19:49.909351,"(51.0, 440.0, 171.76470588235293)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 3.1020000000000003)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 94.0)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.5, 4.275)"
08-01-2023 17:19:50.970314,"(51.0, 440.0, 171.76470588235293)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 3.1020000000000003)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 94.0)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.5, 4.275)"
08-01-2023 17:19:52.093115,"(51.0, 440.0, 171.76470588235293)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 3.1020000000000003)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 94.0)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.5, 4.275)"
08-01-2023 17:19:53.267442,"(51.0, 440.0, 171.76470588235293)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 3.1020000000000003)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 94.0)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.5, 4.275)"
08-01-2023 17:19:54.373886,"(51.0, 440.0, 171.76470588235293)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 3.1020000000000003)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 94.0)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.5, 4.275)"
08-01-2023 17:19:55.504277,"(51.0, 440.0, 171.76470588235293)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 2.87)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 72.6923076923077)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.5, 4.275)"
08-01-2023 17:19:56.617126,"(51.0, 440.0, 110.0)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 3.045)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 72.6923076923077)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.5, 4.275)"
08-01-2023 17:19:57.935414,"(51.0, 440.0, 84.61538461538461)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 2.704285714285714)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 72.6923076923077)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.5, 4.275)"
08-01-2023 17:19:59.192197,"(51.0, 440.0, 110.0)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 3.2412)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 72.6923076923077)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.5, 4.275)"
08-01-2023 17:20:00.427449,"(51.0, 440.0, 110.0)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 2.896666666666667)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 64.0)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.5, 3.7750000000000004)"
08-01-2023 17:20:01.722789,"(51.0, 410.0, 197.0)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 2.896666666666667)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 64.0)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.4, 3.7479999999999998)"
08-01-2023 17:20:02.867625,"(51.0, 410.0, 197.0)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 2.704285714285714)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:04.183723,"(51.0, 420.0, 121.36363636363636)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 3.21)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:05.296053,"(51.0, 420.0, 121.36363636363636)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 3.2710526315789474)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:06.395330,"(51.0, 410.0, 173.33333333333331)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 3.058)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:07.436927,"(51.0, 410.0, 173.33333333333331)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 3.058)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:08.544595,"(51.0, 410.0, 173.33333333333331)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.8633333333333333)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:09.725997,"(51.0, 410.0, 173.33333333333331)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 3.2710526315789474)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 64.42857142857143)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:10.929940,"(51.0, 410.0, 173.33333333333331)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 3.275263157894737)","(2.35, 3.75, 3.616315789473684)","(26.0, 130.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:12.120573,"(51.0, 410.0, 173.33333333333331)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 3.275263157894737)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:13.254442,"(51.0, 410.0, 173.33333333333331)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.876666666666667)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:14.333191,"(51.0, 410.0, 173.33333333333331)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.9033333333333333)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:15.443159,"(51.0, 410.0, 173.33333333333331)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.9033333333333333)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:16.620318,"(51.0, 410.0, 173.33333333333331)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.9033333333333333)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:17.847559,"(51.0, 410.0, 126.0)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.9033333333333333)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:18.985912,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.9033333333333333)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:20.025763,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.9033333333333333)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:21.166805,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.9033333333333333)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:22.293622,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.9033333333333333)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:23.436327,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.9033333333333333)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:24.543371,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.9033333333333333)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:25.661018,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.9033333333333333)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:26.806543,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.9033333333333333)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:27.982111,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.9033333333333333)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:29.172918,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.9033333333333333)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:30.277883,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.9033333333333333)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.7479999999999998)"
08-01-2023 17:20:31.397893,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.740909090909091)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 4.211111111111111)"
08-01-2023 17:20:32.436024,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.35, 2.7363636363636363)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.5, 3.585)"
08-01-2023 17:20:33.518071,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.3, 2.7363636363636363)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.585)"
08-01-2023 17:20:34.631381,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:20:35.734736,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.6174999999999997)"
08-01-2023 17:20:36.788054,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.6174999999999997)"
08-01-2023 17:20:37.868161,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.6174999999999997)"
08-01-2023 17:20:38.852861,"(51.0, 420.0, 107.14285714285714)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.6174999999999997)"
08-01-2023 17:20:39.969908,"(51.0, 400.0, 131.66666666666669)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.6174999999999997)"
08-01-2023 17:20:41.100698,"(51.0, 380.0, 185.0)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.6174999999999997)"
08-01-2023 17:20:42.257748,"(51.0, 380.0, 136.25)","(21.0, 90.0, 37.2)","(91.0, 580.0, 412.5)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 60.72727272727273)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.6174999999999997)"
08-01-2023 17:20:43.376915,"(51.0, 380.0, 136.25)","(21.0, 90.0, 37.2)","(91.0, 480.0, 300.0)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 68.0)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:20:44.457653,"(51.0, 380.0, 136.25)","(21.0, 90.0, 37.2)","(91.0, 480.0, 300.0)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 100.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:20:45.534894,"(51.0, 380.0, 136.25)","(21.0, 90.0, 37.2)","(91.0, 480.0, 300.0)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:20:46.617535,"(51.0, 370.0, 181.0)","(21.0, 90.0, 37.2)","(91.0, 480.0, 300.0)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:20:47.687135,"(51.0, 370.0, 181.0)","(21.0, 90.0, 37.2)","(91.0, 480.0, 300.0)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:20:48.842652,"(51.0, 370.0, 181.0)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:20:49.946998,"(51.0, 370.0, 253.75)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:20:51.046029,"(51.0, 370.0, 200.9090909090909)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 93.71428571428571)","(41.0, 330.0, 154.8)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:20:52.204010,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 69.81818181818181)","(41.0, 330.0, 154.8)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:20:53.371955,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 69.81818181818181)","(41.0, 330.0, 154.8)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:20:54.529337,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 69.81818181818181)","(41.0, 330.0, 154.8)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:20:55.622304,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 69.81818181818181)","(41.0, 330.0, 154.8)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:20:56.724143,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 69.81818181818181)","(41.0, 330.0, 154.8)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:20:57.859436,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 69.81818181818181)","(41.0, 330.0, 154.8)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:20:59.013915,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 69.81818181818181)","(41.0, 330.0, 154.8)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:21:00.209010,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 69.81818181818181)","(41.0, 330.0, 154.8)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:21:01.380891,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 495.83333333333337)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 74.0)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.4970588235294118)"
08-01-2023 17:21:02.513051,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.25, 2.7433333333333336)","(2.35, 3.75, 3.616315789473684)","(26.0, 120.0, 69.81818181818181)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.3714285714285714)"
08-01-2023 17:21:03.726989,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.25, 2.7869565217391306)","(2.35, 3.75, 2.9166666666666665)","(26.0, 120.0, 69.81818181818181)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.3, 3.4285714285714284)"
08-01-2023 17:21:04.877415,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.5, 2.8576923076923078)","(2.35, 3.75, 2.9433333333333334)","(26.0, 120.0, 73.0)","(41.0, 330.0, 123.88235294117646)","(2.9, 4.2, 3.48)"
08-01-2023 17:21:06.058785,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 580.0, 495.83333333333337)","(2.5, 3.45, 2.8576923076923078)","(2.35, 3.75, 2.9433333333333334)","(26.0, 100.0, 53.714285714285715)","(41.0, 330.0, 154.8)","(2.9, 4.2, 3.48)"
08-01-2023 17:21:07.258347,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 580.0, 412.5)","(2.5, 3.45, 2.8576923076923078)","(2.35, 3.75, 3.3466666666666667)","(26.0, 100.0, 53.714285714285715)","(41.0, 330.0, 154.8)","(2.9, 4.2, 3.48)"
08-01-2023 17:21:08.437766,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.45, 2.8461538461538463)","(2.35, 3.75, 3.3466666666666667)","(26.0, 100.0, 53.714285714285715)","(41.0, 330.0, 154.8)","(2.9, 4.2, 3.48)"
08-01-2023 17:21:09.616259,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.4, 2.8461538461538463)","(2.35, 3.75, 2.9433333333333334)","(26.0, 100.0, 53.714285714285715)","(41.0, 330.0, 154.8)","(2.9, 4.2, 3.48)"
08-01-2023 17:21:10.824771,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.4, 2.8461538461538463)","(2.35, 3.75, 2.9433333333333334)","(26.0, 100.0, 53.714285714285715)","(41.0, 330.0, 154.8)","(2.9, 4.2, 3.7600000000000002)"
08-01-2023 17:21:11.982307,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.4, 2.8461538461538463)","(2.35, 3.75, 3.3466666666666667)","(26.0, 100.0, 53.714285714285715)","(41.0, 330.0, 154.8)","(2.9, 4.2, 3.7600000000000002)"
08-01-2023 17:21:13.181050,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.4, 2.8461538461538463)","(2.35, 3.75, 3.3466666666666667)","(26.0, 100.0, 53.714285714285715)","(41.0, 330.0, 154.8)","(2.9, 4.2, 3.7600000000000002)"
08-01-2023 17:21:14.559887,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.4, 2.8461538461538463)","(2.35, 3.75, 2.9433333333333334)","(26.0, 100.0, 53.714285714285715)","(41.0, 330.0, 154.8)","(2.9, 4.2, 3.7600000000000002)"
08-01-2023 17:21:15.905948,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.4, 2.8461538461538463)","(2.35, 3.75, 2.9433333333333334)","(26.0, 100.0, 53.714285714285715)","(41.0, 330.0, 154.8)","(2.9, 4.2, 3.7600000000000002)"
08-01-2023 17:21:17.115045,"(51.0, 360.0, 196.36363636363637)","(21.0, 90.0, 37.2)","(91.0, 480.0, 412.5)","(2.5, 3.4, 2.8461538461538463)","(2.35, 3.75, 2.9433333333333334)","(26.0, 100.0, 58.0)","(41.0, 330.0, 154.8)","(2.9, 4.2, 3.7600000000000002)"
