,Glory Daze,Morrissy,My Mate Sonny,Yulong Patrol,Imperial Hilton,Intellective,Pythagoras,Delightful Scoop,Fabians Spirit,Lets Atom,Warlist
08-01-2023 14:45:18.531787,"(2.9, 3.4, 3.286363636363636)","(4.0, 4.8, 4.795774647887324)","(7.5, 11.5, 10.9375)","(4.2, 5.8, 5.688)","(18.0, 55.0, 49.833333333333336)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:19.873188,"(2.9, 3.4, 3.286363636363636)","(4.0, 4.8, 4.795774647887324)","(7.5, 11.5, 10.9375)","(4.2, 5.8, 5.688)","(18.0, 55.0, 49.833333333333336)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:21.200304,"(2.9, 3.4, 3.286363636363636)","(4.0, 4.8, 4.795774647887324)","(7.5, 11.5, 10.9375)","(4.2, 5.8, 5.688)","(18.0, 55.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:22.460378,"(2.9, 3.4, 3.286363636363636)","(4.0, 4.8, 4.795774647887324)","(7.5, 11.5, 11.428571428571429)","(4.2, 5.8, 5.363636363636363)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:23.746049,"(2.9, 3.4, 3.286363636363636)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.428571428571429)","(4.2, 5.8, 5.363636363636363)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:25.046657,"(2.9, 3.4, 3.286363636363636)","(4.0, 4.8, 4.797163120567376)","(7.5, 12.0, 11.428571428571429)","(4.2, 5.8, 5.363636363636363)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:26.328854,"(2.9, 3.4, 3.286363636363636)","(4.0, 4.8, 4.797163120567376)","(7.5, 12.0, 11.428571428571429)","(4.2, 5.8, 5.363636363636363)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:27.586101,"(2.9, 3.4, 3.286363636363636)","(4.0, 4.8, 4.797163120567376)","(7.5, 12.0, 11.428571428571429)","(4.2, 5.8, 5.4363636363636365)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:28.819153,"(2.9, 3.4, 3.286363636363636)","(4.0, 4.8, 4.797163120567376)","(7.5, 12.0, 11.428571428571429)","(4.2, 5.8, 5.4363636363636365)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:30.073354,"(2.9, 3.4, 3.286363636363636)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.6)","(4.2, 5.8, 5.4363636363636365)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:31.329427,"(2.9, 3.4, 3.286363636363636)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.6)","(4.2, 5.8, 5.4363636363636365)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:32.537967,"(2.9, 3.4, 3.286363636363636)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.6)","(4.2, 5.8, 5.4363636363636365)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:33.748599,"(2.9, 3.4, 3.286363636363636)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.6)","(4.2, 5.8, 5.4363636363636365)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:34.992246,"(2.9, 3.4, 3.286363636363636)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.6)","(4.2, 5.8, 5.4363636363636365)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:36.293693,"(2.9, 3.35, 3.291666666666667)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.84)","(4.2, 5.8, 5.4363636363636365)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:37.589865,"(2.9, 3.3, 3.2166666666666663)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.84)","(4.2, 5.8, 5.4363636363636365)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:38.857224,"(2.9, 3.3, 3.2166666666666663)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.84)","(4.2, 5.8, 5.4363636363636365)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:40.145071,"(2.9, 3.3, 3.2166666666666663)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.84)","(4.2, 5.8, 5.4363636363636365)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:41.370738,"(2.9, 3.3, 3.2829545454545452)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.723076923076923)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:42.620687,"(2.9, 3.3, 3.2829545454545452)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.723076923076923)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:43.916846,"(2.9, 3.3, 3.2829545454545452)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.723076923076923)","(18.0, 60.0, 55.76470588235294)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:45.262894,"(2.9, 3.25, 3.2452380952380953)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.723076923076923)","(18.0, 60.0, 56.0)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:46.552699,"(2.9, 3.25, 3.2452380952380953)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.723076923076923)","(18.0, 60.0, 56.0)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:47.785418,"(2.9, 3.25, 3.2452380952380953)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.723076923076923)","(18.0, 60.0, 50.10526315789474)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:49.081445,"(2.9, 3.25, 3.2452380952380953)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.723076923076923)","(18.0, 55.0, 50.10526315789474)","(7.0, 9.8, 9.787500000000001)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:50.442369,"(2.9, 3.25, 3.2452380952380953)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.723076923076923)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.436363636363637)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:51.682267,"(2.9, 3.25, 3.2385057471264367)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.723076923076923)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.436363636363637)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:52.948764,"(2.9, 3.25, 3.2452380952380953)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.723076923076923)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.436363636363637)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:54.205429,"(2.9, 3.25, 3.2452380952380953)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.723076923076923)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.436363636363637)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:55.443022,"(2.9, 3.25, 3.2452380952380953)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.723076923076923)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.436363636363637)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:56.732247,"(2.9, 3.25, 3.2452380952380953)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.723076923076923)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.436363636363637)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:58.032459,"(2.9, 3.25, 3.2452380952380953)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.723076923076923)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.436363636363637)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:45:59.438311,"(2.9, 3.25, 3.2452380952380953)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.723076923076923)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.436363636363637)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:00.753275,"(2.9, 3.25, 3.2452380952380953)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.723076923076923)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:02.081937,"(2.9, 3.25, 3.2416666666666667)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:03.382806,"(2.9, 3.25, 3.2416666666666667)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:04.645766,"(2.9, 3.25, 3.2416666666666667)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:05.937425,"(2.9, 3.25, 3.2125)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:07.267071,"(2.9, 3.25, 3.2125)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:08.573373,"(2.9, 3.25, 3.2125)","(4.0, 4.8, 4.797163120567376)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:09.876553,"(2.9, 3.25, 3.2125)","(4.0, 4.8, 4.797163120567376)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:11.209038,"(2.9, 3.25, 3.2125)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:12.418362,"(2.9, 3.35, 3.3142857142857145)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.25)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:13.680913,"(2.9, 3.35, 3.3467105263157895)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:14.978051,"(2.9, 3.35, 3.3467105263157895)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:16.248104,"(2.9, 3.35, 3.3467105263157895)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:17.500668,"(2.9, 3.35, 3.3467105263157895)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:18.774105,"(2.9, 3.35, 3.3467105263157895)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:20.109254,"(2.9, 3.35, 3.3467105263157895)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:21.394542,"(2.9, 3.35, 3.3467105263157895)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:22.703812,"(2.9, 3.35, 3.3467105263157895)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.50909090909091)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:23.879911,"(2.9, 3.35, 3.3467105263157895)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.737254901960784)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:25.137792,"(2.9, 3.35, 3.3373417721518988)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.737254901960784)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:26.427749,"(2.9, 3.35, 3.3373417721518988)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.737254901960784)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:27.708319,"(2.9, 3.35, 3.3373417721518988)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.818181818181818)","(4.2, 5.8, 5.737254901960784)","(18.0, 55.0, 49.833333333333336)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:29.008272,"(2.9, 3.35, 3.3373417721518988)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.764705882352942)","(4.2, 5.8, 5.737254901960784)","(18.0, 60.0, 57.75)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:30.215994,"(2.9, 3.35, 3.3373417721518988)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.764705882352942)","(4.2, 5.8, 5.737254901960784)","(18.0, 60.0, 57.75)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:31.537402,"(2.9, 3.35, 3.3373417721518988)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.764705882352942)","(4.2, 5.8, 5.737254901960784)","(18.0, 60.0, 57.75)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:32.838113,"(2.9, 3.35, 3.3373417721518988)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.764705882352942)","(4.2, 5.8, 5.737254901960784)","(18.0, 60.0, 57.75)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:34.155011,"(2.9, 3.35, 3.3373417721518988)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.764705882352942)","(4.2, 5.8, 5.737254901960784)","(18.0, 60.0, 57.75)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:35.535526,"(2.9, 3.35, 3.3373417721518988)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 11.066666666666666)","(4.2, 5.8, 5.717948717948718)","(18.0, 60.0, 57.75)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
08-01-2023 14:46:36.894536,"(2.9, 3.35, 3.3261904761904764)","(4.0, 4.8, 4.795774647887324)","(7.5, 12.0, 10.444444444444445)","(4.2, 5.8, 5.717948717948718)","(18.0, 60.0, 57.75)","(7.0, 10.5, 10.394117647058824)","(10.0, 14.5, 13.642857142857142)","(101.0, 220.0, 160.0)","(101.0, 190.0, 158.33333333333334)","(101.0, 230.0, 195.0)","(101.0, 350.0, 255.0)"
