,Glory Daze,Morrissy,My Mate Sonny,Yulong Patrol,Imperial Hilton,Intellective,Pythagoras,Delightful Scoop,Fabians Spirit,Lets Atom,Warlist
08-01-2023 14:47:58.580141,"(2.9, 3.35, 3.330487804878049)","(4.0, 4.8, 4.725)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 10.35625)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:47:59.930043,"(2.9, 3.35, 3.330487804878049)","(4.0, 4.8, 4.725)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 10.35625)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:01.260975,"(2.9, 3.35, 3.330487804878049)","(4.0, 4.8, 4.725)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 10.35625)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:02.564796,"(2.9, 3.35, 3.330487804878049)","(4.0, 4.8, 4.725)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 10.35625)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:03.910098,"(2.9, 3.35, 3.330487804878049)","(4.0, 4.8, 4.725)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 10.378947368421052)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:05.235335,"(2.9, 3.35, 3.336666666666667)","(4.0, 4.8, 4.725)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 10.378947368421052)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:06.560973,"(2.9, 3.35, 3.336666666666667)","(4.0, 4.8, 4.725)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 10.378947368421052)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:07.883874,"(2.9, 3.35, 3.336666666666667)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 10.378947368421052)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:09.257695,"(2.9, 3.35, 3.336666666666667)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 10.378947368421052)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:10.659682,"(2.9, 3.35, 3.336666666666667)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 10.338461538461539)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:11.956341,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 9.55)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:13.264868,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.797183098591549)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 9.55)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:14.523633,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.797183098591549)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 9.55)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:15.763973,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.797183098591549)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 9.55)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:17.085727,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 9.55)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:18.439291,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 9.55)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:19.717739,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 9.55)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:20.971203,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 9.55)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:22.169054,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 9.55)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:23.477679,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 9.55)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:24.834569,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 9.957142857142857)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:26.226349,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 9.957142857142857)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:27.558829,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.428571428571429)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.35294117647059)","(7.0, 10.5, 9.957142857142857)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:28.862466,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.153846153846153)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 40.5)","(7.0, 10.5, 9.957142857142857)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:30.138912,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.153846153846153)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 40.5)","(7.0, 10.5, 9.957142857142857)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:31.469565,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.153846153846153)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 40.5)","(7.0, 10.5, 9.957142857142857)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:32.884666,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.9)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 49.2)","(7.0, 10.5, 10.373333333333333)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:34.200864,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.9)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 49.2)","(7.0, 10.5, 10.373333333333333)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:35.587289,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.9)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 49.2)","(7.0, 10.5, 10.373333333333333)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:36.970735,"(2.9, 3.35, 3.3283783783783782)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 10.9)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 49.2)","(7.0, 10.5, 10.373333333333333)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:38.385535,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.397297297297298)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:39.695120,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.397297297297298)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:40.913087,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.397297297297298)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:42.183897,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.397297297297298)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:43.456792,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.397297297297298)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:44.775370,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.397297297297298)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:46.121381,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.364)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:47.438665,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.364)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:48.764935,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.364)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:50.033594,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.364)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:51.271872,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.364)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:52.572567,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.364)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:53.949717,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.797183098591549)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.364)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:55.314240,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.797183098591549)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.364)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:56.647955,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.797183098591549)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.364)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:58.000610,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.797183098591549)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.364)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:48:59.363896,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.364)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:49:00.664209,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.364)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:49:01.935950,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.364)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:49:03.250133,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.364)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:49:04.589470,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.364)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:49:05.956493,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.45)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.025)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:49:07.285571,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.266666666666667)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 10.025)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:49:08.584675,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.266666666666667)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 9.35)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:49:09.804244,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.266666666666667)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 8.857142857142856)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:49:11.075233,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.266666666666667)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 8.857142857142856)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:49:12.413502,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.266666666666667)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 8.857142857142856)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:49:13.739713,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.266666666666667)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 8.857142857142856)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:49:15.048530,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.266666666666667)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 8.857142857142856)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:49:16.267265,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.266666666666667)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 8.857142857142856)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:49:17.471638,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.266666666666667)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 8.857142857142856)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
08-01-2023 14:49:18.714323,"(2.9, 3.35, 3.3055555555555554)","(4.0, 4.8, 4.7958041958041955)","(7.5, 12.0, 11.266666666666667)","(4.2, 5.8, 5.622222222222223)","(18.0, 55.0, 51.375)","(7.0, 10.5, 8.857142857142856)","(10.0, 14.5, 13.642857142857142)","(101.0, 210.0, 155.0)","(101.0, 180.0, 137.5)","(101.0, 230.0, 195.0)","(101.0, 330.0, 276.6666666666667)"
