,Our Bondi Beach,Parama Nz,Majordoit,Dikerry Nz,Golightly,Bitcoin,Feelingforarainbow,Rocknroll Classic,Mohs Em Down Nz,Courageous Saint
10-01-2023 17:04:03.384457,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:04.959763,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:06.773006,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:08.362913,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:09.868556,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:11.362683,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:12.828834,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:14.299517,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:15.738873,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:17.181946,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:18.595332,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:20.065216,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:21.544856,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:22.930870,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:24.399199,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:25.962341,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:27.465876,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:28.946511,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:30.696432,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:32.311183,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:33.818032,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:35.262690,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:36.656728,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:38.026580,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:39.340260,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:40.671091,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:42.173809,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:43.570828,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:44.943130,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:46.284205,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:47.587240,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:48.838261,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:50.357449,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:51.776604,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:53.161432,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:54.893190,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:56.472301,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:57.735886,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:04:58.994904,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:05:00.292142,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:05:01.703263,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:05:03.071216,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:05:04.353877,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:05:05.583934,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:05:06.884998,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.45)","(101.0, 99999, 99990)","(8.5, 14.5, 11.65)"
10-01-2023 17:05:08.164677,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 14.5, 9.955555555555556)"
10-01-2023 17:05:09.431890,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.265000000000001)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 14.0, 9.955555555555556)"
10-01-2023 17:05:10.745778,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.365384615384616)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 14.0, 11.0)"
10-01-2023 17:05:12.067729,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.365384615384616)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 13.0, 11.1)"
10-01-2023 17:05:13.312789,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.0)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 13.0, 10.85)"
10-01-2023 17:05:14.607943,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.0)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:15.960741,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.0)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:17.215003,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.295)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:18.434830,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.295)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:19.666499,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.295)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:20.904043,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.295)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:22.167825,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.295)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:23.387765,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.295)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:24.585740,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.295)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:25.809655,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.295)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:26.992545,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.295)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:28.321919,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.295)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:29.627018,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.295)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:30.928318,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.295)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:32.236596,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.295)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:33.546398,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.295)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:34.857389,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.295)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:36.122338,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.295)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 10.925)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:37.352611,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.388461538461539)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.5, 12.2)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:38.725628,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.388461538461539)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.0, 11.0)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:39.960124,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 36.333333333333336)","(3.4, 4.7, 4.388461538461539)","(6.0, 8.8, 7.640000000000001)","(9.0, 15.0, 10.675)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:41.275297,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 46.0)","(3.4, 4.7, 4.388461538461539)","(6.0, 8.8, 7.640000000000001)","(9.0, 14.5, 10.675)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:42.511439,"(7.5, 10.0, 9.040000000000001)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 46.0)","(3.4, 4.7, 4.388461538461539)","(6.0, 8.8, 7.640000000000001)","(9.0, 14.5, 10.675)","(101.0, 99999, 99990)","(8.5, 12.5, 11.766666666666666)"
10-01-2023 17:05:43.726744,"(7.5, 10.0, 9.325)","(3.0, 99999, 99990)","(11.0, 18.5, 14.5)","(26.0, 99999, 99990)","(31.0, 55.0, 46.0)","(3.4, 4.7, 4.388461538461539)","(6.0, 8.8, 7.640000000000001)","(9.0, 14.5, 10.675)","(101.0, 99999, 99990)","(8.5, 12.5, 12.225)"
