,Spring Luna,Wheres Johnson,Drink Long Necks,Impact,Times Three,Queen Of Cakes,Ticket To Venus
06-01-2023 15:30:35.745790,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.95)","(41.0, 330.0, 115.0)","(2.5, 4.0, 2.504)","(1.8, 2.7, 1.8447457627118644)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.5)"
06-01-2023 15:30:37.068594,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.95)","(41.0, 330.0, 115.0)","(2.5, 4.0, 2.691)","(1.8, 2.7, 2.389171270718232)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.5)"
06-01-2023 15:30:38.288244,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.95)","(41.0, 330.0, 115.0)","(2.5, 4.0, 2.691)","(1.8, 2.7, 1.7759322033898306)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.5)"
06-01-2023 15:30:39.788487,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.95)","(41.0, 330.0, 115.0)","(2.5, 4.0, 2.691)","(1.8, 2.7, 1.7759322033898306)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.5)"
06-01-2023 15:30:41.081392,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.95)","(41.0, 330.0, 115.0)","(2.5, 4.0, 2.504)","(1.8, 2.7, 1.7759322033898306)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.5)"
06-01-2023 15:30:42.241337,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.95)","(41.0, 330.0, 115.0)","(2.5, 4.0, 2.64)","(1.8, 2.7, 1.7759322033898306)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.5)"
06-01-2023 15:30:43.409355,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.95)","(41.0, 330.0, 115.0)","(2.5, 4.0, 2.64)","(1.8, 2.7, 1.7759322033898306)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.5)"
06-01-2023 15:30:44.559597,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.95)","(41.0, 330.0, 115.0)","(2.5, 4.0, 2.64)","(1.8, 2.7, 1.7759322033898306)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.5)"
06-01-2023 15:30:45.754058,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.95)","(41.0, 330.0, 115.0)","(2.5, 4.0, 2.64)","(1.8, 2.7, 1.7759322033898306)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.5)"
06-01-2023 15:30:46.915663,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.95)","(41.0, 330.0, 115.0)","(2.5, 4.0, 2.64)","(1.8, 2.7, 1.7759322033898306)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.5)"
06-01-2023 15:30:48.031177,"(51.0, 550.0, 466.66666666666663)","(5.0, 8.8, 5.95)","(41.0, 330.0, 115.0)","(2.5, 4.0, 2.64)","(1.8, 2.7, 1.7759322033898306)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.8125)"
06-01-2023 15:30:49.129244,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 4.0, 2.64)","(1.8, 2.7, 1.7759322033898306)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.8125)"
06-01-2023 15:30:50.326340,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 4.0, 2.64)","(1.8, 2.7, 1.7759322033898306)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.8125)"
06-01-2023 15:30:51.536118,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 4.0, 2.64)","(1.8, 2.7, 1.7759322033898306)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.8125)"
06-01-2023 15:30:52.664552,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 4.0, 2.97)","(1.8, 2.7, 1.8436363636363637)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.8125)"
06-01-2023 15:30:53.857897,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 1.8436363636363637)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.8125)"
06-01-2023 15:30:55.078069,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 1.8436363636363637)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.8125)"
06-01-2023 15:30:56.235354,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 1.8436363636363637)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.8125)"
06-01-2023 15:30:57.314241,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 1.8436363636363637)","(91.0, 650.0, 552.5)","(12.0, 60.0, 32.8125)"
06-01-2023 15:30:58.409680,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 1.8436363636363637)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:30:59.496383,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 1.8436363636363637)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:00.638816,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.3925)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:01.807563,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.3925)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:02.985046,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.3925)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:04.124081,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.3925)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:05.167257,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:06.270925,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:07.365631,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:08.465235,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:09.561657,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:10.629224,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:11.638314,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:12.652826,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:13.584881,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:14.776827,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:15.941373,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:17.111451,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:18.199874,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:19.293187,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:20.272480,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:21.498552,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:22.587164,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:23.535254,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:24.639284,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:25.614671,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:26.560286,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:27.640978,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:28.744236,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:29.731578,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:30.829738,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:31.950526,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:32.889318,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:33.896068,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:35.132464,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:36.118042,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:37.166108,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:38.334727,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:39.499743,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:40.669538,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:41.744546,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:42.951284,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:44.014801,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:45.091476,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:46.113792,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:47.202286,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:48.522783,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:49.633747,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:50.636925,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:51.641163,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:52.750099,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 552.5)","(12.0, 60.0, 35.0)"
06-01-2023 15:31:53.790865,"(51.0, 540.0, 295.0)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.0)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:31:54.839695,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:31:56.136378,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:31:57.464510,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:31:58.655939,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:00.123931,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:01.249896,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:02.359007,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:03.508870,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:04.619850,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:05.657031,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:06.718695,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:07.815792,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:08.916098,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:09.899137,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:11.007656,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:12.119722,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:13.112484,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:14.172065,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:15.286870,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:16.365564,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:17.401913,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:18.406659,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:19.478630,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:20.541998,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:21.473302,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:22.511434,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:23.481015,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:24.507795,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:25.656588,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.97)","(1.8, 2.68, 2.0300000000000002)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
06-01-2023 15:32:26.849130,"(51.0, 530.0, 316.6666666666667)","(5.0, 8.8, 5.95)","(41.0, 260.0, 95.63636363636364)","(2.5, 3.95, 2.8954545454545455)","(1.8, 2.68, 1.9876923076923076)","(91.0, 650.0, 536.0)","(12.0, 60.0, 41.25)"
