,Our Girl Daisy,Off Switch,Nova Cascade,Juicy Que,Ripplebrook Snip
11-01-2023 14:18:34.959166,"(7.0, 15.0, 11.657142857142858)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.65, 2.9507142857142856)","(8.0, 18.0, 13.426666666666666)"
11-01-2023 14:18:35.942815,"(7.0, 15.0, 11.657142857142858)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.65, 2.9507142857142856)","(8.0, 18.0, 13.426666666666666)"
11-01-2023 14:18:36.903926,"(7.0, 15.0, 11.657142857142858)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.65, 2.9507142857142856)","(8.0, 18.0, 13.426666666666666)"
11-01-2023 14:18:37.758945,"(7.0, 15.0, 11.657142857142858)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.65, 2.9507142857142856)","(8.0, 18.0, 13.426666666666666)"
11-01-2023 14:18:38.716929,"(7.0, 15.0, 11.657142857142858)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 3.0749999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:39.772512,"(7.0, 15.0, 11.1)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 3.0749999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:40.852524,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 3.0749999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:41.793620,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 3.0749999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:42.980150,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 3.0749999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:44.094562,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 3.0749999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:45.084811,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 3.0749999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:45.966269,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.8, 2.968)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:46.823471,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.75, 2.9579999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:47.693687,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 2.9614285714285713)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:48.653364,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 2.9614285714285713)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:49.575902,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 2.9614285714285713)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:50.423485,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 2.9614285714285713)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:51.360573,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 2.9614285714285713)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:52.302479,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 2.9614285714285713)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:53.176637,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 2.9614285714285713)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:54.011989,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 2.9614285714285713)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:54.854685,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 2.9614285714285713)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:55.766933,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.65, 2.9507142857142856)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:56.584584,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.65, 2.9507142857142856)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:57.486570,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.65, 2.9507142857142856)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:58.448294,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.65, 2.9507142857142856)","(8.0, 18.0, 9.6)"
11-01-2023 14:18:59.321509,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.65, 2.9507142857142856)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:00.240905,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.65, 2.9507142857142856)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:01.190382,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.65, 2.9507142857142856)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:02.101596,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.65, 2.968)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:02.887959,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.8, 2.968)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:03.728440,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 3.0749999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:04.577964,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 3.0749999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:05.419301,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 3.0749999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:06.315437,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 3.0749999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:07.299311,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 3.0749999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:08.184223,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 3.0749999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:09.020262,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 3.0749999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:09.982211,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 3.0749999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:10.834715,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 37.0)","(2.6, 3.8, 2.968)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:11.734207,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 37.0)","(2.6, 3.75, 2.9579999999999997)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:12.577247,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 37.0)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:13.426080,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 37.0)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:14.289024,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 37.0)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:15.167494,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 37.0)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:16.094793,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 37.0)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:16.997731,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 37.0)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:17.848578,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:18.735830,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:19.670559,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:20.542727,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:21.386463,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:22.270884,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:23.105773,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:23.941676,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:24.798039,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:25.661268,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:26.514173,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:27.433176,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:28.301807,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:29.111676,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:30.037406,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:30.961873,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:31.865879,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:32.699664,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:33.548777,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:34.461667,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:35.328259,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:36.205685,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:37.127563,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:37.949481,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:38.792065,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:39.749613,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:40.639677,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:41.522036,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:42.379408,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.7, 3.162857142857143)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:43.288156,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 2.928)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:44.161496,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 2.928)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:45.056125,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 2.928)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:45.956177,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 2.928)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:46.852211,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 2.928)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:47.650086,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 2.928)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:48.521365,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 2.928)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:49.407841,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 2.928)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:50.292480,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 2.928)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:51.149247,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.6, 2.928)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:52.055639,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.55, 3.08125)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:52.863161,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.55, 3.08125)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:53.790668,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.55, 3.08125)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:54.684543,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.55, 3.08125)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:55.574020,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.55, 3.08125)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:56.399899,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.55, 3.08125)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:57.299271,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.55, 3.08125)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:58.172376,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.55, 3.08125)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:58.992072,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.55, 3.08125)","(8.0, 18.0, 9.6)"
11-01-2023 14:19:59.885313,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.5, 3.0625)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:00.772051,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.5, 2.816666666666667)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:01.578919,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0855555555555556)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.5, 3.2071428571428573)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:02.461073,"(7.0, 15.0, 8.92)","(1.8, 2.56, 2.0658823529411765)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.5, 3.2071428571428573)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:03.401459,"(7.0, 15.0, 12.309090909090909)","(1.8, 2.56, 2.0658823529411765)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.5, 3.2071428571428573)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:04.349809,"(7.0, 15.0, 9.24)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.5, 3.2071428571428573)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:05.187743,"(7.0, 15.0, 11.8)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.5, 3.2071428571428573)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:06.041049,"(7.0, 15.0, 12.538461538461538)","(1.8, 2.56, 2.0658823529411765)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.5, 3.2071428571428573)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:06.891163,"(7.0, 15.0, 12.538461538461538)","(1.8, 2.56, 2.0658823529411765)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.5, 3.2071428571428573)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:07.719804,"(7.0, 15.0, 11.1)","(1.8, 2.56, 2.0658823529411765)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.8, 3.16)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:08.645230,"(7.0, 15.0, 11.96)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.8, 3.353103448275862)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:09.553976,"(7.0, 15.0, 12.885714285714286)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.8, 2.936)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:10.355017,"(7.0, 15.0, 11.96)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.8, 2.952)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:11.241065,"(7.0, 15.0, 11.96)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.8, 2.766153846153846)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:12.156506,"(7.0, 15.0, 11.96)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.8, 2.766153846153846)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:13.054736,"(7.0, 15.0, 11.96)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.8, 2.904)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:13.946586,"(7.0, 15.0, 11.96)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.75, 2.894)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:14.792925,"(7.0, 15.0, 11.96)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.75, 2.894)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:15.656965,"(7.0, 15.0, 11.96)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.75, 2.894)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:16.507985,"(7.0, 15.0, 11.96)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.75, 3.5853846153846156)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:17.398743,"(7.0, 15.0, 11.96)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.75, 3.5853846153846156)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:18.302731,"(7.0, 15.0, 11.96)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.75, 3.5853846153846156)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:19.127028,"(7.0, 15.0, 11.96)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.75, 3.5853846153846156)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:20.075343,"(7.0, 15.0, 11.96)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.75, 3.5853846153846156)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:20.942025,"(7.0, 15.0, 11.96)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.75, 3.5853846153846156)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:21.775446,"(7.0, 15.0, 11.3)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.75, 3.5853846153846156)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:22.691961,"(7.0, 15.0, 11.3)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.75, 3.5853846153846156)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:23.725419,"(7.0, 15.0, 11.3)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.75, 3.5853846153846156)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:24.728021,"(7.0, 15.0, 11.3)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.75, 3.5853846153846156)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:25.686465,"(7.0, 15.0, 10.428571428571429)","(1.8, 2.56, 2.0494117647058823)","(26.0, 85.0, 47.85714285714286)","(2.6, 3.75, 3.4875)","(8.0, 18.0, 9.6)"
11-01-2023 14:20:26.669978,"(7.0, 15.0, 10.428571428571429)","(1.8, 2.56, 2.0855555555555556)","(26.0, 85.0, 33.8)","(2.6, 3.75, 3.5576190476190477)","(8.0, 18.0, 9.6)"
