,Bye Bye Blues,Paramount Patti,Wild Bean,Lipinski Pie,Finniss Swell,Bellas Flower
16-12-2022 13:10:22.397031,"(3.8, 6.8, 5.375)","(10.0, 19.5, 16.5)","(4.8, 7.8, 6.523529411764706)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.073684210526315)"
16-12-2022 13:10:23.240307,"(3.8, 6.8, 5.375)","(10.0, 19.5, 15.0)","(4.8, 7.8, 6.523529411764706)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.073684210526315)"
16-12-2022 13:10:24.218514,"(3.8, 6.8, 5.375)","(10.0, 19.5, 15.0)","(4.8, 7.8, 5.66875)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 7.999999999999999)"
16-12-2022 13:10:25.238791,"(3.8, 6.8, 5.375)","(10.0, 19.5, 15.0)","(4.8, 7.6, 5.60625)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 7.999999999999999)"
16-12-2022 13:10:26.282344,"(3.8, 6.8, 5.375)","(10.0, 19.5, 15.0)","(4.8, 7.2, 6.972727272727273)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 7.999999999999999)"
16-12-2022 13:10:27.266130,"(3.8, 6.8, 5.375)","(10.0, 19.5, 15.0)","(4.8, 7.2, 6.972727272727273)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 7.999999999999999)"
16-12-2022 13:10:28.283814,"(3.8, 6.8, 5.375)","(10.0, 19.5, 15.0)","(4.8, 7.2, 6.972727272727273)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.071428571428571)"
16-12-2022 13:10:29.355432,"(3.8, 6.8, 5.35)","(10.0, 19.5, 15.0)","(4.8, 7.2, 6.963636363636364)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.071428571428571)"
16-12-2022 13:10:30.379417,"(3.8, 6.8, 5.35)","(10.0, 19.5, 13.833333333333334)","(4.8, 7.2, 6.575)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.071428571428571)"
16-12-2022 13:10:31.395231,"(3.8, 6.8, 5.35)","(10.0, 19.5, 13.833333333333334)","(4.8, 7.2, 6.963636363636364)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.071428571428571)"
16-12-2022 13:10:32.359852,"(3.8, 6.8, 5.35)","(10.0, 19.5, 13.833333333333334)","(4.8, 7.2, 6.4)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.071428571428571)"
16-12-2022 13:10:33.344366,"(3.8, 6.8, 5.35)","(10.0, 19.5, 13.833333333333334)","(4.8, 7.2, 6.575)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.071428571428571)"
16-12-2022 13:10:34.275514,"(3.8, 6.8, 5.35)","(10.0, 19.5, 13.833333333333334)","(4.8, 7.2, 6.963636363636364)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.071428571428571)"
16-12-2022 13:10:35.272133,"(3.8, 6.8, 5.35)","(10.0, 19.5, 13.833333333333334)","(4.8, 7.2, 6.3)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.071428571428571)"
16-12-2022 13:10:36.273561,"(3.8, 6.8, 5.35)","(10.0, 19.5, 13.833333333333334)","(4.8, 7.2, 6.963636363636364)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.071428571428571)"
16-12-2022 13:10:37.273265,"(3.8, 6.8, 5.35)","(10.0, 19.5, 13.833333333333334)","(4.8, 7.2, 6.963636363636364)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.071428571428571)"
16-12-2022 13:10:38.215359,"(3.8, 6.8, 5.35)","(10.0, 19.5, 13.833333333333334)","(4.8, 7.2, 6.963636363636364)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.071428571428571)"
16-12-2022 13:10:39.243761,"(3.8, 6.8, 5.35)","(10.0, 19.5, 13.833333333333334)","(4.8, 7.2, 6.963636363636364)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.071428571428571)"
16-12-2022 13:10:40.298257,"(3.8, 6.8, 5.35)","(10.0, 19.5, 13.833333333333334)","(4.8, 7.2, 6.575)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.071428571428571)"
16-12-2022 13:10:41.370636,"(3.8, 6.8, 5.35)","(10.0, 19.5, 13.833333333333334)","(4.8, 7.2, 6.963636363636364)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.071428571428571)"
16-12-2022 13:10:42.354127,"(3.8, 6.8, 5.35)","(10.0, 19.5, 13.833333333333334)","(4.8, 7.2, 6.963636363636364)","(41.0, 240.0, 60.0)","(2.1, 3.05, 2.585)","(4.8, 8.2, 8.986956521739131)"
16-12-2022 13:10:43.372733,"(3.8, 6.8, 5.35)","(10.0, 21.0, 16.0)","(4.8, 7.2, 6.575)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.05, 2.585)","(4.8, 10.5, 8.986956521739131)"
16-12-2022 13:10:44.471919,"(3.8, 6.8, 5.35)","(10.0, 21.0, 16.0)","(4.8, 7.2, 6.963636363636364)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.05, 2.585)","(4.8, 10.5, 8.986956521739131)"
16-12-2022 13:10:45.533302,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.2)","(4.8, 7.2, 6.333333333333333)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.05, 2.585)","(4.8, 10.5, 8.986956521739131)"
16-12-2022 13:10:46.493494,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.2)","(4.8, 7.2, 6.3)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.05, 2.585)","(4.8, 10.5, 8.986956521739131)"
16-12-2022 13:10:47.628102,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.2)","(4.8, 7.2, 6.963636363636364)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.05, 2.585)","(4.8, 10.5, 8.986956521739131)"
16-12-2022 13:10:48.771224,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.2)","(4.8, 7.2, 6.575)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.05, 2.585)","(4.8, 10.5, 8.986956521739131)"
16-12-2022 13:10:49.868605,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.2)","(4.8, 7.2, 6.575)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.05, 2.857142857142857)","(4.8, 10.5, 8.986956521739131)"
16-12-2022 13:10:50.894099,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 12.2)","(4.8, 7.2, 6.972727272727273)","(41.0, 240.0, 75.19999999999999)","(2.1, 2.98, 2.857142857142857)","(4.8, 10.5, 8.986956521739131)"
16-12-2022 13:10:51.927985,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 12.2)","(4.8, 7.2, 6.129411764705882)","(41.0, 240.0, 75.19999999999999)","(2.1, 2.98, 2.857142857142857)","(4.8, 10.5, 8.986956521739131)"
16-12-2022 13:10:53.027706,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 12.2)","(4.8, 7.8, 6.482352941176471)","(41.0, 240.0, 75.19999999999999)","(2.1, 2.98, 2.857142857142857)","(4.8, 10.5, 8.986956521739131)"
16-12-2022 13:10:53.981647,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 12.2)","(4.8, 7.8, 6.482352941176471)","(41.0, 240.0, 75.19999999999999)","(2.1, 2.98, 2.857142857142857)","(4.8, 10.5, 8.986956521739131)"
16-12-2022 13:10:55.012313,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 11.75)","(4.8, 7.8, 5.32)","(41.0, 240.0, 75.19999999999999)","(2.1, 2.98, 2.857142857142857)","(4.8, 10.5, 8.452941176470588)"
16-12-2022 13:10:56.083396,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 12.65)","(4.8, 7.8, 5.470588235294118)","(41.0, 240.0, 75.19999999999999)","(2.1, 2.98, 2.857142857142857)","(4.8, 10.5, 8.822222222222223)"
16-12-2022 13:10:57.138887,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 12.65)","(4.8, 7.8, 6.054545454545455)","(41.0, 240.0, 75.19999999999999)","(2.1, 2.98, 2.857142857142857)","(4.8, 9.8, 8.822222222222223)"
16-12-2022 13:10:58.277873,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 12.65)","(4.8, 7.8, 5.63)","(41.0, 240.0, 75.19999999999999)","(2.1, 2.98, 2.857142857142857)","(4.8, 9.8, 8.822222222222223)"
16-12-2022 13:10:59.440596,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 12.65)","(4.8, 7.8, 5.2105263157894735)","(41.0, 240.0, 75.19999999999999)","(2.1, 2.98, 2.857142857142857)","(4.8, 9.8, 8.3)"
16-12-2022 13:11:00.543117,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 12.65)","(4.8, 7.2, 6.425)","(41.0, 240.0, 75.19999999999999)","(2.1, 2.98, 2.857142857142857)","(4.8, 9.8, 8.764705882352942)"
16-12-2022 13:11:01.748727,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 12.65)","(4.8, 7.0, 6.425)","(41.0, 240.0, 75.19999999999999)","(2.1, 2.98, 2.6)","(4.8, 9.8, 8.873684210526317)"
16-12-2022 13:11:03.058952,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 12.65)","(4.8, 7.0, 6.781818181818181)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.0, 2.6)","(4.8, 9.8, 8.873684210526317)"
16-12-2022 13:11:04.121441,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 12.65)","(4.8, 7.0, 6.4)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.0, 2.6)","(4.8, 9.8, 8.08)"
16-12-2022 13:11:05.330668,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 12.65)","(4.8, 7.0, 5.708333333333334)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.0, 2.6)","(4.8, 9.8, 8.68)"
16-12-2022 13:11:06.426486,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 12.65)","(4.8, 7.4, 5.708333333333334)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.0, 2.6)","(4.8, 9.8, 8.490909090909092)"
16-12-2022 13:11:07.666607,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 12.65)","(4.8, 7.4, 5.51)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.0, 2.6)","(4.8, 9.8, 8.490909090909092)"
16-12-2022 13:11:08.861787,"(3.8, 6.4, 5.566666666666666)","(10.0, 23.0, 12.65)","(4.8, 7.4, 5.51)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.0, 2.244615384615385)","(4.8, 9.8, 8.490909090909092)"
16-12-2022 13:11:10.043990,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.65)","(4.8, 7.4, 6.247058823529412)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.2, 2.50625)","(4.8, 9.8, 8.466666666666667)"
16-12-2022 13:11:11.117819,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.65)","(4.8, 7.4, 5.222222222222222)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.15, 2.50625)","(4.8, 9.8, 6.680000000000001)"
16-12-2022 13:11:12.196698,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.65)","(4.8, 7.4, 5.0)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.15, 2.50625)","(4.8, 9.8, 6.680000000000001)"
16-12-2022 13:11:13.377473,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.65)","(4.8, 7.0, 6.275)","(41.0, 240.0, 75.19999999999999)","(2.1, 3.15, 2.50625)","(4.8, 9.8, 6.680000000000001)"
16-12-2022 13:11:14.596182,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.65)","(4.8, 6.8, 6.275)","(41.0, 240.0, 96.0)","(2.1, 3.15, 2.50625)","(4.8, 9.8, 6.680000000000001)"
16-12-2022 13:11:15.717408,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.65)","(4.8, 6.8, 6.275)","(41.0, 240.0, 96.0)","(2.05, 3.15, 2.50625)","(5.0, 9.8, 8.882352941176471)"
16-12-2022 13:11:16.894010,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.65)","(4.8, 6.8, 6.275)","(41.0, 240.0, 96.0)","(2.05, 3.15, 2.50625)","(5.0, 9.8, 7.266666666666667)"
16-12-2022 13:11:17.876210,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.65)","(4.8, 6.8, 6.275)","(41.0, 240.0, 96.0)","(2.05, 3.15, 2.50625)","(5.0, 9.8, 7.266666666666667)"
16-12-2022 13:11:18.971068,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.65)","(4.8, 6.8, 6.275)","(41.0, 240.0, 96.0)","(2.05, 3.15, 2.863888888888889)","(5.0, 9.8, 7.266666666666667)"
16-12-2022 13:11:20.124879,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.65)","(4.8, 6.8, 6.133333333333333)","(41.0, 240.0, 96.0)","(2.05, 3.15, 2.3083333333333336)","(5.0, 9.8, 7.266666666666667)"
16-12-2022 13:11:21.245292,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.65)","(4.8, 6.8, 6.609090909090909)","(41.0, 240.0, 96.0)","(2.05, 3.15, 2.2681818181818185)","(5.0, 9.8, 7.266666666666667)"
16-12-2022 13:11:22.344567,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.65)","(4.8, 6.8, 6.609090909090909)","(41.0, 240.0, 96.0)","(2.05, 3.15, 2.2681818181818185)","(5.0, 9.8, 6.76)"
16-12-2022 13:11:23.414240,"(3.8, 6.8, 5.35)","(10.0, 23.0, 11.75)","(4.8, 6.8, 6.609090909090909)","(41.0, 240.0, 96.0)","(2.05, 3.15, 2.2681818181818185)","(5.0, 9.8, 6.76)"
16-12-2022 13:11:24.599817,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.363636363636363)","(4.8, 6.8, 6.609090909090909)","(41.0, 240.0, 96.0)","(2.05, 3.15, 2.2681818181818185)","(5.0, 9.8, 6.76)"
16-12-2022 13:11:25.655120,"(3.8, 6.8, 5.35)","(10.0, 23.0, 12.363636363636363)","(4.8, 6.8, 6.7125)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.15, 2.2681818181818185)","(5.0, 9.8, 6.76)"
16-12-2022 13:11:26.871504,"(3.8, 6.8, 5.9714285714285715)","(10.0, 23.0, 13.1)","(4.8, 6.8, 6.7125)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.15, 2.2681818181818185)","(5.0, 9.8, 6.76)"
16-12-2022 13:11:27.855000,"(3.8, 6.8, 5.9714285714285715)","(10.0, 23.0, 13.1)","(4.8, 6.8, 7.076666666666666)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.15, 2.2261904761904763)","(5.0, 9.8, 6.76)"
16-12-2022 13:11:28.748340,"(3.8, 6.8, 5.9714285714285715)","(10.0, 23.0, 13.1)","(4.8, 7.8, 6.8136363636363635)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.15, 2.2261904761904763)","(5.0, 9.8, 6.76)"
16-12-2022 13:11:29.806113,"(3.8, 6.8, 5.127272727272727)","(10.0, 23.0, 13.1)","(4.8, 7.8, 6.8136363636363635)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.15, 2.2261904761904763)","(5.0, 9.8, 6.76)"
16-12-2022 13:11:30.903267,"(3.8, 6.4, 4.941666666666666)","(10.0, 23.0, 13.1)","(4.8, 7.8, 6.8136363636363635)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.15, 2.2261904761904763)","(5.0, 9.8, 6.76)"
16-12-2022 13:11:31.854847,"(3.8, 6.2, 5.816666666666666)","(10.0, 23.0, 13.1)","(4.8, 7.8, 6.8136363636363635)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.15, 2.2261904761904763)","(5.0, 9.8, 9.076190476190476)"
16-12-2022 13:11:32.839654,"(3.8, 6.2, 5.816666666666666)","(10.0, 23.0, 13.1)","(4.8, 7.8, 6.8136363636363635)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.15, 2.2261904761904763)","(5.0, 9.8, 9.076190476190476)"
16-12-2022 13:11:33.823168,"(3.8, 6.2, 5.816666666666666)","(10.0, 23.0, 13.1)","(4.8, 7.8, 6.8136363636363635)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.15, 2.5300000000000002)","(5.0, 9.8, 9.076190476190476)"
16-12-2022 13:11:34.910860,"(3.8, 6.2, 5.816666666666666)","(10.0, 23.0, 13.1)","(4.8, 7.8, 6.199999999999999)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.15, 2.5300000000000002)","(5.0, 9.8, 7.24)"
16-12-2022 13:11:35.935114,"(3.8, 6.2, 5.816666666666666)","(10.0, 23.0, 13.1)","(4.8, 7.6, 6.199999999999999)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.15, 2.5300000000000002)","(5.0, 9.8, 7.24)"
16-12-2022 13:11:36.935697,"(3.8, 6.2, 6.0125)","(10.0, 23.0, 13.1)","(4.8, 7.4, 7.2631578947368425)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.15, 2.5300000000000002)","(5.0, 9.8, 7.24)"
16-12-2022 13:11:38.090522,"(3.8, 6.2, 5.833333333333334)","(10.0, 23.0, 13.1)","(4.8, 7.4, 7.2631578947368425)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.15, 2.5300000000000002)","(5.0, 9.8, 7.24)"
16-12-2022 13:11:39.113078,"(3.8, 6.2, 5.833333333333334)","(10.0, 23.0, 13.1)","(4.8, 7.4, 7.2631578947368425)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.15, 2.5300000000000002)","(5.0, 9.8, 7.24)"
16-12-2022 13:11:40.182031,"(3.8, 6.2, 5.833333333333334)","(10.0, 23.0, 13.1)","(4.8, 7.4, 7.15)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.15, 2.9116666666666666)","(5.0, 9.8, 8.733333333333334)"
16-12-2022 13:11:41.287635,"(3.8, 6.2, 5.833333333333334)","(10.0, 23.0, 13.1)","(4.8, 7.4, 7.0)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.05, 2.9116666666666666)","(5.0, 9.8, 8.600000000000001)"
16-12-2022 13:11:42.350172,"(3.8, 6.2, 5.466666666666667)","(10.0, 23.0, 13.1)","(4.8, 7.4, 7.0)","(41.0, 240.0, 105.33333333333333)","(2.05, 3.05, 2.9116666666666666)","(5.0, 9.8, 8.760000000000002)"
16-12-2022 13:11:43.356048,"(3.8, 6.2, 5.466666666666667)","(10.0, 23.0, 13.1)","(4.8, 7.4, 6.166666666666666)","(41.0, 240.0, 208.1818181818182)","(2.05, 3.05, 2.9116666666666666)","(5.0, 9.8, 9.0)"
16-12-2022 13:11:44.300039,"(3.8, 6.2, 5.466666666666667)","(10.0, 27.0, 14.5)","(4.8, 7.8, 6.166666666666666)","(41.0, 350.0, 272.0)","(2.05, 3.05, 2.94875)","(5.0, 9.8, 9.853333333333333)"
16-12-2022 13:11:45.183208,"(3.8, 6.2, 5.466666666666667)","(10.0, 27.0, 13.666666666666666)","(4.8, 7.8, 5.7368421052631575)","(41.0, 340.0, 264.5)","(2.05, 3.05, 2.94875)","(5.0, 12.0, 9.853333333333333)"
16-12-2022 13:11:46.186880,"(3.8, 6.2, 5.466666666666667)","(10.0, 27.0, 13.666666666666666)","(4.8, 7.8, 6.0)","(41.0, 340.0, 264.5)","(2.05, 3.05, 2.918333333333333)","(5.0, 12.0, 9.853333333333333)"
16-12-2022 13:11:47.202244,"(3.8, 6.2, 5.466666666666667)","(10.0, 27.0, 13.666666666666666)","(4.8, 7.8, 6.0)","(41.0, 340.0, 264.5)","(2.05, 3.05, 2.8575)","(5.0, 12.0, 10.658333333333333)"
16-12-2022 13:11:48.162199,"(3.8, 6.2, 5.466666666666667)","(10.0, 27.0, 13.666666666666666)","(4.8, 7.8, 5.576470588235294)","(41.0, 340.0, 264.5)","(2.05, 3.05, 2.8575)","(5.0, 12.0, 11.233333333333334)"
16-12-2022 13:11:49.180608,"(3.8, 6.2, 5.466666666666667)","(10.0, 27.0, 13.666666666666666)","(4.8, 7.8, 5.576470588235294)","(41.0, 340.0, 158.8)","(2.05, 3.05, 2.94)","(5.0, 12.0, 9.63076923076923)"
16-12-2022 13:11:50.116348,"(3.8, 6.2, 5.833333333333334)","(10.0, 25.0, 18.5)","(4.8, 7.8, 6.0)","(41.0, 340.0, 158.8)","(2.05, 3.05, 2.94)","(5.0, 12.0, 9.63076923076923)"
16-12-2022 13:11:51.096614,"(3.8, 6.2, 5.833333333333334)","(10.0, 25.0, 18.5)","(4.8, 7.6, 5.516666666666667)","(41.0, 340.0, 167.42857142857144)","(2.05, 3.05, 2.7720000000000002)","(5.0, 12.0, 9.63076923076923)"
16-12-2022 13:11:52.118932,"(3.8, 6.2, 5.833333333333334)","(10.0, 25.0, 18.5)","(4.8, 7.0, 6.333333333333333)","(41.0, 330.0, 163.14285714285714)","(2.05, 3.1, 2.8971428571428572)","(5.0, 12.0, 9.63076923076923)"
16-12-2022 13:11:53.078526,"(3.8, 6.2, 5.833333333333334)","(10.0, 25.0, 18.5)","(4.8, 6.8, 5.333333333333333)","(41.0, 330.0, 163.14285714285714)","(2.05, 3.0, 2.8971428571428572)","(5.0, 12.0, 11.144444444444444)"
16-12-2022 13:11:54.018519,"(3.8, 6.2, 5.833333333333334)","(10.0, 25.0, 18.5)","(4.8, 6.6, 6.35)","(41.0, 330.0, 163.14285714285714)","(2.05, 3.0, 2.8971428571428572)","(5.0, 12.0, 11.144444444444444)"
16-12-2022 13:11:55.034723,"(3.8, 6.2, 5.833333333333334)","(10.0, 25.0, 18.5)","(4.8, 6.6, 6.35)","(41.0, 330.0, 163.14285714285714)","(2.05, 3.0, 2.3657142857142857)","(5.0, 12.0, 10.6)"
16-12-2022 13:11:55.887986,"(3.8, 6.2, 5.833333333333334)","(10.0, 25.0, 18.5)","(4.8, 6.6, 6.35)","(41.0, 330.0, 163.14285714285714)","(2.05, 3.0, 2.3657142857142857)","(5.0, 12.0, 10.6)"
16-12-2022 13:11:56.825802,"(3.8, 6.2, 5.833333333333334)","(10.0, 25.0, 18.5)","(4.8, 6.6, 6.35)","(41.0, 330.0, 163.14285714285714)","(2.05, 2.98, 2.49875)","(5.0, 12.0, 10.6)"
16-12-2022 13:11:57.810154,"(3.8, 6.2, 5.833333333333334)","(10.0, 25.0, 18.5)","(4.8, 6.6, 6.125)","(41.0, 330.0, 163.14285714285714)","(2.05, 2.92, 2.737142857142857)","(5.0, 12.0, 10.6)"
16-12-2022 13:11:58.839559,"(3.8, 6.2, 5.833333333333334)","(10.0, 25.0, 18.5)","(4.8, 6.6, 6.125)","(41.0, 330.0, 117.63636363636364)","(2.05, 2.9, 2.366111111111111)","(5.0, 12.0, 11.478260869565217)"
16-12-2022 13:11:59.887219,"(3.8, 6.2, 5.833333333333334)","(10.0, 25.0, 18.5)","(4.8, 6.6, 5.016666666666667)","(41.0, 330.0, 117.63636363636364)","(2.05, 2.88, 2.6799999999999997)","(5.0, 13.0, 11.478260869565217)"
16-12-2022 13:12:00.936592,"(3.8, 6.2, 5.833333333333334)","(10.0, 25.0, 18.5)","(4.8, 6.6, 5.016666666666667)","(41.0, 330.0, 117.63636363636364)","(2.05, 2.84, 2.355)","(5.0, 13.0, 11.478260869565217)"
16-12-2022 13:12:01.964584,"(3.8, 6.2, 5.833333333333334)","(10.0, 25.0, 18.5)","(4.8, 6.6, 5.016666666666667)","(41.0, 330.0, 136.66666666666669)","(2.05, 2.82, 2.3494444444444444)","(5.0, 13.0, 11.478260869565217)"
16-12-2022 13:12:02.916029,"(3.8, 6.2, 5.833333333333334)","(10.0, 25.0, 18.5)","(4.8, 6.6, 5.016666666666667)","(41.0, 330.0, 151.53846153846155)","(2.05, 2.78, 2.5199999999999996)","(5.0, 13.0, 11.478260869565217)"
16-12-2022 13:12:03.915694,"(3.8, 6.2, 5.833333333333334)","(10.0, 25.0, 18.5)","(4.8, 6.6, 5.016666666666667)","(41.0, 330.0, 152.76923076923077)","(2.05, 2.76, 2.343888888888889)","(5.0, 13.0, 11.478260869565217)"
16-12-2022 13:12:04.796214,"(3.8, 6.2, 5.833333333333334)","(10.0, 25.0, 18.5)","(4.8, 6.6, 5.016666666666667)","(41.0, 330.0, 152.76923076923077)","(2.05, 2.74, 2.343888888888889)","(5.0, 13.0, 9.422222222222222)"
16-12-2022 13:12:05.747868,"(3.8, 6.2, 6.025)","(10.0, 25.0, 18.5)","(4.8, 6.6, 5.25)","(41.0, 330.0, 152.76923076923077)","(2.05, 2.7, 2.3976470588235292)","(5.0, 13.0, 10.525)"
16-12-2022 13:12:06.702384,"(3.8, 6.2, 5.866666666666667)","(10.0, 25.0, 18.5)","(4.8, 6.6, 5.25)","(41.0, 330.0, 152.76923076923077)","(2.05, 2.68, 2.2760000000000002)","(5.0, 13.5, 10.525)"
16-12-2022 13:12:07.642769,"(3.8, 6.2, 5.866666666666667)","(10.0, 25.0, 18.5)","(4.8, 6.6, 5.25)","(41.0, 330.0, 152.76923076923077)","(2.05, 2.66, 2.2725714285714287)","(5.0, 13.5, 11.516666666666667)"
16-12-2022 13:12:08.575624,"(3.8, 6.2, 5.866666666666667)","(10.0, 25.0, 18.5)","(4.8, 6.6, 5.304545454545455)","(41.0, 330.0, 152.76923076923077)","(2.05, 2.62, 2.3942857142857146)","(5.0, 13.5, 11.516666666666667)"
16-12-2022 13:12:09.504287,"(3.8, 6.2, 5.866666666666667)","(10.0, 25.0, 18.5)","(4.8, 6.6, 5.304545454545455)","(41.0, 330.0, 152.76923076923077)","(2.05, 2.6, 2.317142857142857)","(5.0, 13.5, 11.822222222222223)"
16-12-2022 13:12:10.505244,"(3.8, 6.2, 5.866666666666667)","(10.0, 25.0, 13.083333333333334)","(4.8, 6.6, 5.25)","(41.0, 330.0, 152.76923076923077)","(2.05, 2.56, 2.234)","(5.0, 14.0, 11.822222222222223)"
16-12-2022 13:12:11.556605,"(3.8, 6.2, 5.866666666666667)","(10.0, 25.0, 13.083333333333334)","(4.8, 6.6, 5.25)","(41.0, 330.0, 152.76923076923077)","(2.05, 2.54, 2.236666666666667)","(5.0, 14.0, 11.822222222222223)"
16-12-2022 13:12:12.553809,"(3.8, 6.2, 5.866666666666667)","(10.0, 25.0, 13.083333333333334)","(4.8, 6.6, 5.25)","(41.0, 330.0, 152.76923076923077)","(2.05, 2.52, 2.236666666666667)","(5.0, 14.0, 11.822222222222223)"
16-12-2022 13:12:13.510120,"(3.8, 6.2, 5.866666666666667)","(10.0, 25.0, 13.083333333333334)","(4.8, 6.6, 5.183333333333334)","(41.0, 330.0, 152.76923076923077)","(2.05, 2.52, 2.236666666666667)","(5.0, 14.0, 11.822222222222223)"
