,Bruce Almighty,Im Full On,Chilli Cherry,Little Wilma,Safety Sam,Two Suns,Wiradjuri Queen,Riley Casey
05-01-2023 16:23:23.423143,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:24.565195,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:25.640012,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:26.667078,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:27.774959,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:28.903602,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:30.070473,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:31.255331,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:32.438077,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:33.607124,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:34.757538,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:35.835540,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:36.917278,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:38.308077,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:39.729024,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:40.998338,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:42.266779,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:43.537977,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 58.92307692307693)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.625)"
05-01-2023 16:23:44.726440,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 5.8999999999999995)"
05-01-2023 16:23:45.845991,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 60.0, 32.36363636363636)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.4625)"
05-01-2023 16:23:46.977990,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 34.375)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.4625)"
05-01-2023 16:23:48.042432,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.4625)"
05-01-2023 16:23:49.140487,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.4625)"
05-01-2023 16:23:50.259048,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.4625)"
05-01-2023 16:23:51.417723,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.4625)"
05-01-2023 16:23:52.455356,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.4625)"
05-01-2023 16:23:53.554274,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 31.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.4625)"
05-01-2023 16:23:54.637127,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 55.0, 43.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.637499999999999)"
05-01-2023 16:23:55.805693,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 43.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.366666666666667)"
05-01-2023 16:23:56.943925,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 43.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.366666666666667)"
05-01-2023 16:23:58.116516,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 43.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.366666666666667)"
05-01-2023 16:23:59.265888,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 43.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.366666666666667)"
05-01-2023 16:24:00.416708,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 43.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.3)"
05-01-2023 16:24:01.661755,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.777777777777778)","(20.0, 50.0, 43.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.581818181818182)"
05-01-2023 16:24:02.850091,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.777777777777778)","(20.0, 50.0, 43.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.615384615384615)"
05-01-2023 16:24:04.156796,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.777777777777778)","(20.0, 50.0, 43.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.615384615384615)"
05-01-2023 16:24:05.528140,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.583333333333334)","(20.0, 50.0, 43.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.615384615384615)"
05-01-2023 16:24:06.875671,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.583333333333334)","(20.0, 50.0, 43.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.1)"
05-01-2023 16:24:08.285209,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 43.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.59)"
05-01-2023 16:24:09.470639,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 43.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.59)"
05-01-2023 16:24:10.539054,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 43.0)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 6.4)"
05-01-2023 16:24:11.614994,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 50.0, 31.75)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 5.6)"
05-01-2023 16:24:12.669594,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 48.0, 31.75)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.0, 5.6)"
05-01-2023 16:24:13.741522,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 48.0, 31.75)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 5.8)"
05-01-2023 16:24:14.809291,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 48.0, 31.75)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 5.8)"
05-01-2023 16:24:15.873291,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 48.0, 31.75)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 5.8)"
05-01-2023 16:24:16.915119,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 48.0, 31.75)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 5.8)"
05-01-2023 16:24:18.027507,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 5.8)"
05-01-2023 16:24:19.126727,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 5.8)"
05-01-2023 16:24:20.280615,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 5.8)"
05-01-2023 16:24:21.469093,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 6.8, 5.696153846153846)"
05-01-2023 16:24:22.682442,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 5.696153846153846)"
05-01-2023 16:24:23.843442,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 5.410526315789474)"
05-01-2023 16:24:25.041199,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 5.231578947368421)"
05-01-2023 16:24:26.223718,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.52)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 5.410526315789474)"
05-01-2023 16:24:27.405476,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 5.228571428571429)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 5.9079999999999995)"
05-01-2023 16:24:28.539335,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 5.7, 5.228571428571429)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 6.0440000000000005)"
05-01-2023 16:24:29.700186,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 5.7, 4.98)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 6.0440000000000005)"
05-01-2023 16:24:30.916731,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 5.7, 4.98)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 6.0440000000000005)"
05-01-2023 16:24:32.210470,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 5.7, 5.8999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 5.688888888888888)"
05-01-2023 16:24:33.368513,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 6.6, 5.8999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 6.18)"
05-01-2023 16:24:34.488932,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 7.0, 5.3999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 6.18)"
05-01-2023 16:24:35.528445,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 7.0, 5.3999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 6.18)"
05-01-2023 16:24:36.554256,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 7.0, 5.3999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 6.18)"
05-01-2023 16:24:37.659204,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 7.0, 5.3999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 6.18)"
05-01-2023 16:24:38.829492,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 7.0, 5.3999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 6.18)"
05-01-2023 16:24:40.008063,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 188.22222222222223)","(4.6, 7.0, 5.3999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 6.18)"
05-01-2023 16:24:41.198859,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 5.3999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 6.18)"
05-01-2023 16:24:42.363287,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 5.3999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 6.18)"
05-01-2023 16:24:43.579404,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 5.3999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 7.2, 6.62)"
05-01-2023 16:24:44.671907,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 5.3999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 8.0, 6.62)"
05-01-2023 16:24:45.715519,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 5.3999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 8.0, 6.62)"
05-01-2023 16:24:46.754175,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 5.3999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 8.0, 6.62)"
05-01-2023 16:24:47.762831,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 5.3999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 8.0, 6.62)"
05-01-2023 16:24:48.846889,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 5.3999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 8.0, 6.62)"
05-01-2023 16:24:49.924610,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 5.3999999999999995)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.9777777777777774)","(3.7, 8.0, 6.62)"
05-01-2023 16:24:50.993237,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 5.327272727272727)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.8374999999999995)","(3.7, 8.0, 6.62)"
05-01-2023 16:24:52.056119,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.0, 6.125)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.4999999999999996)","(3.7, 8.0, 6.62)"
05-01-2023 16:24:53.121221,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 6.6, 6.1)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.4999999999999996)","(3.7, 8.0, 6.62)"
05-01-2023 16:24:54.174154,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 6.6, 6.1)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.4999999999999996)","(3.7, 8.0, 6.62)"
05-01-2023 16:24:55.267536,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 6.6, 6.1)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.4999999999999996)","(3.7, 8.0, 6.62)"
05-01-2023 16:24:56.369169,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 6.6, 5.0285714285714285)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.5999999999999996)","(3.7, 8.0, 6.62)"
05-01-2023 16:24:57.456555,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 5.6, 4.776470588235294)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.5999999999999996)","(3.7, 8.0, 6.62)"
05-01-2023 16:24:58.619606,"(3.1, 3.55, 3.2928571428571427)","(51.0, 230.0, 136.0)","(4.6, 7.2, 5.928571428571429)","(20.0, 48.0, 41.5)","(41.0, 230.0, 176.85714285714286)","(31.0, 110.0, 68.5)","(2.7, 4.1, 3.557142857142857)","(3.7, 8.0, 6.62)"
