,Got The Lot,Perfect Colour,Dr Nightingale,Salad Dodger,Unleash Collinda,Shadow Riot,Oldrik Bale,Center
11-01-2023 19:42:13.112205,"(5.5, 17.0, 15.75)","(17.0, 32.0, 27.6)","(81.0, 330.0, 210.0)","(5.0, 6.2, 5.894444444444445)","(1.8, 1.91, 1.9024999999999999)","(4.2, 5.2, 5.15)","(61.0, 400.0, 280.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:14.293856,"(5.5, 17.0, 15.75)","(17.0, 32.0, 27.6)","(81.0, 330.0, 210.0)","(5.0, 6.2, 5.894444444444445)","(1.8, 1.91, 1.9024999999999999)","(4.2, 5.2, 5.233333333333333)","(61.0, 400.0, 280.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:15.515005,"(5.5, 17.0, 16.5)","(17.0, 32.0, 27.6)","(81.0, 330.0, 210.0)","(5.0, 6.2, 5.894444444444445)","(1.8, 1.91, 1.9024999999999999)","(4.2, 5.4, 5.233333333333333)","(61.0, 400.0, 280.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:16.836524,"(5.5, 17.0, 16.5)","(17.0, 32.0, 27.6)","(81.0, 330.0, 210.0)","(5.0, 6.2, 5.728571428571429)","(1.8, 1.91, 1.9024999999999999)","(4.2, 5.4, 5.233333333333333)","(61.0, 400.0, 280.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:18.154164,"(5.5, 17.0, 16.5)","(17.0, 32.0, 27.6)","(81.0, 330.0, 210.0)","(5.0, 6.2, 6.0625)","(1.8, 1.91, 1.9)","(4.2, 5.4, 5.275)","(61.0, 400.0, 280.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:19.348346,"(5.5, 17.0, 16.5)","(17.0, 32.0, 27.6)","(81.0, 330.0, 210.0)","(5.0, 6.2, 5.814285714285714)","(1.8, 1.91, 1.8945454545454545)","(4.2, 5.4, 5.275)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:20.508056,"(5.5, 17.0, 15.75)","(17.0, 32.0, 27.6)","(81.0, 330.0, 210.0)","(5.0, 6.2, 5.709090909090909)","(1.8, 1.96, 1.8945454545454545)","(4.2, 5.4, 5.172727272727273)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:21.745162,"(5.5, 17.0, 15.75)","(17.0, 32.0, 27.6)","(81.0, 330.0, 210.0)","(5.0, 6.2, 5.776470588235294)","(1.8, 1.96, 1.8945454545454545)","(4.2, 5.4, 5.172727272727273)","(61.0, 400.0, 280.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:23.158096,"(5.5, 17.0, 15.75)","(17.0, 32.0, 27.6)","(81.0, 330.0, 184.0)","(5.0, 6.2, 5.88421052631579)","(1.8, 1.96, 1.8914285714285712)","(4.2, 5.4, 5.275)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:24.441049,"(5.5, 17.0, 16.5)","(17.0, 32.0, 27.6)","(81.0, 320.0, 200.0)","(5.0, 6.2, 5.91875)","(1.8, 1.92, 1.9)","(4.2, 5.4, 5.314285714285714)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:25.668077,"(5.5, 17.0, 16.5)","(17.0, 32.0, 27.6)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.91875)","(1.8, 1.91, 1.9)","(4.2, 5.4, 5.25)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:26.994845,"(5.5, 17.0, 16.5)","(17.0, 32.0, 27.6)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.91875)","(1.8, 1.91, 1.9)","(4.2, 5.4, 5.314285714285714)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:28.269406,"(5.5, 17.0, 16.5)","(17.0, 32.0, 27.6)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.91875)","(1.8, 1.91, 1.9)","(4.2, 5.4, 5.314285714285714)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:29.546865,"(5.5, 17.0, 16.5)","(17.0, 32.0, 27.6)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.790909090909091)","(1.8, 1.91, 1.9)","(4.2, 5.4, 5.314285714285714)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:30.791506,"(5.5, 17.0, 16.5)","(17.0, 32.0, 27.6)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.99375)","(1.8, 1.91, 1.89)","(4.2, 5.4, 5.314285714285714)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:32.064399,"(5.5, 17.0, 15.75)","(17.0, 32.0, 27.6)","(81.0, 300.0, 225.0)","(5.0, 6.2, 5.99375)","(1.8, 1.95, 1.8849999999999998)","(4.2, 5.4, 5.35)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:33.342831,"(5.5, 17.0, 15.75)","(17.0, 32.0, 27.6)","(81.0, 300.0, 225.0)","(5.0, 6.2, 5.99375)","(1.8, 1.92, 1.8849999999999998)","(4.2, 5.4, 5.352631578947368)","(61.0, 400.0, 280.0)","(51.0, 340.0, 286.6666666666667)"
11-01-2023 19:42:34.537473,"(5.5, 17.0, 15.75)","(17.0, 32.0, 27.6)","(81.0, 300.0, 225.0)","(5.0, 6.2, 6.0875)","(1.8, 1.92, 1.8849999999999998)","(4.2, 5.5, 5.352631578947368)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:35.753733,"(5.5, 17.0, 15.75)","(17.0, 32.0, 27.6)","(81.0, 300.0, 225.0)","(5.0, 6.2, 6.0875)","(1.8, 1.92, 1.8849999999999998)","(4.2, 5.5, 5.352631578947368)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:37.078525,"(5.5, 17.0, 15.375)","(17.0, 32.0, 27.6)","(81.0, 300.0, 225.0)","(5.0, 6.2, 5.9818181818181815)","(1.8, 1.92, 1.8849999999999998)","(4.2, 5.5, 5.352631578947368)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:38.343183,"(5.5, 15.5, 15.375)","(17.0, 32.0, 27.6)","(81.0, 300.0, 225.0)","(5.0, 6.2, 6.05)","(1.8, 1.93, 1.8829411764705881)","(4.2, 5.5, 5.352631578947368)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:39.509655,"(5.5, 15.5, 15.375)","(17.0, 32.0, 27.6)","(81.0, 300.0, 225.0)","(5.0, 6.2, 6.05)","(1.8, 1.93, 1.884)","(4.2, 5.5, 5.352631578947368)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:40.607421,"(5.5, 15.5, 15.333333333333334)","(17.0, 32.0, 27.6)","(81.0, 300.0, 225.0)","(5.0, 6.2, 6.05)","(1.8, 1.92, 1.888)","(4.2, 5.5, 5.352631578947368)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:41.737173,"(5.5, 15.5, 15.333333333333334)","(17.0, 32.0, 27.6)","(81.0, 300.0, 225.0)","(5.0, 6.2, 6.05)","(1.8, 1.92, 1.8885714285714286)","(4.2, 5.5, 5.352631578947368)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:42.877991,"(5.5, 15.5, 15.333333333333334)","(17.0, 32.0, 27.6)","(81.0, 300.0, 225.0)","(5.0, 6.2, 6.05)","(1.8, 1.91, 1.8885714285714286)","(4.2, 5.5, 5.352631578947368)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:44.058858,"(5.5, 15.5, 15.333333333333334)","(17.0, 32.0, 27.6)","(81.0, 300.0, 225.0)","(5.0, 6.2, 5.933333333333334)","(1.8, 1.91, 1.8885714285714286)","(4.2, 5.5, 5.325)","(61.0, 400.0, 280.0)","(51.0, 340.0, 280.0)"
11-01-2023 19:42:45.314460,"(5.5, 15.5, 15.25)","(17.0, 32.0, 27.285714285714285)","(81.0, 300.0, 225.0)","(5.0, 6.4, 5.933333333333334)","(1.8, 1.91, 1.8885714285714286)","(4.2, 5.5, 5.1347826086956525)","(61.0, 400.0, 280.0)","(51.0, 340.0, 276.6666666666667)"
11-01-2023 19:42:46.543029,"(5.5, 15.0, 14.875)","(17.0, 32.0, 27.0)","(81.0, 300.0, 225.0)","(5.0, 6.4, 6.050000000000001)","(1.8, 1.91, 1.8885714285714286)","(4.2, 5.5, 5.2)","(61.0, 400.0, 280.0)","(51.0, 330.0, 263.3333333333333)"
11-01-2023 19:42:47.822222,"(5.5, 15.0, 14.875)","(17.0, 32.0, 27.0)","(81.0, 300.0, 225.0)","(5.0, 6.4, 5.875)","(1.8, 1.91, 1.8885714285714286)","(4.2, 5.5, 5.2)","(61.0, 400.0, 280.0)","(51.0, 330.0, 263.3333333333333)"
11-01-2023 19:42:49.174929,"(5.5, 15.0, 14.875)","(17.0, 32.0, 27.0)","(81.0, 300.0, 225.0)","(5.0, 6.4, 5.875)","(1.8, 1.91, 1.8875)","(4.2, 5.5, 5.2)","(61.0, 400.0, 280.0)","(51.0, 330.0, 255.0)"
11-01-2023 19:42:50.491888,"(5.5, 15.0, 14.875)","(17.0, 32.0, 27.0)","(81.0, 300.0, 225.0)","(5.0, 6.4, 5.875)","(1.8, 1.9, 1.8857142857142857)","(4.2, 5.5, 5.2)","(61.0, 400.0, 280.0)","(51.0, 330.0, 255.0)"
11-01-2023 19:42:51.721325,"(5.5, 15.0, 14.875)","(17.0, 32.0, 27.0)","(81.0, 300.0, 225.0)","(5.0, 6.4, 5.972727272727273)","(1.8, 1.9, 1.8857142857142857)","(4.2, 5.5, 5.2)","(61.0, 400.0, 280.0)","(51.0, 330.0, 255.0)"
11-01-2023 19:42:53.004669,"(5.5, 15.0, 14.875)","(17.0, 32.0, 27.0)","(81.0, 300.0, 225.0)","(5.0, 6.2, 5.972727272727273)","(1.8, 1.9, 1.89)","(4.2, 5.5, 5.1347826086956525)","(61.0, 400.0, 280.0)","(51.0, 330.0, 255.0)"
11-01-2023 19:42:54.301818,"(5.5, 15.0, 14.875)","(17.0, 32.0, 27.0)","(81.0, 300.0, 225.0)","(5.0, 6.2, 5.972727272727273)","(1.8, 1.9, 1.8857142857142857)","(4.2, 5.5, 5.352631578947368)","(61.0, 400.0, 280.0)","(51.0, 330.0, 255.0)"
11-01-2023 19:42:55.646061,"(5.5, 15.0, 14.923076923076923)","(17.0, 32.0, 27.0)","(81.0, 300.0, 192.85714285714286)","(5.0, 6.2, 5.930769230769231)","(1.8, 1.9, 1.8966666666666665)","(4.2, 5.5, 5.352631578947368)","(61.0, 400.0, 280.0)","(51.0, 330.0, 270.0)"
11-01-2023 19:42:56.944782,"(5.5, 14.5, 14.461538461538462)","(17.0, 32.0, 27.0)","(81.0, 300.0, 192.85714285714286)","(5.0, 6.2, 5.930769230769231)","(1.8, 1.93, 1.89)","(4.2, 5.5, 5.352631578947368)","(61.0, 400.0, 280.0)","(51.0, 330.0, 255.0)"
11-01-2023 19:42:58.283511,"(5.5, 14.5, 14.375)","(17.0, 32.0, 27.0)","(81.0, 300.0, 211.11111111111111)","(5.0, 6.2, 5.930769230769231)","(1.8, 1.9, 1.89)","(4.2, 5.5, 5.352631578947368)","(61.0, 400.0, 275.0)","(51.0, 330.0, 255.0)"
11-01-2023 19:42:59.679027,"(5.5, 14.5, 14.375)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.836363636363637)","(1.8, 1.9, 1.89)","(4.2, 5.5, 5.352631578947368)","(61.0, 390.0, 202.0)","(51.0, 330.0, 255.0)"
11-01-2023 19:43:01.068762,"(5.5, 14.5, 14.375)","(17.0, 32.0, 27.0)","(81.0, 300.0, 236.36363636363637)","(5.0, 6.2, 5.836363636363637)","(1.8, 1.9, 1.8942857142857141)","(4.2, 5.5, 5.352631578947368)","(61.0, 370.0, 185.0)","(51.0, 330.0, 270.0)"
11-01-2023 19:43:02.329463,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 236.36363636363637)","(5.0, 6.2, 5.836363636363637)","(1.8, 1.9, 1.8942857142857141)","(4.2, 5.5, 5.352631578947368)","(61.0, 360.0, 194.0)","(51.0, 330.0, 256.6666666666667)"
11-01-2023 19:43:03.652236,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 235.0)","(5.0, 6.2, 5.836363636363637)","(1.8, 1.9, 1.8866666666666665)","(4.2, 5.5, 5.3769230769230765)","(61.0, 330.0, 181.25)","(51.0, 340.0, 280.0)"
11-01-2023 19:43:04.958503,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.836363636363637)","(1.8, 1.9, 1.8866666666666665)","(4.2, 5.5, 5.3769230769230765)","(61.0, 330.0, 188.33333333333334)","(51.0, 340.0, 280.0)"
11-01-2023 19:43:06.460178,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.836363636363637)","(1.8, 1.9, 1.8866666666666665)","(4.2, 5.5, 5.3769230769230765)","(61.0, 330.0, 188.33333333333334)","(51.0, 340.0, 280.0)"
11-01-2023 19:43:07.844560,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.866666666666667)","(1.8, 1.9, 1.886153846153846)","(4.2, 5.5, 5.3769230769230765)","(61.0, 330.0, 178.88888888888889)","(51.0, 340.0, 280.0)"
11-01-2023 19:43:09.176225,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.866666666666667)","(1.8, 1.89, 1.8837499999999998)","(4.2, 5.5, 5.3769230769230765)","(61.0, 330.0, 188.33333333333334)","(51.0, 340.0, 280.0)"
11-01-2023 19:43:10.365413,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.866666666666667)","(1.8, 1.89, 1.8837499999999998)","(4.2, 5.5, 5.3769230769230765)","(61.0, 330.0, 188.33333333333334)","(51.0, 340.0, 280.0)"
11-01-2023 19:43:11.623433,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.866666666666667)","(1.8, 1.89, 1.8837499999999998)","(4.2, 5.5, 5.3769230769230765)","(61.0, 330.0, 188.33333333333334)","(51.0, 340.0, 265.0)"
11-01-2023 19:43:12.865198,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.881818181818182)","(1.8, 1.89, 1.8837499999999998)","(4.2, 5.5, 5.3769230769230765)","(61.0, 330.0, 178.88888888888889)","(51.0, 340.0, 280.0)"
11-01-2023 19:43:14.078421,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.89, 1.892)","(4.2, 5.5, 5.3769230769230765)","(61.0, 330.0, 188.33333333333334)","(51.0, 340.0, 280.0)"
11-01-2023 19:43:15.291649,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.9, 1.8912499999999999)","(4.2, 5.5, 5.3769230769230765)","(61.0, 330.0, 188.33333333333334)","(51.0, 340.0, 280.0)"
11-01-2023 19:43:16.687194,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.9, 1.886)","(4.2, 5.5, 5.3769230769230765)","(61.0, 330.0, 188.33333333333334)","(51.0, 340.0, 280.0)"
11-01-2023 19:43:17.993216,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.9, 1.886)","(4.2, 5.5, 5.3769230769230765)","(61.0, 330.0, 178.88888888888889)","(51.0, 340.0, 290.0)"
11-01-2023 19:43:19.284632,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.9, 1.886)","(4.2, 5.5, 5.3769230769230765)","(61.0, 330.0, 188.33333333333334)","(51.0, 330.0, 280.0)"
11-01-2023 19:43:20.509627,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.9, 1.886)","(4.2, 5.5, 5.3769230769230765)","(61.0, 330.0, 240.0)","(51.0, 330.0, 280.0)"
11-01-2023 19:43:21.756551,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.9, 1.8912499999999999)","(4.2, 5.5, 5.3)","(61.0, 320.0, 240.0)","(51.0, 330.0, 293.3333333333333)"
11-01-2023 19:43:23.141411,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.9, 1.886)","(4.2, 5.5, 5.209090909090909)","(61.0, 320.0, 240.0)","(51.0, 340.0, 251.11111111111111)"
11-01-2023 19:43:24.454005,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.9, 1.886)","(4.2, 5.5, 5.271428571428571)","(61.0, 320.0, 240.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:43:25.622646,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.866666666666667)","(1.8, 1.9, 1.886)","(4.2, 5.5, 5.286666666666666)","(61.0, 320.0, 240.0)","(51.0, 320.0, 286.6666666666667)"
11-01-2023 19:43:26.738212,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.866666666666667)","(1.8, 1.89, 1.886)","(4.2, 5.5, 5.286666666666666)","(61.0, 320.0, 240.0)","(51.0, 340.0, 286.6666666666667)"
11-01-2023 19:43:27.783542,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.866666666666667)","(1.8, 1.89, 1.886)","(4.2, 5.5, 5.286666666666666)","(61.0, 320.0, 286.0)","(51.0, 340.0, 236.66666666666666)"
11-01-2023 19:43:28.863225,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.89, 1.9233333333333333)","(4.2, 5.5, 5.3)","(61.0, 320.0, 240.0)","(51.0, 330.0, 240.0)"
11-01-2023 19:43:30.005811,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.93, 1.9136363636363636)","(4.2, 5.5, 5.3)","(61.0, 320.0, 240.0)","(51.0, 340.0, 240.0)"
11-01-2023 19:43:31.463970,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.93, 1.9136363636363636)","(4.2, 5.5, 5.3)","(61.0, 320.0, 240.0)","(51.0, 340.0, 240.0)"
11-01-2023 19:43:32.804870,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.93, 1.9136363636363636)","(4.2, 5.5, 5.3)","(61.0, 320.0, 240.0)","(51.0, 340.0, 236.66666666666666)"
11-01-2023 19:43:34.223919,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.93, 1.8828571428571428)","(4.2, 5.5, 5.58)","(61.0, 320.0, 240.0)","(51.0, 330.0, 213.33333333333334)"
11-01-2023 19:43:35.461363,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.89, 1.8823076923076922)","(4.2, 5.7, 5.58)","(61.0, 320.0, 240.0)","(51.0, 330.0, 213.33333333333334)"
11-01-2023 19:43:36.617376,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.89, 1.8823076923076922)","(4.2, 5.7, 5.58)","(61.0, 320.0, 240.0)","(51.0, 330.0, 213.33333333333334)"
11-01-2023 19:43:37.970028,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8500000000000005)","(1.8, 1.89, 1.8823076923076922)","(4.2, 5.7, 5.58)","(61.0, 320.0, 240.0)","(51.0, 330.0, 213.33333333333334)"
11-01-2023 19:43:39.356357,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8304347826086955)","(1.8, 1.89, 1.8823076923076922)","(4.2, 5.7, 5.586956521739131)","(61.0, 320.0, 240.0)","(51.0, 330.0, 252.22222222222223)"
11-01-2023 19:43:40.613581,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8304347826086955)","(1.8, 1.89, 1.9233333333333333)","(4.2, 5.9, 5.590909090909091)","(61.0, 320.0, 240.0)","(51.0, 330.0, 252.22222222222223)"
11-01-2023 19:43:41.907580,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.8076923076923075)","(1.8, 1.93, 1.8863636363636365)","(4.2, 5.9, 5.633333333333334)","(61.0, 320.0, 240.0)","(51.0, 330.0, 256.6666666666667)"
11-01-2023 19:43:43.090442,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.859999999999999)","(1.8, 1.93, 1.8863636363636365)","(4.2, 5.9, 5.633333333333334)","(61.0, 320.0, 240.0)","(51.0, 340.0, 290.0)"
11-01-2023 19:43:44.311008,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.859999999999999)","(1.8, 1.93, 1.8863636363636365)","(4.2, 5.9, 5.633333333333334)","(61.0, 320.0, 286.0)","(51.0, 330.0, 260.0)"
11-01-2023 19:43:45.498181,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.859999999999999)","(1.8, 1.93, 1.915)","(4.2, 5.9, 5.466666666666667)","(61.0, 320.0, 240.0)","(51.0, 330.0, 310.0)"
11-01-2023 19:43:46.762481,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.678260869565217)","(1.8, 1.93, 1.9049999999999998)","(4.2, 5.9, 5.6125)","(61.0, 320.0, 240.0)","(51.0, 340.0, 310.0)"
11-01-2023 19:43:48.001437,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.0)","(81.0, 300.0, 200.0)","(5.0, 6.2, 5.678260869565217)","(1.8, 1.93, 1.9049999999999998)","(4.2, 5.8, 5.6125)","(61.0, 320.0, 240.0)","(51.0, 340.0, 297.1428571428571)"
11-01-2023 19:43:49.184393,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.285714285714285)","(81.0, 300.0, 223.33333333333334)","(5.0, 6.2, 5.678260869565217)","(1.8, 1.93, 1.9049999999999998)","(4.2, 5.8, 5.6125)","(61.0, 320.0, 240.0)","(51.0, 340.0, 297.1428571428571)"
11-01-2023 19:43:50.466827,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.285714285714285)","(81.0, 310.0, 223.33333333333334)","(5.0, 6.2, 5.678260869565217)","(1.8, 1.93, 1.9049999999999998)","(4.2, 5.8, 5.6125)","(61.0, 320.0, 278.0)","(51.0, 340.0, 297.1428571428571)"
11-01-2023 19:43:51.946642,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.285714285714285)","(81.0, 310.0, 223.33333333333334)","(5.0, 6.2, 5.678260869565217)","(1.8, 1.93, 1.8912499999999999)","(4.2, 5.8, 5.6125)","(61.0, 310.0, 204.54545454545456)","(51.0, 340.0, 297.1428571428571)"
11-01-2023 19:43:53.272333,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.285714285714285)","(81.0, 310.0, 223.33333333333334)","(5.0, 6.2, 5.678260869565217)","(1.8, 1.91, 1.8912499999999999)","(4.2, 5.8, 5.7)","(61.0, 300.0, 236.66666666666669)","(51.0, 340.0, 297.1428571428571)"
11-01-2023 19:43:54.615793,"(5.5, 13.5, 13.3)","(17.0, 32.0, 27.285714285714285)","(81.0, 310.0, 223.33333333333334)","(5.0, 6.2, 5.678260869565217)","(1.8, 1.91, 1.8912499999999999)","(4.2, 5.9, 5.7)","(61.0, 280.0, 203.33333333333334)","(51.0, 340.0, 297.1428571428571)"
11-01-2023 19:43:56.047351,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.285714285714285)","(81.0, 310.0, 223.33333333333334)","(5.0, 6.2, 5.678260869565217)","(1.8, 1.91, 1.8912499999999999)","(4.2, 5.9, 5.7)","(61.0, 270.0, 181.42857142857142)","(51.0, 340.0, 297.1428571428571)"
11-01-2023 19:43:57.482561,"(5.5, 13.5, 13.38888888888889)","(17.0, 32.0, 27.285714285714285)","(81.0, 310.0, 223.33333333333334)","(5.0, 6.2, 5.678260869565217)","(1.8, 1.91, 1.8912499999999999)","(4.2, 5.9, 5.7)","(61.0, 260.0, 181.42857142857142)","(51.0, 340.0, 297.1428571428571)"
11-01-2023 19:43:59.119967,"(5.5, 13.5, 13.3)","(17.0, 32.0, 27.285714285714285)","(81.0, 310.0, 223.33333333333334)","(5.0, 6.2, 5.678260869565217)","(1.8, 1.91, 1.8988888888888888)","(4.2, 5.9, 5.6909090909090905)","(61.0, 260.0, 181.42857142857142)","(51.0, 340.0, 297.1428571428571)"
11-01-2023 19:44:00.637025,"(5.5, 13.5, 13.3)","(17.0, 32.0, 27.285714285714285)","(81.0, 310.0, 223.33333333333334)","(5.0, 6.2, 5.678260869565217)","(1.8, 1.91, 1.8988888888888888)","(4.2, 5.8, 5.575)","(61.0, 260.0, 181.42857142857142)","(51.0, 340.0, 297.1428571428571)"
11-01-2023 19:44:01.991667,"(5.5, 13.5, 13.071428571428571)","(17.0, 32.0, 27.41176470588235)","(81.0, 310.0, 245.0)","(5.0, 6.2, 5.771428571428571)","(1.8, 1.91, 1.8849999999999998)","(4.2, 5.8, 5.5512195121951216)","(61.0, 260.0, 169.0909090909091)","(51.0, 340.0, 297.1428571428571)"
