,Got The Lot,Perfect Colour,Dr Nightingale,Salad Dodger,Unleash Collinda,Shadow Riot,Oldrik Bale,Center
11-01-2023 19:37:28.470546,"(5.5, 12.5, 11.090909090909092)","(15.0, 38.0, 22.642857142857142)","(81.0, 600.0, 337.5)","(5.0, 7.0, 5.875)","(1.75, 2.06, 1.9124324324324324)","(4.2, 6.2, 4.866666666666666)","(51.0, 430.0, 121.42857142857143)","(41.0, 350.0, 80.0)"
11-01-2023 19:37:29.706321,"(5.5, 12.5, 11.466666666666667)","(15.0, 38.0, 22.642857142857142)","(81.0, 600.0, 337.5)","(5.0, 7.0, 5.5)","(1.75, 2.06, 1.9124324324324324)","(4.2, 6.2, 4.866666666666666)","(51.0, 430.0, 121.42857142857143)","(41.0, 350.0, 80.0)"
11-01-2023 19:37:30.860286,"(5.5, 12.5, 11.466666666666667)","(15.0, 38.0, 22.642857142857142)","(81.0, 600.0, 337.5)","(5.0, 7.0, 5.511111111111111)","(1.75, 2.06, 1.9124324324324324)","(4.2, 6.2, 4.866666666666666)","(51.0, 430.0, 121.42857142857143)","(41.0, 350.0, 80.0)"
11-01-2023 19:37:32.044354,"(5.5, 12.5, 11.466666666666667)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 337.5)","(5.0, 6.6, 5.433333333333334)","(1.75, 2.06, 1.9124324324324324)","(4.2, 6.2, 4.866666666666666)","(51.0, 430.0, 121.42857142857143)","(41.0, 350.0, 80.0)"
11-01-2023 19:37:33.256040,"(5.5, 12.5, 11.466666666666667)","(15.0, 38.0, 22.642857142857142)","(81.0, 600.0, 337.5)","(5.0, 6.6, 5.433333333333334)","(1.75, 2.06, 1.9124324324324324)","(4.2, 6.2, 4.866666666666666)","(51.0, 430.0, 121.42857142857143)","(41.0, 350.0, 80.0)"
11-01-2023 19:37:34.459846,"(5.5, 12.5, 11.466666666666667)","(15.0, 38.0, 22.642857142857142)","(81.0, 600.0, 337.5)","(5.0, 6.6, 5.433333333333334)","(1.75, 2.06, 1.9124324324324324)","(4.2, 6.2, 4.866666666666666)","(51.0, 430.0, 121.42857142857143)","(41.0, 350.0, 80.0)"
11-01-2023 19:37:35.768935,"(5.5, 12.5, 10.95)","(15.0, 38.0, 22.642857142857142)","(81.0, 600.0, 337.5)","(5.0, 6.6, 5.433333333333334)","(1.75, 2.06, 1.9124324324324324)","(4.2, 6.2, 4.866666666666666)","(51.0, 430.0, 121.42857142857143)","(41.0, 350.0, 80.0)"
11-01-2023 19:37:36.989065,"(5.5, 14.0, 11.7)","(15.0, 38.0, 22.642857142857142)","(81.0, 600.0, 337.5)","(5.0, 6.6, 5.433333333333334)","(1.75, 2.06, 1.9124324324324324)","(4.2, 6.2, 4.866666666666666)","(51.0, 430.0, 121.42857142857143)","(41.0, 350.0, 84.5)"
11-01-2023 19:37:38.292376,"(5.5, 12.0, 11.4)","(15.0, 38.0, 22.642857142857142)","(81.0, 600.0, 337.5)","(5.0, 6.6, 5.680000000000001)","(1.75, 2.06, 1.83875)","(4.2, 6.2, 4.866666666666666)","(51.0, 430.0, 121.42857142857143)","(41.0, 350.0, 84.5)"
11-01-2023 19:37:39.445024,"(5.5, 12.0, 11.4)","(15.0, 38.0, 22.642857142857142)","(81.0, 600.0, 337.5)","(5.0, 6.4, 5.680000000000001)","(1.75, 2.04, 1.879)","(4.2, 6.2, 5.43125)","(51.0, 430.0, 121.42857142857143)","(41.0, 350.0, 84.5)"
11-01-2023 19:37:40.561318,"(5.5, 12.0, 11.566666666666666)","(15.0, 40.0, 23.214285714285715)","(81.0, 600.0, 337.5)","(5.0, 6.4, 5.753846153846154)","(1.75, 2.04, 1.879)","(4.2, 6.0, 5.16)","(51.0, 430.0, 125.71428571428572)","(41.0, 350.0, 124.0)"
11-01-2023 19:37:41.747545,"(5.5, 12.0, 11.566666666666666)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 134.44444444444446)","(5.0, 6.4, 5.466666666666667)","(1.75, 2.04, 1.879)","(4.2, 6.0, 5.3)","(51.0, 430.0, 125.71428571428572)","(41.0, 400.0, 128.0)"
11-01-2023 19:37:42.926556,"(5.5, 12.0, 11.566666666666666)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 134.44444444444446)","(5.0, 6.4, 5.466666666666667)","(1.75, 2.04, 1.879)","(4.2, 6.0, 5.44)","(51.0, 430.0, 168.0)","(41.0, 400.0, 128.0)"
11-01-2023 19:37:44.110375,"(5.5, 12.0, 11.566666666666666)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 134.44444444444446)","(5.0, 6.4, 5.466666666666667)","(1.75, 2.04, 1.879)","(4.2, 6.0, 5.6)","(51.0, 540.0, 141.42857142857144)","(41.0, 400.0, 128.0)"
11-01-2023 19:37:45.281497,"(5.5, 12.0, 11.566666666666666)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 5.680000000000001)","(1.75, 2.04, 1.879)","(4.2, 6.0, 5.6)","(51.0, 540.0, 230.0)","(41.0, 400.0, 196.66666666666666)"
11-01-2023 19:37:46.396609,"(5.5, 12.0, 11.566666666666666)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 5.680000000000001)","(1.75, 2.04, 1.879)","(4.2, 6.0, 5.6)","(51.0, 540.0, 154.16666666666669)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:37:47.577258,"(5.5, 12.0, 11.566666666666666)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 5.680000000000001)","(1.75, 2.04, 1.88875)","(4.2, 6.0, 5.6)","(51.0, 550.0, 154.16666666666669)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:37:48.777995,"(5.5, 12.0, 11.566666666666666)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 5.680000000000001)","(1.75, 2.02, 1.88875)","(4.2, 6.0, 5.6)","(51.0, 550.0, 154.16666666666669)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:37:50.016655,"(5.5, 12.0, 11.566666666666666)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.88875)","(4.2, 6.0, 5.626666666666667)","(51.0, 550.0, 154.16666666666669)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:37:51.219569,"(5.5, 12.0, 11.566666666666666)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.88875)","(4.2, 6.0, 5.490909090909091)","(51.0, 550.0, 154.16666666666669)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:37:52.425709,"(5.5, 12.0, 11.566666666666666)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.88875)","(4.2, 6.0, 5.490909090909091)","(51.0, 550.0, 154.16666666666669)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:37:53.583072,"(5.5, 12.0, 11.257142857142858)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.88875)","(4.2, 6.0, 5.490909090909091)","(51.0, 550.0, 154.16666666666669)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:37:54.586555,"(5.5, 12.0, 11.04)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.88875)","(4.2, 6.0, 5.490909090909091)","(51.0, 550.0, 154.16666666666669)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:37:55.558629,"(5.5, 12.0, 11.04)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.88875)","(4.2, 6.0, 5.490909090909091)","(51.0, 550.0, 154.16666666666669)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:37:56.596253,"(5.5, 12.0, 11.04)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.88875)","(4.2, 6.0, 5.490909090909091)","(51.0, 550.0, 154.16666666666669)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:37:57.704457,"(5.5, 12.0, 11.04)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.9290909090909092)","(4.2, 6.0, 5.490909090909091)","(51.0, 550.0, 154.16666666666669)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:37:58.770165,"(5.5, 12.0, 11.04)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.94)","(4.2, 6.0, 5.490909090909091)","(51.0, 550.0, 154.16666666666669)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:37:59.908785,"(5.5, 12.0, 11.04)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.94)","(4.2, 6.0, 5.490909090909091)","(51.0, 550.0, 154.16666666666669)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:38:01.150496,"(5.5, 12.0, 11.04)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.94)","(4.2, 6.0, 5.490909090909091)","(51.0, 550.0, 213.33333333333334)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:38:02.178279,"(5.5, 12.0, 11.04)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.94)","(4.2, 6.0, 5.490909090909091)","(51.0, 490.0, 117.5)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:38:03.184364,"(5.5, 12.0, 11.04)","(15.0, 55.0, 42.16666666666667)","(81.0, 610.0, 342.5)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.94)","(4.2, 6.0, 5.490909090909091)","(51.0, 500.0, 117.5)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:38:04.152560,"(5.5, 12.0, 11.04)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 134.44444444444446)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.94)","(4.2, 6.0, 5.490909090909091)","(51.0, 500.0, 117.5)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:38:05.138566,"(5.5, 12.0, 10.8)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 134.44444444444446)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.94)","(4.2, 6.0, 5.490909090909091)","(51.0, 500.0, 117.5)","(41.0, 470.0, 196.66666666666666)"
11-01-2023 19:38:06.256327,"(5.5, 12.0, 10.8)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 134.44444444444446)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.94)","(4.2, 6.0, 5.490909090909091)","(51.0, 500.0, 117.5)","(41.0, 470.0, 265.0)"
11-01-2023 19:38:07.345909,"(5.5, 12.0, 10.8)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 134.44444444444446)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.94)","(4.2, 6.0, 5.490909090909091)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:08.460149,"(5.5, 12.0, 10.8)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 134.44444444444446)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.94)","(4.2, 6.0, 6.133333333333333)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:09.485153,"(5.5, 12.0, 10.8)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 134.44444444444446)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.9144444444444444)","(4.2, 6.6, 5.822222222222222)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:10.587560,"(5.5, 12.0, 10.5)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 134.44444444444446)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.9144444444444444)","(4.2, 6.6, 6.0)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:11.683527,"(5.5, 12.0, 10.5)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 134.44444444444446)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.9144444444444444)","(4.2, 6.6, 6.0)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:12.735652,"(5.5, 12.0, 10.5)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 134.44444444444446)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.8654545454545455)","(4.2, 6.6, 6.0)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:13.767920,"(5.5, 12.0, 10.5)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 134.44444444444446)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.8654545454545455)","(4.2, 6.6, 5.636363636363637)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:14.768080,"(5.5, 12.0, 10.5)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 134.44444444444446)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.8654545454545455)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:15.712773,"(5.5, 12.0, 10.5)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 134.44444444444446)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.8654545454545455)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:17.021491,"(5.5, 12.0, 10.5)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.8654545454545455)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:18.019329,"(5.5, 12.0, 10.472727272727273)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.02, 1.8549019607843138)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:19.223388,"(5.5, 12.0, 10.285714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.1, 1.8549019607843138)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:20.557825,"(5.5, 12.0, 10.285714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8585185185185187)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:21.750652,"(5.5, 12.0, 10.285714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8585185185185187)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:22.827190,"(5.5, 12.0, 10.285714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8585185185185187)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:23.914983,"(5.5, 12.0, 10.285714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8585185185185187)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:24.984185,"(5.5, 12.0, 10.285714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8585185185185187)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 470.0, 200.0)"
11-01-2023 19:38:26.013617,"(5.5, 12.0, 10.285714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8585185185185187)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 470.0, 126.0)"
11-01-2023 19:38:27.028618,"(5.5, 12.0, 10.285714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8585185185185187)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 390.0, 222.5)"
11-01-2023 19:38:28.106133,"(5.5, 12.0, 10.285714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8571428571428572)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 380.0, 222.5)"
11-01-2023 19:38:29.113541,"(5.5, 12.0, 10.285714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8571428571428572)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 380.0, 222.5)"
11-01-2023 19:38:30.109542,"(5.5, 12.0, 10.285714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8571428571428572)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 380.0, 222.5)"
11-01-2023 19:38:31.141068,"(5.5, 12.0, 10.285714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.9183783783783785)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 380.0, 222.5)"
11-01-2023 19:38:32.125542,"(5.5, 12.0, 10.285714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.9183783783783785)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 380.0, 104.375)"
11-01-2023 19:38:33.117105,"(5.5, 12.0, 10.285714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.9183783783783785)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:34.175451,"(5.5, 11.5, 10.55)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.9183783783783785)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:35.232567,"(5.5, 11.5, 10.685714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.9183783783783785)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:36.433112,"(5.5, 11.5, 10.685714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.9183783783783785)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:37.911561,"(5.5, 11.5, 10.685714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.9183783783783785)","(4.2, 6.4, 5.542857142857143)","(51.0, 500.0, 117.5)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:39.063763,"(5.5, 11.5, 10.685714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.9183783783783785)","(4.2, 6.4, 5.533333333333333)","(51.0, 500.0, 144.16666666666669)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:40.206510,"(5.5, 11.5, 10.685714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.9183783783783785)","(4.2, 6.2, 5.533333333333333)","(51.0, 490.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:41.377579,"(5.5, 11.5, 10.685714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8681481481481483)","(4.2, 6.2, 5.533333333333333)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:42.491988,"(5.5, 11.5, 10.685714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8681481481481483)","(4.2, 6.2, 5.68)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:43.497128,"(5.5, 11.5, 10.685714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8681481481481483)","(4.2, 6.2, 5.1571428571428575)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:44.604594,"(5.5, 11.5, 10.685714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8893333333333335)","(4.2, 5.5, 5.1571428571428575)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:45.730505,"(5.5, 11.5, 10.685714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8893333333333335)","(4.2, 5.5, 5.1571428571428575)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:46.809485,"(5.5, 11.5, 10.685714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8893333333333335)","(4.2, 5.5, 5.1571428571428575)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:47.824912,"(5.5, 11.5, 10.685714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8893333333333335)","(4.2, 5.5, 5.1571428571428575)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:48.822882,"(5.5, 11.5, 10.685714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8893333333333335)","(4.2, 5.5, 5.1571428571428575)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:49.884730,"(5.5, 11.5, 10.685714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.8893333333333335)","(4.2, 5.5, 5.1571428571428575)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:50.969787,"(5.5, 11.5, 10.685714285714285)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.9254054054054055)","(4.2, 5.5, 5.65)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:52.086031,"(5.5, 11.5, 10.866666666666667)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.911764705882353)","(4.2, 5.9, 5.65)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:53.176205,"(5.5, 11.5, 10.866666666666667)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.911764705882353)","(4.2, 5.9, 5.65)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:54.170463,"(5.5, 11.5, 10.866666666666667)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.911764705882353)","(4.2, 5.9, 5.65)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:55.132125,"(5.5, 11.5, 10.866666666666667)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.911764705882353)","(4.2, 5.9, 5.65)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:56.177319,"(5.5, 11.0, 10.44)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.911764705882353)","(4.2, 5.9, 5.65)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:57.323365,"(5.5, 11.0, 10.44)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.911764705882353)","(4.2, 5.9, 5.65)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:38:58.509428,"(5.5, 11.0, 10.533333333333333)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.911764705882353)","(4.2, 5.9, 5.65)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 229.41176470588235)"
11-01-2023 19:38:59.686428,"(5.5, 11.0, 10.533333333333333)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.911764705882353)","(4.2, 5.9, 5.65)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
11-01-2023 19:39:00.787970,"(5.5, 11.0, 10.533333333333333)","(15.0, 38.0, 22.642857142857142)","(81.0, 610.0, 283.8461538461538)","(5.0, 6.4, 6.0)","(1.75, 2.08, 1.911764705882353)","(4.2, 5.9, 5.65)","(51.0, 480.0, 132.85714285714286)","(41.0, 380.0, 100.0)"
