,Antique Elsa,Apollo One,Denis The Menace,Maximum Zeal,Kinimakatka,Arts Inferno,Urana Fernando,Queen Sal
15-12-2022 12:59:01.865624,"(13.0, 28.0, 18.666666666666668)","(3.9, 4.2, 4.112)","(5.5, 8.2, 6.0125)","(16.0, 42.0, 39.16666666666667)","(8.0, 14.0, 12.23076923076923)","(5.0, 7.6, 7.114285714285714)","(14.0, 32.0, 24.75)","(3.0, 4.9, 4.425000000000001)"
15-12-2022 12:59:03.082463,"(13.0, 28.0, 18.666666666666668)","(3.9, 4.2, 4.112)","(5.5, 8.2, 6.949999999999999)","(16.0, 42.0, 38.8125)","(8.0, 14.0, 11.25)","(5.0, 7.6, 6.6)","(14.0, 32.0, 26.2)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:59:04.188077,"(13.0, 28.0, 24.77777777777778)","(3.9, 4.2, 4.112)","(5.5, 8.2, 6.949999999999999)","(16.0, 42.0, 38.8125)","(8.0, 14.0, 11.25)","(5.0, 7.6, 7.057142857142857)","(14.0, 32.0, 26.2)","(3.0, 4.9, 4.375)"
15-12-2022 12:59:05.354095,"(13.0, 28.0, 24.77777777777778)","(3.9, 4.2, 4.112)","(5.5, 8.2, 6.7)","(16.0, 42.0, 37.833333333333336)","(8.0, 14.0, 11.25)","(5.0, 7.6, 7.057142857142857)","(14.0, 32.0, 26.2)","(3.0, 4.9, 4.375)"
15-12-2022 12:59:06.691428,"(13.0, 29.0, 25.555555555555557)","(3.9, 4.2, 4.112)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 34.0)","(8.0, 14.0, 11.25)","(5.0, 7.6, 7.057142857142857)","(14.0, 32.0, 26.2)","(3.0, 4.9, 4.375)"
15-12-2022 12:59:08.017296,"(13.0, 29.0, 25.555555555555557)","(3.9, 4.2, 4.112)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 34.0)","(8.0, 14.0, 11.25)","(5.0, 7.6, 7.057142857142857)","(14.0, 32.0, 26.2)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:59:09.399936,"(13.0, 29.0, 25.555555555555557)","(3.9, 4.2, 4.112)","(5.5, 8.2, 6.949999999999999)","(16.0, 42.0, 34.0)","(8.0, 14.0, 12.6)","(5.0, 7.6, 7.05)","(14.0, 32.0, 29.875)","(3.0, 4.9, 4.4)"
15-12-2022 12:59:10.683155,"(13.0, 29.0, 25.555555555555557)","(3.9, 4.1, 4.028)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 34.166666666666664)","(8.0, 14.0, 12.6)","(5.0, 7.8, 7.254545454545454)","(14.0, 34.0, 29.875)","(3.0, 4.9, 4.4)"
15-12-2022 12:59:12.087757,"(13.0, 29.0, 25.555555555555557)","(3.9, 4.1, 4.028)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 38.64285714285714)","(8.0, 14.0, 12.4)","(5.0, 7.8, 7.0)","(14.0, 34.0, 29.875)","(3.0, 4.9, 4.4)"
15-12-2022 12:59:13.511836,"(13.0, 29.0, 24.166666666666664)","(3.9, 4.1, 4.028)","(5.5, 8.2, 6.949999999999999)","(16.0, 42.0, 38.64285714285714)","(8.0, 14.0, 13.4)","(5.0, 7.6, 7.3052631578947365)","(14.0, 34.0, 29.875)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:59:15.033163,"(13.0, 29.0, 25.77777777777778)","(3.9, 4.1, 4.028)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 36.125)","(8.0, 14.0, 13.557894736842105)","(5.0, 7.6, 7.066666666666666)","(14.0, 34.0, 29.875)","(3.0, 4.9, 4.425000000000001)"
15-12-2022 12:59:16.480686,"(13.0, 29.0, 25.77777777777778)","(3.9, 4.1, 4.028)","(5.5, 8.2, 6.0125)","(16.0, 42.0, 34.0)","(8.0, 14.0, 13.557894736842105)","(5.0, 7.6, 7.066666666666666)","(14.0, 34.0, 29.875)","(3.0, 4.9, 4.425000000000001)"
15-12-2022 12:59:18.070003,"(13.0, 29.0, 25.77777777777778)","(3.9, 4.1, 4.028)","(5.5, 8.2, 6.0125)","(16.0, 42.0, 38.0)","(8.0, 14.0, 13.557894736842105)","(5.0, 7.6, 7.066666666666666)","(14.0, 34.0, 29.875)","(3.0, 4.9, 4.425000000000001)"
15-12-2022 12:59:19.436843,"(13.0, 29.0, 25.77777777777778)","(3.9, 4.1, 4.028)","(5.5, 8.2, 6.949999999999999)","(16.0, 42.0, 38.0)","(8.0, 14.0, 13.557894736842105)","(5.0, 7.6, 7.517647058823529)","(14.0, 34.0, 29.875)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:59:20.696397,"(13.0, 29.0, 25.555555555555557)","(3.9, 4.1, 4.028)","(5.5, 8.2, 6.949999999999999)","(16.0, 42.0, 38.0)","(8.0, 14.0, 13.557894736842105)","(5.0, 7.6, 7.433333333333333)","(14.0, 34.0, 29.875)","(3.0, 4.9, 4.375)"
15-12-2022 12:59:21.835187,"(13.0, 29.0, 25.555555555555557)","(3.9, 4.1, 4.028)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 36.125)","(8.0, 14.0, 13.557894736842105)","(5.0, 7.6, 7.433333333333333)","(14.0, 34.0, 29.875)","(3.0, 4.9, 4.375)"
15-12-2022 12:59:23.034975,"(13.0, 29.0, 25.555555555555557)","(3.9, 4.1, 4.028)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 36.125)","(8.0, 14.0, 13.557894736842105)","(5.0, 7.6, 7.155555555555555)","(14.0, 34.0, 29.875)","(3.0, 4.9, 4.375)"
15-12-2022 12:59:24.251680,"(13.0, 27.0, 24.0)","(3.9, 4.1, 4.028)","(5.5, 8.2, 6.057142857142857)","(16.0, 42.0, 36.125)","(8.0, 14.0, 13.557894736842105)","(5.0, 7.6, 7.32)","(14.0, 34.0, 29.875)","(3.0, 4.9, 3.9000000000000004)"
15-12-2022 12:59:25.494178,"(13.0, 27.0, 24.0)","(3.9, 4.1, 4.04)","(5.5, 8.2, 6.666666666666667)","(16.0, 42.0, 25.666666666666664)","(8.0, 14.0, 13.557894736842105)","(5.0, 7.6, 7.155555555555555)","(14.0, 34.0, 29.875)","(3.0, 4.9, 4.4)"
15-12-2022 12:59:26.753385,"(13.0, 27.0, 24.0)","(3.9, 4.1, 4.04)","(5.5, 8.2, 6.666666666666667)","(16.0, 40.0, 26.0)","(8.0, 14.0, 12.272727272727273)","(5.0, 7.6, 7.0)","(14.0, 34.0, 27.0)","(3.0, 4.9, 4.4)"
15-12-2022 12:59:28.008202,"(13.0, 27.0, 24.0)","(3.9, 4.1, 4.04)","(5.5, 8.2, 6.666666666666667)","(16.0, 40.0, 26.0)","(8.0, 13.0, 12.272727272727273)","(5.0, 7.4, 7.0)","(14.0, 36.0, 21.2)","(3.0, 4.9, 4.35)"
15-12-2022 12:59:29.155524,"(13.0, 27.0, 24.0)","(3.9, 4.1, 4.04)","(5.5, 8.2, 6.666666666666667)","(16.0, 40.0, 26.0)","(8.0, 13.0, 11.75)","(5.0, 7.4, 6.92)","(14.0, 34.0, 26.0)","(3.0, 4.8, 4.3)"
15-12-2022 12:59:30.259028,"(13.0, 26.0, 23.22222222222222)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.0, 7.052173913043478)","(16.0, 40.0, 31.214285714285715)","(8.0, 13.0, 10.714285714285715)","(5.0, 7.4, 6.9)","(14.0, 32.0, 20.666666666666668)","(3.0, 5.4, 4.985714285714286)"
15-12-2022 12:59:31.414854,"(13.0, 25.0, 19.25)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 7.052173913043478)","(16.0, 40.0, 30.53846153846154)","(8.0, 13.0, 11.666666666666668)","(5.0, 7.4, 6.9)","(14.0, 32.0, 20.666666666666668)","(3.0, 5.4, 4.985714285714286)"
15-12-2022 12:59:32.617014,"(13.0, 25.0, 22.444444444444443)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 7.052173913043478)","(16.0, 40.0, 33.166666666666664)","(8.0, 13.0, 10.714285714285715)","(5.0, 7.4, 6.9)","(14.0, 32.0, 20.666666666666668)","(3.0, 5.4, 4.985714285714286)"
15-12-2022 12:59:33.834625,"(13.0, 25.0, 19.25)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 7.052173913043478)","(16.0, 40.0, 33.166666666666664)","(8.0, 13.0, 10.714285714285715)","(5.0, 7.4, 7.1000000000000005)","(14.0, 32.0, 20.666666666666668)","(3.0, 5.4, 4.333333333333333)"
15-12-2022 12:59:35.035674,"(13.0, 25.0, 19.25)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 8.015384615384615)","(16.0, 40.0, 33.166666666666664)","(8.0, 13.0, 10.714285714285715)","(5.0, 7.4, 7.1000000000000005)","(14.0, 32.0, 24.857142857142858)","(3.0, 5.4, 5.0)"
15-12-2022 12:59:36.277630,"(13.0, 24.0, 21.666666666666668)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 6.945454545454545)","(16.0, 40.0, 33.166666666666664)","(8.0, 13.0, 12.36)","(5.0, 7.4, 6.9)","(14.0, 30.0, 23.5)","(3.0, 5.4, 5.0)"
15-12-2022 12:59:37.479081,"(13.0, 24.0, 18.75)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 7.252941176470588)","(16.0, 40.0, 33.166666666666664)","(8.0, 13.0, 11.125)","(5.0, 7.4, 6.9)","(14.0, 29.0, 23.5)","(3.0, 5.4, 5.0)"
15-12-2022 12:59:38.681113,"(13.0, 22.0, 20.11111111111111)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 7.542857142857143)","(16.0, 40.0, 33.44)","(8.0, 13.0, 11.5)","(5.0, 7.4, 7.1000000000000005)","(14.0, 29.0, 22.0)","(3.0, 5.4, 4.366666666666667)"
15-12-2022 12:59:39.821853,"(13.0, 23.0, 20.88888888888889)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 7.542857142857143)","(16.0, 40.0, 33.44)","(8.0, 13.0, 11.5)","(5.0, 7.4, 7.1000000000000005)","(14.0, 29.0, 22.0)","(3.0, 5.4, 4.366666666666667)"
15-12-2022 12:59:41.018086,"(13.0, 23.0, 17.411764705882355)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 7.252941176470588)","(16.0, 40.0, 26.18181818181818)","(8.0, 13.0, 12.0)","(5.0, 7.4, 6.9)","(14.0, 29.0, 22.0)","(3.0, 5.4, 5.0285714285714285)"
15-12-2022 12:59:42.130358,"(13.0, 23.0, 20.88888888888889)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 6.858333333333333)","(16.0, 40.0, 32.69230769230769)","(8.0, 13.0, 12.1)","(5.0, 7.4, 6.9)","(14.0, 29.0, 22.0)","(3.0, 5.4, 4.533333333333333)"
15-12-2022 12:59:43.246080,"(13.0, 23.0, 20.88888888888889)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 6.945454545454545)","(16.0, 40.0, 31.363636363636363)","(8.0, 12.5, 11.5)","(5.0, 7.4, 6.9)","(14.0, 29.0, 22.0)","(3.0, 5.4, 4.822222222222222)"
15-12-2022 12:59:44.487222,"(13.0, 23.0, 18.25)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 7.816666666666666)","(16.0, 40.0, 34.0625)","(8.0, 13.0, 11.666666666666668)","(5.0, 7.4, 7.1000000000000005)","(14.0, 29.0, 22.0)","(3.0, 5.4, 4.2)"
15-12-2022 12:59:45.760361,"(13.0, 23.0, 20.88888888888889)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 6.945454545454545)","(16.0, 40.0, 34.0625)","(8.0, 13.0, 11.666666666666668)","(5.0, 7.4, 6.9)","(14.0, 29.0, 22.0)","(3.0, 5.4, 4.866666666666667)"
15-12-2022 12:59:47.027470,"(13.0, 23.0, 20.88888888888889)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 7.3374999999999995)","(16.0, 40.0, 29.375)","(8.0, 13.0, 11.857142857142858)","(5.0, 7.4, 6.9)","(14.0, 29.0, 22.0)","(3.0, 5.4, 4.866666666666667)"
15-12-2022 12:59:48.271583,"(13.0, 21.0, 19.333333333333336)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 7.3374999999999995)","(16.0, 40.0, 29.375)","(8.0, 12.5, 11.98076923076923)","(5.0, 7.4, 6.9)","(14.0, 29.0, 21.25925925925926)","(3.0, 5.4, 4.866666666666667)"
15-12-2022 12:59:49.455855,"(13.0, 21.0, 19.333333333333336)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 7.816666666666666)","(16.0, 40.0, 31.363636363636363)","(8.0, 12.5, 11.98076923076923)","(5.0, 7.4, 7.1000000000000005)","(14.0, 29.0, 21.25925925925926)","(3.0, 5.4, 4.24)"
15-12-2022 12:59:50.635201,"(13.0, 21.0, 19.333333333333336)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 6.945454545454545)","(16.0, 40.0, 31.363636363636363)","(8.0, 12.5, 11.98076923076923)","(5.0, 7.4, 6.9)","(14.0, 29.0, 21.25925925925926)","(3.0, 5.4, 4.728571428571429)"
15-12-2022 12:59:51.774967,"(13.0, 21.0, 19.333333333333336)","(3.9, 4.1, 4.048571428571428)","(5.5, 8.2, 6.945454545454545)","(16.0, 40.0, 31.363636363636363)","(8.0, 12.5, 11.98076923076923)","(5.0, 7.4, 6.9)","(14.0, 29.0, 21.25925925925926)","(3.0, 5.5, 5.466666666666667)"
15-12-2022 12:59:52.815821,"(13.0, 21.0, 19.333333333333336)","(3.7, 4.1, 4.048571428571428)","(5.5, 8.2, 7.3374999999999995)","(17.0, 40.0, 28.75)","(8.0, 12.5, 10.9375)","(5.0, 7.4, 6.9)","(15.0, 29.0, 21.25925925925926)","(3.1, 5.7, 5.466666666666667)"
15-12-2022 12:59:53.890242,"(13.0, 21.0, 19.333333333333336)","(3.7, 4.1, 4.048571428571428)","(5.5, 8.2, 6.945454545454545)","(17.0, 40.0, 28.75)","(8.0, 12.5, 10.9375)","(5.0, 7.4, 6.9)","(15.0, 29.0, 21.25925925925926)","(3.1, 5.7, 4.85)"
15-12-2022 12:59:55.005217,"(13.0, 21.0, 17.25)","(3.7, 4.1, 4.048571428571428)","(5.5, 8.2, 7.816666666666666)","(17.0, 40.0, 28.75)","(8.0, 12.5, 10.9375)","(5.0, 7.4, 5.614285714285715)","(15.0, 29.0, 21.25925925925926)","(3.1, 5.7, 4.85)"
15-12-2022 12:59:56.143994,"(13.0, 21.0, 17.875)","(3.7, 4.1, 4.048571428571428)","(5.5, 8.2, 7.816666666666666)","(17.0, 40.0, 28.75)","(8.0, 12.5, 10.9375)","(5.0, 7.4, 5.614285714285715)","(15.0, 29.0, 21.25925925925926)","(3.1, 5.7, 5.483333333333333)"
15-12-2022 12:59:57.309300,"(13.0, 21.0, 17.875)","(3.7, 4.1, 4.048571428571428)","(5.5, 8.2, 6.945454545454545)","(17.0, 40.0, 28.75)","(8.0, 12.5, 10.9375)","(5.0, 7.4, 6.4)","(15.0, 29.0, 21.25925925925926)","(3.1, 5.7, 5.483333333333333)"
15-12-2022 12:59:58.481020,"(13.0, 21.0, 17.875)","(3.7, 4.1, 4.048571428571428)","(5.5, 8.2, 7.3374999999999995)","(17.0, 40.0, 28.75)","(8.0, 12.5, 10.9375)","(5.0, 7.4, 6.4)","(15.0, 29.0, 21.25925925925926)","(3.1, 5.7, 5.483333333333333)"
15-12-2022 12:59:59.584737,"(13.0, 21.0, 17.875)","(3.7, 4.1, 4.0)","(5.5, 8.2, 6.945454545454545)","(17.0, 40.0, 28.75)","(8.0, 12.5, 11.538461538461538)","(5.0, 7.4, 6.066666666666666)","(15.0, 29.0, 22.19047619047619)","(3.1, 5.7, 4.9)"
15-12-2022 13:00:00.675848,"(13.0, 21.0, 17.875)","(3.7, 4.1, 4.023809523809524)","(5.5, 8.2, 6.945454545454545)","(17.0, 40.0, 28.75)","(8.0, 12.5, 10.9375)","(5.0, 7.4, 6.25)","(15.0, 29.0, 22.0)","(3.1, 5.7, 5.5)"
15-12-2022 13:00:01.799677,"(13.0, 21.0, 17.875)","(3.7, 4.1, 4.022222222222222)","(5.5, 8.2, 6.945454545454545)","(17.0, 40.0, 28.75)","(8.0, 12.5, 10.9375)","(5.0, 7.4, 6.515384615384615)","(15.0, 28.0, 24.75)","(3.1, 5.7, 5.5)"
15-12-2022 13:00:02.905367,"(13.0, 21.0, 17.875)","(3.7, 4.1, 4.022222222222222)","(5.5, 8.2, 6.945454545454545)","(17.0, 40.0, 28.75)","(8.0, 12.5, 11.538461538461538)","(5.0, 7.4, 6.515384615384615)","(15.0, 27.0, 22.615384615384617)","(3.1, 5.7, 5.5)"
15-12-2022 13:00:04.095021,"(13.0, 21.0, 17.875)","(3.7, 4.1, 4.022222222222222)","(5.5, 8.2, 7.3374999999999995)","(17.0, 40.0, 28.75)","(8.0, 12.5, 10.9375)","(5.0, 7.4, 6.25)","(15.0, 28.0, 23.454545454545453)","(3.1, 5.7, 5.5)"
15-12-2022 13:00:05.348435,"(13.0, 21.0, 17.875)","(3.7, 4.1, 4.022222222222222)","(5.5, 8.2, 6.945454545454545)","(17.0, 40.0, 28.75)","(8.0, 12.5, 10.9375)","(5.0, 7.4, 7.081818181818182)","(15.0, 28.0, 23.454545454545453)","(3.1, 5.7, 4.95)"
15-12-2022 13:00:06.727085,"(13.0, 21.0, 17.875)","(3.7, 4.0, 3.925)","(5.5, 8.2, 7.3374999999999995)","(17.0, 40.0, 29.375)","(8.0, 12.5, 11.538461538461538)","(5.0, 7.4, 6.800000000000001)","(15.0, 28.0, 22.615384615384617)","(3.1, 5.7, 5.516666666666667)"
15-12-2022 13:00:07.993522,"(13.0, 21.0, 17.875)","(3.7, 4.0, 3.925)","(5.5, 8.2, 7.3374999999999995)","(17.0, 40.0, 29.375)","(8.0, 12.5, 11.538461538461538)","(5.0, 7.4, 6.6000000000000005)","(15.0, 28.0, 22.615384615384617)","(3.1, 5.7, 5.1)"
15-12-2022 13:00:09.250261,"(13.0, 21.0, 17.5)","(3.7, 4.1, 4.007894736842105)","(5.5, 8.2, 7.3374999999999995)","(17.0, 40.0, 33.46153846153846)","(8.0, 12.5, 10.9375)","(5.0, 7.4, 6.800000000000001)","(15.0, 28.0, 22.615384615384617)","(3.2, 5.7, 5.516666666666667)"
15-12-2022 13:00:10.507901,"(12.0, 21.0, 16.357142857142858)","(3.7, 4.1, 4.007894736842105)","(5.5, 8.2, 7.816666666666666)","(17.0, 40.0, 33.46153846153846)","(8.0, 12.5, 10.9375)","(5.0, 7.4, 7.081818181818182)","(15.0, 28.0, 22.615384615384617)","(3.2, 5.7, 5.050000000000001)"
15-12-2022 13:00:11.696023,"(12.0, 21.0, 16.357142857142858)","(3.7, 4.1, 4.027083333333333)","(5.5, 8.2, 7.816666666666666)","(17.0, 40.0, 33.46153846153846)","(8.0, 12.5, 11.538461538461538)","(5.0, 7.4, 6.6000000000000005)","(15.0, 28.0, 22.615384615384617)","(3.2, 5.7, 5.154545454545454)"
15-12-2022 13:00:12.803891,"(12.0, 21.0, 16.357142857142858)","(3.7, 4.0, 3.94)","(5.5, 8.2, 7.252941176470588)","(17.0, 40.0, 34.0625)","(8.0, 12.5, 10.9375)","(5.0, 7.4, 6.552941176470588)","(15.0, 28.0, 22.615384615384617)","(3.2, 5.7, 5.533333333333333)"
15-12-2022 13:00:13.947099,"(12.0, 21.0, 15.868421052631579)","(3.7, 4.0, 3.94)","(5.5, 8.2, 7.607692307692307)","(17.0, 40.0, 34.0625)","(8.0, 12.5, 10.9375)","(5.0, 7.4, 6.472727272727273)","(15.0, 28.0, 22.615384615384617)","(3.2, 5.7, 5.533333333333333)"
15-12-2022 13:00:15.066900,"(12.0, 21.0, 15.078947368421053)","(3.7, 4.0, 3.9305555555555554)","(5.5, 8.2, 7.703225806451613)","(17.0, 40.0, 34.0625)","(8.0, 12.5, 10.9375)","(5.0, 7.4, 6.472727272727273)","(15.0, 28.0, 22.615384615384617)","(3.2, 5.7, 5.533333333333333)"
15-12-2022 13:00:16.474269,"(12.0, 21.0, 15.868421052631579)","(3.7, 4.0, 3.9305555555555554)","(5.5, 8.2, 8.126666666666665)","(17.0, 40.0, 30.952380952380953)","(8.0, 12.5, 11.538461538461538)","(5.0, 7.4, 6.924)","(15.0, 28.0, 22.615384615384617)","(3.2, 5.7, 5.209090909090909)"
15-12-2022 13:00:17.778073,"(12.0, 21.0, 15.868421052631579)","(3.7, 4.0, 3.8833333333333333)","(5.5, 8.2, 7.033333333333333)","(17.0, 40.0, 30.952380952380953)","(8.0, 12.5, 10.576923076923077)","(5.0, 7.4, 6.477777777777778)","(15.0, 28.0, 21.333333333333332)","(3.2, 5.7, 5.08125)"
15-12-2022 13:00:19.087650,"(12.0, 21.0, 15.868421052631579)","(3.7, 3.95, 3.8833333333333333)","(5.5, 8.2, 7.533333333333333)","(17.0, 40.0, 30.952380952380953)","(8.0, 12.5, 10.576923076923077)","(5.0, 7.2, 6.477777777777778)","(15.0, 28.0, 21.333333333333332)","(3.2, 5.7, 5.0)"
15-12-2022 13:00:20.390668,"(12.0, 21.0, 15.868421052631579)","(3.7, 3.95, 3.926470588235294)","(5.5, 8.2, 8.046153846153846)","(17.0, 40.0, 30.952380952380953)","(8.0, 12.5, 11.11111111111111)","(5.0, 7.2, 6.6240000000000006)","(15.0, 28.0, 21.333333333333332)","(3.2, 5.6, 4.6)"
15-12-2022 13:00:21.582827,"(12.0, 21.0, 15.868421052631579)","(3.7, 4.0, 3.926470588235294)","(5.5, 8.2, 8.046153846153846)","(17.0, 40.0, 30.952380952380953)","(8.0, 12.5, 11.11111111111111)","(5.0, 7.2, 6.6240000000000006)","(15.0, 28.0, 21.333333333333332)","(3.2, 5.6, 4.85)"
15-12-2022 13:00:22.888839,"(12.0, 21.0, 15.868421052631579)","(3.7, 4.0, 3.8833333333333333)","(5.5, 8.2, 7.533333333333333)","(17.0, 40.0, 30.952380952380953)","(8.0, 12.5, 10.576923076923077)","(5.0, 7.2, 6.866666666666667)","(15.0, 28.0, 21.333333333333332)","(3.2, 5.6, 4.85)"
15-12-2022 13:00:24.091569,"(12.0, 21.0, 14.68421052631579)","(3.7, 3.95, 3.8833333333333333)","(5.5, 8.2, 7.678260869565217)","(17.0, 40.0, 30.952380952380953)","(8.0, 12.5, 11.11111111111111)","(5.0, 7.2, 6.729411764705882)","(15.0, 28.0, 21.333333333333332)","(3.2, 5.6, 4.946153846153846)"
15-12-2022 13:00:25.355820,"(12.0, 21.0, 14.68421052631579)","(3.7, 3.95, 3.8833333333333333)","(5.5, 8.2, 8.088888888888889)","(17.0, 40.0, 30.952380952380953)","(8.0, 12.5, 10.576923076923077)","(5.0, 7.2, 6.866666666666667)","(15.0, 28.0, 21.333333333333332)","(3.2, 5.5, 4.346153846153846)"
15-12-2022 13:00:26.859476,"(12.0, 21.0, 14.68421052631579)","(3.7, 3.95, 3.926470588235294)","(5.5, 8.2, 7.7714285714285705)","(17.0, 40.0, 30.952380952380953)","(8.0, 12.5, 10.576923076923077)","(5.0, 7.2, 6.825)","(15.0, 28.0, 21.333333333333332)","(3.2, 5.5, 4.814285714285714)"
15-12-2022 13:00:28.367659,"(12.0, 21.0, 15.473684210526315)","(3.7, 4.0, 3.926470588235294)","(5.5, 8.2, 7.7714285714285705)","(17.0, 40.0, 30.952380952380953)","(8.0, 12.5, 10.576923076923077)","(5.0, 7.2, 6.825)","(15.0, 28.0, 21.333333333333332)","(3.2, 5.5, 4.814285714285714)"
15-12-2022 13:00:29.674752,"(12.0, 21.0, 15.473684210526315)","(3.7, 4.0, 3.9)","(5.5, 8.2, 7.3)","(17.0, 40.0, 30.952380952380953)","(8.0, 12.5, 10.46875)","(5.0, 7.2, 6.872413793103449)","(15.0, 28.0, 21.333333333333332)","(3.2, 5.5, 4.894444444444445)"
15-12-2022 13:00:30.961448,"(12.0, 21.0, 17.25)","(3.7, 4.0, 3.8947368421052633)","(5.5, 8.2, 7.8999999999999995)","(17.0, 40.0, 30.952380952380953)","(8.0, 12.5, 11.11111111111111)","(5.0, 7.2, 6.9222222222222225)","(15.0, 28.0, 21.333333333333332)","(3.2, 5.4, 4.9)"
15-12-2022 13:00:32.316799,"(12.0, 21.0, 17.25)","(3.7, 4.0, 3.9157894736842103)","(5.5, 8.2, 7.8999999999999995)","(17.0, 40.0, 30.952380952380953)","(8.0, 12.5, 11.11111111111111)","(5.0, 7.2, 6.9222222222222225)","(15.0, 28.0, 21.75)","(3.2, 5.4, 5.053846153846154)"
15-12-2022 13:00:33.550847,"(12.0, 21.0, 17.25)","(3.7, 4.0, 3.9238095238095236)","(5.5, 8.2, 7.218181818181818)","(17.0, 40.0, 30.952380952380953)","(8.0, 12.5, 11.11111111111111)","(5.0, 7.2, 6.9222222222222225)","(15.0, 28.0, 21.75)","(3.2, 5.4, 5.053846153846154)"
15-12-2022 13:00:34.748819,"(13.0, 21.0, 17.25)","(3.8, 4.0, 3.9384615384615382)","(5.5, 8.2, 7.5249999999999995)","(17.0, 40.0, 30.952380952380953)","(8.5, 12.5, 10.576923076923077)","(5.0, 7.2, 6.654545454545455)","(15.0, 28.0, 21.75)","(3.1, 5.4, 4.95)"
15-12-2022 13:00:35.960630,"(13.0, 21.0, 17.25)","(3.8, 4.0, 3.9272727272727272)","(5.5, 8.2, 7.75)","(17.0, 40.0, 30.952380952380953)","(8.5, 12.5, 10.46875)","(5.0, 7.2, 6.82)","(15.0, 28.0, 21.75)","(3.1, 5.4, 4.75)"
15-12-2022 13:00:37.109348,"(13.0, 21.0, 17.25)","(3.8, 4.0, 3.92)","(5.5, 8.2, 7.75)","(17.0, 40.0, 30.952380952380953)","(8.5, 12.5, 10.952380952380953)","(5.0, 7.2, 6.82)","(15.0, 28.0, 21.157894736842106)","(3.1, 5.4, 4.878260869565217)"
15-12-2022 13:00:38.326849,"(13.0, 21.0, 17.25)","(3.7, 4.0, 3.94)","(5.5, 8.0, 7.923809523809524)","(18.0, 40.0, 30.952380952380953)","(8.5, 12.5, 10.46875)","(5.0, 7.2, 6.82)","(16.0, 28.0, 21.157894736842106)","(3.1, 5.4, 4.9111111111111105)"
15-12-2022 13:00:39.516817,"(13.0, 21.0, 17.25)","(3.7, 3.95, 3.8973684210526316)","(5.5, 8.0, 7.923809523809524)","(18.0, 40.0, 30.952380952380953)","(8.5, 12.5, 10.952380952380953)","(5.0, 7.2, 6.82)","(16.0, 28.0, 21.75)","(3.1, 5.3, 4.843478260869565)"
15-12-2022 13:00:40.783770,"(13.0, 21.0, 17.25)","(3.7, 3.95, 3.8973684210526316)","(5.5, 8.0, 7.84)","(18.0, 40.0, 30.952380952380953)","(8.5, 12.5, 10.952380952380953)","(5.0, 7.2, 6.7250000000000005)","(16.0, 28.0, 21.75)","(3.1, 5.3, 4.716666666666667)"
15-12-2022 13:00:42.074830,"(13.0, 21.0, 17.25)","(3.7, 3.95, 3.9400000000000004)","(5.5, 8.2, 7.6)","(18.0, 40.0, 30.952380952380953)","(8.5, 12.5, 10.46875)","(5.0, 7.2, 6.7250000000000005)","(16.0, 28.0, 21.75)","(3.1, 5.3, 3.8499999999999996)"
15-12-2022 13:00:43.293988,"(13.0, 21.0, 16.263157894736842)","(3.7, 4.2, 4.165)","(5.5, 8.2, 7.7846153846153845)","(18.0, 40.0, 30.952380952380953)","(8.5, 12.5, 10.576923076923077)","(5.0, 7.2, 6.771428571428571)","(16.0, 28.0, 21.75)","(3.1, 4.5, 3.905)"
