,Antique Elsa,Apollo One,Denis The Menace,Maximum Zeal,Kinimakatka,Arts Inferno,Urana Fernando,Queen Sal
15-12-2022 12:53:59.562332,"(13.0, 34.0, 16.9375)","(4.0, 4.7, 4.414285714285715)","(5.5, 8.6, 7.1)","(15.0, 36.0, 29.5)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 5.85)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.6384615384615384)"
15-12-2022 12:54:00.652465,"(13.0, 34.0, 16.9375)","(4.0, 4.7, 4.414285714285715)","(5.5, 8.6, 7.1)","(15.0, 36.0, 29.5)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 5.85)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.6384615384615384)"
15-12-2022 12:54:01.711532,"(13.0, 34.0, 16.9375)","(4.0, 4.7, 4.414285714285715)","(5.5, 8.6, 7.1)","(15.0, 36.0, 29.5)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 5.85)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.6384615384615384)"
15-12-2022 12:54:02.737053,"(13.0, 34.0, 16.9375)","(4.0, 4.7, 4.366666666666667)","(5.5, 8.6, 7.1)","(15.0, 36.0, 29.5)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 5.85)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.6384615384615384)"
15-12-2022 12:54:03.904040,"(13.0, 34.0, 16.9375)","(4.0, 4.7, 4.366666666666667)","(5.5, 8.6, 7.1)","(15.0, 36.0, 28.2)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 5.975)","(13.0, 30.0, 23.8)","(3.0, 5.1, 3.7785714285714285)"
15-12-2022 12:54:04.982820,"(13.0, 34.0, 20.0)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 28.2)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 5.975)","(13.0, 30.0, 23.8)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:06.023693,"(13.0, 34.0, 20.0)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 28.2)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 5.975)","(13.0, 30.0, 23.8)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:07.063446,"(13.0, 34.0, 20.0)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 28.2)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.199999999999999)","(13.0, 30.0, 23.8)","(3.0, 5.1, 3.6384615384615384)"
15-12-2022 12:54:08.071649,"(13.0, 34.0, 21.272727272727273)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 28.2)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.199999999999999)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.6384615384615384)"
15-12-2022 12:54:09.181250,"(13.0, 34.0, 21.272727272727273)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 29.5)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.199999999999999)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.8666666666666667)"
15-12-2022 12:54:10.286099,"(13.0, 34.0, 21.272727272727273)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 29.5)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.516666666666667)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.8666666666666667)"
15-12-2022 12:54:11.432017,"(13.0, 34.0, 21.272727272727273)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 29.5)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.516666666666667)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:12.533069,"(13.0, 34.0, 21.272727272727273)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 29.5)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.516666666666667)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.8812499999999996)"
15-12-2022 12:54:13.669952,"(13.0, 34.0, 21.272727272727273)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 29.5)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.516666666666667)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.6384615384615384)"
15-12-2022 12:54:14.765161,"(13.0, 34.0, 21.272727272727273)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 29.5)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.516666666666667)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.6384615384615384)"
15-12-2022 12:54:15.788476,"(13.0, 34.0, 20.0)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 29.5)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.1)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:16.904313,"(13.0, 34.0, 20.0)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 28.2)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.1)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:17.916729,"(13.0, 34.0, 21.272727272727273)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 28.2)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.1)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:18.978120,"(13.0, 34.0, 21.272727272727273)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 29.5)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 5.975)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:20.070931,"(13.0, 34.0, 21.272727272727273)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 29.5)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.0375)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.6384615384615384)"
15-12-2022 12:54:21.184924,"(13.0, 34.0, 21.272727272727273)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 29.5)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.676923076923076)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:22.233157,"(13.0, 34.0, 21.272727272727273)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 29.5)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.676923076923076)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:23.397982,"(13.0, 34.0, 21.272727272727273)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 7.1)","(15.0, 36.0, 29.5)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.676923076923076)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:24.528489,"(13.0, 34.0, 21.272727272727273)","(4.0, 4.7, 4.521875)","(5.5, 8.6, 6.16)","(15.0, 36.0, 28.166666666666664)","(7.5, 13.0, 10.0)","(5.0, 7.6, 6.225)","(13.0, 30.0, 24.166666666666664)","(3.0, 5.1, 3.85)"
15-12-2022 12:54:25.701606,"(13.0, 34.0, 22.88888888888889)","(4.0, 4.7, 4.55)","(5.5, 7.0, 6.16)","(15.0, 34.0, 28.166666666666664)","(7.5, 12.0, 10.0)","(5.0, 7.6, 6.225)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.792307692307692)"
15-12-2022 12:54:26.830627,"(13.0, 34.0, 22.88888888888889)","(4.0, 4.7, 4.55)","(5.5, 7.0, 5.628571428571429)","(15.0, 34.0, 28.166666666666664)","(7.5, 12.0, 10.0)","(5.0, 7.6, 6.55)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.0)"
15-12-2022 12:54:28.020142,"(13.0, 34.0, 22.88888888888889)","(4.0, 4.7, 4.55)","(5.5, 7.0, 5.628571428571429)","(15.0, 34.0, 28.166666666666664)","(7.5, 12.0, 10.0)","(5.0, 7.6, 6.35)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.8692307692307693)"
15-12-2022 12:54:29.195411,"(13.0, 34.0, 22.88888888888889)","(4.0, 4.7, 4.55)","(5.5, 7.0, 5.628571428571429)","(15.0, 34.0, 28.166666666666664)","(7.5, 12.0, 10.0)","(5.0, 7.6, 6.35)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.8692307692307693)"
15-12-2022 12:54:30.285520,"(13.0, 34.0, 22.88888888888889)","(4.0, 4.7, 4.55)","(5.5, 7.0, 5.628571428571429)","(15.0, 34.0, 28.166666666666664)","(7.5, 12.0, 10.0)","(5.0, 7.6, 6.35)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.8692307692307693)"
15-12-2022 12:54:31.363142,"(13.0, 34.0, 22.88888888888889)","(4.0, 4.7, 4.55)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 12.0, 10.0)","(5.0, 7.6, 6.35)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.8692307692307693)"
15-12-2022 12:54:32.412563,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.55)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 12.0, 10.0)","(5.0, 7.6, 6.1)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.6384615384615384)"
15-12-2022 12:54:33.526261,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.55)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 12.0, 10.0)","(5.0, 7.6, 6.1)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.6384615384615384)"
15-12-2022 12:54:34.686005,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.55)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 12.0, 10.0)","(5.0, 7.6, 6.1)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.6384615384615384)"
15-12-2022 12:54:35.903784,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.55)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 12.0, 10.0)","(5.0, 7.6, 6.225)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.8666666666666667)"
15-12-2022 12:54:37.084388,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.55)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 12.0, 10.0)","(5.0, 7.6, 6.225)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:38.326267,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.55)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 27.0)","(7.5, 12.0, 10.0)","(5.0, 7.6, 6.225)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:39.621459,"(13.0, 36.0, 22.25)","(4.0, 4.7, 4.55)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 27.0)","(7.5, 12.0, 10.0)","(5.0, 7.6, 6.1)","(13.0, 29.0, 23.2)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:40.847973,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 12.0, 10.857142857142858)","(5.0, 7.6, 6.225)","(13.0, 29.0, 23.2)","(3.0, 5.1, 4.044444444444444)"
15-12-2022 12:54:42.082471,"(13.0, 36.0, 22.25)","(4.0, 4.7, 4.16)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 27.0)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.225)","(13.0, 29.0, 23.2)","(3.0, 5.1, 4.044444444444444)"
15-12-2022 12:54:43.328447,"(13.0, 36.0, 22.25)","(4.0, 4.7, 4.16)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.225)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.044444444444444)"
15-12-2022 12:54:44.538180,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.1)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.6384615384615384)"
15-12-2022 12:54:45.668141,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.449999999999999)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.8666666666666667)"
15-12-2022 12:54:46.791736,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.225)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:47.845995,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.225)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:48.965000,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 10.857142857142858)","(5.0, 7.6, 6.225)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:50.112150,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.1)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.6384615384615384)"
15-12-2022 12:54:51.310523,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.1)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.6384615384615384)"
15-12-2022 12:54:52.486876,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.449999999999999)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.8666666666666667)"
15-12-2022 12:54:53.701421,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 7.271428571428571)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.225)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.715384615384615)"
15-12-2022 12:54:54.913801,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.433333333333334)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.85)"
15-12-2022 12:54:56.106369,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.35)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.792307692307692)"
15-12-2022 12:54:57.183469,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.1)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.792307692307692)"
15-12-2022 12:54:58.251880,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.676923076923076)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.8692307692307693)"
15-12-2022 12:54:59.379662,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.322222222222222)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.8692307692307693)"
15-12-2022 12:55:00.547927,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.225)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.8692307692307693)"
15-12-2022 12:55:01.770271,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.225)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.9928571428571424)"
15-12-2022 12:55:03.023146,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.225)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.266666666666667)"
15-12-2022 12:55:04.246899,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.753846153846154)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.266666666666667)"
15-12-2022 12:55:05.436768,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.753846153846154)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.266666666666667)"
15-12-2022 12:55:06.576558,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.753846153846154)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.9461538461538463)"
15-12-2022 12:55:07.657525,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.753846153846154)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.6)"
15-12-2022 12:55:08.733438,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.55)","(13.0, 29.0, 23.2)","(3.0, 5.1, 4.033333333333333)"
15-12-2022 12:55:09.847302,"(13.0, 38.0, 20.545454545454547)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 27.0)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.35)","(13.0, 29.0, 23.2)","(3.0, 5.1, 3.9076923076923076)"
15-12-2022 12:55:11.002301,"(13.0, 38.0, 22.0)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 27.0)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.35)","(13.0, 29.0, 23.2)","(3.0, 5.1, 3.9076923076923076)"
15-12-2022 12:55:12.181186,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.35)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.0285714285714285)"
15-12-2022 12:55:13.392237,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.1)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.0285714285714285)"
15-12-2022 12:55:14.571047,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.225)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.294444444444444)"
15-12-2022 12:55:15.838440,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.753846153846154)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.294444444444444)"
15-12-2022 12:55:17.085322,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.753846153846154)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.294444444444444)"
15-12-2022 12:55:18.291323,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.753846153846154)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.9846153846153847)"
15-12-2022 12:55:19.520750,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.55)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.8999999999999995)"
15-12-2022 12:55:20.654864,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.35)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.830769230769231)"
15-12-2022 12:55:21.706392,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.35)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.830769230769231)"
15-12-2022 12:55:22.768185,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.35)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.830769230769231)"
15-12-2022 12:55:23.904469,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.225)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.830769230769231)"
15-12-2022 12:55:25.061054,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.55)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.257894736842105)"
15-12-2022 12:55:26.237703,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.35)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.9076923076923076)"
15-12-2022 12:55:27.462057,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.35)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.9076923076923076)"
15-12-2022 12:55:28.834538,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.35)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 3.9076923076923076)"
15-12-2022 12:55:30.240355,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.792307692307692)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.023076923076923)"
15-12-2022 12:55:31.492255,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.792307692307692)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.023076923076923)"
15-12-2022 12:55:32.781426,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.792307692307692)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.023076923076923)"
15-12-2022 12:55:34.104068,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.2875)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.135714285714285)"
15-12-2022 12:55:35.481469,"(13.0, 36.0, 23.77777777777778)","(4.0, 4.7, 4.16)","(5.5, 8.6, 6.8)","(15.0, 34.0, 28.166666666666664)","(7.5, 13.0, 11.892307692307693)","(5.0, 7.6, 6.2875)","(13.0, 29.0, 24.166666666666664)","(3.0, 5.1, 4.1)"
