,Moonlit Picture,Clover Athena,Lizard,Fernando Diva,Liar For Hire,Sunset Charlie,Integrity Angel
05-01-2023 13:01:05.928361,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.4, 3.5347826086956524)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 53.85714285714286)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:06.893297,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.4, 3.5347826086956524)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 53.85714285714286)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:07.986812,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.4, 3.5347826086956524)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 53.85714285714286)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:09.049971,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.4, 3.5347826086956524)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 53.85714285714286)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:10.082017,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.4, 3.5347826086956524)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 53.85714285714286)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:11.172613,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.4, 3.5347826086956524)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 53.85714285714286)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:12.140157,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.4, 3.5347826086956524)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.09090909090909)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:13.166193,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.09090909090909)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:14.196620,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:15.310689,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:16.358906,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:17.370324,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:18.458607,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:19.557294,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:20.543848,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:21.531230,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:22.617544,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:23.660586,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:24.635750,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:25.709759,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 101.5)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:26.793209,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 101.5)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:27.847083,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 101.5)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:28.888248,"(2.35, 3.65, 2.9833333333333334)","(21.0, 42.0, 37.25)","(31.0, 280.0, 101.5)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:29.989350,"(2.35, 3.65, 2.893076923076923)","(21.0, 42.0, 37.25)","(31.0, 280.0, 101.5)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:31.087291,"(2.35, 3.65, 2.893076923076923)","(21.0, 42.0, 37.25)","(31.0, 280.0, 101.5)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:32.090569,"(2.35, 3.65, 2.893076923076923)","(21.0, 42.0, 37.25)","(31.0, 280.0, 101.5)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:33.191657,"(2.35, 3.65, 2.893076923076923)","(21.0, 42.0, 37.25)","(31.0, 280.0, 101.5)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:34.278629,"(2.35, 3.65, 2.8433333333333333)","(21.0, 42.0, 37.25)","(31.0, 280.0, 101.5)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:35.308638,"(2.35, 3.65, 2.8433333333333333)","(21.0, 42.0, 37.25)","(31.0, 280.0, 124.42857142857142)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:36.284218,"(2.35, 3.65, 2.8433333333333333)","(21.0, 42.0, 37.25)","(31.0, 280.0, 124.42857142857142)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:37.264684,"(2.35, 3.65, 2.8433333333333333)","(21.0, 42.0, 37.25)","(31.0, 280.0, 124.42857142857142)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:38.288148,"(2.35, 3.65, 2.8433333333333333)","(21.0, 42.0, 37.25)","(31.0, 280.0, 124.42857142857142)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:39.376944,"(2.35, 3.65, 2.8433333333333333)","(21.0, 42.0, 37.25)","(31.0, 280.0, 124.42857142857142)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.3933333333333335)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 16.9)"
05-01-2023 13:01:40.393401,"(2.35, 3.65, 2.8433333333333333)","(21.0, 42.0, 37.25)","(31.0, 280.0, 124.42857142857142)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.699310344827586)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:41.454307,"(2.35, 3.65, 2.8433333333333333)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.699310344827586)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:42.429901,"(2.35, 3.65, 3.09)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.699310344827586)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:43.408411,"(2.35, 3.65, 3.09)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.699310344827586)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:44.515408,"(2.35, 3.65, 3.09)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.699310344827586)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:45.684672,"(2.35, 3.65, 3.09)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.045)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:46.737350,"(2.35, 3.65, 3.09)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.5, 3.7062500000000003)","(2.8, 4.2, 3.045)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:47.794717,"(2.35, 3.65, 3.09)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:48.720239,"(2.35, 3.65, 3.09)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:49.709045,"(2.35, 3.65, 3.09)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:50.764618,"(2.35, 3.65, 3.09)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:51.873930,"(2.35, 3.65, 3.09)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:52.938920,"(2.35, 3.65, 3.355142857142857)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:53.887527,"(2.35, 3.65, 2.8033333333333332)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:54.868186,"(2.35, 3.65, 2.8033333333333332)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:56.005078,"(2.35, 3.65, 2.8033333333333332)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:57.142160,"(2.35, 3.65, 2.8033333333333332)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 44.81818181818181)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:58.148465,"(2.35, 3.65, 2.8033333333333332)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:01:59.130786,"(2.35, 3.65, 2.8033333333333332)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:00.163414,"(2.35, 3.65, 3.0617647058823527)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:01.170912,"(2.35, 3.65, 3.0617647058823527)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:02.210967,"(2.35, 3.65, 3.0617647058823527)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:03.225849,"(2.35, 3.65, 3.0617647058823527)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:04.276636,"(2.35, 3.65, 2.83)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:05.232829,"(2.35, 3.65, 2.83)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:06.310795,"(2.35, 3.65, 2.83)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:07.420009,"(2.35, 3.65, 2.83)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:08.437053,"(2.35, 3.65, 2.83)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:09.420577,"(2.35, 3.65, 2.83)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:10.427599,"(2.35, 3.65, 2.83)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:11.556077,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:12.648620,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:13.704755,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:14.770808,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:15.842786,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:16.788790,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:17.812484,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:18.924246,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:19.826399,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:20.855185,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:22.020552,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:23.060937,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:24.123559,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:25.221199,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:26.244210,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:27.264692,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:28.310119,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:29.566735,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:30.619196,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:31.551063,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:32.513383,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:33.541312,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:34.505734,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:35.561099,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:36.629208,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:37.671522,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:38.798942,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:40.051229,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
05-01-2023 13:02:41.286877,"(2.35, 3.65, 2.77)","(21.0, 42.0, 37.25)","(31.0, 280.0, 151.88235294117646)","(3.5, 5.2, 3.644444444444445)","(2.8, 4.1, 3.0366666666666666)","(21.0, 95.0, 39.8)","(8.5, 24.0, 17.31764705882353)"
