,Brinktop Lad,Freak On A Lead,Gee Gee True Story,Mr Freeze,Shampz Again,Ziavera,Nevs Boy,Swing King,Zades Stories,Magic Typhoon,Heavens Miracle,Renascence
06-01-2023 14:35:39.085392,"(8.0, 9.0, 8.770833333333334)","(4.6, 5.5, 5.497854077253219)","(7.0, 8.4, 8.218918918918918)","(14.0, 17.5, 17.125)","(18.0, 26.0, 26.46)","(31.0, 48.0, 47.130434782608695)","(3.8, 4.4, 4.36)","(101.0, 190.0, 174.4)","(10.0, 13.0, 12.704918032786885)","(9.0, 11.5, 11.370497427101201)","(21.0, 34.0, 32.88)","(31.0, 48.0, 44.44444444444444)"
06-01-2023 14:35:40.759545,"(8.0, 8.8, 8.770833333333334)","(4.6, 5.5, 5.497854077253219)","(7.0, 8.4, 8.218918918918918)","(14.0, 17.5, 17.125)","(18.0, 27.0, 26.46)","(31.0, 48.0, 47.130434782608695)","(3.9, 4.4, 4.343396226415094)","(101.0, 190.0, 172.27272727272728)","(10.0, 13.0, 12.681159420289855)","(9.0, 11.5, 11.343685300207039)","(21.0, 34.0, 32.4)","(31.0, 48.0, 44.40816326530612)"
06-01-2023 14:35:42.353298,"(8.0, 8.8, 8.770833333333334)","(4.6, 5.5, 5.497854077253219)","(7.0, 8.4, 8.218918918918918)","(14.0, 17.5, 17.125)","(18.0, 27.0, 26.46)","(31.0, 48.0, 47.130434782608695)","(3.9, 4.4, 4.404938271604939)","(101.0, 190.0, 172.27272727272728)","(10.0, 13.0, 12.640449438202246)","(9.0, 11.5, 11.343685300207039)","(21.0, 34.0, 32.4)","(31.0, 48.0, 44.40816326530612)"
06-01-2023 14:35:43.961134,"(7.5, 8.8, 8.760377358490567)","(4.6, 5.5, 5.497854077253219)","(7.0, 8.4, 8.318055555555555)","(14.0, 17.5, 17.083333333333332)","(18.0, 27.0, 25.822222222222223)","(31.0, 48.0, 47.130434782608695)","(3.8, 4.5, 4.340449438202247)","(101.0, 190.0, 172.27272727272728)","(10.0, 13.0, 12.647058823529411)","(9.0, 11.5, 11.343685300207039)","(21.0, 34.0, 32.4)","(31.0, 48.0, 44.40816326530612)"
06-01-2023 14:35:45.571481,"(7.5, 8.8, 8.747826086956522)","(4.6, 5.5, 5.514375)","(7.0, 8.4, 8.27578947368421)","(14.0, 17.5, 17.083333333333332)","(18.0, 26.0, 25.822222222222223)","(31.0, 48.0, 47.130434782608695)","(3.8, 4.5, 4.324691358024691)","(101.0, 190.0, 172.27272727272728)","(10.0, 13.0, 12.647058823529411)","(9.0, 11.5, 11.343685300207039)","(21.0, 34.0, 32.215384615384615)","(31.0, 48.0, 44.40816326530612)"
06-01-2023 14:35:47.112410,"(7.5, 8.8, 8.747826086956522)","(4.6, 5.6, 5.503977272727273)","(7.0, 8.4, 8.268571428571429)","(14.0, 17.5, 17.083333333333332)","(18.0, 26.0, 25.822222222222223)","(31.0, 48.0, 47.130434782608695)","(3.8, 4.5, 4.379545454545455)","(101.0, 190.0, 172.27272727272728)","(10.0, 13.0, 12.608695652173912)","(9.0, 11.5, 11.343360995850622)","(21.0, 34.0, 32.26865671641791)","(31.0, 48.0, 44.40816326530612)"
06-01-2023 14:35:48.720189,"(7.5, 9.0, 8.714285714285715)","(4.6, 5.6, 5.481699346405229)","(7.0, 8.4, 8.268571428571429)","(14.0, 17.5, 17.083333333333332)","(18.0, 26.0, 25.490909090909092)","(31.0, 48.0, 47.130434782608695)","(3.8, 4.4, 4.359322033898305)","(101.0, 190.0, 172.27272727272728)","(10.0, 13.0, 12.678571428571429)","(9.0, 11.5, 11.343360995850622)","(21.0, 34.0, 32.26865671641791)","(31.0, 48.0, 44.40816326530612)"
06-01-2023 14:35:50.301103,"(7.5, 8.8, 8.71)","(4.6, 5.6, 5.481699346405229)","(7.0, 8.4, 8.254736842105263)","(14.0, 17.5, 17.083333333333332)","(18.0, 26.0, 25.74468085106383)","(31.0, 48.0, 47.130434782608695)","(3.8, 4.4, 4.338709677419355)","(101.0, 190.0, 172.27272727272728)","(10.0, 13.0, 12.692307692307692)","(9.0, 11.5, 11.343360995850622)","(21.0, 34.0, 32.26865671641791)","(31.0, 48.0, 44.40816326530612)"
06-01-2023 14:35:51.934874,"(7.5, 8.8, 8.675213675213675)","(4.6, 5.6, 5.475352112676056)","(7.0, 8.4, 8.225)","(14.0, 17.5, 17.083333333333332)","(18.0, 26.0, 25.5)","(31.0, 48.0, 46.476190476190474)","(3.8, 4.5, 4.375652173913044)","(101.0, 190.0, 172.27272727272728)","(10.0, 13.0, 12.692307692307692)","(9.0, 11.5, 11.341386554621849)","(21.0, 34.0, 32.26865671641791)","(31.0, 48.0, 44.40816326530612)"
06-01-2023 14:35:53.531737,"(7.5, 8.8, 8.646315789473684)","(4.6, 5.5, 5.465686274509804)","(7.0, 8.4, 8.265573770491804)","(14.0, 17.5, 17.083333333333332)","(18.0, 26.0, 25.73913043478261)","(31.0, 48.0, 46.476190476190474)","(3.8, 4.4, 4.323571428571428)","(101.0, 190.0, 172.27272727272728)","(10.0, 13.0, 12.8125)","(9.0, 11.5, 11.339702760084926)","(21.0, 34.0, 32.26865671641791)","(31.0, 48.0, 44.40816326530612)"
06-01-2023 14:35:55.117115,"(7.5, 8.8, 8.646315789473684)","(4.6, 5.5, 5.4670000000000005)","(7.0, 8.4, 8.264462809917356)","(14.0, 17.5, 17.083333333333332)","(18.0, 26.0, 25.727272727272727)","(31.0, 48.0, 46.476190476190474)","(3.8, 4.5, 4.363636363636364)","(101.0, 190.0, 172.27272727272728)","(10.0, 13.0, 12.858757062146893)","(9.0, 11.5, 11.339702760084926)","(21.0, 34.0, 32.25454545454546)","(31.0, 48.0, 44.40816326530612)"
06-01-2023 14:35:56.695138,"(7.5, 8.8, 8.646315789473684)","(4.6, 5.5, 5.4670000000000005)","(7.0, 8.4, 8.26218487394958)","(14.0, 17.5, 17.083333333333332)","(18.0, 26.0, 25.727272727272727)","(31.0, 48.0, 46.476190476190474)","(3.8, 4.4, 4.390751445086705)","(101.0, 190.0, 172.27272727272728)","(10.0, 13.0, 12.858757062146893)","(9.0, 11.5, 11.337982832618026)","(21.0, 34.0, 32.25454545454546)","(31.0, 48.0, 44.40816326530612)"
06-01-2023 14:35:58.511341,"(7.5, 8.8, 8.643010752688172)","(4.6, 5.5, 5.465625)","(7.0, 8.4, 8.26218487394958)","(14.0, 17.5, 17.083333333333332)","(18.0, 26.0, 25.454545454545453)","(31.0, 48.0, 46.476190476190474)","(3.8, 4.4, 4.391256830601093)","(101.0, 190.0, 172.27272727272728)","(10.0, 13.0, 12.863636363636363)","(9.0, 11.5, 11.330882352941176)","(21.0, 34.0, 32.25454545454546)","(31.0, 48.0, 44.40816326530612)"
06-01-2023 14:36:00.245779,"(7.5, 8.8, 8.643010752688172)","(4.6, 5.5, 5.454081632653061)","(7.0, 8.4, 8.178512396694215)","(14.0, 17.5, 17.083333333333332)","(19.0, 26.0, 25.307692307692307)","(31.0, 48.0, 45.733333333333334)","(3.8, 4.4, 4.376056338028169)","(101.0, 190.0, 172.27272727272728)","(10.0, 13.0, 12.873563218390805)","(9.0, 11.5, 11.301190476190476)","(21.0, 34.0, 31.675675675675677)","(31.0, 48.0, 44.333333333333336)"
06-01-2023 14:36:02.283823,"(7.5, 8.8, 8.617391304347827)","(4.6, 5.5, 5.461627906976744)","(7.0, 8.2, 8.255621301775149)","(14.0, 17.5, 17.083333333333332)","(19.0, 26.0, 25.4)","(31.0, 46.0, 47.354838709677416)","(3.8, 4.5, 4.304918032786885)","(101.0, 190.0, 177.14285714285714)","(10.0, 13.0, 12.833333333333334)","(9.0, 11.5, 11.321882951653944)","(21.0, 32.0, 31.675675675675677)","(31.0, 48.0, 44.333333333333336)"
06-01-2023 14:36:04.169217,"(8.0, 8.8, 8.617391304347827)","(4.6, 5.5, 5.461627906976744)","(7.0, 8.4, 8.27515923566879)","(14.0, 17.5, 17.083333333333332)","(19.0, 26.0, 25.823529411764707)","(31.0, 48.0, 47.354838709677416)","(3.8, 4.4, 4.315151515151515)","(101.0, 190.0, 177.14285714285714)","(10.0, 13.5, 12.614754098360656)","(9.0, 11.5, 11.321882951653944)","(21.0, 32.0, 31.444444444444443)","(31.0, 46.0, 42.666666666666664)"
06-01-2023 14:36:06.215927,"(7.5, 8.8, 8.617391304347827)","(4.6, 5.5, 5.461627906976744)","(7.0, 8.4, 8.34015748031496)","(14.0, 17.5, 17.083333333333332)","(19.0, 26.0, 25.846153846153847)","(31.0, 48.0, 47.23076923076923)","(3.9, 4.4, 4.320454545454545)","(101.0, 190.0, 177.14285714285714)","(10.0, 13.5, 12.857142857142858)","(9.0, 11.5, 11.321882951653944)","(21.0, 32.0, 31.444444444444443)","(31.0, 44.0, 42.0)"
06-01-2023 14:36:08.313041,"(7.5, 8.8, 7.703896103896104)","(4.6, 5.5, 5.461883408071749)","(7.0, 8.4, 8.373333333333333)","(14.0, 17.5, 17.24137931034483)","(19.0, 26.0, 26.0)","(31.0, 48.0, 46.75)","(3.9, 4.4, 4.325333333333333)","(101.0, 190.0, 182.5)","(10.0, 13.0, 12.837837837837839)","(9.0, 11.5, 11.378787878787879)","(21.0, 32.0, 31.444444444444443)","(31.0, 44.0, 42.8)"
06-01-2023 14:36:10.008733,"(7.5, 7.8, 7.7313609467455615)","(4.6, 5.6, 5.4763052208835346)","(7.0, 8.4, 8.393846153846154)","(14.0, 17.5, 17.508196721311474)","(18.0, 27.0, 26.523809523809526)","(31.0, 48.0, 47.333333333333336)","(3.8, 4.4, 4.367597765363128)","(101.0, 190.0, 182.5)","(10.0, 13.5, 13.037735849056604)","(9.0, 12.0, 11.438356164383562)","(21.0, 32.0, 31.565217391304348)","(31.0, 44.0, 43.294117647058826)"
06-01-2023 14:36:11.637515,"(7.5, 7.8, 7.796396396396396)","(4.6, 5.6, 5.445226130653267)","(7.0, 8.4, 8.393846153846154)","(14.0, 18.0, 17.508196721311474)","(18.0, 27.0, 26.818181818181817)","(31.0, 48.0, 47.81818181818182)","(3.8, 4.4, 4.367455621301775)","(101.0, 190.0, 177.14285714285714)","(10.0, 13.5, 13.037735849056604)","(9.0, 12.0, 11.438356164383562)","(21.0, 32.0, 31.565217391304348)","(31.0, 44.0, 42.666666666666664)"
06-01-2023 14:36:13.209131,"(7.5, 7.8, 7.795061728395061)","(4.6, 5.6, 5.455399061032864)","(7.0, 8.4, 8.393846153846154)","(14.0, 18.0, 17.508196721311474)","(18.0, 27.0, 26.818181818181817)","(31.0, 48.0, 46.851063829787236)","(3.8, 4.4, 4.372611464968153)","(101.0, 190.0, 177.14285714285714)","(10.0, 13.5, 13.037735849056604)","(9.0, 12.0, 11.445544554455445)","(21.0, 32.0, 31.565217391304348)","(31.0, 44.0, 41.42857142857143)"
06-01-2023 14:36:14.771436,"(7.5, 7.8, 7.792156862745098)","(4.6, 5.6, 5.4361702127659575)","(7.0, 8.4, 8.35897435897436)","(14.0, 18.0, 17.508196721311474)","(18.0, 27.0, 26.818181818181817)","(31.0, 50.0, 46.851063829787236)","(3.8, 4.4, 4.3991304347826095)","(101.0, 190.0, 181.8181818181818)","(10.0, 13.5, 13.359060402684564)","(9.0, 12.0, 11.443708609271523)","(21.0, 32.0, 31.565217391304348)","(31.0, 44.0, 41.42857142857143)"
06-01-2023 14:36:16.400468,"(7.5, 7.8, 7.792307692307692)","(4.6, 5.6, 5.4361702127659575)","(7.0, 8.4, 8.361904761904762)","(14.0, 18.0, 17.632653061224488)","(18.0, 27.0, 26.818181818181817)","(31.0, 50.0, 46.851063829787236)","(3.8, 4.4, 4.378620689655173)","(101.0, 190.0, 181.8181818181818)","(10.0, 13.5, 13.359060402684564)","(9.0, 12.0, 11.536723163841808)","(21.0, 32.0, 29.857142857142858)","(31.0, 44.0, 41.42857142857143)"
06-01-2023 14:36:18.093789,"(7.5, 7.8, 7.793103448275862)","(4.6, 5.6, 5.4361702127659575)","(7.0, 8.4, 8.361904761904762)","(14.0, 18.0, 17.632653061224488)","(19.0, 27.0, 26.818181818181817)","(31.0, 50.0, 46.851063829787236)","(3.9, 4.4, 4.378620689655173)","(101.0, 190.0, 181.8181818181818)","(10.0, 13.5, 13.352112676056338)","(9.0, 12.0, 11.536723163841808)","(21.0, 32.0, 29.857142857142858)","(31.0, 44.0, 41.42857142857143)"
06-01-2023 14:36:19.799170,"(7.5, 7.8, 7.793103448275862)","(4.6, 5.6, 5.4361702127659575)","(7.0, 8.4, 8.361904761904762)","(14.0, 18.0, 17.632653061224488)","(19.0, 27.0, 26.8125)","(31.0, 50.0, 47.77777777777778)","(3.9, 4.4, 4.446451612903226)","(101.0, 190.0, 181.8181818181818)","(10.0, 13.5, 13.352112676056338)","(9.0, 12.0, 11.536723163841808)","(21.0, 32.0, 29.857142857142858)","(31.0, 44.0, 41.88235294117647)"
06-01-2023 14:36:21.407946,"(7.5, 7.8, 7.792727272727273)","(4.6, 5.6, 5.37948717948718)","(7.0, 8.4, 8.361904761904762)","(14.0, 18.0, 17.678571428571427)","(19.0, 27.0, 26.8125)","(31.0, 48.0, 46.71111111111111)","(3.9, 4.5, 4.471597633136095)","(101.0, 190.0, 181.8181818181818)","(10.0, 13.5, 13.352112676056338)","(9.0, 12.0, 11.536723163841808)","(21.0, 32.0, 29.75)","(31.0, 44.0, 41.88235294117647)"
06-01-2023 14:36:22.995434,"(7.5, 7.8, 7.796039603960396)","(4.6, 5.5, 5.277272727272727)","(7.0, 8.4, 8.369811320754717)","(14.0, 18.0, 17.670731707317074)","(19.0, 27.0, 26.86046511627907)","(31.0, 50.0, 47.09803921568628)","(3.8, 4.5, 4.475088339222615)","(101.0, 190.0, 183.07692307692307)","(10.0, 13.5, 13.371165644171779)","(9.0, 12.0, 11.61658031088083)","(21.0, 32.0, 30.636363636363637)","(31.0, 44.0, 41.0)"
06-01-2023 14:36:24.626744,"(7.5, 7.8, 7.796638655462185)","(4.6, 5.4, 5.236538461538462)","(7.0, 8.4, 8.372727272727273)","(14.0, 18.0, 17.7)","(19.0, 27.0, 26.88888888888889)","(31.0, 50.0, 47.25925925925926)","(3.8, 4.5, 4.505181347150259)","(101.0, 190.0, 182.5)","(10.0, 13.5, 13.378612716763005)","(10.0, 12.0, 11.67027027027027)","(21.0, 32.0, 30.783783783783782)","(31.0, 44.0, 42.5)"
06-01-2023 14:36:26.240730,"(7.5, 7.8, 7.796638655462185)","(4.6, 5.3, 5.202083333333333)","(7.0, 8.4, 8.372727272727273)","(14.0, 18.0, 17.7)","(19.0, 27.0, 26.810126582278482)","(31.0, 50.0, 47.25925925925926)","(3.9, 4.6, 4.49421265141319)","(101.0, 190.0, 182.5)","(10.0, 13.5, 13.378612716763005)","(10.0, 12.0, 11.67027027027027)","(21.0, 32.0, 30.783783783783782)","(31.0, 44.0, 42.5)"
06-01-2023 14:36:27.860633,"(7.5, 7.8, 7.794202898550725)","(4.6, 5.3, 5.202083333333333)","(7.0, 8.4, 8.372727272727273)","(14.0, 18.0, 17.7)","(19.0, 28.0, 26.810126582278482)","(31.0, 50.0, 47.25925925925926)","(3.9, 4.6, 4.378061224489796)","(101.0, 190.0, 182.5)","(10.0, 13.5, 13.378612716763005)","(10.0, 12.0, 11.67027027027027)","(21.0, 32.0, 30.783783783783782)","(31.0, 44.0, 42.5)"
06-01-2023 14:36:29.342172,"(7.5, 7.8, 7.794202898550725)","(4.6, 5.3, 5.267741935483871)","(7.0, 8.4, 8.038888888888888)","(14.0, 18.0, 17.78409090909091)","(19.0, 28.0, 26.897435897435898)","(31.0, 50.0, 47.357142857142854)","(3.9, 4.4, 4.504761904761905)","(101.0, 190.0, 182.5)","(10.0, 13.5, 13.383977900552486)","(10.0, 12.0, 11.757142857142856)","(21.0, 32.0, 30.636363636363637)","(31.0, 44.0, 42.666666666666664)"
06-01-2023 14:36:30.833795,"(7.5, 7.8, 7.294594594594595)","(4.6, 5.3, 5.271014492753623)","(7.0, 8.2, 8.088461538461537)","(14.0, 18.0, 17.795698924731184)","(19.0, 28.0, 26.925)","(31.0, 50.0, 47.40350877192982)","(3.9, 4.6, 4.539759036144578)","(101.0, 190.0, 183.33333333333334)","(10.0, 13.5, 13.38586956521739)","(10.0, 12.0, 11.768707482993197)","(21.0, 32.0, 30.695652173913043)","(31.0, 44.0, 42.73684210526316)"
06-01-2023 14:36:32.333540,"(7.5, 7.4, 7.294594594594595)","(4.6, 5.3, 5.270588235294118)","(7.0, 8.2, 8.124271844660194)","(14.0, 18.0, 17.685714285714287)","(19.0, 28.0, 27.065217391304348)","(31.0, 50.0, 47.723076923076924)","(3.9, 4.6, 4.568152866242038)","(101.0, 190.0, 184.0)","(10.0, 13.5, 13.39952153110048)","(10.0, 12.0, 11.805714285714286)","(21.0, 32.0, 31.310344827586206)","(31.0, 44.0, 43.07692307692308)"
06-01-2023 14:36:33.865005,"(7.5, 7.8, 7.5636363636363635)","(4.6, 5.3, 5.241176470588235)","(7.0, 8.2, 8.124271844660194)","(14.0, 18.0, 17.685714285714287)","(19.0, 28.0, 27.065217391304348)","(31.0, 50.0, 47.49152542372882)","(3.9, 4.6, 4.568152866242038)","(101.0, 190.0, 184.54545454545453)","(10.0, 13.5, 13.399038461538462)","(10.0, 12.0, 11.805714285714286)","(21.0, 32.0, 31.310344827586206)","(31.0, 44.0, 43.07692307692308)"
06-01-2023 14:36:35.328992,"(7.5, 7.8, 7.5636363636363635)","(4.6, 5.3, 5.187640449438202)","(7.0, 8.2, 8.134615384615383)","(14.0, 18.0, 17.71794871794872)","(19.0, 28.0, 27.0752688172043)","(31.0, 50.0, 47.53333333333333)","(3.9, 4.6, 4.584210526315789)","(101.0, 190.0, 184.54545454545453)","(10.0, 13.5, 13.4)","(10.0, 12.0, 11.808988764044944)","(21.0, 32.0, 31.35483870967742)","(31.0, 44.0, 43.111111111111114)"
06-01-2023 14:36:36.849632,"(7.5, 7.8, 7.453333333333334)","(4.6, 5.2, 5.188888888888889)","(7.0, 8.2, 8.135849056603773)","(14.0, 18.0, 17.770833333333332)","(19.0, 28.0, 27.094736842105263)","(31.0, 50.0, 47.57377049180328)","(3.9, 4.6, 4.5)","(101.0, 190.0, 184.54545454545453)","(10.0, 13.5, 13.401408450704226)","(10.0, 12.0, 11.812154696132596)","(21.0, 32.0, 31.22222222222222)","(31.0, 44.0, 42.285714285714285)"
06-01-2023 14:36:38.341685,"(7.5, 7.8, 7.546341463414635)","(4.6, 5.2, 5.282926829268293)","(7.0, 8.2, 8.135849056603773)","(14.0, 18.0, 17.770833333333332)","(19.0, 28.0, 27.094736842105263)","(31.0, 50.0, 47.57377049180328)","(3.9, 4.6, 4.523333333333333)","(101.0, 190.0, 184.54545454545453)","(10.0, 13.5, 13.61)","(10.0, 12.0, 11.812154696132596)","(21.0, 32.0, 31.22222222222222)","(31.0, 44.0, 42.285714285714285)"
06-01-2023 14:36:39.849136,"(7.5, 7.8, 7.507142857142857)","(4.6, 5.4, 5.282926829268293)","(7.0, 8.2, 8.135849056603773)","(14.0, 18.0, 17.73170731707317)","(19.0, 28.0, 27.094736842105263)","(31.0, 50.0, 47.57377049180328)","(3.9, 4.6, 4.523333333333333)","(101.0, 190.0, 184.54545454545453)","(10.0, 14.0, 13.617021276595745)","(10.0, 12.0, 11.812154696132596)","(21.0, 32.0, 31.22222222222222)","(31.0, 44.0, 42.285714285714285)"
06-01-2023 14:36:41.593064,"(7.5, 7.6, 7.507142857142857)","(4.6, 5.4, 5.282926829268293)","(7.0, 8.2, 8.135849056603773)","(14.0, 18.0, 17.73170731707317)","(19.0, 28.0, 27.094736842105263)","(31.0, 50.0, 47.57377049180328)","(3.9, 4.6, 4.523333333333333)","(101.0, 190.0, 184.54545454545453)","(10.0, 14.0, 13.617021276595745)","(10.0, 12.0, 11.785353535353535)","(21.0, 32.0, 31.22222222222222)","(31.0, 44.0, 42.285714285714285)"
06-01-2023 14:36:43.440091,"(7.5, 7.6, 7.507142857142857)","(4.6, 5.4, 5.282926829268293)","(7.0, 8.2, 8.246153846153847)","(14.0, 18.0, 17.73170731707317)","(19.0, 28.0, 27.094736842105263)","(31.0, 50.0, 47.57377049180328)","(3.9, 4.6, 4.534545454545454)","(101.0, 190.0, 184.54545454545453)","(10.0, 14.0, 13.617021276595745)","(10.0, 12.0, 11.785353535353535)","(21.0, 32.0, 31.22222222222222)","(31.0, 44.0, 42.285714285714285)"
06-01-2023 14:36:44.850519,"(7.5, 7.6, 7.507142857142857)","(4.6, 5.4, 5.311111111111112)","(7.0, 8.4, 8.257142857142858)","(14.0, 18.0, 17.755555555555556)","(19.0, 28.0, 27.11340206185567)","(31.0, 50.0, 47.68)","(3.9, 4.6, 4.563380281690141)","(101.0, 190.0, 184.54545454545453)","(10.0, 14.0, 13.653846153846153)","(10.0, 12.0, 11.791666666666666)","(21.0, 32.0, 31.170731707317074)","(31.0, 44.0, 42.666666666666664)"
06-01-2023 14:36:46.232772,"(7.5, 7.8, 7.59381443298969)","(4.6, 5.4, 5.311111111111112)","(7.0, 8.4, 8.319075144508671)","(14.0, 18.0, 17.755555555555556)","(19.0, 28.0, 27.11340206185567)","(31.0, 48.0, 47.61538461538461)","(3.9, 4.6, 4.52)","(101.0, 190.0, 184.54545454545453)","(10.0, 14.0, 13.653846153846153)","(10.0, 12.0, 11.780927835051546)","(21.0, 32.0, 31.128205128205128)","(31.0, 44.0, 42.666666666666664)"
06-01-2023 14:36:47.617394,"(7.5, 7.8, 7.59381443298969)","(4.6, 5.4, 5.311111111111112)","(7.0, 8.4, 8.319075144508671)","(14.0, 18.0, 17.755555555555556)","(19.0, 28.0, 27.11340206185567)","(31.0, 48.0, 47.90909090909091)","(3.9, 4.6, 4.505454545454546)","(101.0, 190.0, 184.54545454545453)","(10.0, 14.0, 13.653846153846153)","(10.0, 12.0, 11.751461988304094)","(21.0, 32.0, 31.128205128205128)","(31.0, 44.0, 42.666666666666664)"
06-01-2023 14:36:49.088111,"(7.5, 7.8, 7.59381443298969)","(4.6, 5.4, 5.311111111111112)","(7.0, 8.4, 8.319075144508671)","(14.0, 18.0, 17.755555555555556)","(19.0, 28.0, 27.11340206185567)","(31.0, 48.0, 47.90909090909091)","(3.9, 4.6, 4.510344827586207)","(101.0, 190.0, 184.54545454545453)","(10.0, 14.0, 13.45754716981132)","(10.0, 12.0, 11.751461988304094)","(21.0, 32.0, 31.22222222222222)","(31.0, 44.0, 42.666666666666664)"
06-01-2023 14:36:50.737687,"(7.5, 7.8, 7.864864864864865)","(4.6, 5.4, 5.314285714285715)","(7.0, 8.4, 8.26)","(14.0, 18.0, 17.76595744680851)","(19.0, 28.0, 27.13131313131313)","(31.0, 48.0, 47.44827586206897)","(3.9, 4.6, 4.531578947368421)","(101.0, 190.0, 173.33333333333334)","(10.0, 13.5, 13.456937799043063)","(10.0, 12.0, 11.692028985507246)","(21.0, 32.0, 31.243243243243242)","(31.0, 44.0, 42.758620689655174)"
06-01-2023 14:36:52.356561,"(7.5, 8.0, 7.677419354838709)","(4.6, 5.4, 5.271910112359551)","(7.0, 8.4, 8.226666666666667)","(14.0, 18.0, 17.76595744680851)","(19.0, 28.0, 27.13131313131313)","(31.0, 50.0, 47.90909090909091)","(3.9, 4.6, 4.52)","(101.0, 190.0, 173.33333333333334)","(10.0, 13.5, 13.86697247706422)","(10.0, 12.0, 11.692028985507246)","(21.0, 32.0, 31.243243243243242)","(31.0, 44.0, 42.758620689655174)"
06-01-2023 14:36:54.091616,"(7.5, 8.0, 7.861111111111111)","(4.6, 5.4, 5.2860000000000005)","(7.0, 8.4, 8.24705882352941)","(14.0, 18.0, 17.775510204081634)","(19.0, 28.0, 27.14)","(31.0, 48.0, 47.91304347826087)","(3.9, 4.6, 4.477777777777778)","(101.0, 190.0, 170.95238095238096)","(10.0, 14.0, 13.86936936936937)","(10.0, 12.0, 11.57920792079208)","(21.0, 32.0, 31.263157894736842)","(31.0, 44.0, 42.8)"
06-01-2023 14:36:55.726355,"(7.5, 8.0, 7.861111111111111)","(4.6, 5.4, 5.284848484848485)","(7.0, 8.4, 8.24705882352941)","(14.0, 18.0, 17.775510204081634)","(19.0, 28.0, 27.14)","(31.0, 48.0, 47.91304347826087)","(3.9, 4.6, 4.518518518518518)","(101.0, 190.0, 167.77777777777777)","(10.0, 14.0, 13.86936936936937)","(10.0, 12.0, 11.598214285714286)","(21.0, 32.0, 31.170731707317074)","(31.0, 44.0, 42.8)"
06-01-2023 14:36:57.434088,"(7.5, 8.0, 7.873684210526315)","(4.6, 5.4, 5.291428571428572)","(7.0, 8.4, 8.263157894736842)","(14.0, 18.0, 17.784313725490197)","(19.0, 28.0, 27.14851485148515)","(31.0, 48.0, 47.916666666666664)","(3.9, 4.6, 4.538028169014084)","(101.0, 190.0, 167.77777777777777)","(10.0, 14.0, 13.857142857142858)","(10.0, 12.0, 11.603524229074889)","(21.0, 32.0, 31.19047619047619)","(31.0, 44.0, 42.8)"
06-01-2023 14:36:59.195900,"(7.5, 8.0, 7.933333333333334)","(4.6, 5.4, 5.36)","(7.0, 8.4, 8.405714285714286)","(14.0, 18.0, 17.858024691358025)","(19.0, 28.0, 29.652173913043477)","(31.0, 48.0, 47.916666666666664)","(3.9, 4.6, 4.532307692307692)","(101.0, 190.0, 167.77777777777777)","(10.0, 14.0, 13.564102564102564)","(10.0, 12.0, 11.540816326530612)","(21.0, 34.0, 33.7037037037037)","(31.0, 44.0, 42.8)"
