,Oreilly Mcluke,Ring Of Honour,Alpine Affair,Lucky Bucky,Gee Gee Als Prince,Power Magnum,Sparkling One,Tiltherewarsyou,Copper Charm
11-01-2023 14:40:07.581137,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 23.0)","(12.0, 18.0, 15.0)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.314285714285714)"
11-01-2023 14:40:08.808655,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 23.0)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.314285714285714)"
11-01-2023 14:40:10.108758,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.314285714285714)"
11-01-2023 14:40:11.294060,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.314285714285714)"
11-01-2023 14:40:12.443617,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:13.648969,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:14.848552,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:16.118153,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:17.285530,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:18.506203,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:19.741762,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:20.881567,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:22.000802,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:23.160862,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:24.375430,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:25.706831,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:27.006635,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:28.270873,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:29.529148,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.884615384615385)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:30.827011,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 16.076923076923077)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:32.143391,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 16.076923076923077)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:33.435323,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 16.076923076923077)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:34.731038,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 14.727272727272727)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:35.959268,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:37.216214,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:38.467586,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:39.786849,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:41.079619,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:42.423020,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:43.693109,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:44.962374,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:46.271896,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:47.523503,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:48.755479,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:49.996706,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:51.230533,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:52.415137,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:53.975280,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 18.142857142857142)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:55.520063,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 18.142857142857142)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:57.013712,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 18.142857142857142)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:58.367643,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 18.142857142857142)","(12.0, 18.0, 14.7)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:40:59.686075,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 19.666666666666668)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:01.009842,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 19.666666666666668)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:02.344264,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 19.666666666666668)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:03.583551,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 19.666666666666668)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:04.861159,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 19.666666666666668)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:06.119339,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 19.666666666666668)","(12.0, 18.0, 15.25)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:07.396335,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 19.666666666666668)","(12.0, 18.0, 15.222222222222221)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:08.705574,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 15.727272727272727)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:10.004695,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 15.727272727272727)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:11.270150,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 15.727272727272727)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:12.569246,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 15.727272727272727)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:13.859818,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 15.727272727272727)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:15.350269,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 15.727272727272727)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:17.763641,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 15.727272727272727)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:19.234682,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 15.727272727272727)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:20.697555,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 15.954545454545455)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:22.111783,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 16.26923076923077)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:23.479855,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 17.1)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:24.898408,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 17.1)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:26.281196,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 17.1)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:27.632427,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 16.333333333333332)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:29.132560,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 16.333333333333332)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:30.543738,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 16.333333333333332)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:31.911874,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.0)","(12.0, 18.0, 16.333333333333332)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 36.4)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:33.280133,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 21.363636363636363)","(12.0, 18.0, 15.222222222222221)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 40.0)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:34.613570,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.222222222222221)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 40.0)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:36.012330,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.222222222222221)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 40.0)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:37.836907,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.222222222222221)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 40.0)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:39.295061,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.222222222222221)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 40.0)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:40.753205,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.222222222222221)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 40.0)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:42.087825,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.222222222222221)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 40.0)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:43.341973,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.222222222222221)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 40.0)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:44.916247,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.222222222222221)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 40.0)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:46.294419,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.222222222222221)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 40.0)","(4.2, 5.6, 5.236363636363636)"
11-01-2023 14:41:47.568617,"(5.0, 6.8, 6.380952380952381)","(13.0, 25.0, 20.3125)","(12.0, 18.0, 15.222222222222221)","(20.0, 34.0, 31.333333333333332)","(7.0, 11.0, 9.0)","(4.0, 4.8, 4.501818181818182)","(5.0, 9.6, 8.3)","(17.0, 46.0, 40.0)","(4.2, 5.6, 5.236363636363636)"
