,Windsors Champion,Missing Link,Salsa Rita,Captain Sam,Ms Headley
15-12-2022 12:31:51.976710,"(2.4, 2.98, 2.9389473684210525)","(5.5, 6.8, 6.472727272727273)","(12.0, 20.0, 19.4375)","(4.8, 5.5, 5.157142857142857)","(3.4, 4.2, 4.181052631578948)"
15-12-2022 12:31:52.912823,"(2.4, 2.98, 2.9389473684210525)","(5.5, 6.8, 6.472727272727273)","(12.0, 20.0, 19.4375)","(4.8, 5.5, 5.157142857142857)","(3.4, 4.2, 4.181052631578948)"
15-12-2022 12:31:53.881891,"(2.4, 2.98, 2.9389473684210525)","(5.5, 6.8, 6.472727272727273)","(12.0, 20.0, 19.4375)","(4.8, 5.5, 5.157142857142857)","(3.4, 4.2, 4.181052631578948)"
15-12-2022 12:31:54.975653,"(2.4, 2.98, 2.9389473684210525)","(5.5, 6.8, 6.472727272727273)","(12.0, 20.0, 18.125)","(4.8, 5.5, 5.157142857142857)","(3.4, 4.2, 4.181052631578948)"
15-12-2022 12:31:55.945613,"(2.5, 2.98, 2.9389473684210525)","(6.0, 6.8, 6.472727272727273)","(12.0, 20.0, 18.125)","(5.0, 5.5, 5.34)","(3.5, 4.2, 4.181052631578948)"
15-12-2022 12:31:56.873509,"(2.5, 2.98, 2.9389473684210525)","(6.0, 6.8, 6.472727272727273)","(12.0, 20.0, 18.65)","(5.0, 5.5, 5.34)","(3.5, 4.2, 4.181052631578948)"
15-12-2022 12:31:57.839689,"(2.5, 2.98, 2.9389473684210525)","(6.0, 6.8, 6.472727272727273)","(12.0, 20.0, 18.65)","(5.0, 5.5, 5.34)","(3.5, 4.2, 4.181052631578948)"
15-12-2022 12:31:58.851238,"(2.5, 2.98, 2.9389473684210525)","(6.0, 6.8, 6.472727272727273)","(12.0, 20.0, 18.65)","(5.0, 5.5, 5.2384615384615385)","(3.5, 4.2, 4.181052631578948)"
15-12-2022 12:31:59.788431,"(2.5, 2.98, 2.9389473684210525)","(6.0, 6.8, 6.472727272727273)","(12.0, 20.0, 18.65)","(5.0, 5.5, 5.2384615384615385)","(3.5, 4.2, 4.181052631578948)"
15-12-2022 12:32:00.640944,"(2.5, 2.98, 2.9389473684210525)","(6.0, 6.8, 6.472727272727273)","(12.0, 20.0, 18.65)","(5.0, 5.5, 5.2384615384615385)","(3.5, 4.2, 4.181052631578948)"
15-12-2022 12:32:01.776223,"(2.5, 2.98, 2.9389473684210525)","(6.0, 6.8, 6.472727272727273)","(12.0, 20.0, 18.65)","(5.0, 5.5, 5.2384615384615385)","(3.5, 4.2, 4.181052631578948)"
15-12-2022 12:32:02.848680,"(2.5, 2.98, 2.9389473684210525)","(6.0, 6.8, 6.472727272727273)","(12.0, 20.0, 18.65)","(5.0, 5.5, 5.2384615384615385)","(3.5, 4.2, 4.181052631578948)"
15-12-2022 12:32:03.843677,"(2.5, 2.98, 2.9389473684210525)","(6.0, 6.8, 6.472727272727273)","(12.0, 20.0, 18.65)","(5.0, 5.5, 5.2384615384615385)","(3.5, 4.2, 4.181052631578948)"
15-12-2022 12:32:04.994768,"(2.5, 2.98, 2.9389473684210525)","(6.0, 6.8, 6.472727272727273)","(12.0, 20.0, 17.0)","(5.0, 5.5, 5.2384615384615385)","(3.5, 4.2, 4.181052631578948)"
15-12-2022 12:32:06.200188,"(2.5, 2.98, 2.9389473684210525)","(6.0, 6.8, 6.472727272727273)","(12.0, 20.0, 17.0)","(5.0, 5.5, 5.3)","(3.5, 4.2, 4.180851063829787)"
15-12-2022 12:32:07.217358,"(2.5, 2.98, 2.9389473684210525)","(6.0, 6.8, 6.472727272727273)","(12.0, 20.0, 17.0)","(5.0, 5.5, 5.3)","(3.5, 4.2, 4.180851063829787)"
15-12-2022 12:32:08.393622,"(2.5, 2.98, 2.909090909090909)","(6.0, 6.8, 6.472727272727273)","(12.0, 21.0, 19.2)","(5.0, 5.6, 5.198039215686274)","(3.5, 4.2, 4.178571428571429)"
15-12-2022 12:32:09.403712,"(2.5, 2.98, 2.909090909090909)","(6.0, 6.8, 6.482352941176471)","(12.0, 21.0, 19.2)","(5.0, 5.6, 5.198039215686274)","(3.5, 4.2, 4.178571428571429)"
15-12-2022 12:32:10.501473,"(2.5, 2.98, 2.909090909090909)","(6.0, 6.8, 6.482352941176471)","(12.0, 21.0, 19.2)","(5.0, 5.6, 5.218604651162791)","(3.5, 4.2, 4.178571428571429)"
15-12-2022 12:32:11.655793,"(2.5, 2.98, 2.909090909090909)","(6.0, 6.8, 6.482352941176471)","(12.0, 21.0, 19.2)","(5.0, 5.6, 5.218604651162791)","(3.5, 4.2, 4.178571428571429)"
15-12-2022 12:32:12.920429,"(2.5, 3.0, 2.923636363636364)","(6.0, 6.8, 6.482352941176471)","(12.0, 21.0, 19.2)","(5.0, 5.6, 5.218604651162791)","(3.5, 4.2, 4.178571428571429)"
15-12-2022 12:32:14.499690,"(2.4, 3.0, 2.923636363636364)","(5.5, 6.8, 6.175)","(11.0, 21.0, 18.5)","(4.4, 5.6, 5.1358490566037736)","(3.3, 4.2, 4.180645161290323)"
15-12-2022 12:32:15.710559,"(2.4, 3.0, 2.944)","(5.5, 6.2, 6.175)","(11.0, 20.0, 18.5)","(4.4, 5.6, 5.154347826086956)","(3.3, 4.2, 4.1826923076923075)"
15-12-2022 12:32:16.881091,"(2.4, 3.0, 2.948)","(5.5, 6.2, 6.175)","(11.0, 20.0, 19.4)","(4.4, 5.6, 5.1961538461538455)","(3.3, 4.2, 4.1826923076923075)"
15-12-2022 12:32:17.969278,"(2.4, 3.0, 2.952)","(5.5, 6.2, 6.175)","(11.0, 20.0, 19.4)","(4.4, 5.6, 5.1961538461538455)","(3.3, 4.2, 4.1826923076923075)"
15-12-2022 12:32:19.029464,"(2.4, 3.0, 2.952857142857143)","(5.5, 6.8, 6.296)","(11.0, 20.0, 19.4)","(4.4, 5.6, 5.1961538461538455)","(3.3, 4.2, 4.177215189873418)"
15-12-2022 12:32:20.093321,"(2.4, 3.0, 2.956)","(5.5, 6.8, 6.482352941176471)","(10.0, 20.0, 18.071428571428573)","(4.2, 5.6, 5.225)","(3.3, 4.2, 4.177215189873418)"
15-12-2022 12:32:21.156197,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.071428571428573)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:22.205312,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.071428571428573)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:23.237272,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.071428571428573)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:24.271269,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.071428571428573)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:25.328012,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.071428571428573)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:26.367145,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.071428571428573)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:27.399335,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.071428571428573)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:28.503246,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 17.0)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:29.544376,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 17.0)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:30.536518,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 17.0)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:31.590612,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 17.0)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:32.612410,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 17.0)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:33.597751,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 17.0)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:34.619554,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 17.0)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:35.622424,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 17.0)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:36.591585,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 17.0)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:37.602135,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.5)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:38.736781,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.5)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:39.767867,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.5)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:40.876799,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.5)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:41.969478,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.5)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:43.102835,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.5)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:44.187238,"(2.5, 3.0, 2.9454545454545453)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.5)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:45.279584,"(2.5, 3.0, 2.9066666666666667)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.5)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:46.357157,"(2.5, 3.0, 2.9066666666666667)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 17.0)","(5.0, 5.6, 5.225)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:47.531187,"(2.5, 3.0, 2.9066666666666667)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.846153846153847)","(5.0, 5.6, 5.35)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:48.723915,"(2.5, 3.0, 2.9066666666666667)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.846153846153847)","(5.0, 5.6, 5.35)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:49.848206,"(2.5, 3.0, 2.9066666666666667)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.846153846153847)","(5.0, 5.6, 5.35)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:50.924310,"(2.5, 3.0, 2.9066666666666667)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.846153846153847)","(5.0, 5.6, 5.35)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:52.019095,"(2.5, 3.0, 2.9583333333333335)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.846153846153847)","(5.0, 5.6, 5.35)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:52.998417,"(2.5, 3.0, 2.99)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.846153846153847)","(5.0, 5.6, 5.35)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:54.074875,"(2.5, 3.0, 2.99)","(6.0, 6.8, 6.482352941176471)","(12.0, 19.0, 18.076923076923077)","(5.0, 5.6, 5.35)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:55.121433,"(2.5, 3.0, 2.99)","(6.0, 6.8, 6.482352941176471)","(12.0, 19.0, 18.076923076923077)","(5.0, 5.6, 5.35)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:56.099495,"(2.5, 3.0, 2.99)","(6.0, 6.8, 6.482352941176471)","(12.0, 19.0, 18.076923076923077)","(5.0, 5.6, 5.35)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:57.050352,"(2.5, 3.0, 2.981818181818182)","(6.0, 6.8, 6.482352941176471)","(12.0, 18.5, 16.4)","(5.0, 5.6, 5.438709677419355)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:58.121952,"(2.5, 3.0, 2.981818181818182)","(6.0, 6.8, 6.482352941176471)","(12.0, 18.5, 16.4)","(5.0, 5.6, 5.438709677419355)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:32:59.127828,"(2.5, 3.0, 2.981818181818182)","(6.0, 6.8, 6.482352941176471)","(12.0, 18.5, 16.4)","(5.0, 5.6, 5.438709677419355)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:33:00.143537,"(2.5, 3.0, 2.981818181818182)","(6.0, 6.8, 6.482352941176471)","(12.0, 18.5, 16.4)","(5.0, 5.6, 5.438709677419355)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:33:01.136935,"(2.5, 3.0, 2.9894736842105263)","(6.0, 6.8, 6.482352941176471)","(12.0, 18.5, 16.4)","(5.0, 5.6, 5.438709677419355)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:33:02.171508,"(2.5, 3.0, 2.9894736842105263)","(6.0, 6.8, 6.482352941176471)","(12.0, 18.5, 16.4)","(5.0, 5.6, 5.483720930232558)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:33:03.195578,"(2.5, 3.0, 2.9894736842105263)","(6.0, 6.8, 6.482352941176471)","(12.0, 18.5, 16.4)","(5.0, 5.6, 5.438709677419355)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:33:04.204352,"(2.5, 3.0, 2.9894736842105263)","(6.0, 6.8, 6.482352941176471)","(12.0, 18.5, 16.4)","(5.0, 5.6, 5.438709677419355)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:33:05.225725,"(2.5, 3.0, 2.9894736842105263)","(6.0, 6.8, 6.482352941176471)","(12.0, 18.5, 16.4)","(5.0, 5.6, 5.438709677419355)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:33:06.354413,"(2.5, 3.0, 2.9894736842105263)","(6.0, 6.8, 6.482352941176471)","(12.0, 18.5, 17.0)","(5.0, 5.6, 5.438709677419355)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:33:07.504080,"(2.5, 3.0, 2.98)","(6.0, 6.8, 6.482352941176471)","(12.0, 18.5, 18.846153846153847)","(5.0, 5.6, 5.438709677419355)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:33:08.686588,"(2.5, 3.0, 2.98)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.3125)","(5.0, 5.6, 5.438709677419355)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:33:09.761253,"(2.5, 3.0, 2.933333333333333)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.3125)","(5.0, 5.6, 5.483720930232558)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:33:10.861446,"(2.5, 3.0, 2.933333333333333)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 18.3125)","(5.0, 5.6, 5.483720930232558)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:33:12.041171,"(2.5, 3.0, 2.933333333333333)","(6.0, 6.8, 6.482352941176471)","(12.0, 20.0, 20.541666666666664)","(5.0, 5.6, 5.483720930232558)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:33:13.057863,"(2.5, 3.0, 2.933333333333333)","(6.0, 6.8, 6.482352941176471)","(12.0, 21.0, 20.541666666666664)","(5.0, 5.6, 5.483720930232558)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:33:14.184150,"(2.5, 3.0, 2.933333333333333)","(6.0, 6.8, 6.482352941176471)","(12.0, 21.0, 20.541666666666664)","(5.0, 5.6, 5.483720930232558)","(3.5, 4.2, 4.177215189873418)"
15-12-2022 12:33:15.390784,"(2.5, 3.0, 2.933333333333333)","(6.0, 6.8, 6.482352941176471)","(12.0, 21.0, 20.541666666666664)","(5.0, 5.6, 5.483720930232558)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:16.425410,"(2.5, 3.0, 2.933333333333333)","(6.0, 6.8, 6.482352941176471)","(12.0, 21.0, 20.541666666666664)","(5.0, 5.6, 5.483720930232558)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:17.588761,"(2.5, 3.0, 2.933333333333333)","(6.0, 6.8, 6.482352941176471)","(12.0, 21.0, 20.676470588235293)","(5.0, 5.6, 5.483720930232558)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:18.766101,"(2.5, 3.0, 2.933333333333333)","(6.0, 6.8, 6.482352941176471)","(12.0, 21.0, 20.676470588235293)","(5.0, 5.6, 5.483720930232558)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:19.792391,"(2.45, 3.0, 2.933333333333333)","(5.5, 6.8, 6.482352941176471)","(12.0, 21.0, 20.676470588235293)","(4.8, 5.6, 5.483720930232558)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:20.762886,"(2.45, 3.0, 2.933333333333333)","(5.5, 6.8, 6.482352941176471)","(12.0, 21.0, 20.676470588235293)","(4.8, 5.6, 5.427586206896551)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:21.777542,"(2.45, 3.0, 2.933333333333333)","(5.5, 6.8, 6.482352941176471)","(12.0, 21.0, 20.676470588235293)","(4.8, 5.6, 5.305882352941176)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:22.734237,"(2.45, 3.0, 2.933333333333333)","(5.5, 6.8, 6.482352941176471)","(12.0, 21.0, 20.676470588235293)","(4.8, 5.6, 5.305882352941176)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:23.759061,"(2.45, 3.0, 2.933333333333333)","(5.5, 6.8, 6.482352941176471)","(12.0, 21.0, 20.676470588235293)","(4.8, 5.6, 5.305882352941176)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:24.841028,"(2.45, 3.0, 2.933333333333333)","(5.5, 6.8, 6.482352941176471)","(12.0, 21.0, 20.676470588235293)","(4.8, 5.6, 5.305882352941176)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:25.711898,"(2.45, 3.0, 2.933333333333333)","(5.5, 6.8, 6.482352941176471)","(12.0, 21.0, 20.676470588235293)","(4.8, 5.6, 5.305882352941176)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:26.557550,"(2.45, 3.0, 2.98)","(5.5, 6.8, 6.482352941176471)","(12.0, 21.0, 20.75)","(4.8, 5.6, 5.305882352941176)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:27.634491,"(2.45, 3.0, 2.9633333333333334)","(5.5, 6.8, 6.482352941176471)","(12.0, 21.0, 20.75)","(4.8, 5.6, 5.305882352941176)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:28.603831,"(2.45, 3.0, 2.9633333333333334)","(5.5, 6.8, 6.482352941176471)","(12.0, 21.0, 20.75)","(4.8, 5.6, 5.305882352941176)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:29.578249,"(2.45, 3.0, 2.9633333333333334)","(5.5, 6.8, 6.482352941176471)","(12.0, 21.0, 20.75)","(4.8, 5.6, 5.179545454545454)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:30.566518,"(2.45, 3.0, 2.9633333333333334)","(5.5, 6.8, 6.482352941176471)","(12.0, 20.0, 19.4375)","(4.8, 5.6, 5.179545454545454)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:31.549892,"(2.45, 3.0, 2.9633333333333334)","(5.5, 6.8, 6.482352941176471)","(12.0, 20.0, 19.386363636363637)","(4.8, 5.6, 5.179545454545454)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:32.615119,"(2.45, 3.0, 2.9633333333333334)","(5.5, 6.8, 6.482352941176471)","(12.0, 20.0, 19.205882352941178)","(4.8, 5.6, 5.179545454545454)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:33.648564,"(2.45, 3.0, 2.9175)","(5.5, 6.8, 6.482352941176471)","(12.0, 20.0, 19.205882352941178)","(4.8, 5.6, 5.179545454545454)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:34.611101,"(2.45, 3.0, 2.9175)","(5.5, 6.8, 6.482352941176471)","(12.0, 20.0, 19.205882352941178)","(4.8, 5.6, 5.179545454545454)","(3.5, 4.2, 4.178313253012048)"
15-12-2022 12:33:35.590116,"(2.45, 3.0, 2.9175)","(5.5, 6.8, 6.182857142857143)","(12.0, 20.0, 19.205882352941178)","(4.8, 5.6, 5.179545454545454)","(3.5, 4.2, 4.183636363636364)"
15-12-2022 12:33:36.701676,"(2.45, 3.0, 2.9175)","(5.5, 6.8, 6.182857142857143)","(12.0, 20.0, 19.205882352941178)","(4.8, 5.6, 5.179545454545454)","(3.5, 4.2, 4.183636363636364)"
15-12-2022 12:33:37.893573,"(2.45, 3.0, 2.9175)","(5.5, 6.8, 6.0285714285714285)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.239999999999999)","(3.5, 4.2, 4.183636363636364)"
15-12-2022 12:33:38.890819,"(2.45, 3.0, 2.9175)","(5.5, 6.8, 6.0285714285714285)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.239999999999999)","(3.5, 4.2, 4.183636363636364)"
15-12-2022 12:33:40.200889,"(2.45, 3.0, 2.9175)","(5.5, 6.8, 6.0285714285714285)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.333333333333333)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:41.226725,"(2.45, 3.0, 2.9175)","(5.5, 6.8, 6.0285714285714285)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.333333333333333)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:42.448866,"(2.45, 3.0, 2.9175)","(5.5, 6.8, 6.0)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.333333333333333)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:43.562875,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.0)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.32)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:44.562746,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.32)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:45.587051,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.32)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:46.637838,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.382857142857143)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:47.561932,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.382857142857143)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:48.603862,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.388888888888888)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:49.626583,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.388888888888888)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:50.558171,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.388888888888888)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:51.621230,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.388888888888888)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:52.562155,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.388888888888888)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:53.563220,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.388888888888888)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:54.470740,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.388888888888888)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:55.377502,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.388888888888888)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:56.319303,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.388888888888888)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:57.231660,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.461538461538462)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:58.229063,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.461538461538462)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:33:59.237220,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.466666666666667)","(3.5, 4.2, 4.183018867924528)"
15-12-2022 12:34:00.187969,"(2.4, 3.0, 2.9175)","(5.5, 6.8, 6.168421052631579)","(12.0, 20.0, 18.875)","(4.8, 5.6, 5.466666666666667)","(3.5, 4.2, 4.183018867924528)"
