,Flyin Disco,Telkem Jay,Miss Willoughby,Bonnie Pauline,No Noney,Morissette,Spinner Of Yarns,Alexandra Thegreat,Your Grace
11-01-2023 16:27:31.235257,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 68.5)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 50.0, 28.333333333333332)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:33.080715,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 68.5)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 50.0, 28.333333333333332)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:34.581627,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 68.5)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 50.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:35.806206,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 68.5)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:37.013542,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 68.5)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:38.147528,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 68.5)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:39.308499,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 68.5)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:40.498572,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:41.719860,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:42.933941,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:44.145368,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:45.382815,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:46.551920,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:47.758676,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:48.985617,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:50.142098,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:51.311837,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:52.467161,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:53.666895,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:55.117144,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:56.406322,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:57.603728,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:58.808324,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:27:59.966884,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:01.115298,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:02.198362,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:03.289233,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 55.42857142857143)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:04.404795,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 160.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:05.497842,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:06.656904,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:07.731563,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:08.825426,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:09.913836,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:10.961405,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:12.058023,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:13.147453,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:14.225620,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:15.335245,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:16.457082,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:17.525148,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:18.630691,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:19.713783,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:20.845609,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:21.976322,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:23.066589,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:24.178241,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:25.266532,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:26.340700,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:27.439515,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:28.526725,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:29.625548,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:30.721820,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:31.811556,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:32.880817,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:34.010882,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:35.135638,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:36.298403,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:37.485146,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:38.646115,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:39.751154,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:40.896805,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:42.043138,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:43.140645,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 28.0)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:44.294753,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 48.0, 27.666666666666668)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:45.405413,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 46.0, 27.666666666666668)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:46.493093,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 46.0, 27.666666666666668)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:47.603707,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.384)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 46.0, 27.666666666666668)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:48.722528,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.3981818181818184)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 46.0, 27.666666666666668)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:49.913916,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.3981818181818184)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 46.0, 27.666666666666668)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:51.052732,"(4.8, 6.4, 5.12)","(1.7, 2.54, 2.3981818181818184)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 8.1)","(26.0, 70.0, 39.333333333333336)","(15.0, 46.0, 27.666666666666668)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:52.159817,"(4.8, 6.4, 5.12)","(1.7, 2.52, 2.33)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.0, 9.066666666666666)","(26.0, 70.0, 39.333333333333336)","(15.0, 46.0, 27.666666666666668)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:53.250753,"(4.8, 6.4, 5.12)","(1.7, 2.52, 2.33)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.5, 9.066666666666666)","(26.0, 70.0, 39.333333333333336)","(15.0, 46.0, 27.666666666666668)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:54.342010,"(4.8, 6.4, 5.12)","(1.7, 2.52, 2.33)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.5, 7.92)","(26.0, 70.0, 39.333333333333336)","(15.0, 46.0, 27.666666666666668)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:55.463685,"(4.8, 6.4, 5.12)","(1.7, 2.5, 2.3654545454545453)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.5, 7.92)","(26.0, 70.0, 39.333333333333336)","(15.0, 46.0, 27.666666666666668)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:56.580508,"(4.8, 6.4, 5.12)","(1.7, 2.5, 2.3654545454545453)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.5, 7.92)","(26.0, 70.0, 39.333333333333336)","(15.0, 46.0, 27.666666666666668)","(19.0, 29.0, 26.363636363636363)"
11-01-2023 16:28:57.673553,"(4.8, 6.4, 5.12)","(1.7, 2.5, 2.3654545454545453)","(7.0, 12.0, 8.666666666666666)","(91.0, 210.0, 171.42857142857142)","(41.0, 150.0, 56.66666666666667)","(6.0, 10.5, 7.92)","(26.0, 70.0, 39.333333333333336)","(15.0, 46.0, 27.666666666666668)","(19.0, 29.0, 26.363636363636363)"
