,Blackpool Rex,Wheres The Ship,Shiro Kuma,Canya Beth,Stressful Day,Seats Taken,Zarr Oso,Fat Jack
16-12-2022 14:09:40.269642,"(5.0, 8.2, 7.507692307692308)","(7.5, 9.0, 7.8545454545454545)","(9.0, 11.5, 10.421875)","(5.0, 10.0, 9.691428571428572)","(26.0, 42.0, 28.666666666666668)","(4.8, 5.0, 4.580645161290323)","(6.5, 12.0, 10.119354838709677)","(3.6, 4.8, 4.728947368421053)"
16-12-2022 14:09:41.489242,"(5.0, 8.2, 7.507692307692308)","(7.5, 9.0, 8.145454545454545)","(9.0, 11.5, 10.421875)","(5.0, 10.0, 9.64)","(26.0, 42.0, 28.666666666666668)","(4.8, 5.0, 4.664516129032258)","(6.5, 12.0, 10.091176470588236)","(3.6, 4.8, 4.781818181818181)"
16-12-2022 14:09:42.627066,"(5.0, 8.2, 7.4399999999999995)","(7.5, 8.8, 8.145454545454545)","(9.0, 11.5, 10.421875)","(5.0, 10.0, 9.64)","(26.0, 42.0, 28.666666666666668)","(4.8, 5.0, 4.711111111111111)","(6.5, 12.0, 10.012500000000001)","(3.6, 4.8, 4.766666666666667)"
16-12-2022 14:09:43.585269,"(5.0, 8.2, 7.4399999999999995)","(7.5, 8.8, 8.145454545454545)","(9.0, 11.5, 10.397058823529411)","(5.0, 10.5, 10.228)","(26.0, 42.0, 28.666666666666668)","(4.8, 5.0, 4.664516129032258)","(6.5, 11.5, 9.993181818181819)","(3.6, 4.8, 4.781818181818181)"
16-12-2022 14:09:44.551927,"(5.0, 8.2, 7.377142857142857)","(7.5, 8.8, 8.044444444444444)","(9.0, 11.5, 10.397058823529411)","(5.0, 10.5, 10.26551724137931)","(26.0, 42.0, 28.666666666666668)","(4.8, 5.0, 4.664516129032258)","(6.5, 11.5, 9.993181818181819)","(3.6, 4.8, 4.7894736842105265)"
16-12-2022 14:09:45.560395,"(5.0, 8.2, 7.377142857142857)","(7.5, 8.8, 7.85531914893617)","(9.0, 11.5, 10.397058823529411)","(5.0, 10.5, 10.125)","(26.0, 42.0, 28.666666666666668)","(4.8, 5.0, 4.711111111111111)","(6.5, 11.5, 9.993181818181819)","(3.6, 4.8, 4.791666666666666)"
16-12-2022 14:09:46.532992,"(5.0, 8.2, 7.377142857142857)","(7.5, 8.8, 7.85531914893617)","(9.0, 11.5, 10.397058823529411)","(5.0, 10.5, 10.125)","(26.0, 42.0, 28.666666666666668)","(4.8, 5.0, 4.783333333333333)","(6.5, 11.5, 9.988888888888889)","(3.6, 4.8, 4.790909090909091)"
16-12-2022 14:09:47.529833,"(5.0, 8.2, 7.377142857142857)","(7.5, 8.8, 7.8133333333333335)","(9.0, 11.5, 10.397058823529411)","(5.0, 10.5, 10.125)","(26.0, 42.0, 28.666666666666668)","(4.8, 5.0, 4.748387096774194)","(6.5, 11.5, 9.973469387755102)","(3.6, 4.8, 4.783333333333333)"
16-12-2022 14:09:48.529362,"(5.0, 8.2, 7.377142857142857)","(7.5, 8.8, 7.8133333333333335)","(9.0, 11.5, 10.397058823529411)","(5.0, 10.5, 10.125)","(26.0, 42.0, 28.666666666666668)","(4.8, 5.0, 4.783333333333333)","(6.5, 11.5, 9.973469387755102)","(3.6, 4.8, 4.790909090909091)"
16-12-2022 14:09:49.589989,"(5.0, 8.2, 7.377142857142857)","(7.5, 8.6, 7.588888888888889)","(9.0, 11.5, 10.397058823529411)","(5.0, 10.5, 10.125)","(26.0, 42.0, 28.666666666666668)","(4.8, 5.0, 4.777142857142858)","(6.5, 11.5, 9.973469387755102)","(3.6, 4.8, 4.796296296296296)"
16-12-2022 14:09:50.621047,"(5.0, 8.2, 7.377142857142857)","(7.5, 8.6, 7.609756097560975)","(9.0, 11.5, 10.397058823529411)","(5.0, 10.5, 10.125)","(26.0, 42.0, 28.666666666666668)","(4.8, 5.0, 4.684848484848485)","(6.5, 11.5, 9.984782608695653)","(3.6, 4.8, 4.795454545454545)"
16-12-2022 14:09:51.671857,"(5.0, 8.2, 7.377142857142857)","(7.5, 8.6, 7.609756097560975)","(9.0, 11.5, 10.397058823529411)","(5.0, 10.5, 9.75)","(26.0, 42.0, 28.666666666666668)","(4.8, 5.0, 4.772413793103448)","(6.5, 11.5, 9.984782608695653)","(3.6, 4.8, 5.0249999999999995)"
16-12-2022 14:09:52.704343,"(5.0, 8.2, 7.377142857142857)","(7.5, 8.6, 7.6421052631578945)","(9.0, 11.5, 10.397058823529411)","(5.0, 10.5, 9.75)","(26.0, 42.0, 28.666666666666668)","(4.8, 5.0, 4.763636363636364)","(6.5, 11.5, 9.973469387755102)","(3.6, 5.1, 4.949999999999999)"
16-12-2022 14:09:53.717892,"(5.0, 8.2, 7.377142857142857)","(7.5, 8.6, 7.6421052631578945)","(9.0, 11.5, 10.397058823529411)","(5.0, 10.5, 9.681818181818182)","(26.0, 42.0, 28.666666666666668)","(4.8, 5.0, 4.763636363636364)","(6.5, 11.5, 9.973469387755102)","(3.6, 5.1, 4.989473684210527)"
16-12-2022 14:09:54.701353,"(5.0, 8.2, 7.377142857142857)","(7.5, 8.6, 7.590697674418605)","(9.0, 11.5, 10.397058823529411)","(5.0, 10.5, 9.790909090909091)","(26.0, 42.0, 28.666666666666668)","(4.8, 5.0, 4.664516129032258)","(6.5, 11.5, 9.973469387755102)","(3.6, 5.2, 5.033333333333333)"
16-12-2022 14:09:55.974585,"(5.5, 8.2, 7.377142857142857)","(7.5, 8.6, 7.590697674418605)","(9.0, 11.5, 10.397058823529411)","(5.5, 10.5, 9.790909090909091)","(26.0, 42.0, 28.666666666666668)","(4.4, 5.0, 4.748387096774194)","(7.0, 11.5, 9.973469387755102)","(3.6, 5.2, 5.062068965517241)"
16-12-2022 14:09:57.088291,"(5.5, 8.2, 7.377142857142857)","(7.5, 8.6, 7.590697674418605)","(9.0, 11.5, 10.397058823529411)","(5.5, 10.5, 9.790909090909091)","(26.0, 42.0, 28.666666666666668)","(4.4, 5.0, 4.842424242424242)","(7.0, 11.5, 10.133333333333335)","(3.6, 5.2, 5.050000000000001)"
16-12-2022 14:09:58.146088,"(5.5, 8.2, 7.377142857142857)","(7.5, 8.6, 7.394444444444445)","(9.0, 11.5, 10.397058823529411)","(5.5, 10.5, 9.790909090909091)","(26.0, 42.0, 28.666666666666668)","(4.4, 5.0, 4.783333333333333)","(7.0, 11.0, 10.085714285714285)","(3.6, 5.2, 5.0)"
16-12-2022 14:09:59.334450,"(5.5, 8.2, 7.425806451612903)","(7.5, 8.6, 7.394444444444445)","(9.0, 11.5, 10.397058823529411)","(5.5, 10.5, 9.790909090909091)","(26.0, 42.0, 28.666666666666668)","(4.4, 5.0, 4.748387096774194)","(7.0, 11.0, 10.657142857142857)","(3.6, 5.2, 5.050000000000001)"
16-12-2022 14:10:00.460458,"(5.5, 8.0, 7.523809523809524)","(7.5, 8.6, 7.394444444444445)","(9.0, 11.5, 10.421875)","(5.5, 10.5, 9.790909090909091)","(26.0, 42.0, 28.666666666666668)","(4.4, 5.0, 4.746153846153846)","(7.0, 11.0, 10.064444444444446)","(3.6, 5.2, 5.0888888888888895)"
16-12-2022 14:10:01.551190,"(5.5, 8.0, 7.523809523809524)","(7.5, 8.6, 7.37948717948718)","(9.0, 11.5, 10.421875)","(5.5, 10.5, 9.790909090909091)","(26.0, 42.0, 28.666666666666668)","(4.4, 5.0, 4.746153846153846)","(7.0, 11.5, 10.64)","(3.6, 5.2, 5.066666666666666)"
16-12-2022 14:10:02.591689,"(5.5, 8.0, 7.523809523809524)","(7.5, 8.6, 7.37948717948718)","(9.0, 11.5, 10.421875)","(5.5, 10.5, 9.790909090909091)","(26.0, 42.0, 28.666666666666668)","(4.4, 5.0, 4.7250000000000005)","(7.0, 11.0, 10.64)","(3.6, 5.2, 5.066666666666666)"
16-12-2022 14:10:03.614149,"(5.5, 8.0, 7.523809523809524)","(7.5, 8.6, 7.37948717948718)","(9.0, 11.5, 10.421875)","(5.5, 10.5, 9.790909090909091)","(26.0, 42.0, 28.666666666666668)","(4.4, 5.0, 4.78)","(7.0, 11.0, 10.01875)","(3.6, 5.2, 5.1)"
16-12-2022 14:10:04.690151,"(5.5, 8.0, 7.523809523809524)","(7.5, 8.6, 7.815384615384615)","(9.0, 11.5, 10.421875)","(5.5, 10.5, 10.133333333333333)","(26.0, 42.0, 28.666666666666668)","(4.4, 4.9, 4.575)","(7.0, 10.5, 10.383333333333333)","(3.6, 5.2, 5.066666666666666)"
16-12-2022 14:10:05.740375,"(5.5, 8.0, 7.423076923076923)","(7.5, 8.6, 7.825)","(9.0, 11.5, 10.421875)","(5.5, 10.5, 10.133333333333333)","(26.0, 42.0, 28.90909090909091)","(4.4, 4.9, 4.55)","(7.0, 10.5, 10.182500000000001)","(3.6, 5.2, 5.121739130434783)"
16-12-2022 14:10:06.860449,"(5.5, 8.0, 7.423076923076923)","(7.5, 8.6, 7.66060606060606)","(9.0, 11.5, 10.421875)","(5.5, 10.5, 10.241176470588236)","(26.0, 42.0, 28.90909090909091)","(4.4, 4.8, 4.378947368421052)","(7.0, 11.5, 10.2)","(3.6, 5.2, 5.142857142857143)"
16-12-2022 14:10:08.068679,"(5.5, 8.0, 7.423076923076923)","(7.5, 8.6, 7.66060606060606)","(9.0, 11.5, 10.421875)","(5.5, 10.5, 10.241176470588236)","(26.0, 42.0, 28.90909090909091)","(4.4, 4.8, 4.466666666666667)","(7.0, 11.5, 10.2)","(3.6, 5.2, 5.142857142857143)"
16-12-2022 14:10:09.283550,"(5.5, 8.0, 7.423076923076923)","(7.5, 8.6, 7.66060606060606)","(9.0, 11.5, 10.421875)","(5.5, 10.5, 9.9)","(26.0, 42.0, 28.90909090909091)","(4.4, 4.8, 4.378947368421052)","(7.0, 11.5, 10.2)","(3.6, 5.2, 5.142857142857143)"
16-12-2022 14:10:10.368536,"(5.5, 8.0, 7.423076923076923)","(7.5, 8.6, 7.66060606060606)","(9.0, 11.5, 10.421875)","(5.5, 10.5, 9.9)","(26.0, 42.0, 28.90909090909091)","(4.4, 4.8, 4.378947368421052)","(7.0, 11.5, 10.571428571428571)","(3.6, 5.2, 5.15)"
16-12-2022 14:10:11.425977,"(5.5, 8.0, 7.423076923076923)","(7.5, 8.6, 7.66060606060606)","(9.0, 11.5, 10.421875)","(5.5, 10.5, 10.05)","(26.0, 42.0, 28.90909090909091)","(4.4, 4.8, 4.466666666666667)","(7.0, 11.0, 10.571428571428571)","(3.6, 5.2, 5.15)"
16-12-2022 14:10:12.479044,"(5.5, 8.0, 7.354838709677419)","(7.5, 8.6, 7.652631578947368)","(9.0, 11.5, 10.421875)","(5.5, 10.5, 9.959999999999999)","(26.0, 42.0, 28.90909090909091)","(4.4, 4.8, 4.378947368421052)","(7.0, 11.0, 10.571428571428571)","(3.6, 5.2, 5.15)"
16-12-2022 14:10:13.515661,"(5.5, 8.0, 7.354838709677419)","(7.5, 8.6, 7.652631578947368)","(9.0, 11.5, 10.391304347826086)","(5.5, 10.5, 9.9)","(26.0, 42.0, 28.526315789473685)","(4.4, 4.8, 4.378947368421052)","(7.0, 11.0, 10.571428571428571)","(3.6, 5.2, 5.15)"
16-12-2022 14:10:14.571819,"(5.5, 8.0, 7.354838709677419)","(7.0, 8.6, 7.652631578947368)","(9.0, 11.5, 10.391304347826086)","(6.0, 10.5, 10.172727272727272)","(26.0, 42.0, 28.526315789473685)","(4.2, 4.8, 4.524137931034483)","(7.0, 11.0, 10.333333333333334)","(3.6, 5.2, 5.125)"
16-12-2022 14:10:15.606663,"(5.5, 8.0, 7.354838709677419)","(7.0, 8.4, 7.733333333333333)","(9.0, 11.5, 10.391304347826086)","(6.0, 10.5, 10.275)","(26.0, 42.0, 28.526315789473685)","(4.2, 4.8, 4.524137931034483)","(7.0, 11.0, 10.333333333333334)","(3.6, 5.2, 5.1454545454545455)"
16-12-2022 14:10:16.688978,"(5.5, 8.0, 7.354838709677419)","(7.0, 8.4, 7.28)","(9.0, 11.5, 10.391304347826086)","(6.0, 10.5, 10.275)","(26.0, 42.0, 28.526315789473685)","(4.2, 4.8, 4.524137931034483)","(7.0, 11.0, 10.333333333333334)","(3.6, 5.2, 5.1454545454545455)"
16-12-2022 14:10:17.697412,"(5.5, 8.0, 7.354838709677419)","(7.0, 8.4, 7.224)","(9.0, 11.5, 10.391304347826086)","(6.0, 10.5, 10.275)","(26.0, 42.0, 28.526315789473685)","(4.2, 4.8, 4.524137931034483)","(7.0, 11.0, 10.333333333333334)","(3.6, 5.2, 5.1454545454545455)"
16-12-2022 14:10:18.742375,"(5.5, 8.0, 7.354838709677419)","(7.0, 8.4, 7.224)","(9.0, 11.5, 10.391304347826086)","(6.0, 10.5, 10.275)","(26.0, 42.0, 27.959183673469386)","(4.2, 4.8, 4.564705882352941)","(7.0, 11.0, 10.333333333333334)","(3.6, 5.2, 4.813793103448276)"
16-12-2022 14:10:19.825146,"(5.5, 8.0, 7.379310344827586)","(7.0, 8.4, 7.486956521739131)","(9.0, 11.5, 10.391304347826086)","(6.0, 11.5, 11.0)","(26.0, 42.0, 30.0)","(4.2, 4.8, 4.608)","(7.0, 11.0, 10.5)","(3.6, 5.0, 4.660869565217391)"
16-12-2022 14:10:20.916063,"(5.5, 8.0, 7.379310344827586)","(7.0, 8.4, 7.511111111111111)","(9.0, 11.5, 10.391304347826086)","(6.0, 11.5, 11.036363636363637)","(26.0, 40.0, 28.896551724137932)","(4.2, 4.8, 4.622222222222222)","(7.0, 11.0, 10.5)","(3.6, 5.0, 4.7214285714285715)"
16-12-2022 14:10:22.029467,"(5.5, 8.0, 7.379310344827586)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.391304347826086)","(6.0, 11.5, 11.35)","(26.0, 40.0, 28.896551724137932)","(4.2, 4.8, 4.622222222222222)","(7.0, 11.0, 10.666666666666666)","(3.6, 4.9, 4.760000000000001)"
16-12-2022 14:10:23.183354,"(5.5, 8.0, 7.379310344827586)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.391304347826086)","(6.0, 11.5, 11.4)","(26.0, 40.0, 28.896551724137932)","(4.2, 4.8, 4.66)","(7.0, 11.0, 10.666666666666666)","(3.6, 4.9, 4.760000000000001)"
16-12-2022 14:10:24.351464,"(5.5, 8.0, 7.379310344827586)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.235294117647058)","(26.0, 40.0, 28.333333333333332)","(4.2, 4.8, 4.4818181818181815)","(7.0, 11.0, 10.127272727272727)","(3.6, 4.9, 4.760000000000001)"
16-12-2022 14:10:25.356337,"(5.5, 8.0, 7.333333333333333)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.4)","(26.0, 40.0, 28.70967741935484)","(4.2, 4.8, 4.54074074074074)","(7.0, 11.0, 10.314285714285715)","(3.6, 4.9, 4.7214285714285715)"
16-12-2022 14:10:26.385961,"(5.5, 8.0, 7.333333333333333)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.4)","(26.0, 40.0, 28.70967741935484)","(4.2, 4.8, 4.54074074074074)","(7.0, 11.0, 10.494736842105263)","(3.6, 4.9, 4.7214285714285715)"
16-12-2022 14:10:27.384223,"(5.5, 8.0, 7.333333333333333)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.4)","(26.0, 40.0, 28.70967741935484)","(4.2, 4.8, 4.574193548387097)","(7.0, 11.0, 10.494736842105263)","(3.6, 4.9, 4.7214285714285715)"
16-12-2022 14:10:28.374300,"(5.5, 8.0, 7.333333333333333)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.235294117647058)","(26.0, 40.0, 28.70967741935484)","(4.2, 4.8, 4.574193548387097)","(7.0, 11.0, 10.494736842105263)","(3.6, 4.9, 4.7214285714285715)"
16-12-2022 14:10:29.353726,"(5.5, 8.0, 7.333333333333333)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.4)","(26.0, 40.0, 28.70967741935484)","(4.2, 4.8, 4.574193548387097)","(7.0, 11.0, 10.494736842105263)","(3.6, 4.9, 4.7214285714285715)"
16-12-2022 14:10:30.319737,"(5.5, 8.0, 7.333333333333333)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.4)","(26.0, 40.0, 28.70967741935484)","(4.2, 4.8, 4.574193548387097)","(7.0, 11.0, 10.494736842105263)","(3.6, 4.9, 4.7214285714285715)"
16-12-2022 14:10:31.321159,"(5.5, 8.0, 7.333333333333333)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.235294117647058)","(26.0, 40.0, 28.70967741935484)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.494736842105263)","(3.6, 4.9, 4.770370370370371)"
16-12-2022 14:10:32.307615,"(5.5, 8.0, 7.3125)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.4)","(26.0, 40.0, 28.70967741935484)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.494736842105263)","(3.6, 4.9, 4.770370370370371)"
16-12-2022 14:10:33.402231,"(5.5, 8.0, 7.3125)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.4)","(26.0, 40.0, 28.70967741935484)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.494736842105263)","(3.6, 4.9, 4.770370370370371)"
16-12-2022 14:10:34.435381,"(5.5, 8.0, 7.3125)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.235294117647058)","(26.0, 40.0, 28.70967741935484)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.494736842105263)","(3.6, 4.9, 4.770370370370371)"
16-12-2022 14:10:35.447388,"(5.5, 8.0, 7.3125)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.4)","(26.0, 40.0, 32.0)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.494736842105263)","(3.6, 4.9, 4.7444444444444445)"
16-12-2022 14:10:36.565806,"(5.5, 8.0, 7.3125)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.4)","(26.0, 38.0, 28.88)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.333333333333334)","(3.6, 4.9, 4.709090909090909)"
16-12-2022 14:10:37.670507,"(5.5, 8.0, 7.3125)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.235294117647058)","(26.0, 38.0, 28.88)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.466666666666667)","(3.6, 4.8, 4.696551724137931)"
16-12-2022 14:10:38.849378,"(5.5, 8.0, 7.3125)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.235294117647058)","(26.0, 38.0, 28.88)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.466666666666667)","(3.6, 4.8, 4.672727272727273)"
16-12-2022 14:10:40.288810,"(5.5, 8.0, 7.3125)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.4)","(26.0, 38.0, 28.4)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.5)","(3.6, 4.8, 4.638461538461538)"
16-12-2022 14:10:41.378861,"(5.5, 8.0, 7.3125)","(7.0, 8.4, 7.4714285714285715)","(9.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.4)","(26.0, 38.0, 28.666666666666668)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.5)","(3.6, 4.8, 4.638461538461538)"
16-12-2022 14:10:42.513954,"(5.5, 8.0, 7.3125)","(7.5, 8.4, 7.4714285714285715)","(10.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.235294117647058)","(26.0, 38.0, 31.454545454545453)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.666666666666666)","(3.6, 4.8, 4.7)"
16-12-2022 14:10:43.580179,"(5.5, 8.0, 7.3125)","(7.5, 8.4, 7.4714285714285715)","(10.0, 11.5, 10.409090909090908)","(6.0, 11.5, 11.235294117647058)","(26.0, 36.0, 29.75)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.666666666666666)","(3.6, 4.8, 4.7)"
16-12-2022 14:10:44.684409,"(5.5, 8.0, 7.3125)","(7.5, 8.4, 7.4714285714285715)","(10.0, 11.5, 9.73157894736842)","(6.0, 11.5, 11.4)","(26.0, 36.0, 31.454545454545453)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.666666666666666)","(3.6, 4.8, 4.7)"
16-12-2022 14:10:45.737747,"(5.5, 8.0, 7.3125)","(7.5, 8.4, 7.4714285714285715)","(10.0, 11.5, 9.73157894736842)","(6.0, 11.5, 11.235294117647058)","(26.0, 36.0, 28.5)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.314285714285715)","(3.6, 4.8, 4.7)"
16-12-2022 14:10:46.793989,"(5.5, 8.0, 7.3125)","(7.5, 8.4, 7.48)","(10.0, 11.0, 9.933333333333334)","(6.0, 11.5, 11.4)","(26.0, 36.0, 28.5)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.314285714285715)","(3.6, 4.8, 4.7)"
16-12-2022 14:10:47.882118,"(5.5, 8.0, 7.3125)","(7.5, 8.4, 7.578571428571429)","(10.0, 11.0, 9.933333333333334)","(6.0, 11.5, 11.235294117647058)","(26.0, 36.0, 28.5)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.494736842105263)","(3.6, 4.8, 4.7)"
16-12-2022 14:10:49.040921,"(5.5, 8.0, 7.3125)","(7.5, 8.4, 7.578571428571429)","(10.0, 11.0, 9.64406779661017)","(6.0, 11.5, 11.4)","(26.0, 36.0, 28.5)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.494736842105263)","(3.6, 4.8, 4.7)"
16-12-2022 14:10:50.233865,"(5.5, 8.0, 7.3125)","(7.5, 8.4, 7.578571428571429)","(10.0, 11.0, 9.64406779661017)","(6.0, 11.5, 11.647058823529411)","(26.0, 36.0, 28.5)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.494736842105263)","(3.6, 4.8, 4.7)"
16-12-2022 14:10:51.383948,"(5.5, 8.0, 7.3125)","(7.5, 8.4, 7.578571428571429)","(10.0, 11.0, 9.625)","(6.0, 12.0, 11.473684210526315)","(26.0, 36.0, 28.5)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.494736842105263)","(3.6, 4.8, 4.7)"
16-12-2022 14:10:52.492234,"(5.5, 8.0, 7.3125)","(7.5, 8.4, 7.578571428571429)","(10.0, 11.0, 9.625)","(6.0, 12.0, 11.473684210526315)","(26.0, 36.0, 28.5)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.333333333333334)","(3.6, 4.8, 4.7)"
16-12-2022 14:10:53.626786,"(5.5, 8.0, 7.3125)","(7.5, 8.4, 7.578571428571429)","(10.0, 11.0, 9.625)","(6.0, 12.0, 11.4)","(26.0, 36.0, 28.5)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.578947368421053)","(3.6, 4.8, 4.7)"
16-12-2022 14:10:54.772194,"(5.5, 8.0, 7.3125)","(7.5, 8.4, 7.578571428571429)","(10.0, 11.0, 9.625)","(6.0, 12.0, 11.4)","(26.0, 36.0, 28.5)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.529411764705882)","(3.6, 4.8, 4.7)"
16-12-2022 14:10:55.849790,"(5.5, 8.0, 7.3125)","(7.5, 8.4, 7.578571428571429)","(10.0, 11.0, 9.456140350877194)","(6.0, 12.0, 11.4)","(26.0, 36.0, 28.5)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.529411764705882)","(3.6, 4.8, 4.7)"
16-12-2022 14:10:56.852116,"(5.5, 8.0, 7.333333333333333)","(7.5, 8.4, 7.578571428571429)","(10.0, 11.0, 9.456140350877194)","(6.0, 12.0, 11.4)","(26.0, 36.0, 28.5)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.529411764705882)","(3.6, 4.8, 4.7)"
16-12-2022 14:10:57.839580,"(5.5, 8.0, 7.333333333333333)","(7.5, 8.4, 7.578571428571429)","(10.0, 11.0, 9.456140350877194)","(6.0, 12.0, 11.4)","(26.0, 36.0, 28.5)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.529411764705882)","(3.6, 4.8, 4.7)"
16-12-2022 14:10:58.802313,"(5.5, 8.0, 7.333333333333333)","(7.5, 8.4, 7.578571428571429)","(10.0, 11.0, 9.456140350877194)","(6.0, 12.0, 11.4)","(26.0, 36.0, 28.5)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.529411764705882)","(3.6, 4.8, 4.7)"
16-12-2022 14:10:59.778240,"(5.5, 8.0, 7.333333333333333)","(7.5, 8.4, 7.578571428571429)","(10.0, 11.0, 9.456140350877194)","(6.0, 12.0, 11.4)","(26.0, 36.0, 28.5)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.529411764705882)","(3.6, 4.8, 4.7)"
16-12-2022 14:11:00.837690,"(5.5, 8.0, 7.333333333333333)","(7.5, 8.4, 7.578571428571429)","(10.0, 11.0, 9.456140350877194)","(6.0, 12.0, 11.4)","(26.0, 36.0, 28.5)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.733333333333333)","(3.6, 4.8, 4.7)"
16-12-2022 14:11:01.898331,"(5.5, 8.0, 7.333333333333333)","(7.5, 8.4, 7.578571428571429)","(10.0, 11.0, 9.456140350877194)","(6.0, 12.0, 11.357142857142858)","(26.0, 36.0, 28.06896551724138)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.733333333333333)","(3.6, 4.8, 4.7)"
16-12-2022 14:11:03.094146,"(5.5, 8.0, 7.323529411764706)","(7.5, 8.4, 7.511111111111111)","(10.0, 11.0, 9.456140350877194)","(6.0, 12.0, 11.526315789473685)","(26.0, 36.0, 28.06896551724138)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.733333333333333)","(3.6, 4.8, 4.7)"
16-12-2022 14:11:04.195199,"(5.5, 8.0, 7.323529411764706)","(7.5, 8.4, 7.511111111111111)","(10.0, 11.0, 9.456140350877194)","(6.0, 12.0, 11.526315789473685)","(26.0, 36.0, 28.06896551724138)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.11111111111111)","(3.6, 4.8, 4.7)"
16-12-2022 14:11:05.239972,"(5.5, 8.0, 7.323529411764706)","(7.5, 8.4, 7.511111111111111)","(10.0, 11.0, 9.28125)","(6.0, 12.0, 11.526315789473685)","(26.0, 36.0, 28.333333333333332)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.1)","(3.6, 4.8, 4.661538461538462)"
16-12-2022 14:11:06.333299,"(5.5, 8.0, 7.323529411764706)","(7.5, 8.4, 7.511111111111111)","(10.0, 11.0, 9.28125)","(6.0, 12.0, 12.25)","(26.0, 36.0, 28.333333333333332)","(4.2, 4.8, 4.587878787878788)","(7.0, 11.0, 10.1)","(3.6, 4.8, 4.7)"
