,All Inn Aussie,Kaidee Dixie,Be Good Beach,Miss Billy Cargo,Smokin Ziggy,Japanese Black,Aeroplane Lucy,Pepper Sauce
15-12-2022 14:58:10.650369,"(2.4, 3.25, 2.7589189189189187)","(4.0, 7.8, 6.975)","(15.0, 36.0, 16.65)","(16.0, 36.0, 24.61111111111111)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 3.9545454545454546)","(15.0, 46.0, 26.0)","(11.0, 24.0, 17.055555555555557)"
15-12-2022 14:58:11.582443,"(2.4, 3.25, 2.7589189189189187)","(4.0, 7.8, 6.975)","(15.0, 36.0, 16.65)","(16.0, 36.0, 24.61111111111111)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 26.0)","(11.0, 24.0, 17.055555555555557)"
15-12-2022 14:58:12.569280,"(2.4, 3.25, 2.7589189189189187)","(4.0, 7.8, 6.975)","(15.0, 36.0, 16.65)","(16.0, 36.0, 24.61111111111111)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 26.0)","(11.0, 24.0, 17.055555555555557)"
15-12-2022 14:58:13.560043,"(2.4, 3.25, 2.7589189189189187)","(4.0, 7.8, 6.975)","(15.0, 36.0, 16.65)","(16.0, 36.0, 24.61111111111111)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 26.0)","(11.0, 24.0, 17.055555555555557)"
15-12-2022 14:58:14.577304,"(2.4, 3.25, 2.7589189189189187)","(4.0, 7.8, 6.975)","(15.0, 36.0, 16.65)","(16.0, 36.0, 24.61111111111111)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 26.0)","(11.0, 24.0, 17.055555555555557)"
15-12-2022 14:58:15.890652,"(2.4, 3.25, 2.7589189189189187)","(4.0, 7.8, 6.975)","(15.0, 36.0, 16.65)","(16.0, 36.0, 24.61111111111111)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 26.0)","(11.0, 24.0, 17.055555555555557)"
15-12-2022 14:58:16.945672,"(2.4, 3.25, 2.7589189189189187)","(4.0, 7.8, 6.975)","(15.0, 36.0, 16.65)","(16.0, 36.0, 24.61111111111111)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 26.0)","(11.0, 24.0, 17.055555555555557)"
15-12-2022 14:58:17.980670,"(2.4, 3.25, 2.7589189189189187)","(4.0, 7.8, 6.975)","(15.0, 36.0, 16.65)","(16.0, 36.0, 24.61111111111111)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 26.0)","(11.0, 24.0, 17.055555555555557)"
15-12-2022 14:58:19.158908,"(2.4, 3.25, 2.7589189189189187)","(4.0, 7.8, 6.975)","(15.0, 36.0, 16.65)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 31.0)","(11.0, 24.0, 19.535714285714285)"
15-12-2022 14:58:20.259723,"(2.4, 3.25, 2.8937254901960783)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.391304347826086)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 31.0)","(11.0, 24.0, 19.535714285714285)"
15-12-2022 14:58:21.323158,"(2.4, 3.25, 2.8937254901960783)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.391304347826086)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 31.0)","(11.0, 24.0, 19.535714285714285)"
15-12-2022 14:58:22.542413,"(2.4, 3.25, 2.8937254901960783)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 31.0)","(11.0, 24.0, 19.535714285714285)"
15-12-2022 14:58:23.781434,"(2.4, 3.25, 2.5504166666666666)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 31.0)","(11.0, 24.0, 19.535714285714285)"
15-12-2022 14:58:24.919237,"(2.4, 3.25, 2.5504166666666666)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 31.0)","(11.0, 24.0, 19.535714285714285)"
15-12-2022 14:58:26.248943,"(2.4, 3.25, 2.5504166666666666)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 31.0)","(11.0, 24.0, 19.535714285714285)"
15-12-2022 14:58:27.342255,"(2.4, 3.25, 2.5504166666666666)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 31.0)","(11.0, 24.0, 19.535714285714285)"
15-12-2022 14:58:28.383485,"(2.4, 3.25, 2.5504166666666666)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 31.0)","(11.0, 24.0, 19.535714285714285)"
15-12-2022 14:58:29.410643,"(2.4, 3.25, 2.5504166666666666)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 31.0)","(11.0, 24.0, 19.535714285714285)"
15-12-2022 14:58:30.446496,"(2.4, 3.25, 2.5504166666666666)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.821428571428573)"
15-12-2022 14:58:31.534818,"(2.4, 3.25, 2.5504166666666666)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.821428571428573)"
15-12-2022 14:58:32.656394,"(2.4, 3.25, 2.5504166666666666)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.8, 3.7874999999999996)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.821428571428573)"
15-12-2022 14:58:33.902642,"(2.4, 3.25, 2.5504166666666666)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 3.875)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.821428571428573)"
15-12-2022 14:58:35.097396,"(2.4, 3.25, 2.5504166666666666)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.821428571428573)"
15-12-2022 14:58:36.579677,"(2.4, 3.25, 2.5315873015873014)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.821428571428573)"
15-12-2022 14:58:37.854079,"(2.4, 3.25, 2.5315873015873014)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.821428571428573)"
15-12-2022 14:58:39.043337,"(2.4, 3.25, 2.5315873015873014)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.821428571428573)"
15-12-2022 14:58:40.229126,"(2.4, 3.25, 2.5315873015873014)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.821428571428573)"
15-12-2022 14:58:41.330418,"(2.4, 3.25, 2.5315873015873014)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 26.68181818181818)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.821428571428573)"
15-12-2022 14:58:42.471465,"(2.4, 3.25, 2.5315873015873014)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 17.5625)"
15-12-2022 14:58:43.565661,"(2.4, 3.25, 2.5315873015873014)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:58:44.776800,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:58:46.149002,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:58:47.701073,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:58:48.917555,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:58:50.141348,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:58:51.610571,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:58:52.973126,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:58:54.130966,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:58:55.398964,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:58:57.025266,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:58:58.561063,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.105263157894736)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:58:59.858460,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.5, 4.031578947368422)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:01.200016,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.4, 3.816666666666667)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:02.498526,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 27.75)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.4, 3.816666666666667)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:03.720105,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 23.1)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.4, 3.816666666666667)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:04.905743,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 23.1)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.4, 3.65)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:06.142944,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 23.1)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.4, 3.725)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:07.855418,"(2.4, 3.25, 2.542121212121212)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 23.1)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.4, 3.3583333333333334)","(15.0, 46.0, 31.0)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:09.418637,"(2.4, 3.25, 2.6722222222222225)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 23.1)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.4, 3.3583333333333334)","(15.0, 46.0, 33.77777777777778)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:10.647745,"(2.4, 3.25, 2.6722222222222225)","(4.0, 7.8, 7.387499999999999)","(15.0, 36.0, 23.1)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.4, 3.3583333333333334)","(15.0, 36.0, 33.45454545454545)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:11.897988,"(2.4, 3.25, 2.733076923076923)","(4.0, 7.8, 7.4799999999999995)","(15.0, 36.0, 23.1)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 108.88888888888889)","(3.0, 4.4, 3.3583333333333334)","(15.0, 40.0, 33.45454545454545)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:13.055633,"(2.4, 3.2, 2.9583333333333335)","(4.0, 7.8, 7.4125)","(15.0, 36.0, 23.1)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 104.5)","(3.0, 4.4, 3.3583333333333334)","(15.0, 40.0, 33.45454545454545)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:14.301595,"(2.4, 3.2, 2.9323076923076923)","(4.0, 7.8, 7.49)","(15.0, 36.0, 23.1)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 95.38461538461539)","(3.0, 4.4, 3.2636363636363637)","(15.0, 40.0, 40.888888888888886)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:15.581837,"(2.4, 3.2, 2.9323076923076923)","(4.0, 7.8, 7.49)","(15.0, 36.0, 23.1)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 95.38461538461539)","(2.9, 4.4, 3.2636363636363637)","(15.0, 44.0, 40.888888888888886)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:16.876074,"(2.4, 3.2, 2.849)","(4.0, 7.8, 7.075)","(15.0, 36.0, 25.5)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 95.38461538461539)","(2.9, 4.4, 3.2636363636363637)","(15.0, 44.0, 40.888888888888886)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:18.305893,"(2.4, 3.2, 2.849)","(4.0, 7.8, 7.385714285714286)","(15.0, 36.0, 25.5)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 95.38461538461539)","(2.9, 4.4, 3.2636363636363637)","(15.0, 44.0, 40.888888888888886)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:19.607635,"(2.4, 3.2, 2.849)","(4.0, 7.8, 7.385714285714286)","(15.0, 36.0, 25.5)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 95.38461538461539)","(2.9, 4.4, 3.2636363636363637)","(15.0, 44.0, 40.888888888888886)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:20.972070,"(2.4, 3.2, 2.849)","(4.0, 7.8, 7.385714285714286)","(15.0, 36.0, 25.5)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 95.38461538461539)","(2.9, 4.4, 3.2636363636363637)","(15.0, 44.0, 40.888888888888886)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:22.196117,"(2.4, 3.2, 2.8578947368421055)","(4.0, 7.8, 7.125)","(15.0, 36.0, 25.5)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 95.38461538461539)","(2.9, 4.3, 3.2777777777777777)","(15.0, 44.0, 40.888888888888886)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:23.402228,"(2.4, 3.2, 2.8578947368421055)","(4.0, 7.8, 7.4625)","(15.0, 36.0, 25.5)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 95.38461538461539)","(2.9, 4.3, 3.2777777777777777)","(15.0, 44.0, 40.888888888888886)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:24.592344,"(2.4, 3.2, 2.9142857142857146)","(4.0, 7.8, 7.4625)","(15.0, 36.0, 25.5)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 95.38461538461539)","(2.9, 4.3, 3.2777777777777777)","(15.0, 44.0, 40.888888888888886)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:25.729652,"(2.4, 3.2, 2.9142857142857146)","(4.0, 7.8, 7.4625)","(15.0, 36.0, 25.5)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 95.38461538461539)","(2.9, 4.3, 3.2777777777777777)","(15.0, 44.0, 40.888888888888886)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:26.824466,"(2.4, 3.2, 2.9142857142857146)","(4.0, 7.8, 7.4625)","(15.0, 36.0, 25.5)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 95.38461538461539)","(2.9, 4.3, 3.2777777777777777)","(15.0, 44.0, 40.888888888888886)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:28.046077,"(2.4, 3.15, 2.963636363636364)","(4.0, 7.8, 6.133333333333333)","(15.0, 36.0, 21.46153846153846)","(16.0, 36.0, 27.458333333333332)","(71.0, 460.0, 95.38461538461539)","(2.9, 4.3, 3.2777777777777777)","(15.0, 44.0, 40.888888888888886)","(11.0, 26.0, 20.807692307692307)"
15-12-2022 14:59:29.288981,"(2.4, 3.15, 2.963636363636364)","(4.0, 7.8, 6.133333333333333)","(15.0, 36.0, 25.5)","(16.0, 36.0, 32.125)","(71.0, 460.0, 110.0)","(2.9, 4.3, 3.2777777777777777)","(15.0, 44.0, 40.888888888888886)","(11.0, 26.0, 23.26923076923077)"
15-12-2022 14:59:30.509988,"(2.4, 3.15, 2.963636363636364)","(4.0, 7.8, 6.133333333333333)","(15.0, 36.0, 21.823529411764707)","(16.0, 44.0, 27.96875)","(71.0, 470.0, 146.0)","(2.9, 4.3, 3.2777777777777777)","(15.0, 44.0, 40.888888888888886)","(11.0, 30.0, 23.26923076923077)"
15-12-2022 14:59:31.704433,"(2.4, 3.15, 2.963636363636364)","(4.0, 7.8, 6.133333333333333)","(15.0, 44.0, 21.823529411764707)","(16.0, 44.0, 27.96875)","(71.0, 470.0, 146.0)","(2.9, 4.3, 3.2777777777777777)","(15.0, 44.0, 40.888888888888886)","(11.0, 30.0, 23.26923076923077)"
15-12-2022 14:59:32.911655,"(2.4, 3.15, 2.963636363636364)","(4.0, 7.8, 6.133333333333333)","(15.0, 44.0, 21.823529411764707)","(16.0, 44.0, 27.96875)","(71.0, 470.0, 146.0)","(2.9, 4.3, 3.2777777777777777)","(15.0, 44.0, 40.888888888888886)","(11.0, 30.0, 23.26923076923077)"
15-12-2022 14:59:34.135935,"(2.4, 3.15, 2.963636363636364)","(4.0, 7.8, 6.133333333333333)","(15.0, 44.0, 21.823529411764707)","(16.0, 44.0, 27.96875)","(71.0, 470.0, 146.0)","(2.9, 4.3, 3.2777777777777777)","(15.0, 44.0, 40.888888888888886)","(11.0, 30.0, 23.26923076923077)"
15-12-2022 14:59:35.335417,"(2.4, 3.15, 3.0107142857142857)","(4.0, 7.8, 6.490909090909091)","(15.0, 44.0, 21.823529411764707)","(16.0, 44.0, 27.96875)","(71.0, 470.0, 146.0)","(2.9, 4.3, 3.2777777777777777)","(15.0, 44.0, 40.888888888888886)","(11.0, 30.0, 23.26923076923077)"
15-12-2022 14:59:36.608559,"(2.4, 3.15, 3.0107142857142857)","(4.0, 7.8, 6.490909090909091)","(15.0, 44.0, 21.823529411764707)","(16.0, 44.0, 27.96875)","(71.0, 470.0, 146.0)","(2.9, 4.3, 3.2777777777777777)","(15.0, 44.0, 40.888888888888886)","(11.0, 30.0, 23.26923076923077)"
15-12-2022 14:59:37.861051,"(2.4, 3.15, 2.9187499999999997)","(4.0, 7.8, 6.2875)","(15.0, 44.0, 21.823529411764707)","(16.0, 44.0, 27.96875)","(71.0, 470.0, 146.0)","(2.9, 4.3, 3.2777777777777777)","(15.0, 44.0, 40.888888888888886)","(11.0, 30.0, 23.26923076923077)"
15-12-2022 14:59:39.092048,"(2.4, 3.15, 2.9818181818181815)","(4.0, 7.6, 6.1625)","(15.0, 44.0, 21.823529411764707)","(16.0, 44.0, 27.96875)","(71.0, 470.0, 146.0)","(2.9, 4.3, 3.2777777777777777)","(15.0, 44.0, 40.888888888888886)","(11.0, 30.0, 23.26923076923077)"
15-12-2022 14:59:40.318689,"(2.4, 3.15, 3.025)","(4.0, 7.6, 6.4)","(15.0, 44.0, 21.823529411764707)","(16.0, 44.0, 27.96875)","(71.0, 470.0, 146.0)","(2.9, 4.3, 3.2777777777777777)","(15.0, 44.0, 40.888888888888886)","(11.0, 30.0, 23.26923076923077)"
15-12-2022 14:59:41.377397,"(2.4, 3.15, 2.9437499999999996)","(4.0, 7.6, 6.1625)","(15.0, 44.0, 21.823529411764707)","(16.0, 44.0, 26.0)","(71.0, 470.0, 146.0)","(2.9, 4.3, 3.4375)","(15.0, 44.0, 39.333333333333336)","(11.0, 30.0, 23.26923076923077)"
15-12-2022 14:59:42.501892,"(2.4, 3.2, 2.9236363636363634)","(4.0, 7.6, 6.1625)","(15.0, 44.0, 21.823529411764707)","(16.0, 44.0, 26.0)","(71.0, 470.0, 146.0)","(2.9, 4.3, 3.4375)","(15.0, 44.0, 39.333333333333336)","(11.0, 30.0, 23.26923076923077)"
15-12-2022 14:59:43.633557,"(2.4, 3.2, 2.9236363636363634)","(4.0, 7.6, 6.1625)","(15.0, 44.0, 21.823529411764707)","(16.0, 44.0, 26.0)","(71.0, 470.0, 146.0)","(2.9, 4.3, 3.4375)","(15.0, 44.0, 39.333333333333336)","(11.0, 30.0, 23.26923076923077)"
15-12-2022 14:59:44.807059,"(2.4, 3.2, 2.9236363636363634)","(4.0, 7.6, 6.0375)","(15.0, 44.0, 21.823529411764707)","(16.0, 44.0, 26.0)","(71.0, 470.0, 146.0)","(2.9, 4.3, 3.4375)","(15.0, 44.0, 39.333333333333336)","(11.0, 30.0, 23.26923076923077)"
15-12-2022 14:59:46.067621,"(2.4, 3.2, 2.9527272727272726)","(4.0, 7.6, 6.1625)","(15.0, 44.0, 21.823529411764707)","(16.0, 44.0, 26.0)","(71.0, 470.0, 146.0)","(2.9, 4.3, 3.4375)","(15.0, 44.0, 39.333333333333336)","(11.0, 30.0, 23.26923076923077)"
15-12-2022 14:59:47.317320,"(2.4, 3.2, 2.9527272727272726)","(4.0, 7.6, 6.1625)","(15.0, 44.0, 21.823529411764707)","(16.0, 44.0, 26.0)","(71.0, 470.0, 146.0)","(2.9, 4.3, 3.4375)","(15.0, 44.0, 39.333333333333336)","(11.0, 30.0, 23.26923076923077)"
15-12-2022 14:59:48.598574,"(2.4, 3.2, 2.9527272727272726)","(4.0, 7.6, 6.1625)","(15.0, 44.0, 20.84375)","(16.0, 44.0, 26.0)","(71.0, 470.0, 146.0)","(2.9, 4.3, 3.4375)","(15.0, 44.0, 39.333333333333336)","(11.0, 30.0, 23.26923076923077)"
