,Ebby Collerson,Levente,Quest For Extra,Court Jester,Local Doll,Wishing You,Miss Blue Fancy,Agera
07-01-2023 09:10:37.314415,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.148)","(21.0, 85.0, 55.6)","(3.6, 8.0, 7.870588235294118)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:38.358404,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.148)","(21.0, 85.0, 55.6)","(3.6, 8.0, 7.870588235294118)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:39.385655,"(11.0, 23.0, 16.5)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.148)","(21.0, 85.0, 55.6)","(3.6, 8.0, 7.870588235294118)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:40.407566,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.0, 7.5)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:41.443024,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.0, 7.5)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:42.476577,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.0, 7.5)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:43.477360,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.0, 7.5)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:44.496651,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.0, 7.5)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:45.503727,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.0, 7.5)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:46.493327,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.0, 7.5)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 27.8125)"
07-01-2023 09:10:47.486655,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.0, 7.5)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 27.8125)"
07-01-2023 09:10:48.505361,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.0, 7.5)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:49.490045,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.0, 7.5)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:50.490054,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.0, 7.5)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:51.489787,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.0, 7.88)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:52.467332,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.2, 7.654545454545454)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:53.477768,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.2, 7.654545454545454)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:54.471662,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.2, 7.814285714285714)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:55.490418,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.2, 7.814285714285714)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:56.482844,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.2, 7.814285714285714)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:57.494790,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.2, 7.814285714285714)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:10:58.470154,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.2, 7.814285714285714)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 28.055555555555557)"
07-01-2023 09:10:59.485143,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.2, 7.814285714285714)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:11:00.558568,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 55.6)","(3.6, 8.2, 7.694736842105263)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 22.25)"
07-01-2023 09:11:01.564724,"(11.0, 23.0, 15.2)","(26.0, 90.0, 39.6)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 63.27586206896552)","(3.6, 8.2, 7.694736842105263)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 29.285714285714285)","(13.0, 30.0, 16.05)"
07-01-2023 09:11:02.568768,"(11.0, 22.0, 14.0)","(26.0, 90.0, 34.0)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 63.27586206896552)","(3.6, 8.2, 7.694736842105263)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 27.25)","(13.0, 30.0, 17.4)"
07-01-2023 09:11:03.600134,"(11.0, 22.0, 17.2)","(26.0, 90.0, 34.0)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 46.875)","(3.6, 8.2, 7.857142857142857)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 27.25)","(13.0, 29.0, 17.4)"
07-01-2023 09:11:04.598329,"(11.0, 22.0, 17.2)","(26.0, 90.0, 34.0)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 46.875)","(3.6, 8.2, 7.857142857142857)","(4.6, 7.6, 6.538461538461538)","(14.0, 32.0, 24.333333333333332)","(13.0, 29.0, 14.777777777777779)"
07-01-2023 09:11:05.587593,"(11.0, 21.0, 19.37037037037037)","(26.0, 90.0, 34.0)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 62.407407407407405)","(3.6, 8.2, 7.857142857142857)","(4.6, 7.6, 6.538461538461538)","(14.0, 30.0, 25.0)","(13.0, 29.0, 16.452380952380953)"
07-01-2023 09:11:06.615702,"(11.0, 21.0, 18.0)","(26.0, 90.0, 34.0)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.857142857142857)","(4.6, 7.6, 6.538461538461538)","(14.0, 29.0, 25.0)","(13.0, 29.0, 20.75)"
07-01-2023 09:11:07.579928,"(11.0, 21.0, 13.0)","(26.0, 90.0, 34.0)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.857142857142857)","(4.6, 7.6, 6.538461538461538)","(14.0, 29.0, 17.0)","(13.0, 28.0, 25.21153846153846)"
07-01-2023 09:11:08.580364,"(11.0, 21.0, 11.434782608695652)","(26.0, 90.0, 34.0)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.94054054054054)","(4.6, 7.6, 6.538461538461538)","(14.0, 29.0, 17.0)","(13.0, 28.0, 18.0)"
07-01-2023 09:11:09.553221,"(11.0, 20.0, 18.2)","(26.0, 90.0, 34.0)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.953846153846153)","(4.6, 7.6, 6.538461538461538)","(14.0, 29.0, 25.857142857142858)","(13.0, 28.0, 18.0)"
07-01-2023 09:11:10.532676,"(11.0, 20.0, 18.2)","(26.0, 90.0, 53.42857142857143)","(1.95, 2.18, 2.1571428571428575)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.953846153846153)","(4.6, 7.6, 6.538461538461538)","(14.0, 28.0, 25.857142857142858)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:11.524028,"(11.0, 20.0, 19.526315789473685)","(26.0, 90.0, 58.0)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.953846153846153)","(4.6, 7.6, 6.538461538461538)","(14.0, 28.0, 25.857142857142858)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:12.580895,"(11.0, 20.0, 15.75)","(26.0, 90.0, 58.0)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.953846153846153)","(4.6, 7.6, 6.538461538461538)","(14.0, 28.0, 25.857142857142858)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:13.594482,"(11.0, 20.0, 15.75)","(26.0, 90.0, 58.0)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.953846153846153)","(4.6, 7.6, 6.538461538461538)","(14.0, 28.0, 25.857142857142858)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:14.635032,"(11.0, 20.0, 15.75)","(26.0, 90.0, 58.0)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.953846153846153)","(4.6, 7.6, 6.538461538461538)","(14.0, 27.0, 23.5)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:15.642134,"(11.0, 20.0, 15.75)","(26.0, 90.0, 58.0)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.953846153846153)","(4.6, 7.6, 6.538461538461538)","(14.0, 27.0, 23.5)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:16.662509,"(11.0, 20.0, 15.75)","(26.0, 90.0, 58.0)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.953846153846153)","(4.6, 7.6, 6.538461538461538)","(14.0, 27.0, 16.11111111111111)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:17.713733,"(11.0, 20.0, 15.75)","(26.0, 90.0, 58.0)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.953846153846153)","(4.6, 7.6, 6.538461538461538)","(14.0, 27.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:18.725502,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.953846153846153)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:19.747946,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.953846153846153)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:20.750574,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.953846153846153)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:21.791839,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.953846153846153)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:22.814738,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.953846153846153)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:23.896298,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.953846153846153)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:24.910034,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.953846153846153)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:25.944567,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.959999999999999)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:26.963456,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.959999999999999)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:28.007067,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.959999999999999)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:29.033119,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.959999999999999)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:30.037387,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.959999999999999)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:31.028030,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.959999999999999)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:32.024973,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.959999999999999)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:32.998337,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.959999999999999)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:33.960006,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.959999999999999)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:34.966205,"(11.0, 20.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.052)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.959999999999999)","(4.6, 7.6, 6.538461538461538)","(14.0, 26.0, 24.142857142857142)","(13.0, 28.0, 16.153846153846153)"
07-01-2023 09:11:35.948682,"(11.0, 20.0, 16.86842105263158)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.150909090909091)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.779999999999999)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 22.0)","(13.0, 28.0, 19.444444444444443)"
07-01-2023 09:11:36.907558,"(11.0, 20.0, 16.86842105263158)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.779999999999999)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 16.130434782608695)","(13.0, 28.0, 23.333333333333336)"
07-01-2023 09:11:37.888010,"(11.0, 20.0, 16.046511627906977)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.2, 7.779999999999999)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:38.881736,"(11.0, 19.5, 13.875)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.4, 8.48)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:39.886543,"(11.0, 19.5, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 85.0, 30.454545454545453)","(3.6, 8.6, 8.666666666666668)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:40.893641,"(11.0, 19.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 85.0, 30.0)","(3.6, 8.8, 8.725)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:41.925137,"(11.0, 19.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 85.0, 30.0)","(3.6, 9.0, 7.693333333333333)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:42.937990,"(11.0, 19.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 85.0, 30.0)","(3.6, 7.8, 7.685714285714285)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:43.952534,"(11.0, 19.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 85.0, 30.0)","(3.6, 7.8, 7.685714285714285)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:44.959278,"(11.0, 19.0, 15.75)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 85.0, 30.0)","(3.6, 7.8, 7.685714285714285)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:45.967006,"(11.0, 19.0, 13.3125)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 85.0, 30.0)","(3.6, 7.8, 7.685714285714285)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:46.962723,"(11.0, 19.0, 13.8)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 85.0, 30.0)","(3.6, 7.8, 7.685714285714285)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:47.974827,"(11.0, 19.0, 13.8)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 85.0, 28.75)","(3.6, 7.8, 7.685714285714285)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:48.962663,"(11.0, 19.0, 14.9375)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 85.0, 28.75)","(3.6, 7.8, 7.685714285714285)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:49.995521,"(11.0, 19.0, 14.9375)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 85.0, 29.615384615384613)","(3.6, 7.8, 7.685714285714285)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:50.998237,"(11.0, 19.0, 14.9375)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 85.0, 37.5)","(3.6, 7.8, 7.685714285714285)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:52.039511,"(11.0, 19.0, 15.85483870967742)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 75.0, 47.5)","(3.6, 7.8, 7.685714285714285)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:53.058586,"(11.0, 19.0, 15.85483870967742)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 70.0, 47.5)","(3.6, 7.8, 7.685714285714285)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:54.075607,"(11.0, 19.0, 15.85483870967742)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 70.0, 29.09090909090909)","(3.6, 7.8, 7.714285714285714)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:55.100091,"(11.0, 19.0, 15.85483870967742)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 70.0, 29.09090909090909)","(3.6, 7.8, 7.714285714285714)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:56.144712,"(11.0, 19.0, 15.85483870967742)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 70.0, 42.5)","(3.6, 7.8, 7.72)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:57.196839,"(11.0, 19.0, 15.85483870967742)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 60.0, 42.5)","(3.6, 7.8, 7.72)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:58.196001,"(11.0, 19.0, 15.85483870967742)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 60.0, 42.5)","(3.6, 7.8, 7.85)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:11:59.180041,"(11.0, 19.0, 15.85483870967742)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 60.0, 30.833333333333332)","(3.6, 8.0, 7.85)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:12:00.171417,"(11.0, 19.0, 15.85483870967742)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 60.0, 28.18181818181818)","(3.6, 8.0, 7.85)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
07-01-2023 09:12:01.166099,"(11.0, 19.0, 15.85483870967742)","(26.0, 90.0, 55.86666666666667)","(1.95, 2.18, 2.068)","(21.0, 60.0, 28.18181818181818)","(3.6, 8.0, 7.85)","(4.6, 7.4, 5.872727272727273)","(14.0, 25.0, 14.263157894736842)","(13.0, 28.0, 15.625)"
