,List Of Secrets,General Payton,Devon Lass,Magic Lies,Top Faith,Furious Angel,Jax
05-01-2023 16:14:02.074243,"(6.0, 9.0, 8.788235294117646)","(7.5, 11.5, 11.045454545454545)","(81.0, 230.0, 226.25)","(3.5, 4.3, 4.197872340425532)","(8.0, 11.5, 11.3)","(2.5, 2.84, 2.815)","(6.0, 9.6, 9.366666666666667)"
05-01-2023 16:14:03.048880,"(6.0, 9.0, 8.833333333333334)","(7.5, 11.5, 11.045454545454545)","(81.0, 230.0, 226.25)","(3.5, 4.3, 4.22608695652174)","(8.0, 11.5, 11.3)","(2.5, 2.84, 2.835)","(6.0, 9.4, 9.166666666666666)"
05-01-2023 16:14:04.017121,"(6.0, 9.0, 8.988235294117647)","(7.5, 11.5, 10.764705882352942)","(81.0, 230.0, 226.25)","(3.5, 4.3, 4.293333333333333)","(8.0, 11.5, 11.068181818181818)","(2.5, 2.82, 2.8166666666666664)","(6.0, 9.2, 9.06)"
05-01-2023 16:14:04.959066,"(6.0, 9.2, 8.992592592592592)","(7.5, 11.0, 10.6875)","(81.0, 230.0, 226.25)","(3.5, 4.3, 4.273684210526316)","(8.0, 11.5, 11.068181818181818)","(2.5, 2.84, 2.8352941176470585)","(6.0, 9.0, 8.83157894736842)"
05-01-2023 16:14:05.871397,"(6.0, 9.2, 8.992592592592592)","(8.0, 11.0, 10.7)","(81.0, 230.0, 226.25)","(3.5, 4.3, 4.193333333333333)","(8.5, 11.5, 11.119047619047619)","(2.45, 2.84, 2.8377777777777777)","(6.0, 9.2, 8.853333333333333)"
05-01-2023 16:14:06.739087,"(6.0, 9.2, 8.983333333333334)","(8.0, 11.0, 10.7)","(81.0, 230.0, 226.25)","(3.5, 4.3, 4.228)","(8.5, 11.5, 11.119047619047619)","(2.45, 2.86, 2.8575)","(6.0, 9.2, 8.853333333333333)"
05-01-2023 16:14:07.751684,"(6.0, 9.2, 8.931034482758621)","(8.0, 11.0, 10.766666666666667)","(81.0, 230.0, 226.25)","(3.5, 4.3, 4.171794871794871)","(8.5, 11.5, 11.134146341463415)","(2.45, 2.86, 2.895)","(6.0, 9.2, 8.853333333333333)"
05-01-2023 16:14:08.677788,"(6.0, 9.2, 8.94)","(8.0, 11.0, 10.766666666666667)","(81.0, 230.0, 226.25)","(3.5, 4.3, 4.261904761904762)","(8.5, 11.5, 11.077777777777778)","(2.45, 2.88, 2.856)","(6.0, 9.2, 8.853333333333333)"
05-01-2023 16:14:09.609621,"(6.0, 9.0, 8.837037037037037)","(8.0, 11.0, 10.71875)","(81.0, 230.0, 225.71428571428572)","(3.5, 4.3, 4.261904761904762)","(8.5, 11.5, 11.03061224489796)","(2.45, 2.88, 2.9145454545454546)","(6.0, 9.2, 8.853333333333333)"
05-01-2023 16:14:10.501011,"(6.0, 9.0, 8.813333333333333)","(8.0, 11.0, 10.619047619047619)","(81.0, 230.0, 226.25)","(3.5, 4.3, 4.283333333333333)","(8.5, 11.5, 11.03061224489796)","(2.45, 2.92, 2.9145454545454546)","(6.0, 9.2, 8.853333333333333)"
05-01-2023 16:14:11.453828,"(6.0, 9.0, 8.705263157894736)","(8.0, 11.0, 10.627906976744185)","(101.0, 230.0, 226.25)","(3.5, 4.3, 4.266666666666667)","(8.5, 11.5, 11.03061224489796)","(2.4, 2.94, 2.917560975609756)","(6.5, 9.2, 8.973333333333333)"
05-01-2023 16:14:12.462125,"(6.0, 9.0, 8.738461538461538)","(8.0, 11.0, 10.627906976744185)","(101.0, 230.0, 226.25)","(3.5, 4.2, 4.137037037037037)","(8.5, 11.5, 11.041666666666666)","(2.4, 2.96, 2.9204)","(6.5, 9.0, 8.84)"
05-01-2023 16:14:13.500642,"(6.0, 8.8, 8.657142857142857)","(8.0, 11.0, 10.483870967741936)","(101.0, 230.0, 226.25)","(3.5, 4.3, 4.1869565217391305)","(8.5, 11.5, 10.981481481481481)","(2.4, 2.96, 2.934285714285714)","(6.5, 9.2, 8.76)"
05-01-2023 16:14:14.453004,"(6.0, 8.8, 8.75294117647059)","(8.0, 10.5, 10.371428571428572)","(101.0, 230.0, 226.25)","(3.5, 4.3, 4.243478260869566)","(8.5, 11.5, 10.919354838709678)","(2.4, 2.96, 2.951764705882353)","(6.5, 9.0, 8.528571428571428)"
05-01-2023 16:14:15.388188,"(6.0, 8.8, 8.740229885057472)","(8.0, 11.0, 10.73076923076923)","(101.0, 230.0, 226.25)","(3.5, 4.3, 4.202564102564102)","(8.5, 11.0, 10.919354838709678)","(2.4, 2.96, 2.961)","(6.5, 8.6, 8.27142857142857)"
05-01-2023 16:14:16.577224,"(6.0, 8.8, 8.737430167597767)","(8.0, 11.0, 10.775)","(101.0, 230.0, 226.25)","(3.5, 4.3, 4.176923076923077)","(8.5, 11.0, 11.02)","(2.4, 2.98, 3.005357142857143)","(6.5, 8.6, 8.275)"
05-01-2023 16:14:17.624049,"(6.0, 8.8, 8.737430167597767)","(8.0, 11.0, 10.775)","(101.0, 230.0, 226.25)","(3.5, 4.2, 4.176923076923077)","(8.5, 11.5, 11.02)","(2.4, 3.05, 3.004054054054054)","(6.5, 8.4, 8.157142857142857)"
05-01-2023 16:14:18.606883,"(6.0, 8.6, 8.588235294117647)","(8.0, 11.0, 10.59375)","(101.0, 230.0, 226.25)","(3.5, 4.4, 4.425000000000001)","(8.5, 11.0, 10.64)","(2.4, 3.05, 2.986829268292683)","(6.5, 8.2, 8.059259259259258)"
05-01-2023 16:14:19.610760,"(6.0, 8.6, 8.555384615384614)","(8.0, 11.0, 10.590909090909092)","(101.0, 230.0, 226.25)","(3.5, 4.5, 4.438888888888889)","(8.5, 11.0, 10.64)","(2.4, 3.05, 3.0)","(6.5, 8.2, 8.025)"
05-01-2023 16:14:20.790702,"(6.0, 8.6, 8.555384615384614)","(8.0, 11.0, 10.565217391304348)","(101.0, 230.0, 226.25)","(3.5, 4.5, 4.415384615384616)","(8.5, 11.0, 10.653846153846153)","(2.4, 3.05, 2.965)","(6.5, 8.2, 8.032)"
05-01-2023 16:14:21.789562,"(6.0, 8.6, 8.55126050420168)","(8.0, 11.0, 10.565217391304348)","(101.0, 230.0, 226.25)","(3.5, 4.5, 4.463106796116505)","(8.5, 11.0, 10.653846153846153)","(2.4, 2.98, 3.014516129032258)","(6.5, 8.2, 7.976470588235294)"
05-01-2023 16:14:23.019916,"(6.0, 8.6, 8.572649572649572)","(8.0, 11.0, 10.596153846153847)","(101.0, 230.0, 226.25)","(3.5, 4.5, 4.443243243243243)","(8.5, 11.0, 10.538461538461538)","(2.4, 3.05, 3.026086956521739)","(6.5, 8.0, 7.93125)"
05-01-2023 16:14:24.047252,"(6.5, 8.4, 8.210526315789473)","(8.0, 11.0, 10.596153846153847)","(101.0, 230.0, 226.25)","(3.4, 4.6, 4.39349593495935)","(8.5, 11.0, 10.804347826086957)","(2.45, 3.05, 3.0666666666666664)","(6.5, 8.0, 8.152380952380952)"
05-01-2023 16:14:25.099793,"(6.5, 8.4, 8.096551724137932)","(8.0, 11.0, 10.625)","(101.0, 220.0, 215.55555555555554)","(3.4, 4.3, 4.126950354609929)","(8.5, 11.0, 10.855555555555556)","(2.45, 3.1, 3.080487804878049)","(6.5, 8.4, 8.129411764705882)"
05-01-2023 16:14:26.038629,"(6.5, 8.6, 8.225806451612902)","(8.0, 11.0, 10.596153846153847)","(101.0, 220.0, 215.55555555555554)","(3.4, 4.3, 4.126950354609929)","(8.5, 11.5, 10.855555555555556)","(2.45, 3.1, 3.0633333333333335)","(6.5, 8.4, 8.16)"
05-01-2023 16:14:26.959762,"(6.5, 8.6, 8.414285714285715)","(8.0, 11.0, 10.596153846153847)","(101.0, 220.0, 215.0)","(3.4, 4.2, 4.164864864864865)","(8.5, 11.5, 10.833333333333334)","(2.45, 3.1, 3.077027027027027)","(6.5, 8.2, 8.084931506849314)"
05-01-2023 16:14:27.922989,"(6.5, 8.6, 8.406896551724138)","(8.0, 11.0, 10.596153846153847)","(101.0, 220.0, 215.0)","(3.4, 4.2, 4.163888888888889)","(8.5, 11.5, 10.78)","(2.45, 3.1, 3.084375)","(6.5, 8.2, 8.084931506849314)"
05-01-2023 16:14:28.846226,"(6.5, 8.6, 8.357142857142856)","(8.0, 11.0, 10.533333333333333)","(101.0, 230.0, 225.71428571428572)","(3.4, 4.2, 4.167741935483871)","(8.5, 11.5, 10.78)","(2.45, 3.1, 3.1084905660377355)","(6.5, 8.2, 8.081690140845069)"
05-01-2023 16:14:29.836807,"(6.5, 8.4, 8.3)","(8.0, 10.5, 10.419354838709678)","(101.0, 230.0, 226.25)","(3.4, 4.2, 4.14)","(8.5, 11.5, 10.785714285714286)","(2.45, 3.15, 3.133783783783784)","(6.5, 8.2, 8.081690140845069)"
05-01-2023 16:14:30.835266,"(6.5, 8.4, 8.285714285714285)","(8.0, 10.5, 10.419354838709678)","(101.0, 230.0, 226.25)","(3.4, 4.2, 4.134146341463415)","(8.5, 11.5, 10.785714285714286)","(2.45, 3.15, 3.133783783783784)","(6.5, 8.2, 8.063157894736841)"
05-01-2023 16:14:31.837790,"(6.5, 8.4, 8.285714285714285)","(8.0, 10.5, 10.4375)","(101.0, 230.0, 226.25)","(3.4, 4.2, 4.125925925925926)","(8.5, 11.5, 10.78)","(2.45, 3.15, 3.1397435897435897)","(6.5, 8.2, 8.072)"
05-01-2023 16:14:32.884325,"(6.5, 8.4, 8.285714285714285)","(8.0, 10.5, 10.4375)","(101.0, 230.0, 226.25)","(3.4, 4.2, 4.127710843373494)","(8.5, 11.5, 10.78)","(2.45, 3.15, 3.1397435897435897)","(6.5, 8.2, 8.1125)"
05-01-2023 16:14:33.891732,"(6.5, 8.4, 8.285714285714285)","(8.0, 10.5, 10.333333333333334)","(101.0, 230.0, 226.25)","(3.4, 4.2, 4.1375)","(8.5, 11.5, 10.785714285714286)","(2.45, 3.15, 3.125)","(6.5, 8.4, 8.17)"
05-01-2023 16:14:34.893940,"(6.5, 8.4, 8.285714285714285)","(8.0, 10.5, 10.345238095238095)","(101.0, 230.0, 226.25)","(3.4, 4.2, 4.134782608695652)","(8.5, 11.5, 10.75)","(2.45, 3.15, 3.126923076923077)","(6.5, 8.4, 8.17142857142857)"
05-01-2023 16:14:35.829872,"(6.5, 8.4, 8.285714285714285)","(8.0, 10.5, 10.345238095238095)","(101.0, 230.0, 226.25)","(3.4, 4.2, 4.134782608695652)","(8.5, 11.5, 10.75)","(2.45, 3.15, 3.126923076923077)","(6.5, 8.4, 8.17142857142857)"
05-01-2023 16:14:36.758532,"(6.5, 8.6, 8.338461538461537)","(8.0, 10.5, 10.345238095238095)","(101.0, 230.0, 226.25)","(3.4, 4.2, 4.101639344262296)","(8.5, 11.0, 10.583333333333334)","(2.45, 3.15, 3.127)","(6.5, 8.4, 8.19047619047619)"
05-01-2023 16:14:37.724171,"(6.5, 8.4, 8.285714285714285)","(8.0, 10.5, 10.460526315789474)","(101.0, 230.0, 226.25)","(3.4, 4.2, 4.096551724137931)","(8.5, 11.5, 10.880952380952381)","(2.45, 3.15, 3.1259615384615387)","(6.5, 8.4, 8.195121951219512)"
05-01-2023 16:14:38.911309,"(6.5, 8.4, 8.275)","(8.0, 10.5, 10.395833333333334)","(101.0, 230.0, 226.25)","(3.4, 4.2, 4.1030303030303035)","(8.5, 11.5, 10.813725490196079)","(2.45, 3.15, 3.123404255319149)","(6.5, 8.4, 8.17142857142857)"
05-01-2023 16:14:40.103267,"(6.5, 8.4, 8.328888888888889)","(8.0, 10.5, 10.125)","(101.0, 230.0, 226.25)","(3.4, 4.2, 4.136)","(8.5, 11.5, 10.847826086956522)","(2.45, 3.15, 3.129787234042553)","(6.5, 8.4, 8.184615384615384)"
05-01-2023 16:14:41.186840,"(6.5, 8.2, 8.04)","(8.0, 10.5, 10.026315789473685)","(101.0, 230.0, 226.25)","(3.4, 4.2, 4.136)","(8.5, 11.5, 10.840425531914894)","(2.45, 3.15, 3.1293478260869567)","(6.5, 8.4, 8.184615384615384)"
05-01-2023 16:14:42.089883,"(6.5, 8.2, 8.003508771929825)","(8.0, 10.5, 10.021739130434783)","(101.0, 230.0, 226.25)","(3.4, 4.2, 4.146938775510204)","(8.5, 11.5, 10.840425531914894)","(2.45, 3.15, 3.1293478260869567)","(6.5, 8.4, 8.184615384615384)"
05-01-2023 16:14:43.069917,"(6.5, 8.2, 8.021212121212121)","(8.0, 10.5, 10.021739130434783)","(101.0, 230.0, 226.25)","(3.4, 4.2, 4.151111111111111)","(8.5, 11.5, 10.840425531914894)","(2.45, 3.15, 3.136046511627907)","(6.5, 8.4, 8.211764705882354)"
05-01-2023 16:14:44.002080,"(6.5, 8.2, 7.8810126582278475)","(8.0, 10.5, 10.052777777777779)","(101.0, 230.0, 226.25)","(3.4, 4.2, 4.151111111111111)","(8.5, 11.5, 10.840425531914894)","(2.45, 3.15, 3.14)","(6.5, 8.4, 8.211764705882354)"
05-01-2023 16:14:44.988585,"(6.5, 8.0, 7.82)","(8.0, 10.5, 9.98846153846154)","(101.0, 230.0, 226.25)","(3.4, 4.2, 4.151111111111111)","(8.5, 11.5, 10.847826086956522)","(2.45, 3.2, 3.1742424242424243)","(6.5, 8.6, 8.466666666666667)"
05-01-2023 16:14:45.930328,"(6.0, 8.0, 7.8125)","(8.0, 10.5, 9.866666666666667)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.151111111111111)","(8.5, 11.5, 10.840425531914894)","(2.6, 3.2, 3.1742424242424243)","(6.5, 8.6, 8.333333333333332)"
05-01-2023 16:14:46.835686,"(6.0, 8.0, 7.8076923076923075)","(8.0, 10.5, 9.98846153846154)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.151111111111111)","(8.5, 11.5, 10.840425531914894)","(2.6, 3.2, 3.1782608695652175)","(6.5, 8.6, 8.348837209302324)"
05-01-2023 16:14:47.785284,"(6.0, 8.0, 7.8076923076923075)","(8.0, 10.5, 9.866666666666667)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.151111111111111)","(8.5, 11.5, 10.840425531914894)","(2.6, 3.2, 3.181132075471698)","(6.5, 8.6, 8.348837209302324)"
05-01-2023 16:14:48.723476,"(6.0, 8.0, 7.866666666666666)","(8.0, 10.5, 9.98846153846154)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.151111111111111)","(8.5, 11.5, 10.840425531914894)","(2.6, 3.2, 3.185294117647059)","(6.5, 8.6, 8.348837209302324)"
05-01-2023 16:14:49.659054,"(6.0, 8.0, 7.878048780487805)","(8.0, 10.5, 9.866666666666667)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.151111111111111)","(8.5, 11.5, 10.840425531914894)","(2.6, 3.2, 3.1943396226415097)","(6.5, 8.4, 8.18)"
05-01-2023 16:14:50.589740,"(6.0, 7.8, 7.7785714285714285)","(8.0, 10.5, 9.866666666666667)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.151111111111111)","(8.5, 11.5, 10.840425531914894)","(2.6, 3.25, 3.2161764705882354)","(6.5, 8.4, 8.185365853658537)"
05-01-2023 16:14:51.537247,"(6.0, 7.8, 7.76)","(8.0, 10.5, 9.98846153846154)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.147916666666666)","(8.5, 11.5, 10.840425531914894)","(2.6, 3.25, 3.221590909090909)","(6.5, 8.4, 8.185365853658537)"
05-01-2023 16:14:52.573587,"(6.0, 8.0, 7.882666666666666)","(8.0, 10.5, 9.866666666666667)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.147916666666666)","(8.5, 11.5, 10.847826086956522)","(2.6, 3.25, 3.227659574468085)","(6.5, 8.4, 8.019047619047619)"
05-01-2023 16:14:53.585937,"(6.0, 8.0, 7.866666666666666)","(8.0, 10.5, 9.98846153846154)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.127272727272727)","(8.5, 11.5, 10.847826086956522)","(2.6, 3.25, 3.227659574468085)","(6.5, 8.2, 8.019047619047619)"
05-01-2023 16:14:54.558540,"(6.0, 8.0, 7.866666666666666)","(8.0, 10.5, 9.98846153846154)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.127272727272727)","(8.5, 11.5, 10.847826086956522)","(2.6, 3.25, 3.227659574468085)","(6.5, 8.2, 8.019047619047619)"
05-01-2023 16:14:55.517295,"(6.0, 8.0, 7.91578947368421)","(8.0, 10.5, 9.98846153846154)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.111827956989248)","(8.5, 11.5, 10.840425531914894)","(2.6, 3.25, 3.2198529411764705)","(6.5, 8.2, 8.08641975308642)"
05-01-2023 16:14:56.466975,"(6.0, 8.0, 7.91578947368421)","(8.0, 10.5, 9.98846153846154)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.111827956989248)","(8.5, 11.5, 10.840425531914894)","(2.6, 3.25, 3.2198529411764705)","(6.5, 8.2, 8.08641975308642)"
05-01-2023 16:14:57.448253,"(6.0, 8.0, 7.9)","(8.0, 10.5, 10.084375)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.0948717948717945)","(8.5, 11.5, 10.82)","(2.6, 3.25, 3.2121794871794873)","(6.5, 8.2, 8.08780487804878)"
05-01-2023 16:14:58.486959,"(6.0, 8.0, 7.9)","(8.0, 10.5, 10.084375)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.0948717948717945)","(8.5, 11.5, 10.82)","(2.6, 3.25, 3.2121794871794873)","(6.5, 8.2, 8.08780487804878)"
05-01-2023 16:14:59.443919,"(6.0, 8.0, 7.9)","(8.0, 10.5, 9.866666666666667)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.092105263157895)","(8.5, 11.5, 11.02)","(2.6, 3.25, 3.2121794871794873)","(6.5, 8.2, 8.04)"
05-01-2023 16:15:00.393203,"(6.0, 8.0, 7.9)","(8.0, 10.5, 9.866666666666667)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.0948717948717945)","(8.5, 11.5, 11.03061224489796)","(2.6, 3.25, 3.2121794871794873)","(6.5, 8.2, 8.1)"
05-01-2023 16:15:01.369670,"(6.0, 8.0, 7.9)","(8.0, 10.5, 9.866666666666667)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.0948717948717945)","(8.5, 11.5, 11.03061224489796)","(2.6, 3.25, 3.2121794871794873)","(6.5, 8.2, 8.1)"
05-01-2023 16:15:02.416082,"(6.0, 8.0, 7.9)","(8.0, 10.5, 9.866666666666667)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.078651685393258)","(8.5, 11.5, 11.041666666666666)","(2.6, 3.25, 3.2121794871794873)","(6.5, 8.2, 8.166666666666666)"
05-01-2023 16:15:03.449113,"(6.0, 8.0, 7.922727272727273)","(8.0, 10.0, 9.882352941176471)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.081318681318681)","(8.5, 11.5, 11.03061224489796)","(2.6, 3.25, 3.1896039603960396)","(6.5, 8.4, 8.117241379310345)"
05-01-2023 16:15:04.435421,"(6.0, 7.8, 7.7844155844155845)","(8.0, 10.0, 9.833333333333334)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.084090909090909)","(8.5, 11.5, 11.384615384615385)","(2.6, 3.25, 3.1816666666666666)","(6.5, 8.2, 8.062068965517241)"
05-01-2023 16:15:05.419838,"(6.0, 8.0, 7.889473684210526)","(8.0, 10.0, 9.882352941176471)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.0804347826086955)","(8.5, 11.5, 11.344827586206897)","(2.6, 3.2, 3.178)","(6.5, 8.2, 8.05)"
05-01-2023 16:15:06.403124,"(6.0, 8.0, 7.894252873563218)","(8.0, 10.5, 10.130434782608695)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.081318681318681)","(8.5, 11.5, 11.434782608695652)","(2.6, 3.2, 3.178)","(6.5, 8.2, 8.007142857142856)"
05-01-2023 16:15:07.446495,"(6.0, 7.8, 7.765656565656565)","(8.0, 10.5, 10.203703703703704)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.081318681318681)","(8.5, 11.5, 11.385714285714286)","(2.6, 3.2, 3.194736842105263)","(6.5, 8.2, 8.007142857142856)"
05-01-2023 16:15:08.499971,"(6.0, 7.8, 7.786206896551724)","(8.0, 10.5, 10.224137931034482)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.081318681318681)","(8.5, 11.5, 11.4)","(2.6, 3.25, 3.19375)","(6.5, 8.2, 8.06829268292683)"
05-01-2023 16:15:09.530623,"(6.0, 7.8, 7.786206896551724)","(8.0, 10.5, 10.224137931034482)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.078651685393258)","(8.5, 11.5, 11.446428571428571)","(2.6, 3.25, 3.1340909090909093)","(6.5, 8.2, 7.983050847457627)"
05-01-2023 16:15:10.545237,"(6.0, 8.6, 8.486956521739131)","(8.0, 10.5, 10.224137931034482)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.083870967741936)","(8.5, 11.5, 11.378787878787879)","(2.6, 3.15, 3.133035714285714)","(6.5, 8.0, 7.944615384615385)"
05-01-2023 16:15:11.478502,"(6.0, 8.6, 8.422222222222222)","(8.0, 10.5, 10.224137931034482)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.083870967741936)","(8.5, 11.5, 11.416666666666666)","(2.6, 3.15, 3.1170731707317074)","(6.5, 8.0, 7.90625)"
05-01-2023 16:15:12.453789,"(6.0, 8.4, 8.383941605839416)","(8.0, 10.5, 10.224137931034482)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.127450980392156)","(8.5, 11.5, 11.596153846153847)","(2.6, 3.15, 3.1565217391304348)","(6.5, 8.0, 7.3187500000000005)"
05-01-2023 16:15:13.412870,"(6.0, 8.6, 8.488372093023257)","(8.0, 10.5, 10.266666666666667)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.064220183486238)","(8.5, 12.0, 11.596153846153847)","(2.6, 3.2, 3.1565217391304348)","(6.5, 7.4, 7.3187500000000005)"
05-01-2023 16:15:14.380075,"(6.0, 8.6, 8.516)","(8.0, 11.0, 10.588235294117647)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.0636363636363635)","(8.5, 11.5, 11.430555555555555)","(2.6, 3.25, 3.191025641025641)","(6.5, 7.2, 7.13939393939394)"
05-01-2023 16:15:15.346646,"(6.0, 8.6, 8.568421052631578)","(8.0, 10.5, 10.384615384615385)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.057627118644068)","(8.5, 12.0, 11.574074074074074)","(2.6, 3.25, 3.192105263157895)","(6.5, 7.4, 7.219354838709678)"
05-01-2023 16:15:16.280843,"(6.0, 8.6, 8.54054054054054)","(8.0, 10.5, 10.384615384615385)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.07218045112782)","(8.5, 12.0, 11.574074074074074)","(2.6, 3.25, 3.192105263157895)","(6.5, 7.4, 7.280952380952381)"
05-01-2023 16:15:17.347905,"(6.0, 8.6, 8.55111111111111)","(8.0, 10.5, 10.384615384615385)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.07218045112782)","(8.5, 12.0, 11.568627450980392)","(2.6, 3.25, 3.192105263157895)","(6.5, 7.4, 7.224390243902439)"
05-01-2023 16:15:18.386947,"(6.0, 8.6, 8.457142857142857)","(8.0, 10.5, 10.384615384615385)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.0776859504132235)","(8.5, 12.0, 11.50943396226415)","(2.6, 3.25, 3.192105263157895)","(6.5, 7.4, 7.223255813953489)"
05-01-2023 16:15:19.497623,"(6.0, 8.6, 8.44848484848485)","(8.0, 10.5, 10.384615384615385)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.070676691729323)","(8.5, 12.0, 11.442307692307692)","(2.6, 3.25, 3.189506172839506)","(6.5, 7.4, 7.250980392156863)"
05-01-2023 16:15:20.506418,"(6.0, 8.4, 8.326315789473684)","(8.0, 11.0, 10.825)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.068702290076336)","(8.5, 11.5, 11.448275862068966)","(2.6, 3.25, 3.1923529411764706)","(6.5, 7.4, 7.254901960784314)"
05-01-2023 16:15:21.502279,"(6.0, 8.4, 8.306666666666667)","(8.0, 11.0, 10.872727272727273)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.068702290076336)","(8.5, 11.5, 11.382352941176471)","(2.6, 3.25, 3.1923529411764706)","(6.5, 7.4, 7.234782608695652)"
05-01-2023 16:15:22.527012,"(6.0, 8.4, 8.222222222222221)","(8.0, 11.0, 10.959183673469388)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.070676691729323)","(8.5, 11.5, 11.448275862068966)","(2.5, 3.25, 3.1943037974683546)","(6.5, 7.4, 7.290322580645162)"
05-01-2023 16:15:23.514080,"(6.0, 8.2, 8.138461538461538)","(8.0, 11.0, 10.959183673469388)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.070676691729323)","(8.5, 11.5, 11.022727272727273)","(2.5, 3.25, 3.195360824742268)","(6.5, 7.4, 7.548275862068965)"
05-01-2023 16:15:24.596722,"(6.0, 8.2, 8.148571428571428)","(8.0, 11.5, 11.171641791044776)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.070676691729323)","(8.5, 11.5, 10.826530612244898)","(2.5, 3.25, 3.1931372549019605)","(6.5, 7.6, 7.638709677419355)"
05-01-2023 16:15:25.710424,"(6.0, 8.4, 8.19591836734694)","(8.0, 11.0, 10.91)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.067692307692308)","(8.5, 11.0, 10.80232558139535)","(2.5, 3.25, 3.1925742574257425)","(6.5, 7.8, 7.664935064935065)"
05-01-2023 16:15:26.745371,"(6.0, 8.4, 8.19591836734694)","(8.0, 11.0, 10.91)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.067692307692308)","(8.5, 11.0, 11.264705882352942)","(2.5, 3.25, 3.1792682926829268)","(6.5, 7.8, 7.630769230769231)"
05-01-2023 16:15:27.751750,"(6.0, 8.4, 8.2)","(8.0, 11.0, 10.926229508196721)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.065116279069768)","(8.5, 11.5, 11.205882352941176)","(2.5, 3.25, 3.177906976744186)","(6.5, 7.8, 7.630769230769231)"
05-01-2023 16:15:28.670926,"(6.0, 8.4, 8.2625)","(8.0, 11.0, 10.926229508196721)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.0640625)","(8.5, 11.5, 11.205882352941176)","(2.5, 3.2, 3.1816666666666666)","(6.5, 7.8, 7.657894736842105)"
05-01-2023 16:15:29.646470,"(6.0, 8.6, 8.309090909090909)","(8.0, 11.0, 10.926229508196721)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.0640625)","(8.5, 11.5, 11.110169491525424)","(2.5, 3.2, 3.1592592592592594)","(6.5, 7.8, 7.657894736842105)"
05-01-2023 16:15:30.618275,"(6.0, 8.6, 8.349152542372881)","(8.0, 11.0, 10.926229508196721)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.069172932330827)","(8.5, 11.5, 11.110169491525424)","(2.5, 3.2, 3.1142857142857143)","(6.5, 7.8, 7.657894736842105)"
05-01-2023 16:15:31.667293,"(6.0, 8.6, 8.368421052631579)","(8.0, 11.5, 11.428571428571429)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.069172932330827)","(8.5, 11.5, 11.1)","(2.5, 3.15, 3.112844036697248)","(6.5, 7.8, 7.641379310344827)"
05-01-2023 16:15:32.676971,"(6.0, 8.6, 8.368421052631579)","(8.0, 11.0, 10.96078431372549)","(101.0, 230.0, 226.25)","(3.3, 4.2, 4.069172932330827)","(8.5, 11.5, 11.1)","(2.5, 3.15, 3.1113861386138613)","(6.5, 7.8, 7.666666666666666)"
