,Emiko,Chief Bronie,Not Today,Zulu Boy,Casual Glance,Sketchy Zara,Fernandos Gal,Murphey
05-01-2023 14:26:24.446146,"(6.0, 17.5, 14.7)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:25.697662,"(6.0, 17.5, 14.7)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:26.935344,"(6.0, 17.5, 14.7)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:27.974988,"(6.0, 16.5, 15.0)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:28.988711,"(6.0, 16.5, 15.0)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:30.223366,"(6.0, 16.5, 15.0)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:31.431799,"(6.0, 16.5, 15.0)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:32.549138,"(6.0, 16.5, 15.4)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:33.648229,"(6.0, 16.5, 15.4)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:34.743904,"(6.0, 16.5, 15.4)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:35.754529,"(6.0, 16.5, 15.25)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:36.835711,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:37.978134,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:39.082102,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:40.323150,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:41.590247,"(6.0, 16.5, 15.875)","(101.0, 650.0, 570.7142857142858)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:42.868125,"(6.0, 16.5, 15.875)","(101.0, 650.0, 570.7142857142858)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:44.503106,"(6.0, 16.5, 15.875)","(101.0, 650.0, 570.7142857142858)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:45.824436,"(6.0, 16.5, 15.875)","(101.0, 650.0, 570.7142857142858)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:47.152088,"(6.0, 16.5, 15.875)","(101.0, 650.0, 570.7142857142858)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:48.547687,"(6.0, 16.5, 15.875)","(101.0, 650.0, 570.7142857142858)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:49.808359,"(6.0, 16.5, 15.875)","(101.0, 650.0, 570.7142857142858)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 80.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:51.050398,"(6.0, 16.5, 15.875)","(101.0, 650.0, 570.7142857142858)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 380.0, 107.5)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:52.310560,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 370.0, 90.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:53.372051,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 370.0, 90.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:54.437294,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 370.0, 90.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:55.536566,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 370.0, 90.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:56.640112,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 370.0, 90.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:57.767356,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 370.0, 90.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:26:59.075899,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 370.0, 90.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:27:00.172403,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 370.0, 90.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:27:01.366950,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 370.0, 90.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:27:02.546364,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 125.41176470588235)","(1.45, 1.99, 1.622)","(51.0, 370.0, 90.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:27:03.619841,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 90.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:27:04.723040,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 90.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:27:05.881761,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 90.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:27:07.017037,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 90.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.366666666666667)"
05-01-2023 14:27:08.141308,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 107.5)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.411111111111111)"
05-01-2023 14:27:09.250752,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 107.5)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.411111111111111)"
05-01-2023 14:27:10.514915,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 107.5)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.411111111111111)"
05-01-2023 14:27:11.691689,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 90.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.411111111111111)"
05-01-2023 14:27:12.804798,"(6.0, 16.5, 15.875)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.75)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 10.411111111111111)"
05-01-2023 14:27:13.960280,"(6.0, 14.5, 13.25)","(101.0, 650.0, 372.5)","(5.0, 7.0, 5.642857142857142)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:15.049991,"(6.0, 14.5, 12.75)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.818181818181818)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:16.063309,"(6.0, 14.5, 12.75)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.85)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:17.106442,"(6.0, 14.5, 12.75)","(101.0, 650.0, 372.5)","(5.0, 8.4, 6.85)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:18.153859,"(6.0, 14.0, 13.3)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:19.204146,"(6.0, 17.0, 13.1)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:20.223808,"(6.0, 17.0, 14.833333333333332)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:21.315159,"(6.0, 17.0, 14.833333333333332)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:22.339767,"(6.0, 17.0, 14.833333333333332)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:23.405663,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:24.528482,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 61.230769230769226)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:25.587404,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:26.637628,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:27.817616,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:28.984468,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:30.110810,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:31.224922,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:32.395226,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:33.557481,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:34.650809,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:35.785931,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:36.918219,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:38.073577,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:39.198251,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:40.356488,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:41.529671,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:42.637649,"(6.0, 13.5, 11.59090909090909)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:43.702664,"(6.0, 13.5, 11.59090909090909)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.78)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:44.882882,"(6.0, 13.5, 11.59090909090909)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.4)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:46.044294,"(6.0, 15.5, 14.5)","(101.0, 650.0, 372.5)","(5.0, 8.4, 7.4)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:47.110327,"(6.0, 15.5, 14.5)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.4, 7.4)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:48.282163,"(6.0, 15.5, 14.5)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.4, 7.4)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:49.473716,"(6.0, 15.5, 14.5)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.4, 7.82)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:50.619397,"(6.0, 15.5, 14.5)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.4, 7.82)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:51.871467,"(6.0, 15.5, 14.5)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.4, 7.82)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:53.161366,"(6.0, 15.5, 14.5)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.4, 7.82)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:54.467991,"(6.0, 15.5, 14.5)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.4, 7.82)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:55.691072,"(6.0, 15.5, 14.5)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.4, 7.82)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:56.931495,"(6.0, 15.5, 14.5)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.4, 7.82)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:58.224337,"(6.0, 15.5, 14.5)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.4, 7.82)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 79.23076923076923)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:27:59.479380,"(6.0, 15.5, 14.5)","(101.0, 650.0, 311.53846153846155)","(5.0, 8.4, 7.82)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 100.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:28:00.657492,"(6.0, 15.5, 14.5)","(101.0, 650.0, 311.53846153846155)","(5.0, 8.4, 7.82)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 100.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:28:01.877479,"(6.0, 15.5, 14.5)","(101.0, 650.0, 311.53846153846155)","(5.0, 8.4, 7.82)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 100.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
05-01-2023 14:28:03.084388,"(6.0, 15.5, 14.5)","(101.0, 650.0, 311.53846153846155)","(5.0, 8.4, 7.82)","(31.0, 340.0, 63.07692307692308)","(1.45, 1.99, 1.622)","(51.0, 370.0, 100.0)","(19.0, 60.0, 31.636363636363637)","(6.0, 11.5, 9.933333333333334)"
