,Whitestarchristian,Bettor Be Lively,Longtan Cassanova,Dont Tell Alice,Shazzam,Uncle Leo,Joonior Brown
12-01-2023 13:31:58.160331,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:31:59.235800,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:00.366619,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:01.440453,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:02.460587,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:03.508456,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:04.620220,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:05.777463,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:06.988663,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:08.168915,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:09.338145,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:10.457458,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:11.606959,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:12.632999,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:13.695841,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:14.824439,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:15.968996,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:16.913407,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:17.996129,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:19.095697,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:20.140704,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:21.412755,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:22.665951,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:23.868836,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:25.212091,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:26.392475,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:27.766314,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:28.858287,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.733333333333334)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:29.981973,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.34)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:31.038159,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.866666666666667)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:32.104523,"(2.2, 3.15, 2.96)","(10.0, 17.5, 14.866666666666667)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:33.296088,"(2.2, 3.15, 2.96)","(10.0, 17.5, 15.3)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:34.404055,"(2.2, 3.15, 2.96)","(10.0, 17.5, 15.3)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:35.433976,"(2.2, 3.15, 2.96)","(10.0, 17.5, 15.3)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:36.473070,"(2.2, 3.15, 2.96)","(10.0, 17.5, 15.3)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:37.613356,"(2.2, 3.15, 2.96)","(10.0, 17.5, 15.3)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:38.809807,"(2.2, 3.15, 2.96)","(10.0, 17.5, 15.3)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:40.003013,"(2.2, 3.15, 2.96)","(10.0, 17.5, 15.3)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:41.202997,"(2.2, 3.15, 2.96)","(10.0, 17.5, 15.3)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:42.366106,"(2.2, 3.15, 2.96)","(10.0, 17.5, 15.3)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:43.431339,"(2.2, 3.15, 2.96)","(10.0, 17.5, 15.3)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:44.522898,"(2.2, 3.15, 2.96)","(10.0, 17.5, 15.3)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:45.559943,"(2.2, 3.15, 2.96)","(10.0, 17.5, 15.3)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:46.542276,"(2.2, 3.15, 2.96)","(10.0, 17.5, 15.3)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:47.604391,"(2.2, 3.15, 2.96)","(10.0, 17.5, 15.3)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:48.689752,"(2.2, 3.15, 2.96)","(10.0, 17.5, 12.5)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:49.748869,"(2.2, 3.15, 2.96)","(10.0, 17.5, 12.5)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:50.863050,"(2.2, 3.15, 2.96)","(10.0, 17.5, 12.5)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:52.061860,"(2.2, 3.15, 2.96)","(10.0, 17.5, 12.5)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:53.202285,"(2.2, 3.15, 2.96)","(10.0, 17.5, 12.5)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:54.308177,"(2.2, 3.15, 2.96)","(10.0, 17.5, 12.5)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:55.418475,"(2.2, 3.15, 2.96)","(10.0, 17.5, 12.5)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:56.486775,"(2.2, 3.15, 2.96)","(10.0, 17.5, 12.5)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:57.538943,"(2.2, 3.15, 2.96)","(10.0, 17.5, 12.5)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:58.726008,"(2.2, 3.15, 2.96)","(10.0, 17.5, 12.5)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:32:59.871941,"(2.2, 3.15, 2.96)","(10.0, 17.5, 12.5)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:33:00.934901,"(2.2, 3.15, 2.96)","(10.0, 17.5, 12.5)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:33:01.974803,"(2.2, 3.15, 2.96)","(10.0, 17.5, 12.5)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 10.92)","(12.0, 22.0, 17.5)","(3.5, 5.7, 5.05)"
12-01-2023 13:33:02.995818,"(2.2, 3.15, 2.96)","(10.0, 17.5, 12.5)","(4.4, 6.6, 4.95)","(31.0, 70.0, 47.333333333333336)","(8.5, 13.0, 11.325)","(12.0, 22.0, 17.0)","(3.5, 5.7, 4.983333333333333)"
12-01-2023 13:33:04.041572,"(2.2, 3.1, 2.5130434782608697)","(10.0, 17.0, 12.666666666666666)","(4.4, 6.4, 5.5)","(31.0, 65.0, 46.333333333333336)","(8.5, 12.5, 12.033333333333333)","(12.0, 21.0, 18.0)","(3.5, 5.6, 5.3100000000000005)"
12-01-2023 13:33:05.166036,"(2.2, 3.05, 2.9555555555555553)","(10.0, 18.0, 12.666666666666666)","(4.4, 6.6, 5.5)","(31.0, 75.0, 46.333333333333336)","(8.5, 13.5, 12.033333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:06.307584,"(2.2, 3.05, 2.9555555555555553)","(10.0, 18.0, 12.666666666666666)","(4.4, 6.6, 5.5)","(31.0, 75.0, 46.333333333333336)","(8.5, 13.5, 12.033333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:07.499064,"(2.2, 3.0, 2.84)","(10.0, 18.0, 12.666666666666666)","(4.4, 6.6, 5.5)","(31.0, 75.0, 46.333333333333336)","(8.5, 13.5, 12.033333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:08.550889,"(2.2, 3.0, 2.84)","(10.0, 18.0, 12.666666666666666)","(4.4, 6.6, 5.5)","(31.0, 75.0, 46.333333333333336)","(8.5, 13.5, 12.033333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:09.620594,"(2.2, 3.0, 2.84)","(10.0, 18.0, 12.666666666666666)","(4.4, 6.6, 5.5)","(31.0, 75.0, 46.333333333333336)","(8.5, 13.5, 12.033333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:10.769990,"(2.2, 3.0, 2.84)","(10.0, 18.0, 12.666666666666666)","(4.4, 6.6, 5.5)","(31.0, 75.0, 46.333333333333336)","(8.5, 13.5, 12.033333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:11.924962,"(2.2, 3.0, 2.84)","(10.0, 18.0, 12.666666666666666)","(4.4, 6.6, 5.5)","(31.0, 75.0, 46.333333333333336)","(8.5, 13.5, 12.033333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:13.006347,"(2.2, 3.0, 2.84)","(10.0, 18.0, 12.666666666666666)","(4.4, 6.6, 5.5)","(31.0, 75.0, 46.333333333333336)","(8.5, 13.5, 12.033333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:14.110762,"(2.2, 3.0, 2.84)","(10.0, 18.0, 12.666666666666666)","(4.4, 6.6, 5.5)","(31.0, 75.0, 46.333333333333336)","(8.5, 13.5, 12.033333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:15.200930,"(2.2, 3.0, 2.84)","(10.0, 18.0, 12.666666666666666)","(4.4, 6.6, 5.5)","(31.0, 75.0, 46.333333333333336)","(8.5, 13.5, 12.033333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:16.293161,"(2.2, 3.0, 2.84)","(10.0, 18.0, 14.8)","(4.4, 6.6, 5.5)","(31.0, 75.0, 46.333333333333336)","(8.5, 13.5, 9.966666666666667)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:17.363876,"(2.2, 3.0, 2.84)","(10.0, 18.0, 14.8)","(4.4, 6.6, 5.5)","(31.0, 75.0, 53.5)","(8.5, 13.5, 9.966666666666667)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:18.544171,"(2.2, 3.0, 2.84)","(10.0, 18.0, 14.8)","(4.4, 6.6, 5.5)","(31.0, 75.0, 53.5)","(8.5, 13.5, 9.966666666666667)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:19.662144,"(2.2, 3.0, 2.84)","(10.0, 18.0, 14.8)","(4.4, 6.6, 5.5)","(31.0, 75.0, 53.5)","(8.5, 13.5, 9.966666666666667)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:20.772357,"(2.2, 3.0, 2.84)","(10.0, 18.0, 14.8)","(4.4, 6.6, 5.5)","(31.0, 75.0, 53.5)","(8.5, 13.5, 9.966666666666667)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:21.698084,"(2.2, 3.0, 2.84)","(10.0, 18.0, 15.5)","(4.4, 6.6, 5.5)","(31.0, 75.0, 53.5)","(8.5, 13.5, 9.966666666666667)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:22.769198,"(2.2, 3.0, 2.84)","(10.0, 18.0, 15.5)","(4.4, 6.6, 5.5)","(31.0, 75.0, 53.5)","(8.5, 13.5, 9.966666666666667)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:23.878845,"(2.2, 3.0, 2.84)","(10.0, 18.0, 15.5)","(4.4, 6.6, 5.5)","(31.0, 75.0, 53.5)","(8.5, 13.5, 9.966666666666667)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:24.983240,"(2.2, 3.0, 2.84)","(10.0, 18.0, 15.5)","(4.4, 6.6, 5.5)","(31.0, 75.0, 53.5)","(8.5, 13.5, 9.966666666666667)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:26.136834,"(2.2, 3.0, 2.84)","(10.0, 18.0, 15.5)","(4.4, 6.6, 5.5)","(31.0, 75.0, 53.5)","(8.5, 13.5, 9.966666666666667)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:27.241222,"(2.2, 3.0, 2.84)","(10.0, 18.0, 15.5)","(4.4, 6.6, 5.5)","(31.0, 75.0, 53.5)","(8.5, 13.5, 9.966666666666667)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:28.234991,"(2.2, 3.0, 2.84)","(10.0, 18.0, 15.5)","(4.4, 6.6, 5.5)","(31.0, 75.0, 53.5)","(8.5, 13.5, 9.966666666666667)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:29.404669,"(2.2, 3.0, 2.84)","(10.0, 18.0, 15.5)","(4.4, 6.6, 5.5)","(31.0, 75.0, 53.5)","(8.5, 13.5, 9.966666666666667)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:30.508492,"(2.2, 3.0, 2.84)","(10.0, 18.0, 15.5)","(4.4, 6.6, 5.5)","(31.0, 75.0, 53.5)","(8.5, 13.5, 9.966666666666667)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:31.624254,"(2.2, 3.0, 2.84)","(10.0, 18.0, 15.5)","(4.4, 6.6, 5.5)","(31.0, 75.0, 53.5)","(8.5, 13.5, 10.85)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:32.891516,"(2.2, 3.0, 2.84)","(10.0, 18.0, 15.5)","(4.4, 6.6, 4.933333333333334)","(31.0, 75.0, 53.5)","(8.5, 13.5, 9.133333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:34.120361,"(2.2, 3.0, 2.66)","(10.0, 18.0, 15.5)","(4.4, 6.0, 4.9)","(31.0, 75.0, 53.5)","(8.5, 9.6, 9.133333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:35.310079,"(2.2, 3.15, 2.745)","(10.0, 18.0, 15.5)","(4.4, 5.9, 5.2)","(31.0, 75.0, 53.5)","(8.5, 9.6, 9.133333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:36.401648,"(2.2, 3.05, 2.5766666666666667)","(10.0, 18.0, 15.5)","(4.4, 6.0, 5.2)","(31.0, 75.0, 53.5)","(8.5, 9.6, 9.133333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:37.569226,"(2.2, 3.05, 2.5766666666666667)","(10.0, 18.0, 15.5)","(4.4, 6.0, 5.2)","(31.0, 75.0, 53.5)","(8.5, 9.6, 9.133333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:38.670394,"(2.2, 3.05, 2.5766666666666667)","(10.0, 18.0, 15.5)","(4.4, 6.0, 5.2)","(31.0, 75.0, 53.5)","(8.5, 9.6, 9.133333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:39.648767,"(2.2, 3.05, 2.5766666666666667)","(10.0, 18.0, 15.5)","(4.4, 6.0, 5.2)","(31.0, 75.0, 53.5)","(8.5, 9.6, 9.133333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:40.677639,"(2.2, 3.05, 2.59)","(10.0, 16.0, 13.642857142857142)","(4.4, 6.0, 5.2)","(31.0, 75.0, 53.5)","(8.5, 9.6, 9.133333333333333)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:41.741693,"(2.2, 3.05, 2.59)","(10.0, 15.5, 13.833333333333334)","(4.4, 6.0, 5.2)","(31.0, 75.0, 53.5)","(8.5, 12.5, 11.85)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:42.786744,"(2.2, 3.05, 2.635)","(10.0, 15.5, 13.833333333333334)","(4.4, 6.0, 5.2)","(31.0, 75.0, 53.5)","(8.5, 13.0, 11.85)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:43.885014,"(2.2, 3.05, 2.4966666666666666)","(10.0, 17.5, 16.1)","(4.4, 6.0, 5.2)","(31.0, 75.0, 53.5)","(8.5, 13.0, 11.85)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:45.032117,"(2.2, 3.05, 2.4966666666666666)","(10.0, 17.5, 14.833333333333332)","(4.4, 6.0, 5.2)","(31.0, 75.0, 53.5)","(8.5, 13.0, 11.85)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:46.129725,"(2.2, 3.05, 2.4966666666666666)","(10.0, 17.0, 14.833333333333332)","(4.4, 6.0, 5.2)","(31.0, 75.0, 53.5)","(8.5, 13.0, 11.85)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:47.317952,"(2.2, 3.05, 2.884)","(10.0, 17.5, 16.1)","(4.4, 6.0, 5.2)","(31.0, 75.0, 53.5)","(8.5, 13.0, 11.85)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
12-01-2023 13:33:48.576883,"(2.2, 3.05, 2.884)","(10.0, 17.5, 16.1)","(4.4, 6.0, 5.2)","(31.0, 75.0, 53.5)","(8.5, 13.0, 12.120000000000001)","(12.0, 23.0, 18.0)","(3.5, 5.7, 5.3100000000000005)"
