,Olsen Gang,Surface,Radley Erskin,Cosmic Journey,Sadie Seahorse,Arctic Blizzard,Willina Charm,Twist And Shake
14-12-2022 13:16:51.907612,"(41.0, 280.0, 134.8)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.8545454545454545)","(8.5, 17.0, 9.942857142857143)","(7.0, 12.5, 10.15)","(14.0, 30.0, 27.416666666666668)","(5.0, 11.0, 6.666666666666666)","(2.0, 2.96, 2.5984615384615384)"
14-12-2022 13:16:53.125521,"(41.0, 280.0, 134.8)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.9)","(8.5, 17.0, 9.942857142857143)","(7.0, 12.5, 10.5875)","(14.0, 30.0, 27.416666666666668)","(5.0, 11.0, 6.666666666666666)","(2.0, 2.96, 2.5984615384615384)"
14-12-2022 13:16:54.332270,"(41.0, 280.0, 134.8)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.9)","(8.5, 17.0, 9.942857142857143)","(7.0, 12.5, 10.15)","(14.0, 30.0, 27.416666666666668)","(5.0, 11.0, 6.666666666666666)","(2.0, 2.96, 2.5984615384615384)"
14-12-2022 13:16:55.502386,"(41.0, 280.0, 134.8)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.9)","(8.5, 17.0, 9.942857142857143)","(7.0, 12.5, 10.866666666666667)","(14.0, 30.0, 27.416666666666668)","(5.0, 11.0, 6.666666666666666)","(2.0, 2.96, 2.5984615384615384)"
14-12-2022 13:16:56.638957,"(41.0, 280.0, 134.8)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.9)","(8.5, 17.0, 9.942857142857143)","(7.0, 12.5, 8.675)","(14.0, 30.0, 27.416666666666668)","(5.0, 11.0, 6.666666666666666)","(2.0, 2.96, 2.5984615384615384)"
14-12-2022 13:16:57.771772,"(41.0, 280.0, 134.8)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.9)","(8.5, 17.0, 9.942857142857143)","(7.0, 12.5, 8.675)","(14.0, 30.0, 25.571428571428573)","(5.0, 11.0, 7.142857142857142)","(2.0, 2.96, 2.586153846153846)"
14-12-2022 13:16:58.802547,"(41.0, 280.0, 134.8)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.9)","(8.5, 17.0, 9.942857142857143)","(7.0, 12.5, 10.35)","(14.0, 30.0, 25.714285714285715)","(5.0, 10.5, 7.142857142857142)","(2.0, 2.94, 2.586153846153846)"
14-12-2022 13:16:59.886345,"(41.0, 280.0, 134.8)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 5.215789473684211)","(8.5, 17.0, 9.942857142857143)","(7.0, 12.5, 10.35)","(14.0, 30.0, 25.714285714285715)","(5.0, 10.5, 7.142857142857142)","(2.0, 2.94, 2.586153846153846)"
14-12-2022 13:17:01.041462,"(41.0, 280.0, 134.8)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 5.215789473684211)","(8.5, 17.0, 9.942857142857143)","(7.0, 12.5, 10.35)","(14.0, 30.0, 25.714285714285715)","(5.0, 10.5, 7.142857142857142)","(2.0, 2.94, 2.586153846153846)"
14-12-2022 13:17:02.223200,"(41.0, 280.0, 134.8)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 5.215789473684211)","(8.5, 17.0, 9.942857142857143)","(7.0, 12.5, 10.35)","(14.0, 30.0, 25.714285714285715)","(5.0, 10.5, 7.142857142857142)","(2.0, 2.94, 2.586153846153846)"
14-12-2022 13:17:03.428201,"(41.0, 280.0, 58.46153846153846)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 5.215789473684211)","(8.5, 17.0, 9.942857142857143)","(7.0, 12.5, 10.35)","(14.0, 30.0, 25.714285714285715)","(5.0, 10.5, 7.142857142857142)","(2.0, 2.94, 2.586153846153846)"
14-12-2022 13:17:04.584273,"(41.0, 280.0, 89.6)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 5.215789473684211)","(8.5, 17.0, 11.05)","(7.0, 12.5, 10.35)","(14.0, 30.0, 25.714285714285715)","(5.0, 10.5, 7.142857142857142)","(2.0, 2.94, 2.586153846153846)"
14-12-2022 13:17:05.852570,"(41.0, 280.0, 89.6)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 5.215789473684211)","(8.5, 16.0, 11.05)","(7.0, 12.5, 10.35)","(14.0, 30.0, 25.714285714285715)","(5.0, 10.5, 7.142857142857142)","(2.0, 2.94, 2.586153846153846)"
14-12-2022 13:17:07.017140,"(41.0, 280.0, 89.6)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.966666666666667)","(8.5, 16.0, 11.05)","(7.0, 12.5, 10.35)","(14.0, 30.0, 25.714285714285715)","(5.0, 10.5, 8.2)","(2.0, 2.94, 2.586153846153846)"
14-12-2022 13:17:08.148699,"(41.0, 280.0, 89.6)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.966666666666667)","(8.5, 16.0, 11.05)","(7.0, 12.5, 10.35)","(14.0, 30.0, 25.714285714285715)","(5.0, 10.5, 8.454545454545455)","(2.0, 2.94, 2.586153846153846)"
14-12-2022 13:17:09.287287,"(41.0, 280.0, 89.6)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.966666666666667)","(8.5, 16.0, 11.05)","(7.0, 12.5, 10.866666666666667)","(14.0, 30.0, 27.416666666666668)","(5.0, 10.5, 7.875)","(2.0, 2.94, 2.5984615384615384)"
14-12-2022 13:17:10.405006,"(41.0, 280.0, 88.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.966666666666667)","(8.5, 16.0, 11.05)","(7.0, 12.5, 8.675)","(14.0, 30.0, 27.416666666666668)","(5.0, 11.0, 8.1)","(2.0, 2.96, 2.1814285714285715)"
14-12-2022 13:17:11.667178,"(41.0, 280.0, 88.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.225)","(7.0, 12.5, 10.866666666666667)","(14.0, 30.0, 27.416666666666668)","(5.0, 10.0, 7.75)","(2.0, 3.15, 2.1814285714285715)"
14-12-2022 13:17:12.897633,"(41.0, 280.0, 88.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.225)","(7.0, 12.5, 10.15)","(14.0, 30.0, 27.416666666666668)","(5.0, 10.0, 7.75)","(2.0, 3.15, 2.1814285714285715)"
14-12-2022 13:17:14.143020,"(41.0, 280.0, 88.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.225)","(7.0, 12.5, 10.866666666666667)","(14.0, 30.0, 27.416666666666668)","(5.0, 10.0, 7.75)","(2.0, 3.15, 2.528235294117647)"
14-12-2022 13:17:15.467180,"(41.0, 280.0, 88.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.75)","(8.5, 16.0, 10.225)","(7.0, 12.5, 10.866666666666667)","(14.0, 30.0, 27.416666666666668)","(5.0, 10.0, 8.3)","(2.0, 3.1, 2.528235294117647)"
14-12-2022 13:17:16.776195,"(41.0, 280.0, 88.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.225)","(7.0, 12.5, 10.15)","(14.0, 30.0, 27.416666666666668)","(5.0, 10.0, 8.3)","(2.0, 3.1, 2.528235294117647)"
14-12-2022 13:17:18.081465,"(41.0, 280.0, 91.19999999999999)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.225)","(7.0, 12.5, 10.5875)","(14.0, 30.0, 27.416666666666668)","(5.0, 10.0, 8.0)","(2.0, 3.1, 2.528235294117647)"
14-12-2022 13:17:19.323174,"(41.0, 280.0, 91.19999999999999)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.225)","(7.0, 12.5, 10.15)","(14.0, 30.0, 27.416666666666668)","(5.0, 10.0, 8.0)","(2.0, 3.1, 2.528235294117647)"
14-12-2022 13:17:20.615766,"(41.0, 280.0, 91.19999999999999)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.75)","(8.5, 16.0, 10.225)","(7.0, 12.5, 10.866666666666667)","(14.0, 30.0, 27.416666666666668)","(5.0, 10.0, 8.181818181818182)","(2.0, 3.1, 2.528235294117647)"
14-12-2022 13:17:21.882115,"(41.0, 280.0, 91.19999999999999)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.75)","(8.5, 16.0, 10.225)","(7.0, 12.5, 10.15)","(14.0, 30.0, 27.416666666666668)","(5.0, 10.0, 7.675000000000001)","(2.0, 3.1, 2.528235294117647)"
14-12-2022 13:17:23.182861,"(41.0, 280.0, 91.19999999999999)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.225)","(7.0, 12.5, 10.15)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.8, 7.675000000000001)","(2.0, 3.1, 2.528235294117647)"
14-12-2022 13:17:24.415955,"(41.0, 280.0, 88.25)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.225)","(7.0, 12.5, 10.15)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.8, 7.675000000000001)","(2.0, 3.1, 2.528235294117647)"
14-12-2022 13:17:25.686787,"(41.0, 280.0, 88.25)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.666666666666668)","(7.0, 12.5, 10.15)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.8, 7.300000000000001)","(2.0, 3.1, 2.528235294117647)"
14-12-2022 13:17:26.896845,"(41.0, 280.0, 88.25)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 5.038888888888889)","(8.5, 17.0, 10.666666666666668)","(7.0, 12.5, 10.15)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.8, 7.425000000000001)","(2.0, 3.1, 2.3200000000000003)"
14-12-2022 13:17:28.128608,"(41.0, 280.0, 85.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 5.038888888888889)","(8.5, 17.0, 10.666666666666668)","(7.0, 12.5, 10.15)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.8, 7.425000000000001)","(2.0, 3.1, 2.3200000000000003)"
14-12-2022 13:17:29.625881,"(41.0, 280.0, 85.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 5.038888888888889)","(8.5, 17.0, 10.666666666666668)","(7.0, 12.5, 10.15)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.8, 7.425000000000001)","(2.0, 3.1, 2.3200000000000003)"
14-12-2022 13:17:31.007669,"(41.0, 280.0, 85.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.9)","(8.5, 17.0, 10.666666666666668)","(7.0, 12.5, 10.15)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.8, 7.981818181818182)","(2.0, 3.1, 2.3200000000000003)"
14-12-2022 13:17:32.529853,"(41.0, 280.0, 85.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 12.5, 9.533333333333333)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.8, 7.35)","(2.0, 3.1, 2.3200000000000003)"
14-12-2022 13:17:33.954778,"(41.0, 280.0, 88.25)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 10.3)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.6, 7.35)","(2.0, 3.1, 2.11)"
14-12-2022 13:17:35.336251,"(41.0, 280.0, 88.25)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 5.215789473684211)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.533333333333333)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.6, 7.35)","(2.0, 3.1, 2.11)"
14-12-2022 13:17:36.712687,"(41.0, 280.0, 111.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 10.3)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.6, 7.9)","(2.0, 3.1, 2.56)"
14-12-2022 13:17:38.136915,"(41.0, 280.0, 111.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.533333333333333)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.6, 7.6)","(2.0, 3.1, 2.305)"
14-12-2022 13:17:39.570228,"(41.0, 280.0, 111.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 10.3)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.6, 7.6)","(2.0, 3.1, 2.305)"
14-12-2022 13:17:40.867723,"(41.0, 280.0, 111.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 10.3)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.6, 7.6)","(2.0, 3.1, 2.305)"
14-12-2022 13:17:42.229489,"(41.0, 280.0, 111.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 10.3)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.6, 8.1)","(2.0, 3.1, 2.305)"
14-12-2022 13:17:43.568139,"(41.0, 280.0, 111.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.533333333333333)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.6, 7.85)","(2.0, 3.1, 2.305)"
14-12-2022 13:17:44.787578,"(41.0, 280.0, 111.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.533333333333333)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.6, 7.85)","(2.0, 3.1, 2.305)"
14-12-2022 13:17:45.918617,"(41.0, 280.0, 111.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.5)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.6, 7.85)","(2.0, 3.1, 2.2675)"
14-12-2022 13:17:47.085297,"(41.0, 280.0, 111.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.316666666666666)","(8.5, 16.0, 10.06)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.416666666666668)","(5.0, 9.6, 7.775)","(2.0, 3.1, 2.2675)"
14-12-2022 13:17:48.265804,"(41.0, 280.0, 111.0)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.75)","(8.5, 16.0, 10.06)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 9.4, 8.2)","(2.0, 3.1, 2.2675)"
14-12-2022 13:17:49.502088,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.06)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 9.4, 8.6)","(2.0, 3.1, 2.2675)"
14-12-2022 13:17:50.741003,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.858333333333333)","(8.5, 16.0, 10.06)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 9.4, 8.2)","(2.0, 3.1, 2.48125)"
14-12-2022 13:17:51.995050,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.06)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 9.4, 8.3)","(2.0, 3.1, 2.29)"
14-12-2022 13:17:53.324413,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.06)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 9.4, 8.3)","(2.0, 3.1, 2.29)"
14-12-2022 13:17:54.682262,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.06)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 9.4, 8.3)","(2.0, 3.1, 2.29)"
14-12-2022 13:17:56.029959,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.858333333333333)","(8.5, 16.0, 10.06)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 9.4, 8.2)","(2.0, 3.1, 2.29)"
14-12-2022 13:17:57.411964,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.06)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 9.4, 8.466666666666667)","(2.0, 3.1, 2.101)"
14-12-2022 13:17:58.882055,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.06)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 9.1)","(2.0, 3.1, 2.3864285714285716)"
14-12-2022 13:18:00.212996,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.06)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 9.1)","(2.0, 3.1, 2.3864285714285716)"
14-12-2022 13:18:01.458984,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.06)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 9.1)","(2.0, 3.1, 2.3864285714285716)"
14-12-2022 13:18:02.667278,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.06)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 9.1)","(2.0, 3.1, 2.3864285714285716)"
14-12-2022 13:18:03.832521,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.06)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 8.466666666666667)","(2.0, 3.1, 2.3864285714285716)"
14-12-2022 13:18:05.178329,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 16.0, 10.06)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 8.466666666666667)","(2.0, 3.1, 2.29)"
14-12-2022 13:18:06.407834,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 8.466666666666667)","(2.0, 3.1, 2.29)"
14-12-2022 13:18:07.578182,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.316666666666666)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 8.466666666666667)","(2.0, 3.1, 2.29)"
14-12-2022 13:18:08.702863,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.316666666666666)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 8.466666666666667)","(2.0, 3.1, 2.29)"
14-12-2022 13:18:09.901501,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.316666666666666)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.29)"
14-12-2022 13:18:11.603017,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.29)"
14-12-2022 13:18:13.104524,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.29)"
14-12-2022 13:18:14.394600,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.233333333333333)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.29)"
14-12-2022 13:18:15.731884,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.29)"
14-12-2022 13:18:17.481120,"(41.0, 280.0, 102.58823529411765)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.29)"
14-12-2022 13:18:19.016966,"(41.0, 280.0, 135.14285714285714)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.3864285714285716)"
14-12-2022 13:18:20.346087,"(41.0, 280.0, 135.14285714285714)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.316666666666666)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.3864285714285716)"
14-12-2022 13:18:21.576480,"(41.0, 280.0, 135.14285714285714)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.316666666666666)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.3864285714285716)"
14-12-2022 13:18:22.864233,"(41.0, 280.0, 135.14285714285714)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.3864285714285716)"
14-12-2022 13:18:24.143033,"(41.0, 280.0, 135.14285714285714)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.3864285714285716)"
14-12-2022 13:18:25.414356,"(41.0, 280.0, 135.14285714285714)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.3864285714285716)"
14-12-2022 13:18:26.656595,"(41.0, 280.0, 135.14285714285714)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.800000000000001)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.3864285714285716)"
14-12-2022 13:18:27.882585,"(41.0, 280.0, 135.14285714285714)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.316666666666666)","(8.5, 17.0, 10.666666666666668)","(7.0, 13.0, 9.4)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.3864285714285716)"
14-12-2022 13:18:29.152621,"(41.0, 280.0, 135.14285714285714)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.65)","(8.5, 17.0, 12.125)","(7.0, 13.0, 8.542857142857143)","(14.0, 30.0, 27.785714285714285)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.3864285714285716)"
14-12-2022 13:18:30.377204,"(41.0, 280.0, 135.14285714285714)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.65)","(8.5, 17.0, 12.125)","(7.0, 13.0, 10.4)","(14.0, 30.0, 25.0)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.3661538461538463)"
14-12-2022 13:18:31.679328,"(41.0, 280.0, 135.14285714285714)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.65)","(8.5, 17.0, 13.3)","(7.0, 13.0, 9.666666666666666)","(14.0, 30.0, 25.0)","(5.0, 11.0, 6.363636363636364)","(2.0, 3.1, 2.3200000000000003)"
14-12-2022 13:18:32.932062,"(41.0, 280.0, 135.14285714285714)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.75)","(8.5, 17.0, 13.3)","(7.0, 13.0, 9.666666666666666)","(14.0, 30.0, 25.0)","(5.0, 11.0, 6.666666666666667)","(2.0, 3.1, 2.3200000000000003)"
14-12-2022 13:18:34.135044,"(41.0, 280.0, 135.14285714285714)","(51.0, 380.0, 147.05882352941177)","(4.4, 5.4, 4.75)","(8.5, 17.0, 11.9)","(7.0, 13.0, 11.683333333333334)","(14.0, 30.0, 28.125)","(5.0, 10.5, 6.318181818181818)","(2.0, 3.1, 2.9085714285714284)"
14-12-2022 13:18:35.369225,"(41.0, 280.0, 135.14285714285714)","(51.0, 380.0, 171.57894736842104)","(4.4, 5.4, 4.85)","(8.5, 16.5, 11.9)","(7.0, 12.5, 9.85)","(14.0, 30.0, 28.125)","(5.0, 10.5, 6.36)","(2.0, 3.05, 2.2600000000000002)"
14-12-2022 13:18:36.578369,"(41.0, 280.0, 135.14285714285714)","(51.0, 380.0, 171.57894736842104)","(4.4, 5.4, 4.85)","(8.5, 16.0, 13.155555555555555)","(7.0, 13.0, 10.307692307692308)","(14.0, 30.0, 29.875)","(5.0, 10.5, 6.36)","(2.0, 3.1, 2.386)"
