,Major Noah William,Pretty Reason,Dark Side Nz,Happy As,Kimchi,Manhattan Lass,Pocket More For Less Nz,Tackas Last Dance,Cobla Royale
15-12-2022 12:58:15.558028,"(9.0, 19.0, 11.666666666666666)","(6.5, 14.0, 13.025)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 14.6)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.225)"
15-12-2022 12:58:17.013654,"(9.0, 19.0, 11.666666666666666)","(6.5, 14.0, 13.025)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 14.6)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.225)"
15-12-2022 12:58:18.490840,"(9.0, 19.0, 11.666666666666666)","(6.5, 14.0, 13.025)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 14.6)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.225)"
15-12-2022 12:58:20.044308,"(9.0, 19.0, 11.666666666666666)","(6.5, 14.0, 13.025)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 14.6)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.225)"
15-12-2022 12:58:21.548778,"(9.0, 19.0, 11.666666666666666)","(6.5, 14.0, 13.025)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 14.6)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.225)"
15-12-2022 12:58:22.801886,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 22.454545454545453)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:24.115809,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 20.25)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:25.432975,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 20.25)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:26.671981,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 20.25)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:27.921059,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 20.25)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:29.090300,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 20.25)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:30.324136,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 20.25)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:31.570660,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:32.855332,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:34.193141,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:35.421245,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:36.664174,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:37.860478,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:39.104096,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:40.415993,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:41.766155,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:43.106019,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:44.442469,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:45.787643,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:47.159684,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:48.389427,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:49.646232,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:50.876044,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:52.044415,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:53.386938,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 15.0)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:54.729515,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 19.666666666666668)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:55.967212,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 19.666666666666668)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:57.236353,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 19.666666666666668)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:58.442007,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 19.666666666666668)","(6.0, 10.5, 9.65)"
15-12-2022 12:58:59.635270,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 19.666666666666668)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:00.841626,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 19.666666666666668)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:02.150422,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 19.666666666666668)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:03.442640,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 19.666666666666668)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:04.875805,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:06.339309,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:07.647249,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:09.090416,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:10.437271,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:11.883433,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:13.393835,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:15.016163,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:16.582687,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:18.292006,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:19.913481,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:21.377388,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:22.737886,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:24.091156,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:25.445179,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:26.811908,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:28.201284,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:29.588802,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:30.947252,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:32.278221,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:33.616470,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:34.917161,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 29.0, 17.333333333333332)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:36.260629,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 27.0, 18.25)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:37.549088,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 25.0, 18.25)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:38.934150,"(9.0, 19.0, 16.25)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(13.0, 25.0, 18.25)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:40.238060,"(9.0, 19.0, 18.42105263157895)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 25.0, 19.2)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:41.521435,"(9.0, 19.0, 18.42105263157895)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:42.829141,"(9.0, 19.0, 18.42105263157895)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:44.071139,"(9.0, 19.0, 18.42105263157895)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:45.363806,"(9.0, 19.0, 14.68)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:46.541083,"(9.0, 19.0, 14.68)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:47.619972,"(9.0, 19.0, 14.68)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:48.750332,"(9.0, 19.0, 14.68)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:49.906417,"(9.0, 19.0, 14.68)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:51.116695,"(9.0, 19.0, 14.68)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:52.360689,"(9.0, 19.0, 14.68)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:53.618573,"(9.0, 19.0, 14.68)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 19.2)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:54.873176,"(9.0, 19.0, 14.68)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:56.136996,"(9.0, 19.0, 14.68)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:57.411867,"(9.0, 19.0, 14.68)","(6.5, 14.0, 12.48)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 12:59:58.723061,"(9.0, 19.0, 14.68)","(6.5, 14.0, 11.466666666666667)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 13:00:00.009883,"(9.0, 19.0, 14.68)","(6.5, 14.0, 11.466666666666667)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 13:00:01.309174,"(9.0, 19.0, 14.68)","(6.5, 14.0, 11.466666666666667)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 34.4)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 17.2)","(6.0, 10.5, 9.65)"
15-12-2022 13:00:02.620676,"(9.0, 19.0, 14.68)","(6.5, 14.0, 11.466666666666667)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 47.42857142857143)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 22.75)","(6.0, 10.5, 9.65)"
15-12-2022 13:00:04.027021,"(9.0, 19.0, 15.971428571428572)","(6.5, 14.0, 13.075)","(41.0, 99999, 99990)","(2.2, 4.0, 2.9942857142857147)","(26.0, 80.0, 47.42857142857143)","(12.0, 24.0, 15.666666666666668)","(4.8, 99999, 99990)","(14.0, 32.0, 22.75)","(6.0, 10.5, 9.65)"
