,Disguise,Destini Rebel,Lily Luna Potter,Cement Mixer,Tiger Newly,Thats Rare,Paddy The Baddy,Aston Randal
10-01-2023 14:15:03.517751,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 19.0, 13.654545454545454)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 9.6, 8.133333333333333)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:04.669236,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 18.5, 13.427272727272726)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 9.6, 8.133333333333333)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:05.789739,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 18.5, 13.427272727272726)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 9.6, 8.133333333333333)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:06.804956,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 18.5, 13.427272727272726)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 9.6, 8.133333333333333)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:07.912732,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 18.5, 13.427272727272726)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 9.6, 8.133333333333333)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:09.068791,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 18.5, 13.427272727272726)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 9.6, 8.133333333333333)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:10.295971,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 18.5, 13.427272727272726)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 9.6, 6.966666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:11.461219,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 18.5, 13.427272727272726)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 10.5, 8.4)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:12.578679,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 18.5, 13.427272727272726)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.4)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:13.764974,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 18.5, 14.1)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.4)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:14.966643,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 19.0, 14.1)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.4)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:16.237364,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 19.0, 14.1)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.4)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:17.487876,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 19.0, 14.1)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.4)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:18.714060,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 19.0, 14.1)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.4)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:19.902647,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 19.0, 14.1)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.4)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:21.056632,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 19.0, 14.1)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.4)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:22.229708,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 19.0, 14.1)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.4)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:23.414519,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 19.0, 14.1)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.4)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:24.629858,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 19.0, 14.1)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.4)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:25.920272,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 19.0, 14.1)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.4)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:27.141079,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 19.0, 14.1)","(6.0, 12.5, 10.466666666666667)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.4)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:28.333539,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.08)","(6.0, 11.0, 8.24)","(8.5, 19.0, 14.1)","(6.0, 12.5, 9.55)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.4)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:29.582583,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 9.825000000000001)","(6.0, 11.0, 8.24)","(8.5, 19.0, 14.1)","(6.0, 12.5, 11.32)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 7.65)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:30.782081,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 9.825000000000001)","(6.0, 11.0, 8.24)","(8.5, 19.0, 14.1)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 7.65)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:31.932005,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 9.825000000000001)","(6.0, 11.0, 8.24)","(8.5, 19.0, 14.1)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 7.65)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:33.089789,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 9.825000000000001)","(6.0, 11.0, 8.24)","(8.5, 19.0, 14.1)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 7.65)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:34.319136,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 9.825000000000001)","(6.0, 11.0, 9.466666666666667)","(8.5, 19.0, 13.666666666666668)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 9.32857142857143)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:35.576301,"(3.3, 5.7, 4.331818181818182)","(8.5, 17.0, 12.216666666666667)","(6.0, 11.0, 8.8)","(8.5, 19.0, 15.307692307692307)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:36.788844,"(3.3, 5.7, 4.23)","(8.5, 17.0, 13.5)","(6.0, 11.0, 8.8)","(8.5, 19.0, 11.166666666666666)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:37.981959,"(3.3, 5.7, 4.23)","(8.5, 17.0, 13.5)","(6.0, 11.0, 8.24)","(8.5, 19.0, 11.166666666666666)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:39.120966,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.5)","(6.0, 11.0, 8.24)","(8.5, 19.0, 11.166666666666666)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:40.314655,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.5)","(6.0, 11.0, 9.0875)","(8.5, 19.0, 11.166666666666666)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:41.512060,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.5)","(6.0, 11.0, 9.0875)","(8.5, 19.0, 11.166666666666666)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:42.747180,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 13.5)","(6.0, 11.0, 9.0875)","(8.5, 19.0, 11.166666666666666)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:44.161171,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 12.333333333333332)","(6.0, 11.0, 9.0875)","(8.5, 19.0, 10.871428571428572)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:45.465311,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 12.333333333333332)","(6.0, 11.0, 9.0875)","(8.5, 18.5, 10.871428571428572)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:46.743430,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 12.333333333333332)","(6.0, 11.0, 9.0875)","(8.5, 18.5, 10.871428571428572)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:48.233103,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 12.333333333333332)","(6.0, 11.0, 9.0875)","(8.5, 18.5, 10.871428571428572)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:49.432190,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 12.333333333333332)","(6.0, 11.0, 9.0875)","(8.5, 18.5, 10.871428571428572)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:50.836309,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 12.333333333333332)","(6.0, 11.0, 9.0875)","(8.5, 18.5, 10.871428571428572)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:52.005881,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 12.333333333333332)","(6.0, 11.0, 9.0875)","(8.5, 18.5, 10.871428571428572)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:53.138555,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 12.333333333333332)","(6.0, 11.0, 9.0875)","(8.5, 18.5, 14.3)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:54.238303,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 12.333333333333332)","(6.0, 11.0, 9.0875)","(8.5, 19.0, 14.3)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:55.307716,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 12.333333333333332)","(6.0, 11.0, 9.0875)","(8.5, 19.0, 14.3)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:56.460095,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 12.333333333333332)","(6.0, 11.0, 9.0875)","(8.5, 19.0, 14.3)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:57.597252,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 12.333333333333332)","(6.0, 11.0, 9.0875)","(8.5, 19.0, 14.3)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:58.695652,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 12.333333333333332)","(6.0, 11.0, 9.0875)","(8.5, 19.0, 14.3)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:15:59.732521,"(3.3, 5.7, 4.416666666666667)","(8.5, 17.0, 12.333333333333332)","(6.0, 11.0, 9.0875)","(8.5, 19.0, 14.3)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:16:00.955681,"(3.3, 5.7, 4.23)","(8.5, 17.0, 12.333333333333332)","(6.0, 11.0, 8.857142857142858)","(8.5, 19.0, 14.3)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:16:02.183376,"(3.3, 5.7, 4.23)","(8.5, 17.0, 10.174999999999999)","(6.0, 11.0, 8.6)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 12.3125)"
10-01-2023 14:16:03.394307,"(3.3, 5.7, 4.23)","(8.5, 17.0, 10.174999999999999)","(6.0, 11.0, 8.6)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 10.6)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.466666666666667)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:04.561318,"(3.3, 5.7, 4.23)","(8.5, 17.0, 10.174999999999999)","(6.0, 11.0, 8.6)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:05.740445,"(3.3, 5.7, 4.23)","(8.5, 17.0, 10.174999999999999)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:06.861028,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.174999999999999)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:07.957453,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.174999999999999)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:09.138055,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.174999999999999)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:10.350089,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.174999999999999)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:11.496564,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.174999999999999)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:12.589198,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.174999999999999)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:13.675831,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.174999999999999)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:14.814776,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:15.938510,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:17.108145,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:18.175486,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:19.294191,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:20.425265,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:21.520982,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:22.709051,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:23.825732,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:24.907950,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:25.954690,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:26.986017,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:28.183339,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:29.265771,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:30.312457,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:31.365128,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:32.457979,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:33.644672,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:34.834892,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:35.942878,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:37.048352,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:38.180635,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:39.394741,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.550000000000001)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 11.075)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:40.631052,"(3.3, 5.7, 3.8187499999999996)","(8.5, 17.0, 10.35)","(6.0, 11.0, 9.275)","(8.5, 19.0, 15.866666666666667)","(6.0, 12.5, 10.733333333333334)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.85)","(10.0, 25.0, 13.722222222222221)"
10-01-2023 14:16:41.830098,"(3.3, 5.7, 4.445833333333333)","(8.5, 17.0, 10.35)","(6.0, 11.0, 9.533333333333333)","(8.5, 19.0, 16.314285714285717)","(6.0, 12.5, 11.911111111111111)","(4.6, 5.1, 4.81875)","(5.5, 10.0, 8.645454545454545)","(10.0, 25.0, 16.541666666666664)"
10-01-2023 14:16:42.990590,"(3.3, 5.7, 4.569230769230769)","(8.5, 17.0, 10.35)","(6.0, 11.0, 7.85)","(8.5, 19.0, 16.314285714285717)","(6.0, 12.5, 11.911111111111111)","(4.6, 5.1, 4.81875)","(5.5, 10.5, 8.375)","(10.0, 25.0, 16.541666666666664)"
