,Erupting Avatar,Liberty Royal,Wagtail Demon,Emmas Image,Leo Giblet,Hillbilly Joker,Afro Puff,Reel It In
15-12-2022 13:12:43.464451,"(6.5, 12.0, 9.5)","(5.5, 11.0, 10.3125)","(2.5, 3.35, 2.842142857142857)","(6.5, 9.8, 8.2)","(5.5, 9.4, 7.4)","(9.0, 25.0, 11.95)","(14.0, 42.0, 32.19230769230769)","(15.0, 38.0, 23.9375)"
15-12-2022 13:12:44.600476,"(6.5, 12.0, 9.5)","(5.5, 11.0, 9.2)","(2.5, 3.55, 2.9725)","(6.5, 9.8, 8.2)","(5.5, 9.4, 7.4)","(9.0, 25.0, 11.95)","(14.0, 42.0, 32.19230769230769)","(15.0, 38.0, 25.5)"
15-12-2022 13:12:45.768002,"(6.5, 12.0, 9.5)","(5.5, 11.0, 9.2)","(2.5, 3.55, 2.871)","(6.5, 9.8, 8.2)","(5.5, 9.4, 7.4)","(9.0, 25.0, 11.95)","(14.0, 42.0, 32.19230769230769)","(15.0, 38.0, 25.5)"
15-12-2022 13:12:46.936890,"(6.5, 12.0, 9.5)","(5.5, 11.0, 9.2)","(2.5, 3.55, 2.871)","(6.5, 9.8, 8.2)","(5.5, 9.4, 7.4)","(9.0, 25.0, 11.95)","(14.0, 42.0, 32.19230769230769)","(15.0, 38.0, 25.5)"
15-12-2022 13:12:48.146759,"(6.5, 12.0, 9.5)","(5.5, 11.0, 6.949999999999999)","(2.5, 3.5, 2.6)","(6.5, 9.8, 8.3)","(5.5, 9.2, 7.3)","(9.0, 25.0, 12.85)","(14.0, 42.0, 29.5)","(15.0, 38.0, 24.666666666666664)"
15-12-2022 13:12:49.362090,"(6.5, 12.0, 8.879999999999999)","(5.5, 11.0, 6.949999999999999)","(2.5, 3.5, 2.6)","(6.5, 9.8, 8.4)","(5.5, 9.2, 7.3)","(9.0, 25.0, 12.85)","(14.0, 42.0, 29.5)","(15.0, 38.0, 24.666666666666664)"
15-12-2022 13:12:50.595842,"(6.5, 12.0, 9.975)","(5.5, 11.0, 6.949999999999999)","(2.5, 3.5, 2.6)","(6.5, 9.8, 8.4)","(5.5, 9.2, 7.3)","(9.0, 25.0, 12.85)","(14.0, 42.0, 29.5)","(15.0, 38.0, 25.555555555555557)"
15-12-2022 13:12:51.779435,"(6.5, 12.0, 9.975)","(5.5, 11.0, 8.642857142857142)","(2.5, 3.5, 2.6)","(6.5, 9.8, 8.4)","(5.5, 9.2, 6.414285714285714)","(9.0, 25.0, 12.85)","(14.0, 42.0, 29.5)","(15.0, 40.0, 30.892857142857142)"
15-12-2022 13:12:52.886411,"(6.5, 12.0, 10.333333333333334)","(5.5, 11.0, 9.058823529411764)","(2.5, 3.5, 2.6)","(6.5, 9.8, 8.3)","(5.5, 9.2, 7.3)","(9.0, 25.0, 12.85)","(14.0, 42.0, 29.5)","(15.0, 40.0, 26.11111111111111)"
15-12-2022 13:12:53.922330,"(6.5, 12.0, 9.6)","(5.5, 11.0, 9.058823529411764)","(2.5, 3.5, 2.6)","(6.5, 9.8, 8.4)","(5.5, 9.2, 7.3)","(9.0, 25.0, 12.85)","(14.0, 42.0, 29.5)","(15.0, 40.0, 26.11111111111111)"
15-12-2022 13:12:54.952454,"(6.5, 12.0, 9.5)","(5.5, 11.0, 9.058823529411764)","(2.5, 3.5, 2.6)","(6.5, 9.8, 8.4)","(5.5, 9.2, 7.3)","(9.0, 25.0, 12.85)","(14.0, 42.0, 29.5)","(15.0, 40.0, 26.11111111111111)"
15-12-2022 13:12:56.071837,"(6.5, 12.0, 9.5)","(5.5, 11.0, 9.058823529411764)","(2.5, 3.5, 2.6)","(6.5, 9.8, 8.3)","(5.5, 9.2, 6.414285714285714)","(9.0, 25.0, 12.85)","(14.0, 42.0, 29.5)","(15.0, 40.0, 26.11111111111111)"
15-12-2022 13:12:57.231497,"(6.5, 12.0, 9.5)","(5.5, 11.0, 9.058823529411764)","(2.5, 3.5, 2.6)","(6.5, 9.8, 8.3)","(5.5, 9.2, 6.414285714285714)","(9.0, 25.0, 12.85)","(14.0, 42.0, 29.5)","(15.0, 40.0, 26.11111111111111)"
15-12-2022 13:12:58.474400,"(6.5, 12.0, 9.5)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.5, 2.941538461538461)","(6.5, 9.8, 8.4)","(5.5, 9.2, 9.433333333333334)","(9.0, 25.0, 12.85)","(14.0, 42.0, 19.083333333333332)","(15.0, 40.0, 27.75)"
15-12-2022 13:12:59.644054,"(6.5, 12.0, 9.975)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.55, 2.941538461538461)","(6.5, 9.8, 8.4)","(5.5, 9.8, 9.433333333333334)","(9.0, 25.0, 12.85)","(14.0, 42.0, 19.083333333333332)","(15.0, 40.0, 27.75)"
15-12-2022 13:13:00.728681,"(6.5, 12.0, 9.975)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.55, 2.662)","(6.5, 9.8, 8.866666666666667)","(5.5, 9.8, 9.433333333333334)","(9.0, 25.0, 12.85)","(14.0, 42.0, 19.083333333333332)","(15.0, 40.0, 27.75)"
15-12-2022 13:13:01.849375,"(6.5, 12.0, 9.975)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.55, 2.662)","(6.5, 9.8, 8.866666666666667)","(5.5, 9.8, 9.433333333333334)","(9.0, 25.0, 12.85)","(14.0, 42.0, 19.083333333333332)","(15.0, 40.0, 27.75)"
15-12-2022 13:13:02.895502,"(6.5, 12.0, 9.975)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.55, 2.662)","(6.5, 9.8, 8.866666666666667)","(5.5, 9.8, 8.3)","(9.0, 25.0, 12.85)","(14.0, 42.0, 19.083333333333332)","(15.0, 40.0, 27.75)"
15-12-2022 13:13:04.044580,"(6.5, 12.0, 9.6)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.5, 2.705)","(6.5, 9.8, 8.5)","(5.5, 9.8, 9.066666666666666)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.125)","(15.0, 40.0, 27.75)"
15-12-2022 13:13:05.263989,"(6.5, 12.0, 9.6)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.5, 2.705)","(6.5, 9.8, 8.5)","(5.5, 9.8, 7.4)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.125)","(15.0, 40.0, 27.75)"
15-12-2022 13:13:06.439556,"(6.5, 12.0, 9.5)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.5, 2.705)","(6.5, 9.8, 8.4)","(5.5, 9.8, 6.425)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.125)","(15.0, 40.0, 28.75)"
15-12-2022 13:13:07.629044,"(6.5, 12.0, 9.5)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.5, 2.705)","(6.5, 9.8, 8.4)","(5.5, 9.8, 6.425)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.125)","(15.0, 42.0, 28.75)"
15-12-2022 13:13:08.828152,"(6.5, 12.0, 9.5)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.5, 2.705)","(6.5, 9.8, 8.4)","(5.5, 9.8, 6.425)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.125)","(15.0, 42.0, 28.75)"
15-12-2022 13:13:09.979748,"(6.5, 12.0, 9.5)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.5, 2.705)","(6.5, 9.8, 8.5)","(5.5, 9.8, 7.4)","(9.0, 25.0, 12.85)","(14.0, 42.0, 19.083333333333332)","(15.0, 42.0, 26.444444444444443)"
15-12-2022 13:13:11.072469,"(6.5, 12.0, 9.5)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.55, 2.662)","(6.5, 9.8, 8.5)","(5.5, 9.8, 7.4)","(9.0, 25.0, 12.85)","(14.0, 42.0, 19.083333333333332)","(15.0, 42.0, 26.444444444444443)"
15-12-2022 13:13:12.101774,"(6.5, 12.0, 9.975)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.55, 2.662)","(6.5, 9.8, 8.5)","(5.5, 9.8, 7.4)","(9.0, 25.0, 12.85)","(14.0, 42.0, 19.083333333333332)","(15.0, 42.0, 26.444444444444443)"
15-12-2022 13:13:13.184952,"(6.5, 12.0, 9.975)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.55, 2.7729999999999997)","(6.5, 9.8, 9.008333333333333)","(5.5, 9.8, 6.425)","(9.0, 25.0, 12.85)","(14.0, 42.0, 19.083333333333332)","(15.0, 42.0, 26.444444444444443)"
15-12-2022 13:13:14.374106,"(6.5, 12.0, 9.975)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.55, 2.7729999999999997)","(6.5, 9.8, 8.600000000000001)","(5.5, 9.8, 6.425)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.125)","(15.0, 42.0, 28.25)"
15-12-2022 13:13:15.573714,"(6.5, 12.0, 10.05)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.55, 2.7729999999999997)","(6.5, 9.8, 8.7)","(5.5, 9.8, 7.4)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.125)","(15.0, 42.0, 28.25)"
15-12-2022 13:13:16.733880,"(6.5, 12.0, 9.5)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.55, 2.7729999999999997)","(6.5, 9.8, 8.7)","(5.5, 9.8, 7.5)","(9.0, 25.0, 12.85)","(14.0, 42.0, 29.954545454545453)","(15.0, 42.0, 27.27777777777778)"
15-12-2022 13:13:17.921007,"(6.5, 12.0, 9.5)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.55, 2.7729999999999997)","(6.5, 9.8, 8.7)","(5.5, 9.6, 7.5)","(9.0, 25.0, 12.85)","(14.0, 42.0, 29.954545454545453)","(15.0, 42.0, 27.27777777777778)"
15-12-2022 13:13:19.037789,"(6.5, 12.0, 9.5)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.55, 2.7729999999999997)","(6.5, 9.8, 8.7)","(5.5, 9.6, 6.5285714285714285)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.75)","(15.0, 42.0, 27.27777777777778)"
15-12-2022 13:13:20.126654,"(6.5, 12.0, 9.5)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.55, 2.7729999999999997)","(6.5, 9.8, 8.600000000000001)","(5.5, 9.6, 6.5285714285714285)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.75)","(15.0, 42.0, 27.27777777777778)"
15-12-2022 13:13:21.194543,"(6.5, 12.0, 9.5)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.55, 2.7729999999999997)","(6.5, 9.8, 8.600000000000001)","(5.5, 9.6, 6.5285714285714285)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.75)","(15.0, 42.0, 27.27777777777778)"
15-12-2022 13:13:22.240147,"(6.5, 12.0, 9.5)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.55, 2.7729999999999997)","(6.5, 9.8, 8.7)","(5.5, 9.6, 8.2875)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.75)","(15.0, 42.0, 28.25)"
15-12-2022 13:13:23.321464,"(6.5, 12.0, 9.5)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.55, 2.875)","(6.5, 9.8, 8.7)","(5.5, 9.6, 8.2875)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.75)","(15.0, 42.0, 28.25)"
15-12-2022 13:13:24.518697,"(6.5, 12.0, 9.5)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.6, 2.875)","(6.5, 9.8, 8.7)","(5.5, 9.6, 8.2875)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.75)","(15.0, 42.0, 28.25)"
15-12-2022 13:13:25.736339,"(6.5, 12.0, 9.5)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.6, 2.672)","(6.5, 9.8, 8.600000000000001)","(5.5, 9.6, 7.690909090909091)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.125)","(15.0, 42.0, 26.444444444444443)"
15-12-2022 13:13:26.981431,"(6.5, 12.0, 9.975)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.6, 2.704)","(6.5, 9.8, 8.2)","(5.5, 9.6, 7.5)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.125)","(15.0, 42.0, 26.444444444444443)"
15-12-2022 13:13:28.175339,"(6.5, 12.0, 9.975)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.6, 2.704)","(6.5, 9.8, 8.2)","(5.5, 9.6, 7.5)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.125)","(15.0, 42.0, 26.444444444444443)"
15-12-2022 13:13:29.398440,"(6.5, 12.0, 9.975)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.6, 2.704)","(6.5, 9.8, 8.2)","(5.5, 9.6, 7.4)","(9.0, 25.0, 12.85)","(14.0, 42.0, 29.954545454545453)","(15.0, 42.0, 27.0)"
15-12-2022 13:13:30.546349,"(6.5, 12.0, 10.333333333333334)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.6, 2.704)","(6.5, 9.8, 8.2)","(5.5, 9.4, 7.4)","(9.0, 25.0, 12.85)","(14.0, 42.0, 29.954545454545453)","(15.0, 42.0, 27.0)"
15-12-2022 13:13:31.683890,"(6.5, 12.0, 10.846153846153847)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.6, 2.704)","(6.5, 9.8, 9.008333333333333)","(5.5, 9.4, 6.4714285714285715)","(9.0, 25.0, 12.85)","(14.0, 42.0, 29.954545454545453)","(15.0, 42.0, 27.0)"
15-12-2022 13:13:32.739759,"(6.5, 12.0, 10.846153846153847)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.6, 2.704)","(6.5, 9.8, 9.008333333333333)","(5.5, 9.4, 6.4714285714285715)","(9.0, 25.0, 12.85)","(14.0, 42.0, 29.954545454545453)","(15.0, 42.0, 27.0)"
15-12-2022 13:13:33.793694,"(6.5, 12.0, 10.846153846153847)","(5.5, 11.0, 10.541666666666666)","(2.5, 3.6, 2.8366666666666664)","(6.5, 9.8, 8.657142857142858)","(5.5, 9.4, 8.0125)","(9.0, 25.0, 12.85)","(14.0, 42.0, 29.954545454545453)","(15.0, 42.0, 27.0)"
15-12-2022 13:13:34.918444,"(6.5, 12.0, 10.846153846153847)","(5.5, 11.0, 7.025)","(2.5, 3.55, 3.1487499999999997)","(6.5, 9.8, 8.657142857142858)","(5.5, 9.2, 8.0125)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.75)","(15.0, 42.0, 27.0)"
15-12-2022 13:13:36.084464,"(6.5, 12.0, 10.846153846153847)","(5.5, 11.0, 8.10909090909091)","(2.5, 3.55, 2.977272727272727)","(6.5, 9.8, 8.3)","(5.5, 9.2, 8.0125)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.75)","(15.0, 42.0, 26.444444444444443)"
15-12-2022 13:13:37.281845,"(6.5, 12.0, 10.846153846153847)","(5.5, 11.0, 8.10909090909091)","(2.5, 3.55, 2.977272727272727)","(6.5, 9.8, 8.3)","(5.5, 9.2, 7.472727272727273)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.75)","(15.0, 42.0, 26.444444444444443)"
15-12-2022 13:13:38.463770,"(6.5, 12.0, 10.846153846153847)","(5.5, 11.0, 8.10909090909091)","(2.5, 3.55, 2.765)","(6.5, 9.8, 8.4)","(5.5, 9.2, 7.35)","(9.0, 25.0, 12.85)","(14.0, 42.0, 25.75)","(15.0, 42.0, 26.444444444444443)"
15-12-2022 13:13:39.690200,"(6.5, 12.0, 10.846153846153847)","(5.5, 11.0, 8.10909090909091)","(2.5, 3.5, 2.87)","(6.5, 9.8, 8.4)","(5.5, 9.2, 7.35)","(9.0, 25.0, 13.3)","(14.0, 42.0, 19.083333333333332)","(15.0, 42.0, 26.444444444444443)"
15-12-2022 13:13:40.814370,"(6.5, 12.0, 10.846153846153847)","(5.5, 11.0, 8.10909090909091)","(2.5, 3.5, 2.87)","(6.5, 9.8, 8.4)","(5.5, 9.2, 7.35)","(9.0, 25.0, 13.3)","(14.0, 42.0, 19.083333333333332)","(15.0, 42.0, 26.444444444444443)"
15-12-2022 13:13:41.870935,"(6.5, 12.0, 10.4)","(5.5, 11.0, 8.10909090909091)","(2.5, 3.5, 2.87)","(6.5, 9.8, 8.4)","(5.5, 9.2, 7.35)","(9.0, 25.0, 11.95)","(14.0, 42.0, 30.40909090909091)","(15.0, 42.0, 27.0)"
15-12-2022 13:13:42.885621,"(6.5, 12.0, 9.7)","(5.5, 11.0, 8.10909090909091)","(2.5, 3.5, 2.87)","(6.5, 9.8, 8.3)","(5.5, 9.2, 6.414285714285714)","(9.0, 25.0, 11.95)","(14.0, 42.0, 30.40909090909091)","(15.0, 42.0, 27.0)"
15-12-2022 13:13:43.987990,"(6.5, 12.0, 9.7)","(5.5, 11.0, 8.10909090909091)","(2.5, 3.5, 2.87)","(6.5, 9.8, 8.072727272727272)","(5.5, 9.2, 6.414285714285714)","(9.0, 25.0, 11.95)","(14.0, 42.0, 30.40909090909091)","(15.0, 42.0, 27.0)"
15-12-2022 13:13:45.127946,"(6.5, 12.0, 9.7)","(5.5, 11.0, 8.10909090909091)","(2.5, 3.5, 2.87)","(6.5, 9.6, 8.072727272727272)","(5.5, 9.2, 6.414285714285714)","(9.0, 25.0, 11.95)","(14.0, 42.0, 30.40909090909091)","(15.0, 42.0, 27.0)"
15-12-2022 13:13:46.387006,"(6.5, 12.0, 9.7)","(5.5, 11.0, 8.10909090909091)","(2.5, 3.55, 2.9881818181818183)","(6.5, 9.6, 8.181818181818182)","(5.5, 9.2, 7.3)","(9.0, 25.0, 11.95)","(14.0, 42.0, 26.375)","(15.0, 42.0, 27.0)"
15-12-2022 13:13:47.601771,"(6.5, 12.0, 9.7)","(5.5, 11.0, 8.10909090909091)","(2.5, 3.55, 2.9881818181818183)","(6.5, 9.6, 8.181818181818182)","(5.5, 9.2, 8.0125)","(9.0, 25.0, 11.95)","(14.0, 42.0, 26.375)","(15.0, 42.0, 27.0)"
15-12-2022 13:13:48.858580,"(6.5, 12.0, 9.7)","(5.5, 11.0, 8.10909090909091)","(2.5, 3.55, 2.9881818181818183)","(6.5, 9.6, 8.022222222222222)","(5.5, 9.2, 7.472727272727273)","(9.0, 25.0, 11.95)","(14.0, 42.0, 26.375)","(15.0, 42.0, 26.444444444444443)"
15-12-2022 13:13:50.047583,"(6.5, 12.0, 9.975)","(5.5, 11.0, 8.10909090909091)","(2.5, 3.55, 2.7910526315789475)","(6.5, 9.8, 8.3)","(5.5, 9.2, 7.35)","(9.0, 25.0, 11.95)","(14.0, 42.0, 19.083333333333332)","(15.0, 42.0, 26.444444444444443)"
15-12-2022 13:13:51.217507,"(6.5, 12.0, 9.975)","(5.5, 11.0, 8.10909090909091)","(2.5, 3.5, 2.7778947368421054)","(6.5, 9.8, 8.3)","(5.5, 9.2, 7.35)","(9.0, 25.0, 11.95)","(14.0, 42.0, 29.75)","(15.0, 42.0, 28.25)"
15-12-2022 13:13:52.435908,"(6.5, 12.0, 10.05)","(5.5, 11.0, 8.10909090909091)","(2.5, 3.5, 2.9536363636363636)","(6.5, 9.8, 8.633333333333333)","(5.5, 9.2, 7.454545454545455)","(9.0, 25.0, 11.95)","(14.0, 42.0, 29.75)","(15.0, 42.0, 28.25)"
15-12-2022 13:13:53.542305,"(6.5, 12.0, 9.5)","(5.5, 11.0, 9.0125)","(2.5, 3.45, 2.856666666666667)","(6.5, 9.8, 8.633333333333333)","(5.5, 9.8, 6.575)","(9.0, 25.0, 11.95)","(14.0, 42.0, 29.75)","(15.0, 42.0, 28.25)"
15-12-2022 13:13:54.644157,"(6.5, 12.0, 9.5)","(5.5, 11.0, 9.0125)","(2.5, 3.45, 2.856666666666667)","(6.5, 9.8, 8.633333333333333)","(5.5, 9.8, 6.425)","(9.0, 25.0, 11.95)","(14.0, 42.0, 31.09090909090909)","(15.0, 42.0, 27.27777777777778)"
15-12-2022 13:13:55.633366,"(6.5, 12.0, 9.5)","(5.5, 11.0, 7.175000000000001)","(2.5, 3.45, 2.856666666666667)","(6.5, 9.8, 8.507692307692308)","(5.5, 9.8, 7.4)","(9.0, 25.0, 11.95)","(14.0, 42.0, 27.3125)","(15.0, 42.0, 27.27777777777778)"
15-12-2022 13:13:56.762712,"(6.5, 12.0, 9.5)","(5.5, 11.0, 7.175000000000001)","(2.5, 3.45, 2.856666666666667)","(6.5, 9.6, 8.290909090909091)","(5.5, 9.8, 7.4)","(9.0, 25.0, 11.95)","(14.0, 42.0, 27.3125)","(15.0, 42.0, 27.27777777777778)"
15-12-2022 13:13:57.988911,"(6.5, 12.0, 9.5)","(5.5, 11.0, 7.175000000000001)","(2.5, 3.45, 2.856666666666667)","(6.5, 9.6, 8.290909090909091)","(5.5, 9.8, 7.4)","(9.0, 25.0, 11.95)","(14.0, 42.0, 27.3125)","(15.0, 42.0, 27.27777777777778)"
15-12-2022 13:13:59.160996,"(6.5, 12.0, 9.5)","(5.5, 11.0, 7.1)","(2.5, 3.45, 2.856666666666667)","(6.5, 9.6, 8.4)","(5.5, 9.8, 6.425)","(9.0, 25.0, 11.95)","(14.0, 42.0, 27.3125)","(15.0, 42.0, 32.17857142857143)"
15-12-2022 13:14:00.254713,"(6.5, 12.0, 9.5)","(5.5, 11.0, 7.1)","(2.5, 3.45, 2.856666666666667)","(6.5, 9.6, 8.4)","(5.5, 9.8, 6.425)","(9.0, 25.0, 11.95)","(14.0, 42.0, 32.57692307692308)","(15.0, 42.0, 32.17857142857143)"
15-12-2022 13:14:01.260208,"(6.5, 12.0, 9.5)","(5.5, 11.0, 7.1)","(2.5, 3.45, 2.856666666666667)","(6.5, 9.6, 8.4)","(5.5, 9.8, 6.425)","(9.0, 25.0, 11.95)","(14.0, 42.0, 32.57692307692308)","(15.0, 42.0, 32.17857142857143)"
15-12-2022 13:14:02.278343,"(6.5, 12.0, 9.5)","(5.5, 11.0, 7.1)","(2.5, 3.45, 2.856666666666667)","(6.5, 9.6, 8.290909090909091)","(5.5, 9.8, 8.247058823529413)","(9.0, 25.0, 11.95)","(14.0, 42.0, 32.57692307692308)","(15.0, 42.0, 32.17857142857143)"
15-12-2022 13:14:03.265186,"(6.5, 12.0, 9.5)","(5.5, 11.0, 7.1)","(2.5, 3.45, 2.856666666666667)","(6.5, 9.6, 8.290909090909091)","(5.5, 9.8, 8.247058823529413)","(9.0, 25.0, 11.95)","(14.0, 42.0, 32.57692307692308)","(15.0, 42.0, 32.17857142857143)"
15-12-2022 13:14:04.292177,"(6.5, 12.0, 8.76)","(5.5, 11.0, 7.1)","(2.5, 3.45, 2.856666666666667)","(6.5, 9.8, 8.5)","(5.5, 9.8, 8.247058823529413)","(9.0, 25.0, 11.95)","(14.0, 42.0, 30.0)","(15.0, 42.0, 28.5)"
15-12-2022 13:14:05.371297,"(6.5, 12.0, 9.975)","(5.5, 11.0, 7.1)","(2.5, 3.45, 2.763333333333333)","(6.5, 9.8, 8.633333333333333)","(5.5, 9.8, 7.6000000000000005)","(9.0, 25.0, 11.95)","(14.0, 42.0, 30.0)","(15.0, 42.0, 28.5)"
15-12-2022 13:14:06.521554,"(6.5, 12.0, 10.333333333333334)","(5.5, 11.0, 7.1)","(2.5, 3.45, 2.763333333333333)","(6.5, 9.8, 8.5)","(5.5, 9.6, 7.5)","(9.0, 25.0, 11.95)","(14.0, 42.0, 30.0)","(15.0, 42.0, 28.5)"
15-12-2022 13:14:07.658926,"(6.5, 12.0, 10.333333333333334)","(5.5, 11.0, 7.1)","(2.5, 3.45, 2.763333333333333)","(6.5, 9.8, 8.5)","(5.5, 9.6, 7.5)","(9.0, 25.0, 11.95)","(14.0, 42.0, 30.0)","(15.0, 42.0, 28.5)"
15-12-2022 13:14:08.801333,"(6.5, 12.0, 9.6)","(5.5, 11.0, 7.1)","(2.5, 3.45, 2.763333333333333)","(6.5, 9.6, 8.290909090909091)","(5.5, 9.6, 7.5)","(9.0, 25.0, 11.95)","(14.0, 42.0, 30.0)","(15.0, 42.0, 28.5)"
15-12-2022 13:14:09.962429,"(6.5, 12.0, 9.5)","(5.5, 11.0, 7.1)","(2.5, 3.45, 2.774)","(6.5, 9.6, 8.736)","(5.5, 9.6, 6.5285714285714285)","(9.0, 25.0, 11.95)","(14.0, 42.0, 30.0)","(15.0, 42.0, 28.5)"
15-12-2022 13:14:11.163928,"(6.5, 12.0, 9.5)","(5.5, 11.0, 7.1)","(2.5, 3.6, 2.774)","(6.5, 9.6, 8.736)","(5.5, 9.6, 7.808333333333334)","(9.0, 25.0, 11.95)","(14.0, 42.0, 30.0)","(15.0, 42.0, 28.5)"
15-12-2022 13:14:12.327577,"(6.5, 12.0, 9.5)","(5.5, 11.0, 7.1)","(2.5, 3.6, 2.774)","(6.5, 9.6, 8.736)","(5.5, 9.6, 7.808333333333334)","(9.0, 25.0, 11.95)","(14.0, 42.0, 30.0)","(15.0, 42.0, 28.5)"
15-12-2022 13:14:13.433000,"(6.5, 12.0, 9.5)","(5.5, 11.0, 7.1)","(2.5, 3.6, 2.774)","(6.5, 9.6, 8.736)","(5.5, 9.6, 7.808333333333334)","(9.0, 25.0, 11.95)","(14.0, 42.0, 30.0)","(15.0, 42.0, 28.5)"
15-12-2022 13:14:14.599493,"(6.5, 12.0, 9.5)","(5.5, 11.0, 7.1)","(2.5, 3.6, 2.774)","(6.5, 9.6, 7.9)","(5.5, 9.6, 7.5)","(9.0, 25.0, 13.3)","(14.0, 42.0, 26.72222222222222)","(15.0, 42.0, 26.72222222222222)"
15-12-2022 13:14:15.639097,"(6.5, 12.0, 9.975)","(5.5, 11.0, 7.1)","(2.5, 3.6, 2.774)","(6.5, 9.8, 8.2)","(5.5, 9.6, 7.5)","(9.0, 25.0, 14.2)","(14.0, 42.0, 26.72222222222222)","(15.0, 42.0, 26.72222222222222)"
15-12-2022 13:14:16.624901,"(6.5, 12.0, 9.975)","(5.5, 11.0, 7.1)","(2.5, 3.6, 2.774)","(6.5, 9.8, 8.2)","(5.5, 9.6, 7.5)","(9.0, 25.0, 14.2)","(14.0, 42.0, 26.72222222222222)","(15.0, 42.0, 26.72222222222222)"
15-12-2022 13:14:17.738744,"(6.5, 12.0, 9.975)","(5.5, 11.0, 7.1)","(2.5, 3.6, 2.774)","(6.5, 9.8, 9.008333333333333)","(5.5, 9.6, 7.808333333333334)","(9.0, 25.0, 14.2)","(14.0, 42.0, 26.72222222222222)","(15.0, 42.0, 26.72222222222222)"
15-12-2022 13:14:18.886291,"(6.5, 12.0, 9.975)","(5.5, 11.0, 7.1)","(2.5, 3.6, 2.774)","(6.5, 9.8, 9.008333333333333)","(5.5, 9.6, 7.808333333333334)","(9.0, 25.0, 14.2)","(14.0, 42.0, 26.72222222222222)","(15.0, 42.0, 26.72222222222222)"
15-12-2022 13:14:20.027301,"(6.5, 12.0, 9.975)","(5.5, 11.0, 7.1)","(2.5, 3.6, 2.774)","(6.5, 9.8, 9.008333333333333)","(5.5, 9.6, 7.808333333333334)","(9.0, 25.0, 14.2)","(14.0, 42.0, 26.72222222222222)","(15.0, 42.0, 26.72222222222222)"
15-12-2022 13:14:21.224974,"(6.5, 12.0, 9.975)","(5.5, 11.0, 7.1)","(2.5, 3.6, 2.774)","(6.5, 9.8, 9.008333333333333)","(5.5, 9.6, 7.808333333333334)","(9.0, 25.0, 14.2)","(14.0, 42.0, 26.72222222222222)","(15.0, 42.0, 26.72222222222222)"
15-12-2022 13:14:22.441026,"(6.5, 12.0, 9.975)","(5.5, 11.0, 7.1)","(2.5, 3.6, 2.774)","(6.5, 9.8, 9.008333333333333)","(5.5, 9.6, 7.070588235294117)","(9.0, 25.0, 14.2)","(14.0, 42.0, 26.72222222222222)","(15.0, 42.0, 26.72222222222222)"
