,Love My Key,Terrific Janine,Agera,Levente,Local Doll,Potch,Copy Cat,Quest For Extra
12-01-2023 17:46:36.957788,"(13.0, 34.0, 31.5625)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.85, 1.822857142857143)"
12-01-2023 17:46:38.355715,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.85, 1.822857142857143)"
12-01-2023 17:46:39.691384,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.85, 1.6821739130434783)"
12-01-2023 17:46:41.116530,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.83, 1.78)"
12-01-2023 17:46:42.511846,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.78)"
12-01-2023 17:46:43.949059,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.78)"
12-01-2023 17:46:45.326794,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.78)"
12-01-2023 17:46:46.669120,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.78)"
12-01-2023 17:46:47.970729,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.78)"
12-01-2023 17:46:49.305581,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.78)"
12-01-2023 17:46:50.677915,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.78)"
12-01-2023 17:46:52.134098,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.7)"
12-01-2023 17:46:53.519204,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.7)"
12-01-2023 17:46:54.853028,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.7)"
12-01-2023 17:46:56.179727,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.7)"
12-01-2023 17:46:57.561575,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.7)"
12-01-2023 17:46:59.205385,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.7)"
12-01-2023 17:47:00.739620,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.7407894736842104)"
12-01-2023 17:47:02.130973,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.7407894736842104)"
12-01-2023 17:47:03.561596,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.7407894736842104)"
12-01-2023 17:47:04.991278,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.7407894736842104)"
12-01-2023 17:47:06.395094,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.8)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.7407894736842104)"
12-01-2023 17:47:07.864461,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.0, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.7407894736842104)"
12-01-2023 17:47:09.299500,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.7407894736842104)"
12-01-2023 17:47:10.643841,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:11.994103,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(51.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:13.350758,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:14.729497,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:16.115360,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:17.479686,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:18.776457,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:20.072915,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:21.427274,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:22.897188,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:24.308437,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:25.640226,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:26.976424,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:28.458880,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:29.972314,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:31.379395,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 21.11111111111111)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:33.247632,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:34.828543,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:36.326728,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:37.710660,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:39.073844,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:40.413489,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:41.720522,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:43.025323,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:44.506681,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:45.994577,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:47.355649,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:49.031228,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:50.514765,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:52.265688,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 18.5, 13.95)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:53.982629,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 14.700000000000001)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:55.496561,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 14.700000000000001)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:57.035874,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 14.700000000000001)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:58.469762,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:47:59.880214,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:01.359864,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:02.771953,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:04.171748,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:05.463791,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:06.755363,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:07.976294,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:09.273650,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:10.899065,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:12.139108,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.666666666666668)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:13.464377,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 14.375)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:14.742132,"(13.0, 34.0, 25.642857142857142)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 10.727272727272727)","(10.0, 23.0, 14.375)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:16.037120,"(13.0, 34.0, 25.642857142857142)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 10.727272727272727)","(10.0, 24.0, 15.333333333333334)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:17.385032,"(13.0, 34.0, 31.833333333333332)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 11.75)","(10.0, 23.0, 15.333333333333334)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:18.771424,"(13.0, 32.0, 30.055555555555557)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 11.75)","(10.0, 23.0, 15.333333333333334)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:20.085662,"(13.0, 32.0, 30.055555555555557)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 11.75)","(10.0, 23.0, 15.333333333333334)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:21.354536,"(13.0, 32.0, 30.055555555555557)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 11.75)","(10.0, 23.0, 15.333333333333334)","(1.55, 1.8, 1.79375)"
12-01-2023 17:48:22.760429,"(13.0, 32.0, 30.055555555555557)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 11.75)","(10.0, 23.0, 15.333333333333334)","(1.55, 1.8, 1.7925)"
12-01-2023 17:48:23.952044,"(13.0, 32.0, 30.055555555555557)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 11.75)","(10.0, 23.0, 15.333333333333334)","(1.55, 1.8, 1.7925)"
12-01-2023 17:48:25.201842,"(13.0, 32.0, 30.055555555555557)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 11.75)","(10.0, 23.0, 15.333333333333334)","(1.55, 1.8, 1.7951724137931035)"
12-01-2023 17:48:26.364954,"(13.0, 32.0, 30.055555555555557)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 11.75)","(10.0, 23.0, 15.333333333333334)","(1.55, 1.8, 1.7951724137931035)"
12-01-2023 17:48:27.517389,"(13.0, 32.0, 30.055555555555557)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 11.75)","(10.0, 23.0, 15.333333333333334)","(1.55, 1.8, 1.7951724137931035)"
12-01-2023 17:48:28.911238,"(13.0, 32.0, 30.055555555555557)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 11.75)","(10.0, 23.0, 15.333333333333334)","(1.55, 1.8, 1.7951724137931035)"
12-01-2023 17:48:30.485962,"(13.0, 32.0, 30.055555555555557)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 11.75)","(10.0, 23.0, 15.333333333333334)","(1.55, 1.8, 1.7951724137931035)"
12-01-2023 17:48:31.800552,"(13.0, 32.0, 30.055555555555557)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 11.75)","(10.0, 23.0, 15.333333333333334)","(1.55, 1.8, 1.7951724137931035)"
12-01-2023 17:48:33.138904,"(13.0, 32.0, 30.055555555555557)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 11.75)","(10.0, 23.0, 15.333333333333334)","(1.55, 1.8, 1.7951724137931035)"
12-01-2023 17:48:34.384441,"(13.0, 32.0, 30.055555555555557)","(10.0, 20.0, 14.600000000000001)","(9.0, 18.5, 16.125)","(41.0, 440.0, 171.875)","(7.5, 20.0, 13.476923076923077)","(7.5, 15.5, 11.75)","(10.0, 23.0, 15.333333333333334)","(1.55, 1.8, 1.7951724137931035)"
