,Off Beat,Atomic Hope,Shes So Cosmic,Counter Proposal,Little Hercules,Chase Me Lady,Last Date,Rosas Legend
14-12-2022 18:45:47.180555,"(6.0, 10.5, 10.1125)","(3.0, 4.5, 3.2624999999999997)","(15.0, 42.0, 32.5)","(3.5, 4.6, 4.225)","(21.0, 70.0, 44.7)","(11.0, 26.0, 19.75)","(31.0, 160.0, 84.21052631578948)","(3.4, 4.7, 4.225)"
14-12-2022 18:45:48.328750,"(6.0, 10.5, 9.05)","(3.0, 4.5, 3.2624999999999997)","(15.0, 42.0, 32.5)","(3.5, 4.6, 4.225)","(21.0, 70.0, 44.7)","(11.0, 26.0, 19.75)","(31.0, 160.0, 84.21052631578948)","(3.4, 4.7, 4.266666666666667)"
14-12-2022 18:45:49.514942,"(6.0, 10.5, 9.05)","(3.0, 4.5, 3.2624999999999997)","(15.0, 42.0, 32.5)","(3.5, 4.6, 4.225)","(21.0, 70.0, 44.7)","(11.0, 26.0, 19.75)","(31.0, 160.0, 84.21052631578948)","(3.4, 4.7, 4.328571428571428)"
14-12-2022 18:45:50.575136,"(6.0, 9.8, 8.7)","(3.0, 4.5, 3.2624999999999997)","(15.0, 42.0, 32.5)","(3.5, 4.6, 4.225)","(21.0, 70.0, 44.7)","(11.0, 26.0, 19.75)","(31.0, 160.0, 84.21052631578948)","(3.4, 4.7, 4.328571428571428)"
14-12-2022 18:45:51.628565,"(6.0, 9.8, 9.0)","(3.0, 4.5, 3.2624999999999997)","(15.0, 42.0, 32.5)","(3.5, 4.6, 4.225)","(21.0, 70.0, 44.7)","(11.0, 26.0, 19.75)","(31.0, 160.0, 84.21052631578948)","(3.4, 4.7, 4.328571428571428)"
14-12-2022 18:45:52.696507,"(6.0, 9.8, 8.8)","(3.0, 4.5, 3.2624999999999997)","(15.0, 42.0, 32.5)","(3.5, 4.6, 4.225)","(21.0, 70.0, 44.7)","(11.0, 26.0, 19.75)","(31.0, 160.0, 84.21052631578948)","(3.4, 4.7, 4.328571428571428)"
14-12-2022 18:45:53.977076,"(6.0, 9.8, 7.942857142857143)","(3.0, 4.5, 3.2624999999999997)","(15.0, 42.0, 37.25)","(3.5, 4.6, 4.225)","(21.0, 70.0, 51.6)","(11.0, 29.0, 17.375)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.1454545454545455)"
14-12-2022 18:45:55.105791,"(6.0, 9.8, 7.942857142857143)","(3.0, 4.5, 3.2624999999999997)","(15.0, 42.0, 37.25)","(3.5, 4.6, 4.225)","(21.0, 70.0, 51.6)","(11.0, 29.0, 17.375)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.1454545454545455)"
14-12-2022 18:45:56.224744,"(6.0, 9.8, 7.942857142857143)","(3.0, 4.5, 3.2624999999999997)","(15.0, 42.0, 37.25)","(3.5, 4.6, 4.225)","(21.0, 70.0, 51.6)","(11.0, 29.0, 17.375)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.1454545454545455)"
14-12-2022 18:45:57.280267,"(6.0, 9.8, 8.5)","(3.0, 4.5, 3.2624999999999997)","(15.0, 42.0, 37.25)","(3.5, 4.6, 4.225)","(21.0, 70.0, 51.6)","(11.0, 29.0, 17.375)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.1454545454545455)"
14-12-2022 18:45:58.351567,"(6.0, 9.8, 8.128571428571428)","(3.0, 4.5, 3.2624999999999997)","(15.0, 42.0, 37.25)","(3.5, 4.6, 4.225)","(21.0, 70.0, 51.6)","(11.0, 29.0, 17.375)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.1454545454545455)"
14-12-2022 18:45:59.577429,"(6.0, 9.8, 8.128571428571428)","(3.0, 4.5, 3.571875)","(15.0, 42.0, 37.25)","(3.5, 4.6, 4.225)","(21.0, 70.0, 51.6)","(11.0, 29.0, 17.375)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.215384615384615)"
14-12-2022 18:46:00.754402,"(6.0, 9.8, 8.128571428571428)","(3.0, 4.5, 3.7928571428571427)","(15.0, 50.0, 43.333333333333336)","(3.5, 4.6, 4.492857142857143)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.215384615384615)"
14-12-2022 18:46:01.971868,"(6.0, 9.8, 7.8933333333333335)","(3.0, 4.5, 3.7928571428571427)","(15.0, 50.0, 43.333333333333336)","(3.5, 4.6, 4.492857142857143)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.215384615384615)"
14-12-2022 18:46:03.068092,"(6.0, 9.8, 8.314285714285713)","(3.0, 4.5, 3.7928571428571427)","(15.0, 50.0, 43.333333333333336)","(3.5, 4.6, 4.492857142857143)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.215384615384615)"
14-12-2022 18:46:04.115908,"(6.0, 9.8, 8.314285714285713)","(3.0, 4.3, 4.195454545454545)","(15.0, 50.0, 43.333333333333336)","(3.5, 4.6, 4.492857142857143)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.215384615384615)"
14-12-2022 18:46:05.169782,"(6.0, 9.8, 8.314285714285713)","(3.0, 4.3, 4.195454545454545)","(15.0, 50.0, 43.333333333333336)","(3.5, 4.6, 4.492857142857143)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.215384615384615)"
14-12-2022 18:46:06.199153,"(6.0, 9.8, 8.314285714285713)","(3.0, 4.3, 4.195454545454545)","(15.0, 50.0, 43.333333333333336)","(3.5, 4.6, 4.492857142857143)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.314285714285714)"
14-12-2022 18:46:07.271313,"(6.0, 8.4, 7.955555555555556)","(3.0, 4.3, 4.195454545454545)","(15.0, 50.0, 43.333333333333336)","(3.5, 4.6, 4.492857142857143)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.314285714285714)"
14-12-2022 18:46:08.343731,"(6.0, 8.4, 7.955555555555556)","(3.0, 4.3, 4.195454545454545)","(15.0, 50.0, 43.333333333333336)","(3.5, 4.6, 4.492857142857143)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.314285714285714)"
14-12-2022 18:46:09.502439,"(6.0, 8.4, 7.955555555555556)","(3.0, 4.3, 4.195454545454545)","(15.0, 50.0, 43.333333333333336)","(3.5, 4.6, 4.492857142857143)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.314285714285714)"
14-12-2022 18:46:10.780055,"(6.0, 8.4, 7.955555555555556)","(3.0, 4.3, 4.195454545454545)","(15.0, 50.0, 43.333333333333336)","(3.5, 4.6, 4.492857142857143)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.414285714285714)"
14-12-2022 18:46:11.939472,"(6.0, 10.5, 7.75)","(3.0, 4.3, 4.195454545454545)","(15.0, 50.0, 44.0)","(3.5, 4.6, 4.275)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.6, 4.1)"
14-12-2022 18:46:13.063221,"(6.0, 10.5, 7.4750000000000005)","(3.0, 4.3, 3.775)","(15.0, 50.0, 44.0)","(3.5, 4.6, 4.275)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.5, 4.17)"
14-12-2022 18:46:14.272725,"(6.0, 10.5, 7.4750000000000005)","(3.0, 4.3, 3.775)","(15.0, 48.0, 43.0)","(3.5, 4.6, 4.275)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.5, 4.05)"
14-12-2022 18:46:15.518645,"(6.0, 10.5, 7.4750000000000005)","(3.0, 4.3, 3.7473684210526317)","(15.0, 48.0, 43.0)","(3.5, 4.6, 4.275)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.5, 4.175000000000001)"
14-12-2022 18:46:16.552886,"(6.0, 10.5, 7.4750000000000005)","(3.0, 4.3, 3.7473684210526317)","(15.0, 48.0, 43.0)","(3.5, 4.6, 4.275)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.4, 4.147058823529412)"
14-12-2022 18:46:17.683136,"(6.0, 10.5, 7.4750000000000005)","(3.0, 4.3, 3.7473684210526317)","(15.0, 48.0, 43.0)","(3.5, 4.6, 4.275)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.5, 4.147058823529412)"
14-12-2022 18:46:18.904965,"(6.0, 10.5, 7.4750000000000005)","(3.0, 4.3, 3.7473684210526317)","(15.0, 48.0, 43.2)","(3.5, 4.6, 4.535)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.5, 4.2)"
14-12-2022 18:46:20.026250,"(6.0, 10.5, 7.4750000000000005)","(3.0, 4.3, 3.7473684210526317)","(15.0, 48.0, 43.2)","(3.5, 4.6, 4.535)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.5, 4.1)"
14-12-2022 18:46:21.131106,"(6.0, 10.5, 7.4750000000000005)","(3.0, 4.3, 3.7473684210526317)","(15.0, 48.0, 43.2)","(3.5, 4.6, 4.491666666666666)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.5, 4.1)"
14-12-2022 18:46:22.188205,"(6.0, 10.5, 7.4750000000000005)","(3.0, 4.3, 3.64375)","(15.0, 50.0, 43.6)","(3.5, 4.6, 4.491666666666666)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.5, 4.1)"
14-12-2022 18:46:23.230471,"(6.0, 10.5, 7.4750000000000005)","(3.0, 4.3, 3.64375)","(15.0, 50.0, 43.6)","(3.5, 4.6, 4.491666666666666)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.5, 4.1)"
14-12-2022 18:46:24.337224,"(6.0, 10.5, 7.4750000000000005)","(3.0, 4.3, 3.64375)","(15.0, 50.0, 43.6)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.5, 4.1)"
14-12-2022 18:46:25.456655,"(6.0, 9.8, 9.533333333333335)","(3.0, 4.3, 3.9296296296296296)","(15.0, 50.0, 43.6)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.4, 4.1)"
14-12-2022 18:46:26.615481,"(6.0, 9.8, 8.7)","(3.0, 4.3, 3.4857142857142858)","(15.0, 50.0, 43.6)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.4, 4.2125)"
14-12-2022 18:46:27.692551,"(6.0, 9.8, 8.7)","(3.0, 4.3, 3.4857142857142858)","(15.0, 50.0, 43.6)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.3, 4.0625)"
14-12-2022 18:46:28.801572,"(6.0, 9.8, 8.7)","(3.0, 4.3, 3.4857142857142858)","(15.0, 50.0, 43.6)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.4, 4.0625)"
14-12-2022 18:46:30.044468,"(6.0, 9.8, 8.7)","(3.0, 4.3, 3.4857142857142858)","(15.0, 50.0, 43.6)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.4, 4.0625)"
14-12-2022 18:46:31.153518,"(6.0, 9.8, 8.9)","(3.0, 4.3, 3.4857142857142858)","(15.0, 50.0, 43.6)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.4, 4.0625)"
14-12-2022 18:46:32.274164,"(6.0, 9.8, 8.9)","(3.0, 4.3, 3.4857142857142858)","(15.0, 50.0, 43.6)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.4, 4.142857142857143)"
14-12-2022 18:46:33.378167,"(6.0, 9.8, 8.9)","(3.0, 4.3, 3.4857142857142858)","(15.0, 55.0, 45.25)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 50.285714285714285)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.4, 4.142857142857143)"
14-12-2022 18:46:34.460956,"(6.0, 8.6, 7.766666666666667)","(3.0, 4.3, 3.4857142857142858)","(15.0, 55.0, 45.25)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 50.285714285714285)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.4, 4.142857142857143)"
14-12-2022 18:46:35.475304,"(6.0, 9.8, 8.466666666666667)","(3.0, 4.3, 3.4857142857142858)","(15.0, 55.0, 45.25)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.4, 4.0625)"
14-12-2022 18:46:36.615156,"(6.0, 9.8, 8.466666666666667)","(3.0, 4.3, 3.4857142857142858)","(15.0, 55.0, 45.25)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.4, 4.0625)"
14-12-2022 18:46:37.696898,"(6.0, 9.8, 8.466666666666667)","(3.0, 4.3, 3.4857142857142858)","(15.0, 55.0, 45.25)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.4, 4.142857142857143)"
14-12-2022 18:46:39.024785,"(6.0, 9.8, 8.466666666666667)","(3.0, 4.3, 3.4857142857142858)","(15.0, 60.0, 45.0)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.4, 4.4, 4.142857142857143)"
14-12-2022 18:46:40.245587,"(6.0, 9.8, 8.933333333333334)","(3.0, 4.3, 3.4857142857142858)","(15.0, 60.0, 45.0)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.5, 4.4, 4.142857142857143)"
14-12-2022 18:46:41.493494,"(6.0, 9.8, 9.066666666666666)","(3.0, 4.3, 3.4857142857142858)","(15.0, 60.0, 44.0)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 51.6)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.5, 4.4, 4.0625)"
14-12-2022 18:46:42.702076,"(6.0, 9.8, 9.066666666666666)","(3.0, 4.3, 3.4857142857142858)","(15.0, 60.0, 44.0)","(3.5, 4.6, 4.1305555555555555)","(21.0, 70.0, 56.4)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.5, 4.4, 4.142857142857143)"
14-12-2022 18:46:43.757235,"(6.0, 9.8, 9.066666666666666)","(3.0, 4.3, 3.4857142857142858)","(15.0, 55.0, 44.6)","(3.5, 4.6, 4.1305555555555555)","(21.0, 60.0, 56.4)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.5, 4.4, 4.142857142857143)"
14-12-2022 18:46:44.777421,"(6.0, 9.8, 9.066666666666666)","(3.0, 4.3, 3.4857142857142858)","(15.0, 55.0, 44.6)","(3.5, 4.6, 4.1305555555555555)","(21.0, 60.0, 56.4)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.5, 4.4, 4.142857142857143)"
14-12-2022 18:46:45.796507,"(6.0, 9.8, 9.22857142857143)","(3.0, 4.3, 3.4857142857142858)","(15.0, 55.0, 44.6)","(3.5, 4.6, 4.1305555555555555)","(21.0, 60.0, 56.4)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.5, 4.4, 4.142857142857143)"
14-12-2022 18:46:46.813088,"(6.0, 9.8, 8.6)","(3.0, 4.3, 3.4857142857142858)","(15.0, 55.0, 44.6)","(3.5, 4.6, 4.1305555555555555)","(21.0, 60.0, 56.4)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.5, 4.4, 4.0625)"
14-12-2022 18:46:47.983584,"(6.0, 9.8, 8.6)","(3.0, 4.3, 3.4857142857142858)","(15.0, 55.0, 44.6)","(3.5, 4.6, 4.1305555555555555)","(21.0, 60.0, 56.4)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.5, 4.4, 4.142857142857143)"
14-12-2022 18:46:49.228862,"(6.0, 9.8, 8.6)","(3.0, 4.3, 3.4857142857142858)","(15.0, 55.0, 44.6)","(3.5, 4.6, 4.1305555555555555)","(21.0, 60.0, 56.4)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.5, 4.4, 4.142857142857143)"
14-12-2022 18:46:50.348236,"(6.0, 9.6, 8.025)","(3.0, 4.3, 3.4857142857142858)","(15.0, 55.0, 44.6)","(3.5, 4.6, 4.1305555555555555)","(21.0, 60.0, 56.4)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.5, 4.4, 4.142857142857143)"
14-12-2022 18:46:51.502741,"(6.0, 9.6, 8.470588235294118)","(3.0, 4.3, 3.4857142857142858)","(15.0, 55.0, 44.6)","(3.5, 4.6, 4.121875)","(21.0, 60.0, 56.4)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.5, 4.4, 4.045454545454546)"
14-12-2022 18:46:52.616201,"(6.0, 9.4, 8.875)","(3.0, 4.3, 4.088888888888889)","(15.0, 55.0, 44.6)","(3.5, 4.5, 4.175000000000001)","(21.0, 60.0, 56.4)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.5, 4.3, 4.115384615384615)"
14-12-2022 18:46:53.793202,"(6.0, 9.4, 8.5)","(3.0, 4.3, 4.088888888888889)","(15.0, 60.0, 44.25)","(3.5, 4.4, 4.15)","(21.0, 60.0, 56.4)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.5, 4.3, 4.115384615384615)"
14-12-2022 18:46:54.937200,"(6.0, 9.4, 8.2)","(3.0, 4.3, 4.088888888888889)","(15.0, 60.0, 44.25)","(3.5, 4.4, 4.15)","(21.0, 60.0, 56.4)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.5, 4.3, 4.115384615384615)"
14-12-2022 18:46:56.091554,"(6.0, 9.4, 8.2)","(3.0, 4.3, 4.088888888888889)","(15.0, 60.0, 44.25)","(3.5, 4.4, 4.15)","(21.0, 60.0, 56.4)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.5, 4.3, 4.045454545454546)"
14-12-2022 18:47:05.490194,"(6.0, 9.4, 8.5)","(3.0, 4.3, 4.088888888888889)","(15.0, 60.0, 44.25)","(3.5, 4.4, 4.15)","(21.0, 60.0, 56.4)","(11.0, 29.0, 18.666666666666668)","(31.0, 160.0, 96.0)","(3.5, 4.3, 4.045454545454546)"
14-12-2022 18:47:06.676811,"(6.0, 9.0, 8.333333333333334)","(3.0, 4.3, 3.5714285714285716)","(15.0, 55.0, 44.166666666666664)","(3.5, 4.4, 3.878947368421053)","(21.0, 60.0, 55.14285714285714)","(11.0, 29.0, 25.25)","(31.0, 160.0, 96.0)","(3.5, 4.1, 4.022222222222222)"
14-12-2022 18:47:07.834901,"(6.0, 9.0, 8.333333333333334)","(3.0, 4.3, 3.5714285714285716)","(15.0, 55.0, 44.166666666666664)","(3.5, 4.4, 3.878947368421053)","(21.0, 60.0, 55.14285714285714)","(11.0, 29.0, 25.25)","(31.0, 160.0, 96.0)","(3.5, 4.1, 3.925)"
14-12-2022 18:47:08.967250,"(6.0, 9.0, 8.333333333333334)","(3.0, 4.3, 3.5714285714285716)","(15.0, 55.0, 44.166666666666664)","(3.5, 4.4, 3.878947368421053)","(21.0, 60.0, 55.14285714285714)","(11.0, 29.0, 25.25)","(31.0, 160.0, 96.0)","(3.5, 4.1, 3.9428571428571426)"
14-12-2022 18:47:10.115092,"(6.0, 9.0, 8.333333333333334)","(3.0, 4.3, 3.5714285714285716)","(15.0, 55.0, 44.166666666666664)","(3.5, 4.4, 3.878947368421053)","(21.0, 60.0, 55.14285714285714)","(11.0, 29.0, 25.25)","(31.0, 160.0, 96.0)","(3.5, 4.2, 3.9136363636363636)"
14-12-2022 18:47:11.245134,"(6.0, 9.0, 8.6)","(3.0, 4.3, 3.5714285714285716)","(15.0, 55.0, 44.166666666666664)","(3.5, 4.4, 3.878947368421053)","(21.0, 60.0, 55.14285714285714)","(11.0, 29.0, 25.25)","(31.0, 160.0, 96.0)","(3.5, 4.2, 3.9136363636363636)"
14-12-2022 18:47:12.321940,"(6.0, 9.0, 8.2)","(3.0, 4.3, 3.5714285714285716)","(15.0, 55.0, 44.166666666666664)","(3.5, 4.4, 3.878947368421053)","(21.0, 60.0, 55.14285714285714)","(11.0, 29.0, 25.25)","(31.0, 160.0, 96.0)","(3.5, 4.2, 3.9136363636363636)"
14-12-2022 18:47:13.506920,"(6.0, 9.0, 8.2)","(3.0, 4.3, 3.5714285714285716)","(15.0, 55.0, 44.166666666666664)","(3.5, 4.4, 3.878947368421053)","(21.0, 60.0, 55.14285714285714)","(11.0, 29.0, 25.25)","(31.0, 160.0, 96.0)","(3.5, 4.2, 3.9)"
14-12-2022 18:47:14.728204,"(6.0, 9.0, 8.2)","(3.0, 4.3, 3.5714285714285716)","(15.0, 55.0, 44.166666666666664)","(3.5, 4.4, 3.878947368421053)","(21.0, 60.0, 55.14285714285714)","(11.0, 29.0, 23.4)","(31.0, 160.0, 96.0)","(3.5, 4.1, 4.007142857142857)"
14-12-2022 18:47:15.878481,"(6.0, 9.0, 8.280000000000001)","(3.0, 4.3, 3.5714285714285716)","(15.0, 55.0, 44.166666666666664)","(3.5, 4.4, 3.878947368421053)","(21.0, 60.0, 55.14285714285714)","(11.0, 29.0, 27.857142857142858)","(31.0, 160.0, 96.0)","(3.5, 4.2, 4.007142857142857)"
14-12-2022 18:47:17.067189,"(6.0, 9.0, 8.644444444444444)","(3.0, 4.3, 3.5714285714285716)","(15.0, 55.0, 44.166666666666664)","(3.5, 4.4, 3.878947368421053)","(21.0, 60.0, 55.14285714285714)","(11.0, 30.0, 22.5)","(31.0, 160.0, 96.0)","(3.5, 4.2, 4.007142857142857)"
14-12-2022 18:47:18.318751,"(6.0, 9.0, 8.644444444444444)","(3.0, 4.3, 3.5714285714285716)","(15.0, 55.0, 44.166666666666664)","(3.5, 4.4, 3.878947368421053)","(21.0, 60.0, 55.14285714285714)","(11.0, 30.0, 22.5)","(31.0, 160.0, 96.0)","(3.5, 4.2, 3.9857142857142853)"
14-12-2022 18:47:19.547235,"(6.0, 9.0, 8.644444444444444)","(3.0, 4.3, 3.5714285714285716)","(15.0, 55.0, 44.166666666666664)","(3.5, 4.4, 4.025)","(21.0, 60.0, 55.14285714285714)","(11.0, 30.0, 22.5)","(31.0, 160.0, 96.0)","(3.5, 4.1, 4.05)"
14-12-2022 18:47:20.547641,"(6.0, 9.4, 8.733333333333334)","(3.0, 4.3, 4.016666666666667)","(15.0, 55.0, 44.166666666666664)","(3.5, 4.2, 4.025)","(21.0, 60.0, 55.14285714285714)","(11.0, 30.0, 22.5)","(31.0, 160.0, 96.0)","(3.5, 4.2, 4.05)"
14-12-2022 18:47:21.593343,"(6.0, 9.8, 8.8)","(3.0, 4.3, 4.016666666666667)","(15.0, 55.0, 44.166666666666664)","(3.5, 4.2, 4.025)","(21.0, 60.0, 55.14285714285714)","(11.0, 30.0, 22.5)","(31.0, 160.0, 96.0)","(3.5, 4.2, 3.99)"
14-12-2022 18:47:22.740036,"(6.0, 9.4, 8.866666666666667)","(3.0, 4.3, 4.016666666666667)","(15.0, 55.0, 44.166666666666664)","(3.5, 4.2, 4.025)","(21.0, 60.0, 55.14285714285714)","(11.0, 30.0, 22.5)","(31.0, 160.0, 84.21052631578948)","(3.5, 4.2, 3.99)"
14-12-2022 18:47:23.797023,"(6.0, 9.4, 8.866666666666667)","(3.0, 4.3, 3.893478260869565)","(15.0, 55.0, 49.09090909090909)","(3.5, 4.2, 4.025)","(21.0, 60.0, 55.14285714285714)","(11.0, 30.0, 22.5)","(31.0, 160.0, 84.21052631578948)","(3.5, 4.2, 4.0875)"
14-12-2022 18:47:24.941790,"(6.0, 9.4, 8.866666666666667)","(3.0, 4.3, 3.893478260869565)","(15.0, 55.0, 45.833333333333336)","(3.5, 4.2, 4.025)","(21.0, 60.0, 57.16666666666667)","(11.0, 30.0, 20.294117647058822)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.0875)"
14-12-2022 18:47:26.069670,"(6.0, 9.4, 8.8)","(3.0, 4.3, 3.893478260869565)","(15.0, 55.0, 45.833333333333336)","(3.5, 4.2, 4.0456521739130435)","(21.0, 60.0, 58.0)","(11.0, 30.0, 19.09090909090909)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.0875)"
14-12-2022 18:47:27.143169,"(6.0, 9.4, 9.166666666666668)","(3.0, 4.3, 3.8878787878787877)","(15.0, 55.0, 45.0)","(3.5, 4.3, 4.0456521739130435)","(21.0, 60.0, 58.0)","(11.0, 30.0, 19.09090909090909)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.0875)"
14-12-2022 18:47:28.277063,"(6.0, 9.4, 8.68)","(3.0, 4.3, 3.862857142857143)","(15.0, 55.0, 45.833333333333336)","(3.5, 4.3, 4.0456521739130435)","(21.0, 60.0, 58.0)","(11.0, 30.0, 19.09090909090909)","(31.0, 160.0, 100.0)","(3.5, 4.2, 3.9846153846153847)"
14-12-2022 18:47:29.410376,"(6.0, 9.4, 9.228571428571428)","(3.0, 4.3, 3.862857142857143)","(15.0, 55.0, 45.833333333333336)","(3.5, 4.3, 4.0456521739130435)","(21.0, 60.0, 58.0)","(11.0, 30.0, 19.09090909090909)","(31.0, 160.0, 100.0)","(3.5, 4.2, 4.0875)"
