,Jelly Bean Jojo,Smokin Charlie,Special Talent,Silver Brute,Zella Bale
11-01-2023 20:49:58.900586,"(3.5, 5.2, 4.8)","(13.0, 36.0, 33.25)","(20.0, 65.0, 53.0)","(1.5, 1.61, 1.6074137931034485)","(6.0, 12.0, 10.133333333333333)"
11-01-2023 20:49:59.856278,"(3.5, 5.2, 4.8)","(13.0, 36.0, 32.25)","(20.0, 65.0, 53.0)","(1.5, 1.61, 1.6074137931034485)","(6.0, 12.0, 10.133333333333333)"
11-01-2023 20:50:00.738071,"(3.5, 5.2, 4.8)","(13.0, 36.0, 33.5)","(20.0, 65.0, 53.0)","(1.5, 1.61, 1.6074137931034485)","(6.0, 12.0, 10.133333333333333)"
11-01-2023 20:50:01.570061,"(3.5, 5.2, 4.8)","(13.0, 36.0, 33.5)","(20.0, 65.0, 53.0)","(1.5, 1.61, 1.6074137931034485)","(6.0, 12.0, 10.133333333333333)"
11-01-2023 20:50:02.472800,"(3.5, 5.2, 4.8)","(13.0, 34.0, 31.142857142857142)","(20.0, 65.0, 53.0)","(1.5, 1.61, 1.603913043478261)","(6.0, 12.0, 10.133333333333333)"
11-01-2023 20:50:03.376122,"(3.5, 5.2, 4.8)","(13.0, 34.0, 31.142857142857142)","(20.0, 65.0, 53.0)","(1.5, 1.61, 1.603913043478261)","(6.0, 12.0, 10.133333333333333)"
11-01-2023 20:50:04.324447,"(3.5, 5.2, 4.8)","(13.0, 34.0, 31.142857142857142)","(20.0, 65.0, 53.0)","(1.5, 1.61, 1.603913043478261)","(6.0, 12.0, 10.133333333333333)"
11-01-2023 20:50:05.191911,"(3.5, 5.2, 4.8)","(13.0, 34.0, 31.142857142857142)","(20.0, 65.0, 53.0)","(1.5, 1.61, 1.603913043478261)","(6.0, 12.0, 10.133333333333333)"
11-01-2023 20:50:06.161355,"(3.5, 5.2, 4.8)","(13.0, 34.0, 31.142857142857142)","(20.0, 65.0, 53.0)","(1.5, 1.61, 1.6074137931034485)","(6.0, 12.0, 10.133333333333333)"
11-01-2023 20:50:07.098638,"(3.5, 5.2, 4.8)","(13.0, 34.0, 31.142857142857142)","(20.0, 75.0, 56.81818181818182)","(1.5, 1.61, 1.6074137931034485)","(6.0, 12.0, 10.133333333333333)"
11-01-2023 20:50:07.909696,"(3.5, 5.2, 4.8)","(13.0, 34.0, 31.142857142857142)","(20.0, 75.0, 48.333333333333336)","(1.5, 1.61, 1.6074137931034485)","(6.0, 12.0, 10.133333333333333)"
11-01-2023 20:50:08.869884,"(3.5, 5.2, 4.8)","(13.0, 34.0, 31.142857142857142)","(20.0, 75.0, 48.333333333333336)","(1.5, 1.61, 1.6074137931034485)","(6.0, 12.0, 10.133333333333333)"
11-01-2023 20:50:09.866489,"(3.5, 5.2, 4.8)","(13.0, 34.0, 31.142857142857142)","(20.0, 75.0, 48.333333333333336)","(1.5, 1.61, 1.564268292682927)","(6.0, 12.0, 9.9375)"
11-01-2023 20:50:10.815202,"(3.5, 5.2, 4.8)","(13.0, 34.0, 31.142857142857142)","(20.0, 75.0, 48.333333333333336)","(1.5, 1.61, 1.5560674157303371)","(6.0, 12.0, 10.285714285714285)"
11-01-2023 20:50:11.692891,"(3.5, 5.2, 4.8)","(13.0, 34.0, 31.142857142857142)","(20.0, 75.0, 48.333333333333336)","(1.5, 1.61, 1.5560674157303371)","(6.0, 12.0, 10.285714285714285)"
11-01-2023 20:50:12.586966,"(3.5, 5.2, 4.8)","(13.0, 34.0, 30.235294117647058)","(20.0, 70.0, 47.5)","(1.5, 1.61, 1.5510526315789475)","(6.0, 12.0, 10.285714285714285)"
11-01-2023 20:50:13.591883,"(3.5, 5.2, 4.8)","(13.0, 34.0, 30.235294117647058)","(20.0, 70.0, 47.5)","(1.5, 1.61, 1.5510526315789475)","(6.0, 12.0, 10.285714285714285)"
11-01-2023 20:50:14.626791,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 30.235294117647058)","(20.0, 70.0, 47.5)","(1.5, 1.61, 1.5510526315789475)","(6.0, 12.0, 10.285714285714285)"
11-01-2023 20:50:15.527872,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 30.235294117647058)","(20.0, 70.0, 47.5)","(1.5, 1.61, 1.5510526315789475)","(6.0, 12.0, 10.285714285714285)"
11-01-2023 20:50:16.366868,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 30.235294117647058)","(20.0, 70.0, 47.5)","(1.5, 1.61, 1.5510526315789475)","(6.0, 12.0, 10.285714285714285)"
11-01-2023 20:50:17.285203,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 31.142857142857142)","(20.0, 70.0, 56.5)","(1.5, 1.6, 1.5164285714285715)","(6.0, 12.0, 10.285714285714285)"
11-01-2023 20:50:18.276914,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 31.142857142857142)","(20.0, 75.0, 48.333333333333336)","(1.5, 1.6, 1.5164285714285715)","(6.0, 12.0, 10.285714285714285)"
11-01-2023 20:50:19.169706,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 31.142857142857142)","(20.0, 75.0, 48.333333333333336)","(1.5, 1.6, 1.5164285714285715)","(6.0, 12.0, 10.285714285714285)"
11-01-2023 20:50:20.111259,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 31.142857142857142)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.6, 1.593809523809524)","(6.0, 12.0, 10.285714285714285)"
11-01-2023 20:50:21.057171,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 31.142857142857142)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5652380952380953)","(6.0, 12.0, 10.285714285714285)"
11-01-2023 20:50:22.014713,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 31.142857142857142)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5677272727272729)","(6.0, 12.0, 9.6)"
11-01-2023 20:50:22.905489,"(3.5, 5.1, 4.7875)","(13.0, 38.0, 32.35294117647059)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5675000000000001)","(6.0, 12.0, 9.899999999999999)"
11-01-2023 20:50:23.858507,"(3.5, 5.1, 4.7875)","(13.0, 38.0, 32.35294117647059)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5675000000000001)","(6.0, 12.0, 9.899999999999999)"
11-01-2023 20:50:24.893243,"(3.5, 5.1, 4.7875)","(13.0, 38.0, 32.35294117647059)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5675000000000001)","(6.0, 12.0, 9.899999999999999)"
11-01-2023 20:50:25.751592,"(3.5, 5.1, 4.7875)","(13.0, 38.0, 32.35294117647059)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5675000000000001)","(6.0, 12.0, 9.899999999999999)"
11-01-2023 20:50:26.684831,"(3.5, 5.1, 4.7875)","(13.0, 38.0, 32.35294117647059)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5652380952380953)","(6.0, 12.0, 9.899999999999999)"
11-01-2023 20:50:27.677565,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5306060606060605)","(6.0, 12.0, 9.899999999999999)"
11-01-2023 20:50:28.628842,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5306060606060605)","(6.0, 12.0, 9.899999999999999)"
11-01-2023 20:50:29.492654,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5306060606060605)","(6.0, 12.0, 9.899999999999999)"
11-01-2023 20:50:30.386603,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5652380952380953)","(6.0, 12.0, 9.899999999999999)"
11-01-2023 20:50:31.329073,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5652380952380953)","(6.0, 12.0, 9.899999999999999)"
11-01-2023 20:50:32.307079,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5652380952380953)","(6.0, 12.0, 9.899999999999999)"
11-01-2023 20:50:33.253939,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5652380952380953)","(6.0, 12.0, 9.899999999999999)"
11-01-2023 20:50:34.180586,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5652380952380953)","(6.0, 12.0, 9.899999999999999)"
11-01-2023 20:50:35.116692,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5652380952380953)","(6.0, 12.0, 9.899999999999999)"
11-01-2023 20:50:36.087238,"(3.5, 5.1, 4.7875)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5665384615384617)","(6.0, 12.0, 9.899999999999999)"
11-01-2023 20:50:36.981098,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5665384615384617)","(6.0, 12.0, 9.966666666666667)"
11-01-2023 20:50:37.871254,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5669230769230769)","(6.0, 11.5, 9.966666666666667)"
11-01-2023 20:50:38.859610,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5669230769230769)","(6.0, 11.5, 9.966666666666667)"
11-01-2023 20:50:39.824584,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5669230769230769)","(6.0, 11.5, 9.966666666666667)"
11-01-2023 20:50:40.698554,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5669230769230769)","(6.0, 11.5, 9.966666666666667)"
11-01-2023 20:50:41.655564,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5669230769230769)","(6.0, 11.5, 9.966666666666667)"
11-01-2023 20:50:42.593243,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5669230769230769)","(6.0, 11.5, 9.966666666666667)"
11-01-2023 20:50:43.430924,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5669230769230769)","(6.0, 11.5, 9.966666666666667)"
11-01-2023 20:50:44.323643,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5669230769230769)","(6.0, 11.5, 9.966666666666667)"
11-01-2023 20:50:45.286311,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5669230769230769)","(6.0, 11.5, 9.966666666666667)"
11-01-2023 20:50:46.339056,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5669230769230769)","(6.0, 11.5, 9.966666666666667)"
11-01-2023 20:50:47.320379,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5669230769230769)","(6.0, 11.5, 9.966666666666667)"
11-01-2023 20:50:48.181671,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5669230769230769)","(6.0, 11.5, 9.966666666666667)"
11-01-2023 20:50:49.107087,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5669230769230769)","(6.0, 11.5, 9.966666666666667)"
11-01-2023 20:50:50.019641,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5669230769230769)","(6.0, 11.5, 9.966666666666667)"
11-01-2023 20:50:50.870737,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5669230769230769)","(6.0, 11.5, 9.966666666666667)"
11-01-2023 20:50:51.754048,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.57, 1.5669230769230769)","(6.0, 11.5, 9.966666666666667)"
11-01-2023 20:50:52.728077,"(3.5, 5.0, 4.72)","(13.0, 34.0, 33.2)","(20.0, 75.0, 44.44444444444444)","(1.5, 1.59, 1.5792857142857144)","(6.0, 11.5, 10.036363636363635)"
11-01-2023 20:50:53.646968,"(3.5, 5.0, 4.771428571428571)","(13.0, 38.0, 32.75)","(20.0, 70.0, 60.0)","(1.5, 1.66, 1.63)","(6.0, 11.5, 9.857142857142856)"
11-01-2023 20:50:54.503933,"(3.5, 5.0, 4.771428571428571)","(13.0, 38.0, 31.684210526315788)","(20.0, 70.0, 60.0)","(1.5, 1.66, 1.63)","(6.0, 11.5, 9.857142857142856)"
11-01-2023 20:50:55.465929,"(3.5, 5.0, 4.771428571428571)","(13.0, 38.0, 31.684210526315788)","(20.0, 70.0, 60.0)","(1.5, 1.66, 1.5759999999999998)","(6.0, 11.5, 9.857142857142856)"
11-01-2023 20:50:56.455656,"(3.5, 5.0, 4.771428571428571)","(13.0, 38.0, 31.684210526315788)","(20.0, 70.0, 60.0)","(1.5, 1.64, 1.5323255813953487)","(6.0, 11.5, 9.857142857142856)"
11-01-2023 20:50:57.348238,"(3.5, 5.0, 4.771428571428571)","(13.0, 38.0, 31.684210526315788)","(20.0, 70.0, 60.0)","(1.5, 1.63, 1.5665384615384614)","(6.0, 11.5, 9.857142857142856)"
11-01-2023 20:50:58.162053,"(3.5, 5.0, 4.771428571428571)","(13.0, 38.0, 31.684210526315788)","(20.0, 70.0, 60.0)","(1.5, 1.62, 1.5736842105263158)","(6.0, 11.5, 9.857142857142856)"
11-01-2023 20:50:59.123118,"(3.5, 5.0, 4.771428571428571)","(13.0, 38.0, 31.684210526315788)","(20.0, 70.0, 60.0)","(1.5, 1.62, 1.5646153846153847)","(6.0, 11.0, 10.64)"
11-01-2023 20:51:00.145859,"(3.5, 5.0, 4.771428571428571)","(13.0, 38.0, 31.684210526315788)","(20.0, 70.0, 60.0)","(1.5, 1.62, 1.5646153846153847)","(6.0, 11.0, 10.64)"
11-01-2023 20:51:01.051418,"(3.5, 5.0, 4.771428571428571)","(13.0, 38.0, 31.684210526315788)","(20.0, 70.0, 60.0)","(1.5, 1.62, 1.6111111111111112)","(6.0, 11.0, 10.64)"
11-01-2023 20:51:01.992021,"(3.5, 5.0, 4.771428571428571)","(13.0, 38.0, 31.684210526315788)","(20.0, 70.0, 60.0)","(1.5, 1.61, 1.6022222222222222)","(6.0, 11.0, 9.753846153846153)"
11-01-2023 20:51:02.975429,"(3.5, 5.0, 4.771428571428571)","(13.0, 38.0, 31.684210526315788)","(20.0, 70.0, 60.0)","(1.5, 1.61, 1.6025)","(6.0, 11.0, 9.649999999999999)"
11-01-2023 20:51:03.960317,"(3.5, 5.0, 4.771428571428571)","(13.0, 38.0, 30.32)","(20.0, 70.0, 60.0)","(1.5, 1.61, 1.6031250000000001)","(6.0, 11.0, 9.753846153846153)"
11-01-2023 20:51:04.907288,"(3.5, 4.9, 4.728571428571429)","(13.0, 38.0, 30.32)","(20.0, 70.0, 60.0)","(1.5, 1.61, 1.6031250000000001)","(6.0, 11.0, 9.753846153846153)"
11-01-2023 20:51:05.842295,"(3.5, 4.9, 4.728571428571429)","(13.0, 38.0, 30.32)","(20.0, 70.0, 60.0)","(1.5, 1.61, 1.6031250000000001)","(6.0, 11.0, 9.753846153846153)"
11-01-2023 20:51:06.819126,"(3.5, 4.9, 4.728571428571429)","(13.0, 38.0, 30.695652173913043)","(20.0, 75.0, 48.333333333333336)","(1.5, 1.61, 1.6031250000000001)","(6.0, 11.0, 9.753846153846153)"
11-01-2023 20:51:07.714909,"(3.5, 4.9, 4.728571428571429)","(13.0, 38.0, 30.695652173913043)","(20.0, 75.0, 48.333333333333336)","(1.5, 1.61, 1.6031250000000001)","(6.0, 11.0, 9.753846153846153)"
11-01-2023 20:51:08.651979,"(3.5, 4.9, 4.728571428571429)","(13.0, 38.0, 30.695652173913043)","(20.0, 75.0, 48.333333333333336)","(1.5, 1.61, 1.6031250000000001)","(6.0, 11.0, 9.753846153846153)"
11-01-2023 20:51:09.625732,"(3.5, 4.9, 4.728571428571429)","(13.0, 38.0, 30.695652173913043)","(20.0, 75.0, 48.333333333333336)","(1.5, 1.61, 1.6031250000000001)","(6.0, 11.0, 9.753846153846153)"
11-01-2023 20:51:10.521085,"(3.5, 4.9, 4.728571428571429)","(13.0, 38.0, 30.695652173913043)","(20.0, 75.0, 48.333333333333336)","(1.5, 1.61, 1.6031250000000001)","(6.0, 11.0, 9.753846153846153)"
11-01-2023 20:51:11.443987,"(3.5, 4.9, 4.728571428571429)","(13.0, 38.0, 30.695652173913043)","(20.0, 75.0, 48.333333333333336)","(1.5, 1.61, 1.6031250000000001)","(6.0, 11.0, 9.753846153846153)"
11-01-2023 20:51:12.527704,"(3.5, 4.9, 4.728571428571429)","(13.0, 38.0, 30.695652173913043)","(20.0, 75.0, 48.333333333333336)","(1.5, 1.61, 1.5991666666666668)","(6.0, 11.0, 9.753846153846153)"
11-01-2023 20:51:13.670374,"(3.5, 5.1, 4.85)","(13.0, 38.0, 30.695652173913043)","(20.0, 75.0, 38.2)","(1.5, 1.61, 1.6055555555555556)","(6.0, 11.0, 9.649999999999999)"
11-01-2023 20:51:14.805539,"(3.5, 5.6, 4.8307692307692305)","(13.0, 38.0, 30.695652173913043)","(20.0, 75.0, 48.714285714285715)","(1.5, 1.61, 1.6055555555555556)","(6.0, 11.0, 9.649999999999999)"
11-01-2023 20:51:15.919852,"(3.5, 5.6, 4.8307692307692305)","(13.0, 38.0, 30.695652173913043)","(20.0, 75.0, 48.714285714285715)","(1.5, 1.61, 1.6055555555555556)","(6.0, 11.0, 9.649999999999999)"
11-01-2023 20:51:17.067052,"(3.5, 5.6, 4.8307692307692305)","(13.0, 38.0, 30.695652173913043)","(20.0, 75.0, 48.714285714285715)","(1.5, 1.61, 1.6055555555555556)","(6.0, 11.0, 9.649999999999999)"
11-01-2023 20:51:18.120382,"(3.5, 5.6, 4.8307692307692305)","(13.0, 38.0, 30.695652173913043)","(20.0, 75.0, 48.714285714285715)","(1.5, 1.61, 1.6055555555555556)","(6.0, 11.0, 9.649999999999999)"
11-01-2023 20:51:19.167228,"(3.5, 5.6, 4.8307692307692305)","(13.0, 38.0, 30.695652173913043)","(20.0, 75.0, 48.714285714285715)","(1.5, 1.61, 1.6055555555555556)","(6.0, 11.0, 9.649999999999999)"
11-01-2023 20:51:20.268520,"(3.5, 5.6, 4.8307692307692305)","(13.0, 38.0, 30.695652173913043)","(20.0, 75.0, 48.714285714285715)","(1.5, 1.61, 1.6082857142857143)","(6.0, 11.0, 9.753846153846153)"
11-01-2023 20:51:21.312639,"(3.5, 5.0, 4.642857142857142)","(13.0, 38.0, 30.695652173913043)","(20.0, 75.0, 48.714285714285715)","(1.5, 1.61, 1.6082857142857143)","(6.0, 11.0, 9.753846153846153)"
11-01-2023 20:51:22.346143,"(3.5, 5.0, 4.642857142857142)","(13.0, 38.0, 30.695652173913043)","(20.0, 75.0, 48.714285714285715)","(1.5, 1.61, 1.6085185185185187)","(6.0, 11.0, 9.649999999999999)"
11-01-2023 20:51:23.396678,"(3.5, 5.0, 4.646153846153846)","(13.0, 38.0, 34.30769230769231)","(20.0, 75.0, 48.714285714285715)","(1.5, 1.61, 1.6081538461538463)","(6.0, 11.0, 9.799999999999999)"
11-01-2023 20:51:24.408726,"(3.5, 5.0, 4.646153846153846)","(13.0, 38.0, 34.30769230769231)","(20.0, 75.0, 48.714285714285715)","(1.5, 1.61, 1.6081538461538463)","(6.0, 11.0, 9.799999999999999)"
11-01-2023 20:51:25.389949,"(3.5, 5.0, 4.646153846153846)","(13.0, 38.0, 34.30769230769231)","(20.0, 75.0, 48.714285714285715)","(1.5, 1.61, 1.6081538461538463)","(6.0, 11.0, 9.799999999999999)"
11-01-2023 20:51:26.403556,"(3.5, 5.0, 4.646153846153846)","(13.0, 38.0, 34.30769230769231)","(20.0, 75.0, 45.42857142857143)","(1.5, 1.61, 1.5091666666666668)","(6.0, 11.0, 9.799999999999999)"
11-01-2023 20:51:27.469826,"(3.5, 5.0, 4.646153846153846)","(13.0, 38.0, 34.30769230769231)","(20.0, 75.0, 36.3)","(1.5, 1.61, 1.5055)","(6.0, 11.0, 9.799999999999999)"
11-01-2023 20:51:28.462110,"(3.5, 5.0, 4.646153846153846)","(13.0, 38.0, 34.30769230769231)","(20.0, 75.0, 36.3)","(1.5, 1.61, 1.5055)","(6.0, 11.0, 9.649999999999999)"
11-01-2023 20:51:29.310853,"(3.5, 5.0, 4.646153846153846)","(13.0, 38.0, 34.30769230769231)","(20.0, 75.0, 36.3)","(1.5, 1.61, 1.5055)","(6.0, 11.0, 9.649999999999999)"
11-01-2023 20:51:30.328555,"(3.5, 5.0, 4.646153846153846)","(13.0, 38.0, 34.30769230769231)","(20.0, 75.0, 36.3)","(1.5, 1.61, 1.5055)","(6.0, 11.0, 9.649999999999999)"
11-01-2023 20:51:31.349764,"(3.5, 5.0, 4.646153846153846)","(13.0, 38.0, 34.30769230769231)","(20.0, 75.0, 36.3)","(1.5, 1.61, 1.5055)","(6.0, 11.0, 9.85)"
11-01-2023 20:51:32.297471,"(3.5, 5.0, 4.646153846153846)","(13.0, 38.0, 34.30769230769231)","(20.0, 75.0, 36.3)","(1.5, 1.61, 1.5712962962962964)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:33.248697,"(3.5, 5.0, 4.646153846153846)","(13.0, 38.0, 34.30769230769231)","(20.0, 75.0, 38.1)","(1.5, 1.61, 1.5712962962962964)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:34.260741,"(3.5, 5.0, 4.646153846153846)","(13.0, 38.0, 34.30769230769231)","(20.0, 75.0, 48.64285714285714)","(1.5, 1.61, 1.5524242424242425)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:35.255630,"(3.5, 5.0, 4.646153846153846)","(13.0, 38.0, 34.30769230769231)","(20.0, 75.0, 48.64285714285714)","(1.5, 1.61, 1.5524242424242425)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:36.197568,"(3.5, 5.0, 4.646153846153846)","(13.0, 38.0, 34.30769230769231)","(20.0, 75.0, 48.64285714285714)","(1.5, 1.61, 1.5524242424242425)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:37.153444,"(3.5, 5.0, 4.646153846153846)","(13.0, 38.0, 34.30769230769231)","(20.0, 75.0, 48.64285714285714)","(1.5, 1.61, 1.5524242424242425)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:38.098401,"(3.5, 5.0, 4.646153846153846)","(13.0, 38.0, 34.30769230769231)","(20.0, 75.0, 51.9375)","(1.5, 1.61, 1.5695744680851065)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:39.009696,"(3.5, 5.0, 4.646153846153846)","(13.0, 36.0, 35.0)","(20.0, 75.0, 51.9375)","(1.5, 1.61, 1.5695744680851065)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:39.960310,"(3.5, 5.0, 4.646153846153846)","(13.0, 36.0, 35.0)","(20.0, 75.0, 51.9375)","(1.5, 1.61, 1.5695744680851065)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:40.877433,"(3.5, 5.0, 4.646153846153846)","(13.0, 36.0, 35.0)","(20.0, 75.0, 51.9375)","(1.5, 1.61, 1.5695744680851065)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:41.818909,"(3.5, 5.0, 4.646153846153846)","(13.0, 36.0, 35.0)","(20.0, 75.0, 51.9375)","(1.5, 1.61, 1.5506)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:42.688490,"(3.5, 5.0, 4.646153846153846)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.5506)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:43.704327,"(3.5, 5.0, 4.646153846153846)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.5506)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:44.700521,"(3.5, 5.0, 4.646153846153846)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.5506)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:45.642381,"(3.5, 5.0, 4.646153846153846)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.5506)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:46.563328,"(3.5, 5.0, 4.646153846153846)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.5506)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:47.568045,"(3.5, 5.0, 4.646153846153846)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.5506)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:48.562796,"(3.5, 5.0, 4.646153846153846)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.5506)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:49.417412,"(3.5, 5.0, 4.646153846153846)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.5506)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:50.307660,"(3.5, 5.0, 4.646153846153846)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.5637142857142858)","(6.0, 10.5, 9.85)"
11-01-2023 20:51:51.225333,"(3.5, 5.0, 4.637499999999999)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.5668)","(6.0, 10.5, 9.672727272727272)"
11-01-2023 20:51:52.188726,"(3.5, 5.0, 4.637499999999999)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.5668)","(6.0, 10.5, 9.672727272727272)"
11-01-2023 20:51:53.129665,"(3.5, 5.0, 4.637499999999999)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.5668)","(6.0, 10.5, 9.672727272727272)"
11-01-2023 20:51:54.022626,"(3.5, 5.0, 4.637499999999999)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.5668)","(6.0, 10.5, 9.672727272727272)"
11-01-2023 20:51:54.921081,"(3.5, 5.0, 4.637499999999999)","(13.0, 36.0, 35.0)","(20.0, 75.0, 53.13333333333333)","(1.5, 1.61, 1.5668)","(6.0, 10.5, 9.672727272727272)"
