,Fun Idol,Burn Rate,Dr Bella,Dan Dan,Dr Rogan,Phelan Seedy,Down Under Boy,Superb
14-12-2022 19:14:14.557678,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.58)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 20.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:15.727395,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.58)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 20.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:16.849049,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.58)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 20.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:17.917882,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.58)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 20.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:18.982793,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.58)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 20.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:20.122894,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.58)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 20.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:21.367218,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.58)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 20.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:22.663664,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.58)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 20.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:23.919212,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.58)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 20.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:25.086613,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.58)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 20.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:26.119106,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.58)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 20.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:27.189697,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 8.9)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 19.75)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:28.306038,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.7)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 19.75)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:29.482586,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.7)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 19.75)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:30.629300,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.7)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 19.75)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:31.777280,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.7)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 19.75)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:32.823175,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.7)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 19.75)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:33.879656,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.7)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 19.75)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:34.968642,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.7)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 19.75)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:36.078851,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.7)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 19.75)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:37.217530,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.7)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 19.75)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:38.399524,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.7)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 19.75)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:39.603199,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.7)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 19.75)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:40.721735,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.7)","(7.5, 14.5, 14.236666666666668)","(13.0, 27.0, 19.75)","(3.4, 5.5, 3.625)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:14:41.861697,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 55.0)","(5.0, 11.0, 7.7)","(7.5, 14.5, 14.2125)","(13.0, 27.0, 25.96666666666667)","(3.4, 5.5, 3.625)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:14:42.927036,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 47.0)","(5.0, 11.0, 7.7)","(7.5, 15.0, 11.8)","(13.0, 27.0, 19.5)","(3.4, 5.5, 3.625)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:14:44.060294,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.8, 3.995)","(26.0, 95.0, 47.0)","(5.0, 11.0, 8.833333333333334)","(7.5, 15.0, 12.333333333333332)","(13.0, 27.0, 19.5)","(3.4, 5.5, 3.625)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:14:45.120259,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 5.359999999999999)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 15.0, 12.333333333333332)","(13.0, 27.0, 17.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:14:46.204507,"(3.8, 5.9, 5.230434782608696)","(3.5, 6.6, 5.359999999999999)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 15.0, 12.333333333333332)","(13.0, 27.0, 17.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:14:47.369329,"(3.8, 5.9, 5.230434782608696)","(3.5, 6.6, 5.359999999999999)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 15.0, 9.3)","(13.0, 27.0, 17.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:14:48.516488,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 5.359999999999999)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 9.3)","(13.0, 27.0, 17.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:14:49.637447,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 5.359999999999999)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:14:50.749635,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 5.359999999999999)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:14:51.798851,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 5.359999999999999)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:14:52.792906,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 5.359999999999999)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:14:53.942804,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 5.359999999999999)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:14:55.088017,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 5.359999999999999)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 3.625)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:14:56.274920,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 5.359999999999999)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:14:57.487230,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:14:58.561805,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:14:59.641615,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:15:00.816668,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:15:01.971522,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:15:03.140655,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:15:04.190270,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:15:05.214771,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:15:06.351551,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:15:07.525911,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:15:08.722781,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:15:09.849142,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:15:10.981087,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:15:11.985875,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:15:13.123528,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 17.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:15:14.207140,"(3.8, 5.7, 5.091304347826087)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 21.2)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:15:15.315159,"(3.8, 5.7, 4.5625)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 21.2)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 34.44444444444444)"
14-12-2022 19:15:16.412801,"(3.8, 5.7, 4.5625)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 21.2)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:17.553236,"(3.8, 5.7, 4.5625)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 21.2)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:18.644394,"(3.8, 5.7, 4.5625)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 21.2)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:19.735982,"(3.8, 5.7, 4.5625)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 21.2)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:20.817155,"(3.8, 5.7, 4.5625)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 21.2)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:21.910926,"(3.8, 5.7, 4.5625)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 21.2)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:23.065554,"(3.8, 5.7, 4.5625)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 21.2)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:24.208041,"(3.8, 5.7, 4.5625)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 21.2)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:25.431295,"(3.8, 5.7, 4.5625)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 21.2)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:26.606777,"(3.8, 5.7, 4.37)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 21.2)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:27.762737,"(3.8, 5.7, 4.37)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 22.714285714285715)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:28.846790,"(3.8, 5.7, 4.37)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 22.714285714285715)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:29.871418,"(3.8, 5.7, 4.37)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 22.857142857142858)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:31.039416,"(3.8, 5.7, 4.620833333333334)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 22.857142857142858)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:32.200707,"(3.8, 5.7, 4.620833333333334)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 22.857142857142858)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:33.299756,"(3.8, 5.7, 4.4399999999999995)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 22.857142857142858)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:34.307781,"(3.8, 5.7, 4.4399999999999995)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 22.857142857142858)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:35.381962,"(3.8, 5.7, 4.4399999999999995)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 22.857142857142858)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:36.543930,"(3.8, 5.7, 4.4399999999999995)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 22.857142857142858)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:37.750614,"(3.8, 5.7, 4.4399999999999995)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 22.857142857142858)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:38.974460,"(3.8, 5.7, 4.4399999999999995)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 22.857142857142858)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:40.070570,"(3.8, 5.7, 4.4399999999999995)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 22.857142857142858)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:41.221241,"(3.8, 5.7, 4.4399999999999995)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 22.714285714285715)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:42.251323,"(3.8, 5.7, 4.4399999999999995)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 22.714285714285715)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:43.393777,"(3.8, 5.7, 4.679166666666667)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 22.857142857142858)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 54.0)"
14-12-2022 19:15:44.492999,"(3.8, 5.7, 4.51)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 47.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 8.625)","(13.0, 27.0, 22.857142857142858)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 71.36363636363637)"
14-12-2022 19:15:45.628761,"(3.8, 5.7, 4.51)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 55.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 11.333333333333332)","(13.0, 27.0, 20.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:15:46.732913,"(3.8, 5.7, 4.51)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 55.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 11.266666666666666)","(13.0, 27.0, 20.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:15:47.851741,"(3.8, 5.7, 4.51)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 55.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 11.266666666666666)","(13.0, 27.0, 20.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 39.166666666666664)"
14-12-2022 19:15:48.929106,"(3.8, 5.7, 4.51)","(3.5, 6.6, 6.273684210526316)","(26.0, 95.0, 55.0)","(5.0, 10.5, 8.833333333333334)","(7.5, 13.5, 9.72)","(13.0, 27.0, 20.0)","(3.4, 5.5, 4.294642857142858)","(26.0, 110.0, 39.166666666666664)"
