,Blount County,Royston Head,Your Not The Boss,Cab Perrio,Kirrek,Let There Be Peace,Tequila Shots,Theclan
10-01-2023 12:01:07.832018,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 5.209090909090909)","(12.0, 25.0, 23.823529411764707)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.653846153846153)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:08.840266,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 5.209090909090909)","(12.0, 25.0, 23.823529411764707)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.653846153846153)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:09.859424,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 5.209090909090909)","(12.0, 25.0, 23.823529411764707)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.653846153846153)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:10.921615,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 5.209090909090909)","(12.0, 25.0, 23.823529411764707)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.653846153846153)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:12.055025,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 5.209090909090909)","(12.0, 25.0, 23.823529411764707)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.653846153846153)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:13.190250,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 5.209090909090909)","(12.0, 25.0, 23.823529411764707)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.653846153846153)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:14.356458,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 5.209090909090909)","(12.0, 25.0, 23.823529411764707)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.653846153846153)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:15.518790,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 5.209090909090909)","(12.0, 25.0, 23.823529411764707)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.653846153846153)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:16.560449,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 5.209090909090909)","(12.0, 25.0, 23.823529411764707)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.653846153846153)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:17.578130,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 5.209090909090909)","(12.0, 25.0, 23.823529411764707)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.653846153846153)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:18.738554,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 5.209090909090909)","(12.0, 25.0, 23.823529411764707)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.653846153846153)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:19.816137,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 5.209090909090909)","(12.0, 25.0, 23.823529411764707)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.653846153846153)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:20.838632,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 5.209090909090909)","(12.0, 25.0, 23.823529411764707)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.653846153846153)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:21.886339,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 5.209090909090909)","(12.0, 25.0, 23.823529411764707)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:22.923463,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 5.209090909090909)","(12.0, 25.0, 23.94736842105263)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:23.996008,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 4.943478260869566)","(12.0, 25.0, 23.94736842105263)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:25.037311,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 4.943478260869566)","(12.0, 25.0, 22.857142857142858)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:26.094319,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 4.996153846153846)","(12.0, 25.0, 22.857142857142858)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:27.224638,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 4.996153846153846)","(12.0, 25.0, 23.2)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:28.286915,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 4.996153846153846)","(12.0, 25.0, 23.666666666666668)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:29.337289,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 4.996153846153846)","(12.0, 25.0, 24.428571428571427)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:30.375407,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 4.996153846153846)","(12.0, 25.0, 24.428571428571427)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 60.4)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:31.413855,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 4.996153846153846)","(12.0, 25.0, 24.428571428571427)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 54.0)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:32.438518,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 4.996153846153846)","(12.0, 25.0, 24.428571428571427)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 54.0)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:33.535781,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 4.943478260869566)","(12.0, 24.0, 23.5)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 54.0)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:34.974507,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 4.943478260869566)","(12.0, 24.0, 23.5)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 54.0)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:36.190784,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 4.943478260869566)","(12.0, 24.0, 23.307692307692307)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 54.0)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:37.333455,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 4.943478260869566)","(12.0, 27.0, 23.727272727272727)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 54.0)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:38.802366,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.4, 4.943478260869566)","(12.0, 27.0, 23.727272727272727)","(6.0, 10.0, 9.511111111111111)","(21.0, 70.0, 54.0)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.666666666666666)"
10-01-2023 12:01:40.231562,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 4.996153846153846)","(12.0, 27.0, 23.727272727272727)","(6.0, 10.0, 9.618181818181819)","(21.0, 70.0, 63.14285714285714)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 10.714285714285714)"
10-01-2023 12:01:41.437164,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 4.996153846153846)","(12.0, 27.0, 25.166666666666668)","(6.0, 9.8, 8.8)","(21.0, 70.0, 63.14285714285714)","(15.0, 22.0, 20.833333333333332)","(8.5, 12.0, 11.0)"
10-01-2023 12:01:42.638539,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 4.996153846153846)","(12.0, 26.0, 25.166666666666668)","(6.0, 9.8, 8.8)","(21.0, 70.0, 54.0)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 11.0)"
10-01-2023 12:01:43.644576,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.2018867924528305)","(12.0, 26.0, 25.166666666666668)","(6.0, 9.8, 8.8)","(21.0, 70.0, 54.0)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 11.0)"
10-01-2023 12:01:44.728684,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 4.996153846153846)","(12.0, 26.0, 23.727272727272727)","(6.0, 9.8, 8.8)","(21.0, 70.0, 63.14285714285714)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 11.0)"
10-01-2023 12:01:45.793434,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 4.996153846153846)","(12.0, 27.0, 23.727272727272727)","(6.0, 9.8, 8.8)","(21.0, 70.0, 54.0)","(15.0, 22.0, 20.833333333333332)","(8.5, 11.5, 11.0)"
10-01-2023 12:01:46.942677,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.108333333333333)","(12.0, 27.0, 23.0)","(6.0, 9.8, 8.911111111111111)","(21.0, 70.0, 54.0)","(15.0, 22.0, 19.5)","(8.5, 11.5, 11.0)"
10-01-2023 12:01:48.059541,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.108333333333333)","(12.0, 27.0, 23.0)","(6.0, 9.8, 8.911111111111111)","(21.0, 70.0, 54.0)","(15.0, 22.0, 19.5)","(8.5, 11.5, 11.0)"
10-01-2023 12:01:49.206289,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.2125)","(12.0, 27.0, 23.0)","(6.0, 9.8, 8.911111111111111)","(21.0, 70.0, 63.14285714285714)","(15.0, 22.0, 19.5)","(8.5, 11.5, 11.0)"
10-01-2023 12:01:50.311074,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.2125)","(12.0, 27.0, 23.0)","(6.0, 9.8, 8.911111111111111)","(21.0, 70.0, 63.14285714285714)","(15.0, 22.0, 19.5)","(8.5, 11.5, 11.0)"
10-01-2023 12:01:51.446796,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.2125)","(12.0, 27.0, 23.0)","(6.0, 9.8, 8.911111111111111)","(21.0, 70.0, 63.14285714285714)","(15.0, 22.0, 19.5)","(8.5, 11.5, 11.0)"
10-01-2023 12:01:52.567373,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.2125)","(12.0, 27.0, 23.0)","(6.0, 9.8, 8.911111111111111)","(21.0, 70.0, 63.14285714285714)","(15.0, 22.0, 19.5)","(8.5, 11.5, 11.0)"
10-01-2023 12:01:53.720784,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.2125)","(12.0, 27.0, 23.0)","(6.0, 9.8, 8.911111111111111)","(21.0, 70.0, 54.0)","(15.0, 22.0, 20.25)","(8.5, 11.5, 11.0)"
10-01-2023 12:01:54.846626,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.2125)","(12.0, 27.0, 23.0)","(6.0, 9.8, 8.911111111111111)","(21.0, 70.0, 55.333333333333336)","(15.0, 22.0, 20.25)","(8.5, 11.5, 11.0)"
10-01-2023 12:01:55.923490,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.2125)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.911111111111111)","(21.0, 70.0, 55.333333333333336)","(15.0, 22.0, 20.25)","(8.5, 11.5, 11.0)"
10-01-2023 12:01:57.016424,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.2125)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 9.05)","(21.0, 70.0, 55.333333333333336)","(15.0, 22.0, 20.25)","(8.5, 11.5, 11.0)"
10-01-2023 12:01:58.074776,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.2125)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 9.05)","(21.0, 70.0, 55.333333333333336)","(15.0, 22.0, 20.25)","(8.5, 11.5, 11.0)"
10-01-2023 12:01:59.124244,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.2125)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 9.05)","(21.0, 70.0, 55.333333333333336)","(15.0, 22.0, 20.25)","(8.5, 11.5, 11.0)"
10-01-2023 12:02:00.147405,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.2125)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 9.05)","(21.0, 70.0, 55.333333333333336)","(15.0, 22.0, 20.25)","(8.5, 11.5, 11.0)"
10-01-2023 12:02:01.179537,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.2125)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 9.05)","(21.0, 70.0, 55.333333333333336)","(15.0, 22.0, 20.25)","(8.5, 11.5, 11.0)"
10-01-2023 12:02:02.221398,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.2125)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 9.376470588235295)","(21.0, 70.0, 55.333333333333336)","(15.0, 22.0, 20.25)","(8.5, 11.5, 11.0)"
10-01-2023 12:02:03.277529,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.4, 5.2125)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.628571428571428)","(21.0, 70.0, 55.333333333333336)","(15.0, 22.0, 19.25)","(8.5, 11.5, 11.0)"
10-01-2023 12:02:04.381026,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.2384)","(4.2, 5.5, 5.38)","(12.0, 27.0, 23.470588235294116)","(6.0, 10.0, 8.8)","(21.0, 70.0, 55.333333333333336)","(15.0, 22.0, 19.5)","(8.5, 11.5, 11.0)"
10-01-2023 12:02:05.439402,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.5, 5.38)","(12.0, 27.0, 23.470588235294116)","(6.0, 10.0, 9.566666666666666)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.794117647058822)","(8.5, 11.5, 10.833333333333334)"
10-01-2023 12:02:06.513348,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.28, 2.233103448275862)","(4.2, 5.5, 5.130769230769231)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 9.275)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 11.5, 10.833333333333334)"
10-01-2023 12:02:07.558460,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.219047619047619)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 9.275)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 11.5, 10.833333333333334)"
10-01-2023 12:02:08.668089,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.217910447761194)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.82)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 11.5, 10.714285714285714)"
10-01-2023 12:02:09.831994,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.217910447761194)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.82)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:10.884344,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.217910447761194)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.723076923076924)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:12.020713,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.217910447761194)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.723076923076924)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:13.157720,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.217910447761194)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.723076923076924)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:14.210034,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.2214285714285715)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.723076923076924)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:15.346805,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.2214285714285715)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.723076923076924)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:16.417510,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.2214285714285715)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.723076923076924)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:17.538839,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.2214285714285715)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.75)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:18.647242,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.2214285714285715)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.75)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:19.671850,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.2214285714285715)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.75)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:20.743936,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.2214285714285715)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.75)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:21.795483,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.2214285714285715)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.75)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:22.866263,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.2214285714285715)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.75)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:23.937782,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.2214285714285715)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.75)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:25.025588,"(12.0, 17.0, 16.53846153846154)","(2.0, 2.3, 2.2214285714285715)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.75)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:26.124658,"(12.0, 17.0, 16.076923076923077)","(2.0, 2.3, 2.2214285714285715)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.75)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:27.226670,"(12.0, 17.0, 16.076923076923077)","(2.0, 2.3, 2.2214285714285715)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.75)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:28.305625,"(12.0, 17.0, 16.076923076923077)","(2.0, 2.3, 2.2214285714285715)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.75)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:29.381285,"(12.0, 17.0, 16.076923076923077)","(2.0, 2.24, 2.2300000000000004)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.75)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.5625)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:30.493695,"(12.0, 17.0, 16.076923076923077)","(2.0, 2.24, 2.228888888888889)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.75)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.708333333333332)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:31.627977,"(12.0, 17.0, 16.076923076923077)","(2.0, 2.24, 2.228888888888889)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.75)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.708333333333332)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:32.794286,"(12.0, 17.0, 16.076923076923077)","(2.0, 2.24, 2.228888888888889)","(4.2, 5.5, 5.076923076923077)","(12.0, 27.0, 23.470588235294116)","(6.0, 9.8, 8.75)","(21.0, 70.0, 55.333333333333336)","(15.0, 20.0, 19.708333333333332)","(8.5, 12.0, 10.65)"
10-01-2023 12:02:33.908668,"(12.0, 17.0, 16.076923076923077)","(2.0, 2.24, 2.228888888888889)","(4.2, 5.5, 5.057142857142857)","(12.0, 27.0, 24.428571428571427)","(6.0, 9.8, 9.4)","(21.0, 70.0, 56.666666666666664)","(15.0, 20.0, 19.727272727272727)","(8.5, 12.0, 10.7)"
10-01-2023 12:02:35.011179,"(12.0, 16.5, 16.166666666666668)","(2.0, 2.24, 2.2333333333333334)","(4.2, 5.4, 5.057142857142857)","(12.0, 27.0, 26.0)","(6.0, 9.8, 9.4)","(21.0, 70.0, 56.666666666666664)","(15.0, 20.0, 19.727272727272727)","(8.5, 11.5, 10.7)"
10-01-2023 12:02:36.143673,"(12.0, 16.5, 16.166666666666668)","(2.0, 2.24, 2.2333333333333334)","(4.2, 5.4, 5.057142857142857)","(12.0, 27.0, 26.5)","(6.0, 9.8, 9.4)","(21.0, 70.0, 56.666666666666664)","(15.0, 20.0, 19.84090909090909)","(8.5, 11.5, 10.7)"
10-01-2023 12:02:37.211698,"(12.0, 16.5, 16.166666666666668)","(2.0, 2.24, 2.2333333333333334)","(4.2, 5.4, 5.057142857142857)","(12.0, 27.0, 26.5)","(6.0, 9.8, 9.4)","(21.0, 70.0, 56.666666666666664)","(15.0, 20.0, 19.727272727272727)","(8.5, 11.5, 10.7)"
