,Ride On Beauty,K K Can,Lunar Prayer,Salty Saul,Black Panda,Bet The Queen,Grams Gal,Shania Sea,Lady Licious
12-01-2023 11:25:49.236741,"(1.01, 99999, 99990)","(5.0, 8.2, 7.542857142857143)","(4.6, 6.0, 5.1000000000000005)","(9.0, 15.0, 11.0)","(2.5, 3.25, 3.05)","(6.0, 7.6, 6.264285714285714)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:25:50.320710,"(1.01, 99999, 99990)","(5.0, 8.2, 7.542857142857143)","(4.6, 6.0, 5.4375)","(9.0, 15.0, 12.92)","(2.5, 3.25, 3.05)","(6.0, 7.6, 6.264285714285714)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:25:51.350049,"(1.01, 99999, 99990)","(5.0, 8.2, 7.542857142857143)","(4.6, 6.0, 5.470588235294118)","(9.0, 15.0, 12.92)","(2.5, 3.25, 3.0080645161290325)","(6.0, 7.6, 6.264285714285714)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:25:52.318617,"(1.01, 99999, 99990)","(5.0, 8.2, 7.542857142857143)","(4.6, 6.0, 5.470588235294118)","(9.0, 15.0, 12.92)","(2.5, 3.25, 3.0080645161290325)","(6.0, 7.6, 6.264285714285714)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:25:53.423992,"(1.01, 99999, 99990)","(5.0, 8.2, 7.05)","(4.6, 6.0, 5.263636363636364)","(10.0, 15.0, 12.92)","(2.5, 3.25, 3.1214285714285714)","(6.0, 7.6, 6.264285714285714)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:25:54.538792,"(1.01, 99999, 99990)","(5.0, 8.2, 7.05)","(4.6, 6.0, 5.263636363636364)","(10.0, 15.0, 11.533333333333333)","(2.5, 3.25, 3.1214285714285714)","(6.0, 7.6, 6.264285714285714)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:25:55.656495,"(1.01, 99999, 99990)","(5.0, 8.2, 7.05)","(4.6, 6.0, 5.263636363636364)","(10.0, 15.0, 11.533333333333333)","(2.5, 3.25, 3.1214285714285714)","(6.0, 7.6, 7.033333333333333)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:25:56.711366,"(1.01, 99999, 99990)","(5.0, 8.2, 7.05)","(4.6, 6.0, 5.263636363636364)","(10.0, 15.0, 11.533333333333333)","(2.5, 3.25, 3.1214285714285714)","(6.0, 7.6, 7.033333333333333)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:25:57.762514,"(1.01, 99999, 99990)","(5.0, 8.2, 7.05)","(4.6, 6.0, 5.263636363636364)","(10.0, 15.0, 11.533333333333333)","(2.5, 3.25, 3.1214285714285714)","(6.0, 7.6, 7.033333333333333)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:25:58.768433,"(1.01, 99999, 99990)","(5.0, 8.2, 7.05)","(4.6, 6.0, 5.263636363636364)","(10.0, 15.0, 11.533333333333333)","(2.5, 3.25, 3.1214285714285714)","(6.0, 7.6, 7.033333333333333)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:25:59.827565,"(1.01, 99999, 99990)","(5.0, 8.2, 7.05)","(4.6, 6.0, 5.263636363636364)","(10.0, 15.0, 11.533333333333333)","(2.5, 3.25, 3.1214285714285714)","(6.0, 7.6, 7.033333333333333)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:00.831179,"(1.01, 99999, 99990)","(5.0, 8.2, 7.05)","(4.6, 6.0, 5.263636363636364)","(10.0, 15.0, 11.533333333333333)","(2.5, 3.25, 3.1214285714285714)","(6.0, 7.6, 7.033333333333333)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:01.877912,"(1.01, 99999, 99990)","(5.0, 8.2, 7.05)","(4.6, 6.0, 5.263636363636364)","(10.0, 15.0, 11.533333333333333)","(2.5, 3.25, 3.1214285714285714)","(6.0, 7.6, 7.033333333333333)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:02.955967,"(1.01, 99999, 99990)","(5.0, 8.2, 7.05)","(4.6, 6.0, 5.263636363636364)","(10.0, 15.0, 11.533333333333333)","(2.5, 3.25, 3.1214285714285714)","(6.0, 7.6, 7.033333333333333)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:04.100430,"(1.01, 99999, 99990)","(5.0, 8.2, 7.05)","(4.6, 6.0, 5.181818181818182)","(10.0, 15.0, 11.533333333333333)","(2.5, 3.25, 3.1214285714285714)","(6.0, 7.6, 7.033333333333333)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:05.208563,"(1.01, 99999, 99990)","(4.8, 8.2, 7.05)","(4.2, 6.0, 5.181818181818182)","(10.0, 15.0, 11.533333333333333)","(2.5, 3.25, 3.1214285714285714)","(5.5, 7.6, 7.033333333333333)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:06.289548,"(1.01, 99999, 99990)","(4.8, 8.2, 7.05)","(4.2, 6.0, 5.1000000000000005)","(10.0, 15.0, 11.533333333333333)","(2.5, 3.25, 3.1214285714285714)","(5.5, 7.6, 6.8)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:07.424880,"(1.01, 99999, 99990)","(4.8, 8.2, 7.05)","(4.2, 6.0, 5.1000000000000005)","(10.0, 15.0, 11.533333333333333)","(2.5, 3.25, 3.1214285714285714)","(5.5, 7.6, 6.8)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:08.507405,"(1.01, 99999, 99990)","(4.8, 8.2, 7.05)","(4.2, 6.0, 5.1000000000000005)","(10.0, 15.0, 13.0)","(2.5, 3.25, 3.1214285714285714)","(5.5, 7.6, 6.666666666666667)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:09.637737,"(1.01, 99999, 99990)","(4.8, 8.2, 7.05)","(4.2, 6.0, 5.1000000000000005)","(10.0, 15.0, 13.0)","(2.5, 3.25, 3.1214285714285714)","(5.5, 7.6, 6.666666666666667)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:10.802060,"(1.01, 99999, 99990)","(4.8, 8.2, 7.05)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 13.0)","(2.5, 3.25, 3.1214285714285714)","(5.5, 7.6, 6.666666666666667)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:11.833866,"(1.01, 99999, 99990)","(4.8, 8.2, 7.05)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 13.0)","(2.5, 3.25, 3.1214285714285714)","(5.5, 7.6, 6.666666666666667)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:12.889862,"(1.01, 99999, 99990)","(4.8, 8.2, 7.05)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 13.0)","(2.5, 3.25, 3.188775510204082)","(5.5, 7.6, 7.0)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:13.946829,"(1.01, 99999, 99990)","(4.8, 8.2, 7.05)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 14.09090909090909)","(2.5, 3.25, 3.188775510204082)","(5.5, 7.4, 7.0)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:15.047470,"(1.01, 99999, 99990)","(4.8, 8.2, 7.05)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 14.09090909090909)","(2.5, 3.25, 3.204285714285714)","(5.5, 7.4, 7.0)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:16.005569,"(1.01, 99999, 99990)","(4.8, 8.2, 7.05)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.25, 3.204285714285714)","(5.5, 7.4, 7.0)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:16.971359,"(1.01, 99999, 99990)","(4.8, 8.2, 7.05)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.25, 3.204285714285714)","(5.5, 7.4, 6.583333333333334)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:18.060083,"(1.01, 99999, 99990)","(4.8, 8.2, 6.7)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.25, 3.15)","(5.5, 7.4, 6.75)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:19.210737,"(1.01, 99999, 99990)","(4.8, 7.8, 7.472727272727273)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.25, 3.15)","(5.5, 7.2, 6.75)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:20.345426,"(1.01, 99999, 99990)","(4.8, 7.8, 7.16)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.25, 3.0833333333333335)","(5.5, 7.2, 6.7)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:21.468803,"(1.01, 99999, 99990)","(4.8, 7.8, 6.68)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.25, 3.0833333333333335)","(5.5, 7.4, 6.7)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:22.538486,"(1.01, 99999, 99990)","(4.8, 7.8, 7.088888888888889)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.25, 3.0833333333333335)","(5.5, 7.4, 6.7)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:23.584971,"(1.01, 99999, 99990)","(4.8, 7.8, 7.088888888888889)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.25, 3.039473684210526)","(5.5, 7.4, 6.7)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:24.710851,"(1.01, 99999, 99990)","(4.8, 7.8, 7.088888888888889)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.25, 3.0375)","(5.5, 7.4, 6.7)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:25.945497,"(1.01, 99999, 99990)","(4.8, 7.8, 7.088888888888889)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.25, 3.0363636363636366)","(5.5, 7.4, 6.7)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:26.959992,"(1.01, 99999, 99990)","(4.8, 7.8, 7.088888888888889)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.2, 3.0363636363636366)","(5.5, 7.4, 6.7)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:28.054044,"(1.01, 99999, 99990)","(4.8, 7.8, 7.088888888888889)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.2, 3.0363636363636366)","(5.5, 7.2, 7.010526315789474)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:29.301884,"(1.01, 99999, 99990)","(4.8, 7.8, 7.088888888888889)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.2, 3.0363636363636366)","(5.5, 7.2, 7.010526315789474)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:30.372541,"(1.01, 99999, 99990)","(4.8, 7.8, 7.088888888888889)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.2, 3.1333333333333333)","(5.5, 7.2, 7.010526315789474)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:31.636520,"(1.01, 99999, 99990)","(4.8, 7.8, 7.387096774193548)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.2, 3.1333333333333333)","(5.5, 7.2, 7.010526315789474)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:32.809969,"(1.01, 99999, 99990)","(4.8, 7.8, 7.387096774193548)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.2, 3.1333333333333333)","(5.5, 7.2, 7.010526315789474)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:34.047905,"(1.01, 99999, 99990)","(4.8, 7.8, 7.387096774193548)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.2, 3.1333333333333333)","(5.5, 7.2, 7.010526315789474)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:35.254520,"(1.01, 99999, 99990)","(4.8, 7.8, 7.387096774193548)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.2, 3.1333333333333333)","(5.5, 7.2, 7.010526315789474)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:36.300604,"(1.01, 99999, 99990)","(4.8, 7.8, 7.387096774193548)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.2, 3.1333333333333333)","(5.5, 7.2, 7.010526315789474)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:37.316164,"(1.01, 99999, 99990)","(4.8, 7.8, 7.387096774193548)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.2, 3.1333333333333333)","(5.5, 7.2, 7.066666666666666)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:38.333955,"(1.01, 99999, 99990)","(4.8, 7.8, 7.266666666666667)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.2, 3.1333333333333333)","(5.5, 7.4, 7.066666666666666)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:39.313181,"(1.01, 99999, 99990)","(4.8, 7.8, 7.45)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.2, 3.1333333333333333)","(5.5, 7.4, 7.066666666666666)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:40.336327,"(1.01, 99999, 99990)","(4.8, 7.8, 7.45)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.2, 3.1333333333333333)","(5.5, 7.4, 7.066666666666666)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:41.393726,"(1.01, 99999, 99990)","(4.8, 7.8, 7.45)","(4.2, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.5, 3.2, 3.1333333333333333)","(5.5, 7.4, 7.066666666666666)","(17.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(7.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:42.634693,"(1.01, 99999, 99990)","(5.0, 7.8, 7.45)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(5.5, 7.4, 7.066666666666666)","(18.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.0, 14.5, 12.863636363636363)"
12-01-2023 11:26:43.737883,"(1.01, 99999, 99990)","(5.0, 8.0, 7.466666666666667)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(5.5, 7.4, 7.066666666666666)","(18.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.0, 14.5, 12.863636363636363)"
12-01-2023 11:26:44.798207,"(1.01, 99999, 99990)","(5.0, 8.0, 6.933333333333334)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(5.5, 7.4, 7.066666666666666)","(18.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.0, 14.5, 12.863636363636363)"
12-01-2023 11:26:45.866572,"(1.01, 99999, 99990)","(5.0, 7.8, 6.409032258064516)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(5.5, 7.4, 7.066666666666666)","(18.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.0, 14.5, 12.863636363636363)"
12-01-2023 11:26:46.863553,"(1.01, 99999, 99990)","(5.0, 7.6, 6.8)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(5.5, 7.4, 7.066666666666666)","(18.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.0, 14.5, 12.863636363636363)"
12-01-2023 11:26:47.961823,"(1.01, 99999, 99990)","(5.0, 7.6, 6.533333333333333)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(5.5, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:49.054893,"(1.01, 99999, 99990)","(5.0, 7.6, 6.5200000000000005)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:50.054498,"(1.01, 99999, 99990)","(5.0, 7.6, 6.97)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:51.042944,"(1.01, 99999, 99990)","(5.0, 7.6, 6.97)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:52.060781,"(1.01, 99999, 99990)","(5.0, 7.6, 6.97)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:53.018114,"(1.01, 99999, 99990)","(5.0, 7.6, 6.97)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:54.022034,"(1.01, 99999, 99990)","(5.0, 7.6, 6.97)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:54.973193,"(1.01, 99999, 99990)","(5.0, 7.6, 6.97)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:55.953457,"(1.01, 99999, 99990)","(5.0, 7.6, 6.97)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:57.152780,"(1.01, 99999, 99990)","(5.0, 7.6, 6.97)","(4.4, 6.0, 4.991666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:58.282781,"(1.01, 99999, 99990)","(5.0, 7.6, 6.97)","(4.4, 6.0, 5.083333333333333)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:26:59.319677,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.083333333333333)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:00.448947,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.083333333333333)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:01.510203,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.083333333333333)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 7.066666666666666)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:02.507954,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.083333333333333)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:03.588778,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.175)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:04.525685,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.175)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:05.505622,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.175)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:06.459148,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.175)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:07.506607,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.175)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:08.522432,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.266666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:09.474821,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.266666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
12-01-2023 11:27:10.679269,"(1.01, 99999, 99990)","(5.0, 7.6, 7.218181818181818)","(4.4, 6.0, 5.266666666666667)","(10.0, 15.0, 12.8125)","(2.6, 3.2, 3.1333333333333333)","(6.0, 7.4, 6.8)","(19.0, 60.0, 54.285714285714285)","(1.01, 99999, 99990)","(8.5, 14.5, 12.863636363636363)"
