,Wild Ollie,Sanitized,Blackwood Blue,Tiger Town,Elite Judan,Pauline Keeping,Ninja Fun,Cool Myra
11-01-2023 21:58:48.552148,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.9, 3.595)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 254.0)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:58:49.877969,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.9, 3.595)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 254.0)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:58:51.220519,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.9, 3.595)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 254.0)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:58:52.542177,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.9, 3.595)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 356.0)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:58:53.820595,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.9, 3.595)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 356.0)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:58:55.188228,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.9, 3.595)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 356.0)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:58:56.508793,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.9, 3.595)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 356.0)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:58:57.797234,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.9, 3.595)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 356.0)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:58:59.091792,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.9, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 356.0)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:59:00.419461,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 356.0)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:59:01.746538,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 356.0)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:59:03.185876,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 356.0)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:59:04.486106,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 356.0)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:59:05.740611,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 356.0)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:59:07.066357,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 356.0)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:59:08.381120,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 356.0)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:59:09.626499,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.7, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 560.0, 495.7142857142858)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:59:10.957169,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 495.7142857142858)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:59:12.279094,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 495.7142857142858)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:59:13.539373,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 495.7142857142858)","(3.9, 7.6, 4.891666666666667)"
11-01-2023 21:59:14.893028,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 26.73076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 495.7142857142858)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 21:59:16.202333,"(6.0, 11.0, 9.0125)","(11.0, 28.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 21:59:17.448642,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 21:59:18.664037,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 21:59:19.878922,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 21:59:21.099535,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 21:59:22.272617,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 21:59:23.458337,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 21:59:24.637272,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 21:59:25.769450,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 21:59:26.909270,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 21:59:28.132169,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 21:59:29.313677,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 21:59:30.547577,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 21:59:31.635860,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 3.963157894736842)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.480434782608695)"
11-01-2023 21:59:32.779648,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.164285714285715)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:33.910866,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.164285714285715)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:35.176861,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.164285714285715)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:37.381051,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.164285714285715)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:38.567359,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.164285714285715)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:39.715269,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.164285714285715)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:40.883690,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.164285714285715)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:42.011577,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 5.055)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:43.106359,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 5.055)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:44.403481,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:45.669570,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:46.913188,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:48.359641,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:49.662685,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:51.572619,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:53.049344,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:54.310467,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:55.535959,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:56.846325,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:58.046685,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 21:59:59.273155,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 22:00:00.503531,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 22:00:01.687928,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 22:00:02.911545,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 22:00:04.150374,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 22:00:05.353190,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 22:00:06.580299,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 22:00:07.703964,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 22:00:08.898146,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 22:00:10.039744,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.185294117647059)"
11-01-2023 22:00:11.159046,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.884615384615387)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 6.590425531914893)"
11-01-2023 22:00:12.270052,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.923076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.26)"
11-01-2023 22:00:13.372832,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.923076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.26)"
11-01-2023 22:00:14.540421,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.923076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.26)"
11-01-2023 22:00:15.774184,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.923076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.26)"
11-01-2023 22:00:16.961803,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.923076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.26)"
11-01-2023 22:00:18.232491,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.923076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.26)"
11-01-2023 22:00:19.387557,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.923076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.26)"
11-01-2023 22:00:20.566113,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.923076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.26)"
11-01-2023 22:00:21.741751,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.923076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.26)"
11-01-2023 22:00:22.902286,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.923076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.26)"
11-01-2023 22:00:24.092173,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.923076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.26)"
11-01-2023 22:00:25.293019,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.923076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.26)"
11-01-2023 22:00:26.503272,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.923076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.26)"
11-01-2023 22:00:27.691538,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.923076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.26)"
11-01-2023 22:00:28.841363,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.923076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.26)"
11-01-2023 22:00:29.986331,"(6.0, 11.0, 9.0125)","(11.0, 26.0, 24.923076923076923)","(12.0, 28.0, 26.454545454545453)","(3.8, 5.7, 4.2681818181818185)","(3.5, 4.8, 3.585)","(7.5, 13.0, 12.410526315789474)","(51.0, 570.0, 333.6363636363636)","(3.9, 7.6, 5.26)"
