,Surveillance,Chiclett,Henchard,Chuck A Luck,Tuscan Holiday,Soviet Spy,Rhythm Star,Long Knife Brother,Missalfie
07-12-2022 18:06:28.889406,"(4.2, 5.8, 5.856521739130435)","(4.6, 5.1, 4.9206896551724135)","(3.9, 4.0, 4.008474576271186)","(18.0, 25.0, 24.444444444444443)","(12.0, 16.5, 16.3125)","(9.0, 10.0, 9.926708074534162)","(10.0, 11.0, 10.813461538461539)","(81.0, 240.0, 213.07692307692307)","(9.0, 13.0, 12.833333333333334)"
07-12-2022 18:06:31.191594,"(4.2, 5.9, 5.856521739130435)","(4.6, 5.0, 4.833333333333333)","(3.9, 4.1, 4.028395061728395)","(18.0, 25.0, 24.444444444444443)","(12.0, 16.5, 16.40909090909091)","(9.0, 10.0, 9.926708074534162)","(10.0, 11.0, 10.813461538461539)","(81.0, 240.0, 213.07692307692307)","(9.0, 13.0, 12.842105263157894)"
07-12-2022 18:06:33.865444,"(4.2, 5.9, 5.856521739130435)","(4.6, 5.0, 4.807194244604316)","(3.9, 4.1, 4.0636363636363635)","(18.0, 26.0, 25.0)","(12.0, 16.5, 16.486486486486488)","(9.0, 10.0, 9.926708074534162)","(10.0, 11.0, 10.813461538461539)","(81.0, 240.0, 215.0)","(9.0, 13.0, 12.842105263157894)"
07-12-2022 18:06:39.747529,"(4.2, 5.9, 5.83)","(4.6, 5.0, 4.877029702970297)","(3.9, 4.1, 4.089743589743589)","(18.0, 26.0, 24.96153846153846)","(12.0, 17.0, 16.571428571428573)","(9.0, 10.0, 9.91063829787234)","(10.0, 11.0, 10.806772908366534)","(81.0, 240.0, 215.0)","(9.0, 13.0, 12.842105263157894)"
07-12-2022 18:06:45.157489,"(4.4, 6.0, 5.8126984126984125)","(4.6, 4.9, 4.873714285714286)","(3.9, 4.1, 4.086549707602339)","(18.0, 26.0, 24.875)","(12.0, 17.0, 16.837209302325583)","(9.0, 10.0, 9.89090909090909)","(10.0, 11.0, 10.806772908366534)","(81.0, 240.0, 213.75)","(9.0, 13.0, 12.911764705882353)"
07-12-2022 18:06:48.546388,"(4.4, 5.9, 5.876923076923077)","(4.6, 4.6, 4.53)","(3.9, 4.3, 4.248837209302326)","(18.0, 26.0, 24.76923076923077)","(12.0, 17.0, 16.865384615384617)","(9.0, 10.0, 9.877500000000001)","(10.0, 11.0, 10.844594594594595)","(81.0, 240.0, 222.5)","(9.0, 13.5, 12.933333333333334)"
07-12-2022 18:06:50.452607,"(4.4, 5.9, 5.876923076923077)","(4.6, 4.6, 4.526446280991736)","(3.9, 4.3, 4.254330708661417)","(18.0, 26.0, 24.76923076923077)","(12.0, 17.0, 16.81578947368421)","(9.0, 10.0, 9.9)","(10.0, 11.0, 10.848017621145374)","(81.0, 240.0, 222.5)","(9.0, 13.5, 13.3)"
07-12-2022 18:06:52.310361,"(4.4, 5.9, 5.871428571428572)","(4.6, 4.6, 4.533082706766917)","(3.9, 4.3, 4.253968253968254)","(18.0, 26.0, 24.76923076923077)","(12.0, 17.0, 16.907894736842106)","(9.0, 10.0, 9.86111111111111)","(10.0, 11.0, 10.848017621145374)","(81.0, 240.0, 222.5)","(9.0, 13.5, 13.3)"
07-12-2022 18:06:54.112072,"(4.4, 5.9, 5.871428571428572)","(4.6, 4.6, 4.555696202531646)","(3.9, 4.3, 4.253968253968254)","(18.0, 26.0, 24.76923076923077)","(12.0, 17.0, 16.70967741935484)","(9.0, 10.0, 9.86111111111111)","(10.0, 11.0, 10.848017621145374)","(81.0, 240.0, 222.5)","(9.0, 13.5, 13.3)"
07-12-2022 18:06:55.892256,"(4.4, 5.9, 5.861111111111112)","(4.6, 4.7, 4.459404388714733)","(3.9, 4.3, 4.324752475247525)","(18.0, 26.0, 25.285714285714285)","(12.0, 17.0, 16.4)","(9.0, 10.0, 9.854545454545455)","(10.0, 11.0, 10.907960199004975)","(81.0, 240.0, 222.5)","(9.0, 13.5, 13.181818181818182)"
07-12-2022 18:06:58.072507,"(4.4, 5.9, 5.861111111111112)","(4.6, 4.5, 4.459404388714733)","(3.9, 4.4, 4.336448598130842)","(18.0, 26.0, 25.545454545454547)","(12.0, 16.5, 16.448275862068964)","(9.0, 10.0, 9.741509433962264)","(10.0, 11.0, 10.955555555555556)","(81.0, 240.0, 228.33333333333334)","(9.0, 13.5, 12.954545454545455)"
07-12-2022 18:07:00.552339,"(4.4, 6.0, 5.859090909090909)","(4.6, 4.5, 4.537541528239203)","(3.9, 4.4, 4.321649484536083)","(18.0, 26.0, 25.545454545454547)","(12.0, 16.5, 16.4375)","(9.0, 9.8, 9.752212389380531)","(10.0, 11.0, 11.045454545454545)","(81.0, 240.0, 228.33333333333334)","(9.0, 13.5, 13.354166666666666)"
07-12-2022 18:07:04.380052,"(4.4, 6.0, 5.92)","(4.6, 4.5, 4.438202247191011)","(3.9, 4.3, 4.286046511627907)","(18.0, 26.0, 25.545454545454547)","(12.0, 16.5, 16.44)","(9.0, 10.0, 9.7)","(10.0, 11.5, 11.269953051643192)","(81.0, 240.0, 228.33333333333334)","(9.0, 13.5, 13.320512820512821)"
07-12-2022 18:07:09.218934,"(4.4, 6.0, 6.024528301886792)","(4.6, 4.5, 4.438888888888889)","(3.9, 4.3, 4.227941176470589)","(18.0, 27.0, 26.4)","(12.0, 16.5, 16.45945945945946)","(9.0, 9.6, 9.388679245283019)","(10.0, 11.5, 11.294520547945206)","(81.0, 230.0, 225.55555555555554)","(9.0, 13.5, 13.366666666666667)"
07-12-2022 18:07:12.319895,"(4.4, 6.2, 6.151807228915663)","(4.6, 4.5, 4.391256830601093)","(3.9, 4.3, 4.165354330708661)","(18.0, 27.0, 27.75)","(12.0, 16.5, 17.054347826086957)","(9.0, 9.6, 9.453846153846154)","(10.0, 11.5, 10.734317343173432)","(81.0, 230.0, 225.55555555555554)","(9.0, 14.0, 13.210526315789474)"
07-12-2022 18:07:14.602409,"(4.4, 6.2, 5.984)","(4.6, 4.4, 4.395882352941177)","(3.9, 4.2, 4.198924731182796)","(18.0, 28.0, 27.75)","(12.0, 17.5, 17.11904761904762)","(9.0, 9.6, 9.452631578947368)","(10.0, 11.0, 10.735294117647058)","(81.0, 230.0, 225.55555555555554)","(9.0, 14.0, 13.5)"
07-12-2022 18:07:16.320158,"(4.4, 6.2, 6.308695652173913)","(4.6, 4.4, 4.404697986577181)","(3.9, 4.2, 4.175)","(18.0, 28.0, 27.5)","(12.0, 17.5, 17.147058823529413)","(9.0, 9.6, 9.547368421052632)","(10.0, 11.0, 10.735294117647058)","(81.0, 230.0, 229.0909090909091)","(9.0, 14.0, 13.785714285714285)"
07-12-2022 18:07:18.161201,"(4.4, 6.4, 6.349253731343284)","(4.6, 4.5, 4.388439306358382)","(3.9, 4.2, 4.181666666666667)","(18.0, 28.0, 26.666666666666668)","(12.0, 17.5, 17.31132075471698)","(9.0, 9.6, 9.552941176470588)","(10.0, 11.0, 10.735294117647058)","(81.0, 240.0, 229.0909090909091)","(9.0, 14.0, 13.84)"
07-12-2022 18:07:19.848342,"(4.4, 6.4, 6.379047619047619)","(4.6, 4.4, 4.372935779816514)","(3.9, 4.2, 4.181034482758621)","(18.0, 28.0, 25.9)","(12.0, 17.5, 17.25438596491228)","(9.0, 9.6, 9.5)","(10.0, 11.0, 10.725190839694656)","(81.0, 240.0, 229.0909090909091)","(9.0, 14.0, 13.84)"
07-12-2022 18:07:21.511355,"(4.4, 6.4, 6.216666666666667)","(4.6, 4.4, 4.357471264367816)","(3.9, 4.2, 4.16865671641791)","(18.0, 28.0, 26.6)","(12.0, 17.5, 17.985)","(9.0, 9.6, 9.5)","(10.0, 11.0, 10.725190839694656)","(81.0, 240.0, 229.0909090909091)","(9.0, 14.0, 13.84)"
07-12-2022 18:07:23.080161,"(4.4, 6.4, 6.350724637681159)","(4.6, 4.4, 4.355421686746988)","(3.9, 4.2, 4.129487179487179)","(18.0, 28.0, 27.4)","(12.0, 18.0, 18.020833333333332)","(9.0, 9.6, 9.5)","(10.0, 11.0, 10.725190839694656)","(81.0, 240.0, 229.0909090909091)","(9.0, 14.0, 13.84)"
07-12-2022 18:07:24.694707,"(4.4, 6.6, 6.390243902439025)","(4.6, 4.4, 4.346376811594203)","(3.9, 4.2, 4.137662337662338)","(18.0, 28.0, 25.8)","(12.0, 18.5, 18.020833333333332)","(9.0, 9.6, 9.5)","(10.0, 11.0, 10.715415019762846)","(81.0, 240.0, 229.0909090909091)","(9.0, 14.0, 13.954545454545455)"
