,Splash Of Crimson Nz,Lucky Beach Boy,Watts Up Sunshine,Joe Nien,Firestorm Red,Reign Maker,Aalesund,Everybodylovedray,R Eleven Art Nz,Yoha Nz
07-01-2023 20:07:31.252132,"(6.5, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(1.9, 2.76, 2.114)","(4.6, 7.4, 5.9714285714285715)","(9.0, 17.5, 11.833333333333334)","(101.0, 230.0, 165.0)","(21.0, 65.0, 44.79166666666667)","(31.0, 130.0, 53.333333333333336)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:32.617618,"(6.5, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(1.9, 2.76, 2.114)","(4.6, 7.4, 5.9714285714285715)","(9.0, 17.5, 11.833333333333334)","(101.0, 230.0, 165.0)","(21.0, 65.0, 44.79166666666667)","(31.0, 130.0, 53.333333333333336)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:33.964195,"(6.5, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(1.9, 2.76, 2.114)","(4.6, 7.4, 5.9714285714285715)","(9.0, 17.5, 11.833333333333334)","(101.0, 230.0, 165.0)","(21.0, 65.0, 44.79166666666667)","(31.0, 130.0, 53.333333333333336)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:35.344107,"(6.5, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(1.9, 2.76, 2.114)","(4.6, 7.4, 5.9714285714285715)","(9.0, 17.5, 11.833333333333334)","(101.0, 230.0, 165.0)","(21.0, 65.0, 44.79166666666667)","(31.0, 130.0, 53.333333333333336)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:36.711444,"(6.5, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(1.9, 2.76, 2.114)","(4.6, 7.4, 5.9714285714285715)","(9.0, 17.5, 11.833333333333334)","(101.0, 230.0, 165.0)","(21.0, 65.0, 44.79166666666667)","(31.0, 130.0, 53.333333333333336)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:37.960414,"(6.5, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(1.9, 2.76, 2.114)","(4.6, 7.4, 5.9714285714285715)","(9.0, 17.5, 11.833333333333334)","(101.0, 230.0, 165.0)","(21.0, 65.0, 44.79166666666667)","(31.0, 130.0, 53.333333333333336)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:39.212290,"(6.5, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(1.9, 2.76, 2.114)","(4.6, 7.4, 5.9714285714285715)","(9.0, 17.5, 11.833333333333334)","(101.0, 230.0, 165.0)","(21.0, 65.0, 44.79166666666667)","(31.0, 130.0, 53.333333333333336)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:40.537091,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.76, 2.114)","(4.6, 7.4, 5.9714285714285715)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 31.181818181818183)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:41.891934,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.76, 2.114)","(4.6, 7.4, 5.9714285714285715)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 31.181818181818183)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:43.277801,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.76, 2.114)","(4.6, 7.4, 5.9714285714285715)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 31.181818181818183)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:44.604136,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.76, 2.114)","(4.6, 7.4, 5.9714285714285715)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 31.181818181818183)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:46.077317,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.76, 2.114)","(4.6, 7.4, 5.9714285714285715)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 31.181818181818183)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:47.479252,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.76, 2.114)","(4.6, 7.4, 5.9714285714285715)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 31.181818181818183)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:48.845767,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.76, 2.1054545454545455)","(4.6, 7.4, 5.476923076923077)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 31.181818181818183)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:50.239132,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.64, 2.1054545454545455)","(4.6, 7.4, 5.9714285714285715)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 31.181818181818183)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:51.578323,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.64, 2.2344827586206897)","(4.6, 7.4, 6.44)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 31.181818181818183)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:52.968481,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.64, 2.2344827586206897)","(4.6, 7.4, 6.44)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 31.181818181818183)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:54.390613,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.64, 2.2344827586206897)","(4.6, 7.4, 6.44)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 37.57142857142857)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:55.866800,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.64, 2.2344827586206897)","(4.6, 7.4, 6.44)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 37.57142857142857)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:57.622745,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.64, 2.2344827586206897)","(4.6, 7.4, 6.44)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 37.57142857142857)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:07:59.198944,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.64, 2.2344827586206897)","(4.6, 7.4, 6.44)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 37.57142857142857)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:00.624395,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.64, 2.2344827586206897)","(4.6, 7.4, 6.44)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 37.57142857142857)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:01.924159,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.64, 2.2344827586206897)","(4.6, 7.4, 6.44)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 37.57142857142857)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:03.221079,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.64, 2.22)","(4.6, 7.4, 5.866666666666666)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 37.57142857142857)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:04.617290,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.64, 2.22)","(4.6, 7.4, 5.866666666666666)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 37.57142857142857)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:06.182639,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.64, 2.22)","(4.6, 7.4, 5.866666666666666)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 37.57142857142857)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:07.632653,"(6.5, 99999, 99990)","(13.0, 27.0, 16.875)","(1.9, 2.64, 2.22)","(4.6, 7.4, 5.866666666666666)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 37.57142857142857)","(31.0, 130.0, 84.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:09.129958,"(6.5, 99999, 99990)","(13.0, 27.0, 20.5)","(1.9, 2.64, 2.22)","(4.6, 7.4, 5.866666666666666)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 30.454545454545453)","(31.0, 130.0, 55.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:10.675504,"(6.5, 99999, 99990)","(13.0, 27.0, 20.5)","(1.9, 2.64, 2.22)","(4.6, 7.4, 5.866666666666666)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 30.454545454545453)","(31.0, 130.0, 55.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:12.228469,"(6.5, 99999, 99990)","(13.0, 27.0, 20.5)","(1.9, 2.64, 2.22)","(4.6, 7.4, 5.483333333333333)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 30.454545454545453)","(31.0, 130.0, 55.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:13.753047,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.64, 2.22)","(4.6, 7.4, 5.483333333333333)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 30.454545454545453)","(31.0, 130.0, 55.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:15.229678,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.64, 2.22)","(4.6, 7.4, 5.483333333333333)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 30.454545454545453)","(31.0, 130.0, 55.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:16.645460,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.64, 2.475)","(4.6, 7.4, 6.15)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 65.0, 31.5625)","(31.0, 130.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:18.052193,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.2, 6.15)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:19.537839,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.2, 6.15)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:21.165248,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.2, 6.15)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:22.705445,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.2, 5.8)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:24.210286,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.2, 5.8)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:25.733529,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.2, 6.05)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:27.266483,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:28.660531,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:30.129600,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:31.562869,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:33.028679,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:34.659821,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:35.972851,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:37.251544,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:38.499849,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:39.993824,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:41.422981,"(6.5, 99999, 99990)","(13.0, 27.0, 21.42857142857143)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 17.0, 11.0)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:42.802974,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 19.0, 12.333333333333334)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:44.172135,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 19.0, 12.333333333333334)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 98.28571428571429)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:45.539180,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 19.0, 12.333333333333334)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 98.28571428571429)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:46.962325,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 19.0, 12.333333333333334)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 98.28571428571429)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:48.498741,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 19.0, 12.333333333333334)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 98.28571428571429)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:49.952977,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 19.0, 12.166666666666666)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 104.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:51.440996,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 104.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:52.822397,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 89.6)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:54.135941,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:55.446376,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:56.772588,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:58.500092,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:08:59.913104,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:09:01.267664,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:09:02.724510,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:09:04.042454,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 165.0)","(21.0, 55.0, 31.5625)","(31.0, 120.0, 88.8)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:09:05.524112,"(6.5, 99999, 99990)","(13.0, 29.0, 24.0)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 165.0)","(21.0, 55.0, 33.33333333333333)","(31.0, 120.0, 104.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:09:06.897074,"(6.5, 99999, 99990)","(13.0, 29.0, 19.333333333333332)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 165.0)","(21.0, 55.0, 33.33333333333333)","(31.0, 120.0, 105.45454545454545)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:09:08.196041,"(6.5, 99999, 99990)","(13.0, 29.0, 19.333333333333332)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 165.0)","(21.0, 55.0, 33.33333333333333)","(31.0, 120.0, 105.45454545454545)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:09:09.530737,"(6.5, 99999, 99990)","(13.0, 29.0, 19.333333333333332)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 143.33333333333334)","(21.0, 55.0, 33.33333333333333)","(31.0, 120.0, 105.45454545454545)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:09:11.455370,"(6.5, 99999, 99990)","(13.0, 29.0, 19.333333333333332)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 143.33333333333334)","(21.0, 55.0, 33.33333333333333)","(31.0, 120.0, 105.45454545454545)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:09:13.021446,"(6.5, 99999, 99990)","(13.0, 29.0, 19.333333333333332)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 143.33333333333334)","(21.0, 55.0, 33.33333333333333)","(31.0, 120.0, 104.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:09:14.338912,"(6.5, 99999, 99990)","(13.0, 29.0, 19.333333333333332)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 143.33333333333334)","(21.0, 55.0, 33.33333333333333)","(31.0, 120.0, 105.45454545454545)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:09:15.733838,"(6.5, 99999, 99990)","(13.0, 29.0, 19.333333333333332)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 143.33333333333334)","(21.0, 55.0, 33.33333333333333)","(31.0, 120.0, 105.45454545454545)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:09:17.601345,"(6.5, 99999, 99990)","(13.0, 29.0, 19.333333333333332)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 143.33333333333334)","(21.0, 55.0, 33.33333333333333)","(31.0, 120.0, 105.45454545454545)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:09:19.705568,"(6.5, 99999, 99990)","(13.0, 29.0, 19.333333333333332)","(1.9, 2.6, 2.475)","(4.6, 7.0, 6.05)","(9.0, 18.5, 12.166666666666666)","(101.0, 230.0, 143.33333333333334)","(21.0, 55.0, 33.33333333333333)","(31.0, 120.0, 105.45454545454545)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
