,Orson Laurie,Blink You Lose,Double Happiness,Boston Budgies,Fernando Diva,Kingsbrae Anna
15-12-2022 12:45:53.199129,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:45:54.215588,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:45:55.359721,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:45:56.429783,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:45:57.494753,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:45:58.622915,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:45:59.805921,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:00.890319,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:01.978912,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:03.093865,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:04.145222,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:05.177597,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:06.168942,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:07.272864,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:08.284736,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:09.360484,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:10.541275,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:11.638055,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:12.676464,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:13.755619,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:14.821745,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:15.881315,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:16.938344,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:18.044490,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:19.088056,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:19.967415,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:21.035455,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:22.292326,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:23.480561,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:24.518666,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:25.613266,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:26.761755,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:27.886590,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:29.042413,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:30.142649,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:31.266105,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:32.387907,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:33.578672,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:34.708859,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:35.590395,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:36.703837,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:37.821071,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:38.822814,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:39.927929,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:41.209445,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:42.301326,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:43.249643,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:44.256331,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:45.280150,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:46.648248,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:47.829542,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:48.884216,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:49.908608,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:51.088769,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:52.161337,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:53.094668,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:54.301361,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:55.424527,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:56.477932,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:57.670433,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:58.783113,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:46:59.845050,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:47:00.835997,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:47:01.942955,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.65)","(6.5, 14.0, 9.2)"
15-12-2022 12:47:03.065969,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 378.6666666666667)","(17.0, 65.0, 36.25)","(7.5, 17.0, 11.527272727272727)","(6.5, 14.0, 9.2)"
15-12-2022 12:47:04.179687,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 378.6666666666667)","(17.0, 65.0, 36.25)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.2)"
15-12-2022 12:47:05.187156,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 378.6666666666667)","(17.0, 65.0, 36.25)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.2)"
15-12-2022 12:47:06.270039,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 378.6666666666667)","(17.0, 65.0, 36.25)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.2)"
15-12-2022 12:47:07.528756,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 378.6666666666667)","(17.0, 65.0, 36.25)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.2)"
15-12-2022 12:47:08.620394,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 378.6666666666667)","(17.0, 65.0, 36.25)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.2)"
15-12-2022 12:47:09.590744,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 378.6666666666667)","(17.0, 65.0, 36.25)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.2)"
15-12-2022 12:47:10.767056,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 378.6666666666667)","(17.0, 65.0, 36.25)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.2)"
15-12-2022 12:47:12.104611,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 378.6666666666667)","(17.0, 65.0, 36.25)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.2)"
15-12-2022 12:47:13.217780,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 378.6666666666667)","(17.0, 65.0, 36.25)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.2)"
15-12-2022 12:47:14.305269,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.75)","(51.0, 420.0, 378.6666666666667)","(17.0, 65.0, 36.25)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.2)"
15-12-2022 12:47:15.500265,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 17.71875)","(51.0, 420.0, 378.6666666666667)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 11.781818181818181)","(6.5, 14.0, 9.2)"
15-12-2022 12:47:16.740801,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 14.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 11.781818181818181)","(6.5, 14.0, 9.2)"
15-12-2022 12:47:18.002850,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 14.75)","(51.0, 420.0, 327.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.52)"
15-12-2022 12:47:19.112582,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 14.75)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.52)"
15-12-2022 12:47:20.357888,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 11.76)"
15-12-2022 12:47:21.531039,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 11.76)"
15-12-2022 12:47:22.862959,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 10.914285714285715)"
15-12-2022 12:47:24.203179,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 10.914285714285715)"
15-12-2022 12:47:26.195490,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.52)"
15-12-2022 12:47:27.588611,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.52)"
15-12-2022 12:47:28.910257,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.52)"
15-12-2022 12:47:30.253366,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.52)"
15-12-2022 12:47:31.506406,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.52)"
15-12-2022 12:47:32.707869,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.52)"
15-12-2022 12:47:34.020763,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.52)"
15-12-2022 12:47:35.387007,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.52)"
15-12-2022 12:47:36.723493,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 10.133333333333333)"
15-12-2022 12:47:38.034028,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 11.1)"
15-12-2022 12:47:39.231005,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.36)"
15-12-2022 12:47:40.456716,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.36)"
15-12-2022 12:47:41.814524,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 208.57142857142856)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.36)"
15-12-2022 12:47:43.050325,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 200.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.36)"
15-12-2022 12:47:44.244877,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 400.0, 200.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.36)"
15-12-2022 12:47:45.283337,"(1.26, 1.45, 1.3833333333333333)","(8.5, 21.0, 15.0625)","(51.0, 400.0, 200.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.36)"
15-12-2022 12:47:46.424427,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 400.0, 285.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.36)"
15-12-2022 12:47:47.525369,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 400.0, 205.71428571428572)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 10.8)"
15-12-2022 12:47:48.603851,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 420.0, 214.28571428571428)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 10.8)"
15-12-2022 12:47:49.626328,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 410.0, 235.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.36)"
15-12-2022 12:47:50.730080,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 410.0, 235.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.36)"
15-12-2022 12:47:51.800746,"(1.26, 1.45, 1.3900000000000001)","(8.5, 21.0, 15.0625)","(51.0, 410.0, 235.0)","(17.0, 65.0, 31.545454545454547)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.36)"
15-12-2022 12:47:52.845638,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 410.0, 235.0)","(17.0, 65.0, 31.90909090909091)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.36)"
15-12-2022 12:47:53.909700,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 400.0, 205.71428571428572)","(17.0, 65.0, 31.90909090909091)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.36)"
15-12-2022 12:47:55.018332,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 400.0, 205.71428571428572)","(17.0, 65.0, 31.90909090909091)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.36)"
15-12-2022 12:47:56.108141,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 400.0, 205.71428571428572)","(17.0, 65.0, 31.90909090909091)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.36)"
15-12-2022 12:47:57.081863,"(1.26, 1.45, 1.3840000000000001)","(8.5, 21.0, 15.0625)","(51.0, 400.0, 205.71428571428572)","(17.0, 65.0, 31.90909090909091)","(7.5, 17.0, 9.825000000000001)","(6.5, 14.0, 9.36)"
