,Our Blue Haze,Shinning Hook,Please Thanks,Remo Rodman,Hot Fudge,Hooked On Red,Waterloo Boy
10-01-2023 18:09:22.952995,"(5.5, 9.6, 9.026666666666667)","(2.5, 3.2, 2.8660869565217393)","(3.4, 6.4, 5.416666666666667)","(13.0, 30.0, 19.2)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:24.262968,"(5.5, 9.6, 9.026666666666667)","(2.5, 3.2, 2.8660869565217393)","(3.4, 6.4, 4.280769230769231)","(13.0, 30.0, 19.2)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:25.444855,"(5.5, 9.6, 9.026666666666667)","(2.5, 3.2, 2.8660869565217393)","(3.4, 6.4, 4.936486486486487)","(13.0, 30.0, 19.2)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:26.616711,"(5.5, 9.6, 9.026666666666667)","(2.5, 3.2, 2.8660869565217393)","(3.4, 6.4, 4.936486486486487)","(13.0, 30.0, 19.2)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:27.757494,"(5.5, 9.6, 9.026666666666667)","(2.5, 3.2, 2.8660869565217393)","(3.4, 6.4, 4.936486486486487)","(13.0, 30.0, 19.2)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:29.076274,"(5.5, 9.6, 9.026666666666667)","(2.5, 3.2, 2.8660869565217393)","(3.4, 6.4, 4.936486486486487)","(13.0, 30.0, 19.2)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:30.385638,"(5.5, 9.6, 9.026666666666667)","(2.5, 3.2, 2.8660869565217393)","(3.4, 6.4, 4.936486486486487)","(13.0, 30.0, 19.2)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:31.728259,"(5.5, 9.6, 9.026666666666667)","(2.5, 3.2, 2.8660869565217393)","(3.4, 6.4, 5.416666666666667)","(13.0, 30.0, 19.2)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:33.039892,"(5.5, 9.6, 9.026666666666667)","(2.5, 3.2, 2.8660869565217393)","(3.4, 6.4, 5.416666666666667)","(13.0, 30.0, 19.2)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:34.335313,"(5.5, 9.6, 9.026666666666667)","(2.5, 3.2, 2.8660869565217393)","(3.4, 6.4, 4.280769230769231)","(13.0, 30.0, 19.2)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:35.552018,"(5.5, 9.6, 9.026666666666667)","(2.5, 3.2, 2.8660869565217393)","(3.4, 6.4, 4.280769230769231)","(13.0, 30.0, 19.2)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:36.741363,"(5.5, 9.6, 9.026666666666667)","(2.5, 3.2, 2.8660869565217393)","(3.4, 6.4, 5.04625)","(13.0, 30.0, 19.2)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:37.930593,"(5.5, 9.6, 9.026666666666667)","(2.5, 3.2, 2.8886363636363637)","(3.4, 6.4, 5.04625)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:39.128165,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.25, 2.8886363636363637)","(3.4, 6.4, 5.04625)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:40.231195,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.25, 2.8886363636363637)","(3.4, 6.4, 5.04625)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:41.401371,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.25, 2.8886363636363637)","(3.4, 6.4, 5.04625)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:42.597523,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.25, 2.8886363636363637)","(3.4, 6.4, 5.04625)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 13.444444444444445)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:43.810909,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.25, 2.8886363636363637)","(3.4, 6.4, 5.04625)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 13.444444444444445)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:45.111724,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.25, 2.8886363636363637)","(3.4, 6.4, 5.04625)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 13.444444444444445)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:46.389807,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.25, 2.9250000000000003)","(3.4, 6.4, 5.04625)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:47.605064,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 5.51031746031746)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:48.793100,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.24423076923077)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:49.969208,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.280769230769231)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.333333333333332)","(5.0, 8.4, 5.52)"
10-01-2023 18:09:51.222465,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.280769230769231)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 17.0)","(5.0, 8.4, 5.333333333333333)"
10-01-2023 18:09:52.431073,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.280769230769231)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 17.0)","(5.0, 8.0, 5.333333333333333)"
10-01-2023 18:09:53.637261,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.280769230769231)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 17.0)","(5.0, 8.0, 5.333333333333333)"
10-01-2023 18:09:54.854924,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.280769230769231)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 17.0)","(5.0, 8.0, 5.333333333333333)"
10-01-2023 18:09:56.019480,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.280769230769231)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 17.0)","(5.0, 8.0, 5.333333333333333)"
10-01-2023 18:09:57.180822,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.14375)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 17.0)","(5.0, 8.0, 5.333333333333333)"
10-01-2023 18:09:58.404964,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 17.0)","(5.0, 8.0, 5.333333333333333)"
10-01-2023 18:09:59.570616,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 17.0)","(5.0, 8.0, 5.333333333333333)"
10-01-2023 18:10:00.815933,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 17.0)","(5.0, 8.0, 5.333333333333333)"
10-01-2023 18:10:01.964720,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 17.0)","(5.0, 8.0, 5.333333333333333)"
10-01-2023 18:10:03.317451,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 17.0)","(5.0, 8.0, 5.333333333333333)"
10-01-2023 18:10:04.457154,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 17.0)","(5.0, 8.0, 5.333333333333333)"
10-01-2023 18:10:05.852762,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 17.0)","(5.0, 8.0, 5.333333333333333)"
10-01-2023 18:10:07.194997,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 17.0)","(5.0, 8.0, 5.52)"
10-01-2023 18:10:08.422972,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 17.366666666666667)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:09.992666,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.936486486486487)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 17.366666666666667)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:11.324985,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.936486486486487)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 19.0, 15.842857142857143)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:12.623476,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 5.416666666666667)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.842857142857143)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:13.949776,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.678125)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.842857142857143)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:15.174492,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.936486486486487)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.842857142857143)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:16.363584,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.936486486486487)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.842857142857143)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:17.498466,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.936486486486487)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.842857142857143)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:18.659982,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.936486486486487)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.842857142857143)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:19.832392,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.936486486486487)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.842857142857143)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:20.940588,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.9250000000000003)","(3.4, 6.4, 4.936486486486487)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.842857142857143)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:22.131821,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.817105263157895)","(3.4, 6.4, 4.936486486486487)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 15.842857142857143)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:23.288543,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.835526315789474)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:24.461544,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.835526315789474)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:25.612493,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.835526315789474)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:26.707288,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.817105263157895)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:27.802882,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.817105263157895)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:28.866007,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.817105263157895)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:30.108493,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.817105263157895)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:31.261764,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.817105263157895)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:32.538657,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 3.014130434782609)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:33.835438,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 3.014130434782609)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:35.072326,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 3.014130434782609)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:36.315301,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 3.014130434782609)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:37.876115,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 3.014130434782609)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:39.218228,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 3.014130434782609)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:40.481041,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 3.014130434782609)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:41.616359,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 2.8723684210526312)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:42.830376,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.95, 3.0307142857142857)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:44.174207,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 3.0199999999999996)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:45.807064,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 3.0199999999999996)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:47.025077,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 3.0199999999999996)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:48.346822,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 3.0199999999999996)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:49.509307,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:50.765933,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 20.0)","(18.0, 65.0, 30.818181818181817)","(9.0, 18.5, 16.477777777777778)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:51.998712,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 17.2875)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:53.241282,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:54.517707,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:55.710123,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:56.927455,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:58.201347,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:10:59.392812,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:11:00.660710,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:11:01.847730,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:11:03.054717,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:11:04.212166,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:11:05.350659,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:11:06.683249,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:11:08.188598,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:11:10.022987,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:11:11.557089,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:11:12.741465,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:11:13.937770,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
10-01-2023 18:11:15.090590,"(5.5, 9.4, 8.853333333333333)","(2.5, 3.9, 2.926086956521739)","(3.4, 6.4, 4.962162162162162)","(13.0, 30.0, 22.291666666666668)","(18.0, 65.0, 43.40909090909091)","(9.0, 18.5, 16.6)","(5.0, 8.4, 7.323076923076924)"
