,Big Time Axel,Churn It Up,Thrilling Bandit,Go Norman,Redeem A Rapper,Big Time Express,Dangerous Woman,Big Time Maurice
11-01-2023 13:42:07.841401,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 10.5, 9.877777777777778)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 61.92857142857143)","(4.6, 15.0, 12.940000000000001)","(4.6, 15.5, 13.683333333333334)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:08.979084,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 10.5, 9.877777777777778)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 61.92857142857143)","(4.6, 15.0, 12.940000000000001)","(4.6, 16.0, 11.964285714285715)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:10.134468,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 10.5, 9.877777777777778)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 61.92857142857143)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 10.82)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:11.607422,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 10.5, 9.877777777777778)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 61.92857142857143)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 9.333333333333332)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:12.746973,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 10.5, 9.877777777777778)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 61.92857142857143)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 9.333333333333332)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:13.830178,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 10.5, 9.877777777777778)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 61.92857142857143)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 9.333333333333332)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:15.023279,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 10.5, 9.877777777777778)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 61.92857142857143)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 9.333333333333332)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:16.205011,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 10.5, 9.877777777777778)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 61.92857142857143)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 9.333333333333332)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:17.338127,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 10.5, 9.877777777777778)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 61.92857142857143)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 9.333333333333332)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:18.514008,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 10.5, 9.877777777777778)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 61.92857142857143)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 9.333333333333332)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:19.753118,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 10.5, 9.877777777777778)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 61.92857142857143)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 9.333333333333332)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:20.999791,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 10.5, 9.877777777777778)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 61.92857142857143)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 9.333333333333332)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:22.132780,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 10.5, 9.877777777777778)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 61.92857142857143)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 9.333333333333332)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:23.217304,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 10.5, 9.877777777777778)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 61.92857142857143)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 10.82)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:24.269897,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 10.0, 8.60909090909091)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 61.92857142857143)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 10.82)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:25.322064,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.0, 8.60909090909091)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 9.333333333333332)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:26.415203,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.0, 8.60909090909091)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 9.333333333333332)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:27.453101,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 9.05)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 9.333333333333332)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:28.520916,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 9.333333333333332)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:29.625652,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 9.333333333333332)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:31.113612,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 9.855555555555554)","(4.6, 11.5, 6.085714285714285)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:32.345625,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 9.855555555555554)","(4.6, 8.8, 6.085714285714285)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:33.490063,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 6.7)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:35.024840,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.6)","(4.6, 8.8, 7.335714285714285)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:36.418350,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.6)","(4.6, 8.8, 6.085714285714285)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:37.595637,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.6)","(4.6, 8.8, 6.085714285714285)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:38.803054,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.6)","(4.6, 8.8, 6.085714285714285)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:39.824743,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.6)","(4.6, 8.8, 6.085714285714285)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:41.051693,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.6)","(4.6, 8.8, 6.085714285714285)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:42.215523,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.6)","(4.6, 8.8, 6.085714285714285)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:43.695958,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.6)","(4.6, 8.8, 6.085714285714285)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:44.960617,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 10.326470588235296)","(4.6, 8.8, 7.335714285714285)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:46.295658,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 10.326470588235296)","(4.6, 8.8, 7.335714285714285)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:47.583295,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:48.728512,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:49.893332,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:50.990030,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:52.166124,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:53.380416,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 6.157142857142857)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:54.531290,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.566666666666666)","(4.6, 8.8, 6.7)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:55.618189,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 7.594117647058824)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:56.649334,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 7.594117647058824)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:57.664578,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 7.594117647058824)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:58.724477,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 7.594117647058824)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:42:59.768263,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 7.594117647058824)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:43:00.851020,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 7.594117647058824)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:43:02.050319,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 7.594117647058824)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:43:03.189615,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 7.594117647058824)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:43:04.248307,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 7.594117647058824)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:43:05.340564,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 7.594117647058824)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:43:06.450269,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 10.382692307692308)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:43:07.538933,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 10.5, 8.6)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 10.331428571428571)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:43:08.610791,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.666666666666666)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:43:09.828323,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.666666666666666)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:43:10.967264,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.666666666666666)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:43:12.129833,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.666666666666666)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:43:13.233752,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.666666666666666)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:43:14.390012,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 81.1764705882353)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.666666666666666)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 10.933333333333334)"
11-01-2023 13:43:15.443830,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 69.25)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.666666666666666)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 12.614285714285714)"
11-01-2023 13:43:16.587092,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 10.331428571428571)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 10.333333333333332)"
11-01-2023 13:43:17.566765,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 9.05)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 10.333333333333332)"
11-01-2023 13:43:18.676297,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 70.0, 42.0)","(4.6, 10.5, 8.666666666666666)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:19.862562,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 70.0, 21.1)","(4.6, 10.5, 8.666666666666666)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:21.058692,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.666666666666666)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:22.168944,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.666666666666666)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:23.341823,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.666666666666666)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:24.574787,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.666666666666666)","(4.6, 8.8, 7.371428571428572)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:25.798646,"(2.5, 4.0, 3.3823529411764706)","(17.0, 80.0, 70.78571428571428)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.666666666666666)","(4.6, 8.8, 5.871428571428572)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:27.041424,"(2.5, 4.0, 3.3823529411764706)","(17.0, 95.0, 47.3)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.666666666666666)","(4.6, 8.8, 5.871428571428572)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:28.151382,"(2.5, 4.0, 3.3823529411764706)","(17.0, 95.0, 47.3)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 9.55)","(4.6, 8.8, 5.871428571428572)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:29.208613,"(2.5, 4.0, 3.3823529411764706)","(17.0, 95.0, 47.3)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 5.871428571428572)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:30.426255,"(2.5, 4.0, 3.125)","(17.0, 95.0, 47.3)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 5.871428571428572)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:31.578922,"(2.5, 4.0, 3.125)","(17.0, 95.0, 47.3)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 5.871428571428572)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:32.654371,"(2.5, 4.0, 3.125)","(17.0, 95.0, 47.3)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 6.936363636363637)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:33.749711,"(2.5, 4.0, 3.125)","(17.0, 95.0, 47.3)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 6.936363636363637)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:34.946814,"(2.5, 4.0, 3.125)","(17.0, 95.0, 47.3)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 6.936363636363637)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:36.046803,"(2.5, 4.0, 3.125)","(17.0, 95.0, 47.3)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 6.936363636363637)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:37.194271,"(2.5, 4.0, 3.125)","(17.0, 95.0, 47.3)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 81.1764705882353)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 6.936363636363637)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:38.237258,"(2.5, 4.0, 3.125)","(17.0, 95.0, 43.892857142857146)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 81.1764705882353)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 6.936363636363637)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:39.421200,"(2.5, 4.0, 3.125)","(17.0, 95.0, 43.892857142857146)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.633333333333333)","(4.6, 8.8, 6.936363636363637)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:40.656558,"(2.5, 4.0, 3.125)","(17.0, 95.0, 43.892857142857146)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.6)","(4.6, 8.8, 6.936363636363637)","(7.5, 13.0, 12.538461538461538)"
11-01-2023 13:43:41.894116,"(2.5, 4.0, 3.125)","(17.0, 95.0, 47.3)","(4.8, 11.0, 8.933333333333334)","(26.0, 150.0, 85.0)","(15.0, 85.0, 21.1)","(4.6, 10.5, 8.6)","(4.6, 8.8, 6.936363636363637)","(7.5, 13.0, 12.538461538461538)"
