,Flat Tyre,Good Boy Lloyd,Canya Whisper,Orara Mullet,Aston Cash,Big Bad Bruce,Mary Now Knows,Annabelle Rocks
16-12-2022 12:05:05.736426,"(4.0, 8.2, 7.133333333333333)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.6)","(21.0, 36.0, 24.625)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.5970588235294114)"
16-12-2022 12:05:06.995290,"(4.0, 8.2, 7.311111111111111)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.844444444444445)","(21.0, 36.0, 24.625)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.65)"
16-12-2022 12:05:08.021145,"(4.0, 8.2, 7.133333333333333)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.844444444444445)","(21.0, 36.0, 24.625)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.65)"
16-12-2022 12:05:09.065215,"(4.0, 8.2, 7.133333333333333)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.844444444444445)","(21.0, 36.0, 24.625)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.65)"
16-12-2022 12:05:10.081513,"(4.0, 8.2, 7.311111111111111)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.844444444444445)","(21.0, 36.0, 24.625)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.607142857142857)"
16-12-2022 12:05:11.134452,"(4.0, 8.2, 7.311111111111111)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.6)","(21.0, 36.0, 24.625)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.607142857142857)"
16-12-2022 12:05:12.119004,"(4.0, 8.2, 7.311111111111111)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.6)","(21.0, 36.0, 24.625)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.607142857142857)"
16-12-2022 12:05:13.175049,"(4.0, 8.2, 7.311111111111111)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.6)","(21.0, 36.0, 24.625)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.65)"
16-12-2022 12:05:14.209827,"(4.0, 8.2, 7.036363636363636)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.844444444444445)","(21.0, 36.0, 24.625)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.65)"
16-12-2022 12:05:15.257093,"(4.0, 8.2, 7.199999999999999)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.844444444444445)","(21.0, 36.0, 24.625)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.6416666666666666)"
16-12-2022 12:05:16.534214,"(4.0, 8.2, 7.788235294117646)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.666666666666667)","(21.0, 36.0, 24.625)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.5970588235294114)"
16-12-2022 12:05:17.637771,"(4.0, 8.2, 7.788235294117646)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.6)","(21.0, 36.0, 24.625)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.607142857142857)"
16-12-2022 12:05:18.708422,"(4.0, 8.2, 7.788235294117646)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.707692307692308)","(21.0, 36.0, 24.625)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.65)"
16-12-2022 12:05:20.118470,"(4.0, 8.2, 7.788235294117646)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.707692307692308)","(21.0, 36.0, 24.529411764705884)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.65)"
16-12-2022 12:05:21.311321,"(4.0, 8.2, 7.788235294117646)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.6)","(21.0, 36.0, 23.8125)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.65)"
16-12-2022 12:05:22.435414,"(4.0, 8.2, 7.788235294117646)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.4799999999999995)","(21.0, 36.0, 23.8125)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.607142857142857)"
16-12-2022 12:05:23.725293,"(4.0, 8.2, 7.788235294117646)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.707692307692308)","(21.0, 36.0, 23.8125)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.65)"
16-12-2022 12:05:24.875889,"(4.0, 8.2, 7.788235294117646)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.707692307692308)","(21.0, 36.0, 23.8125)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.65)"
16-12-2022 12:05:26.001879,"(4.0, 8.2, 7.788235294117646)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.844444444444445)","(21.0, 36.0, 23.8125)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.65)"
16-12-2022 12:05:27.074039,"(4.0, 8.2, 7.788235294117646)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.844444444444445)","(21.0, 36.0, 23.8125)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.75, 3.607142857142857)"
16-12-2022 12:05:28.647780,"(4.0, 8.2, 7.6)","(5.5, 6.6, 5.96)","(4.2, 6.2, 5.707692307692308)","(21.0, 36.0, 29.142857142857142)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.48936170212766)","(3.4, 4.2, 3.72)"
16-12-2022 12:05:29.848888,"(4.0, 8.2, 7.6)","(5.5, 6.6, 5.96)","(4.2, 6.2, 5.844444444444445)","(21.0, 32.0, 25.571428571428573)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 4.2, 3.6862068965517243)"
16-12-2022 12:05:31.077908,"(4.0, 8.2, 7.553846153846154)","(5.5, 6.6, 6.0)","(4.2, 6.2, 5.844444444444445)","(21.0, 32.0, 24.083333333333332)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 4.1, 3.6862068965517243)"
16-12-2022 12:05:32.238172,"(4.0, 8.2, 7.72)","(5.5, 6.6, 6.0)","(4.2, 6.2, 5.844444444444445)","(21.0, 32.0, 24.083333333333332)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 4.1, 3.625)"
16-12-2022 12:05:33.375887,"(4.0, 8.2, 7.699999999999999)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.4799999999999995)","(21.0, 32.0, 24.083333333333332)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 4.0, 3.59375)"
16-12-2022 12:05:34.627828,"(4.0, 8.2, 7.726315789473684)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.4799999999999995)","(21.0, 32.0, 24.083333333333332)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 4.0, 3.59375)"
16-12-2022 12:05:35.887425,"(4.0, 8.2, 7.726315789473684)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.4799999999999995)","(21.0, 32.0, 24.083333333333332)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 4.0, 3.59375)"
16-12-2022 12:05:37.050998,"(4.0, 8.2, 7.726315789473684)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.4799999999999995)","(21.0, 32.0, 24.083333333333332)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 4.0, 3.6954545454545453)"
16-12-2022 12:05:38.405922,"(4.0, 8.2, 7.866666666666666)","(5.5, 6.6, 6.309090909090909)","(4.2, 6.2, 5.707692307692308)","(21.0, 32.0, 24.083333333333332)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.95, 3.678)"
16-12-2022 12:05:39.745981,"(4.0, 8.2, 7.866666666666666)","(5.5, 6.6, 6.173333333333333)","(4.2, 6.2, 5.844444444444445)","(21.0, 32.0, 24.083333333333332)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.509090909090909)","(3.4, 3.95, 3.675)"
16-12-2022 12:05:41.048745,"(4.0, 8.4, 7.88235294117647)","(5.5, 6.6, 6.054545454545455)","(4.2, 6.2, 5.707692307692308)","(21.0, 32.0, 24.38095238095238)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 6.0, 5.571875)","(3.4, 3.9, 3.5642857142857145)"
16-12-2022 12:05:42.299598,"(4.0, 8.4, 8.0)","(5.5, 6.6, 6.186206896551724)","(4.2, 6.2, 5.6461538461538465)","(21.0, 32.0, 24.38095238095238)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 5.9, 5.442857142857143)","(3.4, 3.85, 3.6166666666666667)"
16-12-2022 12:05:43.438515,"(4.0, 8.4, 8.222222222222221)","(5.5, 6.6, 6.186206896551724)","(4.2, 6.2, 5.707692307692308)","(21.0, 32.0, 24.38095238095238)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 5.9, 5.442857142857143)","(3.4, 3.85, 3.6166666666666667)"
16-12-2022 12:05:44.641162,"(4.0, 8.4, 8.222222222222221)","(5.5, 6.6, 6.186206896551724)","(4.2, 6.2, 5.707692307692308)","(21.0, 32.0, 24.38095238095238)","(61.0, 520.0, 357.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 5.9, 5.442857142857143)","(3.4, 3.85, 3.5652173913043477)"
16-12-2022 12:05:45.972767,"(4.0, 8.4, 8.222222222222221)","(5.5, 6.6, 6.186206896551724)","(4.2, 6.2, 5.6)","(21.0, 32.0, 24.38095238095238)","(61.0, 520.0, 474.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 5.9, 5.442857142857143)","(3.4, 3.8, 3.503846153846154)"
16-12-2022 12:05:47.285312,"(4.0, 8.4, 8.222222222222221)","(5.5, 6.6, 6.186206896551724)","(4.2, 6.2, 5.4799999999999995)","(21.0, 32.0, 24.38095238095238)","(61.0, 520.0, 474.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 5.9, 5.442857142857143)","(3.4, 3.8, 3.503846153846154)"
16-12-2022 12:05:48.637917,"(4.0, 8.4, 8.222222222222221)","(5.5, 6.6, 6.186206896551724)","(4.2, 6.2, 5.844444444444445)","(21.0, 32.0, 24.38095238095238)","(61.0, 520.0, 474.5)","(11.0, 44.0, 39.333333333333336)","(5.5, 5.9, 5.442857142857143)","(3.4, 3.8, 3.5555555555555554)"
16-12-2022 12:05:50.053538,"(4.0, 8.4, 8.222222222222221)","(5.5, 6.6, 6.186206896551724)","(4.2, 6.2, 5.844444444444445)","(21.0, 32.0, 24.38095238095238)","(61.0, 520.0, 474.5)","(11.0, 44.0, 39.0)","(5.5, 5.9, 5.442857142857143)","(3.4, 3.8, 3.5555555555555554)"
16-12-2022 12:05:51.458889,"(4.0, 8.4, 8.222222222222221)","(5.5, 6.6, 6.186206896551724)","(4.2, 6.2, 5.6)","(21.0, 32.0, 24.38095238095238)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.442857142857143)","(3.4, 3.8, 3.418181818181818)"
16-12-2022 12:05:52.718560,"(4.0, 8.4, 8.222222222222221)","(5.5, 6.6, 6.186206896551724)","(4.2, 6.2, 5.844444444444445)","(21.0, 32.0, 27.714285714285715)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.564285714285714)","(3.4, 3.6, 3.48)"
16-12-2022 12:05:54.734690,"(4.0, 8.4, 8.222222222222221)","(5.5, 6.6, 6.247999999999999)","(4.2, 6.2, 5.844444444444445)","(21.0, 30.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.8, 5.564285714285714)","(3.4, 3.6, 3.492857142857143)"
16-12-2022 12:05:56.387163,"(4.0, 8.4, 8.222222222222221)","(5.5, 6.6, 6.247999999999999)","(4.2, 6.2, 5.6)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.8, 5.455)","(3.4, 3.6, 3.4695652173913043)"
16-12-2022 12:05:57.926817,"(4.0, 8.4, 8.222222222222221)","(5.5, 6.6, 6.247999999999999)","(4.2, 6.2, 5.844444444444445)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.8, 5.455)","(3.4, 3.6, 3.52)"
16-12-2022 12:05:59.398072,"(4.0, 8.4, 8.222222222222221)","(5.5, 6.6, 6.247999999999999)","(4.2, 6.2, 5.844444444444445)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.8, 5.603846153846154)","(3.4, 3.6, 3.52)"
16-12-2022 12:06:00.763981,"(4.0, 8.4, 8.222222222222221)","(5.5, 6.6, 6.247999999999999)","(4.2, 6.2, 5.844444444444445)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.7, 5.588888888888889)","(3.4, 3.6, 3.52)"
16-12-2022 12:06:02.021181,"(4.0, 8.4, 8.222222222222221)","(5.5, 6.6, 6.247999999999999)","(4.2, 6.2, 5.6)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.7, 5.4875)","(3.4, 3.6, 3.418181818181818)"
16-12-2022 12:06:03.529981,"(4.0, 8.4, 8.222222222222221)","(5.5, 6.6, 6.247999999999999)","(4.2, 6.2, 5.844444444444445)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.7, 5.511111111111111)","(3.4, 3.6, 3.492857142857143)"
16-12-2022 12:06:04.823524,"(4.0, 8.4, 8.222222222222221)","(5.5, 6.6, 6.247999999999999)","(4.2, 6.2, 5.844444444444445)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.7, 5.511111111111111)","(3.4, 3.6, 3.492857142857143)"
16-12-2022 12:06:06.065977,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.4799999999999995)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.7, 5.511111111111111)","(3.4, 3.6, 3.4695652173913043)"
16-12-2022 12:06:07.291722,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.4799999999999995)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.7, 5.511111111111111)","(3.4, 3.6, 3.418181818181818)"
16-12-2022 12:06:08.541345,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.4799999999999995)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.7, 5.511111111111111)","(3.4, 3.6, 3.418181818181818)"
16-12-2022 12:06:09.771631,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.666666666666667)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.7, 5.511111111111111)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:11.022482,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.666666666666667)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.7, 5.511111111111111)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:12.261973,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.666666666666667)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.7, 5.511111111111111)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:13.512109,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.545454545454546)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.7, 5.511111111111111)","(3.4, 3.6, 3.4695652173913043)"
16-12-2022 12:06:14.687019,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.545454545454546)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.7, 5.511111111111111)","(3.4, 3.6, 3.4695652173913043)"
16-12-2022 12:06:15.893222,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.545454545454546)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.7, 5.511111111111111)","(3.4, 3.6, 3.52)"
16-12-2022 12:06:17.103134,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.6521739130434785)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.7, 5.4875)","(3.4, 3.6, 3.52)"
16-12-2022 12:06:18.376395,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.6521739130434785)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.7, 5.6454545454545455)","(3.4, 3.6, 3.52)"
16-12-2022 12:06:19.549353,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.573913043478261)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.7, 5.7318181818181815)","(3.4, 3.6, 3.418181818181818)"
16-12-2022 12:06:20.722832,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.573913043478261)","(21.0, 32.0, 26.0)","(61.0, 520.0, 474.5)","(11.0, 44.0, 41.0)","(5.5, 5.8, 5.65625)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:21.792585,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.730434782608695)","(21.0, 32.0, 26.0)","(61.0, 520.0, 474.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.58125)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:22.825424,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.5)","(21.0, 32.0, 26.0)","(61.0, 520.0, 474.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.616666666666667)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:23.893032,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.5)","(21.0, 32.0, 26.0)","(61.0, 520.0, 474.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.616666666666667)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:24.996634,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 26.0)","(61.0, 520.0, 474.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.65625)","(3.4, 3.6, 3.418181818181818)"
16-12-2022 12:06:26.175791,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.65625)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:27.383346,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 26.0)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.65625)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:28.645464,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:29.808655,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.418181818181818)"
16-12-2022 12:06:30.991875,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:32.202122,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:33.417008,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:34.546025,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:35.669536,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.418181818181818)"
16-12-2022 12:06:36.773366,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:37.838619,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:38.882677,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 474.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:39.922621,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 474.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:40.936985,"(4.0, 8.4, 8.222222222222221)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 474.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.418181818181818)"
16-12-2022 12:06:42.010083,"(4.0, 8.4, 8.03076923076923)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 474.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:43.055375,"(4.0, 8.4, 8.066666666666666)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 474.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:44.157249,"(4.0, 8.4, 8.066666666666666)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.48)"
16-12-2022 12:06:45.304600,"(4.0, 8.4, 8.066666666666666)","(6.0, 6.6, 6.247999999999999)","(4.0, 6.2, 5.378260869565217)","(21.0, 32.0, 27.153846153846153)","(61.0, 520.0, 357.5)","(11.0, 44.0, 41.0)","(5.5, 5.9, 5.7956521739130435)","(3.4, 3.6, 3.418181818181818)"
