,Flat Tyre,Good Boy Lloyd,Canya Whisper,Orara Mullet,Aston Cash,Big Bad Bruce,Mary Now Knows,Annabelle Rocks
16-12-2022 12:08:27.442004,"(4.4, 8.4, 7.873684210526316)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.333333333333332)","(61.0, 520.0, 496.11111111111114)","(13.0, 44.0, 43.857142857142854)","(5.0, 5.9, 5.829411764705883)","(3.3, 3.6, 3.511111111111111)"
16-12-2022 12:08:28.748555,"(4.4, 8.4, 7.873684210526316)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.333333333333332)","(61.0, 520.0, 496.11111111111114)","(13.0, 44.0, 43.857142857142854)","(5.0, 5.9, 5.829411764705883)","(3.3, 3.6, 3.511111111111111)"
16-12-2022 12:08:30.034469,"(4.4, 8.4, 7.983333333333333)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.74074074074074)","(61.0, 520.0, 496.11111111111114)","(13.0, 44.0, 48.88235294117647)","(5.0, 5.9, 5.754545454545455)","(3.3, 3.6, 3.511111111111111)"
16-12-2022 12:08:31.263667,"(4.4, 8.4, 7.983333333333333)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.74074074074074)","(61.0, 520.0, 496.11111111111114)","(13.0, 60.0, 47.70731707317073)","(5.0, 5.9, 5.754545454545455)","(3.3, 3.6, 3.5130434782608697)"
16-12-2022 12:08:32.475517,"(4.4, 8.2, 8.022222222222222)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.74074074074074)","(61.0, 520.0, 422.2727272727273)","(13.0, 60.0, 47.70731707317073)","(5.0, 5.9, 5.829411764705883)","(3.3, 3.6, 3.5130434782608697)"
16-12-2022 12:08:33.732389,"(4.6, 8.2, 8.022222222222222)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.74074074074074)","(71.0, 520.0, 422.2727272727273)","(15.0, 60.0, 47.70731707317073)","(5.0, 5.9, 5.829411764705883)","(3.0, 3.6, 3.5130434782608697)"
16-12-2022 12:08:35.454419,"(4.6, 8.2, 8.022222222222222)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.74074074074074)","(71.0, 520.0, 422.2727272727273)","(15.0, 60.0, 47.70731707317073)","(5.0, 5.9, 5.754545454545455)","(3.0, 3.6, 3.502439024390244)"
16-12-2022 12:08:36.939419,"(4.6, 8.2, 8.022222222222222)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.74074074074074)","(71.0, 520.0, 422.2727272727273)","(15.0, 60.0, 47.70731707317073)","(5.0, 5.9, 5.754545454545455)","(3.0, 3.6, 3.5130434782608697)"
16-12-2022 12:08:38.481345,"(4.6, 8.2, 8.022222222222222)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.666666666666668)","(71.0, 520.0, 422.2727272727273)","(15.0, 60.0, 47.70731707317073)","(5.0, 5.9, 5.754545454545455)","(3.0, 3.6, 3.5130434782608697)"
16-12-2022 12:08:39.992090,"(4.6, 8.2, 8.022222222222222)","(5.5, 6.6, 6.366666666666666)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.74074074074074)","(71.0, 520.0, 422.2727272727273)","(15.0, 60.0, 47.70731707317073)","(5.0, 5.9, 5.754545454545455)","(3.0, 3.6, 3.5130434782608697)"
16-12-2022 12:08:41.508186,"(4.6, 8.2, 7.88)","(5.5, 6.6, 6.38)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.74074074074074)","(71.0, 520.0, 422.2727272727273)","(15.0, 60.0, 47.70731707317073)","(5.0, 5.9, 5.754545454545455)","(3.0, 3.6, 3.5148936170212766)"
16-12-2022 12:08:42.905733,"(4.6, 8.2, 7.88)","(5.5, 6.6, 6.285714285714286)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.74074074074074)","(71.0, 520.0, 422.2727272727273)","(15.0, 60.0, 44.55172413793103)","(5.0, 5.9, 5.829411764705883)","(3.0, 3.6, 3.5148936170212766)"
16-12-2022 12:08:44.301182,"(4.6, 8.2, 7.88)","(5.5, 6.6, 6.346153846153846)","(4.2, 5.9, 5.225)","(21.0, 27.0, 23.74074074074074)","(71.0, 520.0, 422.2727272727273)","(15.0, 60.0, 44.55172413793103)","(5.0, 5.9, 5.829411764705883)","(3.0, 3.6, 3.5148936170212766)"
16-12-2022 12:08:45.666681,"(4.6, 8.2, 7.88)","(5.5, 6.6, 6.346153846153846)","(4.2, 5.9, 5.225)","(21.0, 27.0, 24.333333333333332)","(71.0, 520.0, 422.2727272727273)","(15.0, 60.0, 49.86666666666667)","(5.0, 5.9, 5.829411764705883)","(3.0, 3.6, 3.5148936170212766)"
16-12-2022 12:08:47.232863,"(4.6, 8.2, 7.88)","(5.5, 6.6, 6.346153846153846)","(4.2, 5.9, 5.225)","(21.0, 27.0, 24.333333333333332)","(71.0, 520.0, 422.2727272727273)","(15.0, 55.0, 50.80952380952381)","(5.0, 5.9, 5.754545454545455)","(3.0, 3.6, 3.5148936170212766)"
16-12-2022 12:08:48.826450,"(4.6, 8.2, 7.88)","(5.5, 6.6, 6.346153846153846)","(4.2, 5.9, 5.225)","(21.0, 27.0, 24.333333333333332)","(71.0, 520.0, 422.2727272727273)","(15.0, 55.0, 50.5)","(5.0, 5.9, 5.754545454545455)","(3.0, 3.6, 3.5148936170212766)"
16-12-2022 12:08:50.350614,"(4.6, 8.2, 7.88)","(5.5, 6.6, 6.346153846153846)","(4.2, 5.9, 5.225)","(21.0, 27.0, 24.333333333333332)","(71.0, 520.0, 422.2727272727273)","(15.0, 55.0, 50.5)","(5.0, 5.9, 5.760869565217392)","(3.0, 3.6, 3.5148936170212766)"
16-12-2022 12:08:51.940190,"(4.6, 8.2, 7.88)","(5.5, 6.6, 6.346153846153846)","(4.2, 5.9, 5.225)","(21.0, 27.0, 24.333333333333332)","(71.0, 520.0, 422.2727272727273)","(15.0, 55.0, 50.5)","(5.0, 5.9, 5.760869565217392)","(3.0, 3.6, 3.5148936170212766)"
16-12-2022 12:08:53.940649,"(4.6, 8.2, 7.88)","(5.5, 6.6, 6.346153846153846)","(4.2, 5.9, 5.225)","(21.0, 27.0, 24.333333333333332)","(71.0, 520.0, 422.2727272727273)","(15.0, 55.0, 50.5)","(5.0, 5.9, 5.833333333333334)","(3.0, 3.6, 3.5148936170212766)"
16-12-2022 12:08:56.018714,"(4.6, 8.2, 7.88)","(5.5, 6.6, 6.346153846153846)","(4.2, 5.9, 5.225)","(21.0, 27.0, 24.333333333333332)","(71.0, 520.0, 422.2727272727273)","(15.0, 55.0, 50.5)","(5.0, 5.9, 5.625)","(3.0, 3.55, 3.5214285714285714)"
16-12-2022 12:08:57.230644,"(4.6, 8.2, 7.88)","(5.5, 6.6, 6.346153846153846)","(4.2, 5.9, 5.225)","(21.0, 27.0, 24.333333333333332)","(81.0, 520.0, 422.2727272727273)","(16.0, 55.0, 50.5)","(5.0, 5.9, 5.58)","(2.9, 3.55, 3.533333333333333)"
16-12-2022 12:08:58.480549,"(5.0, 8.2, 7.88)","(5.5, 6.6, 6.346153846153846)","(4.2, 5.9, 5.225)","(21.0, 27.0, 24.333333333333332)","(81.0, 520.0, 422.2727272727273)","(16.0, 55.0, 50.5)","(5.0, 5.9, 5.58)","(2.9, 3.55, 3.5409090909090906)"
16-12-2022 12:08:59.734088,"(5.0, 8.2, 7.88)","(5.5, 6.6, 6.346153846153846)","(4.2, 5.9, 5.225)","(21.0, 27.0, 24.333333333333332)","(81.0, 520.0, 373.57142857142856)","(16.0, 55.0, 50.5)","(5.0, 5.9, 5.58)","(2.9, 3.55, 3.533333333333333)"
16-12-2022 12:09:01.080459,"(5.0, 8.2, 7.88)","(5.5, 6.6, 6.346153846153846)","(4.2, 5.9, 5.225)","(21.0, 27.0, 24.333333333333332)","(81.0, 520.0, 396.0)","(16.0, 55.0, 50.5)","(5.0, 5.9, 5.58)","(2.9, 3.55, 3.5214285714285714)"
16-12-2022 12:09:02.404600,"(5.0, 8.2, 7.88)","(5.5, 6.6, 6.346153846153846)","(4.2, 5.9, 5.2)","(21.0, 27.0, 24.41176470588235)","(81.0, 500.0, 383.0769230769231)","(16.0, 55.0, 50.8)","(5.0, 5.9, 5.58)","(2.9, 3.55, 3.5409090909090906)"
16-12-2022 12:09:03.696884,"(5.0, 8.2, 7.88)","(5.5, 6.6, 6.346153846153846)","(4.2, 5.9, 5.225)","(21.0, 27.0, 24.41176470588235)","(81.0, 500.0, 383.0769230769231)","(16.0, 55.0, 53.25)","(5.0, 5.9, 5.58)","(2.9, 3.55, 3.5409090909090906)"
16-12-2022 12:09:05.043248,"(5.0, 8.2, 7.88)","(5.5, 6.6, 6.335999999999999)","(4.2, 5.9, 5.225)","(21.0, 27.0, 24.41176470588235)","(81.0, 500.0, 398.66666666666663)","(16.0, 55.0, 54.0)","(5.0, 5.9, 5.58)","(2.9, 3.55, 3.533333333333333)"
16-12-2022 12:09:06.321189,"(5.0, 8.2, 7.88)","(5.5, 6.6, 6.289655172413793)","(4.2, 5.9, 5.225)","(21.0, 27.0, 24.41176470588235)","(81.0, 500.0, 398.66666666666663)","(16.0, 55.0, 54.0)","(5.0, 5.9, 5.58)","(2.9, 3.55, 3.533333333333333)"
16-12-2022 12:09:07.600783,"(5.0, 8.2, 7.88)","(5.5, 6.6, 6.289655172413793)","(4.2, 5.9, 5.2)","(21.0, 27.0, 24.41176470588235)","(81.0, 500.0, 372.3529411764706)","(16.0, 55.0, 54.0)","(5.0, 5.9, 5.58)","(2.9, 3.55, 3.533333333333333)"
16-12-2022 12:09:08.885022,"(5.0, 8.2, 7.88)","(5.5, 6.6, 6.289655172413793)","(4.2, 5.9, 5.2064516129032254)","(21.0, 27.0, 24.41176470588235)","(81.0, 510.0, 406.0)","(16.0, 55.0, 54.0)","(5.0, 5.9, 5.58)","(2.9, 3.55, 3.5409090909090906)"
16-12-2022 12:09:10.129565,"(5.5, 8.2, 7.88)","(5.5, 6.6, 6.289655172413793)","(4.2, 5.8, 5.16)","(21.0, 27.0, 24.41176470588235)","(81.0, 510.0, 432.0)","(21.0, 55.0, 54.0)","(5.0, 5.9, 5.58)","(2.9, 3.55, 3.5416666666666665)"
16-12-2022 12:09:11.371214,"(5.5, 8.2, 7.88)","(5.5, 6.6, 6.289655172413793)","(4.2, 5.8, 5.16)","(21.0, 27.0, 24.41176470588235)","(81.0, 510.0, 432.0)","(21.0, 55.0, 54.0)","(5.0, 5.9, 5.58)","(2.9, 3.55, 3.5416666666666665)"
16-12-2022 12:09:12.585888,"(5.5, 8.2, 7.88)","(5.5, 6.6, 6.289655172413793)","(4.2, 5.8, 5.16)","(21.0, 27.0, 23.615384615384617)","(81.0, 510.0, 422.5)","(21.0, 55.0, 52.666666666666664)","(5.0, 5.9, 5.557142857142857)","(2.9, 3.55, 3.5357142857142856)"
16-12-2022 12:09:13.771363,"(5.5, 8.2, 7.88)","(5.5, 6.6, 6.225)","(4.2, 5.7, 5.2)","(21.0, 27.0, 24.642857142857142)","(81.0, 520.0, 496.47058823529414)","(21.0, 55.0, 54.0)","(5.0, 5.9, 5.557142857142857)","(2.9, 3.55, 3.5416666666666665)"
16-12-2022 12:09:14.959606,"(5.5, 8.2, 7.88)","(5.5, 6.6, 6.289655172413793)","(4.2, 5.7, 5.2)","(21.0, 27.0, 24.724137931034484)","(81.0, 520.0, 496.47058823529414)","(21.0, 55.0, 59.07692307692308)","(5.0, 5.9, 5.66)","(2.9, 3.55, 3.185483870967742)"
16-12-2022 12:09:16.061801,"(5.5, 8.4, 7.938461538461539)","(5.5, 6.6, 6.2250000000000005)","(4.2, 5.7, 5.366666666666666)","(21.0, 27.0, 24.724137931034484)","(81.0, 520.0, 496.47058823529414)","(21.0, 60.0, 51.666666666666664)","(5.0, 5.9, 5.671428571428572)","(2.9, 3.45, 3.2482142857142855)"
16-12-2022 12:09:17.246989,"(5.5, 8.4, 7.963636363636364)","(5.5, 6.6, 6.2250000000000005)","(4.2, 5.7, 5.3428571428571425)","(21.0, 27.0, 24.61764705882353)","(81.0, 520.0, 501.81818181818187)","(21.0, 60.0, 55.45454545454545)","(5.0, 5.9, 5.633333333333334)","(2.9, 3.4, 3.2581081081081082)"
16-12-2022 12:09:18.347664,"(5.5, 8.4, 8.1)","(5.5, 6.6, 6.314285714285714)","(4.2, 5.7, 5.3428571428571425)","(21.0, 27.0, 24.724137931034484)","(81.0, 520.0, 501.81818181818187)","(21.0, 60.0, 55.833333333333336)","(5.0, 5.9, 5.594117647058823)","(2.9, 3.4, 3.2653846153846153)"
16-12-2022 12:09:19.441579,"(5.5, 8.4, 8.325000000000001)","(5.5, 6.6, 6.369230769230769)","(4.2, 5.7, 5.3428571428571425)","(21.0, 27.0, 24.724137931034484)","(81.0, 520.0, 501.81818181818187)","(21.0, 60.0, 57.05882352941177)","(5.0, 5.9, 5.58)","(2.9, 3.4, 3.325)"
16-12-2022 12:09:20.545975,"(5.5, 8.4, 8.280000000000001)","(5.5, 6.8, 6.636363636363637)","(4.2, 5.7, 5.3428571428571425)","(21.0, 27.0, 24.724137931034484)","(81.0, 520.0, 501.81818181818187)","(21.0, 60.0, 56.0)","(5.0, 5.9, 5.611111111111112)","(2.9, 3.35, 3.3444444444444446)"
16-12-2022 12:09:21.635091,"(5.5, 8.4, 8.0)","(5.5, 6.8, 6.585714285714285)","(4.2, 5.7, 5.123076923076923)","(21.0, 27.0, 24.724137931034484)","(81.0, 520.0, 501.81818181818187)","(21.0, 60.0, 57.72727272727273)","(5.0, 5.9, 5.611111111111112)","(2.9, 3.35, 3.3444444444444446)"
16-12-2022 12:09:22.703822,"(5.5, 8.4, 8.0)","(5.5, 6.8, 6.548387096774194)","(4.2, 5.7, 5.119354838709677)","(21.0, 27.0, 24.724137931034484)","(81.0, 520.0, 501.81818181818187)","(21.0, 60.0, 57.72727272727273)","(5.0, 5.9, 5.611111111111112)","(2.9, 3.35, 3.3444444444444446)"
16-12-2022 12:09:23.773949,"(5.5, 8.4, 8.142857142857142)","(5.5, 6.8, 6.548387096774194)","(4.2, 5.6, 5.155555555555555)","(21.0, 27.0, 24.724137931034484)","(81.0, 520.0, 501.81818181818187)","(21.0, 60.0, 57.72727272727273)","(5.0, 5.9, 5.611111111111112)","(2.9, 3.35, 3.3444444444444446)"
16-12-2022 12:09:24.864028,"(5.5, 8.4, 8.0)","(5.5, 6.8, 6.548387096774194)","(4.2, 5.6, 5.1049999999999995)","(21.0, 27.0, 24.724137931034484)","(81.0, 520.0, 496.47058823529414)","(21.0, 60.0, 57.72727272727273)","(5.0, 5.9, 5.611111111111112)","(2.9, 3.35, 3.3551724137931034)"
16-12-2022 12:09:25.950978,"(5.5, 8.4, 8.025)","(5.5, 6.8, 6.54)","(4.2, 5.6, 5.1049999999999995)","(21.0, 27.0, 24.724137931034484)","(91.0, 520.0, 493.57142857142856)","(21.0, 60.0, 57.72727272727273)","(5.0, 5.9, 5.611111111111112)","(2.8, 3.4, 3.3551724137931034)"
16-12-2022 12:09:26.986682,"(5.5, 8.4, 7.828571428571428)","(5.5, 6.8, 6.54)","(4.2, 5.6, 5.1049999999999995)","(21.0, 27.0, 24.724137931034484)","(91.0, 520.0, 496.875)","(21.0, 60.0, 58.333333333333336)","(5.0, 5.9, 5.611111111111112)","(2.8, 3.4, 3.3692307692307693)"
16-12-2022 12:09:27.963472,"(5.5, 8.4, 8.0)","(5.5, 6.8, 6.54)","(4.2, 5.6, 5.1049999999999995)","(21.0, 27.0, 24.724137931034484)","(91.0, 520.0, 496.875)","(21.0, 60.0, 57.5)","(5.0, 5.9, 5.58)","(2.8, 3.4, 3.372)"
16-12-2022 12:09:29.011922,"(5.5, 8.4, 7.828571428571428)","(5.5, 6.8, 6.54)","(4.2, 5.6, 5.1049999999999995)","(21.0, 27.0, 24.724137931034484)","(91.0, 520.0, 496.875)","(21.0, 60.0, 57.5)","(5.0, 5.9, 5.594117647058823)","(2.8, 3.4, 3.372)"
16-12-2022 12:09:30.021621,"(5.5, 8.4, 7.733333333333333)","(5.5, 6.8, 6.54)","(4.2, 5.6, 5.093333333333334)","(21.0, 27.0, 24.724137931034484)","(91.0, 520.0, 502.3809523809524)","(21.0, 60.0, 58.333333333333336)","(5.0, 5.9, 5.594117647058823)","(2.8, 3.4, 3.3666666666666667)"
16-12-2022 12:09:31.089545,"(5.5, 8.4, 8.047058823529412)","(5.5, 6.8, 6.54)","(4.2, 5.5, 5.115384615384615)","(21.0, 27.0, 24.636363636363637)","(91.0, 520.0, 502.3809523809524)","(21.0, 60.0, 57.5)","(5.0, 5.9, 5.594117647058823)","(2.8, 3.4, 3.3666666666666667)"
16-12-2022 12:09:32.071838,"(5.5, 8.4, 8.1)","(5.5, 6.8, 6.54)","(4.2, 5.4, 5.2125)","(21.0, 27.0, 24.636363636363637)","(91.0, 520.0, 502.3809523809524)","(21.0, 60.0, 58.75)","(5.0, 5.9, 5.594117647058823)","(2.8, 3.4, 3.3666666666666667)"
16-12-2022 12:09:33.154101,"(5.5, 8.4, 8.03076923076923)","(5.5, 6.8, 6.54)","(4.2, 5.4, 5.211764705882353)","(21.0, 27.0, 24.724137931034484)","(91.0, 520.0, 502.3809523809524)","(21.0, 60.0, 59.166666666666664)","(5.0, 5.9, 5.594117647058823)","(2.8, 3.4, 3.33)"
16-12-2022 12:09:34.162185,"(5.5, 8.4, 8.13913043478261)","(5.5, 6.8, 6.54)","(4.2, 5.4, 5.211764705882353)","(21.0, 27.0, 24.724137931034484)","(91.0, 520.0, 502.3809523809524)","(21.0, 60.0, 59.21052631578947)","(5.0, 5.9, 5.594117647058823)","(2.8, 3.4, 3.325)"
16-12-2022 12:09:35.185774,"(5.5, 8.4, 8.025)","(5.5, 6.8, 6.592307692307692)","(4.2, 5.4, 5.211764705882353)","(21.0, 27.0, 24.724137931034484)","(91.0, 520.0, 502.3809523809524)","(21.0, 60.0, 59.21052631578947)","(5.0, 5.9, 5.594117647058823)","(2.8, 3.4, 3.329411764705882)"
16-12-2022 12:09:36.230957,"(5.5, 8.4, 8.025)","(5.5, 6.8, 6.592307692307692)","(4.2, 5.4, 5.211764705882353)","(21.0, 27.0, 24.724137931034484)","(91.0, 520.0, 502.3809523809524)","(21.0, 60.0, 59.21052631578947)","(5.0, 5.9, 5.594117647058823)","(2.8, 3.4, 3.329411764705882)"
16-12-2022 12:09:37.380054,"(5.5, 8.4, 8.025)","(5.5, 6.8, 6.592307692307692)","(4.2, 5.4, 5.211764705882353)","(21.0, 27.0, 24.724137931034484)","(91.0, 520.0, 502.3809523809524)","(21.0, 60.0, 59.44444444444444)","(5.0, 5.9, 5.652380952380953)","(2.8, 3.4, 3.24)"
16-12-2022 12:09:38.490843,"(5.5, 8.4, 7.566666666666667)","(5.5, 6.8, 6.592307692307692)","(4.2, 5.4, 5.253333333333334)","(21.0, 27.0, 25.08695652173913)","(91.0, 520.0, 502.3809523809524)","(21.0, 60.0, 59.705882352941174)","(5.0, 5.9, 5.683333333333334)","(2.8, 3.25, 3.221875)"
16-12-2022 12:09:39.580529,"(5.5, 8.4, 8.0)","(5.5, 6.8, 6.725)","(4.2, 5.4, 5.1066666666666665)","(21.0, 27.0, 24.8)","(91.0, 520.0, 502.3809523809524)","(21.0, 60.0, 59.72222222222222)","(5.0, 5.9, 5.652380952380953)","(2.8, 3.25, 3.221875)"
16-12-2022 12:09:40.872299,"(5.5, 8.4, 8.042857142857143)","(5.5, 6.8, 6.725)","(4.2, 5.4, 5.22608695652174)","(21.0, 27.0, 24.8)","(91.0, 520.0, 502.3809523809524)","(21.0, 60.0, 59.72222222222222)","(5.0, 5.9, 5.652380952380953)","(2.8, 3.25, 3.2153846153846155)"
16-12-2022 12:09:41.980991,"(5.5, 8.4, 8.114285714285714)","(5.5, 6.8, 6.725)","(4.2, 5.4, 5.22608695652174)","(21.0, 27.0, 24.8)","(91.0, 520.0, 502.3809523809524)","(21.0, 60.0, 59.72222222222222)","(5.0, 5.9, 5.652380952380953)","(2.8, 3.25, 3.2114285714285713)"
16-12-2022 12:09:43.130113,"(5.5, 8.4, 7.9714285714285715)","(5.5, 6.8, 6.71)","(4.2, 5.4, 5.228571428571429)","(21.0, 27.0, 25.1)","(91.0, 520.0, 502.3809523809524)","(21.0, 60.0, 68.70967741935483)","(5.0, 5.9, 5.733333333333333)","(2.8, 3.25, 3.223529411764706)"
16-12-2022 12:09:44.224783,"(5.5, 8.6, 8.173333333333334)","(5.5, 6.8, 6.741935483870968)","(4.2, 5.4, 5.228571428571429)","(21.0, 27.0, 25.1)","(91.0, 520.0, 502.3809523809524)","(21.0, 80.0, 70.0)","(5.0, 6.2, 5.628571428571428)","(2.8, 3.25, 3.2344827586206897)"
16-12-2022 12:09:45.329059,"(5.5, 8.6, 8.333333333333332)","(5.5, 7.2, 6.936842105263158)","(4.2, 5.4, 5.228571428571429)","(21.0, 27.0, 25.1)","(91.0, 520.0, 416.6666666666667)","(21.0, 80.0, 69.48275862068965)","(5.0, 6.2, 5.622222222222222)","(2.8, 3.25, 3.2333333333333334)"
16-12-2022 12:09:46.357885,"(5.5, 8.6, 8.333333333333332)","(5.5, 7.2, 6.917948717948718)","(4.2, 5.4, 5.15483870967742)","(21.0, 27.0, 25.689655172413794)","(91.0, 510.0, 416.6666666666667)","(21.0, 75.0, 69.48275862068965)","(5.0, 6.2, 5.63076923076923)","(2.8, 3.25, 3.2333333333333334)"
16-12-2022 12:09:47.386480,"(5.5, 8.6, 8.333333333333332)","(5.5, 7.2, 6.917948717948718)","(4.2, 5.4, 5.15483870967742)","(21.0, 27.0, 25.03448275862069)","(91.0, 510.0, 416.6666666666667)","(21.0, 75.0, 69.0)","(5.0, 6.0, 5.63076923076923)","(2.8, 3.25, 3.2333333333333334)"
16-12-2022 12:09:48.496231,"(5.5, 8.6, 8.333333333333332)","(5.5, 7.2, 6.917948717948718)","(4.2, 5.4, 5.15483870967742)","(21.0, 27.0, 24.65625)","(91.0, 510.0, 416.6666666666667)","(21.0, 75.0, 67.3529411764706)","(5.0, 6.0, 5.625)","(2.8, 3.25, 3.2333333333333334)"
16-12-2022 12:09:49.576838,"(5.5, 8.6, 8.333333333333332)","(5.5, 7.2, 6.885714285714286)","(4.2, 5.4, 5.15483870967742)","(21.0, 27.0, 24.65625)","(91.0, 510.0, 391.37931034482756)","(21.0, 75.0, 67.3529411764706)","(5.0, 6.0, 5.625)","(2.8, 3.25, 3.2333333333333334)"
16-12-2022 12:09:50.601088,"(5.5, 8.6, 8.333333333333332)","(5.5, 7.2, 6.763636363636364)","(4.2, 5.4, 5.15483870967742)","(21.0, 27.0, 25.571428571428573)","(91.0, 500.0, 391.37931034482756)","(21.0, 75.0, 69.0)","(5.0, 6.0, 5.625)","(2.8, 3.25, 3.1923076923076925)"
16-12-2022 12:09:51.678208,"(5.5, 8.6, 8.333333333333332)","(5.5, 7.2, 6.955555555555556)","(4.2, 5.4, 5.15483870967742)","(21.0, 27.0, 25.571428571428573)","(91.0, 500.0, 391.37931034482756)","(21.0, 75.0, 63.4)","(5.0, 6.0, 5.625)","(2.8, 3.2, 3.1923076923076925)"
16-12-2022 12:09:52.688715,"(5.5, 8.6, 8.333333333333332)","(5.5, 7.2, 6.955555555555556)","(4.2, 5.4, 5.15483870967742)","(21.0, 27.0, 25.571428571428573)","(91.0, 500.0, 391.37931034482756)","(21.0, 65.0, 63.095238095238095)","(5.0, 6.0, 5.625)","(2.8, 3.2, 3.1923076923076925)"
16-12-2022 12:09:53.676498,"(5.5, 8.6, 8.4)","(5.5, 7.2, 7.0)","(4.2, 5.4, 5.16)","(21.0, 27.0, 25.571428571428573)","(91.0, 500.0, 362.1212121212121)","(21.0, 65.0, 63.5)","(5.0, 6.0, 5.625)","(2.8, 3.2, 3.151063829787234)"
16-12-2022 12:09:54.686372,"(5.5, 8.6, 8.225)","(5.5, 7.2, 7.0)","(4.2, 5.4, 5.16)","(21.0, 27.0, 25.571428571428573)","(91.0, 500.0, 373.6111111111111)","(21.0, 65.0, 63.5)","(5.0, 6.0, 5.763636363636364)","(2.8, 3.2, 3.2199999999999998)"
16-12-2022 12:09:55.669358,"(5.5, 8.4, 8.19)","(5.5, 7.2, 6.987096774193549)","(4.2, 5.4, 5.172413793103448)","(21.0, 27.0, 25.571428571428573)","(91.0, 500.0, 373.6111111111111)","(21.0, 65.0, 63.5)","(5.0, 5.9, 5.705882352941177)","(2.8, 3.25, 3.2342105263157896)"
16-12-2022 12:09:56.620274,"(5.5, 8.6, 8.28235294117647)","(5.5, 7.2, 6.942857142857143)","(4.2, 5.4, 5.146153846153846)","(21.0, 27.0, 25.571428571428573)","(91.0, 500.0, 366.1764705882353)","(21.0, 65.0, 63.5)","(5.0, 5.9, 5.705882352941177)","(2.8, 3.25, 3.2342105263157896)"
16-12-2022 12:09:57.658885,"(5.5, 8.6, 8.28235294117647)","(5.5, 7.2, 6.95)","(4.2, 5.4, 5.164285714285714)","(21.0, 27.0, 25.235294117647058)","(91.0, 500.0, 366.1764705882353)","(21.0, 65.0, 63.5)","(5.0, 5.9, 5.705882352941177)","(2.8, 3.25, 3.2342105263157896)"
16-12-2022 12:09:58.885262,"(5.5, 8.6, 8.28235294117647)","(5.5, 7.2, 6.956756756756757)","(4.2, 5.4, 5.164285714285714)","(21.0, 27.0, 25.571428571428573)","(91.0, 500.0, 366.1764705882353)","(21.0, 65.0, 63.5)","(5.0, 5.9, 5.705882352941177)","(2.8, 3.25, 3.2342105263157896)"
16-12-2022 12:09:59.917779,"(5.5, 8.6, 8.28235294117647)","(5.5, 7.2, 6.956756756756757)","(4.2, 5.4, 5.164285714285714)","(21.0, 27.0, 25.571428571428573)","(91.0, 500.0, 366.1764705882353)","(21.0, 65.0, 63.5)","(5.0, 5.9, 5.68)","(2.7, 3.25, 3.2342105263157896)"
16-12-2022 12:10:00.969259,"(5.5, 8.6, 8.15)","(5.5, 7.2, 6.956756756756757)","(4.2, 5.4, 5.146153846153846)","(21.0, 27.0, 25.571428571428573)","(91.0, 500.0, 366.1764705882353)","(21.0, 65.0, 63.5)","(5.0, 5.9, 5.68)","(2.7, 3.25, 3.2342105263157896)"
16-12-2022 12:10:02.053506,"(5.5, 8.6, 7.96)","(5.5, 7.2, 6.825)","(4.2, 5.4, 5.146153846153846)","(21.0, 27.0, 25.0)","(91.0, 500.0, 366.1764705882353)","(21.0, 65.0, 63.0)","(5.0, 5.9, 5.68)","(2.7, 3.25, 3.2342105263157896)"
16-12-2022 12:10:03.139013,"(5.5, 8.6, 8.0)","(5.5, 7.2, 6.825)","(4.2, 5.4, 5.146153846153846)","(21.0, 27.0, 25.235294117647058)","(91.0, 500.0, 366.1764705882353)","(21.0, 65.0, 63.5)","(5.0, 5.9, 5.68)","(2.7, 3.25, 3.2342105263157896)"
16-12-2022 12:10:04.290738,"(5.5, 8.6, 8.085714285714285)","(5.5, 7.2, 7.006451612903226)","(4.2, 5.4, 5.208695652173914)","(21.0, 27.0, 25.571428571428573)","(91.0, 500.0, 366.1764705882353)","(21.0, 65.0, 63.5)","(5.0, 5.9, 5.68)","(2.7, 3.25, 3.2342105263157896)"
16-12-2022 12:10:05.439147,"(5.5, 8.6, 8.085714285714285)","(5.5, 7.2, 7.006451612903226)","(4.2, 5.4, 5.208695652173914)","(21.0, 27.0, 25.161290322580644)","(91.0, 500.0, 353.8235294117647)","(21.0, 65.0, 63.5)","(5.0, 5.9, 5.68)","(2.7, 3.25, 3.2379310344827585)"
