,Alfano,Lamelo,Sacred Field,Ramones,Arion Story,Cake Baby,Anavinci,Fanagoria,Shes A Bad Girl,Coriolis
08-12-2022 14:24:47.990031,"(26.0, 50.0, 45.333333333333336)","(19.0, 60.0, 56.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 188.88888888888889)","(101.0, 520.0, 447.2727272727273)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:24:49.239955,"(26.0, 50.0, 45.333333333333336)","(19.0, 60.0, 56.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 188.88888888888889)","(101.0, 520.0, 447.2727272727273)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:24:50.513272,"(26.0, 50.0, 45.333333333333336)","(19.0, 60.0, 56.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 188.88888888888889)","(101.0, 520.0, 447.2727272727273)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:24:51.805723,"(26.0, 50.0, 45.333333333333336)","(19.0, 60.0, 53.0)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 188.88888888888889)","(101.0, 520.0, 447.2727272727273)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:24:52.945132,"(26.0, 50.0, 45.333333333333336)","(19.0, 60.0, 53.0)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 188.88888888888889)","(101.0, 520.0, 447.2727272727273)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:24:54.121906,"(26.0, 50.0, 45.333333333333336)","(19.0, 60.0, 53.0)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 188.88888888888889)","(101.0, 520.0, 447.2727272727273)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:24:55.277722,"(26.0, 50.0, 45.333333333333336)","(19.0, 60.0, 53.0)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 188.88888888888889)","(101.0, 520.0, 447.2727272727273)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:24:56.469016,"(26.0, 50.0, 45.333333333333336)","(19.0, 60.0, 53.0)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 188.88888888888889)","(101.0, 520.0, 447.2727272727273)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:24:57.946351,"(26.0, 50.0, 45.333333333333336)","(19.0, 60.0, 43.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 188.88888888888889)","(101.0, 520.0, 489.0)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:24:59.324235,"(26.0, 50.0, 45.333333333333336)","(19.0, 55.0, 43.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 188.88888888888889)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:00.637955,"(26.0, 50.0, 45.333333333333336)","(19.0, 55.0, 43.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 188.88888888888889)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:02.147086,"(26.0, 50.0, 45.333333333333336)","(19.0, 55.0, 43.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 188.88888888888889)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:03.606417,"(26.0, 50.0, 45.333333333333336)","(19.0, 55.0, 43.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 188.88888888888889)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:05.006343,"(26.0, 50.0, 45.333333333333336)","(19.0, 55.0, 43.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 188.88888888888889)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:06.328608,"(26.0, 50.0, 45.333333333333336)","(19.0, 55.0, 43.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 188.88888888888889)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:07.577002,"(26.0, 50.0, 44.61538461538461)","(19.0, 55.0, 43.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 185.0)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:08.853087,"(26.0, 50.0, 44.61538461538461)","(19.0, 55.0, 43.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 185.0)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:10.028925,"(26.0, 50.0, 40.0)","(19.0, 55.0, 42.4)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 185.0)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:11.264947,"(26.0, 50.0, 40.0)","(19.0, 55.0, 40.75)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 185.0)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:12.707544,"(26.0, 50.0, 39.09090909090909)","(19.0, 55.0, 40.75)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 185.0)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:13.918537,"(26.0, 50.0, 39.09090909090909)","(19.0, 55.0, 40.75)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 185.0)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:15.065071,"(26.0, 50.0, 39.09090909090909)","(19.0, 55.0, 40.75)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 185.0)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:16.278679,"(26.0, 50.0, 39.09090909090909)","(19.0, 55.0, 40.75)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 185.0)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:17.528993,"(26.0, 50.0, 41.666666666666664)","(19.0, 55.0, 40.75)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 185.0)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:18.808546,"(26.0, 50.0, 41.666666666666664)","(19.0, 55.0, 40.75)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 185.0)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:20.265771,"(26.0, 50.0, 43.0)","(19.0, 55.0, 40.75)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 185.0)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.609999999999999)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.841666666666667)"
08-12-2022 14:25:21.621596,"(26.0, 50.0, 40.666666666666664)","(19.0, 55.0, 40.75)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 130.0)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.65)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.125)"
08-12-2022 14:25:22.894362,"(26.0, 50.0, 32.5)","(19.0, 55.0, 45.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 130.0)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.65)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.066666666666666)"
08-12-2022 14:25:24.088388,"(26.0, 50.0, 38.333333333333336)","(19.0, 55.0, 45.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 130.0)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.65)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.125)"
08-12-2022 14:25:25.311770,"(26.0, 50.0, 38.333333333333336)","(19.0, 55.0, 45.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 130.0)","(101.0, 530.0, 484.44444444444446)","(4.2, 4.7, 4.65)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.125)"
08-12-2022 14:25:26.614077,"(26.0, 50.0, 38.333333333333336)","(19.0, 55.0, 45.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 130.0)","(101.0, 530.0, 440.0)","(4.2, 4.7, 4.65)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.125)"
08-12-2022 14:25:27.935088,"(26.0, 50.0, 38.333333333333336)","(19.0, 55.0, 45.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 220.0, 192.5)","(101.0, 520.0, 440.0)","(4.2, 4.7, 4.65)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.125)"
08-12-2022 14:25:29.201076,"(26.0, 50.0, 38.333333333333336)","(19.0, 55.0, 45.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 300.0, 192.5)","(101.0, 520.0, 440.0)","(4.2, 4.7, 4.638461538461538)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.125)"
08-12-2022 14:25:30.393228,"(26.0, 50.0, 38.333333333333336)","(19.0, 55.0, 45.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 300.0, 192.5)","(101.0, 520.0, 440.0)","(4.2, 4.7, 4.638461538461538)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.125)"
08-12-2022 14:25:31.655000,"(26.0, 50.0, 38.333333333333336)","(19.0, 55.0, 45.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 300.0, 192.5)","(101.0, 520.0, 440.0)","(4.2, 4.7, 4.638461538461538)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.125)"
08-12-2022 14:25:32.904095,"(26.0, 50.0, 38.333333333333336)","(19.0, 55.0, 45.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 300.0, 192.5)","(101.0, 520.0, 440.0)","(4.2, 4.7, 4.638461538461538)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.125)"
08-12-2022 14:25:34.461910,"(26.0, 50.0, 38.333333333333336)","(19.0, 55.0, 45.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 300.0, 192.5)","(101.0, 520.0, 440.0)","(4.2, 4.7, 4.638461538461538)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.125)"
08-12-2022 14:25:35.841417,"(26.0, 50.0, 38.333333333333336)","(19.0, 55.0, 45.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 300.0, 192.5)","(101.0, 520.0, 440.0)","(4.2, 4.7, 4.638461538461538)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.125)"
08-12-2022 14:25:37.119580,"(26.0, 50.0, 38.333333333333336)","(19.0, 55.0, 45.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.334313725490196)","(41.0, 300.0, 192.5)","(101.0, 520.0, 440.0)","(4.2, 4.7, 4.638461538461538)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.125)"
08-12-2022 14:25:38.560795,"(26.0, 50.0, 38.333333333333336)","(19.0, 55.0, 45.5)","(20.0, 90.0, 64.8)","(2.0, 2.4, 2.26565445026178)","(41.0, 300.0, 192.5)","(101.0, 520.0, 440.0)","(4.2, 4.7, 4.638461538461538)","(7.0, 8.4, 8.16)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.125)"
08-12-2022 14:25:39.979718,"(26.0, 50.0, 38.333333333333336)","(19.0, 55.0, 45.5)","(20.0, 90.0, 64.8)","(2.0, 2.3, 2.269642857142857)","(41.0, 300.0, 192.5)","(101.0, 520.0, 440.0)","(4.2, 4.7, 4.403913043478261)","(7.0, 8.4, 8.266666666666667)","(6.5, 13.5, 11.766666666666667)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:25:41.355018,"(26.0, 50.0, 38.333333333333336)","(19.0, 55.0, 47.4)","(20.0, 90.0, 64.8)","(2.0, 2.3, 2.269642857142857)","(41.0, 300.0, 228.33333333333334)","(101.0, 520.0, 440.0)","(4.2, 4.6, 4.403913043478261)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.2)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:25:42.829874,"(26.0, 50.0, 38.75)","(19.0, 55.0, 47.4)","(20.0, 90.0, 64.8)","(2.0, 2.3, 2.275)","(41.0, 300.0, 228.33333333333334)","(101.0, 520.0, 440.0)","(4.2, 4.6, 4.403913043478261)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.2)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:25:44.286773,"(26.0, 50.0, 38.75)","(19.0, 55.0, 47.4)","(20.0, 90.0, 64.8)","(2.0, 2.3, 2.275)","(41.0, 300.0, 228.33333333333334)","(101.0, 520.0, 440.0)","(4.2, 4.6, 4.469230769230769)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.2)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:25:45.536008,"(26.0, 50.0, 38.75)","(19.0, 55.0, 47.4)","(20.0, 90.0, 64.8)","(2.0, 2.3, 2.275)","(41.0, 300.0, 228.33333333333334)","(101.0, 520.0, 325.0)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.2)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:25:46.887707,"(26.0, 50.0, 41.81818181818182)","(19.0, 55.0, 51.54545454545455)","(20.0, 90.0, 79.5)","(2.0, 2.3, 2.275)","(41.0, 300.0, 228.33333333333334)","(101.0, 520.0, 325.0)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.2)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:25:48.238416,"(26.0, 50.0, 41.81818181818182)","(19.0, 55.0, 51.54545454545455)","(20.0, 90.0, 79.5)","(2.0, 2.3, 2.275)","(41.0, 300.0, 228.33333333333334)","(101.0, 520.0, 325.0)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.2)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:25:49.622794,"(26.0, 50.0, 41.81818181818182)","(19.0, 55.0, 51.54545454545455)","(20.0, 90.0, 79.5)","(2.0, 2.3, 2.275)","(41.0, 300.0, 228.33333333333334)","(101.0, 520.0, 325.0)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.2)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:25:50.937365,"(26.0, 50.0, 41.81818181818182)","(19.0, 55.0, 51.54545454545455)","(20.0, 90.0, 79.5)","(2.0, 2.3, 2.275)","(41.0, 300.0, 228.33333333333334)","(101.0, 520.0, 325.0)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.2)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:25:52.634801,"(26.0, 50.0, 41.81818181818182)","(19.0, 55.0, 50.77777777777778)","(20.0, 90.0, 79.5)","(2.0, 2.3, 2.275)","(41.0, 300.0, 175.0)","(101.0, 520.0, 325.0)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.2)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:25:54.212705,"(26.0, 50.0, 41.81818181818182)","(19.0, 55.0, 50.77777777777778)","(20.0, 90.0, 79.5)","(2.0, 2.3, 2.275)","(41.0, 300.0, 175.0)","(101.0, 520.0, 325.0)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.2)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:25:55.742363,"(26.0, 50.0, 41.81818181818182)","(19.0, 55.0, 50.77777777777778)","(20.0, 90.0, 79.5)","(2.0, 2.3, 2.275)","(41.0, 300.0, 130.0)","(101.0, 520.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.2)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:25:57.297319,"(26.0, 48.0, 45.714285714285715)","(19.0, 55.0, 50.77777777777778)","(20.0, 90.0, 79.5)","(2.0, 2.3, 2.275)","(41.0, 290.0, 130.0)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.2)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:25:58.780728,"(26.0, 48.0, 45.714285714285715)","(19.0, 55.0, 50.77777777777778)","(20.0, 90.0, 79.5)","(2.0, 2.3, 2.275)","(41.0, 280.0, 130.0)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.2)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:26:00.177295,"(26.0, 46.0, 44.0)","(19.0, 55.0, 50.77777777777778)","(20.0, 90.0, 79.5)","(2.0, 2.3, 2.275)","(41.0, 280.0, 130.0)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.2)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:26:01.527859,"(26.0, 46.0, 42.5)","(19.0, 55.0, 50.77777777777778)","(20.0, 90.0, 79.5)","(2.0, 2.3, 2.275)","(41.0, 280.0, 130.0)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.2)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:26:02.914759,"(26.0, 44.0, 41.0)","(19.0, 55.0, 43.666666666666664)","(20.0, 90.0, 48.66666666666667)","(2.0, 2.3, 2.275)","(41.0, 280.0, 170.0)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.2)","(12.0, 15.0, 14.263157894736842)"
08-12-2022 14:26:04.306865,"(26.0, 42.0, 39.5)","(19.0, 55.0, 43.666666666666664)","(20.0, 90.0, 34.0)","(2.0, 2.3, 2.275)","(41.0, 280.0, 240.0)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.107142857142858)","(12.0, 15.0, 14.695652173913043)"
08-12-2022 14:26:05.726646,"(26.0, 42.0, 41.0)","(19.0, 55.0, 53.0)","(20.0, 70.0, 34.0)","(2.0, 2.3, 2.275)","(41.0, 280.0, 240.0)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.107142857142858)","(12.0, 15.0, 14.695652173913043)"
08-12-2022 14:26:07.090328,"(26.0, 44.0, 42.666666666666664)","(19.0, 55.0, 47.666666666666664)","(20.0, 70.0, 34.0)","(2.0, 2.3, 2.275)","(41.0, 280.0, 232.22222222222223)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.107142857142858)","(12.0, 15.0, 14.695652173913043)"
08-12-2022 14:26:08.518769,"(26.0, 44.0, 42.666666666666664)","(19.0, 55.0, 49.0)","(20.0, 70.0, 34.0)","(2.0, 2.3, 2.275)","(41.0, 280.0, 232.22222222222223)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.107142857142858)","(12.0, 15.0, 14.695652173913043)"
08-12-2022 14:26:10.059028,"(26.0, 44.0, 42.666666666666664)","(19.0, 55.0, 49.0)","(20.0, 70.0, 34.0)","(2.0, 2.3, 2.275)","(41.0, 280.0, 232.22222222222223)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.107142857142858)","(12.0, 15.0, 14.695652173913043)"
08-12-2022 14:26:11.638614,"(26.0, 44.0, 42.666666666666664)","(19.0, 55.0, 49.0)","(20.0, 70.0, 34.0)","(2.0, 2.3, 2.275)","(41.0, 280.0, 232.22222222222223)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.107142857142858)","(12.0, 15.0, 14.695652173913043)"
08-12-2022 14:26:13.120295,"(26.0, 44.0, 42.666666666666664)","(19.0, 55.0, 49.0)","(20.0, 70.0, 34.0)","(2.0, 2.3, 2.275)","(41.0, 280.0, 232.22222222222223)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.107142857142858)","(12.0, 15.0, 14.695652173913043)"
08-12-2022 14:26:14.565931,"(26.0, 44.0, 42.666666666666664)","(19.0, 55.0, 49.0)","(20.0, 70.0, 34.0)","(2.0, 2.3, 2.275)","(41.0, 280.0, 232.22222222222223)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.107142857142858)","(12.0, 15.0, 14.695652173913043)"
08-12-2022 14:26:15.987719,"(26.0, 44.0, 42.666666666666664)","(19.0, 55.0, 50.14285714285714)","(20.0, 70.0, 34.0)","(2.0, 2.3, 2.275)","(41.0, 280.0, 232.22222222222223)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.107142857142858)","(12.0, 15.0, 14.695652173913043)"
08-12-2022 14:26:17.423463,"(26.0, 44.0, 42.666666666666664)","(19.0, 55.0, 50.14285714285714)","(20.0, 70.0, 34.0)","(2.0, 2.3, 2.275)","(41.0, 280.0, 232.22222222222223)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.107142857142858)","(12.0, 15.0, 14.695652173913043)"
08-12-2022 14:26:18.829067,"(26.0, 44.0, 42.666666666666664)","(19.0, 55.0, 50.14285714285714)","(20.0, 70.0, 34.0)","(2.0, 2.3, 2.275)","(41.0, 280.0, 232.22222222222223)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.486666666666666)","(7.0, 8.4, 8.280000000000001)","(6.5, 13.5, 12.107142857142858)","(12.0, 15.0, 14.695652173913043)"
08-12-2022 14:26:20.247441,"(26.0, 42.0, 41.0)","(19.0, 55.0, 52.38461538461539)","(20.0, 70.0, 34.857142857142854)","(2.0, 2.3, 2.275)","(41.0, 280.0, 232.22222222222223)","(101.0, 530.0, 396.6666666666667)","(4.2, 4.6, 4.430232558139535)","(7.0, 8.4, 8.529411764705882)","(6.5, 13.5, 12.107142857142858)","(12.0, 15.0, 14.695652173913043)"
