,Alfano,Lamelo,Sacred Field,Ramones,Arion Story,Cake Baby,Anavinci,Fanagoria,Shes A Bad Girl,Coriolis
08-12-2022 14:28:37.490469,"(26.0, 48.0, 42.4)","(19.0, 80.0, 78.18181818181819)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.22007299270073)","(41.0, 130.0, 118.0)","(101.0, 520.0, 440.0)","(4.2, 4.5, 4.43061224489796)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.2)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:28:39.140816,"(26.0, 48.0, 42.4)","(19.0, 80.0, 79.04761904761905)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.22007299270073)","(41.0, 130.0, 118.0)","(101.0, 520.0, 266.6666666666667)","(4.2, 4.5, 4.43061224489796)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.2)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:28:40.734050,"(26.0, 48.0, 42.4)","(19.0, 80.0, 118.33333333333333)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.22007299270073)","(41.0, 130.0, 118.0)","(101.0, 520.0, 347.5)","(4.2, 4.5, 4.43061224489796)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.2)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:28:42.285011,"(26.0, 48.0, 41.2)","(19.0, 130.0, 76.66666666666667)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.22007299270073)","(41.0, 130.0, 118.0)","(101.0, 970.0, 738.1818181818181)","(4.2, 4.5, 4.45)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.2)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:28:43.870305,"(26.0, 46.0, 41.2)","(19.0, 120.0, 41.63265306122449)","(20.0, 80.0, 70.8)","(2.0, 2.24, 2.2201086956521743)","(41.0, 130.0, 118.0)","(101.0, 970.0, 776.1538461538462)","(4.2, 4.5, 4.45)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.2)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:28:45.476083,"(26.0, 46.0, 43.81818181818181)","(19.0, 60.0, 40.46511627906977)","(20.0, 80.0, 70.8)","(2.0, 2.24, 2.173695652173913)","(41.0, 130.0, 118.0)","(101.0, 970.0, 347.5)","(4.2, 4.5, 4.774285714285714)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.797297297297298)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:28:47.043972,"(26.0, 46.0, 41.2)","(19.0, 60.0, 104.8235294117647)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1784615384615384)","(41.0, 130.0, 118.0)","(101.0, 970.0, 347.5)","(4.2, 4.8, 4.571428571428571)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.2)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:28:48.648552,"(26.0, 46.0, 41.2)","(19.0, 120.0, 101.57142857142857)","(20.0, 80.0, 57.0)","(2.0, 2.22, 2.1784615384615384)","(41.0, 130.0, 118.0)","(101.0, 970.0, 802.0)","(4.2, 4.8, 4.571428571428571)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.2)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:28:50.233137,"(26.0, 46.0, 41.2)","(19.0, 120.0, 101.57142857142857)","(20.0, 80.0, 57.0)","(2.0, 2.22, 2.1784615384615384)","(41.0, 130.0, 118.0)","(101.0, 970.0, 347.5)","(4.2, 4.8, 4.571428571428571)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.2)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:28:51.802697,"(26.0, 46.0, 41.2)","(19.0, 120.0, 106.76923076923076)","(20.0, 80.0, 57.0)","(2.0, 2.22, 2.1633507853403144)","(41.0, 130.0, 118.0)","(101.0, 970.0, 347.5)","(4.2, 4.8, 4.571428571428571)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.2)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:28:53.384203,"(26.0, 46.0, 41.2)","(19.0, 120.0, 106.76923076923076)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1633507853403144)","(41.0, 130.0, 118.0)","(101.0, 970.0, 466.0)","(4.2, 4.8, 4.571428571428571)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.2)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:28:54.996877,"(26.0, 46.0, 40.0)","(19.0, 120.0, 106.76923076923076)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1633507853403144)","(41.0, 130.0, 118.0)","(101.0, 970.0, 413.3333333333333)","(4.2, 4.8, 4.571428571428571)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.2)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:28:56.544382,"(26.0, 44.0, 40.0)","(19.0, 120.0, 98.5)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1633507853403144)","(41.0, 130.0, 118.0)","(101.0, 960.0, 410.0)","(4.2, 4.8, 4.571428571428571)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.2)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:28:58.460161,"(26.0, 44.0, 40.0)","(19.0, 120.0, 112.36363636363637)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1633507853403144)","(41.0, 130.0, 118.0)","(101.0, 950.0, 410.0)","(4.2, 4.8, 4.571428571428571)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.2)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:29:00.228285,"(26.0, 44.0, 40.0)","(19.0, 120.0, 78.0)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1633507853403144)","(41.0, 130.0, 118.0)","(101.0, 950.0, 832.8571428571429)","(4.2, 4.8, 4.571428571428571)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.2)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:29:02.064570,"(26.0, 44.0, 40.0)","(19.0, 110.0, 78.0)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1633507853403144)","(41.0, 130.0, 118.0)","(101.0, 950.0, 410.0)","(4.2, 4.8, 4.571428571428571)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.2)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:29:03.852989,"(26.0, 44.0, 40.0)","(19.0, 110.0, 96.53846153846155)","(20.0, 80.0, 52.4)","(2.0, 2.24, 2.1633507853403144)","(41.0, 130.0, 122.14285714285714)","(101.0, 950.0, 784.0)","(4.2, 4.8, 4.571428571428571)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.2)","(12.0, 17.5, 16.681818181818183)"
08-12-2022 14:29:05.456923,"(26.0, 44.0, 42.666666666666664)","(19.0, 110.0, 82.5)","(20.0, 80.0, 52.4)","(2.0, 2.24, 2.1633507853403144)","(41.0, 130.0, 121.25)","(101.0, 950.0, 805.0)","(4.2, 4.8, 4.497826086956522)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.285714285714285)"
08-12-2022 14:29:07.036016,"(26.0, 44.0, 42.666666666666664)","(19.0, 110.0, 82.5)","(20.0, 80.0, 52.4)","(2.0, 2.24, 2.1633507853403144)","(41.0, 130.0, 121.25)","(101.0, 940.0, 403.3333333333333)","(4.2, 4.7, 4.4714285714285715)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.285714285714285)"
08-12-2022 14:29:08.788123,"(26.0, 44.0, 42.666666666666664)","(19.0, 110.0, 82.5)","(20.0, 80.0, 52.4)","(2.0, 2.24, 2.1633507853403144)","(41.0, 130.0, 121.25)","(101.0, 930.0, 796.6666666666667)","(4.2, 4.7, 4.4714285714285715)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.285714285714285)"
08-12-2022 14:29:10.777378,"(26.0, 44.0, 42.666666666666664)","(19.0, 110.0, 87.33333333333334)","(20.0, 80.0, 52.4)","(2.0, 2.24, 2.1662135922330097)","(41.0, 130.0, 121.25)","(101.0, 930.0, 403.3333333333333)","(4.2, 4.7, 4.4714285714285715)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.285714285714285)"
08-12-2022 14:29:12.708197,"(26.0, 44.0, 42.666666666666664)","(19.0, 110.0, 90.18181818181819)","(20.0, 80.0, 52.4)","(2.0, 2.24, 2.1662135922330097)","(41.0, 130.0, 121.25)","(101.0, 930.0, 337.5)","(4.2, 4.7, 4.4714285714285715)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.285714285714285)"
08-12-2022 14:29:14.528846,"(26.0, 44.0, 42.666666666666664)","(19.0, 95.0, 90.18181818181819)","(20.0, 80.0, 52.4)","(2.0, 2.24, 2.1662135922330097)","(41.0, 130.0, 121.25)","(101.0, 930.0, 788.3333333333333)","(4.2, 4.7, 4.497826086956522)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.285714285714285)"
08-12-2022 14:29:16.285366,"(26.0, 44.0, 42.666666666666664)","(19.0, 95.0, 83.42857142857143)","(20.0, 80.0, 52.4)","(2.0, 2.24, 2.1662135922330097)","(41.0, 130.0, 121.25)","(101.0, 920.0, 396.6666666666667)","(4.2, 4.7, 4.497826086956522)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.285714285714285)"
08-12-2022 14:29:17.943773,"(26.0, 44.0, 42.666666666666664)","(19.0, 100.0, 90.33333333333333)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1662135922330097)","(41.0, 130.0, 121.25)","(101.0, 910.0, 396.6666666666667)","(4.2, 4.7, 4.497826086956522)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.285714285714285)"
08-12-2022 14:29:19.588019,"(26.0, 44.0, 42.666666666666664)","(19.0, 100.0, 90.33333333333333)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1662135922330097)","(41.0, 130.0, 121.25)","(101.0, 910.0, 780.0)","(4.2, 4.7, 4.497826086956522)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.285714285714285)"
08-12-2022 14:29:21.178547,"(26.0, 44.0, 44.769230769230774)","(19.0, 100.0, 86.16666666666667)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1662135922330097)","(41.0, 130.0, 121.25)","(101.0, 910.0, 396.6666666666667)","(4.2, 4.7, 4.532432432432432)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.285714285714285)"
08-12-2022 14:29:22.771941,"(26.0, 46.0, 44.22222222222222)","(19.0, 95.0, 91.07692307692307)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1662135922330097)","(41.0, 130.0, 121.25)","(101.0, 910.0, 396.6666666666667)","(4.2, 4.7, 4.532432432432432)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.285714285714285)"
08-12-2022 14:29:24.478585,"(26.0, 46.0, 44.22222222222222)","(19.0, 95.0, 74.0)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1662135922330097)","(41.0, 130.0, 121.25)","(101.0, 910.0, 780.0)","(4.2, 4.7, 4.532432432432432)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.285714285714285)"
08-12-2022 14:29:26.042525,"(26.0, 46.0, 44.22222222222222)","(19.0, 95.0, 74.0)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1662135922330097)","(41.0, 130.0, 121.25)","(101.0, 910.0, 396.6666666666667)","(4.2, 4.7, 4.532432432432432)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.285714285714285)"
08-12-2022 14:29:27.951312,"(26.0, 46.0, 44.22222222222222)","(19.0, 95.0, 79.1)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1662135922330097)","(41.0, 130.0, 121.25)","(101.0, 910.0, 396.6666666666667)","(4.2, 4.7, 4.532432432432432)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.285714285714285)"
08-12-2022 14:29:29.891021,"(26.0, 46.0, 44.285714285714285)","(19.0, 95.0, 82.76923076923077)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1662135922330097)","(41.0, 130.0, 121.25)","(101.0, 910.0, 752.0)","(4.2, 4.7, 4.532432432432432)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.285714285714285)"
08-12-2022 14:29:31.807070,"(26.0, 50.0, 39.09090909090909)","(19.0, 95.0, 74.0)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1662135922330097)","(41.0, 130.0, 121.25)","(101.0, 910.0, 396.6666666666667)","(4.2, 4.7, 4.532432432432432)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.227272727272727)"
08-12-2022 14:29:33.779357,"(26.0, 50.0, 39.09090909090909)","(19.0, 95.0, 63.2)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1662135922330097)","(41.0, 130.0, 121.25)","(101.0, 910.0, 694.5454545454545)","(4.2, 4.7, 4.532432432432432)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.227272727272727)"
08-12-2022 14:29:35.556003,"(26.0, 50.0, 39.09090909090909)","(19.0, 95.0, 87.125)","(20.0, 80.0, 68.0)","(2.0, 2.24, 2.1662135922330097)","(41.0, 130.0, 121.25)","(101.0, 910.0, 694.5454545454545)","(4.2, 4.7, 4.532432432432432)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.227272727272727)"
08-12-2022 14:29:37.262922,"(26.0, 50.0, 39.09090909090909)","(19.0, 95.0, 78.14285714285714)","(20.0, 80.0, 68.0)","(2.0, 2.24, 2.1672727272727275)","(41.0, 130.0, 121.25)","(101.0, 910.0, 332.5)","(4.2, 4.7, 4.532432432432432)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.227272727272727)"
08-12-2022 14:29:38.967058,"(26.0, 50.0, 39.09090909090909)","(19.0, 95.0, 71.4)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1672727272727275)","(41.0, 130.0, 121.25)","(101.0, 910.0, 332.5)","(4.2, 4.7, 4.532432432432432)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.227272727272727)"
08-12-2022 14:29:40.678728,"(26.0, 50.0, 39.09090909090909)","(19.0, 95.0, 84.27272727272727)","(20.0, 80.0, 57.0)","(2.0, 2.24, 2.1672727272727275)","(41.0, 130.0, 121.25)","(101.0, 910.0, 332.5)","(4.2, 4.7, 4.532432432432432)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.227272727272727)"
08-12-2022 14:29:42.460880,"(26.0, 50.0, 41.333333333333336)","(19.0, 95.0, 65.4)","(20.0, 80.0, 68.0)","(2.0, 2.24, 2.1672727272727275)","(41.0, 130.0, 121.25)","(101.0, 910.0, 736.0)","(4.2, 4.7, 4.532432432432432)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.227272727272727)"
08-12-2022 14:29:44.429231,"(26.0, 48.0, 41.333333333333336)","(19.0, 85.0, 72.14285714285714)","(20.0, 80.0, 54.666666666666664)","(2.0, 2.24, 2.1672727272727275)","(41.0, 130.0, 121.25)","(101.0, 890.0, 390.0)","(4.2, 4.7, 4.532432432432432)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.227272727272727)"
08-12-2022 14:29:46.489407,"(26.0, 48.0, 41.333333333333336)","(19.0, 85.0, 82.76190476190476)","(20.0, 80.0, 54.666666666666664)","(2.0, 2.24, 2.1672727272727275)","(41.0, 130.0, 121.25)","(101.0, 890.0, 820.909090909091)","(4.2, 4.7, 4.532432432432432)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.571428571428571)","(12.0, 17.5, 17.227272727272727)"
08-12-2022 14:29:48.299574,"(26.0, 48.0, 45.09090909090909)","(19.0, 85.0, 74.4)","(20.0, 80.0, 70.5)","(2.0, 2.24, 2.1672727272727275)","(41.0, 130.0, 123.0)","(101.0, 890.0, 390.0)","(4.2, 4.8, 4.581818181818182)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.416666666666666)","(12.0, 17.5, 17.227272727272727)"
08-12-2022 14:29:50.502123,"(26.0, 48.0, 45.45454545454545)","(19.0, 85.0, 76.32)","(20.0, 80.0, 70.5)","(2.0, 2.24, 2.1672727272727275)","(41.0, 130.0, 123.0)","(101.0, 890.0, 781.4285714285714)","(4.2, 4.8, 4.581818181818182)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.416666666666666)","(12.0, 17.5, 17.227272727272727)"
08-12-2022 14:29:52.150708,"(26.0, 48.0, 41.2)","(19.0, 80.0, 67.9090909090909)","(20.0, 80.0, 54.666666666666664)","(2.0, 2.24, 2.1772549019607843)","(41.0, 130.0, 123.0)","(101.0, 890.0, 386.66666666666663)","(4.2, 4.8, 4.527659574468085)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.416666666666666)","(12.0, 17.5, 17.227272727272727)"
08-12-2022 14:29:53.811549,"(26.0, 46.0, 41.2)","(19.0, 75.0, 67.9090909090909)","(20.0, 80.0, 54.666666666666664)","(2.0, 2.24, 2.1772549019607843)","(41.0, 130.0, 121.25)","(101.0, 880.0, 720.0)","(4.2, 4.8, 4.495238095238095)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.416666666666666)","(12.0, 17.5, 17.227272727272727)"
08-12-2022 14:29:55.425943,"(26.0, 46.0, 41.2)","(19.0, 75.0, 71.63636363636364)","(20.0, 80.0, 54.666666666666664)","(2.0, 2.24, 2.1772549019607843)","(41.0, 130.0, 121.25)","(101.0, 870.0, 746.6666666666666)","(4.2, 4.8, 4.495238095238095)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.416666666666666)","(12.0, 17.5, 17.227272727272727)"
08-12-2022 14:29:57.034512,"(26.0, 46.0, 44.0)","(19.0, 75.0, 65.0)","(20.0, 80.0, 70.5)","(2.0, 2.24, 2.120969696969697)","(41.0, 130.0, 121.25)","(101.0, 870.0, 383.33333333333337)","(4.2, 4.8, 4.575)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.416666666666666)","(12.0, 17.5, 17.342105263157894)"
08-12-2022 14:29:58.595084,"(26.0, 46.0, 42.666666666666664)","(19.0, 75.0, 65.0)","(20.0, 80.0, 54.666666666666664)","(2.0, 2.16, 2.120969696969697)","(41.0, 130.0, 121.25)","(101.0, 870.0, 322.5)","(4.2, 4.8, 4.575)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.416666666666666)","(12.0, 17.5, 17.342105263157894)"
08-12-2022 14:30:00.170083,"(26.0, 46.0, 42.666666666666664)","(19.0, 75.0, 65.0)","(20.0, 80.0, 54.666666666666664)","(2.0, 2.16, 2.120969696969697)","(41.0, 130.0, 121.25)","(101.0, 870.0, 722.0)","(4.2, 4.8, 4.571428571428571)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.416666666666666)","(12.0, 17.5, 17.342105263157894)"
08-12-2022 14:30:01.761461,"(26.0, 46.0, 42.666666666666664)","(19.0, 75.0, 69.625)","(20.0, 80.0, 54.666666666666664)","(2.0, 2.16, 2.120969696969697)","(41.0, 130.0, 121.25)","(101.0, 870.0, 330.66666666666663)","(4.2, 4.8, 4.571428571428571)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.416666666666666)","(12.0, 17.5, 17.342105263157894)"
08-12-2022 14:30:03.383298,"(26.0, 46.0, 42.666666666666664)","(19.0, 75.0, 66.0)","(20.0, 80.0, 54.666666666666664)","(2.0, 2.16, 2.129655172413793)","(41.0, 130.0, 121.25)","(101.0, 400.0, 230.0)","(4.2, 4.8, 4.595744680851063)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.416666666666666)","(12.0, 17.5, 19.321428571428573)"
08-12-2022 14:30:04.994156,"(26.0, 46.0, 42.666666666666664)","(19.0, 80.0, 72.36363636363637)","(20.0, 80.0, 54.666666666666664)","(2.0, 2.24, 2.129655172413793)","(41.0, 130.0, 121.25)","(101.0, 390.0, 230.0)","(4.2, 4.8, 4.56)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.416666666666666)","(12.0, 19.5, 18.153846153846153)"
08-12-2022 14:30:06.573768,"(26.0, 46.0, 41.0)","(19.0, 80.0, 67.6)","(20.0, 80.0, 68.6)","(2.0, 2.24, 2.148)","(41.0, 130.0, 122.22222222222223)","(101.0, 390.0, 665.4545454545455)","(4.2, 4.8, 4.56)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.473684210526315)","(12.0, 20.0, 18.11111111111111)"
08-12-2022 14:30:08.204219,"(26.0, 46.0, 41.0)","(19.0, 75.0, 73.33333333333334)","(20.0, 80.0, 57.2)","(2.0, 2.22, 2.148)","(41.0, 130.0, 122.22222222222223)","(101.0, 870.0, 665.4545454545455)","(4.2, 4.8, 4.56)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.473684210526315)","(12.0, 19.5, 18.11111111111111)"
08-12-2022 14:30:09.787112,"(26.0, 46.0, 41.0)","(19.0, 75.0, 74.14634146341464)","(20.0, 80.0, 68.6)","(2.0, 2.22, 2.129655172413793)","(41.0, 130.0, 122.22222222222223)","(101.0, 870.0, 223.33333333333331)","(4.2, 4.8, 4.56)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.473684210526315)","(12.0, 19.5, 18.5)"
08-12-2022 14:30:11.408491,"(26.0, 46.0, 41.0)","(19.0, 75.0, 74.14634146341464)","(20.0, 80.0, 57.2)","(2.0, 2.24, 2.129655172413793)","(41.0, 130.0, 122.22222222222223)","(101.0, 390.0, 216.66666666666669)","(4.2, 4.8, 4.56)","(7.0, 8.6, 8.575)","(6.5, 13.5, 12.473684210526315)","(12.0, 20.0, 18.5)"
08-12-2022 14:30:13.219366,"(26.0, 46.0, 41.0)","(20.0, 75.0, 70.39285714285714)","(21.0, 80.0, 68.6)","(2.0, 2.24, 2.129655172413793)","(51.0, 130.0, 122.22222222222223)","(101.0, 370.0, 325.7142857142857)","(4.2, 4.8, 4.596)","(7.0, 8.6, 8.575)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 18.5)"
08-12-2022 14:30:14.965617,"(26.0, 46.0, 41.0)","(20.0, 75.0, 67.76470588235294)","(21.0, 80.0, 61.0)","(2.0, 2.24, 2.129655172413793)","(51.0, 130.0, 122.22222222222223)","(101.0, 400.0, 196.0)","(4.2, 4.8, 4.553333333333334)","(7.0, 8.6, 8.575)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 18.5)"
08-12-2022 14:30:17.064532,"(26.0, 46.0, 42.25)","(20.0, 75.0, 60.5)","(21.0, 80.0, 61.0)","(2.0, 2.24, 2.174020618556701)","(51.0, 130.0, 122.22222222222223)","(101.0, 380.0, 330.0)","(4.2, 4.8, 4.553333333333334)","(7.0, 8.6, 8.577358490566038)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 18.75)"
08-12-2022 14:30:18.926196,"(26.0, 44.0, 40.0)","(20.0, 65.0, 53.5)","(21.0, 80.0, 61.8)","(2.0, 2.24, 2.174020618556701)","(51.0, 130.0, 126.38888888888889)","(101.0, 870.0, 270.0)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.6, 8.577358490566038)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 18.75)"
08-12-2022 14:30:20.826478,"(26.0, 42.0, 39.45454545454545)","(20.0, 65.0, 46.6)","(21.0, 75.0, 58.8)","(2.0, 2.24, 2.174020618556701)","(51.0, 130.0, 126.38888888888889)","(101.0, 620.0, 286.0)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.6, 8.577358490566038)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 18.75)"
08-12-2022 14:30:22.379570,"(26.0, 42.0, 43.0)","(20.0, 65.0, 54.85714285714286)","(21.0, 70.0, 70.5)","(2.0, 2.24, 2.174020618556701)","(51.0, 130.0, 121.875)","(101.0, 390.0, 313.75)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.6, 8.577358490566038)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 18.333333333333332)"
08-12-2022 14:30:23.786491,"(26.0, 46.0, 44.0)","(20.0, 60.0, 54.85714285714286)","(21.0, 80.0, 70.5)","(2.0, 2.24, 2.174020618556701)","(51.0, 130.0, 121.875)","(101.0, 620.0, 286.0)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.6, 8.577358490566038)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 18.333333333333332)"
08-12-2022 14:30:25.236534,"(26.0, 46.0, 43.23076923076923)","(20.0, 55.0, 50.125)","(21.0, 80.0, 68.4)","(2.0, 2.24, 2.174020618556701)","(51.0, 130.0, 121.875)","(101.0, 390.0, 237.14285714285714)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.6, 8.577358490566038)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 18.333333333333332)"
08-12-2022 14:30:26.839637,"(26.0, 44.0, 41.27272727272727)","(20.0, 55.0, 50.125)","(21.0, 75.0, 66.88888888888889)","(2.0, 2.24, 2.174020618556701)","(51.0, 130.0, 121.875)","(101.0, 380.0, 274.0)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.6, 8.577358490566038)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 18.333333333333332)"
08-12-2022 14:30:28.398857,"(26.0, 42.0, 40.76190476190476)","(20.0, 55.0, 47.714285714285715)","(21.0, 70.0, 66.88888888888889)","(1.95, 2.24, 2.174020618556701)","(51.0, 130.0, 110.0)","(101.0, 370.0, 509.23076923076917)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.6, 8.577358490566038)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 18.333333333333332)"
08-12-2022 14:30:29.915231,"(26.0, 42.0, 37.0)","(20.0, 50.0, 47.0)","(21.0, 70.0, 66.88888888888889)","(1.95, 2.24, 2.174020618556701)","(51.0, 130.0, 110.0)","(101.0, 620.0, 233.33333333333331)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.6, 8.577358490566038)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 18.333333333333332)"
08-12-2022 14:30:31.494302,"(26.0, 42.0, 37.0)","(20.0, 48.0, 47.0)","(21.0, 70.0, 66.88888888888889)","(1.95, 2.24, 2.174020618556701)","(51.0, 130.0, 110.0)","(101.0, 400.0, 257.5)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.6, 8.577358490566038)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 18.333333333333332)"
08-12-2022 14:30:32.982688,"(26.0, 42.0, 37.0)","(20.0, 48.0, 46.857142857142854)","(21.0, 70.0, 66.88888888888889)","(1.95, 2.24, 2.174020618556701)","(51.0, 130.0, 110.0)","(101.0, 610.0, 237.14285714285714)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.6, 8.577358490566038)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 18.333333333333332)"
