,Cause Havoc,Sir Diamond,Chase Me Chopper,Double Buck,Off Beat
06-01-2023 11:15:59.551782,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.5, 2.804516129032258)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.4, 6.867741935483871)"
06-01-2023 11:16:00.534442,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.5, 2.804516129032258)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.4, 6.867741935483871)"
06-01-2023 11:16:01.513588,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.5, 2.804516129032258)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.4, 6.867741935483871)"
06-01-2023 11:16:02.319253,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.5, 2.804516129032258)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.4, 6.867741935483871)"
06-01-2023 11:16:03.187904,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.5, 2.804516129032258)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.4, 6.867741935483871)"
06-01-2023 11:16:04.118326,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.2155555555555555)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.6, 7.035483870967742)"
06-01-2023 11:16:04.993303,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.2155555555555555)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.6, 7.035483870967742)"
06-01-2023 11:16:05.841461,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.2155555555555555)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.6, 7.035483870967742)"
06-01-2023 11:16:06.713844,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.1396875)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.6, 7.035483870967742)"
06-01-2023 11:16:07.610444,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.1396875)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.6, 7.035483870967742)"
06-01-2023 11:16:08.641951,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.1396875)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.6, 7.035483870967742)"
06-01-2023 11:16:09.600520,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.6, 7.035483870967742)"
06-01-2023 11:16:10.487139,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.6, 7.035483870967742)"
06-01-2023 11:16:11.320952,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.6, 7.035483870967742)"
06-01-2023 11:16:12.203736,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.6, 7.035483870967742)"
06-01-2023 11:16:13.118357,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.6, 6.7)"
06-01-2023 11:16:13.992807,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:14.810258,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:15.640976,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:16.501186,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:17.394326,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:18.238152,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:19.135954,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:19.978255,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:20.767151,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:21.641801,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:22.511641,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:23.363786,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:24.219398,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:25.069147,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:25.869083,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:26.742062,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:27.673411,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:28.519080,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:29.358025,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:30.254788,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:31.154284,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:32.038244,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:32.850426,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:33.658474,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:34.554359,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:35.485658,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:36.369726,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:37.274588,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 4.985714285714286)"
06-01-2023 11:16:38.098881,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 45.208333333333336)","(4.6, 7.2, 4.985714285714286)"
06-01-2023 11:16:38.986566,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 45.208333333333336)","(4.6, 7.2, 4.985714285714286)"
06-01-2023 11:16:39.938130,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:40.831602,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:41.714528,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:42.561532,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:43.443168,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:44.274259,"(2.45, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.6, 7.2, 6.7)"
06-01-2023 11:16:45.144407,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 6.7)"
06-01-2023 11:16:46.051805,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 6.7)"
06-01-2023 11:16:46.885229,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 6.7)"
06-01-2023 11:16:47.723367,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 6.7)"
06-01-2023 11:16:48.633136,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 6.7)"
06-01-2023 11:16:49.464948,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 6.7)"
06-01-2023 11:16:50.242958,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 6.7)"
06-01-2023 11:16:51.080676,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 6.7)"
06-01-2023 11:16:51.972022,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 6.7)"
06-01-2023 11:16:52.873842,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 6.7)"
06-01-2023 11:16:53.729010,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 6.7)"
06-01-2023 11:16:54.612900,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 6.825)"
06-01-2023 11:16:55.517096,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 6.825)"
06-01-2023 11:16:56.297039,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 6.825)"
06-01-2023 11:16:57.091025,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 6.825)"
06-01-2023 11:16:57.947389,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 6.825)"
06-01-2023 11:16:58.780179,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 5.991666666666667)"
06-01-2023 11:16:59.677394,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 5.991666666666667)"
06-01-2023 11:17:00.554136,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 5.991666666666667)"
06-01-2023 11:17:01.401978,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 5.991666666666667)"
06-01-2023 11:17:02.273506,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.44444444444444)","(4.4, 7.2, 5.991666666666667)"
06-01-2023 11:17:03.255491,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 45.208333333333336)","(4.4, 7.2, 5.991666666666667)"
06-01-2023 11:17:04.147155,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 45.208333333333336)","(4.4, 7.2, 5.991666666666667)"
06-01-2023 11:17:05.028908,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 45.208333333333336)","(4.4, 7.2, 5.991666666666667)"
06-01-2023 11:17:05.896999,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.2, 6.108333333333333)"
06-01-2023 11:17:06.733476,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.108333333333333)"
06-01-2023 11:17:07.588487,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.108333333333333)"
06-01-2023 11:17:08.494364,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.108333333333333)"
06-01-2023 11:17:09.345254,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.108333333333333)"
06-01-2023 11:17:10.173116,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.55, 3.0080487804878047)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.108333333333333)"
06-01-2023 11:17:11.051124,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.11)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:11.990376,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.11)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:12.846351,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.11)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:13.696481,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.11)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:14.619030,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.11)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:15.544160,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.101875)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:16.399041,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.101875)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:17.394325,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.101875)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:18.233586,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.101875)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:19.025339,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.101875)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:19.831884,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.26)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:20.874658,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.26)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:21.743338,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.26)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:22.561245,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 2.8890000000000002)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:23.513875,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 2.8890000000000002)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:24.527206,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 2.8890000000000002)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:25.429839,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 2.8890000000000002)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:26.255259,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 2.8890000000000002)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:27.120678,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 2.8890000000000002)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:27.986029,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 2.8890000000000002)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:28.854215,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.101875)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:29.730665,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.101875)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:30.530781,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.101875)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:31.306510,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.101875)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:32.100636,"(2.4, 4.0, 3.6208333333333336)","(5.5, 10.5, 6.675000000000001)","(2.5, 3.5, 3.101875)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 6.4)"
06-01-2023 11:17:33.007644,"(2.4, 4.0, 3.104)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.5, 2.924782608695652)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.2, 6.266666666666667)"
06-01-2023 11:17:33.898826,"(2.4, 4.0, 3.104)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.5, 2.924782608695652)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.2, 6.266666666666667)"
06-01-2023 11:17:34.731042,"(2.4, 4.0, 3.104)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.45, 3.1744444444444446)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.2, 6.266666666666667)"
06-01-2023 11:17:35.535476,"(2.4, 4.0, 3.104)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.45, 3.1744444444444446)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.2, 6.266666666666667)"
06-01-2023 11:17:36.385141,"(2.4, 4.0, 3.104)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.45, 3.1744444444444446)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.2, 6.266666666666667)"
06-01-2023 11:17:37.230330,"(2.4, 4.0, 3.104)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.5, 3.084242424242424)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.2, 6.266666666666667)"
06-01-2023 11:17:38.107163,"(2.4, 4.0, 3.104)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.5, 3.084242424242424)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.2, 6.266666666666667)"
06-01-2023 11:17:38.940899,"(2.4, 4.0, 3.104)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.5, 3.084242424242424)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.2, 6.266666666666667)"
06-01-2023 11:17:39.856979,"(2.4, 4.0, 3.104)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.5, 3.084242424242424)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.2, 6.266666666666667)"
06-01-2023 11:17:40.869484,"(2.4, 4.0, 3.104)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.5, 2.9633333333333334)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.2, 6.266666666666667)"
06-01-2023 11:17:41.711983,"(2.4, 4.0, 3.104)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.5, 2.9633333333333334)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.2, 6.266666666666667)"
06-01-2023 11:17:42.557219,"(2.4, 4.0, 3.104)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.5, 2.9633333333333334)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.2, 6.266666666666667)"
06-01-2023 11:17:43.449794,"(2.4, 4.0, 3.104)","(5.5, 10.0, 6.550000000000001)","(2.5, 3.5, 2.6507692307692308)","(21.0, 65.0, 39.16666666666667)","(4.4, 7.4, 5.5875)"
