,Heavenly Sign,Wotnow Swanee,Nor Westa,Standandeliver,Sport Cadet,Colby Nz,Im Boo Nz,Thundamental
05-01-2023 17:07:15.969019,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 13.0, 9.133333333333333)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:17.135518,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 13.0, 9.133333333333333)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:18.331888,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 13.0, 9.133333333333333)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:19.436497,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 13.0, 9.133333333333333)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:20.530875,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 13.0, 9.133333333333333)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:21.679884,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 13.0, 9.133333333333333)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:22.779630,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 13.0, 9.133333333333333)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:23.816077,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 13.0, 9.133333333333333)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:25.244234,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 13.0, 9.133333333333333)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:26.481303,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 13.0, 9.32)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:27.960017,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 12.5, 9.32)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:29.272406,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 12.5, 9.32)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:30.572238,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 12.5, 9.32)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:31.857500,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 12.5, 9.32)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:32.976280,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 12.5, 9.32)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:34.053925,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 12.5, 9.32)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:35.473137,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.5, 12.5, 9.32)","(21.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:36.529174,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.0, 12.5, 9.32)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:37.599127,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.0, 12.5, 9.32)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:38.676168,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.0, 12.5, 9.32)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 32.0, 22.68181818181818)"
05-01-2023 17:07:39.806612,"(1.3, 2.0, 1.5769230769230769)","(21.0, 60.0, 32.333333333333336)","(41.0, 170.0, 72.58823529411765)","(11.0, 28.0, 19.115384615384613)","(6.0, 12.5, 9.32)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 32.0, 25.375)"
05-01-2023 17:07:40.891323,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:07:42.065055,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:07:43.168798,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:07:44.323268,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:07:45.509189,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:07:46.656715,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:07:48.100304,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:07:49.410106,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:07:50.586067,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:07:51.952396,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:07:53.335044,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:07:54.524955,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:07:55.709240,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:07:56.856085,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:07:57.949634,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:07:59.085735,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:00.264651,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:01.340873,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:02.517291,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:03.577775,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:04.640918,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:05.807679,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:06.889764,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:08.189921,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:09.409264,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:10.524297,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:11.668832,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:12.847546,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:13.953942,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:15.164189,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:16.332241,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:17.470632,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:18.622275,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:19.746400,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:20.981308,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:22.193621,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:23.356244,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:24.525409,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:25.731495,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:26.942359,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:28.099530,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:29.196735,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:30.299256,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:31.401442,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:32.512600,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:33.634904,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:34.803220,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:35.883521,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:37.025774,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:38.122411,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:39.234928,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:40.353752,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:41.458993,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 9.6)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:42.545779,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:43.697250,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:44.844404,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:45.964614,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:47.146688,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:48.542970,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:49.708599,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:50.985923,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:52.654685,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:54.112446,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:56.013062,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:57.382848,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:58.626718,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:08:59.797998,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:09:00.891897,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:09:01.920785,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:09:02.976339,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
05-01-2023 17:09:04.026446,"(1.3, 1.99, 1.774)","(21.0, 55.0, 42.83333333333333)","(41.0, 160.0, 112.0)","(11.0, 27.0, 23.125)","(6.0, 12.0, 8.571428571428571)","(21.0, 99999, 99990)","(10.0, 99999, 99990)","(12.0, 30.0, 25.375)"
