,Arctic Rocket,Devilicious,Flying Dubawi,Gold Counter,Sunday Bell,Dastani,Dubai Bound,Hubie Dubie,Lanks,Pleasing Surprise,State Capital,Creedemption,Craigs My Boy,Elite Choice
12-01-2023 12:47:36.253492,"(41.0, 200.0, 142.0)","(1.85, 2.12, 2.0945454545454547)","(31.0, 140.0, 73.33333333333334)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.125)","(19.0, 85.0, 73.75)","(4.0, 5.5, 4.6)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 176.66666666666666)","(14.0, 27.0, 21.8)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 12:47:37.937570,"(41.0, 200.0, 142.0)","(1.85, 2.12, 2.0945454545454547)","(31.0, 140.0, 73.33333333333334)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.125)","(19.0, 85.0, 73.75)","(4.0, 5.5, 4.6)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 176.66666666666666)","(14.0, 27.0, 21.8)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 12:47:39.586392,"(41.0, 200.0, 142.0)","(1.85, 2.12, 2.0945454545454547)","(31.0, 140.0, 73.33333333333334)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.125)","(19.0, 85.0, 73.75)","(4.0, 5.5, 4.6)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 176.66666666666666)","(14.0, 27.0, 21.8)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 12:47:41.783508,"(41.0, 200.0, 142.0)","(1.85, 2.12, 2.0945454545454547)","(31.0, 140.0, 73.33333333333334)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.125)","(19.0, 85.0, 73.75)","(4.0, 5.5, 4.6)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 176.66666666666666)","(14.0, 27.0, 21.8)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 12:47:43.595264,"(41.0, 200.0, 142.0)","(1.85, 2.12, 2.0945454545454547)","(31.0, 140.0, 73.33333333333334)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.125)","(19.0, 85.0, 73.75)","(4.0, 5.5, 4.6)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 176.66666666666666)","(14.0, 27.0, 21.8)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 12:47:45.533642,"(41.0, 200.0, 142.0)","(1.85, 2.12, 2.0945454545454547)","(31.0, 140.0, 73.33333333333334)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.125)","(19.0, 85.0, 73.75)","(4.0, 5.5, 4.6)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 176.66666666666666)","(14.0, 27.0, 21.8)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 12:47:47.138129,"(41.0, 200.0, 142.0)","(1.85, 2.12, 2.0945454545454547)","(31.0, 140.0, 70.0)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.125)","(19.0, 85.0, 73.75)","(4.0, 5.5, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 176.66666666666666)","(14.0, 27.0, 23.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 12:47:48.935917,"(41.0, 200.0, 160.0)","(1.85, 2.12, 2.0945454545454547)","(31.0, 130.0, 70.0)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.125)","(19.0, 85.0, 73.75)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 176.66666666666666)","(14.0, 27.0, 23.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 12:47:50.981913,"(41.0, 200.0, 160.0)","(1.85, 2.12, 2.0945454545454547)","(31.0, 130.0, 70.0)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.125)","(19.0, 85.0, 73.75)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 176.66666666666666)","(14.0, 27.0, 23.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 12:47:53.233105,"(41.0, 200.0, 160.0)","(1.85, 2.12, 2.0945454545454547)","(31.0, 130.0, 70.0)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.125)","(19.0, 85.0, 63.5)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 176.66666666666666)","(14.0, 27.0, 23.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 12:47:55.414796,"(41.0, 200.0, 100.0)","(1.85, 2.12, 2.0945454545454547)","(31.0, 130.0, 70.0)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.125)","(19.0, 85.0, 63.5)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 176.66666666666666)","(14.0, 27.0, 23.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 12:47:57.678966,"(41.0, 200.0, 100.0)","(1.85, 2.12, 2.0945454545454547)","(31.0, 130.0, 70.0)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 85.0, 63.5)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 165.0)","(14.0, 27.0, 23.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 140.0)"
12-01-2023 12:47:59.601638,"(41.0, 200.0, 100.0)","(1.85, 2.12, 2.0945454545454547)","(31.0, 130.0, 70.0)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 85.0, 63.5)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 165.0)","(14.0, 27.0, 23.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:01.370927,"(41.0, 200.0, 100.0)","(1.85, 2.12, 2.0812500000000003)","(31.0, 130.0, 70.0)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 85.0, 63.5)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 165.0)","(14.0, 27.0, 23.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:03.754837,"(41.0, 200.0, 100.0)","(1.85, 2.1, 2.0812500000000003)","(31.0, 130.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 85.0, 63.5)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 23.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:05.756648,"(41.0, 200.0, 100.0)","(1.85, 2.1, 2.0812500000000003)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 85.0, 63.5)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 21.125)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:07.865201,"(41.0, 200.0, 100.0)","(1.85, 2.1, 2.0812500000000003)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 85.0, 63.5)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 106.66666666666666)","(14.0, 26.0, 21.125)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:09.808197,"(41.0, 200.0, 100.0)","(1.85, 2.1, 2.0812500000000003)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 85.0, 63.5)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 106.66666666666666)","(14.0, 26.0, 21.125)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:11.771096,"(41.0, 200.0, 100.0)","(1.85, 2.1, 2.076)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 85.0, 63.5)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 106.66666666666666)","(14.0, 26.0, 21.125)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:13.436732,"(41.0, 200.0, 100.0)","(1.85, 2.1, 2.0791304347826087)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 85.0, 63.5)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 106.66666666666666)","(14.0, 26.0, 21.125)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:15.145123,"(41.0, 200.0, 100.0)","(1.85, 2.1, 2.0791304347826087)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 85.0, 63.5)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 106.66666666666666)","(14.0, 26.0, 21.125)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:16.923200,"(41.0, 200.0, 100.0)","(1.85, 2.1, 2.0791304347826087)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 85.0, 71.66666666666667)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 106.66666666666666)","(14.0, 26.0, 20.77777777777778)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:18.692289,"(41.0, 200.0, 100.0)","(1.85, 2.1, 2.0791304347826087)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 220.0, 98.0)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 20.77777777777778)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:20.530577,"(41.0, 200.0, 100.0)","(1.85, 2.1, 2.0791304347826087)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 210.0, 71.33333333333333)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 20.77777777777778)","(41.0, 200.0, 100.0)","(91.0, 200.0, 168.57142857142856)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:22.203579,"(41.0, 200.0, 100.0)","(1.85, 2.1, 2.0685714285714285)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 130.0, 64.0)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 23.5)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:23.963124,"(41.0, 200.0, 100.0)","(1.85, 2.08, 2.0685714285714285)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 130.0, 64.0)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 23.5)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:25.740819,"(41.0, 200.0, 151.66666666666669)","(1.85, 2.08, 2.0685714285714285)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 130.0, 64.0)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 23.5)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:27.587468,"(41.0, 200.0, 151.66666666666669)","(1.85, 2.08, 2.0685714285714285)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 130.0, 68.0)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 23.5)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:29.355693,"(41.0, 200.0, 151.66666666666669)","(1.85, 2.08, 2.0685714285714285)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 120.0, 71.0)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 23.5)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:31.001189,"(41.0, 200.0, 151.66666666666669)","(1.85, 2.08, 2.0685714285714285)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 100.0, 71.0)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 27.666666666666664)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 23.5)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:32.707508,"(41.0, 200.0, 151.66666666666669)","(1.85, 2.08, 2.0685714285714285)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 100.0, 71.0)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 23.5)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:34.445191,"(41.0, 200.0, 151.66666666666669)","(1.85, 2.08, 2.0685714285714285)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 100.0, 71.0)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 23.5)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:36.292770,"(41.0, 200.0, 151.66666666666669)","(1.85, 2.08, 2.0685714285714285)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 100.0, 71.0)","(4.0, 5.4, 4.7700000000000005)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 23.5)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:38.084353,"(41.0, 200.0, 151.66666666666669)","(1.85, 2.08, 2.0791304347826087)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 100.0, 71.0)","(4.0, 5.4, 4.92)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 23.5)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:40.002527,"(41.0, 200.0, 151.66666666666669)","(1.85, 2.1, 2.0791304347826087)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 100.0, 71.0)","(4.0, 5.9, 4.92)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 23.5)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:41.739166,"(41.0, 200.0, 151.66666666666669)","(1.85, 2.1, 2.0791304347826087)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 100.0, 71.0)","(4.0, 5.9, 4.92)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 23.5)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:43.540575,"(41.0, 200.0, 151.66666666666669)","(1.85, 2.1, 2.0791304347826087)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 100.0, 71.0)","(4.0, 5.9, 4.92)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 23.5)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:45.428919,"(41.0, 200.0, 151.66666666666669)","(1.85, 2.1, 2.0791304347826087)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 100.0, 71.0)","(4.0, 5.9, 4.888888888888888)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 23.5)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:47.223225,"(41.0, 200.0, 151.66666666666669)","(1.85, 2.0, 2.0345454545454547)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 100.0, 71.0)","(4.0, 5.9, 4.92)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 23.5)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:48.967079,"(41.0, 200.0, 151.66666666666669)","(1.85, 2.1, 2.0345454545454547)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 100.0, 71.0)","(4.0, 5.9, 4.92)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 18.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:50.764413,"(41.0, 200.0, 151.66666666666669)","(1.85, 2.1, 2.0485714285714285)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 100.0, 71.0)","(4.0, 5.9, 4.92)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 18.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:52.485691,"(41.0, 200.0, 151.66666666666669)","(1.85, 2.1, 2.0485714285714285)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 100.0, 71.0)","(4.0, 5.9, 4.92)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 18.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:54.188660,"(41.0, 200.0, 160.0)","(1.85, 2.1, 2.0485714285714285)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 100.0, 71.0)","(4.0, 5.9, 4.92)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 18.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 130.0)","(101.0, 220.0, 140.0)"
12-01-2023 12:48:55.888690,"(41.0, 200.0, 160.0)","(1.85, 2.1, 2.0485714285714285)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 100.0, 64.66666666666666)","(4.0, 5.9, 4.92)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 18.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 154.0)","(101.0, 220.0, 157.5)"
12-01-2023 12:48:57.566182,"(41.0, 200.0, 160.0)","(1.85, 2.1, 2.0485714285714285)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 130.0, 64.66666666666666)","(4.0, 5.9, 4.92)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 18.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 154.0)","(101.0, 220.0, 157.5)"
12-01-2023 12:48:59.788980,"(41.0, 200.0, 160.0)","(1.85, 2.1, 2.0485714285714285)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 130.0, 64.66666666666666)","(4.0, 5.9, 4.92)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 18.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 154.0)","(101.0, 220.0, 157.5)"
12-01-2023 12:49:01.881155,"(41.0, 200.0, 158.57142857142858)","(1.85, 2.1, 2.0345454545454547)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 130.0, 105.5)","(4.0, 5.9, 4.92)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 18.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 154.0)","(101.0, 220.0, 157.5)"
12-01-2023 12:49:03.731493,"(41.0, 200.0, 179.23076923076923)","(1.85, 2.1, 2.0345454545454547)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 130.0, 105.5)","(4.0, 5.9, 4.92)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 18.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 154.0)","(101.0, 220.0, 157.5)"
12-01-2023 12:49:05.679033,"(41.0, 200.0, 179.23076923076923)","(1.85, 2.1, 2.0345454545454547)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 130.0, 105.5)","(4.0, 5.9, 4.92)","(16.0, 48.0, 37.5)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 18.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 154.0)","(101.0, 220.0, 157.5)"
12-01-2023 12:49:07.482148,"(41.0, 200.0, 179.23076923076923)","(1.85, 2.1, 2.0345454545454547)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 211.57894736842104)","(10.0, 14.0, 12.125)","(19.0, 130.0, 105.5)","(4.0, 5.9, 4.92)","(16.0, 48.0, 33.35714285714286)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 18.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 154.0)","(101.0, 220.0, 157.5)"
12-01-2023 12:49:09.465696,"(41.0, 200.0, 179.23076923076923)","(1.85, 2.1, 2.0415384615384617)","(31.0, 120.0, 66.66666666666667)","(10.0, 13.0, 11.833333333333334)","(101.0, 220.0, 212.0)","(10.0, 14.0, 12.125)","(19.0, 130.0, 98.0)","(4.0, 5.9, 4.92)","(16.0, 46.0, 33.35714285714286)","(61.0, 200.0, 106.66666666666666)","(14.0, 27.0, 18.0)","(41.0, 200.0, 100.0)","(91.0, 200.0, 154.0)","(101.0, 220.0, 157.5)"
