,Sir Jujon,Pom Pay,Badboybeau Nz,Ellen Shannon,Promising,Don Arthur,Leah Shannon,Bettor Keppel,Major Holiday Nz,Alta Billy
07-12-2022 18:41:50.566857,"(21.0, 160.0, 119.33333333333333)","(51.0, 310.0, 280.0)","(1.75, 99999, 99990)","(41.0, 95.0, 77.5)","(2.3, 2.92, 2.7628571428571425)","(14.0, 26.0, 24.3)","(81.0, 230.0, 162.5)","(41.0, 120.0, 93.33333333333334)","(41.0, 99999, 99990)","(12.0, 21.0, 16.416666666666668)"
07-12-2022 18:41:51.910910,"(21.0, 160.0, 119.33333333333333)","(51.0, 350.0, 250.0)","(1.75, 99999, 99990)","(41.0, 95.0, 102.5)","(2.3, 2.78, 2.86)","(14.0, 26.0, 24.3)","(81.0, 230.0, 162.5)","(41.0, 170.0, 81.25)","(41.0, 99999, 99990)","(12.0, 21.0, 16.416666666666668)"
07-12-2022 18:41:53.406421,"(21.0, 160.0, 119.33333333333333)","(51.0, 340.0, 250.0)","(1.75, 99999, 99990)","(41.0, 230.0, 102.5)","(2.3, 2.94, 2.855)","(14.0, 26.0, 24.3)","(81.0, 230.0, 162.5)","(41.0, 160.0, 81.25)","(41.0, 99999, 99990)","(12.0, 21.0, 16.416666666666668)"
07-12-2022 18:41:54.810414,"(21.0, 160.0, 119.33333333333333)","(51.0, 340.0, 250.0)","(1.75, 99999, 99990)","(41.0, 230.0, 102.5)","(2.3, 2.9, 2.823225806451613)","(14.0, 26.0, 24.3)","(81.0, 230.0, 162.5)","(41.0, 160.0, 81.25)","(41.0, 99999, 99990)","(12.0, 21.0, 17.5)"
07-12-2022 18:41:56.281925,"(21.0, 160.0, 119.33333333333333)","(51.0, 340.0, 250.0)","(1.75, 99999, 99990)","(41.0, 230.0, 124.0)","(2.3, 2.92, 2.86)","(14.0, 26.0, 22.7)","(81.0, 230.0, 162.5)","(41.0, 160.0, 83.33333333333333)","(41.0, 99999, 99990)","(12.0, 19.5, 16.166666666666668)"
07-12-2022 18:41:57.818785,"(21.0, 160.0, 119.33333333333333)","(51.0, 310.0, 258.57142857142856)","(1.75, 99999, 99990)","(41.0, 220.0, 140.0)","(2.3, 2.9, 2.825454545454545)","(14.0, 24.0, 21.166666666666668)","(81.0, 230.0, 162.5)","(41.0, 140.0, 83.33333333333333)","(41.0, 99999, 99990)","(12.0, 19.5, 16.0)"
07-12-2022 18:41:59.316102,"(21.0, 160.0, 119.33333333333333)","(51.0, 290.0, 258.57142857142856)","(1.75, 99999, 99990)","(41.0, 200.0, 134.28571428571428)","(2.3, 2.88, 2.8242857142857143)","(14.0, 23.0, 21.1)","(81.0, 230.0, 162.5)","(41.0, 140.0, 80.0)","(41.0, 99999, 99990)","(12.0, 18.5, 16.0)"
07-12-2022 18:42:00.850810,"(21.0, 160.0, 119.33333333333333)","(51.0, 290.0, 184.54545454545453)","(1.75, 99999, 99990)","(41.0, 190.0, 160.0)","(2.3, 2.88, 2.84)","(14.0, 22.0, 18.2)","(81.0, 230.0, 162.5)","(41.0, 130.0, 67.5)","(41.0, 99999, 99990)","(12.0, 25.0, 18.666666666666668)"
07-12-2022 18:42:02.233391,"(21.0, 160.0, 119.33333333333333)","(51.0, 280.0, 249.5)","(1.75, 99999, 99990)","(41.0, 210.0, 106.66666666666666)","(2.3, 2.94, 2.84)","(14.0, 21.0, 21.0)","(81.0, 230.0, 195.0)","(41.0, 130.0, 87.5)","(41.0, 99999, 99990)","(12.0, 25.0, 18.0)"
07-12-2022 18:42:03.712333,"(21.0, 160.0, 118.0)","(51.0, 270.0, 257.27272727272725)","(1.75, 99999, 99990)","(41.0, 200.0, 106.66666666666666)","(2.3, 2.9, 2.83)","(14.0, 25.0, 19.333333333333332)","(81.0, 230.0, 195.0)","(41.0, 120.0, 87.5)","(41.0, 99999, 99990)","(12.0, 22.0, 17.25)"
07-12-2022 18:42:05.342727,"(21.0, 160.0, 124.0)","(51.0, 300.0, 227.14285714285714)","(1.75, 99999, 99990)","(41.0, 200.0, 146.0)","(2.3, 2.86, 2.83)","(14.0, 24.0, 19.22222222222222)","(81.0, 230.0, 191.42857142857142)","(41.0, 120.0, 73.33333333333333)","(41.0, 99999, 99990)","(12.0, 20.0, 16.875)"
07-12-2022 18:42:06.775222,"(21.0, 160.0, 124.0)","(51.0, 290.0, 227.14285714285714)","(1.75, 99999, 99990)","(41.0, 200.0, 146.0)","(2.3, 2.88, 2.83)","(14.0, 22.0, 18.53846153846154)","(81.0, 230.0, 191.42857142857142)","(41.0, 110.0, 77.5)","(41.0, 99999, 99990)","(12.0, 20.0, 16.03846153846154)"
07-12-2022 18:42:08.250011,"(21.0, 160.0, 124.0)","(51.0, 290.0, 115.0)","(1.75, 99999, 99990)","(41.0, 200.0, 146.0)","(2.3, 2.88, 2.62)","(14.0, 22.0, 19.4)","(81.0, 230.0, 195.0)","(41.0, 100.0, 77.5)","(41.0, 99999, 99990)","(12.0, 19.5, 17.625)"
07-12-2022 18:42:09.804515,"(21.0, 160.0, 124.0)","(51.0, 290.0, 143.33333333333334)","(1.75, 99999, 99990)","(41.0, 200.0, 146.0)","(2.3, 2.72, 2.6771428571428575)","(14.0, 20.0, 18.25)","(81.0, 230.0, 195.0)","(41.0, 100.0, 73.33333333333333)","(41.0, 99999, 99990)","(12.0, 18.5, 19.2)"
07-12-2022 18:42:11.278408,"(21.0, 160.0, 91.27272727272728)","(51.0, 270.0, 140.0)","(1.75, 99999, 99990)","(41.0, 200.0, 135.0)","(2.3, 2.72, 2.87)","(14.0, 19.0, 17.928571428571427)","(81.0, 230.0, 162.5)","(41.0, 110.0, 64.16666666666667)","(41.0, 99999, 99990)","(12.0, 22.0, 20.4)"
07-12-2022 18:42:12.811825,"(21.0, 160.0, 109.71428571428571)","(51.0, 260.0, 96.36363636363636)","(1.75, 99999, 99990)","(41.0, 200.0, 116.15384615384615)","(2.3, 2.94, 2.82)","(14.0, 19.0, 17.928571428571427)","(81.0, 230.0, 157.5)","(41.0, 110.0, 61.42857142857143)","(41.0, 99999, 99990)","(12.0, 24.0, 21.0)"
07-12-2022 18:42:14.260722,"(21.0, 140.0, 109.71428571428571)","(51.0, 260.0, 102.5)","(1.75, 99999, 99990)","(41.0, 190.0, 148.57142857142856)","(2.3, 2.9, 2.763333333333333)","(14.0, 19.0, 18.25)","(81.0, 220.0, 221.8181818181818)","(41.0, 100.0, 120.0)","(41.0, 99999, 99990)","(12.0, 23.0, 18.0)"
07-12-2022 18:42:15.744310,"(21.0, 130.0, 114.0)","(51.0, 260.0, 102.5)","(1.75, 99999, 99990)","(41.0, 180.0, 100.0)","(2.3, 2.88, 2.7699999999999996)","(14.0, 19.0, 18.333333333333332)","(81.0, 250.0, 191.66666666666669)","(41.0, 250.0, 113.33333333333334)","(41.0, 99999, 99990)","(12.0, 23.0, 19.5)"
07-12-2022 18:42:17.231750,"(21.0, 130.0, 114.0)","(51.0, 260.0, 100.0)","(1.75, 99999, 99990)","(41.0, 180.0, 100.0)","(2.3, 2.88, 2.8066666666666666)","(14.0, 19.0, 18.166666666666668)","(81.0, 240.0, 185.0)","(41.0, 230.0, 137.5)","(41.0, 99999, 99990)","(12.0, 21.0, 18.666666666666668)"
07-12-2022 18:42:18.700923,"(21.0, 110.0, 85.33333333333334)","(51.0, 260.0, 128.0)","(1.75, 99999, 99990)","(41.0, 180.0, 115.0)","(2.3, 2.86, 2.783333333333333)","(14.0, 19.5, 17.863636363636363)","(81.0, 230.0, 195.0)","(41.0, 220.0, 106.66666666666666)","(41.0, 99999, 99990)","(12.0, 25.0, 16.714285714285715)"
07-12-2022 18:42:20.192400,"(21.0, 110.0, 85.33333333333334)","(51.0, 260.0, 128.0)","(1.75, 99999, 99990)","(41.0, 170.0, 131.42857142857144)","(2.3, 2.9, 2.75)","(14.0, 19.5, 18.25)","(81.0, 230.0, 157.5)","(41.0, 210.0, 100.0)","(41.0, 99999, 99990)","(12.0, 24.0, 18.0)"
07-12-2022 18:42:21.856145,"(21.0, 110.0, 85.33333333333334)","(51.0, 250.0, 146.66666666666669)","(1.75, 99999, 99990)","(41.0, 160.0, 131.42857142857144)","(2.3, 2.78, 2.77)","(14.0, 19.0, 17.875)","(81.0, 220.0, 126.25)","(41.0, 190.0, 96.66666666666666)","(41.0, 99999, 99990)","(12.0, 23.0, 17.125)"
07-12-2022 18:42:23.517129,"(21.0, 110.0, 85.33333333333334)","(51.0, 230.0, 166.66666666666669)","(1.75, 99999, 99990)","(41.0, 160.0, 114.54545454545455)","(2.3, 2.82, 2.596363636363636)","(14.0, 19.0, 18.333333333333332)","(81.0, 220.0, 152.5)","(41.0, 180.0, 96.66666666666666)","(41.0, 99999, 99990)","(12.0, 22.0, 17.333333333333332)"
07-12-2022 18:42:25.059163,"(21.0, 110.0, 85.33333333333334)","(51.0, 210.0, 166.66666666666669)","(1.75, 99999, 99990)","(41.0, 160.0, 137.14285714285714)","(2.3, 2.76, 2.58875)","(14.0, 19.0, 18.333333333333332)","(81.0, 210.0, 152.5)","(41.0, 180.0, 80.0)","(41.0, 99999, 99990)","(12.0, 21.0, 18.0)"
07-12-2022 18:42:26.486623,"(21.0, 110.0, 85.33333333333334)","(51.0, 210.0, 166.66666666666669)","(1.75, 99999, 99990)","(41.0, 150.0, 137.14285714285714)","(2.3, 2.72, 2.77)","(14.0, 19.0, 18.0)","(81.0, 210.0, 152.5)","(41.0, 180.0, 74.16666666666667)","(41.0, 99999, 99990)","(12.0, 23.0, 17.5)"
07-12-2022 18:42:27.956504,"(21.0, 110.0, 85.33333333333334)","(51.0, 210.0, 166.66666666666669)","(1.75, 99999, 99990)","(41.0, 150.0, 137.14285714285714)","(2.3, 2.94, 2.6799999999999997)","(14.0, 18.5, 18.0)","(81.0, 210.0, 152.5)","(41.0, 170.0, 76.0)","(41.0, 99999, 99990)","(12.0, 19.5, 18.125)"
07-12-2022 18:42:29.472330,"(21.0, 110.0, 85.33333333333334)","(51.0, 210.0, 160.0)","(1.75, 99999, 99990)","(41.0, 150.0, 137.14285714285714)","(2.3, 2.76, 2.804)","(14.0, 18.5, 17.76923076923077)","(81.0, 210.0, 142.5)","(41.0, 160.0, 67.14285714285714)","(41.0, 99999, 99990)","(12.0, 26.0, 16.571428571428573)"
07-12-2022 18:42:31.013180,"(21.0, 110.0, 85.33333333333334)","(51.0, 200.0, 160.0)","(1.75, 99999, 99990)","(41.0, 150.0, 137.14285714285714)","(2.3, 2.94, 2.68)","(14.0, 19.5, 17.76923076923077)","(81.0, 190.0, 137.5)","(41.0, 140.0, 67.14285714285714)","(41.0, 99999, 99990)","(12.0, 23.0, 17.666666666666668)"
07-12-2022 18:42:32.558228,"(21.0, 110.0, 85.33333333333334)","(51.0, 190.0, 153.33333333333331)","(1.75, 99999, 99990)","(41.0, 150.0, 137.14285714285714)","(2.3, 2.72, 2.91875)","(14.0, 19.5, 17.454545454545453)","(81.0, 180.0, 137.5)","(41.0, 140.0, 70.0)","(41.0, 99999, 99990)","(12.0, 22.0, 18.6)"
07-12-2022 18:42:34.114577,"(21.0, 120.0, 95.42857142857143)","(51.0, 190.0, 116.66666666666666)","(1.75, 99999, 99990)","(41.0, 150.0, 137.14285714285714)","(2.3, 2.94, 2.8036363636363637)","(14.0, 19.5, 17.454545454545453)","(81.0, 180.0, 137.5)","(41.0, 130.0, 70.0)","(41.0, 99999, 99990)","(12.0, 21.0, 17.25)"
07-12-2022 18:42:35.699681,"(21.0, 200.0, 152.57142857142858)","(51.0, 190.0, 116.66666666666666)","(1.75, 99999, 99990)","(41.0, 150.0, 137.14285714285714)","(2.3, 2.94, 2.74)","(14.0, 19.5, 18.25)","(81.0, 180.0, 157.14285714285714)","(41.0, 130.0, 70.0)","(41.0, 99999, 99990)","(12.0, 21.0, 16.875)"
07-12-2022 18:42:37.297736,"(21.0, 190.0, 145.42857142857142)","(51.0, 190.0, 116.66666666666666)","(1.75, 99999, 99990)","(41.0, 150.0, 137.14285714285714)","(2.3, 2.94, 2.74)","(14.0, 19.0, 18.25)","(81.0, 180.0, 157.14285714285714)","(41.0, 130.0, 70.0)","(41.0, 99999, 99990)","(12.0, 20.0, 16.875)"
07-12-2022 18:42:38.813183,"(21.0, 190.0, 145.42857142857142)","(51.0, 190.0, 116.66666666666666)","(1.75, 99999, 99990)","(41.0, 150.0, 137.14285714285714)","(2.3, 2.94, 2.705714285714286)","(14.0, 19.0, 18.25)","(81.0, 180.0, 157.14285714285714)","(41.0, 130.0, 70.0)","(41.0, 99999, 99990)","(12.0, 20.0, 16.875)"
07-12-2022 18:42:40.278625,"(21.0, 190.0, 145.42857142857142)","(51.0, 190.0, 116.66666666666666)","(1.75, 99999, 99990)","(41.0, 150.0, 120.0)","(2.3, 2.74, 2.8200000000000003)","(14.0, 19.0, 18.571428571428573)","(81.0, 180.0, 126.66666666666667)","(41.0, 130.0, 73.33333333333333)","(41.0, 99999, 99990)","(12.0, 20.0, 18.833333333333332)"
07-12-2022 18:42:41.849885,"(21.0, 190.0, 124.0)","(51.0, 190.0, 116.66666666666666)","(1.75, 99999, 99990)","(41.0, 150.0, 120.0)","(2.3, 2.94, 2.9066666666666667)","(14.0, 19.0, 18.25)","(81.0, 180.0, 135.0)","(41.0, 110.0, 73.33333333333333)","(41.0, 99999, 99990)","(12.0, 19.5, 18.833333333333332)"
07-12-2022 18:42:43.420866,"(26.0, 160.0, 124.0)","(51.0, 190.0, 116.66666666666666)","(1.75, 99999, 99990)","(51.0, 150.0, 82.85714285714286)","(2.3, 2.94, 2.9146666666666667)","(14.0, 19.0, 17.785714285714285)","(91.0, 170.0, 126.66666666666667)","(41.0, 110.0, 73.33333333333333)","(41.0, 99999, 99990)","(12.0, 19.5, 22.5)"
07-12-2022 18:42:44.937195,"(26.0, 140.0, 109.71428571428571)","(51.0, 190.0, 116.66666666666666)","(1.75, 99999, 99990)","(51.0, 140.0, 80.0)","(2.3, 2.94, 2.66)","(14.0, 19.5, 18.142857142857142)","(91.0, 180.0, 126.66666666666667)","(41.0, 110.0, 73.33333333333333)","(41.0, 99999, 99990)","(12.0, 25.0, 22.5)"
07-12-2022 18:42:46.496539,"(26.0, 140.0, 102.57142857142857)","(51.0, 190.0, 116.66666666666666)","(1.75, 99999, 99990)","(51.0, 120.0, 77.14285714285714)","(2.3, 2.78, 2.722857142857143)","(14.0, 19.0, 17.95)","(91.0, 180.0, 126.66666666666667)","(41.0, 110.0, 113.57142857142857)","(41.0, 99999, 99990)","(12.0, 25.0, 19.0)"
07-12-2022 18:42:48.030087,"(26.0, 130.0, 69.6)","(51.0, 190.0, 130.0)","(1.75, 99999, 99990)","(51.0, 120.0, 97.5)","(2.3, 2.74, 2.835)","(14.0, 19.0, 18.142857142857142)","(91.0, 180.0, 135.0)","(41.0, 260.0, 160.0)","(41.0, 99999, 99990)","(12.0, 23.0, 17.666666666666668)"
07-12-2022 18:42:49.542151,"(26.0, 120.0, 73.0)","(51.0, 180.0, 120.0)","(1.75, 99999, 99990)","(51.0, 120.0, 97.5)","(2.3, 2.86, 2.6975000000000002)","(14.0, 19.0, 17.785714285714285)","(91.0, 170.0, 130.0)","(41.0, 230.0, 113.33333333333334)","(41.0, 99999, 99990)","(12.0, 22.0, 16.416666666666668)"
07-12-2022 18:42:51.076213,"(26.0, 110.0, 73.0)","(51.0, 200.0, 120.0)","(1.75, 99999, 99990)","(51.0, 120.0, 101.66666666666667)","(2.3, 2.72, 2.64)","(14.0, 19.5, 17.785714285714285)","(91.0, 190.0, 130.0)","(41.0, 220.0, 135.0)","(41.0, 99999, 99990)","(12.0, 21.0, 15.95)"
07-12-2022 18:42:52.588611,"(26.0, 110.0, 73.0)","(51.0, 200.0, 120.0)","(1.75, 99999, 99990)","(51.0, 110.0, 80.0)","(2.3, 2.7, 2.696)","(14.0, 19.5, 17.785714285714285)","(91.0, 190.0, 130.0)","(41.0, 210.0, 145.0)","(41.0, 99999, 99990)","(12.0, 20.0, 17.75)"
07-12-2022 18:42:54.145891,"(26.0, 110.0, 73.0)","(51.0, 200.0, 126.66666666666666)","(1.75, 99999, 99990)","(51.0, 100.0, 82.0)","(2.3, 2.72, 2.64)","(14.0, 19.5, 18.142857142857142)","(91.0, 190.0, 156.66666666666666)","(41.0, 230.0, 135.0)","(41.0, 99999, 99990)","(12.0, 20.0, 18.666666666666668)"
07-12-2022 18:42:55.800418,"(26.0, 110.0, 73.0)","(51.0, 220.0, 112.5)","(1.75, 99999, 99990)","(51.0, 100.0, 93.33333333333334)","(2.3, 2.88, 2.6550000000000002)","(14.0, 19.0, 18.142857142857142)","(91.0, 270.0, 140.0)","(41.0, 210.0, 125.0)","(41.0, 99999, 99990)","(12.0, 25.0, 20.5)"
07-12-2022 18:42:57.382646,"(26.0, 110.0, 73.0)","(51.0, 210.0, 170.0)","(1.75, 99999, 99990)","(51.0, 100.0, 89.16666666666666)","(2.3, 2.68, 2.784)","(14.0, 19.0, 18.142857142857142)","(91.0, 260.0, 150.0)","(41.0, 190.0, 125.0)","(41.0, 99999, 99990)","(12.0, 23.0, 19.25)"
07-12-2022 18:42:58.961231,"(26.0, 110.0, 73.0)","(51.0, 350.0, 145.0)","(1.75, 99999, 99990)","(51.0, 95.0, 95.625)","(2.3, 2.92, 2.6925)","(14.0, 19.0, 18.142857142857142)","(91.0, 400.0, 193.33333333333331)","(41.0, 190.0, 100.0)","(41.0, 99999, 99990)","(12.0, 23.0, 19.9)"
07-12-2022 18:43:00.518203,"(26.0, 110.0, 73.0)","(51.0, 340.0, 153.33333333333331)","(1.75, 99999, 99990)","(51.0, 100.0, 85.0)","(2.3, 2.88, 2.62)","(14.0, 19.0, 17.785714285714285)","(91.0, 380.0, 183.33333333333331)","(41.0, 180.0, 80.0)","(41.0, 99999, 99990)","(12.0, 21.0, 19.1)"
07-12-2022 18:43:02.353996,"(26.0, 110.0, 91.0)","(51.0, 300.0, 130.0)","(1.75, 99999, 99990)","(51.0, 100.0, 85.0)","(2.3, 2.7, 2.62)","(14.0, 19.5, 17.785714285714285)","(91.0, 350.0, 148.0)","(41.0, 180.0, 115.0)","(41.0, 99999, 99990)","(12.0, 26.0, 23.9)"
07-12-2022 18:43:04.080765,"(26.0, 110.0, 91.0)","(51.0, 280.0, 146.66666666666669)","(1.75, 99999, 99990)","(51.0, 100.0, 93.75)","(2.3, 2.7, 2.605)","(14.0, 19.5, 17.785714285714285)","(91.0, 340.0, 173.33333333333331)","(41.0, 170.0, 115.0)","(41.0, 99999, 99990)","(12.0, 26.0, 22.5)"
07-12-2022 18:43:05.873597,"(26.0, 110.0, 90.57142857142857)","(51.0, 280.0, 110.0)","(1.75, 99999, 99990)","(51.0, 100.0, 93.75)","(2.3, 2.68, 2.615)","(14.0, 19.5, 17.785714285714285)","(91.0, 320.0, 173.33333333333331)","(41.0, 170.0, 115.0)","(41.0, 99999, 99990)","(12.0, 26.0, 19.7)"
07-12-2022 18:43:07.641442,"(26.0, 100.0, 193.42857142857144)","(51.0, 290.0, 165.0)","(1.75, 99999, 99990)","(51.0, 100.0, 93.75)","(2.3, 2.72, 2.63)","(14.0, 19.5, 18.142857142857142)","(91.0, 320.0, 152.5)","(41.0, 170.0, 135.0)","(41.0, 99999, 99990)","(12.0, 26.0, 22.285714285714285)"
07-12-2022 18:43:09.295277,"(26.0, 220.0, 166.0)","(51.0, 250.0, 165.0)","(1.75, 99999, 99990)","(51.0, 100.0, 96.875)","(2.3, 2.68, 2.606666666666667)","(14.0, 19.0, 18.142857142857142)","(91.0, 310.0, 147.5)","(41.0, 160.0, 90.0)","(41.0, 99999, 99990)","(12.0, 25.0, 21.75)"
07-12-2022 18:43:10.912729,"(26.0, 210.0, 211.0)","(51.0, 250.0, 133.33333333333334)","(1.75, 99999, 99990)","(51.0, 100.0, 96.66666666666667)","(2.3, 2.74, 2.5971428571428574)","(14.0, 19.0, 18.142857142857142)","(91.0, 290.0, 185.0)","(41.0, 150.0, 90.0)","(41.0, 99999, 99990)","(12.0, 23.0, 20.142857142857142)"
07-12-2022 18:43:12.451485,"(26.0, 270.0, 157.60000000000002)","(51.0, 240.0, 105.0)","(1.75, 99999, 99990)","(51.0, 100.0, 176.11111111111111)","(2.3, 2.7, 2.5942857142857143)","(14.0, 19.0, 17.785714285714285)","(91.0, 270.0, 132.0)","(41.0, 150.0, 100.0)","(41.0, 99999, 99990)","(12.0, 22.0, 20.142857142857142)"
07-12-2022 18:43:14.058393,"(26.0, 240.0, 166.0)","(51.0, 230.0, 126.66666666666666)","(1.75, 99999, 99990)","(51.0, 290.0, 152.27272727272725)","(2.3, 2.68, 2.645714285714286)","(14.0, 19.5, 17.785714285714285)","(91.0, 260.0, 175.0)","(41.0, 140.0, 100.0)","(41.0, 99999, 99990)","(12.0, 22.0, 20.142857142857142)"
07-12-2022 18:43:15.561200,"(26.0, 210.0, 166.0)","(51.0, 220.0, 123.33333333333334)","(1.75, 99999, 99990)","(51.0, 270.0, 143.33333333333334)","(2.3, 2.68, 2.5942857142857143)","(14.0, 19.5, 17.785714285714285)","(91.0, 250.0, 146.66666666666666)","(41.0, 140.0, 83.33333333333333)","(41.0, 99999, 99990)","(12.0, 22.0, 24.42857142857143)"
07-12-2022 18:43:17.078307,"(26.0, 210.0, 166.0)","(51.0, 210.0, 140.0)","(1.75, 99999, 99990)","(51.0, 250.0, 160.0)","(2.3, 2.68, 2.7439999999999998)","(14.0, 19.5, 17.75)","(91.0, 240.0, 165.0)","(41.0, 130.0, 107.0)","(41.0, 99999, 99990)","(12.0, 28.0, 23.0)"
07-12-2022 18:43:18.639389,"(26.0, 200.0, 101.6)","(51.0, 200.0, 140.0)","(1.75, 99999, 99990)","(51.0, 230.0, 127.14285714285714)","(2.3, 2.78, 2.64)","(14.0, 19.5, 18.4)","(91.0, 230.0, 150.0)","(41.0, 120.0, 82.5)","(41.0, 99999, 99990)","(12.0, 26.0, 22.0)"
07-12-2022 18:43:20.215067,"(26.0, 200.0, 101.6)","(51.0, 220.0, 108.0)","(1.75, 99999, 99990)","(51.0, 220.0, 163.33333333333331)","(2.3, 2.7, 2.64)","(14.0, 19.0, 18.0625)","(91.0, 250.0, 137.5)","(41.0, 110.0, 82.0)","(41.0, 99999, 99990)","(12.0, 25.0, 20.666666666666668)"
07-12-2022 18:43:21.823932,"(26.0, 190.0, 113.0)","(51.0, 200.0, 116.66666666666666)","(1.75, 99999, 99990)","(51.0, 200.0, 98.33333333333333)","(2.3, 2.7, 2.67)","(14.0, 19.0, 18.0625)","(91.0, 250.0, 137.5)","(41.0, 100.0, 89.28571428571428)","(41.0, 99999, 99990)","(12.0, 23.0, 20.666666666666668)"
07-12-2022 18:43:23.375858,"(26.0, 190.0, 107.33333333333333)","(51.0, 190.0, 116.66666666666666)","(1.75, 99999, 99990)","(51.0, 190.0, 109.16666666666667)","(2.3, 2.72, 2.68)","(14.0, 19.0, 18.0625)","(91.0, 250.0, 137.5)","(41.0, 95.0, 89.28571428571428)","(41.0, 99999, 99990)","(12.0, 23.0, 19.0)"
07-12-2022 18:43:25.014300,"(26.0, 250.0, 100.66666666666667)","(51.0, 190.0, 116.66666666666666)","(1.75, 99999, 99990)","(51.0, 180.0, 108.0)","(2.3, 2.74, 2.63)","(14.0, 19.0, 17.785714285714285)","(91.0, 250.0, 137.5)","(41.0, 95.0, 89.28571428571428)","(41.0, 99999, 99990)","(12.0, 22.0, 18.666666666666668)"
07-12-2022 18:43:27.196010,"(26.0, 230.0, 123.0)","(51.0, 190.0, 116.66666666666666)","(1.75, 99999, 99990)","(51.0, 160.0, 98.4375)","(2.3, 2.66, 2.602222222222222)","(14.0, 19.5, 17.785714285714285)","(91.0, 250.0, 137.5)","(41.0, 95.0, 89.28571428571428)","(41.0, 99999, 99990)","(12.0, 28.0, 24.0)"
07-12-2022 18:43:29.093354,"(26.0, 210.0, 118.0)","(51.0, 190.0, 162.5)","(1.75, 99999, 99990)","(51.0, 150.0, 117.5)","(2.3, 2.78, 2.61)","(14.0, 19.5, 17.785714285714285)","(91.0, 250.0, 137.5)","(41.0, 95.0, 89.28571428571428)","(41.0, 99999, 99990)","(12.0, 27.0, 21.5)"
07-12-2022 18:43:31.064867,"(26.0, 200.0, 147.14285714285714)","(51.0, 190.0, 162.5)","(1.75, 99999, 99990)","(51.0, 120.0, 99.16666666666667)","(2.3, 2.72, 2.6033333333333335)","(14.0, 19.0, 18.4)","(91.0, 250.0, 137.5)","(41.0, 95.0, 89.28571428571428)","(41.0, 99999, 99990)","(12.0, 25.0, 22.0)"
07-12-2022 18:43:33.001725,"(26.0, 190.0, 147.14285714285714)","(51.0, 190.0, 162.5)","(1.75, 99999, 99990)","(51.0, 120.0, 100.0)","(2.3, 2.72, 2.715294117647059)","(14.0, 19.0, 18.142857142857142)","(91.0, 250.0, 150.0)","(41.0, 95.0, 87.0)","(41.0, 99999, 99990)","(12.0, 25.0, 23.714285714285715)"
07-12-2022 18:43:34.819196,"(26.0, 190.0, 162.36363636363637)","(51.0, 190.0, 162.5)","(1.75, 99999, 99990)","(51.0, 110.0, 97.5)","(2.3, 2.72, 2.8137499999999998)","(14.0, 19.0, 17.95)","(91.0, 250.0, 150.0)","(41.0, 95.0, 75.0)","(41.0, 99999, 99990)","(12.0, 27.0, 23.714285714285715)"
07-12-2022 18:43:36.590798,"(26.0, 190.0, 162.36363636363637)","(51.0, 190.0, 162.5)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.92, 2.8129411764705883)","(14.0, 19.0, 17.95)","(91.0, 250.0, 150.0)","(41.0, 100.0, 85.0)","(41.0, 99999, 99990)","(12.0, 26.0, 20.272727272727273)"
07-12-2022 18:43:38.353778,"(26.0, 190.0, 162.36363636363637)","(51.0, 190.0, 162.5)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.94, 2.913846153846154)","(14.0, 19.0, 18.25)","(91.0, 250.0, 150.0)","(41.0, 100.0, 91.11111111111111)","(41.0, 99999, 99990)","(12.0, 26.0, 21.333333333333332)"
07-12-2022 18:43:40.142138,"(26.0, 190.0, 162.36363636363637)","(51.0, 190.0, 162.5)","(1.75, 99999, 99990)","(51.0, 110.0, 97.5)","(2.3, 2.94, 2.872)","(14.0, 19.0, 18.25)","(91.0, 250.0, 150.0)","(41.0, 100.0, 91.11111111111111)","(41.0, 99999, 99990)","(12.0, 24.0, 18.285714285714285)"
07-12-2022 18:43:42.197541,"(26.0, 190.0, 162.36363636363637)","(51.0, 190.0, 162.5)","(1.75, 99999, 99990)","(51.0, 100.0, 100.0)","(2.3, 2.94, 2.872)","(14.0, 19.0, 18.25)","(91.0, 250.0, 150.0)","(41.0, 100.0, 91.11111111111111)","(41.0, 99999, 99990)","(12.0, 23.0, 18.0)"
07-12-2022 18:43:44.204366,"(26.0, 190.0, 162.36363636363637)","(51.0, 190.0, 162.5)","(1.75, 99999, 99990)","(51.0, 110.0, 97.5)","(2.3, 2.94, 2.913846153846154)","(14.0, 19.0, 18.25)","(91.0, 250.0, 150.0)","(41.0, 100.0, 90.625)","(41.0, 99999, 99990)","(12.0, 23.0, 16.25)"
07-12-2022 18:43:46.064680,"(26.0, 190.0, 162.72727272727275)","(51.0, 190.0, 162.5)","(1.75, 99999, 99990)","(51.0, 110.0, 100.0)","(2.3, 2.94, 2.872)","(14.0, 19.0, 18.25)","(91.0, 250.0, 150.0)","(41.0, 95.0, 90.625)","(41.0, 99999, 99990)","(12.0, 20.0, 16.25)"
