,Busted Axel,Springview Magic,Alpha Zap,Magical Trav,Magical Len,Champagne Jazzy
14-12-2022 13:33:50.193633,"(11.0, 24.0, 22.0)","(8.0, 13.5, 10.938461538461539)","(12.0, 23.0, 14.75)","(7.5, 13.5, 11.875)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:51.449431,"(11.0, 24.0, 22.0)","(8.0, 13.5, 10.938461538461539)","(12.0, 23.0, 14.75)","(7.5, 13.5, 11.875)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:52.686880,"(11.0, 24.0, 22.0)","(8.0, 13.5, 10.938461538461539)","(12.0, 23.0, 14.75)","(7.5, 13.5, 11.875)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:53.997439,"(11.0, 24.0, 22.0)","(8.0, 13.5, 10.938461538461539)","(12.0, 23.0, 14.75)","(7.5, 13.5, 11.875)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:55.064661,"(11.0, 24.0, 22.0)","(8.0, 13.5, 10.938461538461539)","(12.0, 23.0, 14.75)","(7.5, 13.5, 11.875)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:56.130748,"(11.0, 24.0, 22.0)","(8.0, 13.5, 10.938461538461539)","(12.0, 23.0, 14.75)","(7.5, 13.5, 11.875)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:57.660854,"(11.0, 24.0, 22.0)","(8.0, 13.5, 10.938461538461539)","(12.0, 23.0, 14.75)","(7.5, 13.5, 11.875)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:58.969821,"(11.0, 24.0, 22.0)","(8.0, 13.5, 10.938461538461539)","(12.0, 23.0, 14.75)","(7.5, 13.5, 11.875)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:00.113092,"(11.0, 24.0, 22.0)","(8.0, 13.5, 10.938461538461539)","(12.0, 23.0, 14.75)","(7.5, 13.5, 11.875)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:01.306667,"(11.0, 24.0, 22.0)","(8.0, 13.5, 10.938461538461539)","(12.0, 23.0, 14.75)","(7.5, 13.5, 11.875)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:02.517401,"(11.0, 24.0, 22.0)","(8.0, 13.5, 10.938461538461539)","(12.0, 23.0, 14.75)","(7.5, 13.5, 11.875)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:34:03.741482,"(11.0, 24.0, 22.875)","(8.0, 13.5, 12.266666666666667)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0125)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:04.946912,"(11.0, 24.0, 22.0)","(8.0, 13.5, 12.266666666666667)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0125)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:06.154205,"(11.0, 24.0, 22.0)","(8.0, 13.5, 12.266666666666667)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:07.116222,"(11.0, 24.0, 22.0)","(8.0, 13.0, 11.72)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:34:08.292354,"(11.0, 24.0, 22.0)","(8.0, 13.0, 11.72)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.4326666666666665)"
14-12-2022 13:34:09.477146,"(11.0, 24.0, 22.0)","(8.0, 13.0, 12.058823529411764)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:10.680000,"(11.0, 24.0, 22.0)","(8.0, 13.0, 12.058823529411764)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:11.793664,"(11.0, 24.0, 22.0)","(8.0, 13.0, 12.058823529411764)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:12.934204,"(11.0, 24.0, 22.0)","(8.0, 13.0, 12.058823529411764)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:34:14.130940,"(11.0, 24.0, 22.0)","(8.0, 13.0, 12.058823529411764)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:15.297931,"(11.0, 24.0, 22.0)","(8.0, 13.0, 12.058823529411764)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:16.501821,"(11.0, 24.0, 22.0)","(8.0, 13.0, 12.058823529411764)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:17.602928,"(11.0, 24.0, 22.0)","(8.0, 13.0, 12.058823529411764)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:18.742151,"(11.0, 25.0, 19.375)","(8.0, 13.0, 12.058823529411764)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:34:19.893274,"(11.0, 25.0, 19.375)","(8.0, 13.0, 12.058823529411764)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:21.157202,"(11.0, 25.0, 19.375)","(8.0, 13.0, 12.058823529411764)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:22.460806,"(11.0, 25.0, 19.375)","(8.0, 13.0, 12.058823529411764)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:23.817307,"(11.0, 25.0, 21.315789473684212)","(8.0, 13.0, 12.272727272727273)","(12.0, 23.0, 17.194444444444443)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:34:25.320618,"(11.0, 25.0, 21.315789473684212)","(8.0, 13.0, 12.076923076923077)","(12.0, 23.0, 17.75)","(7.5, 13.5, 13.0)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:26.651926,"(11.0, 25.0, 21.315789473684212)","(8.0, 13.0, 12.076923076923077)","(12.0, 22.0, 16.352941176470587)","(7.5, 13.5, 13.208333333333334)","(19.0, 48.0, 32.4)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:34:27.961690,"(11.0, 25.0, 21.315789473684212)","(8.0, 13.0, 12.076923076923077)","(12.0, 22.0, 16.8)","(7.5, 13.5, 13.208333333333334)","(19.0, 48.0, 36.3)","(1.3, 1.47, 1.401578947368421)"
14-12-2022 13:34:29.277576,"(11.0, 25.0, 21.315789473684212)","(8.0, 13.0, 12.076923076923077)","(12.0, 21.0, 17.5)","(7.5, 13.5, 14.714285714285715)","(19.0, 48.0, 36.3)","(1.3, 1.47, 1.4134782608695653)"
14-12-2022 13:34:30.694158,"(11.0, 25.0, 21.315789473684212)","(8.0, 13.0, 11.8)","(12.0, 21.0, 16.470588235294116)","(7.5, 19.0, 14.714285714285715)","(19.0, 48.0, 36.3)","(1.3, 1.47, 1.4187999999999998)"
14-12-2022 13:34:31.905468,"(11.0, 25.0, 21.315789473684212)","(8.0, 12.5, 11.8)","(12.0, 21.0, 16.470588235294116)","(7.5, 19.0, 14.714285714285715)","(19.0, 48.0, 36.3)","(1.3, 1.47, 1.4187999999999998)"
14-12-2022 13:34:33.134710,"(11.0, 25.0, 21.315789473684212)","(8.0, 12.5, 11.738095238095237)","(12.0, 21.0, 17.23076923076923)","(7.5, 19.0, 13.74)","(19.0, 48.0, 36.3)","(1.3, 1.47, 1.4187999999999998)"
14-12-2022 13:34:34.344838,"(11.0, 25.0, 21.315789473684212)","(8.0, 12.5, 11.785714285714285)","(12.0, 21.0, 17.23076923076923)","(7.5, 18.5, 13.74)","(19.0, 48.0, 36.3)","(1.3, 1.47, 1.4258620689655173)"
14-12-2022 13:34:35.562597,"(11.0, 25.0, 22.5)","(8.0, 12.5, 11.7)","(12.0, 21.0, 16.333333333333332)","(7.5, 18.5, 13.74)","(19.0, 48.0, 36.3)","(1.3, 1.47, 1.4252)"
14-12-2022 13:34:36.690332,"(11.0, 25.0, 22.5)","(8.0, 12.5, 11.7)","(12.0, 21.0, 16.85185185185185)","(7.5, 18.5, 13.74)","(19.0, 48.0, 36.3)","(1.3, 1.47, 1.4285185185185185)"
14-12-2022 13:34:37.868508,"(11.0, 25.0, 22.5)","(8.0, 12.5, 11.7)","(12.0, 21.0, 16.85185185185185)","(7.5, 18.5, 12.375)","(19.0, 48.0, 25.545454545454547)","(1.3, 1.47, 1.4285185185185185)"
14-12-2022 13:34:39.408315,"(11.0, 25.0, 22.5)","(8.0, 12.5, 11.7)","(12.0, 21.0, 16.85185185185185)","(7.5, 18.0, 12.375)","(19.0, 42.0, 38.2)","(1.3, 1.47, 1.4041176470588235)"
14-12-2022 13:34:40.587280,"(11.0, 25.0, 22.5)","(8.0, 12.5, 11.810344827586206)","(12.0, 21.0, 16.70967741935484)","(7.5, 18.0, 14.058823529411764)","(19.0, 42.0, 39.625)","(1.3, 1.47, 1.4215384615384614)"
14-12-2022 13:34:41.800315,"(11.0, 25.0, 18.666666666666668)","(8.0, 12.5, 11.810344827586206)","(12.0, 21.0, 17.428571428571427)","(7.5, 17.5, 13.857142857142858)","(19.0, 42.0, 26.594594594594593)","(1.3, 1.47, 1.4224999999999999)"
14-12-2022 13:34:43.049811,"(11.0, 25.0, 22.6)","(8.0, 12.5, 12.30952380952381)","(12.0, 20.0, 17.272727272727273)","(7.5, 17.0, 13.857142857142858)","(19.0, 42.0, 36.6)","(1.3, 1.46, 1.4208695652173913)"
14-12-2022 13:34:44.263101,"(11.0, 25.0, 23.5)","(8.0, 12.5, 12.214285714285714)","(12.0, 20.0, 17.0)","(7.5, 17.0, 13.857142857142858)","(19.0, 40.0, 25.615384615384617)","(1.3, 1.46, 1.4266666666666665)"
14-12-2022 13:34:45.542237,"(11.0, 25.0, 23.11111111111111)","(8.0, 12.5, 12.9)","(12.0, 19.5, 16.2)","(7.5, 17.0, 14.461538461538462)","(19.0, 40.0, 27.103448275862068)","(1.3, 1.46, 1.428695652173913)"
14-12-2022 13:34:46.725400,"(11.0, 25.0, 23.11111111111111)","(8.0, 13.5, 12.9)","(12.0, 19.5, 17.076923076923077)","(7.5, 17.0, 14.461538461538462)","(19.0, 40.0, 27.935483870967744)","(1.3, 1.46, 1.428695652173913)"
14-12-2022 13:34:47.886301,"(11.0, 25.0, 23.11111111111111)","(8.0, 13.5, 12.9)","(12.0, 19.0, 15.666666666666666)","(7.5, 17.0, 14.461538461538462)","(19.0, 40.0, 29.18181818181818)","(1.3, 1.46, 1.427142857142857)"
14-12-2022 13:34:49.028845,"(11.0, 26.0, 23.5)","(8.0, 13.5, 12.9)","(12.0, 19.0, 15.666666666666666)","(7.5, 17.0, 14.461538461538462)","(19.0, 40.0, 29.18181818181818)","(1.3, 1.46, 1.427142857142857)"
14-12-2022 13:34:50.390188,"(11.0, 26.0, 23.5)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.0)","(7.5, 17.0, 14.461538461538462)","(19.0, 40.0, 29.18181818181818)","(1.3, 1.46, 1.4240625)"
14-12-2022 13:34:51.535556,"(11.0, 26.0, 23.5)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.0)","(7.5, 17.0, 14.461538461538462)","(19.0, 40.0, 29.18181818181818)","(1.3, 1.46, 1.4240625)"
14-12-2022 13:34:52.820264,"(11.0, 26.0, 23.5)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.0)","(7.5, 17.0, 14.461538461538462)","(19.0, 40.0, 29.18181818181818)","(1.3, 1.46, 1.427142857142857)"
14-12-2022 13:34:53.914274,"(11.0, 26.0, 23.5)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.0)","(7.5, 17.0, 14.461538461538462)","(19.0, 40.0, 29.18181818181818)","(1.3, 1.46, 1.4240625)"
14-12-2022 13:34:55.059692,"(11.0, 26.0, 23.738095238095237)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.0)","(7.5, 17.0, 14.461538461538462)","(19.0, 40.0, 29.18181818181818)","(1.3, 1.46, 1.4240625)"
14-12-2022 13:34:56.223987,"(11.0, 26.0, 23.738095238095237)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.0)","(7.5, 17.0, 14.461538461538462)","(19.0, 40.0, 29.18181818181818)","(1.3, 1.46, 1.4240625)"
14-12-2022 13:34:57.365775,"(11.0, 26.0, 23.738095238095237)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.0)","(7.5, 17.0, 14.461538461538462)","(19.0, 40.0, 33.0)","(1.3, 1.46, 1.427142857142857)"
14-12-2022 13:34:58.582000,"(11.0, 26.0, 23.738095238095237)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.0)","(7.5, 17.0, 14.461538461538462)","(19.0, 38.0, 33.0)","(1.3, 1.46, 1.427142857142857)"
14-12-2022 13:34:59.743171,"(11.0, 26.0, 23.738095238095237)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.0)","(7.5, 17.0, 14.461538461538462)","(19.0, 38.0, 25.037037037037038)","(1.3, 1.46, 1.427142857142857)"
14-12-2022 13:35:00.965336,"(11.0, 26.0, 23.738095238095237)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.0)","(7.5, 17.0, 14.461538461538462)","(19.0, 38.0, 27.393939393939394)","(1.3, 1.46, 1.370725075528701)"
14-12-2022 13:35:02.092766,"(11.0, 26.0, 23.738095238095237)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.0)","(7.5, 17.0, 14.461538461538462)","(19.0, 38.0, 28.789473684210527)","(1.3, 1.41, 1.3711976047904193)"
14-12-2022 13:35:03.290200,"(11.0, 26.0, 23.738095238095237)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.0)","(7.5, 17.0, 16.0)","(19.0, 38.0, 29.352941176470587)","(1.3, 1.41, 1.3711976047904193)"
14-12-2022 13:35:04.454981,"(11.0, 26.0, 23.738095238095237)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.0)","(7.5, 17.0, 16.0)","(19.0, 38.0, 29.352941176470587)","(1.3, 1.41, 1.3711976047904193)"
14-12-2022 13:35:05.642708,"(11.0, 26.0, 23.738095238095237)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.666666666666668)","(7.5, 17.0, 15.09090909090909)","(19.0, 38.0, 29.352941176470587)","(1.3, 1.41, 1.3711976047904193)"
14-12-2022 13:35:07.176773,"(11.0, 26.0, 23.738095238095237)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.666666666666668)","(7.5, 17.0, 16.0)","(19.0, 38.0, 29.833333333333332)","(1.3, 1.41, 1.3711976047904193)"
14-12-2022 13:35:08.405876,"(11.0, 26.0, 23.738095238095237)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.666666666666668)","(7.5, 17.0, 16.0)","(18.0, 38.0, 28.25)","(1.3, 1.41, 1.3712121212121213)"
14-12-2022 13:35:09.902715,"(11.0, 26.0, 23.738095238095237)","(8.0, 13.5, 12.9)","(12.0, 19.0, 16.666666666666668)","(7.5, 17.0, 16.0)","(18.0, 38.0, 28.666666666666668)","(1.3, 1.41, 1.3900000000000001)"
14-12-2022 13:35:11.035391,"(11.0, 26.0, 23.738095238095237)","(8.0, 13.5, 12.9)","(11.0, 19.0, 16.666666666666668)","(7.5, 17.0, 14.9)","(18.0, 38.0, 30.03448275862069)","(1.3, 1.41, 1.3900000000000001)"
14-12-2022 13:35:12.219854,"(11.0, 26.0, 23.738095238095237)","(8.0, 13.5, 12.681818181818182)","(11.0, 19.0, 16.5)","(7.5, 17.0, 14.9)","(18.0, 38.0, 30.03448275862069)","(1.3, 1.41, 1.3900000000000001)"
14-12-2022 13:35:13.353931,"(11.0, 26.0, 24.173076923076923)","(8.0, 13.5, 12.681818181818182)","(11.0, 19.0, 16.5)","(7.5, 17.0, 15.875)","(18.0, 38.0, 30.03448275862069)","(1.3, 1.41, 1.3966666666666667)"
14-12-2022 13:35:14.466950,"(11.0, 26.0, 24.173076923076923)","(8.0, 13.5, 12.9375)","(11.0, 19.0, 16.5)","(7.5, 17.0, 16.142857142857142)","(18.0, 38.0, 30.03448275862069)","(1.3, 1.41, 1.3966666666666667)"
14-12-2022 13:35:15.567682,"(11.0, 26.0, 23.738095238095237)","(8.0, 13.5, 12.9375)","(11.0, 19.0, 17.157894736842106)","(7.5, 17.0, 13.15)","(18.0, 38.0, 31.205882352941178)","(1.3, 1.41, 1.3966666666666667)"
14-12-2022 13:35:16.731407,"(11.0, 26.0, 24.173076923076923)","(8.0, 13.5, 13.05)","(11.0, 19.0, 17.157894736842106)","(7.5, 17.0, 14.25)","(18.0, 38.0, 31.205882352941178)","(1.3, 1.41, 1.3860000000000001)"
14-12-2022 13:35:18.144705,"(11.0, 26.0, 24.173076923076923)","(8.0, 13.5, 13.05)","(11.0, 19.0, 17.157894736842106)","(7.5, 17.0, 14.25)","(18.0, 38.0, 31.205882352941178)","(1.3, 1.41, 1.3860000000000001)"
14-12-2022 13:35:19.448562,"(11.0, 26.0, 24.173076923076923)","(8.0, 13.5, 13.05)","(11.0, 19.0, 18.333333333333332)","(7.5, 17.0, 15.333333333333334)","(18.0, 36.0, 34.3125)","(1.3, 1.41, 1.3966666666666667)"
14-12-2022 13:35:20.607404,"(11.0, 26.0, 24.173076923076923)","(8.0, 13.5, 13.05)","(11.0, 19.5, 16.979166666666668)","(7.5, 17.0, 14.375)","(18.0, 36.0, 34.714285714285715)","(1.3, 1.41, 1.3966666666666667)"
14-12-2022 13:35:21.659460,"(11.0, 25.0, 24.613636363636363)","(8.0, 13.5, 13.05)","(11.0, 19.5, 16.979166666666668)","(7.5, 18.5, 15.227272727272727)","(18.0, 36.0, 34.714285714285715)","(1.3, 1.41, 1.385)"
14-12-2022 13:35:22.796884,"(11.0, 25.0, 23.666666666666664)","(8.0, 13.5, 13.05)","(11.0, 19.5, 17.605263157894736)","(7.5, 18.5, 16.4375)","(18.0, 36.0, 34.36363636363636)","(1.3, 1.41, 1.3622058823529413)"
14-12-2022 13:35:24.145065,"(11.0, 25.0, 24.11111111111111)","(8.0, 13.5, 13.275)","(11.0, 19.5, 17.55)","(7.5, 18.5, 16.928571428571427)","(18.0, 36.0, 34.36363636363636)","(1.3, 1.41, 1.3607317073170733)"
14-12-2022 13:35:25.534990,"(11.0, 25.0, 24.666666666666668)","(8.0, 13.5, 13.275)","(11.0, 19.5, 17.55)","(7.5, 18.5, 16.928571428571427)","(18.0, 36.0, 34.36363636363636)","(1.3, 1.41, 1.3607317073170733)"
14-12-2022 13:35:26.806500,"(11.0, 25.0, 24.666666666666668)","(8.0, 13.5, 13.275)","(11.0, 19.5, 17.55)","(7.5, 18.5, 16.928571428571427)","(18.0, 36.0, 34.875)","(1.3, 1.41, 1.3611864406779661)"
14-12-2022 13:35:28.057321,"(11.0, 25.0, 24.764705882352942)","(8.0, 13.5, 13.178571428571429)","(11.0, 19.5, 17.333333333333332)","(7.5, 18.5, 16.4375)","(18.0, 36.0, 34.875)","(1.3, 1.41, 1.3665)"
14-12-2022 13:35:29.208434,"(11.0, 25.0, 24.555555555555557)","(8.0, 13.5, 13.178571428571429)","(11.0, 19.5, 14.857142857142858)","(7.5, 18.5, 16.4375)","(18.0, 36.0, 32.72727272727273)","(1.3, 1.41, 1.3614285714285714)"
14-12-2022 13:35:30.403460,"(12.0, 25.0, 24.333333333333332)","(8.5, 13.5, 13.2)","(12.0, 19.5, 14.794117647058824)","(8.0, 18.5, 16.4375)","(19.0, 40.0, 32.72727272727273)","(1.28, 1.43, 1.3878947368421053)"
14-12-2022 13:35:31.650558,"(12.0, 25.0, 24.333333333333332)","(8.5, 13.5, 13.333333333333334)","(12.0, 19.5, 17.157894736842106)","(8.0, 18.5, 20.142857142857142)","(19.0, 40.0, 35.03448275862069)","(1.28, 1.41, 1.3534883720930233)"
14-12-2022 13:35:32.851130,"(12.0, 25.0, 24.636363636363637)","(8.5, 13.5, 13.333333333333334)","(12.0, 19.0, 17.333333333333332)","(8.0, 21.0, 19.2)","(19.0, 40.0, 35.03448275862069)","(1.28, 1.38, 1.3524137931034483)"
14-12-2022 13:35:33.976151,"(12.0, 27.0, 25.666666666666668)","(8.5, 13.5, 13.333333333333334)","(12.0, 19.0, 17.333333333333332)","(8.0, 21.0, 19.095238095238095)","(19.0, 40.0, 35.03448275862069)","(1.28, 1.38, 1.352560975609756)"
14-12-2022 13:35:34.916630,"(12.0, 25.0, 24.77777777777778)","(8.5, 13.5, 13.333333333333334)","(12.0, 19.0, 17.333333333333332)","(8.0, 21.0, 19.095238095238095)","(19.0, 40.0, 35.2)","(1.28, 1.38, 1.3524418604651163)"
14-12-2022 13:35:35.853314,"(12.0, 27.0, 25.736842105263158)","(8.5, 13.5, 13.333333333333334)","(12.0, 19.0, 17.333333333333332)","(8.0, 21.0, 19.095238095238095)","(19.0, 40.0, 35.2)","(1.28, 1.38, 1.3524418604651163)"
14-12-2022 13:35:36.870721,"(12.0, 27.0, 25.736842105263158)","(8.5, 13.5, 13.369565217391305)","(12.0, 19.0, 17.333333333333332)","(8.0, 21.0, 18.38095238095238)","(19.0, 40.0, 34.11764705882353)","(1.28, 1.38, 1.3668)"
14-12-2022 13:35:37.967316,"(12.0, 27.0, 25.285714285714285)","(8.5, 13.5, 13.125)","(12.0, 19.0, 14.8)","(8.0, 21.0, 18.333333333333332)","(19.0, 40.0, 34.11764705882353)","(1.28, 1.41, 1.356268656716418)"
14-12-2022 13:35:39.037352,"(12.0, 27.0, 25.90909090909091)","(8.5, 13.5, 13.25)","(12.0, 19.0, 17.529411764705884)","(8.0, 21.0, 18.333333333333332)","(19.0, 40.0, 35.38461538461539)","(1.28, 1.41, 1.3640816326530614)"
14-12-2022 13:35:40.166948,"(12.0, 27.0, 26.25)","(8.5, 13.5, 13.125)","(12.0, 19.0, 17.333333333333332)","(8.0, 21.0, 20.272727272727273)","(19.0, 40.0, 35.354838709677416)","(1.28, 1.4, 1.323125)"
14-12-2022 13:35:41.208978,"(12.0, 27.0, 26.294117647058822)","(8.5, 15.0, 14.4)","(12.0, 19.0, 17.333333333333332)","(8.0, 21.0, 20.272727272727273)","(19.0, 40.0, 35.354838709677416)","(1.28, 1.37, 1.3283333333333334)"
14-12-2022 13:35:42.302033,"(12.0, 27.0, 26.294117647058822)","(8.5, 15.0, 14.4)","(12.0, 19.0, 17.636363636363637)","(8.0, 21.0, 20.272727272727273)","(19.0, 40.0, 35.354838709677416)","(1.28, 1.37, 1.323125)"
14-12-2022 13:35:43.306401,"(12.0, 27.0, 26.294117647058822)","(8.5, 15.0, 14.4)","(12.0, 19.0, 17.636363636363637)","(8.0, 21.0, 20.272727272727273)","(19.0, 40.0, 35.354838709677416)","(1.28, 1.37, 1.323125)"
14-12-2022 13:35:44.363245,"(12.0, 32.0, 31.4)","(8.5, 17.0, 16.636363636363637)","(12.0, 19.0, 16.3)","(8.0, 30.0, 28.77777777777778)","(19.0, 40.0, 36.25)","(1.28, 1.32, 1.3000598503740648)"
14-12-2022 13:35:45.350133,"(12.0, 32.0, 31.4)","(8.5, 17.0, 16.636363636363637)","(12.0, 19.0, 16.3)","(8.0, 30.0, 28.77777777777778)","(19.0, 40.0, 36.25)","(1.28, 1.32, 1.3000598503740648)"
14-12-2022 13:35:46.421786,"(12.0, 32.0, 29.954545454545453)","(8.5, 17.0, 15.6875)","(12.0, 19.0, 17.3125)","(8.0, 29.0, 27.0)","(19.0, 40.0, 36.25)","(1.28, 1.31, 1.306923076923077)"
14-12-2022 13:35:47.356021,"(12.0, 32.0, 29.954545454545453)","(8.5, 17.0, 16.192307692307693)","(12.0, 19.0, 17.071428571428573)","(8.0, 28.0, 20.52)","(19.0, 40.0, 36.12903225806451)","(1.28, 1.31, 1.2981481481481483)"
14-12-2022 13:35:48.518602,"(12.0, 32.0, 30.333333333333332)","(8.5, 17.0, 16.571428571428573)","(12.0, 19.0, 17.636363636363637)","(8.0, 26.0, 24.235294117647058)","(19.0, 40.0, 37.03703703703704)","(1.28, 1.29, 1.2755555555555556)"
14-12-2022 13:35:49.556646,"(12.0, 32.0, 30.636363636363637)","(8.5, 17.0, 16.6)","(12.0, 19.0, 17.636363636363637)","(8.0, 26.0, 23.75)","(19.0, 40.0, 37.03703703703704)","(1.28, 1.29, 1.2684375)"
14-12-2022 13:35:50.465087,"(12.0, 32.0, 30.636363636363637)","(8.5, 17.0, 16.6)","(12.0, 19.0, 17.636363636363637)","(8.0, 26.0, 23.75)","(19.0, 40.0, 37.03703703703704)","(1.28, 1.29, 1.2713513513513515)"
14-12-2022 13:35:51.400924,"(12.0, 32.0, 31.0625)","(8.5, 17.0, 16.6)","(12.0, 19.0, 17.235294117647058)","(8.0, 26.0, 23.857142857142858)","(19.0, 40.0, 37.03703703703704)","(1.28, 1.29, 1.2744827586206897)"
14-12-2022 13:35:52.385832,"(12.0, 32.0, 31.0625)","(8.5, 17.0, 16.7)","(12.0, 19.0, 17.235294117647058)","(8.0, 26.0, 23.857142857142858)","(19.0, 40.0, 37.03703703703704)","(1.28, 1.29, 1.2987543252595155)"
14-12-2022 13:35:53.296674,"(12.0, 32.0, 31.0625)","(8.5, 17.0, 16.7)","(12.0, 19.0, 17.235294117647058)","(8.0, 26.0, 23.857142857142858)","(19.0, 40.0, 37.03703703703704)","(1.28, 1.3, 1.2987543252595155)"
14-12-2022 13:35:54.336676,"(12.0, 32.0, 30.333333333333332)","(8.5, 17.0, 16.333333333333332)","(12.0, 18.5, 16.75)","(8.0, 26.0, 22.785714285714285)","(19.0, 40.0, 36.8)","(1.28, 1.3, 1.2992905405405406)"
14-12-2022 13:35:55.487924,"(12.0, 32.0, 30.333333333333332)","(8.5, 17.0, 16.333333333333332)","(12.0, 18.5, 16.75)","(8.0, 26.0, 22.785714285714285)","(19.0, 40.0, 36.92307692307692)","(1.28, 1.3, 1.2916666666666667)"
14-12-2022 13:35:56.508971,"(12.0, 32.0, 30.529411764705884)","(8.5, 17.0, 16.333333333333332)","(12.0, 18.5, 16.75)","(8.0, 26.0, 22.785714285714285)","(19.0, 40.0, 38.095238095238095)","(1.28, 1.3, 1.2854545454545454)"
