,Busted Axel,Springview Magic,Alpha Zap,Magical Trav,Magical Len,Champagne Jazzy
14-12-2022 13:27:37.357570,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.775)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 10.299999999999999)","(18.0, 42.0, 25.0)","(1.3, 1.84, 1.540909090909091)"
14-12-2022 13:27:38.341834,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.775)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 10.299999999999999)","(18.0, 42.0, 25.0)","(1.3, 1.84, 1.540909090909091)"
14-12-2022 13:27:39.305079,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.775)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 10.299999999999999)","(18.0, 42.0, 25.0)","(1.3, 1.84, 1.540909090909091)"
14-12-2022 13:27:40.340116,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.775)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 10.299999999999999)","(18.0, 42.0, 25.0)","(1.3, 1.84, 1.540909090909091)"
14-12-2022 13:27:42.038702,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.585714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.925)","(18.0, 42.0, 25.0)","(1.3, 1.83, 1.5744444444444445)"
14-12-2022 13:27:43.045883,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.585714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.925)","(18.0, 42.0, 25.0)","(1.3, 1.83, 1.5744444444444445)"
14-12-2022 13:27:44.056945,"(10.0, 23.0, 15.125)","(7.0, 14.5, 12.585714285714285)","(11.0, 23.0, 15.0)","(7.0, 14.5, 12.925)","(18.0, 42.0, 23.454545454545453)","(1.3, 1.83, 1.5336363636363637)"
14-12-2022 13:27:45.093603,"(10.0, 23.0, 15.125)","(7.0, 14.5, 12.585714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.925)","(18.0, 42.0, 25.0)","(1.3, 1.82, 1.5336363636363637)"
14-12-2022 13:27:46.186176,"(10.0, 23.0, 15.125)","(7.0, 14.5, 12.585714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.925)","(18.0, 42.0, 25.0)","(1.3, 1.82, 1.5336363636363637)"
14-12-2022 13:27:47.176810,"(10.0, 23.0, 15.125)","(7.0, 14.5, 12.585714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.925)","(18.0, 42.0, 25.0)","(1.3, 1.82, 1.5336363636363637)"
14-12-2022 13:27:48.154830,"(10.0, 23.0, 15.125)","(7.0, 14.5, 12.585714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.925)","(18.0, 42.0, 25.0)","(1.3, 1.82, 1.5336363636363637)"
14-12-2022 13:27:49.201092,"(10.0, 23.0, 15.125)","(7.0, 14.5, 12.585714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.925)","(18.0, 42.0, 25.0)","(1.3, 1.82, 1.5336363636363637)"
14-12-2022 13:27:50.126237,"(10.0, 23.0, 15.125)","(7.0, 14.5, 10.166666666666666)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.925)","(18.0, 42.0, 25.0)","(1.3, 1.82, 1.5336363636363637)"
14-12-2022 13:27:51.177304,"(10.0, 23.0, 15.125)","(7.0, 14.5, 10.166666666666666)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.925)","(18.0, 42.0, 25.0)","(1.3, 1.82, 1.5336363636363637)"
14-12-2022 13:27:52.205798,"(10.0, 23.0, 15.125)","(7.0, 14.5, 10.166666666666666)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.925)","(18.0, 42.0, 31.07142857142857)","(1.3, 1.82, 1.5336363636363637)"
14-12-2022 13:27:53.179661,"(10.0, 23.0, 15.125)","(7.0, 14.5, 10.166666666666666)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.925)","(18.0, 42.0, 31.07142857142857)","(1.3, 1.82, 1.5336363636363637)"
14-12-2022 13:27:54.207946,"(10.0, 23.0, 15.125)","(7.0, 14.5, 10.166666666666666)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.925)","(18.0, 42.0, 31.07142857142857)","(1.3, 1.82, 1.5336363636363637)"
14-12-2022 13:27:55.240815,"(10.0, 23.0, 15.125)","(7.0, 14.5, 12.875)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.757142857142856)","(18.0, 40.0, 26.944444444444443)","(1.3, 1.81, 1.5655555555555556)"
14-12-2022 13:27:56.143760,"(10.0, 23.0, 15.125)","(7.0, 14.5, 12.875)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.757142857142856)","(18.0, 40.0, 26.944444444444443)","(1.3, 1.81, 1.5655555555555556)"
14-12-2022 13:27:57.089473,"(10.0, 23.0, 15.125)","(7.0, 14.5, 12.399999999999999)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 40.0, 26.944444444444443)","(1.3, 1.81, 1.5655555555555556)"
14-12-2022 13:27:58.223450,"(10.0, 23.0, 15.125)","(7.0, 14.5, 10.433333333333334)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 40.0, 24.333333333333332)","(1.3, 1.81, 1.3882857142857143)"
14-12-2022 13:27:59.402982,"(10.0, 23.0, 15.125)","(7.0, 14.5, 10.433333333333334)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 40.0, 24.333333333333332)","(1.3, 1.53, 1.3871428571428572)"
14-12-2022 13:28:00.506729,"(10.0, 23.0, 15.125)","(7.0, 14.5, 10.433333333333334)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 40.0, 24.333333333333332)","(1.3, 1.52, 1.4089130434782609)"
14-12-2022 13:28:01.562726,"(10.0, 23.0, 15.125)","(7.0, 14.5, 10.433333333333334)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 40.0, 24.333333333333332)","(1.3, 1.51, 1.3994594594594594)"
14-12-2022 13:28:02.670684,"(10.0, 23.0, 15.125)","(7.0, 14.5, 10.433333333333334)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 40.0, 24.333333333333332)","(1.3, 1.5, 1.426153846153846)"
14-12-2022 13:28:03.543443,"(10.0, 24.0, 18.25)","(7.0, 14.5, 10.433333333333334)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 40.0, 24.333333333333332)","(1.3, 1.48, 1.426153846153846)"
14-12-2022 13:28:04.480038,"(10.0, 24.0, 18.25)","(7.0, 14.5, 10.433333333333334)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 40.0, 24.333333333333332)","(1.3, 1.47, 1.392972972972973)"
14-12-2022 13:28:05.444848,"(10.0, 24.0, 18.25)","(7.0, 14.5, 10.433333333333334)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 40.0, 24.333333333333332)","(1.3, 1.46, 1.3913513513513514)"
14-12-2022 13:28:06.421659,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.975)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 40.0, 24.333333333333332)","(1.3, 1.45, 1.3897297297297295)"
14-12-2022 13:28:07.350998,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.975)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 40.0, 24.333333333333332)","(1.3, 1.44, 1.3897297297297295)"
14-12-2022 13:28:08.318489,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.975)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 40.0, 24.333333333333332)","(1.3, 1.47, 1.429090909090909)"
14-12-2022 13:28:09.188145,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.975)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 40.0, 24.333333333333332)","(1.3, 1.47, 1.429090909090909)"
14-12-2022 13:28:10.091984,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.975)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 40.0, 24.333333333333332)","(1.3, 1.47, 1.429090909090909)"
14-12-2022 13:28:11.110587,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.975)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 40.0, 24.333333333333332)","(1.3, 1.47, 1.429090909090909)"
14-12-2022 13:28:12.162756,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.533333333333333)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 40.0, 24.333333333333332)","(1.3, 1.47, 1.429090909090909)"
14-12-2022 13:28:13.250558,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.533333333333333)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 44.0, 28.72222222222222)","(1.3, 1.47, 1.429090909090909)"
14-12-2022 13:28:14.224648,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.533333333333333)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 44.0, 28.72222222222222)","(1.3, 1.47, 1.429090909090909)"
14-12-2022 13:28:15.218564,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.533333333333333)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 44.0, 28.72222222222222)","(1.3, 1.47, 1.40125)"
14-12-2022 13:28:16.176348,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.533333333333333)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 44.0, 28.72222222222222)","(1.3, 1.47, 1.40125)"
14-12-2022 13:28:17.166169,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.533333333333333)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.533333333333333)","(18.0, 44.0, 28.72222222222222)","(1.3, 1.47, 1.42)"
14-12-2022 13:28:18.126524,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.871428571428572)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.871428571428572)","(18.0, 44.0, 25.666666666666664)","(1.3, 1.47, 1.42)"
14-12-2022 13:28:19.075475,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.871428571428572)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.871428571428572)","(18.0, 44.0, 25.666666666666664)","(1.3, 1.47, 1.415)"
14-12-2022 13:28:20.069506,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.871428571428572)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.871428571428572)","(18.0, 44.0, 27.076923076923077)","(1.3, 1.46, 1.415)"
14-12-2022 13:28:21.076630,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.871428571428572)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.871428571428572)","(18.0, 44.0, 27.076923076923077)","(1.3, 1.46, 1.415)"
14-12-2022 13:28:22.276005,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.666666666666666)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.871428571428572)","(18.0, 44.0, 27.076923076923077)","(1.3, 1.46, 1.415)"
14-12-2022 13:28:23.335685,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.666666666666666)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.871428571428572)","(18.0, 44.0, 27.076923076923077)","(1.3, 1.46, 1.415)"
14-12-2022 13:28:24.375200,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.666666666666666)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 12.871428571428572)","(18.0, 44.0, 27.076923076923077)","(1.3, 1.46, 1.415)"
14-12-2022 13:28:25.385929,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.666666666666666)","(11.0, 23.0, 15.0)","(7.0, 14.5, 12.871428571428572)","(18.0, 44.0, 27.076923076923077)","(1.3, 1.46, 1.415)"
14-12-2022 13:28:26.249025,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.666666666666666)","(11.0, 23.0, 15.0)","(7.0, 14.5, 12.871428571428572)","(18.0, 44.0, 27.076923076923077)","(1.3, 1.46, 1.415)"
14-12-2022 13:28:27.198834,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.666666666666666)","(11.0, 23.0, 14.11111111111111)","(7.0, 14.5, 12.928571428571429)","(18.0, 44.0, 27.076923076923077)","(1.3, 1.46, 1.415)"
14-12-2022 13:28:28.268894,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.666666666666666)","(11.0, 23.0, 14.11111111111111)","(7.0, 14.5, 12.733333333333333)","(18.0, 44.0, 27.076923076923077)","(1.3, 1.46, 1.415)"
14-12-2022 13:28:29.304538,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.666666666666666)","(11.0, 23.0, 14.11111111111111)","(7.0, 14.5, 12.733333333333333)","(18.0, 44.0, 27.076923076923077)","(1.3, 1.46, 1.415)"
14-12-2022 13:28:30.386641,"(10.0, 24.0, 18.25)","(7.0, 14.5, 12.666666666666666)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.44)","(18.0, 44.0, 27.076923076923077)","(1.3, 1.46, 1.427857142857143)"
14-12-2022 13:28:31.383172,"(10.0, 24.0, 18.25)","(7.0, 14.5, 13.5)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.44)","(18.0, 44.0, 27.076923076923077)","(1.3, 1.46, 1.4214285714285715)"
14-12-2022 13:28:32.393386,"(10.0, 24.0, 22.85)","(7.0, 14.5, 13.5)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.44)","(18.0, 44.0, 29.25)","(1.3, 1.45, 1.4214285714285715)"
14-12-2022 13:28:33.291961,"(10.0, 24.0, 19.4)","(7.0, 14.5, 13.5)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.44)","(18.0, 42.0, 29.25)","(1.3, 1.45, 1.4214285714285715)"
14-12-2022 13:28:34.203609,"(10.0, 23.0, 20.375)","(7.0, 14.5, 13.5)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.44)","(18.0, 42.0, 29.25)","(1.3, 1.45, 1.4214285714285715)"
14-12-2022 13:28:35.170285,"(10.0, 23.0, 18.0)","(7.0, 14.5, 13.5)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.44)","(18.0, 42.0, 29.25)","(1.3, 1.45, 1.4214285714285715)"
14-12-2022 13:28:36.139010,"(10.0, 23.0, 20.0)","(7.0, 14.5, 13.5)","(11.0, 23.0, 12.266666666666667)","(7.0, 14.5, 13.44)","(18.0, 42.0, 29.25)","(1.3, 1.45, 1.4214285714285715)"
14-12-2022 13:28:37.311325,"(10.0, 23.0, 15.875)","(7.0, 14.5, 13.5)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.44)","(18.0, 42.0, 29.25)","(1.3, 1.45, 1.4214285714285715)"
14-12-2022 13:28:38.610688,"(10.0, 23.0, 15.875)","(7.0, 14.5, 12.535714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.44)","(18.0, 42.0, 26.307692307692307)","(1.3, 1.45, 1.37070796460177)"
14-12-2022 13:28:39.638818,"(10.0, 23.0, 15.875)","(7.0, 14.5, 12.535714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.44)","(18.0, 42.0, 26.307692307692307)","(1.3, 1.43, 1.37070796460177)"
14-12-2022 13:28:40.794425,"(10.0, 23.0, 15.875)","(7.0, 14.5, 12.535714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.44)","(18.0, 42.0, 26.307692307692307)","(1.3, 1.43, 1.37070796460177)"
14-12-2022 13:28:41.881757,"(10.0, 23.0, 15.875)","(7.0, 14.5, 12.535714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.44)","(18.0, 42.0, 26.307692307692307)","(1.3, 1.43, 1.37070796460177)"
14-12-2022 13:28:43.018433,"(10.0, 23.0, 15.875)","(7.0, 14.5, 12.535714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.44)","(18.0, 42.0, 26.307692307692307)","(1.3, 1.43, 1.37070796460177)"
14-12-2022 13:28:44.247295,"(10.0, 24.0, 18.75)","(7.0, 14.5, 12.535714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.44)","(18.0, 44.0, 27.076923076923077)","(1.3, 1.43, 1.37070796460177)"
14-12-2022 13:28:45.443071,"(10.0, 24.0, 18.75)","(7.0, 14.5, 12.535714285714285)","(11.0, 23.0, 15.0)","(7.0, 14.5, 13.572727272727274)","(18.0, 44.0, 27.076923076923077)","(1.3, 1.43, 1.37070796460177)"
14-12-2022 13:28:46.781799,"(10.0, 24.0, 18.75)","(7.0, 14.5, 12.535714285714285)","(11.0, 23.0, 12.266666666666667)","(7.0, 14.5, 13.572727272727274)","(18.0, 44.0, 27.076923076923077)","(1.3, 1.43, 1.37070796460177)"
14-12-2022 13:28:47.848530,"(10.0, 24.0, 18.75)","(7.0, 14.5, 12.535714285714285)","(11.0, 23.0, 12.266666666666667)","(7.0, 14.5, 13.572727272727274)","(18.0, 44.0, 24.363636363636363)","(1.3, 1.43, 1.37070796460177)"
14-12-2022 13:28:49.008490,"(10.0, 24.0, 18.75)","(7.0, 14.5, 12.535714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.572727272727274)","(18.0, 44.0, 29.6)","(1.3, 1.43, 1.4011111111111112)"
14-12-2022 13:28:50.038757,"(10.0, 24.0, 18.75)","(7.0, 14.5, 12.535714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.52)","(18.0, 44.0, 29.6)","(1.3, 1.44, 1.4011111111111112)"
14-12-2022 13:28:51.077405,"(10.0, 24.0, 18.75)","(7.0, 14.5, 12.535714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.52)","(18.0, 44.0, 29.6)","(1.3, 1.44, 1.4011111111111112)"
14-12-2022 13:28:52.079817,"(10.0, 24.0, 22.77777777777778)","(7.0, 14.5, 12.535714285714285)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.52)","(18.0, 44.0, 29.6)","(1.3, 1.44, 1.4011111111111112)"
14-12-2022 13:28:53.101522,"(10.0, 24.0, 22.77777777777778)","(7.0, 14.5, 10.083333333333332)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.52)","(18.0, 44.0, 25.090909090909093)","(1.3, 1.44, 1.4011111111111112)"
14-12-2022 13:28:54.219676,"(10.0, 24.0, 22.77777777777778)","(7.0, 14.5, 10.966666666666667)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.52)","(18.0, 44.0, 26.666666666666664)","(1.3, 1.44, 1.4011111111111112)"
14-12-2022 13:28:55.283073,"(10.0, 24.0, 22.77777777777778)","(7.0, 14.5, 10.966666666666667)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.52)","(18.0, 44.0, 31.25)","(1.3, 1.44, 1.4011111111111112)"
14-12-2022 13:28:56.374318,"(10.0, 24.0, 22.77777777777778)","(7.0, 14.5, 10.966666666666667)","(11.0, 23.0, 13.666666666666666)","(7.0, 14.5, 13.52)","(18.0, 44.0, 31.25)","(1.3, 1.44, 1.4011111111111112)"
14-12-2022 13:28:57.414859,"(10.0, 24.0, 22.77777777777778)","(7.0, 14.5, 10.966666666666667)","(11.0, 23.0, 13.2)","(7.0, 14.5, 13.52)","(18.0, 44.0, 30.666666666666668)","(1.3, 1.44, 1.4011111111111112)"
14-12-2022 13:28:58.510428,"(10.0, 24.0, 22.77777777777778)","(7.0, 14.5, 10.966666666666667)","(11.0, 23.0, 13.2)","(7.0, 14.5, 13.52)","(18.0, 44.0, 30.666666666666668)","(1.3, 1.44, 1.3966666666666667)"
14-12-2022 13:28:59.488268,"(10.0, 24.0, 22.77777777777778)","(7.0, 14.5, 13.742857142857144)","(11.0, 23.0, 13.2)","(7.0, 14.5, 13.52)","(18.0, 44.0, 30.666666666666668)","(1.3, 1.43, 1.3966666666666667)"
14-12-2022 13:29:00.450248,"(10.0, 24.0, 22.77777777777778)","(7.0, 14.5, 13.742857142857144)","(11.0, 23.0, 13.2)","(7.0, 14.5, 13.52)","(18.0, 44.0, 30.666666666666668)","(1.3, 1.43, 1.3966666666666667)"
14-12-2022 13:29:01.435873,"(10.0, 24.0, 22.77777777777778)","(7.0, 14.5, 13.742857142857144)","(11.0, 23.0, 13.2)","(7.0, 14.5, 13.52)","(18.0, 44.0, 30.666666666666668)","(1.3, 1.43, 1.3966666666666667)"
14-12-2022 13:29:02.425694,"(10.0, 24.0, 22.77777777777778)","(7.0, 14.5, 13.48)","(11.0, 23.0, 13.2)","(7.0, 14.5, 13.52)","(18.0, 44.0, 30.933333333333334)","(1.3, 1.43, 1.4)"
14-12-2022 13:29:03.480529,"(10.0, 24.0, 21.88888888888889)","(7.0, 14.5, 12.745454545454546)","(11.0, 23.0, 13.117647058823529)","(7.0, 14.0, 12.114285714285714)","(18.0, 44.0, 30.933333333333334)","(1.3, 1.43, 1.4)"
14-12-2022 13:29:04.520843,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 12.745454545454546)","(11.0, 23.0, 13.117647058823529)","(7.0, 14.0, 12.114285714285714)","(18.0, 44.0, 30.933333333333334)","(1.3, 1.43, 1.4)"
14-12-2022 13:29:05.506271,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 12.745454545454546)","(11.0, 23.0, 13.117647058823529)","(7.0, 14.0, 12.114285714285714)","(18.0, 44.0, 30.933333333333334)","(1.3, 1.43, 1.4133333333333333)"
14-12-2022 13:29:06.413357,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 12.745454545454546)","(11.0, 23.0, 13.117647058823529)","(7.0, 14.0, 12.114285714285714)","(18.0, 44.0, 30.933333333333334)","(1.3, 1.43, 1.4133333333333333)"
14-12-2022 13:29:07.397260,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.853333333333333)","(11.0, 23.0, 13.117647058823529)","(7.0, 14.0, 12.114285714285714)","(18.0, 44.0, 30.933333333333334)","(1.3, 1.43, 1.4152941176470588)"
14-12-2022 13:29:08.400749,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.853333333333333)","(11.0, 23.0, 13.117647058823529)","(7.0, 14.0, 12.114285714285714)","(18.0, 44.0, 30.933333333333334)","(1.3, 1.43, 1.4091666666666667)"
14-12-2022 13:29:09.453178,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.853333333333333)","(11.0, 23.0, 13.117647058823529)","(7.0, 14.0, 12.114285714285714)","(18.0, 44.0, 30.933333333333334)","(1.3, 1.43, 1.5684615384615384)"
14-12-2022 13:29:10.718411,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.853333333333333)","(11.0, 23.0, 12.647058823529411)","(7.0, 14.0, 12.114285714285714)","(18.0, 44.0, 30.933333333333334)","(1.3, 1.73, 1.555)"
14-12-2022 13:29:11.751717,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 23.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 44.0, 30.933333333333334)","(1.3, 1.72, 1.5430434782608695)"
14-12-2022 13:29:12.652189,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 44.0, 54.9375)","(1.3, 1.71, 1.5430434782608695)"
14-12-2022 13:29:13.589869,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 54.9375)","(1.3, 1.71, 1.4966666666666666)"
14-12-2022 13:29:14.684712,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 54.9375)","(1.3, 1.71, 1.4966666666666666)"
14-12-2022 13:29:15.740248,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 54.9375)","(1.3, 1.71, 1.514)"
14-12-2022 13:29:16.862340,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 54.9375)","(1.3, 1.7, 1.575)"
14-12-2022 13:29:18.052805,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 54.9375)","(1.3, 1.7, 1.575)"
14-12-2022 13:29:19.125821,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 54.9375)","(1.3, 1.7, 1.5699999999999998)"
14-12-2022 13:29:20.164931,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 54.9375)","(1.3, 1.69, 1.5238461538461539)"
14-12-2022 13:29:21.294791,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 54.9375)","(1.3, 1.69, 1.5238461538461539)"
14-12-2022 13:29:22.436742,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 54.9375)","(1.3, 1.69, 1.5238461538461539)"
14-12-2022 13:29:23.551712,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 54.9375)","(1.3, 1.69, 1.575)"
14-12-2022 13:29:24.698050,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 54.9375)","(1.3, 1.69, 1.575)"
14-12-2022 13:29:25.635903,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 54.9375)","(1.3, 1.69, 1.575)"
14-12-2022 13:29:26.659989,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 54.9375)","(1.3, 1.69, 1.5307692307692307)"
14-12-2022 13:29:27.859537,"(10.0, 23.0, 21.88888888888889)","(7.0, 14.0, 11.152380952380952)","(11.0, 22.0, 14.0)","(7.0, 14.0, 12.114285714285714)","(18.0, 60.0, 43.125)","(1.3, 1.69, 1.5307692307692307)"
