,Interpretation,Yering Soho,Terror To Rock,Star Shine,Honolulu Lulu,Mods,Gilardi,Eddee,Rocking Wroxton
10-01-2023 16:49:11.145931,"(1.4, 1.74, 1.7242105263157894)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 70.0, 57.33333333333333)","(11.0, 22.0, 19.375)","(31.0, 60.0, 45.0)","(51.0, 150.0, 131.25)"
10-01-2023 16:49:12.454205,"(1.4, 1.74, 1.7242105263157894)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 70.0, 57.33333333333333)","(11.0, 22.0, 19.375)","(31.0, 60.0, 45.0)","(51.0, 150.0, 131.25)"
10-01-2023 16:49:13.875298,"(1.4, 1.74, 1.7242105263157894)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 70.0, 57.33333333333333)","(11.0, 22.0, 19.375)","(31.0, 60.0, 45.0)","(51.0, 150.0, 131.25)"
10-01-2023 16:49:15.498867,"(1.4, 1.74, 1.7242105263157894)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 70.0, 57.33333333333333)","(11.0, 22.0, 19.375)","(31.0, 60.0, 45.0)","(51.0, 150.0, 131.25)"
10-01-2023 16:49:16.943301,"(1.4, 1.74, 1.7242105263157894)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 70.0, 57.33333333333333)","(11.0, 22.0, 19.375)","(31.0, 60.0, 45.0)","(51.0, 150.0, 133.0)"
10-01-2023 16:49:18.470190,"(1.4, 1.74, 1.7242105263157894)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 70.0, 57.33333333333333)","(11.0, 22.0, 19.375)","(31.0, 60.0, 45.0)","(51.0, 150.0, 133.0)"
10-01-2023 16:49:19.787200,"(1.4, 1.74, 1.7242105263157894)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 70.0, 57.33333333333333)","(11.0, 22.0, 19.375)","(31.0, 60.0, 45.0)","(51.0, 150.0, 133.0)"
10-01-2023 16:49:21.192377,"(1.4, 1.74, 1.7242105263157894)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 70.0, 57.33333333333333)","(11.0, 22.0, 19.375)","(31.0, 60.0, 45.0)","(51.0, 150.0, 107.5)"
10-01-2023 16:49:22.568304,"(1.4, 1.74, 1.7242105263157894)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 70.0, 57.33333333333333)","(11.0, 22.0, 19.375)","(31.0, 60.0, 45.0)","(51.0, 150.0, 107.5)"
10-01-2023 16:49:23.955665,"(1.4, 1.74, 1.683)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 70.0, 59.714285714285715)","(11.0, 22.0, 19.375)","(31.0, 60.0, 45.0)","(51.0, 150.0, 107.5)"
10-01-2023 16:49:25.340035,"(1.4, 1.74, 1.683)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 70.0, 59.714285714285715)","(11.0, 22.0, 19.375)","(31.0, 60.0, 45.0)","(51.0, 150.0, 107.5)"
10-01-2023 16:49:26.712315,"(1.4, 1.74, 1.683)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 70.0, 59.714285714285715)","(11.0, 22.0, 19.375)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 107.5)"
10-01-2023 16:49:28.008513,"(1.4, 1.74, 1.683)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 70.0, 84.83333333333333)","(11.0, 22.0, 19.375)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 107.5)"
10-01-2023 16:49:29.351716,"(1.4, 1.74, 1.683)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 95.0, 84.16666666666667)","(11.0, 22.0, 19.375)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 107.5)"
10-01-2023 16:49:30.684741,"(1.4, 1.74, 1.683)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 95.0, 84.16666666666667)","(11.0, 22.0, 19.375)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 107.5)"
10-01-2023 16:49:32.075300,"(1.4, 1.74, 1.683)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 95.0, 84.16666666666667)","(11.0, 22.0, 19.375)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 107.5)"
10-01-2023 16:49:33.503518,"(1.4, 1.74, 1.683)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 95.0, 67.5)","(11.0, 22.0, 19.375)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 107.5)"
10-01-2023 16:49:34.824407,"(1.4, 1.74, 1.683)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 90.0, 67.5)","(11.0, 22.0, 18.833333333333332)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 107.5)"
10-01-2023 16:49:36.214865,"(1.4, 1.74, 1.683)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 90.0, 67.5)","(11.0, 22.0, 18.833333333333332)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 107.5)"
10-01-2023 16:49:37.580404,"(1.4, 1.74, 1.683)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 90.0, 67.5)","(11.0, 22.0, 18.833333333333332)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:49:38.953644,"(1.4, 1.74, 1.683)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 90.0, 67.5)","(11.0, 22.0, 18.833333333333332)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 130.0)"
10-01-2023 16:49:40.356280,"(1.4, 1.74, 1.683)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 90.0, 67.5)","(11.0, 22.0, 18.833333333333332)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 130.0)"
10-01-2023 16:49:41.696375,"(1.4, 1.74, 1.683)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 90.0, 67.5)","(11.0, 22.0, 19.285714285714285)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 130.0)"
10-01-2023 16:49:43.023524,"(1.4, 1.74, 1.6833333333333333)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 90.0, 65.14285714285714)","(11.0, 22.0, 19.285714285714285)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 130.0)"
10-01-2023 16:49:44.420602,"(1.4, 1.74, 1.6833333333333333)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 90.0, 65.14285714285714)","(11.0, 22.0, 16.0)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 135.83333333333331)"
10-01-2023 16:49:46.006239,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 90.0, 65.14285714285714)","(11.0, 22.0, 16.0)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 135.83333333333331)"
10-01-2023 16:49:47.417865,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 90.0, 65.14285714285714)","(11.0, 22.0, 16.0)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 135.83333333333331)"
10-01-2023 16:49:48.881267,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 90.0, 65.14285714285714)","(11.0, 22.0, 16.0)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 135.83333333333331)"
10-01-2023 16:49:50.351335,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 90.0, 65.14285714285714)","(11.0, 22.0, 16.0)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 135.83333333333331)"
10-01-2023 16:49:51.751214,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 90.0, 74.4)","(11.0, 22.0, 16.0)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 135.83333333333331)"
10-01-2023 16:49:53.106223,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 85.0, 74.4)","(11.0, 22.0, 16.0)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 135.83333333333331)"
10-01-2023 16:49:54.368144,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 85.0, 74.4)","(11.0, 22.0, 16.0)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 135.83333333333331)"
10-01-2023 16:49:55.862346,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 85.0, 74.4)","(11.0, 22.0, 19.166666666666668)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 135.83333333333331)"
10-01-2023 16:49:57.561100,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 17.0)","(26.0, 85.0, 82.4)","(11.0, 22.0, 19.166666666666668)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 135.83333333333331)"
10-01-2023 16:49:59.095202,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 17.0)","(26.0, 95.0, 82.4)","(11.0, 22.0, 19.166666666666668)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 135.83333333333331)"
10-01-2023 16:50:00.645308,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.8, 7.9)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 17.0)","(26.0, 95.0, 82.4)","(11.0, 22.0, 19.166666666666668)","(31.0, 60.0, 55.333333333333336)","(51.0, 150.0, 135.83333333333331)"
10-01-2023 16:50:02.122768,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.8, 8.2)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 17.0)","(26.0, 95.0, 84.5)","(11.0, 22.0, 19.166666666666668)","(31.0, 60.0, 56.0)","(51.0, 150.0, 135.83333333333331)"
10-01-2023 16:50:03.578355,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 17.77777777777778)","(26.0, 95.0, 84.5)","(11.0, 22.0, 19.166666666666668)","(31.0, 60.0, 56.0)","(51.0, 150.0, 135.83333333333331)"
10-01-2023 16:50:04.997340,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 95.0, 84.5)","(11.0, 22.0, 19.166666666666668)","(31.0, 60.0, 56.0)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:06.405539,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 95.0, 83.2)","(11.0, 22.0, 19.166666666666668)","(31.0, 60.0, 56.0)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:07.814444,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.25)","(12.0, 21.0, 15.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 95.0, 83.2)","(11.0, 22.0, 19.166666666666668)","(31.0, 60.0, 56.0)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:09.152579,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.25)","(12.0, 21.0, 16.0)","(10.0, 20.0, 16.833333333333332)","(26.0, 95.0, 83.2)","(11.0, 22.0, 18.4)","(31.0, 60.0, 56.0)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:10.516830,"(1.4, 1.74, 1.6500000000000001)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.25)","(12.0, 20.0, 18.857142857142858)","(10.0, 20.0, 16.833333333333332)","(26.0, 95.0, 83.2)","(11.0, 22.0, 18.4)","(31.0, 60.0, 56.0)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:11.870256,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.25)","(12.0, 20.0, 18.857142857142858)","(10.0, 20.0, 16.833333333333332)","(26.0, 95.0, 83.2)","(11.0, 22.0, 18.4)","(31.0, 60.0, 56.0)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:13.205361,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 20.714285714285715)","(12.0, 20.0, 19.2)","(10.0, 20.0, 17.0)","(26.0, 95.0, 83.2)","(11.0, 22.0, 18.4)","(31.0, 60.0, 57.2)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:14.569646,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 20.714285714285715)","(12.0, 20.0, 19.272727272727273)","(10.0, 20.0, 18.0)","(26.0, 95.0, 85.16666666666667)","(11.0, 22.0, 18.4)","(31.0, 60.0, 57.45454545454545)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:15.927815,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 20.714285714285715)","(12.0, 20.0, 19.272727272727273)","(10.0, 20.0, 17.0)","(26.0, 95.0, 85.16666666666667)","(11.0, 22.0, 18.4)","(31.0, 60.0, 51.33333333333333)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:17.332019,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 20.714285714285715)","(12.0, 20.0, 17.5)","(10.0, 20.0, 17.0)","(26.0, 95.0, 85.16666666666667)","(11.0, 22.0, 18.4)","(31.0, 60.0, 51.33333333333333)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:18.765995,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 20.714285714285715)","(12.0, 20.0, 17.5)","(10.0, 20.0, 17.77777777777778)","(26.0, 95.0, 85.16666666666667)","(11.0, 22.0, 18.4)","(31.0, 60.0, 51.33333333333333)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:20.155614,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 20.714285714285715)","(12.0, 20.0, 17.5)","(10.0, 20.0, 17.77777777777778)","(26.0, 95.0, 64.5)","(11.0, 22.0, 18.4)","(31.0, 60.0, 51.33333333333333)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:21.630193,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 20.714285714285715)","(12.0, 20.0, 17.5)","(10.0, 20.0, 17.88888888888889)","(26.0, 95.0, 64.5)","(11.0, 22.0, 18.4)","(31.0, 60.0, 51.33333333333333)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:23.032478,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 20.714285714285715)","(12.0, 20.0, 17.5)","(10.0, 20.0, 17.88888888888889)","(26.0, 95.0, 64.5)","(11.0, 22.0, 18.4)","(31.0, 60.0, 51.33333333333333)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:24.460555,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 20.714285714285715)","(12.0, 20.0, 17.5)","(10.0, 20.0, 16.4)","(26.0, 95.0, 64.5)","(11.0, 22.0, 18.4)","(31.0, 60.0, 51.33333333333333)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:25.916914,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 20.714285714285715)","(12.0, 20.0, 17.5)","(10.0, 20.0, 16.833333333333332)","(26.0, 95.0, 64.5)","(11.0, 22.0, 18.4)","(31.0, 60.0, 51.33333333333333)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:27.347914,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 20.714285714285715)","(12.0, 20.0, 17.5)","(10.0, 20.0, 17.0)","(26.0, 95.0, 64.5)","(11.0, 22.0, 18.4)","(31.0, 60.0, 51.33333333333333)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:28.848440,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 20.714285714285715)","(12.0, 20.0, 17.5)","(10.0, 20.0, 17.0)","(26.0, 95.0, 64.5)","(11.0, 22.0, 18.4)","(31.0, 60.0, 56.5)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:30.277028,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 20.714285714285715)","(12.0, 20.0, 17.5)","(10.0, 20.0, 17.0)","(26.0, 95.0, 64.5)","(11.0, 22.0, 18.4)","(31.0, 60.0, 56.5)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:31.702154,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 20.714285714285715)","(12.0, 20.0, 19.318181818181817)","(10.0, 20.0, 17.0)","(26.0, 95.0, 64.5)","(11.0, 22.0, 18.4)","(31.0, 60.0, 56.5)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:33.147713,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 21.555555555555557)","(12.0, 20.0, 19.318181818181817)","(10.0, 20.0, 17.0)","(26.0, 95.0, 64.5)","(11.0, 22.0, 20.615384615384613)","(31.0, 60.0, 56.5)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:34.516653,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 21.555555555555557)","(12.0, 20.0, 18.25)","(10.0, 20.0, 17.0)","(26.0, 95.0, 64.5)","(11.0, 22.0, 19.166666666666668)","(31.0, 60.0, 55.666666666666664)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:35.880673,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 21.555555555555557)","(12.0, 20.0, 19.0)","(10.0, 20.0, 17.0)","(26.0, 95.0, 80.25)","(11.0, 22.0, 19.166666666666668)","(31.0, 60.0, 54.0)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:37.200531,"(1.4, 1.74, 1.6990909090909092)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 21.555555555555557)","(12.0, 20.0, 19.22222222222222)","(10.0, 20.0, 17.0)","(26.0, 95.0, 83.2)","(11.0, 22.0, 19.166666666666668)","(31.0, 60.0, 54.0)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:38.515734,"(1.4, 1.74, 1.69)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 21.555555555555557)","(12.0, 20.0, 19.22222222222222)","(10.0, 20.0, 17.0)","(26.0, 95.0, 83.2)","(11.0, 22.0, 19.166666666666668)","(31.0, 60.0, 54.0)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:39.918444,"(1.4, 1.74, 1.69)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 21.555555555555557)","(12.0, 20.0, 19.22222222222222)","(10.0, 20.0, 17.0)","(26.0, 95.0, 83.2)","(11.0, 22.0, 19.166666666666668)","(31.0, 60.0, 54.0)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:41.371280,"(1.4, 1.74, 1.705)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 21.555555555555557)","(12.0, 20.0, 19.22222222222222)","(10.0, 20.0, 17.0)","(26.0, 95.0, 83.2)","(11.0, 22.0, 19.166666666666668)","(31.0, 60.0, 54.0)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:42.778184,"(1.4, 1.74, 1.705)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 17.0)","(12.0, 20.0, 16.75)","(10.0, 20.0, 17.0)","(26.0, 95.0, 83.2)","(11.0, 22.0, 16.666666666666668)","(31.0, 60.0, 55.666666666666664)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:44.179957,"(1.4, 1.74, 1.7076923076923076)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.75)","(12.0, 20.0, 16.75)","(10.0, 20.0, 17.0)","(26.0, 95.0, 85.16666666666667)","(11.0, 22.0, 16.666666666666668)","(31.0, 60.0, 55.666666666666664)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:45.595555,"(1.4, 1.74, 1.66)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.75)","(12.0, 20.0, 16.75)","(10.0, 20.0, 17.0)","(26.0, 95.0, 85.16666666666667)","(11.0, 22.0, 18.0)","(31.0, 60.0, 55.666666666666664)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:47.074201,"(1.4, 1.69, 1.7076923076923076)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.75)","(12.0, 20.0, 16.75)","(10.0, 20.0, 17.0)","(26.0, 95.0, 85.16666666666667)","(11.0, 22.0, 18.0)","(31.0, 60.0, 55.666666666666664)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:48.499564,"(1.4, 1.74, 1.7076923076923076)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.75)","(12.0, 20.0, 16.75)","(10.0, 20.0, 17.0)","(26.0, 95.0, 85.16666666666667)","(11.0, 22.0, 18.0)","(31.0, 60.0, 55.666666666666664)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:49.911190,"(1.4, 1.74, 1.7076923076923076)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.75)","(12.0, 20.0, 16.75)","(10.0, 20.0, 17.0)","(26.0, 95.0, 85.16666666666667)","(11.0, 22.0, 18.0)","(31.0, 60.0, 55.666666666666664)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:51.328186,"(1.4, 1.74, 1.7076923076923076)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.75)","(12.0, 20.0, 16.75)","(10.0, 20.0, 17.166666666666668)","(26.0, 95.0, 85.16666666666667)","(11.0, 22.0, 18.0)","(31.0, 60.0, 55.666666666666664)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:52.709993,"(1.4, 1.74, 1.6966666666666668)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.75)","(12.0, 20.0, 16.75)","(10.0, 20.0, 16.4)","(26.0, 95.0, 85.16666666666667)","(11.0, 22.0, 18.0)","(31.0, 60.0, 55.666666666666664)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:54.027323,"(1.4, 1.74, 1.6966666666666668)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.75)","(12.0, 20.0, 19.35)","(10.0, 20.0, 18.0)","(26.0, 95.0, 85.16666666666667)","(11.0, 22.0, 18.0)","(31.0, 60.0, 55.666666666666664)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:55.353216,"(1.4, 1.74, 1.6966666666666668)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.75)","(12.0, 20.0, 18.5)","(10.0, 20.0, 16.833333333333332)","(26.0, 95.0, 85.16666666666667)","(11.0, 22.0, 18.0)","(31.0, 60.0, 55.666666666666664)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:56.718664,"(1.4, 1.74, 1.6966666666666668)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.75)","(12.0, 20.0, 18.5)","(10.0, 20.0, 16.833333333333332)","(26.0, 95.0, 85.16666666666667)","(11.0, 22.0, 18.0)","(31.0, 60.0, 55.666666666666664)","(51.0, 150.0, 137.85714285714286)"
10-01-2023 16:50:58.221876,"(1.4, 1.74, 1.6966666666666668)","(6.5, 8.6, 8.066666666666666)","(12.0, 24.0, 18.75)","(12.0, 20.0, 18.5)","(10.0, 20.0, 16.833333333333332)","(26.0, 95.0, 85.16666666666667)","(11.0, 22.0, 18.0)","(31.0, 60.0, 55.666666666666664)","(51.0, 150.0, 137.85714285714286)"
