,Amazonian Queen,Seven Ounce,Arlington,Desmonde,Affair Bit,Zipping Presley,Afro Puff,Bugs
06-01-2023 17:17:44.106529,"(2.8, 4.5, 4.361666666666666)","(7.0, 13.0, 11.5)","(14.0, 34.0, 26.2)","(3.4, 6.4, 6.175000000000001)","(31.0, 200.0, 86.54545454545455)","(3.6, 5.3, 3.6842105263157894)","(17.0, 90.0, 53.75)","(13.0, 46.0, 19.3125)"
06-01-2023 17:17:45.219693,"(2.8, 4.5, 4.361666666666666)","(7.0, 13.0, 11.5)","(14.0, 34.0, 26.2)","(3.4, 6.4, 6.175000000000001)","(31.0, 200.0, 86.54545454545455)","(3.6, 5.2, 3.6842105263157894)","(17.0, 90.0, 53.75)","(13.0, 46.0, 19.3125)"
06-01-2023 17:17:46.390935,"(2.8, 4.5, 4.361666666666666)","(7.0, 13.0, 11.5)","(14.0, 34.0, 26.2)","(3.4, 6.4, 6.130000000000001)","(31.0, 200.0, 86.54545454545455)","(3.6, 5.2, 3.6842105263157894)","(17.0, 90.0, 53.75)","(13.0, 46.0, 19.3125)"
06-01-2023 17:17:47.627106,"(2.8, 4.5, 4.361666666666666)","(7.0, 13.0, 11.5)","(14.0, 34.0, 26.2)","(3.4, 6.4, 6.130000000000001)","(31.0, 200.0, 86.54545454545455)","(3.6, 5.2, 3.6842105263157894)","(17.0, 90.0, 42.0)","(13.0, 46.0, 19.3125)"
06-01-2023 17:17:48.834810,"(2.8, 4.5, 4.361666666666666)","(7.0, 13.0, 11.5)","(14.0, 34.0, 26.2)","(3.4, 6.4, 6.130000000000001)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.2, 4.45)","(17.0, 90.0, 53.0)","(13.0, 46.0, 19.3125)"
06-01-2023 17:17:49.920853,"(2.8, 4.5, 4.361666666666666)","(7.0, 13.0, 11.5)","(14.0, 34.0, 30.0)","(3.4, 6.4, 6.130000000000001)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.3, 4.5)","(17.0, 90.0, 53.0)","(13.0, 46.0, 19.857142857142858)"
06-01-2023 17:17:51.160314,"(2.8, 4.5, 4.361666666666666)","(7.0, 13.0, 11.5)","(14.0, 34.0, 30.0)","(3.4, 6.4, 6.130000000000001)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 90.0, 71.5)","(13.0, 46.0, 19.857142857142858)"
06-01-2023 17:17:52.449546,"(2.8, 4.5, 4.361666666666666)","(7.0, 13.0, 11.5)","(14.0, 34.0, 30.0)","(3.4, 6.4, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 90.0, 65.5)","(13.0, 46.0, 19.3125)"
06-01-2023 17:17:53.808275,"(2.8, 4.5, 4.361666666666666)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 90.0, 65.5)","(13.0, 46.0, 19.3125)"
06-01-2023 17:17:55.029473,"(2.8, 4.5, 4.361666666666666)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 90.0, 65.5)","(13.0, 46.0, 19.3125)"
06-01-2023 17:17:56.144285,"(2.8, 4.5, 4.361666666666666)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 90.0, 65.5)","(13.0, 46.0, 19.3125)"
06-01-2023 17:17:57.251565,"(2.8, 4.5, 4.361666666666666)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 90.0, 65.5)","(13.0, 46.0, 19.3125)"
06-01-2023 17:17:58.435237,"(2.8, 4.5, 4.361666666666666)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 90.0, 65.5)","(13.0, 46.0, 19.3125)"
06-01-2023 17:17:59.687677,"(2.8, 4.5, 4.361666666666666)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 90.0, 65.5)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:00.957141,"(2.8, 4.5, 4.361666666666666)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 90.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:02.140503,"(2.8, 4.5, 4.361666666666666)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:03.402231,"(2.8, 4.5, 4.361666666666666)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:04.626883,"(2.8, 4.5, 4.361666666666666)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:05.866377,"(2.8, 4.5, 4.09)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:07.082790,"(2.8, 4.5, 4.09)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:08.336011,"(2.8, 4.5, 3.65)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:09.452109,"(2.8, 4.5, 3.65)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:10.529499,"(2.8, 4.5, 4.2)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:11.664029,"(2.8, 4.5, 3.62)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:12.933252,"(2.8, 4.5, 3.62)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:14.192163,"(2.8, 4.5, 3.62)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:15.529392,"(2.8, 4.5, 3.62)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.745454545454546)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:16.771055,"(2.8, 4.5, 3.62)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.815384615384616)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:17.933799,"(2.8, 4.5, 4.206666666666667)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.815384615384616)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:18.955483,"(2.8, 4.5, 4.206666666666667)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.815384615384616)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:20.098251,"(2.8, 4.5, 4.206666666666667)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.815384615384616)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 62.166666666666664)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:21.305174,"(2.8, 4.5, 4.206666666666667)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 30.0)","(3.4, 6.2, 5.815384615384616)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 68.0)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:22.500170,"(2.8, 4.5, 4.206666666666667)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.2, 5.815384615384616)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 68.0)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:23.715574,"(2.8, 4.5, 4.206666666666667)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.2, 5.815384615384616)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 68.0)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:24.927634,"(2.8, 4.4, 3.7775000000000003)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.2, 5.815384615384616)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 68.0)","(13.0, 46.0, 19.3125)"
06-01-2023 17:18:26.145210,"(2.8, 4.5, 4.206666666666667)","(7.0, 12.5, 11.714285714285715)","(14.0, 34.0, 21.0)","(3.4, 6.2, 5.815384615384616)","(31.0, 200.0, 143.57142857142858)","(3.6, 5.4, 4.5)","(17.0, 85.0, 71.4)","(13.0, 46.0, 22.27777777777778)"
