,Magic Drum,Tom The Star,Silly Salmon,Strad,Beautrooper,Funny Impact,Isolating,Beaukati,Belle Power,Miss Epernay,Low Level Flying,Ourzacracker
10-01-2023 15:19:02.320687,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.368421052631579)","(3.5, 4.1, 4.019767441860465)","(11.0, 18.0, 17.217391304347828)","(8.0, 14.0, 13.692307692307692)","(31.0, 55.0, 51.6)","(10.0, 12.0, 11.736842105263158)","(3.5, 3.7, 3.694736842105263)","(21.0, 34.0, 30.0)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 100.0)"
10-01-2023 15:19:04.092029,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.368421052631579)","(3.5, 4.1, 4.019767441860465)","(11.0, 18.0, 17.31578947368421)","(8.0, 14.0, 13.692307692307692)","(31.0, 55.0, 51.6)","(10.0, 12.0, 11.345132743362832)","(3.5, 3.7, 3.694736842105263)","(21.0, 34.0, 30.8)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 100.0)"
10-01-2023 15:19:05.863595,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.368421052631579)","(3.5, 4.1, 4.019767441860465)","(11.0, 18.0, 17.375)","(8.0, 14.0, 13.692307692307692)","(31.0, 55.0, 51.6)","(10.0, 11.5, 11.345132743362832)","(3.5, 3.7, 3.694736842105263)","(21.0, 34.0, 30.8)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 100.0)"
10-01-2023 15:19:07.699202,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.368421052631579)","(3.5, 4.1, 3.99)","(11.0, 18.0, 17.375)","(8.0, 14.0, 13.692307692307692)","(31.0, 55.0, 51.6)","(10.0, 11.5, 11.375)","(3.5, 3.7, 3.694736842105263)","(21.0, 34.0, 30.8)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 100.0)"
10-01-2023 15:19:09.738603,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.4375)","(3.5, 4.0, 3.99)","(11.0, 18.0, 17.375)","(8.0, 14.0, 13.692307692307692)","(31.0, 55.0, 51.6)","(10.0, 11.5, 11.375)","(3.5, 3.7, 3.694736842105263)","(21.0, 34.0, 30.8)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 100.0)"
10-01-2023 15:19:11.950150,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.4375)","(3.5, 4.0, 3.990740740740741)","(11.0, 18.0, 17.375)","(8.0, 14.0, 13.692307692307692)","(31.0, 55.0, 51.6)","(10.0, 11.5, 11.375)","(3.5, 3.7, 3.6875)","(21.0, 34.0, 30.8)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 100.0)"
10-01-2023 15:19:14.062822,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.368421052631579)","(3.5, 4.0, 3.990740740740741)","(11.0, 18.0, 17.545454545454547)","(8.0, 14.0, 13.692307692307692)","(31.0, 55.0, 53.3)","(10.0, 11.5, 11.869565217391305)","(3.5, 3.7, 3.6875)","(21.0, 34.0, 29.625)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 100.0)"
10-01-2023 15:19:16.010134,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.5)","(3.5, 4.0, 3.990740740740741)","(11.0, 18.0, 17.545454545454547)","(8.0, 14.0, 13.692307692307692)","(31.0, 55.0, 53.3)","(10.0, 12.0, 11.842105263157894)","(3.5, 3.7, 3.6875)","(21.0, 34.0, 28.90909090909091)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 100.0)"
10-01-2023 15:19:18.401903,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.61111111111111)","(3.5, 4.0, 3.990740740740741)","(11.0, 18.0, 17.545454545454547)","(8.0, 14.0, 13.692307692307692)","(31.0, 55.0, 53.3)","(10.0, 12.0, 11.919540229885058)","(3.5, 3.7, 3.694736842105263)","(21.0, 34.0, 28.90909090909091)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 100.0)"
10-01-2023 15:19:20.857370,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.61111111111111)","(3.5, 4.0, 3.990740740740741)","(11.0, 18.0, 17.545454545454547)","(8.0, 14.0, 13.692307692307692)","(31.0, 55.0, 53.3)","(10.0, 12.0, 11.919540229885058)","(3.5, 3.7, 3.694736842105263)","(21.0, 34.0, 28.90909090909091)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 100.0)"
10-01-2023 15:19:22.960940,"(9.0, 12.0, 11.3)","(5.5, 11.0, 10.666666666666666)","(3.5, 4.0, 3.990740740740741)","(11.0, 18.0, 17.545454545454547)","(8.0, 14.0, 13.5)","(31.0, 55.0, 53.3)","(10.0, 12.0, 11.648148148148149)","(3.5, 3.7, 3.694736842105263)","(21.0, 34.0, 29.625)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 100.0)"
10-01-2023 15:19:24.757578,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.263157894736842)","(3.5, 4.0, 4.061111111111111)","(11.0, 18.0, 17.545454545454547)","(8.0, 14.0, 13.533333333333333)","(31.0, 55.0, 53.3)","(10.0, 12.0, 11.405172413793103)","(3.5, 3.7, 3.6914634146341463)","(21.0, 34.0, 29.625)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 103.33333333333333)"
10-01-2023 15:19:26.571335,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.263157894736842)","(3.5, 4.1, 4.061111111111111)","(11.0, 18.0, 17.545454545454547)","(8.0, 14.0, 13.533333333333333)","(31.0, 55.0, 53.3)","(10.0, 11.5, 11.405172413793103)","(3.5, 3.7, 3.6914634146341463)","(21.0, 34.0, 29.625)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 104.0)"
10-01-2023 15:19:28.391330,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.263157894736842)","(3.5, 4.1, 4.0588235294117645)","(11.0, 18.0, 17.375)","(8.0, 14.0, 13.533333333333333)","(31.0, 55.0, 51.6)","(10.0, 11.5, 11.884297520661157)","(3.5, 3.7, 3.681578947368421)","(21.0, 34.0, 28.90909090909091)","(101.0, 200.0, 166.66666666666666)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 104.0)"
10-01-2023 15:19:30.165021,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.263157894736842)","(3.5, 4.1, 4.044444444444444)","(11.0, 18.0, 17.375)","(8.0, 14.0, 13.533333333333333)","(31.0, 55.0, 51.6)","(10.0, 12.0, 11.884297520661157)","(3.5, 3.7, 3.6914634146341463)","(21.0, 34.0, 28.90909090909091)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 106.66666666666667)"
10-01-2023 15:19:31.942689,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.263157894736842)","(3.5, 4.1, 4.057142857142857)","(11.0, 18.0, 17.375)","(8.0, 14.0, 13.533333333333333)","(31.0, 55.0, 49.333333333333336)","(10.0, 12.0, 11.884297520661157)","(3.5, 3.7, 3.6914634146341463)","(21.0, 34.0, 28.90909090909091)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 106.66666666666667)"
10-01-2023 15:19:33.653622,"(9.0, 12.0, 11.3)","(5.5, 11.0, 10.263157894736842)","(3.5, 4.1, 4.057142857142857)","(11.0, 18.0, 17.375)","(8.0, 14.0, 13.533333333333333)","(31.0, 55.0, 49.333333333333336)","(10.0, 12.0, 11.884297520661157)","(3.5, 3.7, 3.6914634146341463)","(21.0, 34.0, 29.625)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 106.66666666666667)"
10-01-2023 15:19:35.463248,"(9.0, 12.0, 11.3)","(5.5, 11.0, 10.263157894736842)","(3.5, 4.1, 4.057142857142857)","(11.0, 18.0, 17.375)","(8.0, 14.0, 13.533333333333333)","(31.0, 55.0, 49.333333333333336)","(10.0, 12.0, 11.884297520661157)","(3.5, 3.7, 3.6914634146341463)","(21.0, 34.0, 29.625)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 106.66666666666667)"
10-01-2023 15:19:37.248962,"(9.0, 12.0, 11.3)","(5.5, 11.0, 10.375)","(3.5, 4.1, 4.057142857142857)","(11.0, 18.0, 17.384615384615383)","(8.0, 14.0, 13.533333333333333)","(31.0, 55.0, 49.333333333333336)","(10.0, 12.0, 11.884297520661157)","(3.5, 3.7, 3.6914634146341463)","(21.0, 34.0, 29.625)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 106.66666666666667)"
10-01-2023 15:19:39.060122,"(9.0, 12.0, 11.3)","(5.5, 10.5, 10.375)","(3.5, 4.1, 4.057142857142857)","(11.0, 18.0, 17.9)","(8.0, 14.0, 13.533333333333333)","(31.0, 55.0, 49.333333333333336)","(10.0, 12.0, 11.88976377952756)","(3.5, 3.7, 3.6914634146341463)","(21.0, 34.0, 28.90909090909091)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 110.0)"
10-01-2023 15:19:40.833623,"(9.0, 12.0, 11.3)","(5.5, 10.5, 10.375)","(3.5, 4.1, 4.057142857142857)","(11.0, 18.0, 17.9)","(8.0, 14.0, 13.533333333333333)","(31.0, 55.0, 49.333333333333336)","(10.0, 12.0, 11.88976377952756)","(3.5, 3.7, 3.6914634146341463)","(21.0, 34.0, 28.90909090909091)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 114.28571428571429)"
10-01-2023 15:19:42.562750,"(9.0, 12.0, 11.3)","(5.5, 10.5, 10.375)","(3.5, 4.1, 4.057142857142857)","(11.0, 18.0, 17.9)","(8.0, 14.0, 13.533333333333333)","(31.0, 55.0, 49.333333333333336)","(10.0, 12.0, 11.88976377952756)","(3.5, 3.7, 3.6914634146341463)","(21.0, 34.0, 28.90909090909091)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 114.28571428571429)"
10-01-2023 15:19:44.191781,"(9.0, 12.0, 11.3)","(5.5, 10.5, 10.692307692307692)","(3.5, 4.1, 4.057142857142857)","(11.0, 18.0, 17.846153846153847)","(8.0, 14.0, 13.533333333333333)","(31.0, 55.0, 49.333333333333336)","(10.0, 12.0, 11.88976377952756)","(3.5, 3.7, 3.680357142857143)","(21.0, 34.0, 29.625)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 114.28571428571429)"
10-01-2023 15:19:45.908057,"(9.0, 12.0, 11.3)","(5.5, 11.0, 10.529411764705882)","(3.5, 4.1, 3.9763157894736842)","(11.0, 18.0, 17.846153846153847)","(8.0, 14.0, 13.533333333333333)","(31.0, 55.0, 49.333333333333336)","(10.0, 12.0, 11.88976377952756)","(3.5, 3.7, 3.680357142857143)","(21.0, 34.0, 29.625)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 114.28571428571429)"
10-01-2023 15:19:47.633242,"(9.0, 12.0, 11.3)","(5.5, 11.0, 10.529411764705882)","(3.5, 4.0, 3.9894736842105263)","(11.0, 18.0, 17.846153846153847)","(8.0, 14.0, 13.533333333333333)","(31.0, 55.0, 49.333333333333336)","(10.0, 12.0, 11.88976377952756)","(3.5, 3.7, 3.6904761904761907)","(21.0, 34.0, 29.625)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 114.28571428571429)"
10-01-2023 15:19:49.344736,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.529411764705882)","(3.5, 4.1, 3.9819148936170214)","(11.0, 18.0, 17.846153846153847)","(8.0, 14.0, 13.533333333333333)","(31.0, 55.0, 49.333333333333336)","(10.0, 12.0, 11.88976377952756)","(3.5, 3.7, 3.5964285714285715)","(21.0, 34.0, 29.625)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 114.28571428571429)"
10-01-2023 15:19:50.997615,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.529411764705882)","(3.5, 4.1, 3.9819148936170214)","(11.0, 18.0, 17.846153846153847)","(8.0, 14.0, 13.533333333333333)","(31.0, 55.0, 56.85714285714286)","(10.0, 12.0, 11.911290322580646)","(3.5, 3.6, 3.5964285714285715)","(21.0, 34.0, 29.625)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 114.28571428571429)"
10-01-2023 15:19:52.679899,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.529411764705882)","(3.5, 4.1, 3.9819148936170214)","(11.0, 18.0, 17.846153846153847)","(8.0, 14.0, 13.533333333333333)","(31.0, 60.0, 56.85714285714286)","(10.0, 12.0, 11.911290322580646)","(3.5, 3.6, 3.5964285714285715)","(21.0, 34.0, 29.625)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 114.28571428571429)"
10-01-2023 15:19:54.430731,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.529411764705882)","(3.5, 4.1, 3.9819148936170214)","(11.0, 18.0, 17.846153846153847)","(8.0, 14.0, 13.533333333333333)","(31.0, 60.0, 56.85714285714286)","(10.0, 12.0, 11.911290322580646)","(3.5, 3.6, 3.5964285714285715)","(21.0, 34.0, 35.25)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 114.28571428571429)"
10-01-2023 15:19:56.193444,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.529411764705882)","(3.5, 4.1, 3.9819148936170214)","(11.0, 18.0, 17.0)","(8.0, 14.0, 13.533333333333333)","(31.0, 60.0, 56.85714285714286)","(10.0, 12.0, 11.911290322580646)","(3.5, 3.6, 3.5916666666666663)","(21.0, 38.0, 35.25)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 114.28571428571429)"
10-01-2023 15:19:57.768158,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.272727272727273)","(3.5, 4.1, 3.9972222222222222)","(11.0, 17.5, 16.615384615384617)","(8.0, 14.0, 13.333333333333334)","(31.0, 60.0, 56.85714285714286)","(10.0, 12.0, 11.818181818181818)","(3.5, 3.65, 3.5916666666666663)","(21.0, 38.0, 36.77777777777778)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 114.28571428571429)"
10-01-2023 15:19:59.231545,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.272727272727273)","(3.5, 4.1, 4.026)","(11.0, 17.0, 16.75)","(8.0, 14.0, 13.333333333333334)","(31.0, 60.0, 56.85714285714286)","(10.0, 12.0, 11.818181818181818)","(3.5, 3.65, 3.569230769230769)","(21.0, 38.0, 36.77777777777778)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 114.28571428571429)"
10-01-2023 15:20:01.035510,"(9.0, 12.0, 11.346153846153847)","(5.5, 11.0, 10.272727272727273)","(3.5, 4.1, 4.027659574468085)","(11.0, 17.0, 16.75)","(8.0, 14.0, 13.333333333333334)","(31.0, 60.0, 56.85714285714286)","(10.0, 12.0, 11.818181818181818)","(3.5, 3.65, 3.588888888888889)","(21.0, 38.0, 36.77777777777778)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.33333333333334)","(91.0, 120.0, 114.28571428571429)"
10-01-2023 15:20:02.806305,"(9.0, 12.0, 11.61111111111111)","(5.5, 11.0, 10.25)","(3.5, 4.1, 4.05)","(11.0, 17.0, 16.6)","(8.0, 14.0, 13.5)","(31.0, 60.0, 57.33333333333333)","(10.0, 12.0, 11.833333333333334)","(3.5, 3.6, 3.4921875)","(21.0, 38.0, 35.25)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.34782608695653)","(91.0, 120.0, 115.0)"
10-01-2023 15:20:04.825514,"(9.0, 12.0, 11.666666666666666)","(5.5, 11.0, 10.25)","(3.5, 4.1, 4.043478260869565)","(11.0, 17.0, 16.6)","(8.0, 14.0, 13.5)","(31.0, 60.0, 57.33333333333333)","(10.0, 12.0, 11.833333333333334)","(3.5, 3.6, 3.5833333333333335)","(21.0, 36.0, 32.4)","(101.0, 200.0, 173.33333333333334)","(101.0, 230.0, 229.34782608695653)","(91.0, 120.0, 116.66666666666667)"
10-01-2023 15:20:06.761499,"(9.0, 12.0, 11.609375)","(5.5, 11.0, 10.21875)","(3.5, 4.1, 4.05125)","(11.0, 17.0, 16.6)","(8.0, 14.0, 13.363636363636363)","(31.0, 60.0, 57.714285714285715)","(10.0, 12.0, 11.842105263157894)","(3.5, 3.6, 3.5833333333333335)","(21.0, 36.0, 34.2)","(101.0, 200.0, 175.0)","(101.0, 230.0, 229.34782608695653)","(91.0, 120.0, 116.66666666666667)"
10-01-2023 15:20:08.451948,"(9.0, 12.0, 11.264705882352942)","(5.5, 11.0, 10.21875)","(3.5, 4.1, 4.05125)","(11.0, 17.0, 16.6)","(8.0, 14.0, 13.363636363636363)","(31.0, 60.0, 57.714285714285715)","(10.0, 12.0, 11.842105263157894)","(3.5, 3.6, 3.5833333333333335)","(21.0, 36.0, 33.0)","(101.0, 190.0, 175.0)","(101.0, 230.0, 229.34782608695653)","(91.0, 120.0, 116.66666666666667)"
10-01-2023 15:20:10.060974,"(9.0, 12.0, 11.264705882352942)","(5.5, 11.0, 10.21875)","(3.5, 4.1, 4.05125)","(11.0, 17.0, 16.6)","(8.0, 14.0, 13.363636363636363)","(31.0, 60.0, 57.714285714285715)","(10.0, 12.0, 11.842105263157894)","(3.5, 3.6, 3.5833333333333335)","(21.0, 36.0, 31.5)","(101.0, 190.0, 175.0)","(101.0, 230.0, 229.34782608695653)","(91.0, 120.0, 116.66666666666667)"
10-01-2023 15:20:11.643835,"(10.0, 12.0, 11.264705882352942)","(6.0, 11.0, 10.21875)","(3.6, 4.1, 4.05125)","(11.0, 17.0, 16.6)","(8.5, 14.0, 13.363636363636363)","(31.0, 60.0, 57.714285714285715)","(10.0, 12.0, 11.842105263157894)","(3.5, 3.6, 3.5833333333333335)","(21.0, 36.0, 31.5)","(101.0, 190.0, 175.0)","(101.0, 230.0, 229.34782608695653)","(101.0, 120.0, 116.66666666666667)"
10-01-2023 15:20:13.237465,"(10.0, 12.0, 11.264705882352942)","(6.0, 11.0, 10.21875)","(3.6, 4.1, 4.05125)","(11.0, 17.0, 16.6)","(8.5, 14.0, 13.363636363636363)","(31.0, 60.0, 57.714285714285715)","(10.0, 12.0, 11.842105263157894)","(3.5, 3.6, 3.5833333333333335)","(21.0, 36.0, 31.5)","(101.0, 190.0, 175.0)","(101.0, 230.0, 229.34782608695653)","(101.0, 120.0, 116.66666666666667)"
10-01-2023 15:20:14.833328,"(10.0, 12.0, 11.264705882352942)","(6.0, 11.0, 10.21875)","(3.6, 4.1, 4.05125)","(11.0, 17.0, 16.6)","(8.5, 14.0, 13.363636363636363)","(31.0, 60.0, 57.714285714285715)","(10.0, 12.0, 11.842105263157894)","(3.5, 3.6, 3.5833333333333335)","(21.0, 36.0, 31.5)","(101.0, 190.0, 180.0)","(101.0, 230.0, 225.0)","(101.0, 120.0, 117.5)"
10-01-2023 15:20:16.421527,"(10.0, 12.0, 11.264705882352942)","(6.0, 11.0, 10.21875)","(3.6, 4.1, 4.05125)","(11.0, 17.0, 16.6)","(8.5, 14.0, 13.363636363636363)","(31.0, 60.0, 53.0)","(10.0, 12.0, 11.842105263157894)","(3.5, 3.6, 3.591666666666667)","(21.0, 36.0, 31.5)","(101.0, 190.0, 175.0)","(101.0, 230.0, 226.66666666666666)","(101.0, 120.0, 117.5)"
10-01-2023 15:20:18.046413,"(10.0, 12.0, 11.264705882352942)","(6.0, 11.0, 10.152173913043478)","(3.6, 4.1, 4.048)","(11.0, 17.0, 16.6)","(8.5, 14.0, 13.363636363636363)","(31.0, 60.0, 53.0)","(10.0, 12.0, 11.851485148514852)","(3.5, 3.6, 3.59375)","(21.0, 36.0, 31.5)","(101.0, 190.0, 175.0)","(101.0, 230.0, 226.66666666666666)","(101.0, 120.0, 117.5)"
10-01-2023 15:20:19.575568,"(10.0, 12.0, 11.264705882352942)","(6.0, 11.0, 10.152173913043478)","(3.6, 4.1, 4.048)","(11.0, 17.0, 16.6)","(8.5, 14.0, 13.363636363636363)","(31.0, 60.0, 50.666666666666664)","(10.0, 12.0, 11.851485148514852)","(3.5, 3.6, 3.59375)","(21.0, 36.0, 32.6)","(101.0, 190.0, 175.0)","(101.0, 230.0, 226.66666666666666)","(101.0, 120.0, 117.5)"
10-01-2023 15:20:21.108444,"(10.0, 12.0, 11.264705882352942)","(6.0, 11.0, 10.152173913043478)","(3.6, 4.1, 4.048)","(11.0, 17.0, 16.6)","(8.5, 14.0, 13.363636363636363)","(31.0, 60.0, 50.666666666666664)","(10.0, 12.0, 11.851485148514852)","(3.5, 3.6, 3.59375)","(21.0, 34.0, 32.6)","(101.0, 190.0, 175.0)","(101.0, 230.0, 226.66666666666666)","(101.0, 120.0, 117.5)"
10-01-2023 15:20:22.670611,"(10.0, 12.0, 11.264705882352942)","(6.0, 11.0, 10.166666666666666)","(3.6, 4.1, 4.048)","(11.0, 17.0, 16.6)","(8.5, 14.0, 13.363636363636363)","(31.0, 60.0, 50.666666666666664)","(10.0, 12.0, 11.851485148514852)","(3.5, 3.6, 3.59375)","(21.0, 34.0, 32.6)","(101.0, 190.0, 175.0)","(101.0, 230.0, 226.66666666666666)","(101.0, 120.0, 117.5)"
10-01-2023 15:20:24.203480,"(10.0, 12.0, 11.264705882352942)","(6.0, 11.0, 10.152173913043478)","(3.6, 4.1, 4.048)","(11.0, 17.0, 16.6)","(8.5, 14.0, 13.363636363636363)","(31.0, 60.0, 50.666666666666664)","(10.0, 12.0, 11.851485148514852)","(3.5, 3.6, 3.5941176470588236)","(21.0, 34.0, 31.529411764705884)","(101.0, 190.0, 175.0)","(101.0, 230.0, 227.77777777777777)","(101.0, 120.0, 117.5)"
10-01-2023 15:20:26.014416,"(10.0, 12.0, 11.264705882352942)","(6.0, 11.0, 10.166666666666666)","(3.6, 4.1, 4.048)","(11.0, 17.0, 16.6)","(8.5, 14.0, 13.363636363636363)","(31.0, 60.0, 53.0)","(10.0, 12.0, 11.851485148514852)","(3.5, 3.6, 3.5941176470588236)","(21.0, 34.0, 31.9)","(101.0, 190.0, 175.0)","(101.0, 230.0, 227.77777777777777)","(101.0, 120.0, 117.5)"
10-01-2023 15:20:27.760013,"(10.0, 12.0, 11.236842105263158)","(6.0, 11.0, 10.166666666666666)","(3.6, 4.1, 4.048)","(11.0, 17.0, 16.6)","(8.5, 14.0, 13.363636363636363)","(31.0, 60.0, 53.0)","(10.0, 12.0, 11.851485148514852)","(3.5, 3.6, 3.5941176470588236)","(21.0, 34.0, 31.9)","(101.0, 190.0, 186.36363636363637)","(101.0, 230.0, 227.77777777777777)","(101.0, 120.0, 117.5)"
10-01-2023 15:20:29.670059,"(10.0, 12.0, 11.677777777777777)","(6.0, 11.0, 10.166666666666666)","(3.6, 4.1, 4.048)","(11.0, 17.0, 16.6)","(8.5, 14.0, 13.363636363636363)","(31.0, 60.0, 53.0)","(10.0, 12.0, 11.897260273972602)","(3.5, 3.6, 3.7828193832599117)","(21.0, 34.0, 31.9)","(101.0, 190.0, 185.0)","(101.0, 230.0, 227.77777777777777)","(101.0, 130.0, 124.28571428571429)"
10-01-2023 15:20:31.688263,"(10.0, 12.0, 11.677777777777777)","(6.0, 11.0, 10.166666666666666)","(3.6, 4.1, 4.0442857142857145)","(11.0, 17.0, 16.6)","(8.5, 14.0, 13.32)","(31.0, 60.0, 53.0)","(10.0, 12.0, 11.879194630872483)","(3.5, 3.8, 3.6777777777777776)","(21.0, 34.0, 31.529411764705884)","(101.0, 190.0, 185.0)","(101.0, 230.0, 227.5)","(101.0, 130.0, 154.21052631578948)"
10-01-2023 15:20:33.269387,"(10.0, 12.0, 11.677777777777777)","(6.0, 10.5, 9.858333333333334)","(3.6, 4.1, 4.049350649350649)","(11.0, 17.0, 16.125)","(8.5, 14.0, 13.17741935483871)","(31.0, 60.0, 57.2)","(10.0, 12.0, 11.42134831460674)","(3.5, 3.75, 3.7634615384615384)","(21.0, 34.0, 31.48)","(101.0, 190.0, 185.0)","(101.0, 230.0, 227.77777777777777)","(101.0, 170.0, 132.72727272727272)"
10-01-2023 15:20:34.706835,"(10.0, 12.0, 11.38125)","(6.0, 10.5, 10.123287671232877)","(3.6, 4.1, 4.0633333333333335)","(11.0, 16.5, 16.125)","(8.5, 14.0, 13.17741935483871)","(31.0, 60.0, 58.333333333333336)","(10.0, 11.5, 11.416666666666666)","(3.5, 3.8, 3.7807692307692307)","(21.0, 34.0, 31.48)","(101.0, 190.0, 185.0)","(101.0, 230.0, 227.77777777777777)","(91.0, 160.0, 132.72727272727272)"
10-01-2023 15:20:36.337414,"(10.0, 11.5, 11.38125)","(6.5, 10.5, 10.123287671232877)","(3.6, 4.1, 4.0671875)","(12.0, 16.5, 16.125)","(9.0, 14.0, 12.98)","(31.0, 60.0, 56.0)","(10.0, 11.5, 11.416666666666666)","(3.4, 3.8, 3.7807692307692307)","(21.0, 34.0, 31.48)","(101.0, 190.0, 185.0)","(101.0, 230.0, 227.77777777777777)","(91.0, 160.0, 132.72727272727272)"
10-01-2023 15:20:37.799867,"(10.0, 11.5, 11.38125)","(6.5, 10.5, 10.0)","(3.6, 4.1, 4.068253968253968)","(12.0, 16.5, 16.125)","(9.0, 14.0, 12.98)","(31.0, 60.0, 56.0)","(10.0, 11.5, 11.90909090909091)","(3.4, 3.8, 3.781481481481481)","(21.0, 34.0, 31.444444444444443)","(101.0, 190.0, 186.66666666666666)","(101.0, 230.0, 227.77777777777777)","(91.0, 160.0, 135.0)"
10-01-2023 15:20:39.456729,"(10.0, 11.5, 11.38125)","(6.5, 10.0, 9.857142857142858)","(3.6, 4.1, 4.068253968253968)","(12.0, 16.5, 16.125)","(9.0, 14.0, 12.98)","(31.0, 60.0, 56.0)","(10.0, 12.0, 11.87912087912088)","(3.4, 3.8, 3.781481481481481)","(21.0, 32.0, 31.444444444444443)","(101.0, 190.0, 186.66666666666666)","(101.0, 230.0, 227.77777777777777)","(91.0, 160.0, 135.0)"
10-01-2023 15:20:41.106336,"(10.0, 11.5, 11.335164835164836)","(6.5, 10.0, 9.823529411764707)","(3.5, 4.1, 4.068253968253968)","(12.0, 16.5, 16.125)","(9.0, 14.0, 12.98)","(31.0, 60.0, 56.0)","(10.0, 12.0, 11.87912087912088)","(3.4, 3.8, 3.781481481481481)","(21.0, 32.0, 30.46153846153846)","(101.0, 190.0, 180.0)","(101.0, 230.0, 227.77777777777777)","(91.0, 160.0, 132.72727272727272)"
